Rk,Player,PPR,Day,G#,Week,Date,Age,Team,Home_Away,Opp,Result,Pos.,PFR_Id
,Dameon Pierce,3.4,Sun,6,6,2023-10-15,23-238,HOU,Home,NOR,W 20-13,RB,PierDa01
,Hunter Renfrow,3.4,Sun,7,7,2023-10-22,27-305,LVR,Away,CHI,L 12-30,WR,RenfHu00
,Tyler Scott,3.4,Sun,1,1,2023-09-10,21-333,CHI,Home,GNB,L 20-38,WR,ScotTy00
,Rashid Shaheed,3.4,Sun,16,17,2023-12-31,25-122,NOR,Away,TAM,W 23-13,WR,ShahRa00
,Khalil Shakir,3.4,Mon,10,10,2023-11-13,23-283,BUF,Home,DEN,L 22-24,WR,ShakKh00
,Devin Singletary,3.4,Sun,2,2,2023-09-17,26-014,HOU,Home,IND,L 20-31,RB,SingDe00
,Darius Slayton,3.4,Mon,13,14,2023-12-11,26-333,NYG,Home,GNB,W 24-22,WR,SlayDa01
,Stone Smartt,3.4,Sun,2,2,2023-09-17,24-348,LAC,Away,TEN,L 24-27 (OT),TE,SmarSt00
,Stone Smartt,3.4,Sun,17,18,2024-01-07,25-095,LAC,Home,KAN,L 12-13,TE,SmarSt00
,Adam Trautman,3.4,Sat,14,15,2023-12-16,26-314,DEN,Away,DET,L 17-42,TE,TrauAd00
,Tre Tucker,3.4,Sun,2,2,2023-09-17,22-193,LVR,Away,BUF,L 10-38,WR,TuckTr00
,Cedrick Wilson Jr.,3.4,Sun,17,18,2024-01-07,28-048,MIA,Home,BUF,L 14-21,WR,WilsCe01
,Dontayvion Wicks,3.36,Sun,6,7,2023-10-22,22-128,GNB,Away,DEN,L 17-19,WR,WickDo00
,Nick Mullens,3.32,Sun,13,14,2023-12-10,28-264,MIN,Away,LVR,W 3-0,QB,MullNi00
,Odell Beckham Jr.,3.3,Sun,5,5,2023-10-08,30-337,BAL,Away,PIT,L 10-17,WR,BeckOd00
,Odell Beckham Jr.,3.3,Mon,15,16,2023-12-25,31-050,BAL,Away,SFO,W 33-19,WR,BeckOd00
,Daniel Bellinger,3.3,Sun,14,15,2023-12-17,23-086,NYG,Away,NOR,L 6-24,TE,BellDa00
,Braxton Berrios,3.3,Sun,5,5,2023-10-08,28-002,MIA,Home,NYG,W 31-16,WR,BerrBr00
,Braxton Berrios,3.3,Mon,13,14,2023-12-11,28-066,MIA,Home,TEN,L 27-28,WR,BerrBr00
,Jake Bobo,3.3,Sun,9,10,2023-11-12,25-100,SEA,Home,WAS,W 29-26,WR,BoboJa00
,AJ Dillon,3.3,Sun,3,3,2023-09-24,25-145,GNB,Home,NOR,W 18-17,RB,DillAJ00
,Demario Douglas,3.3,Sun,17,18,2024-01-07,23-030,NWE,Home,NYJ,L 3-17,WR,DougDe00
,Payne Durham,3.3,Sun,10,11,2023-11-19,23-157,TAM,Away,SFO,L 14-27,TE,DurhPa00
,Alex Erickson,3.3,Sun,12,13,2023-12-03,31-027,LAC,Away,NWE,W 6-0,WR,EricAl01
,Marquise Goodwin,3.3,Sun,6,7,2023-10-22,32-337,CLE,Away,IND,W 39-38,WR,GoodMa00
,Kylen Granson,3.3,Sat,17,18,2024-01-06,25-285,IND,Home,HOU,L 19-23,TE,GranKy00
,Deonte Harty,3.3,Sun,3,3,2023-09-24,25-294,BUF,Away,WAS,W 37-3,WR,HarrDe07
,Justice Hill,3.3,Sun,4,4,2023-10-01,25-321,BAL,Away,CLE,W 28-3,RB,HillJu00
,Isaiah Hodgins,3.3,Sun,7,7,2023-10-22,25-001,NYG,Home,WAS,W 14-7,WR,HodgIs00
,Mack Hollins,3.3,Sun,3,3,2023-09-24,30-008,ATL,Away,DET,L 6-20,WR,HollMa00
,Austin Hooper,3.3,Mon,15,16,2023-12-25,29-057,LVR,Away,KAN,W 20-14,TE,HoopAu00
,Jalin Hyatt,3.3,Mon,13,14,2023-12-11,22-077,NYG,Home,GNB,W 24-22,WR,HyatJa00
,Alec Ingold,3.3,Sun,4,4,2023-10-01,27-084,MIA,Away,BUF,L 20-48,FB,IngoAl01
,Van Jefferson,3.3,Sun,17,18,2024-01-07,27-165,ATL,Away,NOR,L 17-48,WR,JeffVa00
,Juwan Johnson,3.3,Mon,2,2,2023-09-18,27-005,NOR,Away,CAR,W 20-17,TE,JohnJu02
,Julio Jones,3.3,Sun,17,18,2024-01-07,34-333,PHI,Away,NYG,L 10-27,WR,JoneJu02
,Jordan Mason,3.3,Sun,4,4,2023-10-01,24-130,SFO,Home,ARI,W 35-16,RB,MasoJo00
,Michael Mayer,3.3,Sun,7,7,2023-10-22,22-108,LVR,Away,CHI,L 12-30,TE,MayeMi00
,Ray-Ray McCloud,3.3,Thu,11,12,2023-11-23,27-039,SFO,Away,SEA,W 31-13,WR,McClRa00
,John Metchie,3.3,Sun,3,3,2023-09-24,23-068,HOU,Away,JAX,W 37-17,WR,MetcJo00
,Foster Moreau,3.3,Sun,9,9,2023-11-05,26-183,NOR,Home,CHI,W 24-17,TE,MoreFo00
,Johnny Mundt,3.3,Sun,15,16,2023-12-24,29-031,MIN,Home,DET,L 24-30,TE,MundJo00
,Jalen Nailor,3.3,Sun,13,14,2023-12-10,24-283,MIN,Away,LVR,W 3-0,WR,NailJa00
,Josh Oliver,3.3,Thu,2,2,2023-09-14,26-177,MIN,Away,PHI,L 28-34,TE,OlivJo00
,Hunter Renfrow,3.3,Sun,2,2,2023-09-17,27-270,LVR,Away,BUF,L 10-38,WR,RenfHu00
,Demarcus Robinson,3.3,Sun,11,12,2023-11-26,29-066,LAR,Away,ARI,W 37-14,WR,RobiDe01
,Miles Sanders,3.3,Sun,14,15,2023-12-17,26-230,CAR,Home,ATL,W 9-7,RB,SandMi01
,Stone Smartt,3.3,Sat,15,16,2023-12-23,25-080,LAC,Home,BUF,L 22-24,TE,SmarSt00
,Geoff Swaim,3.3,Sun,10,10,2023-11-12,30-057,ARI,Home,ATL,W 25-23,TE,SwaiGe00
,Cedric Tillman,3.3,Sun,15,16,2023-12-24,23-249,CLE,Away,HOU,W 36-22,WR,TillCe01
,Marquez Valdes-Scantling,3.3,Sun,2,2,2023-09-17,28-342,KAN,Away,JAX,W 17-9,WR,ValdMa00
,Nick Westbrook-Ikhine,3.3,Thu,8,9,2023-11-02,26-226,TEN,Away,PIT,L 16-20,WR,WestNi00
,C.J. Beathard,3.22,Mon,12,13,2023-12-04,30-018,JAX,Home,CIN,L 31-34 (OT),QB,BeatC.00
,Taysom Hill,3.22,Sun,4,4,2023-10-01,33-039,NOR,Home,TAM,L 9-26,TE/QB,HillTa00
,Ameer Abdullah,3.2,Sun,16,17,2023-12-31,30-201,LVR,Away,IND,L 20-23,RB,AbduAm00
,Salvon Ahmed,3.2,Sun,9,9,2023-11-05,24-310,MIA,Away,KAN,L 14-21,RB,AhmeSa01
,John Bates,3.2,Sun,3,3,2023-09-24,25-322,WAS,Home,BUF,L 3-37,TE,BateJo00
,David Bell,3.2,Sun,12,13,2023-12-03,22-354,CLE,Away,LAR,L 19-36,WR,BellDa02
,Tank Bigsby,3.2,Sun,16,17,2023-12-31,22-123,JAX,Home,CAR,W 26-0,RB,BigsTa00
,Raheem Blackshear,3.2,Sun,6,6,2023-10-15,24-132,CAR,Away,MIA,L 21-42,RB,BlacRa00
,Marquise Brown,3.2,Sun,11,11,2023-11-19,26-168,ARI,Away,HOU,L 16-21,WR,BrowMa04
,Jamison Crowder,3.2,Sun,11,11,2023-11-19,30-155,WAS,Home,NYG,L 19-31,WR,CrowJa00
,Rico Dowdle,3.2,Thu,12,13,2023-11-30,25-169,DAL,Home,SEA,W 41-35,RB,DowdRi01
,Rico Dowdle,3.2,Sun,14,15,2023-12-17,25-186,DAL,Away,BUF,L 10-31,RB,DowdRi01
,Royce Freeman,3.2,Sun,9,9,2023-11-05,27-254,LAR,Away,GNB,L 3-20,RB,FreeRo00
,Jake Funk,3.2,Sun,1,1,2023-09-10,25-242,IND,Home,JAX,L 21-31,RB,FunkJa00
,Mecole Hardman,3.2,Mon,10,11,2023-11-20,25-253,KAN,Home,PHI,L 17-21,WR,HardMe00
,Alec Ingold,3.2,Sun,15,16,2023-12-24,27-168,MIA,Home,DAL,W 22-20,FB,IngoAl01
,Trishton Jackson,3.2,Sun,9,9,2023-11-05,25-241,MIN,Away,ATL,W 31-28,WR,JackTr02
,Brandon Johnson,3.2,Sun,3,3,2023-09-24,25-060,DEN,Away,MIA,L 20-70,WR,JohnBr23
,D'Ernest Johnson,3.2,Sun,3,3,2023-09-24,27-209,JAX,Home,HOU,L 17-37,RB,JohnDE04
,Juwan Johnson,3.2,Sun,3,3,2023-09-24,27-011,NOR,Away,GNB,L 17-18,TE,JohnJu02
,Joshua Kelley,3.2,Mon,8,9,2023-11-06,25-351,LAC,Away,NYJ,W 27-6,RB,KellJo01
,Jaleel McLaughlin,3.2,Mon,9,10,2023-11-13,23-061,DEN,Away,BUF,W 24-22,RB,McLaJa00
,John Metchie,3.2,Sun,4,4,2023-10-01,23-075,HOU,Home,PIT,W 30-6,WR,MetcJo00
,Marvin Mims,3.2,Sun,10,11,2023-11-19,21-245,DEN,Home,MIN,W 21-20,WR,MimsMa00
,Chris Moore,3.2,Mon,13,14,2023-12-11,30-178,TEN,Away,MIA,W 28-27,WR,MoorCh00
,Nick Muse,3.2,Sun,17,18,2024-01-07,25-043,MIN,Away,DET,L 20-30,TE,MuseNi00
,Donald Parham,3.2,Sun,12,13,2023-12-03,26-109,LAC,Away,NWE,W 6-0,TE,ParhDo00
,Byron Pringle,3.2,Sun,11,11,2023-11-19,30-002,WAS,Home,NYG,L 19-31,WR,PrinBy00
,MyCole Pruitt,3.2,Sun,5,5,2023-10-08,31-198,ATL,Home,HOU,W 21-19,TE,PruiMy00
,Teagan Quitoriano,3.2,Sun,5,5,2023-10-08,23-207,HOU,Away,ATL,L 19-21,TE,QuitTe00
,Hunter Renfrow,3.2,Sun,4,4,2023-10-01,27-284,LVR,Away,LAC,L 17-24,WR,RenfHu00
,Allen Robinson,3.2,Mon,2,2,2023-09-18,30-025,PIT,Home,CLE,W 26-22,WR,RobiAl02
,Wan'Dale Robinson,3.2,Sun,7,7,2023-10-22,22-290,NYG,Home,WAS,W 14-7,WR,RobiWa01
,Drew Sample,3.2,Sun,9,10,2023-11-12,27-210,CIN,Home,HOU,L 27-30,TE,SampDr00
,Tyler Scott,3.2,Sun,6,6,2023-10-15,22-003,CHI,Home,MIN,L 13-19,WR,ScotTy00
,Ben Skowronek,3.2,Sun,12,13,2023-12-03,26-159,LAR,Home,CLE,W 36-19,WR,SkowBe00
,Darius Slayton,3.2,Sun,7,7,2023-10-22,26-283,NYG,Home,WAS,W 14-7,WR,SlayDa01
,Adam Thielen,3.2,Sun,1,1,2023-09-10,33-019,CAR,Away,ATL,L 10-24,WR,ThieAd00
,Adam Thielen,3.2,Sun,17,18,2024-01-07,33-138,CAR,Home,TAM,L 0-9,WR,ThieAd00
,Jalen Tolbert,3.2,Sun,10,11,2023-11-19,24-265,DAL,Away,CAR,W 33-10,WR,TolbJa00
,Tommy Tremble,3.2,Sun,8,9,2023-11-05,23-156,CAR,Home,IND,L 13-27,TE,TremTo00
,C.J. Uzomah,3.2,Sun,5,5,2023-10-08,30-267,NYJ,Away,DEN,W 31-21,TE,UzomC.00
,Jamaal Williams,3.2,Sun,9,9,2023-11-05,28-216,NOR,Home,CHI,W 24-17,RB,WillJa06
,Joe Burrow,3.18,Sun,1,1,2023-09-10,26-274,CIN,Away,CLE,L 3-24,QB,BurrJo01
,Derek Carr,3.18,Sun,4,4,2023-10-01,32-187,NOR,Home,TAM,L 9-26,QB,CarrDe02
,Nelson Agholor,3.1,Sun,12,12,2023-11-26,30-186,BAL,Away,LAC,W 20-10,WR,AghoNe00
,Tyler Allgeier,3.1,Sun,8,8,2023-10-29,23-197,ATL,Away,TEN,L 23-28,RB,AllgTy00
,Gary Brightwell,3.1,Sun,1,1,2023-09-10,24-194,NYG,Home,DAL,L 0-40,RB,BrigGa00
,Treylon Burks,3.1,Sun,16,17,2023-12-31,23-283,TEN,Away,HOU,L 3-26,WR,BurkTr00
,Gabriel Davis,3.1,Sun,6,6,2023-10-15,24-197,BUF,Home,NYG,W 14-9,WR,DaviGa01
,Will Dissly,3.1,Thu,11,12,2023-11-23,27-138,SEA,Home,SFO,L 13-31,TE,DissWi00
,Kenyan Drake,3.1,Sun,3,3,2023-09-24,29-241,BAL,Home,IND,L 19-22 (OT),RB,DrakKe00
,Jake Ferguson,3.1,Sun,1,1,2023-09-10,24-235,DAL,Away,NYG,W 40-0,TE,FergJa00
,Mike Gesicki,3.1,Sun,8,8,2023-10-29,28-026,NWE,Away,MIA,L 17-31,TE,GesiMi00
,Tyler Goodson,3.1,Sun,12,13,2023-12-03,23-023,IND,Away,TEN,W 31-28 (OT),RB,GoodTy00
,Connor Heyward,3.1,Sun,11,12,2023-11-26,24-308,PIT,Away,CIN,W 16-10,TE,HeywCo00
,Elijah Higgins,3.1,Sun,13,13,2023-12-03,23-037,ARI,Away,PIT,W 24-10,TE,HiggEl00
,Justice Hill,3.1,Sun,12,12,2023-11-26,26-012,BAL,Away,LAC,W 20-10,RB,HillJu00
,Taysom Hill,3.1,Sun,3,3,2023-09-24,33-032,NOR,Away,GNB,L 17-18,TE/QB,HillTa00
,Austin Hooper,3.1,Mon,5,5,2023-10-09,28-345,LVR,Home,GNB,W 17-13,TE,HoopAu00
,Brycen Hopkins,3.1,Sun,1,1,2023-09-10,26-167,LAR,Away,SEA,W 30-13,TE,HopkBr01
,Tanner Hudson,3.1,Sun,17,18,2024-01-07,29-056,CIN,Home,CLE,W 31-14,TE,HudsTa00
,Keaontay Ingram,3.1,Sun,3,3,2023-09-24,23-333,ARI,Home,DAL,W 28-16,RB,IngrKe01
,Jerry Jeudy,3.1,Sun,11,12,2023-11-26,24-216,DEN,Home,CLE,W 29-12,WR,JeudJe00
,Tim Jones,3.1,Sun,3,3,2023-09-24,25-131,JAX,Home,HOU,L 17-37,WR,JoneTi00
,Tony Jones,3.1,Sun,11,11,2023-11-19,25-360,ARI,Away,HOU,L 16-21,RB,JoneTo04
,Hunter Luepke,3.1,Sun,3,3,2023-09-24,23-208,DAL,Away,ARI,L 16-28,RB,LuepHu00
,Michael Mayer,3.1,Sun,9,9,2023-11-05,22-122,LVR,Home,NYG,W 30-6,TE,MayeMi00
,Anthony McFarland Jr.,3.1,Sun,1,1,2023-09-10,25-190,PIT,Home,SFO,L 7-30,RB,McFaAn00
,Marvin Mims,3.1,Sun,13,14,2023-12-10,21-266,DEN,Away,LAC,W 24-7,WR,MimsMa00
,Skyy Moore,3.1,Sun,5,5,2023-10-08,23-028,KAN,Away,MIN,W 27-20,WR,MoorSk01
,Kenny Pickett,3.1,Sun,12,13,2023-12-03,25-180,PIT,Home,ARI,L 10-24,QB,PickKe00
,Alec Pierce,3.1,Sun,10,10,2023-11-12,23-194,IND,Away,NWE,W 10-6,WR,PierAl00
,Dameon Pierce,3.1,Sun,16,17,2023-12-31,23-315,HOU,Home,TEN,W 26-3,RB,PierDa01
,Allen Robinson,3.1,Thu,13,14,2023-12-07,30-105,PIT,Home,NWE,L 18-21,WR,RobiAl02
,Chris Rodriguez,3.1,Sun,7,7,2023-10-22,23-026,WAS,Away,NYG,L 7-14,RB,RodrCh00
,Brett Rypien,3.1,Sun,9,9,2023-11-05,27-119,LAR,Away,GNB,L 3-20,QB,RypiBr00
,Trey Sermon,3.1,Sun,3,3,2023-09-24,24-237,IND,Away,BAL,W 22-19 (OT),RB,SermTr00
,Ben Skowronek,3.1,Sun,2,2,2023-09-17,26-082,LAR,Home,SFO,L 23-30,WR,SkowBe00
,Equanimeous St. Brown,3.1,Sun,4,4,2023-10-01,27-001,CHI,Home,DEN,L 28-31,WR,St.BEq00
,Pierre Strong,3.1,Sun,14,15,2023-12-17,25-007,CLE,Home,CHI,W 20-17,RB,StroPi00
,Adam Trautman,3.1,Sun,17,18,2024-01-07,26-336,DEN,Away,LVR,L 14-27,TE,TrauAd00
,Tommy Tremble,3.1,Sun,17,18,2024-01-07,23-219,CAR,Home,TAM,L 0-9,TE,TremTo00
,C.J. Uzomah,3.1,Mon,8,9,2023-11-06,30-296,NYJ,Home,LAC,L 6-27,TE,UzomC.00
,Trevon Wesco,3.1,Sun,5,5,2023-10-08,28-026,TEN,Away,IND,L 16-23,TE,WescTr00
,Emanuel Wilson,3.1,Sun,10,11,2023-11-19,24-195,GNB,Home,LAC,W 23-20,RB,WilsEm00
,Matt Ammendola,3.0,Sun,10,11,2023-11-19,26-343,HOU,Home,ARI,W 21-16,K,AmmeMa00
,Matt Ammendola,3.0,Sun,11,12,2023-11-26,26-350,HOU,Home,JAX,L 21-24,K,AmmeMa00
,Tyler Bass,3.0,Sun,17,18,2024-01-07,26-327,BUF,Away,MIA,W 21-14,K,BassTy00
,Ronnie Bell,3.0,Sun,9,10,2023-11-12,23-288,SFO,Away,JAX,W 34-3,WR,BellRo01
,Braxton Berrios,3.0,Sun,16,17,2023-12-31,28-086,MIA,Away,BAL,L 19-56,WR,BerrBr00
,Tyler Boyd,3.0,Sun,1,1,2023-09-10,28-299,CIN,Away,CLE,L 3-24,WR,BoydTy00
,Harrison Butker,3.0,Sun,9,9,2023-11-05,28-114,KAN,Home,MIA,W 21-14,K,ButkHa00
,Brandin Cooks,3.0,Sun,14,15,2023-12-17,30-083,DAL,Away,BUF,L 10-31,WR,CookBr00
,Cameron Dicker,3.0,Thu,14,15,2023-12-14,23-222,LAC,Away,LVR,L 21-63,K,DickCa00
,Demario Douglas,3.0,Sun,3,3,2023-09-24,22-290,NWE,Away,NYJ,W 15-10,WR,DougDe00
,Devin Duvernay,3.0,Sun,9,9,2023-11-05,26-054,BAL,Home,SEA,W 37-3,WR,DuveDe00
,Jake Elliott,3.0,Mon,10,11,2023-11-20,28-303,PHI,Away,KAN,W 21-17,K,ElliJa03
,Luke Farrell,3.0,Sun,4,4,2023-10-01,25-352,JAX,Home,ATL,W 23-7,TE,FarrLu00
,Nick Folk,3.0,Sun,3,3,2023-09-24,38-323,TEN,Away,CLE,L 3-27,K,FolkNi20
,Matt Gay,3.0,Sun,1,1,2023-09-10,29-179,IND,Home,JAX,L 21-31,K,GayxMa00
,Jamie Gillan,3.0,Sun,14,15,2023-12-17,26-166,NYG,Away,NOR,L 6-24,P,GillJa00
,Blake Grupe,3.0,Sun,10,10,2023-11-12,25-007,NOR,Away,MIN,L 19-27,K,GrupBl00
,Deonte Harty,3.0,Sun,4,4,2023-10-01,25-301,BUF,Home,MIA,W 48-20,WR,HarrDe07
,Derrick Henry,3.0,Sun,9,10,2023-11-12,29-312,TEN,Away,TAM,L 6-20,RB,HenrDe00
,Taysom Hill,3.0,Sun,5,5,2023-10-08,33-046,NOR,Away,NWE,W 34-0,TE/QB,HillTa00
,Austin Hooper,3.0,Sun,1,1,2023-09-10,28-316,LVR,Away,DEN,W 17-16,TE,HoopAu00
,DeAndre Hopkins,3.0,Sun,6,6,2023-10-15,31-131,TEN,Home,BAL,L 16-24,WR,HopkDe00
,Kareem Hunt,3.0,Sun,14,15,2023-12-17,28-133,CLE,Home,CHI,W 20-17,RB,HuntKa00
,Jalin Hyatt,3.0,Mon,4,4,2023-10-02,22-007,NYG,Home,SEA,L 3-24,WR,HyatJa00
,Juwan Johnson,3.0,Sun,13,14,2023-12-10,27-088,NOR,Home,CAR,W 28-6,TE,JohnJu02
,Quentin Johnston,3.0,Sun,3,3,2023-09-24,22-018,LAC,Away,MIN,W 28-24,WR,JohnQu02
,Quentin Johnston,3.0,Sun,6,7,2023-10-22,22-046,LAC,Away,KAN,L 17-31,WR,JohnQu02
,Roschon Johnson,3.0,Sun,11,11,2023-11-19,22-292,CHI,Away,DET,L 26-31,RB,JohnRo07
,Charlie Jones,3.0,Sat,14,15,2023-12-16,25-048,CIN,Home,MIN,W 27-24 (OT),WR,JoneCh11
,Velus Jones Jr.,3.0,Sun,6,6,2023-10-15,26-157,CHI,Home,MIN,L 13-19,WR,JoneVe00
,Greg Joseph,3.0,Sun,4,4,2023-10-01,29-058,MIN,Away,CAR,W 21-13,K,JoseGr00
,Greg Joseph,3.0,Sun,13,14,2023-12-10,29-128,MIN,Away,LVR,W 3-0,K,JoseGr00
,Isaiah Likely,3.0,Sun,3,3,2023-09-24,23-159,BAL,Home,IND,L 19-22 (OT),TE,LikeIs00
,Tyler Lockett,3.0,Sun,1,1,2023-09-10,30-347,SEA,Home,LAR,L 13-30,WR,LockTy00
,Brett Maher,3.0,Sun,7,7,2023-10-22,33-335,LAR,Home,PIT,L 17-24,K,MaheBr01
,Chase McLaughlin,3.0,Mon,3,3,2023-09-25,27-169,TAM,Home,PHI,L 11-25,K,McLaCh00
,Chase McLaughlin,3.0,Sun,12,13,2023-12-03,27-238,TAM,Home,CAR,W 21-18,K,McLaCh00
,Brandon McManus,3.0,Sun,9,10,2023-11-12,32-110,JAX,Home,SFO,L 3-34,K,McMaBr01
,Brandon McManus,3.0,Sun,13,14,2023-12-10,32-138,JAX,Away,CLE,L 27-31,K,McMaBr01
,Evan McPherson,3.0,Sun,1,1,2023-09-10,24-051,CIN,Away,CLE,L 3-24,K,McPhEv00
,Evan McPherson,3.0,Sun,4,4,2023-10-01,24-072,CIN,Away,TEN,L 3-27,K,McPhEv00
,Evan McPherson,3.0,Sat,15,16,2023-12-23,24-155,CIN,Away,PIT,L 11-34,K,McPhEv00
,Scott Miller,3.0,Sun,5,5,2023-10-08,26-069,ATL,Home,HOU,W 21-19,WR,MillSc01
,Zack Moss,3.0,Sat,17,18,2024-01-06,26-022,IND,Home,HOU,L 19-23,RB,MossZa00
,Jason Myers,3.0,Sun,8,9,2023-11-05,32-177,SEA,Away,BAL,L 3-37,K,MyerJa00
,Andrew Ogletree,3.0,Sun,1,1,2023-09-10,25-044,IND,Home,JAX,L 21-31,TE,OgleAn00
,Dare Ogunbowale,3.0,Sun,8,9,2023-11-05,29-185,HOU,Home,TAM,W 39-37,RB,OgunDa00
,Cade Otton,3.0,Sun,9,10,2023-11-12,24-211,TAM,Home,TEN,W 20-6,TE,OttoCa00
,Cade Otton,3.0,Sun,16,17,2023-12-31,24-260,TAM,Home,NOR,L 13-23,TE,OttoCa00
,Trey Palmer,3.0,Sun,2,2,2023-09-17,22-168,TAM,Home,CHI,W 27-17,WR,PalmTr00
,Trey Palmer,3.0,Sun,17,18,2024-01-07,22-280,TAM,Away,CAR,W 9-0,WR,PalmTr00
,Riley Patterson,3.0,Thu,1,1,2023-09-07,24-000,DET,Away,KAN,W 21-20,K,PattRi01
,Riley Patterson,3.0,Sun,10,11,2023-11-19,24-073,DET,Home,CHI,W 31-26,K,PattRi01
,Eddy Piñeiro,3.0,Sun,6,6,2023-10-15,28-032,CAR,Away,MIA,L 21-42,K,PineEd00
,Kalif Raymond,3.0,Thu,1,1,2023-09-07,29-030,DET,Away,KAN,W 21-20,WR,RaymKa00
,Chad Ryland,3.0,Sun,4,4,2023-10-01,23-351,NWE,Away,DAL,L 3-38,K,RylaCh00
,Chad Ryland,3.0,Thu,13,14,2023-12-07,24-053,NWE,Away,PIT,W 21-18,K,RylaCh00
,Chad Ryland,3.0,Sun,16,17,2023-12-31,24-077,NWE,Away,BUF,L 21-27,K,RylaCh00
,Chad Ryland,3.0,Sun,17,18,2024-01-07,24-084,NWE,Home,NYJ,L 3-17,K,RylaCh00
,Curtis Samuel,3.0,Sun,15,16,2023-12-24,27-135,WAS,Away,NYJ,L 28-30,WR,SamuCu00
,Miles Sanders,3.0,Thu,9,10,2023-11-09,26-192,CAR,Away,CHI,L 13-16,RB,SandMi01
,Irv Smith Jr.,3.0,Sun,2,2,2023-09-17,25-039,CIN,Home,BAL,L 24-27,TE,SmitIr01
,Jonnu Smith,3.0,Sun,12,13,2023-12-03,28-103,ATL,Away,NYJ,W 13-8,TE,SmitJo01
,JuJu Smith-Schuster,3.0,Sun,11,12,2023-11-26,27-004,NWE,Away,NYG,L 7-10,WR,SmitJu00
,Stephen Sullivan,3.0,Sun,10,11,2023-11-19,26-356,CAR,Home,DAL,L 10-33,TE,SullSt00
,Geoff Swaim,3.0,Sun,13,13,2023-12-03,30-078,ARI,Away,PIT,W 24-10,TE,SwaiGe00
,Patrick Taylor,3.0,Sun,16,17,2023-12-31,25-246,GNB,Away,MIN,W 33-10,RB,TaylPa01
,Deven Thompkins,3.0,Sun,1,1,2023-09-10,23-261,TAM,Away,MIN,W 20-17,WR,ThomDe07
,Tyquan Thornton,3.0,Sun,15,16,2023-12-24,23-108,NWE,Away,DEN,W 26-23,WR,ThorTy00
,Robert Tonyan,3.0,Thu,5,5,2023-10-05,29-158,CHI,Away,WAS,W 40-20,TE,TonyRo00
,Mitchell Wilcox,3.0,Mon,3,3,2023-09-25,26-322,CIN,Home,LAR,W 19-16,TE,WilcMi01
,Jamaal Williams,3.0,Sun,11,12,2023-11-26,28-237,NOR,Away,ATL,L 15-24,RB,WillJa06
,Charlie Woerner,3.0,Sun,17,18,2024-01-07,26-083,SFO,Home,LAR,L 20-21,TE,WoerCh00
,Ameer Abdullah,2.9,Mon,8,8,2023-10-30,30-139,LVR,Away,DET,L 14-26,RB,AbduAm00
,Robbie Chosen,2.9,Sun,15,16,2023-12-24,30-229,MIA,Home,DAL,W 22-20,WR,AndeRo04
,Braxton Berrios,2.9,Sun,17,18,2024-01-07,28-093,MIA,Home,BUF,L 14-21,WR,BerrBr00
,Gary Brightwell,2.9,Mon,4,4,2023-10-02,24-216,NYG,Home,SEA,L 3-24,RB,BrigGa00
,Michael Carter,2.9,Sun,17,18,2024-01-07,24-245,ARI,Home,SEA,L 20-21,RB,CartMi03
,Ty Chandler,2.9,Thu,2,2,2023-09-14,25-125,MIN,Away,PHI,L 28-34,RB,ChanTy01
,Josiah Deguara,2.9,Mon,5,5,2023-10-09,26-237,GNB,Away,LVR,L 13-17,TE,DeguJo00
,Will Dissly,2.9,Mon,14,15,2023-12-18,27-163,SEA,Home,PHI,W 20-17,TE,DissWi00
,Greg Dortch,2.9,Sun,13,13,2023-12-03,25-188,ARI,Away,PIT,W 24-10,WR,DortGr01
,Chase Edmonds,2.9,Sun,10,11,2023-11-19,27-220,TAM,Away,SFO,L 14-27,RB,EdmoCh00
,Gerald Everett,2.9,Sun,4,4,2023-10-01,29-098,LAC,Home,LVR,W 24-17,TE,EverGe00
,Kylen Granson,2.9,Sun,3,3,2023-09-24,25-181,IND,Away,BAL,W 22-19 (OT),TE,GranKy00
,Damien Harris,2.9,Sun,4,4,2023-10-01,26-232,BUF,Home,MIA,W 48-20,RB,HarrDa06
,Tee Higgins,2.9,Sun,16,17,2023-12-31,24-347,CIN,Away,KAN,L 17-25,WR,HiggTe00
,KhaDarel Hodge,2.9,Sun,7,7,2023-10-22,28-292,ATL,Away,TAM,W 16-13,WR,HodgKh00
,Jauan Jennings,2.9,Sun,5,5,2023-10-08,26-090,SFO,Home,DAL,W 42-10,WR,JennJa00
,Quentin Johnston,2.9,Sun,1,1,2023-09-10,22-004,LAC,Home,MIA,L 34-36,WR,JohnQu02
,Cole Kmet,2.9,Sun,6,6,2023-10-15,24-219,CHI,Home,MIN,L 13-19,TE,KmetCo00
,Will Mallory,2.9,Sun,16,17,2023-12-31,24-192,IND,Home,LVR,W 23-20,TE,MallWi00
,Michael Mayer,2.9,Mon,8,8,2023-10-30,22-116,LVR,Away,DET,L 14-26,TE,MayeMi00
,Jakobi Meyers,2.9,Mon,8,8,2023-10-30,26-355,LVR,Away,DET,L 14-26,WR,MeyeJa01
,Kendre Miller,2.9,Sun,8,8,2023-10-29,21-140,NOR,Away,IND,W 38-27,RB,MillKe01
,Marvin Mims,2.9,Sun,1,1,2023-09-10,21-175,DEN,Home,LVR,L 16-17,WR,MimsMa00
