RK,TIERS,best_rank,worst_rank,average_rank,rank_variance,ecr_adp_gap,POSITION_RANK,PFR_ID
64,6,36,122,67.8,16.3,16.0,27,WallMi00
65,6,39,107,68.1,15.3,-24.0,28,SandEm00
66,6,46,115,68.6,13.8,18.0,29,DeckEr00
67,7,45,115,75.1,15.0,14.0,30,WaynRe00
68,7,50,120,75.5,12.3,2.0,6,RyanMa00
69,7,44,138,76.7,18.2,5.0,29,DrewMa00
70,7,60,108,77.3,9.4,-8.0,7,BradTo00
71,7,32,130,78.5,22.1,2.0,30,WoodDa02
72,7,48,144,75.9,20.3,11.0,31,JackFr02
73,7,51,120,78.7,11.5,4.0,8,FoleNi00
74,7,31,139,78.8,24.3,-6.0,5,WittJa00
75,7,33,111,80.4,17.1,-9.0,31,MaclJe00
76,7,34,149,80.7,24.2,2.0,32,RichTr00
77,7,45,168,80.9,22.3,12.0,33,JackSt00
78,7,29,141,82.9,19.1,13.0,6,OlseGr00
79,7,32,148,83.3,19.3,13.0,7,PittDe00
80,7,36,162,84.3,27.9,-16.0,8,DaviVe00
81,7,63,111,85.7,10.5,7.0,9,RomoTo00
82,7,49,130,83.3,15.2,-7.0,32,TateGo00
83,7,33,142,86.0,22.7,-4.0,34,SproDa00
84,7,38,158,86.3,19.8,-12.0,9,RudoKy00
85,7,26,168,86.5,30.5,-18.0,35,SankBi00
86,7,47,157,87.5,23.3,10.0,36,MillLa01
87,7,64,140,88.4,17.1,-5.0,10,ReedJo02
88,7,40,123,86.7,14.8,2.0,33,WillTe01
89,7,62,140,91.5,16.4,-4.0,10,CutlJa00
90,7,38,150,91.7,25.4,-4.0,37,MoreKn00
91,8,40,158,94.7,19.0,21.0,11,GrifRo01
92,8,51,168,89.9,21.5,5.0,12,NewtCa00
93,8,65,139,95.0,13.7,16.0,13,KaepCo00
94,8,72,147,99.9,16.5,11.0,14,WilsRu00
95,8,51,188,100.5,24.4,-19.0,34,CookBr00
96,8,45,146,96.1,20.4,15.0,35,HopkDe00
97,8,51,145,98.8,22.3,3.0,38,PierBe00
98,8,43,188,97.5,20.3,10.0,36,RandRu00
99,8,64,137,99.0,17.7,31.0,37,ShorCe00
100,8,7,196,92.5,31.6,-29.0,38,WelkWe00
101,8,37,164,103.7,24.9,6.0,39,IngrMa01
102,8,63,169,104.1,23.7,-1.0,40,RidlSt00
103,8,74,143,100.0,13.8,10.0,39,BoweDw00
104,8,42,142,102.4,19.3,-17.0,40,BenjKe00
105,8,57,169,105.3,17.6,,41,HartBr00
106,8,62,170,108.3,23.1,-7.0,11,ErtzZa00
107,8,80,186,104.0,16.9,3.0,42,WatkSa00
108,8,66,140,106.7,13.4,9.0,43,BoldAn00
109,8,75,179,113.4,19.3,-6.0,15,RivePh00
110,8,67,165,109.1,16.5,-4.0,44,CoopRi00
111,8,42,167,106.8,21.9,27.0,45,JennGr00
112,8,63,179,109.8,17.0,-10.0,46,EvanMi00
113,8,74,160,114.6,18.6,6.0,41,WillDe02
114,8,64,166,104.2,18.5,-16.0,47,HuntJu00
115,8,77,161,119.0,19.1,20.0,12,ClayCh00
116,8,56,168,113.6,26.3,-21.0,42,HillJe01
118,9,76,173,125.3,19.8,0.0,13,BennMa00
119,9,50,174,121.2,26.9,3.0,48,SmitSt01
120,9,70,184,117.2,20.3,0.0,49,WheaMa00
121,9,79,171,130.9,19.7,16.0,14,MillHe00
122,9,86,197,122.2,18.1,2.0,50,NickHa01
123,9,74,182,120.4,20.1,-2.0,43,McFaDa00
124,9,59,155,116.7,17.3,,51,BaldDo00
125,9,66,173,129.7,24.2,14.0,44,GreeSh00
126,9,85,185,126.4,22.1,5.0,16,RoetBe00
127,9,70,193,129.8,22.9,1.0,52,BoykJa00
128,9,80,182,123.6,24.6,-24.0,45,FreeDe00
129,9,81,204,129.6,24.1,-14.0,46,WestTe00
130,9,74,179,140.2,23.4,,15,GateAn00
131,9,80,193,138.4,28.6,-8.0,17,DaltAn00
132,9,92,195,129.6,20.3,21.0,53,AustTa00
133,9,52,183,137.8,25.5,-39.0,47,HydeCa00
134,9,101,176,132.4,18.9,,54,JoneJa04
135,9,67,181,132.5,25.1,-19.0,55,AmenDa00
136,9,98,183,133.1,19.5,-9.0,16,MattJo00
137,9,77,183,135.8,19.4,15.0,48,IvorCh00
138,9,106,193,147.4,17.0,,17,WalkHu00
139,9,69,192,137.4,24.5,4.0,49,StewJo00
140,9,107,180,138.6,18.8,-15.0,50,BradAh00
141,9,101,213,140.9,21.4,,56,StilKe00
142,9,87,269,136.0,30.5,3.0,57,DobsAa00
143,9,61,176,134.6,21.2,-9.0,51,DunbLa00
144,9,87,202,145.7,24.0,6.0,18,KelcTr00
145,9,91,210,136.8,22.3,,58,HawkAn00
146,10,100,189,143.2,20.0,,59,StreRo00
147,10,94,214,139.2,26.1,-7.0,60,BritKe00
148,10,120,177,151.3,12.6,-4.0,19,GreeLa00
149,10,100,196,147.6,21.9,-35.0,52,WillAn00
150,10,97,203,147.5,20.4,-1.0,61,LeexMa00
151,10,116,190,150.1,16.5,-22.0,53,RobiKh00
152,10,56,272,146.2,33.6,,62,JoneMa02
153,10,64,231,149.3,28.0,,54,HeluRo00
154,10,100,200,155.3,28.1,-21.0,18,PalmCa00
155,10,92,200,160.5,21.1,,20,CookJa02
156,10,94,196,153.9,23.5,,63,DougHa00
157,10,76,199,156.5,20.1,,21,GrahGa00
158,10,109,233,153.6,21.9,,64,WoodRo02
159,10,113,224,158.8,21.3,-18.0,55,BlouLe00
160,10,84,199,159.0,29.0,-13.0,19,TannRy00
161,10,122,194,160.4,15.3,,22,AlleDw00
162,10,116,200,159.8,17.5,,23,EifeTy00
163,10,110,207,157.0,22.8,-8.0,56,DaviKn00
164,10,117,230,158.0,21.3,,65,WillMi04
165,10,113,236,158.6,24.1,,57,MichCh00
166,10,116,227,168.4,21.0,,24,EbroEr00
167,10,105,237,159.3,23.6,,66,CotcJe00
168,10,86,199,157.7,22.8,,58,RodgJa00
169,10,108,286,155.0,31.5,,59,McClDe00
170,10,106,244,155.7,28.7,-16.0,67,LatiCo00
171,10,122,201,160.4,18.9,-13.0,60,HillRo00
172,10,129,235,167.9,20.7,,61,BrowDo00
173,10,108,266,160.3,28.4,,68,JohnSt02
174,10,110,199,166.3,21.1,,69,FloyMa00
175,10,119,212,161.4,20.0,,62,WhitJa02
176,10,113,263,159.0,27.0,,70,SanuMo00
177,10,120,199,172.4,19.8,,63,TolbMi00
178,10,104,219,171.2,23.9,,71,AustMi00
179,10,108,255,163.7,25.4,,64,GrimJo01
180,10,117,327,171.6,32.4,,72,ThomKe02
183,11,113,199,171.7,21.8,,20,SmitAl03
184,11,133,277,173.4,24.7,,73,BeckOd00
186,11,141,241,176.3,20.6,,65,StarJa00
187,11,142,211,171.6,17.4,,25,FleeCo00
188,11,127,245,166.2,24.4,,66,CunnBe01
189,11,127,246,169.1,24.5,,74,BrowJo02
190,11,119,271,174.6,27.5,,75,WashNa00
191,11,122,345,169.5,36.3,,76,HolmAn00
192,11,128,259,174.0,23.1,,77,MoorLa00
193,11,47,238,169.2,30.4,,67,AndeC.00
194,11,85,258,170.8,29.9,,68,BrowBr02
195,11,135,251,169.7,23.6,,78,QuicBr00
197,11,144,410,181.8,47.0,,79,LaFeBr00
198,11,135,281,180.7,25.9,,80,MoorDe02
199,11,123,239,168.0,27.0,-48.0,26,WrigTi01
200,11,136,232,183.3,20.0,,21,MannEl00
201,11,84,268,168.2,39.0,,22,McCoJo01
202,11,119,302,178.3,32.9,,23,LockJa00
203,11,126,217,182.0,22.2,,24,FlacJo00
204,11,152,260,180.7,21.1,,69,MasoTr00
205,11,144,276,181.8,26.3,,81,KearJe01
206,11,122,290,178.4,35.7,,82,HurnAl01
208,11,147,280,182.9,27.9,,83,KerlJe00
209,11,155,240,178.3,19.2,,27,LewiMa00
211,11,140,218,178.1,18.6,,70,DwyeJo00
212,11,119,353,169.9,52.5,,84,CaldAn00
213,11,136,270,185.9,25.1,,71,TurbRo00
214,11,145,256,177.8,24.8,,28,RodgRi00
215,12,151,289,185.2,31.0,,85,RobeAn00
216,12,158,254,185.3,21.4,,86,AverDo00
217,12,161,397,195.4,52.8,,87,GiveCh00
218,12,153,250,183.5,21.9,,72,TodmJo00
219,12,133,279,185.3,32.4,,73,RainBo00
220,12,133,278,179.8,34.9,,74,PoweBi00
221,12,164,372,199.6,48.9,,75,SimsCh00
223,12,170,265,193.4,23.1,,76,TaylSt00
224,12,149,284,189.1,32.5,,77,ArchDr00
225,12,147,234,188.8,18.9,,25,SmitGe00
226,12,182,305,199.2,31.0,,78,MurrLa00
227,12,146,285,192.3,31.8,,88,BrowMa00
228,12,159,364,199.2,50.7,,89,RobiAl02
229,12,129,288,179.8,44.4,,79,CareKa00
230,12,144,333,184.2,54.4,,29,DaniOw00
231,12,151,264,186.7,29.6,,30,ChanSc00
232,12,174,198,187.0,6.9,,80,CrowIs00
233,12,166,262,187.0,28.1,,81,ReecMa00
235,12,157,308,193.4,42.1,,90,AdamDa01
237,12,160,316,194.6,47.7,,31,PettBr00
238,12,169,421,214.9,73.4,,91,RogeDa01
239,12,142,399,205.1,80.9,,26,ManzJo00
240,12,170,325,205.5,46.5,,32,AmarJa00
241,12,167,301,202.6,38.6,,82,RiddTh00
242,12,137,291,184.3,49.8,,33,CeleBr00
243,12,144,375,199.7,79.3,,83,BrowAn03
244,12,175,243,195.3,20.6,,34,SefeAu00
245,12,156,349,207.9,59.0,,92,RoyaEd00
246,12,137,428,211.3,98.4,,93,BroyRy00
247,12,175,370,213.7,64.3,,84,GreeBe00
248,12,122,311,195.7,56.8,,85,RandJo01
249,12,110,328,185.8,77.1,,27,FitzRy00
250,12,149,336,202.8,62.6,,94,BeasCo00
251,12,124,273,178.8,51.2,,35,ToilLe00
252,12,163,196,178.0,13.2,,95,BlacJu00
253,12,148,314,201.7,52.9,,36,RiveMy00
254,12,170,275,199.2,34.6,,86,McKiJe00
255,12,175,306,206.3,45.5,,96,JernJe00
257,12,108,261,169.0,60.3,,37,GresJe00
258,12,148,267,188.6,40.9,,87,BlueAl00
259,12,155,282,196.0,45.0,,38,MyerBr00
260,12,154,300,201.0,52.3,,97,ThomDe05
264,13,170,340,212.2,64.5,,98,GibsBr00
265,13,140,303,206.0,53.1,,99,HolmSa00
266,13,158,408,227.0,91.4,,100,BailSt01
267,13,181,297,206.8,45.2,,101,LandJa00
268,13,154,351,217.8,68.6,,88,LattMa00
270,13,180,426,235.8,95.3,,102,BryaMa00
272,13,133,423,229.0,114.0,,103,LloyBr00
273,13,181,346,221.4,62.5,,104,MoncDo00
274,13,106,283,196.8,62.6,,28,HillSh00
275,13,186,439,242.2,98.5,,105,WilsMa02
277,13,154,320,209.8,64.9,,106,AvanJa00
279,13,137,350,219.5,79.1,,39,FiedC.00
280,13,110,485,254.0,165.0,,107,GordJo02
283,13,168,331,220.8,64.7,,89,BoldBr00
285,13,176,321,223.0,57.3,,90,TaliLo00
287,13,136,242,192.3,43.5,,40,MillZa01
288,13,190,310,222.8,50.4,,91,AsiaMa00
289,13,189,293,218.8,43.1,,92,PolkCh00
290,13,193,332,229.3,59.3,,93,RobiDe00
291,13,145,177,161.0,16.0,,108,HestDe99
292,13,152,247,197.7,38.9,,29,ManuEJ00
293,13,146,324,217.3,76.8,,41,QuarAn00
294,13,162,257,200.7,40.8,,94,JameMi00
295,13,160,413,255.0,112.5,,30,CassMa00
296,13,163,447,268.7,126.8,,109,HuffJo00
297,13,160,292,217.3,55.3,,110,RichPa01
298,13,164,415,259.0,111.2,,111,SandAc00
299,13,173,405,256.0,105.6,,42,GrifRy00
300,13,165,304,222.7,59.2,,95,DrauSh00
303,13,173,197,185.0,12.0,,43,FinlJe00
305,13,182,419,267.0,107.7,,112,GoodMa00
306,13,117,433,275.0,158.0,,113,HeywDa00
307,13,187,299,228.0,50.4,,44,EscoGa00
311,13,125,438,281.5,156.5,,114,GinnTe00
313,13,126,407,266.5,140.5,,115,JoneJa03
323,14,147,381,264.0,117.0,,96,WilsDa01
324,14,147,467,307.0,160.0,,116,PettAu00
325,14,148,318,233.0,85.0,,45,CarlJo00
333,14,170,366,268.0,98.0,,117,JohnCh08
334,14,170,386,278.0,108.0,,97,SummFr00
337,14,172,295,233.5,61.5,,98,BattJa00
339,14,178,434,306.0,128.0,,118,HarrDw00
341,14,183,296,239.5,56.5,,119,BurlNa00
342,14,183,361,272.0,89.0,,99,HillPe00
345,14,184,497,340.5,156.5,,120,RiceSi01
346,14,185,294,239.5,54.5,,100,ThomDa03
347,14,186,354,270.0,84.0,,121,HemiJu00
349,14,189,274,231.5,42.5,,101,HarrDu01
350,14,189,444,316.5,127.5,,122,TateBr00
351,14,190,377,283.5,93.5,,102,BallVi00
354,14,192,472,332.0,140.0,,123,BenjTr00
355,14,193,409,301.0,108.0,,124,PattQu00
356,14,194,365,279.5,85.5,,125,SimpJe00
358,14,195,367,281.0,86.0,,46,CumbJe00
359,14,199,342,270.5,71.5,,126,HillSt00
360,14,199,440,319.5,120.5,,127,MossSa00
