RK,TIERS,best_rank,worst_rank,average_rank,rank_variance,ecr_adp_gap,POSITION_RANK,PFR_ID
53,5,21,120,55.8,15.2,34.0,23,EdmoCh00
54,5,26,109,56.5,14.4,4.0,23,BrowMa04
55,5,25,95,55.4,9.9,-11.0,5,WallDa01
56,5,27,120,58.2,14.3,-8.0,24,JacoJo01
57,6,33,107,59.3,11.8,15.0,24,MoonDa00
58,6,33,111,60.7,13.4,3.0,25,StxxAm00
59,6,28,129,63.1,18.1,0.0,26,GodwCh00
60,6,37,185,63.5,16.3,29.0,27,BateRa00
61,6,29,111,63.6,13.1,3.0,28,JeudJe00
62,6,26,122,63.7,17.0,13.0,29,ThomMi05
63,6,25,143,64.1,17.1,0.0,25,GibsAn00
64,6,27,139,64.2,18.4,-14.0,26,DobbJK00
65,6,40,124,66.0,13.6,-12.0,5,HurtJa00
66,6,36,99,66.3,11.9,-14.0,6,MurrKy00
67,6,30,144,65.3,15.4,-12.0,6,SchuDa00
68,6,28,130,67.1,16.9,5.0,30,SmitJu00
69,6,31,116,69.2,12.9,-7.0,27,EdwaCl00
70,6,28,145,70.7,16.1,-4.0,31,DaviGa01
71,6,41,116,73.0,13.0,13.0,28,HuntKa00
72,6,38,115,73.3,13.6,14.0,29,PollTo00
73,6,35,298,68.7,25.4,8.0,30,PierDa01
74,6,34,138,74.3,14.2,18.0,32,MoorEl00
75,6,34,120,75.5,16.2,-7.0,33,CoopAm00
76,6,45,119,78.3,11.2,-19.0,7,BurrJo01
77,6,51,113,78.7,14.3,-6.0,34,ThieAd00
78,6,41,126,77.4,14.4,21.0,31,StevRh00
79,6,51,135,78.0,14.5,-10.0,7,GoedDa00
80,7,49,132,81.5,12.7,8.0,32,PennRa00
81,7,38,161,80.9,13.1,2.0,33,SandMi01
82,7,49,143,82.8,11.6,0.0,34,HarrDa06
83,7,45,160,83.8,12.2,-9.0,8,WilsRu00
84,7,27,140,82.4,17.1,1.0,35,PattCo00
85,7,51,128,82.8,12.8,-20.0,8,HockTJ00
86,7,45,363,85.9,21.8,-16.0,9,BradTo00
87,7,41,154,86.2,14.9,-9.0,36,SingDe00
88,7,44,231,89.4,18.2,9.0,35,AiyuBr00
89,7,53,151,89.8,16.5,-10.0,36,RenfHu00
90,7,47,133,89.8,17.3,10.0,37,KirkCh01
91,7,64,125,91.2,10.8,-14.0,10,PresDa01
92,7,57,129,91.5,14.8,1.0,38,SmitDe07
93,7,61,138,94.4,13.0,12.0,37,GordMe00
94,7,47,244,93.6,19.2,4.0,39,LondDr00
95,7,47,196,97.9,19.9,8.0,40,LazaAl00
96,7,52,209,96.8,15.9,-6.0,9,ErtzZa00
97,7,68,334,98.7,23.3,4.0,11,LancTr00
98,7,42,149,98.6,15.1,-2.0,41,LockTy00
99,7,69,126,102.3,11.6,-4.0,12,StafMa00
100,7,78,163,103.3,14.8,-24.0,13,RodgAa00
101,7,54,216,104.5,18.6,1.0,42,WoodRo02
102,7,60,266,104.8,21.2,35.0,38,HineNy00
103,7,41,189,106.7,17.3,10.0,39,CartMi03
104,7,29,150,106.1,16.9,-24.0,43,HopkDe00
105,7,67,190,106.7,19.3,12.0,10,KmetCo00
106,7,64,176,108.3,17.9,22.0,40,HendDa00
107,8,51,182,107.2,18.9,-16.0,11,KnoxDa00
108,8,72,196,109.1,17.0,7.0,44,ToneKa00
109,8,65,259,107.3,20.3,7.0,41,CookJa01
110,8,75,166,110.8,18.7,-4.0,12,FreiPa00
111,8,79,163,114.0,13.4,8.0,14,CousKi00
112,8,79,193,116.8,14.6,-3.0,15,CarrDe02
113,8,44,254,112.5,23.2,-3.0,42,WalkKe00
114,8,72,269,114.2,19.9,-7.0,45,OlavCh00
115,8,66,205,121.4,18.6,-4.0,46,ClayCh01
116,8,86,252,121.7,16.6,17.0,47,BoydTy00
117,8,59,216,119.6,24.7,9.0,48,BurkTr00
118,8,66,296,121.7,25.4,-6.0,43,RobiJa00
119,8,84,215,122.1,23.0,40.0,44,McKiJ.00
120,8,88,183,124.7,14.6,10.0,45,MattAl01
121,8,96,214,123.7,19.0,36.0,49,MeyeJa01
122,8,70,270,122.8,23.6,22.0,46,GainKe00
123,8,75,247,129.9,24.6,20.0,50,GageRu00
124,8,86,229,128.1,21.6,10.0,51,WilsGa00
125,8,76,269,134.7,28.2,15.0,52,MoorSk01
126,8,99,259,136.7,21.6,12.0,16,TagoTu00
127,8,108,264,139.3,19.7,40.0,47,WillJa06
128,8,88,238,138.1,22.1,51.0,48,HerbKh00
129,8,86,257,141.1,25.6,19.0,53,ValdMa00
130,8,89,315,134.3,36.1,-10.0,54,PickGe00
131,8,79,284,141.3,28.8,15.0,17,FielJu00
132,8,93,299,140.1,22.6,-7.0,13,HenrHu00
133,8,91,331,141.8,25.1,9.0,49,MostRa00
134,8,93,267,140.9,26.8,39.0,14,SmitIr01
135,8,71,291,141.8,28.7,21.0,15,NjokDa00
136,8,81,242,142.7,27.3,46.0,55,MoorRo02
137,8,80,250,141.8,29.8,-1.0,56,GallMi00
138,8,103,240,144.7,24.4,15.0,57,LandJa00
139,9,98,263,144.0,27.9,16.0,58,ParkDe01
140,9,93,287,145.0,25.7,26.0,16,OkwuAl00
141,9,93,273,146.7,26.2,-17.0,17,GesiMi00
142,9,88,326,144.7,33.8,43.0,50,WhitRa01
143,9,101,241,151.9,21.9,8.0,18,LawrTr00
144,9,85,265,146.2,29.0,27.0,59,DotsJa00
145,9,105,247,151.1,25.9,0.0,60,CharDJ00
146,9,103,265,150.1,34.0,-5.0,61,JoneJu02
147,9,108,316,154.0,34.1,34.0,51,AllgTy00
148,9,81,244,156.8,32.9,58.0,62,CollNi00
149,9,104,282,160.8,27.1,35.0,18,EverGe00
150,9,101,254,163.8,23.8,11.0,19,WinsJa00
151,9,102,244,160.5,23.1,1.0,19,HigbTy00
152,9,95,291,160.6,27.6,6.0,20,FantNo00
153,9,89,267,166.0,30.7,23.0,21,TonyRo00
154,9,119,275,166.9,24.0,15.0,20,RyanMa00
155,9,102,305,164.8,27.9,31.0,22,EngrEv00
157,9,111,265,171.3,33.6,44.0,63,GollKe00
158,9,106,268,170.5,33.5,36.0,64,PalmJo00
159,9,94,313,174.2,36.6,19.0,52,IngrMa01
161,9,102,282,172.1,31.3,38.0,23,HoopAu00
162,9,103,387,174.7,43.5,29.0,53,WhitZa01
164,9,110,290,177.2,32.9,72.0,65,OsboKJ00
165,9,119,357,182.5,30.5,15.0,21,TannRy00
166,9,121,300,183.4,30.5,32.0,66,AndeRo04
168,10,113,281,183.2,29.4,73.0,67,DaviCo03
169,10,103,298,185.2,32.5,34.0,68,JoneMa02
170,10,114,362,182.7,52.2,44.0,54,SpilIs00
171,10,118,298,183.2,39.7,63.0,69,RobiWa01
173,10,110,333,185.7,32.8,-10.0,70,HardMe00
175,10,101,311,178.1,55.0,0.0,71,McKeIs00
178,10,108,392,192.8,50.3,53.0,55,WillDa10
179,10,90,378,184.8,53.0,-29.0,56,RobiBr01
180,10,128,294,193.5,33.3,16.0,24,HursHa00
181,10,126,370,198.3,38.1,26.0,22,JoneDa05
182,10,89,291,194.7,37.0,40.0,25,ThomLo00
184,10,106,327,190.1,44.4,16.0,72,TolbJa00
185,10,134,346,195.0,30.0,40.0,73,JeffVa00
186,10,126,320,199.8,33.9,-3.0,23,JoneMa05
188,10,90,335,172.8,48.5,7.0,57,PachIs00
189,10,63,301,197.8,38.8,13.0,74,WatsCh00
192,10,115,319,200.2,50.4,57.0,58,WilsJe01
193,10,129,355,203.0,36.9,25.0,75,WillJa11
195,10,121,296,208.5,32.2,48.0,76,CampPa00
196,10,151,338,210.6,38.6,13.0,24,GoffJa00
197,10,131,327,200.9,39.2,31.0,59,ForeDO00
198,10,130,343,204.6,37.5,57.0,77,HamlKJ00
199,10,80,333,184.9,49.6,-25.0,78,DoubRo00
202,10,128,318,203.6,37.5,73.0,26,JordBr00
204,10,106,301,204.2,38.4,19.0,79,PierAl00
205,10,126,320,216.3,35.8,16.0,25,WentCa00
206,10,131,313,209.1,40.3,78.0,60,ScotBo02
207,10,136,293,212.8,21.9,53.0,80,PeopDo00
208,10,115,356,206.7,45.4,16.0,61,McKiJe00
210,10,116,374,209.1,51.5,30.0,62,BurkRe00
211,10,129,311,210.8,34.0,106.0,81,ShepSt00
212,10,123,279,214.0,23.1,65.0,82,SamuCu00
213,10,138,360,209.6,40.0,57.0,63,PeriSa00
214,10,116,377,215.2,55.4,53.0,64,EdwaGu00
215,10,115,313,208.6,40.9,65.0,65,WillDa05
216,10,117,353,204.4,52.4,43.0,66,MichSo00
218,10,160,338,224.7,38.4,-30.0,26,MayfBa00
220,11,110,345,216.1,35.9,56.0,83,CrowJa00
223,11,114,372,209.0,53.8,-7.0,67,DrakKe00
225,11,123,311,218.8,32.2,38.0,84,BellDa02
228,11,92,361,218.7,66.9,-23.0,68,JoneRo01
229,11,129,328,226.6,31.7,70.0,85,JoneZa00
230,11,133,369,224.3,37.4,27.0,86,BourKe00
232,11,131,382,227.6,47.5,22.0,69,DaviMi01
233,11,129,325,226.1,39.5,56.0,27,AlieMo00
234,11,130,315,229.6,27.4,10.0,87,GreeA.00
235,11,138,362,228.8,46.0,-25.0,70,HubbCh01
236,11,160,334,242.3,40.9,35.0,27,MillDa02
237,11,132,365,224.2,52.1,5.0,71,DaviTy03
241,11,116,396,228.2,63.0,10.0,72,BenjEn00
242,11,155,363,238.0,40.5,43.0,73,JohnDE04
244,11,165,350,242.2,33.2,83.0,28,SmitJo01
245,11,130,385,250.7,49.4,-10.0,28,WilsZa00
248,11,134,373,236.9,38.8,81.0,88,ShenLa00
249,11,136,346,241.0,30.1,47.0,89,BerrBr00
250,11,136,333,242.2,39.0,-37.0,90,WatkSa00
254,11,136,340,248.8,34.5,-4.0,91,CobbRa00
255,11,150,339,246.3,26.2,89.0,92,PrinBy00
258,11,134,369,254.2,46.0,23.0,74,MossZa00
259,11,115,371,266.5,47.8,-30.0,29,MariMa01
260,11,173,373,251.1,33.9,,93,MarsTe00
261,11,141,335,242.7,38.0,-13.0,29,BratCa00
262,11,187,346,254.8,25.3,,94,EdwaBr01
266,11,188,355,259.4,26.3,67.0,95,WilsCe01
267,11,165,373,258.3,37.3,,30,TrauAd00
268,12,151,372,260.3,30.7,72.0,96,AghoNe00
272,12,132,382,256.4,55.8,-35.0,75,GaskMy00
273,12,108,366,225.8,59.2,-12.0,76,AbduAm00
275,12,153,391,267.2,35.6,-6.0,31,UzomC.00
276,12,140,362,251.0,50.8,60.0,77,EvanCh02
277,12,157,371,268.0,37.5,-15.0,78,BreiMa00
279,12,142,371,272.6,37.9,,32,ArnoDa00
281,12,163,367,294.2,47.6,-28.0,30,TrubMi00
283,12,195,395,273.0,40.6,19.0,97,CallMa01
284,12,138,393,267.7,56.8,66.0,79,SermTr00
286,12,151,405,254.3,39.8,,98,WestNi00
288,12,209,391,282.9,31.1,,33,McBrTr01
290,12,212,377,279.7,26.7,52.0,99,WatkQu00
292,12,120,392,253.1,65.8,-40.0,80,HillDo00
293,12,154,386,288.0,41.5,-6.0,81,KellJo01
294,12,102,407,257.4,50.6,-64.0,34,LikeIs00
295,12,152,362,262.3,38.8,,100,DuveDe00
298,12,125,387,304.5,53.5,-111.0,31,WatsDe00
299,12,161,368,288.4,43.1,-26.0,82,HaskHa00
300,12,158,409,274.0,36.2,,101,JoneVe00
302,12,176,374,276.4,38.2,-56.0,35,RudoKy00
303,12,223,396,286.4,32.4,,102,ReynJo00
304,12,165,401,260.1,36.7,,36,BellDa00
305,12,163,360,264.8,37.9,-13.0,37,ConkTy00
306,12,150,378,268.5,43.6,-113.0,103,BeckOd00
307,12,162,392,294.2,40.2,,83,BernGi00
308,12,158,386,298.4,41.3,,84,WillKy02
309,12,149,363,261.5,44.5,,104,FullWi01
310,12,198,369,300.2,31.2,-31.0,85,VaugKe00
311,12,211,390,295.4,35.2,,105,ReagJa00
313,12,220,383,286.1,36.7,,106,SmitTr03
314,12,154,380,271.5,55.6,-7.0,86,WarrJa01
315,12,166,367,265.7,39.2,,107,PhilKy01
316,12,206,380,294.2,36.2,,108,SlayDa01
317,12,231,391,325.9,31.7,-98.0,32,PickKe00
318,12,193,385,316.8,33.2,,33,SmitGe00
319,12,131,380,257.7,74.5,-92.0,87,MackMa00
320,12,174,393,295.7,43.8,,88,JohnTy02
321,12,197,385,319.9,30.6,,34,BrisJa00
322,12,183,382,307.3,34.7,,89,StroPi00
323,13,182,394,298.7,43.7,30.0,38,HowaO.00
324,13,171,438,280.8,54.1,,90,MontTy01
325,13,165,374,297.6,34.4,,39,DulcGr00
326,13,243,395,308.0,31.5,,109,BrowDy00
327,13,231,396,306.5,33.8,,110,CephQu00
328,13,236,360,297.1,30.4,,40,TremTo00
329,13,167,430,293.5,39.1,,41,BryaHa00
330,13,224,427,336.4,35.1,16.0,35,LockDr00
331,13,177,393,322.0,29.1,,91,FordJe00
332,13,220,393,310.9,36.1,,92,EvanDa02
333,13,189,388,315.9,33.3,,93,AhmeSa01
335,13,174,393,306.8,49.9,,94,JackJu01
336,13,235,393,318.5,32.9,,95,ConnSn00
338,13,205,404,295.1,36.5,,111,ProcJa00
339,13,246,389,314.2,27.9,,42,ParhDo00
341,13,202,403,337.6,37.4,-59.0,36,GaroJi00
342,13,187,396,302.2,42.7,,112,ShakKh00
343,13,194,396,304.2,49.1,,113,GrayDa02
344,13,189,392,314.8,37.2,,96,LindPh00
345,13,210,395,298.5,42.6,,114,ZaccOl01
346,13,199,390,317.2,42.6,2.0,97,DallDe00
347,13,225,375,306.1,33.1,,115,GuytJa01
348,13,257,380,318.6,27.6,,98,JohnDu00
349,13,177,386,289.8,50.3,,99,HomeTr00
350,13,165,389,286.2,53.2,-139.0,43,HillTa00
352,13,236,384,317.1,35.3,-11.0,44,MoreFo00
354,13,256,393,331.1,30.2,,100,PattJa01
355,13,232,423,327.6,35.9,,45,WoodJe01
356,13,207,397,347.7,37.6,,37,RiddDe00
358,13,229,396,323.8,37.3,,116,RodgAm00
360,13,216,403,308.6,40.4,,117,ThorTy00
363,13,212,426,317.6,47.0,,118,St.BEq00
364,13,203,390,311.1,50.3,,119,BrowNo00
365,13,210,390,316.6,38.4,,120,AustCa00
366,13,243,416,331.7,38.8,,121,RobiDe01
367,13,246,375,314.6,31.6,-20.0,122,JennJa00
368,13,226,395,319.0,46.9,,123,HiggRa00
369,13,212,415,325.4,42.3,,46,OttoCa00
370,13,152,375,285.0,47.0,,124,BeasCo00
371,13,280,392,329.7,19.5,,101,ColeTe01
372,13,246,435,341.4,31.5,,47,GranKy00
373,13,227,388,318.3,43.0,,102,BadiTy00
374,13,250,402,333.2,33.1,,48,BateJo00
375,13,213,384,323.4,44.6,,125,EskrDW00
376,14,198,388,331.3,42.8,,103,IngrKe01
378,14,247,376,325.6,38.1,,49,DissWi00
379,14,254,389,339.3,33.1,,104,NwanKe00
380,14,226,389,335.5,39.5,,127,JohnTy00
381,14,263,379,336.1,31.4,,128,SchwAn00
382,14,198,414,321.3,55.9,-44.0,105,BoldBr00
383,14,182,391,291.5,44.1,,50,CookJa02
384,14,245,391,332.7,41.5,,51,FirkAn00
385,14,262,402,332.9,26.9,,38,DarnSa00
387,14,198,392,327.6,49.3,,106,EbneTr00
388,14,190,384,342.3,37.2,,52,DeguJo00
389,14,257,368,314.8,33.2,,107,JohnDa08
390,14,248,397,349.9,38.3,,39,FlacJo00
391,14,227,396,302.1,44.2,,130,HollMa00
394,14,268,375,313.0,28.3,,132,HiltT.00
396,14,161,387,303.2,56.6,-124.0,108,MasoJo00
397,14,250,397,342.4,31.4,,109,SnelBe00
398,14,290,375,343.3,21.1,,53,BrowPh01
399,14,268,396,348.5,36.0,,133,PascZa00
400,14,180,394,306.1,64.8,,110,FeltDe00
401,14,245,393,336.5,34.6,,111,ReynCr00
402,14,255,376,325.6,27.7,,112,MurrLa00
404,14,272,387,330.9,22.9,,113,BrowMa03
405,14,235,395,338.3,39.9,,134,DuliAs00
406,14,198,386,314.9,54.5,-109.0,114,JuszKy00
407,14,256,393,328.4,43.5,,115,ChanTy01
409,14,267,391,341.2,35.8,,54,SwaiGe00
410,14,277,424,345.5,31.7,,55,JohnJu02
411,14,267,396,344.9,32.8,,135,AtweTu00
412,14,208,390,326.8,55.5,,136,DorsPh00
413,14,222,397,341.8,43.1,,137,WatsJu01
414,14,282,394,356.7,23.5,,56,SmytDu00
415,14,237,393,312.3,46.7,,117,OgunDa00
417,14,286,396,335.4,36.9,,138,SkowBe00
420,14,265,412,351.7,41.0,,139,AgneJa00
421,14,254,392,356.4,29.7,,57,ThomIa00
422,14,273,421,356.0,31.6,,58,FergJa00
424,14,226,411,328.1,50.7,,140,HarrDe07
425,14,243,396,340.4,43.9,,141,ConlCh00
426,14,273,406,344.8,37.4,,59,GrifRy00
427,14,249,393,353.9,36.0,,120,JoneTo04
428,14,229,413,351.3,40.5,,142,MimsDe00
429,14,268,406,354.8,38.2,,143,WallTy00
430,14,214,384,335.1,40.2,,144,MoorCh00
431,14,238,392,335.9,45.4,,121,BoonMi00
434,14,259,393,348.1,38.5,,123,HillJu00
435,15,253,420,340.9,54.4,,124,HastJa02
436,15,276,395,343.0,38.0,,145,TreaLa00
437,15,283,393,360.6,29.4,,125,HillKy00
438,15,327,415,366.9,21.7,,60,GrayNo00
439,15,261,407,344.2,37.2,,146,HarrNK00
440,15,304,398,361.9,24.9,,61,RuckJe00
441,15,280,362,318.6,25.8,,126,WillJo07
442,15,231,384,312.0,42.8,,147,BrowAn04
443,15,286,395,354.8,31.3,,148,RaymKa00
444,15,297,398,348.6,28.8,,149,SmitIh00
445,15,300,383,337.1,25.3,,41,BridTe00
446,15,305,425,364.4,29.7,,62,OkonCh00
447,15,311,393,357.3,28.2,,127,BrigGa00
449,15,310,392,348.6,26.4,,128,McFaAn00
452,15,296,386,351.0,24.4,,129,ChesJu00
453,15,343,384,369.6,11.2,,152,SherTr00
455,15,288,409,366.6,34.5,,153,EzukEr00
456,15,314,376,340.4,20.8,,130,CoheTa00
458,15,341,432,376.3,24.6,,65,HopkBr01
459,15,269,405,347.1,37.4,,154,WashMo00
460,15,348,417,379.0,18.1,,66,SampDr00
461,15,298,395,353.4,35.9,,155,FehoSi00
463,15,313,386,354.7,23.4,,132,HarrKe01
464,15,340,394,366.5,17.7,,67,WillMa04
466,15,290,363,329.8,23.5,,42,HoweSa00
469,15,324,382,356.9,16.9,,134,HamxC.00
470,15,313,399,365.8,23.0,,135,FreeRo00
471,15,317,396,360.9,28.4,,157,GoodMa00
472,15,347,394,375.4,15.1,,68,GentZa00
473,15,301,396,362.8,32.8,,158,ColeKe00
474,15,326,428,370.2,32.8,,43,TaylTy00
475,15,202,387,324.4,64.1,,44,HuntTy01
476,15,264,393,341.8,42.7,,136,RicaPa00
478,15,331,419,375.0,24.1,,70,AkinJo00
479,15,336,410,369.8,25.4,,159,PerrBr02
480,15,349,383,370.4,10.5,,160,SmitSh03
484,15,347,395,372.9,12.3,,162,ByrdDa00
485,15,326,392,354.3,24.1,,138,HowaJo00
489,15,292,396,356.2,33.5,,163,WillTy00
490,15,352,394,375.4,14.2,,73,LewiMa00
492,15,345,434,376.9,28.5,,74,BellBl00
493,15,350,422,369.1,23.7,,75,TurnCo00
494,15,352,394,369.7,15.5,,76,WrigBr01
495,15,326,412,377.5,23.3,,164,McClRa00
496,15,312,373,347.0,28.2,,142,McNiJe00
497,15,308,361,330.0,19.8,,143,BellLe00
498,15,344,408,373.6,18.8,,165,BoykMi00
499,15,364,390,380.6,8.3,,166,JohnTy03
500,15,356,419,374.7,21.8,,77,FortJo01
501,15,306,377,353.8,25.6,,167,HodgKh00
502,15,343,441,378.3,30.1,,168,MillSc01
505,15,325,389,359.0,23.6,,79,KrofTy00
506,15,346,390,371.3,14.9,,169,SwaiFr00
508,15,296,388,360.6,33.7,,145,WillTr06
510,15,299,427,361.2,40.6,,81,KolaCh00
512,15,341,431,365.4,33.3,,82,HarrJa03
513,15,297,377,354.0,33.0,,171,TurpKa00
514,15,317,395,369.4,27.6,,172,JoneTi00
515,15,365,392,379.5,10.4,,147,SmitKe03
516,15,346,385,370.8,13.7,,173,PatmDe00
519,15,290,293,291.5,1.5,,175,HousDe01
520,15,334,424,362.0,36.2,,84,McKiTr00
521,15,337,378,362.3,15.8,,176,CartDe02
522,15,360,394,375.8,12.6,,85,HessPa00
523,15,223,370,296.5,73.5,,177,OlszGu00
524,15,349,378,363.5,13.1,,178,SimsCa00
525,15,340,373,363.8,13.8,,179,YounDa02
526,15,298,379,342.7,33.6,,180,PettDa00
528,15,292,377,346.0,38.3,,181,DortGr01
531,15,349,379,371.0,12.7,,183,HartPe01
532,15,343,421,383.0,25.6,,184,GordJo02
533,15,328,375,352.7,19.3,,45,MinsGa00
534,16,337,388,373.3,21.2,,150,IngoAl01
535,16,284,352,318.0,34.0,,185,SharTa00
536,16,331,376,355.7,18.6,,86,DwelRo00
537,16,258,382,320.0,62.0,,151,IgweGo00
538,16,306,339,322.5,16.5,,186,StraMi03
540,16,311,390,361.7,35.9,,187,SillDa01
541,16,321,340,330.5,9.5,,188,TourSa00
542,16,359,369,363.7,4.1,,152,WardJo00
543,16,354,394,380.5,15.6,,87,MundJo00
545,16,360,429,380.8,28.4,,88,O'ShJa00
546,16,293,410,366.3,52.2,,189,JackDe00
548,16,336,391,367.7,23.2,,89,VannNi00
549,16,305,374,339.5,34.5,,90,BeckAn01
550,16,366,374,371.0,3.6,,91,MyarCh00
552,16,349,354,351.5,2.5,,92,RogeAr00
553,16,368,394,377.7,11.6,,93,SweeTo00
554,16,361,395,379.3,14.0,,154,RounLa00
555,16,362,392,380.0,13.0,,155,WashDw00
558,16,350,372,361.0,11.0,,193,FulgTr00
561,16,346,390,368.0,22.0,,195,JameRi00
562,16,365,371,368.0,3.0,,94,ManhCh00
563,16,366,375,370.5,4.5,,95,BlanKe01
565,16,354,391,372.5,18.5,,96,MitcJa00
566,16,362,386,374.0,12.0,,158,JohnJa12
567,16,357,393,375.0,18.0,-224.0,159,TaylJJ01
568,16,373,383,378.0,5.0,,196,IsabAn00
572,16,352,440,402.7,37.1,,198,NailJa00
573,16,373,408,390.5,17.5,,199,SmitJe03
574,16,387,397,392.0,5.0,,46,GabbBl00
