RK,TIERS,best_rank,worst_rank,average_rank,rank_variance,ecr_adp_gap,POSITION_RANK,PFR_ID
72,6,34,135,74.3,17.0,11.0,33,KuppCo00
73,6,45,275,81.9,23.9,14.0,7,CousKi00
74,7,51,282,83.6,24.2,21.0,8,StafMa00
75,7,47,142,77.6,19.6,-7.0,26,ColeTe01
76,7,47,139,85.9,17.1,8.0,9,BurtTr01
77,7,45,190,79.4,21.6,1.0,34,WoodRo02
78,7,46,281,87.3,27.4,13.0,9,LuckAn00
79,7,45,136,80.4,16.6,13.0,35,GarcPi00
80,7,37,164,80.9,22.6,-19.0,27,HydeCa00
81,7,38,215,78.1,26.4,24.0,28,ThomCh03
82,7,32,193,85.5,21.8,-2.0,36,FuncDe00
83,7,39,153,84.0,17.9,15.0,37,AghoNe00
84,7,60,150,91.7,15.4,-9.0,38,FullWi01
85,7,48,158,94.1,17.6,12.0,10,RoetBe00
86,7,40,150,83.8,17.8,-15.0,39,JeffAl00
87,7,38,208,95.2,22.3,-5.0,10,ReedJo02
88,7,43,212,84.6,26.0,8.0,40,CobbRa00
89,7,44,166,88.3,25.0,-15.0,29,WillJa06
90,7,46,145,85.0,21.1,20.0,41,StilKe00
91,7,42,170,85.8,23.1,-5.0,30,JohnDu00
92,7,62,272,100.0,24.2,14.0,11,RivePh00
93,7,45,178,95.7,26.7,-16.0,12,WentCa00
94,7,53,191,95.8,20.6,-1.0,42,NelsJo00
95,7,45,140,92.3,21.4,-10.0,31,CoheTa00
96,7,27,238,102.7,22.7,8.0,11,DoylJa00
97,7,51,148,96.0,22.2,-7.0,32,CarsCh00
98,7,59,177,104.0,18.9,2.0,13,GaroJi00
99,7,49,201,91.2,24.7,-30.0,43,EdelJu00
100,7,57,173,98.7,21.0,1.0,44,ShepSt00
101,7,34,174,88.6,21.7,-28.0,33,JohnKe06
102,7,52,173,101.5,24.6,0.0,34,BarbPe01
103,7,66,279,113.2,26.1,0.0,14,RyanMa00
104,7,47,267,114.0,24.9,9.0,15,MahoPa00
105,8,69,157,111.8,16.2,3.0,12,NjokDa00
106,8,46,180,99.0,23.4,-27.0,35,MichSo00
107,8,46,210,103.8,20.4,2.0,45,BenjKe00
108,8,71,206,118.3,20.7,18.0,13,KittGe00
109,8,60,160,106.2,19.1,-15.0,36,CrowIs00
110,8,69,264,122.9,24.3,4.0,16,GoffJa00
111,8,55,271,125.7,25.6,17.0,17,MariMa01
112,8,44,178,110.6,27.9,-31.0,37,PennRa00
113,8,42,196,108.7,28.8,9.0,38,BreiMa00
114,8,43,274,129.5,25.8,7.0,18,SmitAl03
115,8,61,232,116.0,29.0,-4.0,39,WhitJa02
116,8,62,227,113.1,35.0,9.0,46,ColeKe00
117,8,77,195,134.8,23.0,17.0,19,PresDa01
118,8,64,159,112.1,19.5,-19.0,40,MackMa00
119,8,53,303,122.1,44.4,22.0,41,MorrAl00
120,8,82,251,136.6,25.8,47.0,14,HowaO.00
121,8,77,221,120.6,27.2,-5.0,47,HurnAl01
122,8,75,244,128.2,28.1,17.0,48,GollKe00
123,8,82,254,138.6,25.4,6.0,15,EifeTy00
124,8,84,250,130.1,25.8,9.0,42,BernGi00
125,8,70,251,126.9,35.3,18.0,49,LockTy00
126,9,56,312,137.7,40.4,-9.0,43,PeteAd01
127,9,67,206,128.7,26.1,9.0,44,PoweBi00
128,9,83,239,133.8,27.4,-1.0,45,MontTy01
129,9,74,264,129.0,33.4,46.0,50,MattRi00
130,9,98,218,142.8,23.5,62.0,16,ClayCh00
131,9,81,263,146.1,25.6,56.0,17,EbroEr00
132,9,71,280,152.8,26.7,-1.0,20,CarrDe02
134,9,56,278,156.5,30.2,74.0,21,BortBl00
135,9,95,270,159.6,27.1,54.0,22,MannEl00
136,9,64,233,135.9,28.0,10.0,46,RiddTh00
137,9,85,268,158.4,24.6,21.0,23,TrubMi00
138,9,77,265,126.3,33.8,-23.0,51,ParkDe01
139,9,54,228,131.5,35.7,15.0,52,WillMi07
140,9,92,256,149.5,26.7,42.0,18,CookJa02
141,9,61,272,147.0,30.8,-22.0,47,AndeC.00
142,9,87,283,163.3,31.4,67.0,24,DaltAn00
143,9,75,208,138.0,26.4,-36.0,48,JoneRo01
144,9,83,224,134.6,28.2,-12.0,53,MoorD.00
145,9,94,243,152.0,29.1,28.0,19,SefeAu00
146,9,87,253,155.5,26.6,50.0,20,SealRi00
147,9,86,230,142.4,26.7,18.0,49,BookDe00
148,9,79,255,145.9,26.5,40.0,21,BratCa00
150,9,87,261,152.2,29.7,-10.0,50,ClemCo00
151,9,61,266,168.6,28.8,60.0,25,KeenCa00
152,9,60,270,150.3,31.2,-40.0,51,JoneAa00
153,9,86,232,136.8,34.0,2.0,54,BrowJo02
156,9,88,209,134.9,26.2,-4.0,55,GodwCh00
157,9,104,241,156.6,24.9,36.0,22,WatsBe00
158,9,79,225,138.8,30.7,-20.0,56,GallMi00
159,9,87,249,141.7,30.5,-17.0,57,DoctJo00
162,9,106,286,183.6,33.3,15.0,26,WinsJa00
163,9,79,282,144.0,34.2,-12.0,58,MillAn02
164,10,116,270,162.8,25.0,-27.0,52,MurrLa00
166,10,99,255,166.2,29.6,51.0,23,HoopAu00
168,10,88,230,146.7,32.8,-23.0,59,MereCa00
170,10,105,274,172.6,33.3,34.0,24,GesiMi00
171,10,68,309,186.2,31.1,55.0,27,TannRy00
173,10,96,266,158.0,37.8,-9.0,60,RossJo00
174,10,80,367,160.2,41.9,-24.0,53,WilkJo01
176,10,110,256,155.5,34.1,30.0,61,WillTy00
177,10,97,247,151.9,34.6,-5.0,62,SanuMo00
178,10,107,285,161.9,32.4,-60.0,54,ChubNi00
180,10,84,326,181.9,39.8,15.0,28,TaylTy00
181,10,99,251,166.3,30.9,9.0,55,EkelAu00
182,10,86,227,149.1,30.6,-59.0,63,RidlCa00
183,10,85,242,154.5,30.9,-3.0,64,WestDe00
185,10,111,256,162.1,35.5,-6.0,65,JackDe00
189,10,115,278,182.5,34.0,26.0,25,McDoVa00
191,10,104,324,174.6,36.3,14.0,56,AlleJa01
193,10,119,272,178.9,27.0,28.0,57,GoreFr00
195,10,105,234,161.5,32.3,-12.0,66,RichPa01
197,10,95,297,172.4,36.0,-29.0,67,AmenDa00
199,10,58,326,165.7,71.6,-46.0,58,ConnJa00
202,10,111,270,182.9,36.6,35.0,68,EnunQu00
205,10,118,271,179.4,37.5,5.0,69,GinnTe00
206,10,142,267,188.4,28.4,10.0,59,YeldT.00
207,11,113,276,187.9,34.4,-58.0,60,BlouLe00
208,11,126,266,185.0,27.2,-6.0,61,MartDo00
209,11,81,267,177.5,35.0,-15.0,70,AlliGe01
210,11,97,268,182.4,33.5,3.0,71,KirkCh01
211,11,118,283,209.8,34.7,20.0,29,FlacJo00
213,11,121,276,183.4,34.9,-10.0,62,HineNy00
214,11,110,271,189.2,31.6,-44.0,72,SuttCo00
216,11,95,281,189.1,37.3,-4.0,73,WallMi00
219,11,105,274,186.3,36.2,23.0,74,BeasCo00
220,11,112,253,185.3,35.0,50.0,75,GranRy01
222,11,74,259,187.0,37.0,5.0,76,MoncDo00
223,11,142,302,199.4,33.2,18.0,63,SproDa00
224,11,108,277,199.3,37.5,5.0,77,WashJa00
226,11,147,278,203.2,31.4,-2.0,64,IvorCh00
227,11,115,321,195.7,40.4,-8.0,26,HursHa00
228,11,95,276,196.2,39.4,8.0,78,TaylTa00
229,11,126,295,202.4,35.1,9.0,65,DixoKe00
230,11,159,426,228.3,44.7,21.0,30,DarnSa00
231,11,143,262,208.0,34.1,-9.0,66,WareSp00
233,11,102,329,199.3,46.8,-33.0,27,GateAn00
236,11,144,472,226.0,55.9,19.0,31,BradSa00
237,11,130,317,207.2,43.0,-38.0,67,ForeDO00
238,11,145,276,211.4,29.4,31.0,79,WilsAl02
239,11,154,284,221.7,31.2,61.0,28,WillLu00
242,11,116,347,204.5,51.2,-19.0,68,PeriSa00
243,11,165,287,219.6,29.4,16.0,80,KearJe01
244,11,132,302,212.8,39.4,9.0,81,MarsBr00
245,11,116,344,216.6,37.0,13.0,82,PettDa00
246,11,137,322,222.2,33.6,-13.0,83,WillTe01
247,11,107,285,187.2,43.6,-73.0,84,BryaDe01
248,11,157,340,223.0,38.5,35.0,69,GallWa00
249,11,143,341,213.9,43.3,-31.0,70,KellRo00
250,11,123,385,224.9,54.0,-18.0,71,HillJe01
252,12,149,285,229.8,31.5,13.0,29,DaviVe00
254,12,135,298,227.7,35.5,-15.0,72,EdmoCh00
255,12,143,415,234.3,52.8,-25.0,73,BallKa00
256,12,86,342,222.9,54.1,-16.0,85,SmitTr03
257,12,139,320,227.5,35.2,-9.0,86,PryoTe00
258,12,154,299,228.6,36.4,4.0,30,ButtJa00
260,12,166,288,230.0,29.5,38.0,87,SneaWi00
261,12,135,307,225.2,42.7,25.0,31,VannNi00
262,12,161,313,255.2,42.5,-17.0,74,KellJo00
263,12,139,310,226.0,42.2,-13.0,32,GoedDa00
264,12,174,425,251.7,44.2,15.0,75,ProsC.00
265,12,171,314,242.4,39.2,34.0,76,GranCo00
266,12,124,300,244.2,40.5,47.0,88,GabrTa00
267,12,143,286,226.3,37.2,-24.0,89,DorsPh00
268,12,187,303,253.1,31.9,41.0,90,JoneZa00
269,12,172,351,253.3,38.0,78.0,91,RogeCh02
270,12,148,348,248.8,42.9,2.0,92,CallAn00
272,12,177,356,256.5,32.6,74.0,93,TaylTr02
274,12,143,346,244.9,50.5,100.0,77,JuszKy00
275,12,174,347,246.3,32.5,59.0,33,EverGe00
276,12,177,333,268.6,35.1,-19.0,78,SmitRo06
277,12,153,356,257.5,48.4,13.0,79,GillMi00
278,12,177,451,264.2,51.7,2.0,32,AlleJo02
280,12,180,492,277.2,61.0,-46.0,33,MayfBa00
281,12,198,306,256.6,26.1,52.0,94,BrowJa03
282,12,173,287,243.9,31.3,48.0,34,KrofTy00
284,12,175,298,255.6,31.7,-16.0,95,BenjTr00
285,12,199,365,281.2,29.7,-38.0,80,StewJo00
287,12,226,405,273.3,39.4,19.0,81,McGuEl00
288,12,190,340,276.0,31.4,53.0,82,RichJa01
291,12,186,348,269.3,38.5,-18.0,83,AbduAm00
292,12,172,331,250.7,36.1,22.0,35,JameJe00
293,12,153,347,252.5,45.7,93.0,96,WillCh05
294,12,191,463,273.9,44.7,-30.0,97,AustTa00
296,12,149,330,238.5,43.4,-44.0,84,PattCo00
297,12,170,313,249.4,40.5,38.0,98,BoydTy00
300,12,181,322,243.1,32.4,-23.0,36,GrifRy00
302,12,233,361,279.5,29.7,35.0,99,SamuCu00
303,12,202,310,266.2,30.3,22.0,100,NelsJJ00
304,12,170,402,283.4,43.4,17.0,85,BlueAl00
305,12,210,320,271.1,31.3,43.0,101,CoutKe00
306,12,195,370,286.2,31.9,60.0,86,WashDe00
308,13,153,355,230.5,45.8,-94.0,102,BryaMa00
309,13,225,339,281.4,25.9,14.0,103,SmitTo02
310,13,171,388,238.6,47.3,-43.0,104,ColeCo00
311,13,133,335,249.2,48.3,27.0,37,JarwBl00
314,13,165,498,288.5,69.4,-65.0,34,JackLa00
315,13,213,453,294.8,43.7,-39.0,35,RoseJo01
316,13,216,389,295.0,37.6,54.0,87,RodgJa00
317,13,175,409,270.0,53.3,35.0,88,MichCh00
319,13,168,331,249.7,50.1,-25.0,105,TreaLa00
320,13,164,324,251.4,48.5,-33.0,106,CharDJ00
322,13,191,491,289.4,70.8,43.0,36,McCoJo01
323,13,149,326,256.2,45.0,-34.0,38,DickEd00
324,13,172,368,279.1,42.5,117.0,107,HollMa00
326,13,266,403,318.3,31.1,47.0,89,TurbRo00
327,13,186,349,268.9,47.0,-34.0,108,WhitKe00
328,13,230,464,316.6,44.3,98.0,90,DaviMi01
329,13,244,312,276.0,18.3,25.0,109,ButlBr00
330,13,248,328,302.8,19.2,,91,HendDe01
331,13,172,360,277.7,55.7,28.0,92,LindPh00
333,13,190,488,298.3,78.5,-67.0,37,FoleNi00
334,13,201,489,299.8,76.5,37.0,38,FitzRy00
335,13,187,332,257.1,43.3,-19.0,39,GreeVi00
336,13,241,381,321.6,32.9,48.0,93,WaltMa00
337,13,181,373,258.9,55.7,101.0,110,RobeSe00
338,13,220,299,264.2,21.8,-9.0,40,ShahAd00
339,13,183,430,287.6,59.0,-7.0,94,ScotBo02
340,13,227,429,312.3,39.0,,95,JackJu01
341,13,191,398,275.9,56.9,-2.0,111,HumpAd00
342,13,248,344,282.1,27.9,37.0,41,HigbTy00
344,13,239,349,273.6,31.6,19.0,42,SmitJo01
345,13,187,322,255.5,35.8,-30.0,96,WillJo07
346,13,215,281,258.9,16.7,-20.0,43,AndeSt01
347,14,266,370,304.8,29.3,-7.0,97,WillJo12
349,14,196,392,274.4,60.4,136.0,44,HillJo02
350,14,189,382,276.9,64.7,98.0,112,ValdMa00
351,14,260,352,302.9,23.4,-6.0,98,CadeTr00
352,14,251,334,285.9,30.7,-55.0,99,SamuJa00
353,14,226,405,322.9,42.3,,100,WillDa05
355,14,248,284,267.6,10.8,1.0,113,MaclJe00
356,14,267,331,294.0,24.0,-5.0,45,CeleGa00
357,14,264,395,318.6,33.8,,102,SmitIt00
358,14,238,490,326.6,80.2,64.0,39,PeteNa00
359,14,242,285,259.9,12.5,-63.0,46,MattJo00
361,14,233,325,270.6,30.4,78.0,115,ElliBr00
362,14,234,320,274.7,30.2,25.0,116,LatiCo00
364,14,249,388,302.0,46.2,51.0,117,St.BEq00
366,14,190,304,242.5,48.3,17.0,47,AkinJo00
367,14,276,421,340.6,41.5,-62.0,103,BrowMa03
368,14,246,309,282.4,19.2,112.0,48,HernCh00
369,14,267,348,294.9,23.6,6.0,118,LaFeBr00
370,14,248,333,300.9,27.9,-42.0,49,AndrMa00
372,14,216,318,275.5,36.3,84.0,119,KerlJe00
373,14,271,379,310.3,31.9,-56.0,120,MoorJM00
375,14,251,501,353.3,85.3,42.0,40,BridTe00
376,14,242,344,289.7,36.6,17.0,50,HeueJe00
377,14,179,310,255.4,58.1,,104,BibbKa00
378,14,221,368,298.0,46.6,-90.0,122,GranJa00
379,14,302,353,328.1,21.8,51.0,123,HamiDa01
381,14,193,374,314.2,60.4,25.0,124,HiggRa00
382,14,291,364,315.0,24.1,-2.0,105,MurpMa03
383,14,255,359,316.2,32.5,82.0,51,GresJe00
385,14,271,310,294.2,14.5,74.0,107,SmitKe03
387,14,262,343,304.6,29.6,77.0,125,MoorCh00
389,14,196,411,306.8,74.1,9.0,126,SharTa00
390,14,286,427,342.0,51.8,-112.0,127,SwitRy00
391,14,282,336,314.2,22.8,97.0,128,ReynJo00
392,14,281,379,322.6,35.7,-3.0,52,LeggJo00
393,14,296,362,330.6,21.6,64.0,129,ConlCh00
398,14,160,412,310.8,92.5,-13.0,54,RobeMi01
399,14,286,339,312.5,19.5,70.0,55,HarrDe03
400,14,210,439,348.2,80.1,,56,SchuDa00
403,14,323,342,330.8,7.0,-72.0,57,GathRi00
404,14,301,462,362.6,61.7,-62.0,110,SmalWe00
405,14,328,422,364.2,36.2,-62.0,111,ArtiCa00
406,14,271,408,336.8,48.6,,58,ToilLe00
407,14,136,474,290.0,139.6,,132,CarrAu00
408,14,300,374,340.3,27.0,62.0,59,DevaSe00
409,14,273,327,294.0,23.6,31.0,112,WestCh01
410,14,286,401,341.8,55.3,34.0,60,HollJa03
411,14,308,453,370.6,54.0,-51.0,113,McKiJ.00
412,14,316,448,371.6,45.3,64.0,114,CunnBe01
413,14,269,346,302.3,32.3,-102.0,61,SwaiGe00
414,14,182,364,303.0,85.6,-26.0,115,ErviTy00
415,14,279,336,303.7,23.9,-3.0,62,LewiMa00
416,14,298,415,351.0,47.6,,133,WrigJa02
417,14,294,397,351.3,41.9,11.0,134,ThomDe04
420,14,198,249,223.5,25.5,,116,GranRy00
421,14,275,345,315.7,29.7,33.0,136,JoneT.00
422,14,272,344,318.7,33.0,41.0,64,BoylNi00
423,14,277,376,320.7,41.3,,117,LogaT.00
424,14,274,399,322.0,55.0,,118,BohaTo00
425,15,228,500,371.0,112.9,-61.0,42,BrisJa00
426,15,303,358,329.7,22.5,41.0,137,RobiDe01
427,15,256,371,330.7,52.9,,138,MaloJo00
428,15,276,428,330.7,69.0,32.0,119,DiMaPa00
429,15,208,430,332.3,92.6,,65,TomlEr01
430,15,297,369,334.3,29.4,,139,HolmAn00
431,15,275,418,338.3,59.5,,120,SherAn00
432,15,282,406,338.7,51.2,26.0,66,PaulNi00
433,15,258,397,343.3,61.0,42.0,67,DerbA.00
434,15,338,366,348.0,12.8,,68,ElliRh00
436,15,309,414,350.3,45.7,-9.0,140,GibsSh00
438,15,312,398,353.0,35.2,44.0,69,PaulLo00
439,15,315,386,358.0,30.9,-67.0,70,AlleDw00
440,15,289,301,295.0,6.0,,141,PerrBr02
441,15,263,332,297.5,34.5,40.0,71,OLeaNi00
442,15,338,402,363.3,27.8,31.0,72,KendLa00
443,15,309,426,364.0,48.0,,73,VallHa00
444,15,208,400,304.0,96.0,,74,SterNe00
445,15,276,432,365.0,65.6,,121,MostRa00
446,15,284,431,365.7,61.1,,75,ThomLo00
447,15,306,443,368.0,56.7,,142,QuinTr00
448,15,322,332,327.0,5.0,,76,CarrDe00
451,15,360,425,384.7,28.8,,122,LineZa01
454,15,292,452,389.3,69.8,,145,HeywDa00
455,15,289,418,353.5,64.5,,77,WillMa04
456,15,297,416,356.5,59.5,23.0,124,OlawJa00
458,15,239,487,363.0,124.0,-138.0,147,KumeJa00
459,15,347,380,363.5,16.5,,78,ThomIa00
460,15,351,377,364.0,13.0,-46.0,148,LewiTo00
461,15,315,417,366.0,51.0,26.0,149,BourKe00
462,15,303,435,369.0,66.0,12.0,150,RogeEl00
463,15,354,384,369.0,15.0,,79,MorgDa01
465,15,338,405,371.5,33.5,7.0,80,SmitLe00
466,15,361,384,372.5,11.5,-175.0,152,RobeAn00
467,15,366,381,373.5,7.5,,153,MoorDa03
468,15,369,380,374.5,5.5,,81,ConkTy00
469,15,342,408,375.0,33.0,,154,McClRa00
470,15,318,434,376.0,58.0,-34.0,125,HamxC.00
471,15,312,445,378.5,66.5,-5.0,155,HuntJu00
472,15,326,431,378.5,52.5,,126,DeveJa00
473,15,367,394,380.5,13.5,,82,CulkSe00
475,15,378,390,384.0,6.0,,83,DissWi00
476,15,368,402,385.0,17.0,,84,O'ShJa00
477,15,322,449,385.5,63.5,-57.0,128,BoonMi00
478,15,335,438,386.5,51.5,,129,BurtMi00
479,15,336,439,387.5,51.5,-46.0,130,WattDe00
481,15,357,423,390.0,33.0,-20.0,131,JanoAn00
482,15,348,435,391.5,43.5,-211.0,157,EricAl01
483,15,391,392,391.5,0.5,-93.0,85,GrimXa00
485,15,345,446,395.5,50.5,,159,HarrMa05
487,15,393,419,406.0,13.0,,87,SimsDi00
488,15,370,461,415.5,45.5,-78.0,132,CannTr00
490,16,401,443,422.0,21.0,,88,SwooEr00
492,16,400,456,428.0,28.0,-139.0,133,RidlSt00
493,16,412,444,428.0,16.0,,89,RodgRi00
494,16,427,437,432.0,5.0,-76.0,162,WatsJu01
495,16,436,442,439.0,3.0,,163,ThomMi04
499,16,432,466,449.0,17.0,-49.0,167,JameRi00
500,16,462,507,484.5,22.5,-106.0,44,OsweBr00
501,16,464,505,484.5,20.5,-15.0,45,GabbBl00
503,16,467,512,489.5,22.5,-74.0,47,CassMa00
504,16,468,502,485.0,17.0,,48,KizeDe00
506,16,470,513,491.5,21.5,,50,KessCo00
507,16,472,497,484.5,12.5,-94.0,51,BeatC.00
508,16,473,503,488.0,15.0,,52,HennCh01
509,16,474,504,489.0,15.0,,53,SchaMa00
510,16,475,516,495.5,20.5,,54,GrifRy01
511,16,476,495,485.5,9.5,-135.0,55,HoyeBr00
512,16,479,510,494.5,15.5,,56,MannSe00
514,16,481,499,490.0,9.0,-31.0,58,SmitGe00
515,16,482,514,498.0,16.0,,59,HeinTa00
