RK,TIERS,best_rank,worst_rank,average_rank,rank_variance,ecr_adp_gap,POSITION_RANK,PFR_ID
1,1,1,10,1.3,0.8,0.0,1,JeffJu00
2,1,1,8,2.3,1.1,1.0,2,ChasJa00
3,1,1,15,3.8,2.3,-1.0,1,McCaCh01
4,1,1,13,4.3,1.7,2.0,3,HillTy00
5,2,4,14,7.0,2.6,4.0,4,DiggSt00
6,2,3,25,7.8,2.7,-2.0,2,EkelAu00
7,2,4,23,9.3,2.6,5.0,5,LambCe00
8,2,2,26,9.9,3.4,12.0,6,StxxAm00
9,2,4,62,9.4,10.6,-4.0,1,KelcTr00
10,2,4,32,11.7,3.0,5.0,7,BrowAJ00
11,2,3,25,12.1,3.8,-4.0,3,BarkSa00
12,2,5,32,12.1,3.6,-1.0,8,AdamDa01
13,2,2,35,12.8,3.8,6.0,9,WilsGa00
14,3,2,96,14.6,7.9,-6.0,4,RobiBi01
15,3,3,52,16.8,5.8,1.0,5,PollTo00
16,3,9,34,17.6,4.4,7.0,10,WaddJa00
17,3,5,38,17.9,5.7,-7.0,6,ChubNi00
18,3,11,48,19.4,6.4,6.0,11,OlavCh00
19,3,10,68,22.2,6.8,-1.0,7,JacoJo01
20,3,10,54,22.8,4.6,-3.0,8,HenrDe00
21,3,11,69,23.2,7.8,4.0,12,SmitDe07
22,4,2,83,25.7,16.9,-9.0,13,KuppCo00
23,4,14,47,25.9,7.0,4.0,14,HiggTe00
24,4,12,57,26.6,8.2,17.0,15,AlleKe00
25,4,19,103,27.5,7.1,-11.0,1,MahoPa00
26,4,19,100,28.2,7.5,-4.0,2,HurtJa00
27,4,22,102,28.5,7.5,-6.0,3,AlleJo02
28,4,10,81,29.6,8.8,2.0,9,StevRh00
29,4,9,73,29.8,10.4,6.0,16,RidlCa00
30,4,12,57,30.2,8.0,1.0,17,MetcDK00
31,4,6,71,31.2,12.1,-2.0,2,AndrMa00
32,4,15,81,31.4,12.8,0.0,10,MixoJo00
33,4,16,60,35.1,6.7,7.0,18,CoopAm00
34,4,10,99,36.9,13.2,-1.0,11,GibbJa01
35,5,16,100,38.3,13.7,-9.0,12,HarrNa00
36,5,15,86,39.9,12.1,-8.0,13,EtieTr00
37,5,22,112,40.9,11.2,-3.0,4,JackLa00
38,5,18,99,41.1,12.4,-1.0,14,JoneAa00
39,5,13,74,41.8,10.8,-1.0,19,SamuDe00
40,5,14,69,42.6,9.6,12.0,20,HopkDe00
41,5,19,71,43.3,9.0,10.0,21,MoorD.00
42,5,20,86,44.0,9.7,25.0,22,GodwCh00
43,5,22,70,44.1,8.1,23.0,23,LondDr00
44,5,20,80,46.6,10.6,31.0,24,JohnDi01
45,5,20,99,48.1,10.4,23.0,25,LockTy00
46,5,29,113,48.7,9.9,-10.0,5,BurrJo01
47,5,27,79,50.0,10.7,8.0,26,WatsCh00
48,5,20,83,50.8,9.8,5.0,27,McLaTe00
49,5,24,112,51.5,10.4,-7.0,6,HerbJu00
50,5,25,104,52.0,10.8,21.0,28,AiyuBr00
51,5,24,111,52.5,13.0,-7.0,7,FielJu00
52,5,28,87,52.6,11.1,4.0,29,WillMi07
53,5,15,100,53.5,17.6,-14.0,15,HallBr03
54,6,6,97,53.7,13.4,-9.0,3,HockTJ00
55,6,25,108,56.9,16.2,-9.0,16,PierDa01
56,6,32,103,57.1,11.8,22.0,30,KirkCh01
57,6,6,106,58.9,14.6,-7.0,4,WallDa01
58,6,23,108,59.8,14.9,-15.0,17,WalkKe00
59,6,40,109,61.9,12.7,21.0,31,PittMi01
60,6,30,98,62.0,10.3,16.0,32,EvanMi00
61,6,25,139,62.9,19.8,-1.0,18,MattAl01
62,6,31,113,64.0,15.2,-13.0,19,SandMi01
63,6,34,110,64.4,12.0,25.0,33,DotsJa00
64,6,32,130,65.0,13.1,23.0,34,BrowMa04
65,6,46,119,66.5,12.6,-11.0,8,LawrTr00
66,6,21,115,66.8,18.6,-9.0,20,DobbJK00
67,6,37,114,68.0,14.4,-2.0,21,WhitRa01
68,6,35,185,68.3,19.2,2.0,35,JeudJe00
69,6,34,122,69.0,12.2,13.0,36,PickGe00
70,6,25,113,71.5,15.0,-6.0,22,ConnJa00
71,7,43,166,74.0,13.9,19.0,37,AddiJo00
72,7,28,135,74.3,15.8,-9.0,23,AkerCa00
73,7,32,123,74.3,15.2,-4.0,24,CookJa01
74,7,51,133,74.5,10.5,-12.0,5,GoedDa00
75,7,31,137,74.6,14.8,-27.0,6,KittGe00
76,7,28,120,74.8,17.5,-3.0,25,WillJa10
77,7,37,118,77.1,15.1,-19.0,26,KamaAl00
78,7,34,140,77.6,14.3,21.0,38,SuttCo00
79,7,55,117,79.8,12.0,13.0,39,CookBr00
80,7,40,136,80.0,15.0,22.0,40,DaviGa01
81,7,35,140,80.2,16.3,13.0,41,SmitJa06
82,7,30,153,80.2,17.6,-23.0,7,PittKy00
83,7,38,118,80.8,12.8,1.0,27,MontDa01
84,7,10,160,83.3,25.3,-37.0,28,TaylJo02
85,7,31,124,85.6,16.4,-11.0,29,SwifDA00
86,7,35,194,87.1,24.0,24.0,42,FlowZa00
87,7,53,145,88.8,16.9,21.0,43,BurkTr00
88,7,52,135,91.3,11.6,-16.0,30,PachIs00
89,7,45,169,91.4,16.7,16.0,44,SmitJu00
90,7,44,143,91.7,16.9,10.0,45,ThomMi05
91,7,38,128,92.2,15.8,-30.0,31,CookDa01
92,7,48,175,92.5,18.6,54.0,46,MoorEl00
93,7,56,128,95.0,11.8,14.0,32,GibsAn00
94,7,48,196,96.2,25.0,29.0,47,MoorSk01
95,7,55,148,96.2,15.9,-18.0,9,WatsDe00
96,8,66,155,99.6,13.4,-1.0,33,HerbKh00
97,8,55,162,99.7,16.6,20.0,10,JoneDa05
98,8,64,146,100.9,13.6,-13.0,11,PresDa01
99,8,51,152,101.9,15.5,-20.0,8,EngrEv00
100,8,56,218,103.5,19.0,45.0,48,MeyeJa01
101,8,51,152,103.9,15.8,-8.0,9,FreiPa00
102,8,62,149,104.0,12.0,-11.0,34,DillAJ00
103,8,60,170,104.7,14.9,-14.0,12,TagoTu00
104,8,57,231,104.8,24.4,43.0,49,BateRa00
105,8,84,148,107.8,11.2,1.0,13,CousKi00
106,8,70,198,107.8,14.5,-2.0,35,RobiBr01
107,8,56,212,108.4,24.1,13.0,50,JohnQu02
108,8,64,162,108.8,12.8,11.0,14,SmitGe00
109,8,69,205,111.7,21.9,59.0,51,CollNi00
110,8,80,177,112.9,15.8,4.0,36,PeriSa00
111,8,55,239,113.4,22.4,4.0,15,RichAn03
112,8,65,295,114.9,26.0,-1.0,52,ToneKa00
113,8,53,256,116.0,20.4,-1.0,37,CharZa00
114,8,71,167,116.5,17.5,-31.0,10,NjokDa00
115,8,70,208,118.7,22.1,26.0,53,LazaAl00
116,8,61,203,119.8,24.5,57.0,54,DoubRo00
117,8,64,172,120.6,15.1,-21.0,16,RodgAa00
118,8,59,231,121.7,22.4,3.0,38,McKiJe00
119,8,73,208,123.4,17.7,-22.0,39,WillJa06
120,8,81,245,123.5,23.0,10.0,40,MostRa00
121,8,60,240,122.5,24.1,45.0,55,JoneZa00
122,8,67,261,125.0,23.2,-21.0,56,BeckOd00
123,8,76,232,126.2,21.0,8.0,11,HigbTy00
124,8,84,193,126.6,12.5,12.0,17,GoffJa00
125,8,87,217,126.9,18.1,27.0,57,BoydTy00
126,8,87,259,130.2,24.9,31.0,41,WarrJa01
127,8,69,243,129.0,25.8,7.0,58,ThieAd00
128,9,87,220,131.1,21.8,39.0,59,MoonDa00
129,9,76,273,133.5,22.1,-13.0,12,SchuDa00
130,9,74,264,130.9,28.4,46.0,60,MoorRo02
131,9,101,194,134.6,16.8,13.0,18,WilsRu00
132,9,88,280,138.1,34.0,1.0,42,AchaDe00
133,9,94,255,138.2,24.4,26.0,43,HarrDa06
134,9,91,264,140.5,28.0,4.0,44,PennRa00
135,9,97,232,142.9,15.7,15.0,13,OkonCh00
136,9,99,287,145.4,29.7,42.0,45,GainKe00
137,9,92,264,146.4,24.4,2.0,46,MitcEl00
138,9,93,309,147.6,37.2,27.0,47,BigsTa00
139,9,71,299,147.0,32.8,-17.0,14,KincDa00
140,9,99,272,150.6,28.4,14.0,48,AllgTy00
141,9,74,216,145.6,22.7,39.0,61,GallMi00
142,9,83,271,147.8,30.6,7.0,62,WillJa11
143,9,104,305,153.5,24.8,13.0,15,EverGe00
144,9,92,274,152.4,32.9,-15.0,49,ElliEz00
145,9,105,241,153.1,17.4,13.0,19,CarrDe02
146,9,97,273,153.8,24.4,-20.0,16,KmetCo00
147,9,112,275,155.3,19.9,17.0,20,PickKe00
148,9,83,279,153.8,34.6,91.0,63,JeffVa00
149,9,85,283,158.1,29.7,4.0,50,SingDe00
150,9,81,265,152.5,24.9,43.0,64,CharDJ00
151,9,89,244,155.3,24.5,63.0,65,PeopDo00
152,9,73,294,147.2,46.5,57.0,66,MimsMa00
153,9,77,240,154.7,27.7,31.0,67,OsboKJ00
154,9,101,254,162.1,20.5,25.0,21,LoveJo03
155,9,97,291,161.9,33.3,14.0,17,DulcGr00
156,9,74,285,157.6,38.7,25.0,68,MingJo00
157,9,106,346,163.6,31.2,-14.0,18,JohnJu02
158,9,112,254,164.9,21.2,12.0,22,StafMa00
159,9,116,339,167.0,33.0,3.0,23,PurdBr00
160,9,87,312,163.8,39.9,71.0,69,ReedJa03
161,9,106,355,163.7,41.8,2.0,19,LaPoSa01
162,9,75,265,165.0,29.4,82.0,70,HodgIs00
163,9,92,263,166.4,27.4,77.0,71,SamuCu00
164,10,77,244,165.8,25.9,74.0,72,PierAl00
165,10,92,364,174.8,45.1,22.0,51,JohnRo07
167,10,116,320,175.7,35.5,27.0,24,HoweSa00
168,10,109,268,172.1,31.5,51.0,73,RenfHu00
169,10,107,268,175.3,23.8,101.0,74,ShahRa00
171,10,90,271,181.4,29.2,78.0,75,ParkDe01
172,10,98,289,188.6,34.0,51.0,52,HubbCh01
173,10,107,271,179.9,28.1,29.0,76,ValdMa00
174,10,108,327,185.2,42.6,26.0,53,MillKe01
177,10,137,284,188.8,28.9,-2.0,25,YounBr01
178,10,122,290,185.7,28.4,97.0,77,SlayDa01
180,10,104,265,187.9,28.4,36.0,78,CampPa00
181,10,85,299,190.7,33.6,91.0,79,WoodRo02
183,10,104,330,186.8,36.4,24.0,80,RiceRa01
184,10,118,360,194.0,52.1,40.0,54,SpeaTy00
185,10,100,327,195.2,51.9,13.0,55,WilsJe01
186,10,138,360,197.8,40.1,51.0,20,SmitIr01
187,10,119,271,193.1,28.8,113.0,81,PalmJo00
189,10,146,318,197.5,34.9,44.0,26,TannRy00
190,10,111,348,202.2,40.4,31.0,21,HursHa00
193,10,87,375,193.3,41.2,-33.0,82,HyatJa00
196,10,114,365,207.9,47.1,1.0,56,ForeDO00
197,10,110,330,199.9,39.3,91.0,83,RobiWa01
198,10,134,317,203.2,26.1,61.0,84,ClayCh01
200,11,122,315,203.9,32.8,67.0,85,MetcJo00
201,11,99,335,212.3,41.0,19.0,57,EdwaCl00
202,11,133,317,216.1,41.3,16.0,58,EdwaGu00
203,11,132,348,213.9,43.3,27.0,22,HenrHu00
205,11,140,273,206.7,22.9,51.0,86,HardMe00
207,11,146,331,218.1,36.4,-4.0,27,StroCJ00
209,11,148,318,217.7,36.2,-3.0,28,GaroJi00
210,11,122,317,212.5,29.8,70.0,87,DownJo00
212,11,120,290,209.5,27.1,101.0,88,RobiAl02
213,11,146,328,220.2,37.0,22.0,29,JoneMa05
214,11,133,326,224.4,42.5,43.0,59,FordJe00
215,11,141,394,223.9,43.8,-32.0,23,KnoxDa00
217,11,111,341,206.5,56.4,-9.0,24,FergJa00
218,11,121,313,222.9,41.7,-7.0,60,PattCo00
219,11,128,348,204.3,53.6,-24.0,25,MusgLu00
221,11,127,338,230.6,51.9,-25.0,30,MurrKy00
222,11,67,297,202.1,44.0,10.0,89,DellNa00
224,11,138,354,231.1,44.0,94.0,26,McBrTr01
226,11,147,334,230.9,38.1,34.0,61,KellJo01
228,11,133,341,233.4,46.2,-18.0,27,GesiMi00
229,11,129,362,237.4,38.6,19.0,62,WhitZa01
234,11,129,374,228.6,50.5,13.0,63,ChanTy01
235,11,151,333,229.7,26.9,147.0,90,MarsTe00
236,11,164,305,243.0,31.4,29.0,28,FantNo00
237,11,141,372,231.6,32.9,54.0,91,JameRi00
238,11,146,321,243.9,37.4,24.0,31,RiddDe00
239,11,151,324,232.6,25.2,100.0,92,JoneMa02
241,11,117,314,229.3,27.1,,93,HollMa00
242,11,156,348,235.2,27.1,,94,ReynJo00
243,11,139,384,248.2,43.4,33.0,64,WillKy02
246,11,82,370,212.8,49.1,47.0,95,NacuPu00
248,11,156,350,250.5,37.1,-35.0,29,MayeMi00
250,12,111,357,227.5,61.4,-45.0,65,JackDe02
251,12,136,373,253.3,43.9,-62.0,30,ErtzZa00
252,12,124,388,246.1,54.8,2.0,66,HullEv00
253,12,175,396,234.5,37.9,118.0,96,ThorTy00
255,12,120,354,235.3,29.1,,97,BourKe00
256,12,142,353,257.2,37.7,29.0,31,OttoCa00
257,12,135,363,255.8,51.3,-11.0,67,MossZa00
258,12,131,376,241.9,36.6,135.0,98,ShepSt00
259,12,109,340,214.1,45.4,90.0,99,WilsMi02
261,12,142,356,242.0,47.6,-46.0,32,ConkTy00
262,12,162,334,262.6,35.2,-12.0,32,MayfBa00
264,12,121,367,245.3,46.4,-60.0,68,HuntKa00
265,12,118,377,259.3,44.2,37.0,69,EdmoCh00
266,12,141,368,255.5,48.3,23.0,70,CartMi03
267,12,144,345,247.0,35.4,97.0,100,ShakKh00
269,12,121,362,258.3,50.5,-97.0,71,VaugDe00
270,12,128,382,263.6,57.6,7.0,72,TuckSe00
272,12,153,376,271.6,37.1,-73.0,33,HillTa00
273,12,145,382,269.1,43.0,-18.0,73,BrowCh10
274,12,141,368,252.6,48.5,-62.0,74,FourLe00
275,12,179,351,277.1,29.0,-1.0,34,LikeIs00
277,12,168,378,265.3,47.6,13.0,75,IngrKe01
279,12,177,392,276.7,37.8,100.0,76,StroPi00
280,12,103,396,244.8,52.5,-55.0,101,RossJu00
284,12,182,364,273.9,32.8,75.0,35,ThomLo00
286,12,161,346,259.7,32.9,275.0,102,TillCe01
287,12,174,370,262.9,27.5,,103,BerrBr00
289,12,194,363,262.6,35.7,87.0,104,McKeIs00
290,12,211,374,265.6,24.4,79.0,105,WatkQu00
291,12,203,348,267.7,27.0,,106,ShenLa00
292,12,174,389,286.4,32.2,46.0,36,WoodJe01
293,12,171,393,290.1,41.5,50.0,77,EvanZa00
294,12,149,374,285.8,41.9,,78,EvanCh02
299,12,172,368,292.4,35.6,,79,SpilIs00
300,12,204,353,275.3,27.0,,107,WestNi00
302,12,192,369,295.6,28.4,48.0,80,BreiMa00
304,12,178,381,297.6,34.8,-38.0,81,MurrLa00
305,12,206,396,277.7,32.0,205.0,108,BoutKa00
307,13,187,386,299.8,31.2,25.0,82,AbanIs00
308,13,214,395,291.1,39.0,94.0,109,DuveDe00
309,13,175,361,252.9,39.2,,110,AtweTu00
311,13,199,386,308.3,27.4,,83,HastJa02
312,13,175,361,266.6,36.5,,111,DortGr01
313,13,182,371,306.7,27.8,,37,HoopAu00
314,13,163,395,259.4,43.7,,112,HarrDe07
315,13,199,392,309.2,38.0,172.0,84,JohnDE04
316,13,198,392,315.3,31.7,201.0,85,MasoJo00
317,13,217,393,317.6,36.1,35.0,86,ScotBo02
318,13,205,395,290.4,41.9,213.0,113,BellDa02
319,13,140,350,258.1,41.8,3.0,114,PalmTr00
320,13,139,393,288.0,55.2,25.0,87,DowdRi01
321,13,236,394,314.7,32.3,9.0,38,BellDa00
323,13,183,392,321.8,36.5,,88,AhmeSa01
324,13,216,388,322.9,30.5,,89,JoneRo01
326,13,234,386,326.3,26.6,,33,BrisJa00
327,13,186,370,266.6,36.4,,115,CobbRa00
328,13,242,379,303.1,31.4,165.0,116,AghoNe00
330,13,167,373,311.5,37.1,111.0,39,TrauAd00
331,13,205,375,293.7,30.6,,117,PhilKy01
332,13,166,386,320.2,40.8,,90,WillTr06
333,13,227,393,327.0,31.5,,91,GaskMy00
334,13,198,393,313.5,38.0,-10.0,92,McBrDe00
335,13,238,392,331.3,27.6,166.0,93,DaviTy03
336,13,241,393,333.3,28.8,134.0,94,GrayEr01
337,13,235,388,312.3,34.5,,95,KnigZo00
339,13,258,392,330.4,25.1,,96,DallDe00
340,13,214,367,290.0,36.8,49.0,118,JennJa00
341,13,210,372,295.6,33.4,,119,BrowNo00
342,13,229,387,316.6,31.7,,34,DobbJo00
343,13,189,386,304.7,47.3,-10.0,97,RobiJa00
344,13,210,383,326.4,30.9,,35,TrasKy00
345,13,195,390,295.8,48.0,-28.0,120,AustCa00
346,13,233,391,329.4,29.3,-39.0,40,SchoLu00
347,13,205,390,298.8,38.2,,121,SkowBe00
348,13,187,385,320.8,29.1,-80.0,36,LancTr00
350,13,177,382,314.6,36.3,,98,DaviMa02
351,13,182,381,321.1,33.8,-50.0,41,GrayNo00
353,14,259,397,330.6,27.5,,37,LeviWi00
354,14,255,389,337.1,24.6,71.0,42,SmitJo01
356,14,243,393,331.6,27.4,,99,GordMe00
357,14,205,396,303.9,42.3,99.0,122,SherTr00
358,14,220,373,293.1,37.0,,123,RaymKa00
360,14,208,379,286.7,44.0,,124,DougDe00
362,14,217,388,328.2,35.1,,100,VaugKe00
363,14,188,379,321.2,39.5,61.0,125,TolbJa00
364,14,220,394,337.3,29.6,-38.0,43,TonyRo00
365,14,281,397,336.6,26.6,,38,DarnSa00
366,14,228,394,319.4,39.9,150.0,44,TurnCo00
368,14,252,397,332.9,31.4,,39,TuneCl00
369,14,183,388,310.0,43.0,,101,HillJu00
370,14,236,389,324.8,29.8,-3.0,45,SmytDu00
371,14,208,395,320.0,45.3,150.0,127,PerrAT00
372,14,258,394,343.5,28.8,,46,MoreFo00
373,14,208,396,311.9,45.8,84.0,128,WilsCe01
374,14,235,393,324.7,35.3,,102,AbduAm00
376,14,223,374,321.3,40.4,39.0,129,ZaccOl01
377,14,231,393,323.4,37.8,,103,BlacRa00
378,14,244,394,345.6,26.4,-95.0,47,WashDa03
379,14,177,393,332.2,42.4,,104,RodrCh00
380,14,273,389,337.7,26.0,-19.0,48,DissWi00
382,14,216,390,318.5,42.3,-29.0,130,WatsJu01
384,14,210,396,321.7,44.9,173.0,131,HutcXa00
385,14,280,391,345.2,26.0,155.0,50,ParhDo00
386,14,240,384,317.9,35.8,,132,MoorCh00
387,14,244,396,335.7,35.6,132.0,133,ScotTy00
388,14,226,390,329.5,37.6,89.0,134,BrowDy00
389,14,229,383,315.6,36.5,,135,AgneJa00
391,14,212,378,308.9,38.6,,136,AndeRo04
395,14,273,394,348.7,30.5,-44.0,51,KrafTu00
396,14,280,397,350.5,28.4,,40,MinsGa00
397,14,217,393,328.8,40.7,-77.0,105,McLaJa00
398,14,260,394,347.2,28.4,135.0,52,GranKy00
399,14,260,391,353.0,26.3,-51.0,53,UzomC.00
400,14,257,384,335.7,38.0,148.0,137,RobiDe01
404,14,284,397,353.1,27.3,,41,HeinTa00
407,14,255,393,354.9,29.9,47.0,54,AlieMo00
408,14,247,390,311.9,37.9,,139,CrowJa00
409,14,287,388,334.3,26.5,,106,DrakKe00
410,14,298,397,356.0,27.4,168.0,42,WhitMi01
414,14,243,384,342.8,34.0,,140,PascZa00
416,14,248,388,327.6,34.0,-50.0,109,PrinDe00
417,14,259,393,351.1,33.1,,110,NwanKe00
418,15,290,389,351.1,21.3,,55,JordBr00
419,15,307,394,358.6,23.9,31.0,56,BryaHa00
420,15,267,384,328.8,38.1,,142,ThomDe07
421,15,285,396,337.0,35.1,-37.0,143,IrwiTr00
422,15,285,395,336.4,33.5,-17.0,144,JoneCh11
423,15,243,378,308.3,45.8,-55.0,145,JoneJu02
424,15,271,383,336.6,35.6,,146,HodgKh00
425,15,292,392,338.9,30.8,-144.0,111,JuszKy00
426,15,259,392,336.6,40.0,,112,ReynCr00
427,15,289,396,354.3,30.6,96.0,147,TourSa00
428,15,284,397,349.7,33.5,43.0,43,OConAi00
429,15,270,396,355.1,36.9,74.0,148,CartDe02
430,15,271,396,358.3,35.2,,149,WashPa01
431,15,236,388,340.7,40.2,,113,MontTy01
432,15,303,397,348.8,26.3,-4.0,44,WinsJa00
