RK,TIERS,best_rank,worst_rank,average_rank,rank_variance,ecr_adp_gap,POSITION_RANK,PFR_ID
1,1,1,6,1.4,0.9,0,1,PeteAd01
2,1,1,9,2.9,1.8,0,2,MartDo00
3,1,2,9,4.6,2.1,0,3,CharJa00
4,2,3,8,5.2,1.4,2,1,JohnCa00
5,2,2,9,5.6,2.2,0,4,SpilC.00
6,2,1,13,6.5,2.5,2,5,McCoLe01
7,2,2,17,6.6,2.5,0,6,RiceRa00
8,2,2,33,9.1,5.9,-4,7,FostAr00
9,2,3,29,9.5,6.6,1,8,RichTr00
10,3,8,20,12.6,2.7,7,2,MarsBr00
11,3,9,19,12.6,2.3,2,3,BryaDe01
12,3,7,20,12.8,2.7,2,4,GreeA.00
13,3,4,40,15.9,7.8,-2,9,FortMa00
14,3,11,34,18.1,4.6,9,5,ThomDe03
15,3,7,33,18.3,4.3,4,6,JoneJu02
16,3,7,46,19.0,8.1,-7,10,LyncMa00
17,4,9,40,19.3,10.2,-2,1,GrahJi00
18,4,12,31,21.5,5.1,12,7,JohnAn02
19,4,14,34,22.9,6.0,7,8,FitzLa00
20,4,11,41,23.3,6.3,2,1,BreeDr00
21,4,12,40,24.1,6.7,0,2,RodgAa00
22,4,9,80,24.2,12.8,7,11,SproDa00
23,4,12,65,24.4,8.4,-7,12,JackSt00
24,4,13,40,24.9,5.8,7,9,CobbRa00
25,4,16,42,25.0,5.2,7,10,WhitRo00
26,4,10,74,25.4,10.9,-6,13,BushRe00
27,4,11,57,26.6,10.4,-15,14,MorrAl00
28,4,18,37,27.2,4.6,6,11,CruzVi00
29,5,6,77,29.2,13.5,-11,15,JohnCh04
30,5,14,71,31.1,10.1,-5,16,DrewMa00
31,5,16,56,33.0,9.2,13,12,WaynRe00
32,5,20,49,34.1,6.3,4,13,JackVi00
33,5,19,52,34.2,7.8,8,14,AmenDa00
34,5,25,56,37.9,6.7,12,15,ColsMa00
35,5,14,53,38.0,7.7,0,3,MannPe00
36,5,9,83,38.3,16.5,-9,17,WilsDa01
37,5,20,69,39.8,8.1,5,16,BoweDw00
38,5,12,84,40.9,15.9,9,2,WittJa00
39,5,19,80,42.1,12.8,1,17,WelkWe00
40,6,21,85,43.3,13.0,-12,18,MurrDe00
