RK,TIERS,best_rank,worst_rank,average_rank,rank_variance,ecr_adp_gap,POSITION_RANK,PFR_ID
1,1,1,4,1.2,0.5,0.0,1,BrowAn04
2,1,1,6,2.4,0.9,0.0,2,JoneJu02
3,1,2,10,4.0,1.6,0.0,3,BeckOd00
4,1,1,33,5.3,4.0,3.0,1,JohnDa08
5,2,2,23,7.4,4.2,-1.0,2,GurlTo01
6,2,4,18,7.8,3.2,0.0,4,GreeA.00
7,2,3,20,8.6,3.5,-2.0,5,HopkDe00
8,2,2,29,11.1,5.0,4.0,3,MillLa01
9,3,6,40,11.2,6.7,2.0,1,GronRo00
10,3,5,21,11.6,3.8,-1.0,6,RobiAl02
11,3,3,29,11.7,5.5,-3.0,4,ElliEz00
12,3,3,36,12.1,5.5,-2.0,5,PeteAd01
13,3,5,27,14.8,4.9,2.0,7,AlleKe00
14,3,6,39,16.6,5.8,2.0,8,MarsBr00
15,3,6,34,17.4,6.4,-1.0,9,BryaDe01
16,3,8,34,17.5,4.9,2.0,10,EvanMi00
17,3,5,74,18.2,9.6,0.0,6,FreeDe00
18,4,9,39,20.6,6.7,2.0,11,JeffAl00
19,4,9,38,21.1,6.2,0.0,12,NelsJo00
20,4,8,43,21.6,6.7,4.0,7,IngrMa01
21,4,8,44,22.8,6.6,2.0,13,CookBr00
22,4,10,44,23.1,6.0,-1.0,14,CoopAm00
23,4,11,41,23.7,6.6,3.0,8,McCoLe01
24,4,3,73,18.3,9.3,-11.0,9,BellLe00
25,4,13,49,28.5,8.3,0.0,10,LacyEd00
26,4,13,59,29.3,7.9,5.0,15,LandJa00
27,5,8,55,30.1,10.6,0.0,16,HiltT.00
28,5,13,69,30.5,11.4,1.0,17,WatkSa00
29,5,17,50,30.6,8.0,-1.0,18,ThomDe03
30,5,14,62,31.6,9.0,0.0,11,MartDo00
31,5,16,65,34.0,9.3,3.0,12,AndeC.00
32,5,14,51,34.1,8.9,3.0,19,CobbRa00
33,5,24,66,37.9,7.1,-1.0,2,ReedJo02
34,5,24,64,38.4,9.0,6.0,20,MaclJe00
35,5,19,69,38.4,11.6,1.0,21,EdelJu00
36,5,22,70,40.2,10.3,9.0,22,TateGo00
37,5,8,142,36.7,20.1,-15.0,13,CharJa00
38,5,16,92,42.6,13.2,1.0,14,MurrLa00
39,5,23,91,42.7,11.3,-2.0,15,FortMa00
40,6,24,65,44.5,8.1,8.0,23,DeckEr00
41,6,20,79,44.8,12.5,6.0,24,MoncDo00
42,6,22,86,46.2,12.5,0.0,16,HydeCa00
43,6,32,65,48.2,7.3,0.0,3,OlseGr00
44,6,23,199,43.5,25.9,-11.0,1,NewtCa00
45,6,28,198,41.4,20.3,-7.0,2,RodgAa00
46,6,29,75,50.5,9.7,4.0,25,BaldDo00
47,6,27,104,51.2,17.4,-3.0,17,MurrDe00
48,6,17,86,53.2,15.7,5.0,18,WoodDa02
49,6,31,82,55.0,11.4,12.0,19,BernGi00
50,6,30,84,55.3,11.6,5.0,26,FitzLa00
51,6,25,102,56.3,15.0,5.0,27,FloyMi00
52,6,36,89,57.0,12.9,2.0,4,KelcTr00
53,6,27,89,57.5,12.2,5.0,5,MattJo00
54,6,31,201,51.7,19.3,-3.0,3,WilsRu00
55,6,31,94,59.4,12.4,4.0,6,WalkHu00
56,6,38,111,59.8,16.7,1.0,20,HillJe01
57,7,35,96,60.0,14.8,6.0,21,JohnDu00
58,7,30,117,60.8,20.1,-17.0,22,RawlTh00
59,7,26,97,60.9,14.8,-10.0,23,LangJe00
60,7,32,128,62.1,18.1,4.0,24,MathRy00
61,7,25,116,62.5,17.9,4.0,28,JoneMa02
62,7,30,200,56.8,19.8,-10.0,4,LuckAn00
63,7,24,115,64.7,17.0,-17.0,29,BenjKe00
64,7,44,100,65.6,12.0,4.0,30,SandEm00
65,7,38,204,61.2,19.8,-5.0,5,BreeDr00
66,7,25,99,69.1,16.5,-4.0,25,GordMe00
67,7,43,113,71.0,12.6,10.0,31,CrabMi00
68,7,39,144,71.4,18.2,-2.0,7,FleeCo00
69,7,38,105,71.7,15.9,2.0,26,StewJo00
70,7,49,112,72.4,12.7,2.0,32,BrowJo02
71,7,36,122,73.3,18.5,7.0,27,GoreFr00
72,7,40,121,74.0,19.4,-5.0,28,FostAr00
73,7,44,126,75.3,15.8,1.0,33,LockTy00
74,7,46,138,76.0,15.9,-5.0,34,HurnAl01
75,8,48,120,80.7,16.2,6.0,35,JackDe00
76,8,49,117,82.2,16.7,9.0,29,JennRa00
77,8,49,212,76.8,22.3,-7.0,6,RoetBe00
78,8,59,122,84.5,12.2,5.0,8,BarnGa01
79,8,56,205,78.1,19.8,0.0,7,PalmCa00
80,8,57,156,85.2,16.2,9.0,30,SimsCh00
81,8,51,145,86.1,19.1,-5.0,31,JoneMa04
82,8,47,136,86.2,18.3,2.0,32,AbduAm00
83,8,50,131,88.3,15.0,-3.0,9,ErtzZa00
84,8,51,136,90.6,16.3,13.0,36,SneaWi00
85,8,56,132,90.9,17.5,3.0,37,ShepSt00
86,8,57,208,85.9,21.6,6.0,8,MannEl00
87,8,47,164,93.0,17.2,6.0,33,YeldT.00
88,8,65,139,94.3,16.2,-1.0,10,ThomJu00
89,8,49,139,94.8,17.2,6.0,11,GateAn00
90,8,57,138,94.9,19.1,8.0,38,DiggSt00
91,8,37,175,86.8,24.8,-16.0,39,GordJo02
92,8,50,169,86.9,21.3,7.0,34,RiddTh00
93,8,56,130,97.8,16.5,1.0,35,IvorCh00
94,8,64,165,98.0,21.8,15.0,40,ColeCo00
95,8,61,169,98.2,21.0,1.0,41,WhitKe00
96,8,48,218,92.7,23.7,-6.0,9,BortBl00
97,8,56,211,96.3,24.2,3.0,10,RivePh00
98,9,77,164,105.9,14.5,4.0,36,PoweBi00
99,9,24,172,107.7,25.9,-17.0,37,WillDe02
100,9,70,148,107.8,19.3,14.0,42,JackVi00
101,9,63,200,110.4,24.4,-10.0,38,HenrDe00
102,9,69,192,111.2,22.1,5.0,43,BenjTr00
103,9,67,211,111.3,22.4,5.0,44,AustTa00
104,9,65,176,113.7,22.1,11.0,12,AlleDw00
105,9,52,168,106.3,25.4,-19.0,45,ParkDe01
106,9,62,206,106.3,30.8,-33.0,11,BradTo00
107,9,74,173,115.0,20.9,-3.0,39,CrowIs00
108,9,82,180,116.6,21.9,-2.0,13,BennMa00
109,9,82,178,121.8,21.2,21.0,14,WittJa00
110,9,63,159,113.0,22.3,0.0,15,EifeTy00
111,9,74,207,116.7,26.5,7.0,46,SmitTo02
112,9,69,210,115.7,21.0,10.0,12,TaylTy00
113,9,72,222,116.5,21.8,3.0,13,CousKi00
114,9,71,204,117.5,29.9,-9.0,47,AikeKa00
115,9,72,209,116.1,19.5,-12.0,14,CarrDe02
116,9,81,213,120.0,20.1,11.0,15,StafMa00
117,9,76,211,127.6,26.7,14.0,48,SanuMo00
118,9,82,188,122.8,24.3,2.0,49,WheaMa00
119,9,80,198,125.6,27.2,-18.0,40,BlouLe00
120,9,70,206,122.2,21.4,6.0,16,WinsJa00
121,9,25,233,122.0,45.0,14.0,41,WareSp00
122,9,42,220,114.8,35.2,3.0,42,WhitJa02
123,9,80,184,125.5,24.3,-12.0,50,FuncDe00
124,9,87,179,126.0,21.0,8.0,16,EbroEr00
125,9,75,198,127.6,27.8,-4.0,43,SproDa00
126,9,67,196,126.0,25.9,-13.0,44,AjayJa00
127,10,83,177,127.3,19.9,1.0,51,ThomMi05
128,10,75,200,126.7,21.6,-16.0,45,ColeTe01
129,10,65,180,128.8,24.4,17.0,52,MattRi00
130,10,75,214,129.5,22.7,17.0,17,DaltAn00
131,10,84,206,128.4,25.0,20.0,53,SmitSt01
132,10,91,180,135.1,16.4,9.0,17,MillZa02
133,10,84,202,137.4,22.6,4.0,54,DorsPh00
134,10,66,233,128.8,35.3,-10.0,55,SharTa00
135,10,84,208,137.2,23.8,9.0,18,MariMa01
136,10,54,231,136.0,38.8,4.0,46,MichCh00
137,10,87,186,139.4,22.6,-14.0,18,GrahJi00
138,10,98,227,148.5,25.0,46.0,19,ClayCh00
139,10,92,206,139.7,26.4,3.0,47,WashDe00
140,10,107,216,143.6,22.2,9.0,19,RyanMa00
141,10,68,214,124.6,30.5,-24.0,48,ForsJu00
142,10,95,212,133.6,27.4,-6.0,49,VereSh00
143,10,78,224,146.0,28.2,19.0,56,WallMi00
144,10,82,203,146.1,26.8,4.0,57,BoydTy00
146,10,100,214,146.0,26.8,-7.0,50,McKiJe00
147,10,83,201,146.0,25.1,-14.0,20,CookJa02
149,10,108,219,150.1,25.8,23.0,20,FitzRy00
150,10,92,200,149.7,21.9,15.0,58,GarcPi00
151,10,107,209,150.3,23.5,8.0,21,TannRy00
152,10,75,205,143.1,27.6,31.0,51,ThomCh03
153,10,90,194,156.0,21.5,44.0,21,WalfCl00
154,10,89,207,147.5,26.5,-2.0,59,HogaCh00
155,10,61,240,152.4,35.5,3.0,60,FullWi01
157,10,71,236,152.0,31.2,69.0,22,McDoVa00
158,10,89,230,145.8,29.1,32.0,52,AlleJa01
159,10,45,226,148.1,33.8,2.0,53,WestTe00
160,11,99,200,154.7,22.3,-22.0,54,BookDe00
161,11,78,226,151.8,33.2,15.0,61,TreaLa00
162,11,100,223,155.7,25.0,-8.0,55,StarJa00
164,11,96,225,153.8,28.0,9.0,56,DixoKe00
165,11,77,232,157.2,33.1,48.0,62,BoldAn00
166,11,96,193,154.4,26.7,21.0,57,ProsC.00
168,11,45,242,156.1,43.3,-39.0,58,LewiDi00
169,11,103,230,162.5,27.8,13.0,63,CoatSa00
170,11,125,219,171.2,21.8,41.0,23,RudoKy00
171,11,111,227,167.8,26.9,35.0,22,FlacJo00
172,11,107,225,169.4,23.7,37.0,64,WillTe01
173,11,106,248,165.0,33.4,-13.0,65,GreeDo00
174,11,126,238,169.8,19.1,31.0,24,CameJo00
175,11,133,226,174.7,20.3,53.0,23,CutlJa00
176,11,97,246,165.3,36.9,46.0,59,DrauSh00
177,11,111,239,169.7,26.3,40.0,66,DoctJo00
179,11,118,209,164.7,22.1,-10.0,25,GreeVi00
180,11,112,244,165.3,27.6,27.0,67,WrigKe01
181,11,132,235,173.0,24.3,5.0,26,SefeAu00
183,11,128,233,180.6,23.5,51.0,24,SmitAl03
184,11,95,247,161.3,37.0,-16.0,68,StilKe00
185,11,118,244,177.5,24.1,-19.0,60,JohnCh04
187,11,131,222,179.2,22.7,-13.0,69,GinnTe00
188,11,133,236,172.8,23.8,11.0,61,HowaJo00
189,11,110,234,174.5,29.8,-9.0,25,GrifRo01
190,11,118,229,175.3,22.2,55.0,27,TyexWi00
191,11,130,243,180.6,28.4,17.0,70,AghoNe00
192,11,79,242,176.1,29.9,50.0,71,CrowJa00
193,11,138,241,182.6,25.6,-50.0,62,MorrAl00
194,11,112,241,177.1,30.8,18.0,63,SpilC.00
195,11,100,232,173.8,28.1,44.0,72,WoodRo02
196,12,127,218,179.1,23.8,19.0,73,PerrBr02
197,12,127,243,183.7,26.9,-9.0,26,OsweBr00
198,12,108,220,168.8,26.4,6.0,28,JameJe00
199,12,131,244,183.7,23.5,58.0,74,LaFeBr00
200,12,133,243,185.6,23.3,31.0,64,HighTi00
202,12,130,242,189.4,28.2,27.0,75,AdamDa01
204,12,93,236,173.4,34.1,14.0,76,RogeEl00
206,12,118,241,184.8,28.8,41.0,77,KearJe01
207,12,140,232,182.8,23.8,17.0,65,McFaDa00
208,12,116,242,176.9,34.3,-17.0,29,GreeLa00
209,12,116,234,177.8,32.9,-32.0,27,PresDa01
210,12,129,244,191.6,23.9,-14.0,66,WestCh01
211,12,146,241,190.5,25.1,14.0,67,PerkPa00
212,12,129,241,194.6,28.1,59.0,78,BritKe00
213,12,116,243,181.5,30.0,-42.0,79,PryoTe00
216,12,113,246,191.9,30.7,-2.0,68,SmalWe00
217,12,140,236,193.6,30.9,48.0,30,BratCa00
218,12,158,250,201.0,24.9,33.0,69,ElliAn00
219,12,138,246,188.5,27.9,37.0,70,CunnBe01
220,12,164,230,196.0,17.6,30.0,80,AmenDa00
221,12,156,249,190.3,25.1,54.0,81,ConlCh00
222,12,145,247,185.2,28.1,5.0,71,KellRo00
223,12,118,246,201.0,29.2,-2.0,82,StroJa01
224,12,123,242,201.0,30.8,-45.0,83,CruzVi00
225,12,156,246,205.8,26.0,19.0,72,ArtiCa00
226,12,102,252,170.6,51.2,7.0,28,RomoTo00
227,12,131,242,200.1,28.8,39.0,31,RodgRi00
228,12,133,249,205.7,27.0,63.0,84,RobeSe00
229,13,148,243,183.1,25.0,40.0,73,BushRe00
231,13,135,243,205.1,29.6,-21.0,74,FergJo02
232,13,165,243,200.4,23.5,41.0,75,ErviTy00
233,13,159,237,205.8,21.2,29.0,32,TammJa00
234,13,148,223,190.9,21.6,-4.0,85,JohnCh08
235,13,135,231,194.8,20.4,59.0,33,GillCr00
236,13,157,247,211.2,22.9,66.0,86,RoyaEd00
237,13,140,239,193.9,24.7,23.0,34,HigbTy00
238,13,134,241,194.8,32.1,2.0,87,MillBr03
239,13,135,246,198.9,31.7,46.0,76,GillMi00
240,13,171,247,205.0,22.3,12.0,77,DrakKe00
241,13,167,229,203.9,17.5,77.0,35,HoopAu00
242,13,145,237,187.5,20.3,-4.0,88,PattQu00
243,13,173,242,209.1,21.0,77.0,36,WillMa04
