RK,TIERS,best_rank,worst_rank,average_rank,rank_variance,ecr_adp_gap,POSITION_RANK,PFR_ID
109,8,53,232,114.4,24.3,-6.0,11,CookJa02
110,8,63,207,116.0,22.8,9.0,12,HoopAu00
111,8,58,293,116.3,25.8,1.0,48,JeudJe00
112,8,61,381,116.6,32.1,39.0,14,NewtCa00
113,8,53,236,116.8,27.6,-37.0,13,GronRo00
114,8,61,197,119.8,21.3,11.0,15,JoneDa05
115,8,76,218,117.2,18.0,-7.0,39,MurrLa00
116,8,78,179,121.0,17.3,12.0,16,RoetBe00
117,8,72,172,122.7,17.1,24.0,17,GoffJa00
118,8,80,252,121.3,24.6,-25.0,40,MackMa00
119,8,74,297,120.9,32.1,-3.0,49,RuggHe00
120,8,69,260,122.5,24.3,10.0,14,HockTJ00
121,8,84,185,119.7,17.0,-10.0,41,ColeTe01
122,8,72,220,122.8,22.9,12.0,50,TateGo00
123,8,67,182,126.0,20.1,-9.0,15,FantNo00
124,8,71,224,123.2,23.6,-30.0,42,JohnKe06
125,8,63,203,128.5,24.7,28.0,16,SmitJo01
126,8,69,267,131.8,24.7,63.0,17,GoedDa00
127,9,80,313,132.2,27.8,-17.0,43,MichSo00
128,9,66,255,128.6,26.3,-2.0,44,JohnDu00
129,9,87,254,135.2,23.4,14.0,18,MayfBa00
130,9,83,184,136.6,21.0,20.0,19,TannRy00
131,9,70,314,139.0,27.0,15.0,20,BurrJo01
132,9,62,216,136.0,35.9,7.0,51,JackDe00
133,9,63,273,141.3,28.9,28.0,18,JarwBl00
134,9,60,339,138.5,46.9,37.0,45,ThomCh03
135,9,75,309,138.8,31.5,-8.0,52,HardMe00
136,9,89,280,137.4,31.4,-5.0,46,ScotBo02
137,9,78,275,147.2,30.9,20.0,19,HernCh00
138,9,85,227,142.4,23.3,-20.0,47,MattAl01
139,9,75,226,143.1,29.7,21.0,53,LazaAl00
140,9,78,255,143.2,23.8,16.0,20,DoylJa00
141,9,75,241,150.3,27.6,34.0,21,MinsGa00
142,9,72,367,139.0,41.4,12.0,54,ReagJa00
143,9,82,366,142.9,42.4,4.0,55,WillMi07
144,9,74,295,149.3,31.8,14.0,56,HarrNK00
145,9,92,270,154.0,26.0,42.0,21,EbroEr00
146,9,81,295,151.4,35.5,-25.0,57,JeffJu00
147,9,88,246,150.3,28.0,-12.0,58,AndeRo04
148,9,93,327,151.7,30.1,-15.0,48,PollTo00
151,9,76,266,149.4,30.1,-6.0,49,HineNy00
152,9,85,281,146.7,30.9,-28.0,50,HendDa00
153,9,100,272,154.2,29.0,-15.0,51,EdmoCh00
154,9,91,251,158.1,21.3,45.0,22,CousKi00
155,9,90,247,157.6,31.8,7.0,59,PerrBr02
156,9,86,267,156.5,31.9,7.0,60,AiyuBr00
157,9,98,254,159.4,21.7,2.0,23,GaroJi00
159,9,88,243,154.2,27.9,35.0,61,SamuCu00
160,9,97,351,162.6,33.5,14.0,62,CampPa00
161,9,67,263,160.5,26.8,-13.0,63,WatkSa00
163,10,105,275,171.0,31.4,10.0,24,RivePh00
164,10,103,275,171.2,27.2,12.0,25,LockDr00
165,10,88,298,169.0,30.3,-1.0,64,PittMi01
166,10,86,275,177.3,30.6,36.0,26,BridTe00
167,10,94,308,175.2,35.5,68.0,22,ThomIa00
168,10,82,304,174.0,32.7,42.0,23,SmitIr01
173,10,75,261,178.5,28.5,4.0,65,FitzLa00
176,10,82,315,182.1,35.4,49.0,66,RenfHu00
177,10,116,317,188.7,34.7,32.0,27,CarrDe02
179,10,107,269,188.3,28.2,28.0,67,CobbRa00
181,10,99,352,189.1,39.1,69.0,68,ShenLa00
182,10,115,311,189.4,35.9,-17.0,52,JackJu01
183,10,125,284,197.3,30.9,35.0,28,DarnSa00
185,10,98,351,190.0,45.2,18.0,53,KellJo01
187,10,93,316,184.3,45.7,-19.0,54,HarrDa06
188,10,97,315,197.3,29.3,54.0,69,WashJa00
189,10,97,326,192.1,45.5,94.0,70,SimsSt00
190,10,104,393,194.6,42.8,-23.0,55,DillAJ00
191,10,88,345,174.8,53.9,10.0,71,EdwaBr01
193,10,106,351,199.5,40.1,15.0,24,OlseGr00
194,10,129,261,197.3,21.1,50.0,72,DaviCo03
195,10,89,320,188.9,38.6,33.0,56,WillJa06
197,11,128,297,200.2,25.2,16.0,73,BeasCo00
198,11,102,351,201.6,38.8,13.0,57,HydeCa00
199,11,144,313,197.8,33.2,59.0,58,BernGi00
200,11,112,369,195.9,35.1,40.0,59,EvanDa02
203,11,102,368,199.8,46.3,-3.0,74,JeffAl00
204,11,100,361,203.5,55.6,2.0,60,LoveBr00
206,11,109,315,202.9,34.1,37.0,75,WestDe00
207,11,121,334,210.5,40.4,5.0,25,HowaO.00
209,11,85,392,205.1,65.0,-60.0,61,ArmsRy00
210,11,89,347,224.8,49.1,57.0,29,TaylTy00
211,11,93,372,195.0,56.3,-45.0,62,PeteAd01
212,11,97,353,204.4,36.3,21.0,76,MimsDe00
216,11,104,333,200.5,65.6,-44.0,63,WillDa10
218,11,93,363,217.6,54.3,-21.0,64,McKiJe00
220,11,115,337,208.7,42.1,29.0,65,RichJa01
221,11,138,355,218.0,26.5,109.0,77,AmenDa00
223,11,132,342,226.4,38.2,-9.0,26,RudoKy00
225,11,132,329,223.8,42.5,30.0,66,BrowMa03
226,11,131,324,238.8,33.7,10.0,30,HaskDw00
227,11,140,298,220.1,29.1,66.0,78,RossJo00
228,11,134,379,217.2,46.5,26.0,67,McFaAn00
229,11,146,319,228.8,33.4,36.0,27,KnoxDa00
230,11,116,314,223.7,43.0,-38.0,68,SnelBe00
232,11,127,341,229.8,43.1,52.0,28,EverGe00
233,11,128,338,226.2,27.9,24.0,79,StilKe00
234,11,140,328,224.8,34.2,70.0,80,GageRu00
238,11,155,381,228.7,33.5,125.0,81,BoykMi00
241,11,136,403,230.7,39.8,-3.0,82,HiggTe00
242,11,89,369,229.7,68.4,-46.0,69,VaugKe00
244,11,120,344,231.1,46.2,29.0,70,BurkRe00
246,11,157,343,232.9,25.8,104.0,83,ConlCh00
247,11,155,344,241.7,37.2,-23.0,29,GrahJi00
248,12,142,358,258.7,40.3,22.0,31,FitzRy00
250,12,136,374,243.1,40.0,-20.0,30,DissWi00
251,12,127,353,241.2,51.7,-4.0,31,SterJa00
252,12,127,347,242.6,40.6,-11.0,32,EifeTy00
253,12,66,350,174.8,64.7,-26.0,71,RobiJa00
254,12,147,364,241.8,29.1,5.0,84,ClayCh01
255,12,174,377,242.8,33.1,26.0,85,SmitTr03
257,12,137,347,245.4,35.6,39.0,86,ValdMa00
258,12,155,361,247.8,35.4,78.0,87,ReynJo00
260,12,203,311,247.2,25.1,126.0,88,HumpAd00
261,12,149,367,253.6,49.8,17.0,72,GoreFr00
262,12,86,333,245.6,43.2,53.0,89,JeffVa00
263,12,149,352,250.6,36.9,-1.0,73,SmitIt00
264,12,175,364,256.0,33.2,70.0,90,IsabAn00
265,12,160,369,248.0,40.8,27.0,91,BourKe00
267,12,151,343,257.3,34.6,54.0,92,ArceJJ00
268,12,168,388,256.7,51.7,-20.0,74,PennRa00
270,12,90,357,282.7,43.4,-19.0,32,TrubMi00
272,12,135,376,270.5,45.1,-3.0,33,NjokDa00
273,12,181,380,258.1,39.2,-12.0,75,LewiDi00
274,12,146,359,264.5,47.1,-22.0,76,HillBr02
275,12,159,373,262.2,35.4,22.0,93,TateAu00
276,12,118,368,223.4,58.1,-44.0,77,OzigDe01
277,12,134,392,262.4,53.3,-6.0,78,FreeRo00
278,12,206,372,263.3,31.8,77.0,94,HamlKJ00
279,12,132,392,264.6,50.7,-7.0,79,BarbPe01
281,12,150,357,287.1,42.2,43.0,33,FoleNi00
282,12,144,363,265.5,50.0,-18.0,80,SamuJa00
283,12,157,369,267.9,39.2,138.0,95,GandAn00
286,12,168,365,277.6,38.0,65.0,81,EdwaGu00
287,12,208,383,274.8,34.6,86.0,96,PascZa00
288,12,143,370,253.0,52.7,-73.0,82,McCoLe01
291,12,151,358,296.0,40.2,-57.0,34,TagoTu00
293,12,202,383,282.8,33.8,113.0,97,RobiDe01
294,12,153,383,277.9,55.5,13.0,83,HillJu00
295,12,159,384,285.2,37.6,-15.0,34,McDoVa00
297,12,216,375,279.8,29.6,92.0,98,DorsPh00
298,12,156,371,282.9,40.1,0.0,84,ThomDa06
300,13,115,388,253.0,68.5,-6.0,85,McKiJ.00
301,13,205,383,286.6,34.6,-10.0,99,AghoNe00
302,13,170,364,271.9,48.8,-34.0,100,BowdLy00
303,13,229,373,288.2,27.3,13.0,101,SneaWi00
304,13,216,378,290.7,31.7,119.0,102,MeyeJa01
307,13,155,369,260.6,43.5,139.0,103,JohnOl00
308,13,175,397,251.4,51.3,11.0,104,SanuMo00
309,13,151,390,288.5,38.8,5.0,105,DuveDe00
311,13,161,350,277.7,40.6,7.0,35,FellDa01
312,13,88,379,276.0,52.8,116.0,106,WardGr02
313,13,170,362,274.5,51.6,-96.0,86,FreeDe00
314,13,184,380,305.5,35.4,-11.0,36,BratCa00
315,13,165,373,272.1,41.9,-38.0,37,UzomC.00
316,13,139,393,282.5,59.9,,87,WashDe00
318,13,199,372,305.2,29.8,-30.0,88,PeriLa00
319,13,202,381,317.7,30.1,51.0,35,HerbJu00
320,13,156,385,269.1,49.1,2.0,38,ArnoDa00
321,13,171,380,281.1,44.2,,39,AkinJo00
322,13,185,391,298.4,40.9,153.0,89,DallDe00
323,13,226,377,305.4,32.4,56.0,107,MoorDa03
324,13,111,394,277.4,53.7,-18.0,108,MillSc01
325,13,163,366,254.1,46.4,93.0,40,ThomLo00
326,13,206,387,301.8,37.1,220.0,109,HamiDa01
327,13,245,386,316.1,28.0,84.0,90,BoonMi00
329,13,134,380,295.8,47.2,80.0,91,OgunDa00
333,13,235,393,316.0,31.6,63.0,92,LairPa00
334,13,160,393,302.4,48.2,,41,BurtTr01
337,13,173,357,297.6,40.8,-92.0,42,AsiaDe00
338,13,226,384,311.3,36.4,129.0,110,GinnTe00
341,13,244,390,313.3,32.4,200.0,111,CoutKe00
342,13,129,374,285.8,52.6,-56.0,112,GordJo02
344,13,224,393,329.7,32.8,106.0,93,GallWa00
345,13,139,395,284.9,44.0,,113,GranJa00
346,13,163,388,302.1,42.5,0.0,43,BoylNi00
347,13,253,392,329.9,29.7,89.0,94,YeldT.00
348,13,188,392,322.5,38.7,14.0,95,BenjEn00
349,13,195,386,311.7,44.3,-41.0,96,DaviMi01
350,14,123,392,286.5,59.5,-51.0,97,MillLa01
351,14,272,392,334.7,25.3,,98,OlliQa00
353,14,257,393,329.5,28.9,,99,WilkJo01
354,14,184,396,293.4,49.9,97.0,114,TaylTr02
356,14,213,394,333.2,35.9,11.0,36,StidJa00
357,14,202,391,321.5,43.3,-45.0,44,WittJa00
358,14,196,412,290.3,48.8,106.0,115,ByrdDa00
359,14,179,374,325.6,38.3,-106.0,45,KmetCo00
360,14,189,399,306.4,49.5,17.0,100,PattCo00
361,14,187,389,313.2,41.7,-38.0,46,HollJa03
362,14,192,386,321.0,29.9,,101,BonnRe00
363,14,156,385,314.7,51.7,119.0,102,ClemCo00
365,14,264,393,339.5,24.2,84.0,103,ScarBo01
366,14,196,390,324.3,46.3,95.0,116,PettDa00
367,14,258,392,336.2,27.8,,104,GaskMy00
368,14,194,391,330.9,37.6,118.0,47,GrifRy00
369,14,203,396,327.2,39.6,,117,ColeKe00
370,14,270,392,338.3,26.6,146.0,105,HomeTr00
371,14,190,396,303.1,51.2,,118,FordIs00
372,14,100,396,292.9,66.7,-151.0,119,BrowAn04
374,14,254,397,345.7,33.8,-79.0,37,WinsJa00
376,14,259,396,335.3,32.5,-76.0,48,HillTa00
377,14,245,393,334.5,35.8,103.0,106,MontTy01
378,14,153,388,297.2,60.3,70.0,49,TonyRo00
379,14,222,393,328.0,38.8,-19.0,120,WatsJu01
380,14,206,405,299.9,45.8,,121,InmaDo00
381,14,158,393,330.0,43.9,,107,WilsJe01
382,14,256,388,334.0,34.4,-54.0,108,JuszKy00
383,14,246,391,337.9,35.0,57.0,50,SpriJe00
384,14,193,394,329.5,48.9,-67.0,51,ReedJo02
386,14,203,393,331.3,43.0,,109,WillTr06
387,14,198,410,325.3,45.7,91.0,123,St.BEq00
388,14,235,390,328.2,41.7,,124,JohnTy00
389,14,253,391,342.6,35.0,23.0,38,MariMa01
390,14,237,392,344.1,32.6,37.0,52,TrauAd00
391,14,240,408,343.4,39.3,3.0,125,HiggRa00
393,14,220,389,311.3,34.3,97.0,126,PatrTi00
394,14,231,396,327.8,40.3,78.0,127,CephQu00
395,14,188,407,330.7,44.3,,110,NallRy00
396,14,222,389,328.6,44.3,29.0,53,SmitKa00
397,14,188,391,338.5,38.5,46.0,54,SampDr00
399,14,244,398,339.4,39.4,14.0,128,SharTa00
400,14,243,394,342.0,40.0,,55,KeenDa00
402,14,232,392,333.7,38.2,142.0,56,AlieMo00
403,14,270,397,352.4,31.1,-137.0,39,HurtJa00
405,14,275,397,346.6,34.4,-8.0,40,DaltAn00
406,14,272,393,331.8,38.1,,111,BookDe00
407,14,259,400,340.6,36.2,138.0,129,JohnKe07
408,14,203,413,304.4,66.9,152.0,130,HighJo00
410,14,272,388,346.2,32.0,120.0,112,JohnTy02
411,15,247,401,345.6,35.1,116.0,131,JoneZa00
412,15,295,394,350.9,24.4,88.0,57,MoreFo00
414,15,278,397,346.8,34.5,,41,BrisJa00
415,15,246,391,327.1,44.4,,58,WarrKa00
416,15,244,385,330.8,43.9,,132,HogaCh00
417,15,293,411,353.0,29.4,,133,WimsJa00
418,15,287,364,336.6,18.8,111.0,114,BallKa00
419,15,305,394,358.8,21.5,,59,FirkAn00
420,15,269,395,351.4,29.7,,134,RaymKa00
421,15,265,396,332.6,42.0,,135,GuytJa01
422,15,260,389,343.3,30.9,-19.0,60,OkwuAl00
423,15,244,390,342.9,38.6,,136,OlszGu00
424,15,260,402,327.3,41.2,,137,KumeJa00
425,15,242,390,352.2,40.7,-9.0,138,HillKJ00
426,15,263,395,345.5,37.5,125.0,139,DaviGa01
427,15,269,409,357.7,36.5,2.0,140,PeopDo00
430,15,305,391,356.7,23.2,135.0,61,WillMa04
432,15,273,394,340.3,30.4,-32.0,62,WalkHu00
433,15,263,417,349.4,44.1,61.0,115,AbduAm00
434,15,325,394,369.2,16.0,-2.0,63,JameJe00
436,15,297,389,352.1,25.3,86.0,143,ZaccOl01
438,15,320,394,355.5,22.3,-57.0,64,HillJo02
439,15,210,396,342.4,52.9,,144,RobeSe00
440,15,289,395,351.6,31.7,-6.0,145,RidlRi00
442,15,303,392,343.4,32.5,61.0,116,HamxC.00
443,15,301,392,350.4,30.9,,117,HillDo00
444,15,285,380,328.6,37.0,128.0,147,ThomDe03
446,15,294,383,353.1,24.1,-20.0,66,BryaHa00
447,15,319,389,358.8,20.3,,67,O'ShJa00
448,15,308,385,354.9,26.4,,68,ShahAd00
449,15,312,371,350.0,16.8,127.0,118,WillDe07
450,15,316,389,363.5,20.8,24.0,69,GrahJa01
452,15,321,368,340.6,15.5,21.0,119,HastJa02
453,15,289,397,349.3,34.1,10.0,42,AlleKy00
454,15,217,365,299.0,54.8,,120,KellJo00
455,15,265,379,322.8,41.6,,149,HollMa00
456,15,311,395,360.0,27.0,,150,EricAl01
457,15,290,384,339.0,33.8,,151,FostRo01
459,15,340,394,358.4,18.5,-54.0,70,LewiMa00
460,15,232,382,316.0,58.1,80.0,71,IzzoRy00
465,15,282,388,341.6,37.0,28.0,72,VannNi00
466,15,265,364,328.8,37.9,108.0,154,BerrBr00
467,15,305,363,331.5,20.7,104.0,123,HuntJa01
468,15,283,322,308.7,18.1,52.0,124,JanoAn00
469,15,319,394,358.5,23.9,,73,ThomJo05
470,15,292,395,336.5,44.4,,43,KeenCa00
471,15,350,394,377.8,15.2,63.0,74,KrofTy00
472,15,346,393,367.4,15.6,,155,HallMa02
473,15,304,383,353.2,30.4,16.0,156,WilsCe01
474,15,309,382,353.4,27.3,,75,BryaHu02
475,15,260,296,278.0,18.0,,125,PattJa01
476,15,355,388,372.8,10.8,-54.0,76,SchuDa00
477,15,311,387,354.2,34.6,105.0,126,CannTr00
480,16,303,365,328.7,26.4,,128,PerrSe00
481,16,294,385,329.7,39.7,-73.0,44,FlacJo00
482,16,309,397,348.3,31.7,-129.0,45,LoveJo02
484,16,336,381,360.8,14.5,,130,BlasKh00
486,16,289,384,352.8,37.3,,157,BlakCh00
487,16,212,396,304.0,92.0,,158,CallAn00
488,16,290,389,364.2,37.3,38.0,159,BeebCh00
489,16,316,397,354.8,29.2,-152.0,132,RicaPa00
490,16,306,387,365.0,29.9,-115.0,133,DowdRi01
491,16,246,370,308.0,62.0,,78,PruiMy00
492,16,350,396,372.5,17.8,,160,McKeIs00
493,16,313,385,366.4,27.2,38.0,134,ErviTy00
494,16,348,385,367.0,13.2,-49.0,46,SmitAl03
495,16,297,327,312.0,15.0,,161,TaylTa00
496,16,247,383,315.0,68.0,,162,MoonDa00
500,16,357,392,370.2,12.6,-132.0,136,TaylJJ01
501,16,296,344,320.0,24.0,,47,DrisJe00
502,16,311,395,352.3,34.3,-78.0,164,PrinBy00
503,16,346,396,373.2,16.8,35.0,165,ProcJa00
504,16,311,347,329.0,18.0,,166,WatkQu00
505,16,367,397,379.3,11.1,-156.0,48,GrifRo01
506,16,351,390,376.0,15.4,,137,JohnDE04
508,16,304,390,358.7,38.8,,167,TreaLa00
509,16,316,357,336.5,20.5,,139,IngoAl01
510,16,341,387,362.0,19.0,-125.0,49,RudoMa00
513,16,319,389,364.3,32.1,,80,SmytDu00
514,16,337,392,364.3,22.4,49.0,140,WashDw00
515,16,349,394,364.3,21.0,-60.0,81,DeguJo00
517,16,333,363,348.0,15.0,38.0,141,PennEl00
518,16,312,401,368.7,40.2,-138.0,142,SherAn00
519,16,372,388,380.0,6.0,,170,SmitVy00
520,16,333,380,356.5,23.5,,171,JameRi00
521,16,342,371,356.5,14.5,,82,RodgRi00
523,16,352,364,358.0,6.0,,173,JohnMa07
524,16,335,382,358.5,23.5,33.0,143,BurtMi00
525,16,349,391,374.3,18.2,,83,DwelRo00
527,16,344,393,375.3,22.2,-43.0,174,CoopPh00
531,16,368,390,382.3,10.1,,146,SmitKe03
536,16,378,389,383.5,5.5,-34.0,84,ManhCh00
