RK,TIERS,best_rank,worst_rank,average_rank,rank_variance,ecr_adp_gap,POSITION_RANK,PFR_ID
1,1,1,8,1.8,1.2,0.0,1,BarkSa00
2,1,1,13,2.7,1.6,0.0,2,McCaCh01
3,1,1,8,3.3,1.5,0.0,3,KamaAl00
4,1,1,38,4.5,5.3,0.0,4,ElliEz00
5,1,4,17,6.0,2.7,3.0,1,AdamDa01
6,2,4,17,6.3,1.8,-1.0,2,HopkDe00
7,2,4,19,9.0,3.0,3.0,3,JoneJu02
8,2,1,32,10.0,4.4,-2.0,5,JohnDa08
9,2,8,25,10.1,2.8,6.0,1,KelcTr00
10,2,4,19,10.2,2.9,1.0,4,ThomMi05
11,2,4,24,11.8,4.0,3.0,5,SmitJu00
12,2,4,22,11.8,4.0,0.0,6,BeckOd00
13,3,3,33,13.4,4.7,-4.0,6,ConnJa00
14,3,5,29,14.5,4.7,-7.0,7,BellLe00
15,3,6,43,16.5,5.3,1.0,7,HillTy00
16,3,5,51,17.0,5.8,1.0,8,ChubNi00
17,3,8,41,17.0,5.5,1.0,9,CookDa01
18,3,10,28,18.6,3.6,4.0,8,EvanMi00
19,3,7,37,19.3,5.6,0.0,10,MixoJo00
20,3,11,32,20.1,4.0,4.0,9,AlleKe00
21,3,5,41,20.7,7.5,-8.0,11,GurlTo01
22,4,11,44,24.4,5.2,1.0,10,ThieAd00
23,4,17,53,27.0,5.7,8.0,11,DiggSt00
24,4,15,55,28.1,7.4,4.0,12,JohnKe06
25,4,9,52,28.1,7.6,1.0,2,KittGe00
26,4,14,51,29.2,7.6,-1.0,13,FourLe00
27,4,17,54,29.4,7.0,3.0,12,CoopAm00
28,4,14,54,31.4,7.6,4.0,14,JoneAa00
29,4,20,52,32.6,6.9,-2.0,3,ErtzZa00
30,4,15,64,33.0,8.8,-1.0,15,FreeDe00
31,4,22,66,33.3,7.3,7.0,13,CookBr00
32,4,18,63,33.8,8.9,3.0,14,EdelJu00
33,4,22,58,35.1,7.8,7.0,15,WoodRo02
34,4,19,70,37.1,10.1,2.0,16,CarsCh00
35,4,17,78,37.6,10.0,12.0,16,GodwCh00
36,5,24,62,39.5,8.7,-16.0,1,MahoPa00
37,5,20,201,39.6,16.3,-4.0,17,JacoJo01
38,5,11,139,41.6,26.7,-17.0,17,BrowAn04
39,5,24,94,43.1,10.3,5.0,18,GollKe00
40,5,22,88,43.6,12.4,8.0,19,LockTy00
41,5,19,102,44.7,14.8,-7.0,18,WillDa05
42,5,17,117,45.2,15.0,-3.0,20,HiltT.00
43,5,16,230,46.2,19.5,3.0,19,MontDa01
44,5,23,80,46.8,12.5,-3.0,20,MackMa00
45,5,22,79,47.8,9.7,-8.0,21,HenrDe00
46,5,27,109,49.3,10.5,8.0,21,BoydTy00
47,5,23,81,49.3,11.9,-2.0,22,IngrMa01
48,5,29,91,50.2,10.6,1.0,23,MichSo00
49,5,27,95,50.3,11.4,1.0,22,KuppCo00
50,5,25,92,52.4,10.7,5.0,4,EngrEv00
51,5,25,120,53.0,12.3,5.0,5,HowaO.00
52,5,20,91,53.2,14.2,0.0,24,WhitJa02
53,6,36,84,56.5,9.2,-10.0,2,WatsDe00
54,6,31,100,57.1,11.8,3.0,23,RidlCa00
55,6,28,134,57.7,15.3,7.0,24,MoorD.00
56,6,30,109,59.6,15.1,14.0,25,RobiAl02
57,6,35,102,59.8,13.1,-4.0,25,LindPh00
58,6,39,101,60.4,12.3,7.0,26,JeffAl00
59,6,23,162,61.8,23.9,15.0,26,JohnDu00
60,6,34,143,62.3,16.1,1.0,6,HenrHu00
61,6,33,93,62.9,11.8,6.0,27,ColeTe01
62,6,31,126,63.4,15.6,1.0,27,LandJa00
63,6,36,123,65.5,11.7,-12.0,3,RodgAa00
64,6,32,101,66.0,14.1,-5.0,28,WillMi07
65,6,29,129,66.8,17.3,3.0,28,EkelAu00
66,6,21,132,67.3,14.7,0.0,29,CoheTa00
67,6,38,250,67.6,24.0,4.0,30,SandMi01
68,6,8,197,67.7,29.4,-26.0,31,GordMe00
69,6,23,127,69.8,16.1,4.0,32,DrakKe00
70,6,47,130,72.8,13.9,5.0,29,AndeRo04
71,6,27,130,72.9,20.4,12.0,30,WestDe00
72,6,23,134,73.8,18.5,5.0,33,GuicDe00
73,7,42,114,76.9,13.4,17.0,34,MurrLa00
74,7,50,125,78.2,14.2,-16.0,4,MayfBa00
75,7,22,137,76.8,21.7,-15.0,31,GreeA.00
76,7,45,133,79.9,16.8,12.0,32,KirkCh01
77,7,45,143,80.9,15.5,-13.0,5,RyanMa00
78,7,44,137,84.1,15.9,3.0,33,WatkSa00
79,7,46,194,84.3,23.0,25.0,35,BreiMa00
