#G,TGT,REC,REC%,YDS,Y/REC,TD,OFF,RECV,DROP,FUM,PBLK,PASS,RECV.1,RT%,PBLK.1,PB%,SLOT,SLT%,WIDE,WID%,INL,INL%,YAC,YAC/REC,Y/RR,ADOT,LNG,DRP,DRP%,CTT,CTC,CTC%,INT,FUM.1,MTF,1ST,RTG,PFR_ID
3.0,2.0,2.0,100.0,53,26.5,0.0,91.8,91.6,68.3,64.0,75.0,14.0,9.0,64.3,4.0,28.6,1.0,7.1,0.0,0.0,13.0,92.9,8.0,4.0,5.89,22.5,31.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,118.8,CeleGa00
18.0,152.0,98.0,64.5,1328,13.6,15.0,91.3,91.4,57.3,83.5,76.9,687.0,574.0,83.6,72.0,10.5,285.0,41.5,153.0,22.3,241.0,35.1,535.0,5.5,2.31,10.2,46.0,9.0,8.4,0.0,0.0,,6.0,0.0,21.0,72.0,108.7,GronRo00
12.0,129.0,91.0,70.5,1305,14.3,12.0,90.8,91.2,88.4,87.4,,501.0,474.0,94.6,0.0,0.0,104.0,20.8,385.0,76.8,0.0,0.0,481.0,5.3,2.75,12.3,80.0,2.0,2.2,0.0,0.0,,2.0,0.0,15.0,57.0,127.6,BeckOd00
17.0,192.0,138.0,71.9,1815,13.2,13.0,91.1,91.1,90.2,74.3,,729.0,690.0,94.7,0.0,0.0,131.0,18.0,589.0,80.8,2.0,0.3,641.0,4.6,2.63,10.7,63.0,5.0,3.5,0.0,0.0,,4.0,1.0,18.0,91.0,115.3,BrowAn04
5.0,5.0,4.0,80.0,109,27.3,1.0,91.0,90.6,72.1,67.0,,21.0,21.0,100.0,0.0,0.0,4.0,19.0,17.0,81.0,0.0,0.0,10.0,2.5,5.19,29.6,45.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,3.0,158.3,MattCh00
18.0,142.0,94.0,66.2,1406,15.0,16.0,90.1,90.0,79.3,66.7,,582.0,551.0,94.7,0.0,0.0,93.0,16.0,489.0,84.0,0.0,0.0,427.0,4.5,2.55,12.9,68.0,5.0,5.1,0.0,0.0,,5.0,1.0,20.0,63.0,121.4,BryaDe01
17.0,155.0,108.0,69.7,1455,13.5,9.0,86.4,88.3,90.4,63.1,,663.0,621.0,93.7,0.0,0.0,243.0,36.7,418.0,63.0,0.0,0.0,397.0,3.7,2.34,13.0,48.0,2.0,1.8,0.0,0.0,,2.0,1.0,8.0,71.0,113.2,SandEm00
14.0,131.0,76.0,58.0,1162,15.3,8.0,89.5,88.2,61.4,81.8,,537.0,512.0,95.3,0.0,0.0,76.0,14.2,461.0,85.8,0.0,0.0,268.0,3.5,2.27,15.6,67.0,7.0,8.4,0.0,0.0,,4.0,0.0,2.0,63.0,95.0,JohnCa00
15.0,156.0,104.0,66.7,1593,15.3,6.0,89.8,88.0,63.5,34.8,,616.0,585.0,95.0,0.0,0.0,79.0,12.8,534.0,86.7,0.0,0.0,553.0,5.3,2.72,12.4,79.0,8.0,7.1,0.0,0.0,,4.0,2.0,16.0,76.0,102.3,JoneJu02
17.0,189.0,116.0,61.4,1678,14.5,12.0,87.9,87.7,56.9,84.7,,674.0,630.0,93.5,0.0,0.0,128.0,19.0,546.0,81.0,0.0,0.0,681.0,5.9,2.66,10.7,86.0,11.0,8.7,0.0,0.0,,6.0,0.0,11.0,73.0,98.2,ThomDe03
