#G,TGT,REC,REC%,YDS,Y/REC,TD,OFF,RECV,DROP,FUM,PBLK,PASS,RECV.1,RT%,PBLK.1,PB%,SLOT,SLT%,WIDE,WID%,INL,INL%,YAC,YAC/REC,Y/RR,ADOT,LNG,DRP,DRP%,CTT,CTC,CTC%,INT,FUM.1,MTF,1ST,RTG,PFR_ID
17.0,125.0,85.0,68.0,1385,16.3,9.0,84.4,85.0,76.2,64.8,,612.0,577.0,94.3,0.0,0.0,160.0,26.1,432.0,70.6,0.0,0.0,498.0,5.9,2.4,14.3,61.0,5.0,5.6,0.0,0.0,,2.0,1.0,9.0,62.0,122.3,JackDe00
18.0,145.0,90.0,62.1,1267,14.1,16.0,81.3,84.3,72.0,82.7,69.3,670.0,607.0,90.6,31.0,4.6,336.0,50.1,165.0,24.6,166.0,24.8,433.0,4.8,2.09,10.6,56.0,6.0,6.3,0.0,0.0,,6.0,0.0,11.0,63.0,109.8,GrahJi00
17.0,31.0,21.0,67.7,253,12.0,2.0,87.7,84.0,84.9,80.4,68.2,272.0,146.0,53.7,115.0,42.3,31.0,11.4,18.0,6.6,214.0,78.7,102.0,4.9,1.73,11.0,32.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,15.0,100.6,WatsBe00
16.0,140.0,89.0,63.6,1421,16.0,7.0,86.9,83.9,76.6,27.9,89.4,637.0,600.0,94.2,7.0,1.1,129.0,20.3,497.0,78.0,10.0,1.6,406.0,4.6,2.37,13.6,80.0,5.0,5.3,0.0,0.0,,5.0,3.0,8.0,62.0,99.1,JeffAl00
17.0,125.0,88.0,70.4,1103,12.5,6.0,85.3,83.8,83.1,82.9,,634.0,599.0,94.5,0.0,0.0,356.0,56.2,276.0,43.5,2.0,0.3,291.0,3.3,1.84,10.9,35.0,4.0,4.3,0.0,0.0,,1.0,0.0,5.0,64.0,110.2,ColsMa00
2.0,3.0,2.0,66.7,31,15.5,0.0,88.1,83.3,68.3,64.0,,5.0,5.0,100.0,0.0,0.0,2.0,40.0,3.0,60.0,0.0,0.0,15.0,7.5,6.2,10.3,18.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,100.7,ThomLa02
16.0,156.0,93.0,59.6,1249,13.4,13.0,82.2,83.3,49.6,25.5,,647.0,611.0,94.4,0.0,0.0,73.0,11.3,574.0,88.7,0.0,0.0,526.0,5.7,2.04,12.3,79.0,11.0,10.6,0.0,0.0,,3.0,3.0,15.0,68.0,104.9,BryaDe01
3.0,1.0,1.0,100.0,51,51.0,0.0,89.5,83.2,64.7,61.2,,5.0,5.0,100.0,0.0,0.0,2.0,40.0,3.0,60.0,0.0,0.0,2.0,2.0,10.2,49.0,51.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,118.8,WillTe00
18.0,34.0,22.0,64.7,417,19.0,4.0,84.9,82.9,62.5,75.3,71.0,195.0,168.0,86.2,14.0,7.2,104.0,53.3,18.0,9.2,68.0,34.9,167.0,7.6,2.48,11.9,60.0,2.0,8.3,0.0,0.0,,0.0,0.0,2.0,19.0,146.3,GreeLa00
19.0,88.0,63.0,71.6,980,15.6,6.0,82.7,82.6,84.4,82.2,,524.0,496.0,94.7,0.0,0.0,348.0,66.4,161.0,30.7,15.0,2.9,296.0,4.7,1.98,11.4,52.0,2.0,3.1,0.0,0.0,,2.0,0.0,5.0,46.0,121.4,BaldDo00
19.0,176.0,120.0,68.2,1736,14.5,17.0,84.2,82.2,62.3,42.1,,821.0,772.0,94.0,0.0,0.0,113.0,13.8,707.0,86.1,0.0,0.0,831.0,6.9,2.25,10.4,78.0,10.0,7.7,0.0,0.0,,5.0,2.0,14.0,79.0,120.4,ThomDe03
18.0,158.0,99.0,62.7,1410,14.2,7.0,82.0,82.0,70.4,87.2,,659.0,621.0,94.2,0.0,0.0,321.0,48.7,338.0,51.3,0.0,0.0,475.0,4.8,2.27,12.4,73.0,7.0,6.6,0.0,0.0,,4.0,0.0,12.0,60.0,95.7,HiltT.00
17.0,59.0,39.0,66.1,491,12.6,5.0,80.2,81.8,66.5,85.4,76.6,297.0,259.0,87.2,21.0,7.1,111.0,37.4,55.0,18.5,125.0,42.1,175.0,4.5,1.9,9.8,38.0,3.0,7.1,0.0,0.0,,0.0,0.0,2.0,27.0,120.1,ErtzZa00
8.0,9.0,7.0,77.8,75,10.7,2.0,69.9,81.4,75.6,69.5,69.3,54.0,41.0,75.9,10.0,18.5,2.0,3.7,1.0,1.9,50.0,92.6,37.0,5.3,1.83,7.4,29.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,141.0,BallJa21
17.0,112.0,83.0,74.1,976,11.8,12.0,79.6,81.2,70.1,53.9,73.9,706.0,537.0,76.1,138.0,19.5,169.0,23.9,76.0,10.8,450.0,63.7,472.0,5.7,1.82,7.6,74.0,6.0,6.7,0.0,0.0,,1.0,1.0,11.0,50.0,132.1,ThomJu00
16.0,174.0,113.0,64.9,1346,11.9,5.0,82.2,81.2,58.2,60.9,,632.0,613.0,97.0,0.0,0.0,119.0,18.8,513.0,81.2,0.0,0.0,675.0,6.0,2.2,9.3,53.0,11.0,8.9,0.0,0.0,,8.0,1.0,15.0,60.0,78.9,GarcPi00
16.0,108.0,68.0,63.0,819,12.0,5.0,82.3,81.0,68.4,81.2,,501.0,478.0,95.4,0.0,0.0,79.0,15.8,422.0,84.2,0.0,0.0,198.0,2.9,1.71,11.3,44.0,5.0,6.8,0.0,0.0,,4.0,0.0,16.0,46.0,86.1,SmitSt01
14.0,149.0,87.0,58.4,1646,18.9,9.0,82.7,81.0,40.9,83.1,,632.0,614.0,97.2,0.0,0.0,77.0,12.2,555.0,87.8,0.0,0.0,633.0,7.3,2.68,14.3,95.0,10.0,10.3,0.0,0.0,,2.0,0.0,10.0,64.0,111.3,GordJo02
18.0,168.0,121.0,72.0,1229,10.2,7.0,81.2,80.8,58.2,58.1,68.9,703.0,662.0,94.2,3.0,0.4,351.0,49.9,346.0,49.2,5.0,0.7,545.0,4.5,1.86,8.5,44.0,13.0,9.7,0.0,0.0,,1.0,0.0,10.0,62.0,104.0,EdelJu00
17.0,180.0,101.0,56.1,1460,14.5,11.0,81.4,80.7,58.9,58.4,,703.0,674.0,95.9,0.0,0.0,134.0,19.1,569.0,80.9,0.0,0.0,399.0,4.0,2.17,14.1,82.0,11.0,9.8,0.0,0.0,,12.0,1.0,14.0,67.0,75.2,GreeA.00
16.0,30.0,18.0,60.0,207,11.5,7.0,81.0,80.4,69.9,74.1,49.2,196.0,172.0,87.8,13.0,6.6,65.0,33.2,21.0,10.7,110.0,56.1,45.0,2.5,1.2,12.2,25.0,1.0,5.3,0.0,0.0,,2.0,0.0,1.0,14.0,92.6,FaurJo00
16.0,134.0,94.0,70.1,1079,11.5,2.0,81.5,80.4,60.5,38.3,,562.0,536.0,95.4,0.0,0.0,382.0,68.0,180.0,32.0,0.0,0.0,593.0,6.3,2.01,7.1,45.0,8.0,7.8,0.0,0.0,,3.0,2.0,19.0,53.0,89.7,WrigKe01
16.0,107.0,65.0,60.7,1041,16.0,5.0,82.1,80.3,67.2,80.9,48.6,602.0,567.0,94.2,4.0,0.7,134.0,22.3,464.0,77.1,4.0,0.7,276.0,4.2,1.84,14.7,91.0,5.0,7.1,0.0,0.0,,7.0,0.0,10.0,48.0,81.6,FloyMi00
17.0,108.0,77.0,71.3,871,11.3,6.0,79.0,80.3,74.3,84.5,68.5,606.0,513.0,84.7,74.0,12.2,305.0,50.3,70.0,11.6,175.0,28.9,347.0,4.5,1.7,9.8,35.0,5.0,6.1,0.0,0.0,,1.0,0.0,4.0,46.0,109.8,OlseGr00
1.0,2.0,1.0,50.0,20,20.0,1.0,72.2,79.7,64.7,61.2,73.0,15.0,10.0,66.7,4.0,26.7,2.0,13.3,1.0,6.7,11.0,73.3,4.0,4.0,2.0,16.5,20.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,125.0,AlleDw00
15.0,42.0,29.0,69.0,329,11.3,2.0,86.5,79.7,77.3,43.2,68.5,154.0,147.0,95.5,1.0,0.6,96.0,62.3,55.0,35.7,0.0,0.0,137.0,4.7,2.24,11.2,30.0,1.0,3.3,0.0,0.0,,1.0,0.0,6.0,16.0,98.2,JernJe00
5.0,57.0,41.0,71.9,580,14.1,2.0,80.8,79.6,58.7,23.1,,222.0,211.0,95.0,0.0,0.0,25.0,11.3,197.0,88.7,0.0,0.0,261.0,6.4,2.75,10.4,81.0,5.0,10.9,0.0,0.0,,2.0,2.0,7.0,26.0,101.5,JoneJu02
16.0,156.0,78.0,50.0,1224,15.7,7.0,79.1,79.5,31.6,56.0,,591.0,551.0,93.2,0.0,0.0,222.0,37.6,366.0,61.9,3.0,0.5,330.0,4.2,2.22,13.3,60.0,12.0,13.3,0.0,0.0,,10.0,1.0,9.0,60.0,64.7,JackVi00
19.0,107.0,72.0,67.3,959,13.3,5.0,79.9,79.4,77.4,63.4,,556.0,521.0,93.7,0.0,0.0,100.0,18.0,450.0,80.9,1.0,0.2,530.0,7.4,1.84,10.2,80.0,4.0,5.3,0.0,0.0,,2.0,1.0,24.0,46.0,103.3,TateGo00
7.0,57.0,38.0,66.7,503,13.2,2.0,81.0,79.2,58.6,78.4,70.2,274.0,254.0,92.7,1.0,0.4,193.0,70.4,78.0,28.5,3.0,1.1,174.0,4.6,1.98,10.2,35.0,4.0,9.5,0.0,0.0,,2.0,0.0,6.0,28.0,91.5,WaynRe00
12.0,43.0,31.0,72.1,388,12.5,2.0,76.2,78.9,88.3,76.8,58.7,228.0,209.0,91.7,10.0,4.4,143.0,62.7,28.0,12.3,55.0,24.1,127.0,4.1,1.86,8.7,34.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,20.0,115.3,WinsKe01
5.0,2.0,2.0,100.0,27,13.5,0.0,48.3,78.1,68.3,23.6,,9.0,8.0,88.9,0.0,0.0,4.0,44.4,4.0,44.4,0.0,0.0,22.0,11.0,3.38,2.5,14.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,118.8,SmitBr01
14.0,52.0,39.0,75.0,368,9.4,2.0,77.7,77.9,74.3,45.7,,210.0,198.0,94.3,0.0,0.0,195.0,92.9,13.0,6.2,0.0,0.0,192.0,4.9,1.86,4.6,23.0,1.0,2.5,0.0,0.0,,2.0,0.0,5.0,20.0,90.9,BeasCo00
6.0,34.0,25.0,73.5,300,12.0,3.0,73.1,77.5,64.3,75.7,28.9,168.0,152.0,90.5,8.0,4.8,54.0,32.1,26.0,15.5,86.0,51.2,238.0,9.5,1.97,5.6,52.0,2.0,7.4,0.0,0.0,,1.0,0.0,10.0,13.0,117.3,FinlJe00
7.0,42.0,33.0,78.6,484,14.7,4.0,78.3,77.2,88.7,81.8,,241.0,231.0,95.9,0.0,0.0,228.0,94.6,7.0,2.9,0.0,0.0,193.0,5.8,2.1,9.7,48.0,1.0,2.9,0.0,0.0,,1.0,0.0,6.0,21.0,136.5,CobbRa00
16.0,129.0,82.0,63.6,954,11.6,10.0,80.3,77.1,90.7,53.6,,632.0,596.0,94.3,0.0,0.0,304.0,48.1,325.0,51.4,3.0,0.5,348.0,4.2,1.6,10.6,75.0,1.0,1.2,0.0,0.0,,7.0,1.0,7.0,49.0,89.1,FitzLa00
16.0,98.0,69.0,70.4,759,11.0,6.0,76.3,76.9,53.8,86.6,71.2,584.0,467.0,80.0,105.0,18.0,243.0,41.6,47.0,8.0,226.0,38.7,375.0,5.4,1.63,7.4,67.0,7.0,9.2,0.0,0.0,,2.0,0.0,16.0,36.0,104.9,ClayCh00
7.0,43.0,30.0,69.8,326,10.9,3.0,79.2,76.8,58.1,76.5,,201.0,195.0,97.0,0.0,0.0,191.0,95.0,10.0,5.0,0.0,0.0,123.0,4.1,1.67,8.8,46.0,3.0,9.1,0.0,0.0,,2.0,0.0,3.0,19.0,95.7,GibsBr00
14.0,118.0,73.0,61.9,998,13.7,4.0,76.9,76.7,71.3,49.6,,527.0,500.0,94.9,0.0,0.0,359.0,68.1,163.0,30.9,3.0,0.6,263.0,3.6,2.0,12.1,70.0,5.0,6.4,0.0,0.0,,4.0,1.0,8.0,45.0,86.1,CruzVi00
16.0,127.0,76.0,59.8,1016,13.4,4.0,77.9,76.4,72.7,51.5,,636.0,620.0,97.5,0.0,0.0,97.0,15.3,539.0,84.7,0.0,0.0,309.0,4.1,1.64,10.6,50.0,5.0,6.2,0.0,0.0,,4.0,0.0,6.0,53.0,82.7,HartBr00
16.0,89.0,65.0,73.0,759,11.7,5.0,75.1,76.0,73.5,46.9,45.0,618.0,520.0,84.1,71.0,11.5,342.0,55.3,43.0,7.0,211.0,34.1,385.0,5.9,1.46,8.2,43.0,3.0,4.4,0.0,0.0,,2.0,1.0,23.0,40.0,107.8,BennMa00
16.0,101.0,58.0,57.4,919,15.8,3.0,77.9,76.0,76.0,80.2,,584.0,556.0,95.2,0.0,0.0,141.0,24.1,441.0,75.5,2.0,0.3,238.0,4.1,1.65,13.7,77.0,4.0,6.5,0.0,0.0,,10.0,0.0,4.0,43.0,58.2,WashNa00
16.0,115.0,83.0,72.2,859,10.3,8.0,75.5,76.0,82.1,82.7,62.6,709.0,608.0,85.8,66.0,9.3,463.0,65.3,120.0,16.9,124.0,17.5,217.0,2.6,1.41,8.8,25.0,4.0,4.6,0.0,0.0,,3.0,0.0,6.0,55.0,105.7,GonzTo00
15.0,42.0,32.0,76.2,258,8.1,4.0,77.6,75.8,69.5,77.0,78.5,261.0,182.0,69.7,67.0,25.7,52.0,19.9,7.0,2.7,166.0,63.6,112.0,3.5,1.42,5.3,21.0,2.0,5.9,0.0,0.0,,2.0,0.0,2.0,16.0,103.1,KendLa00
1.0,1.0,0.0,0.0,0,,0.0,73.8,75.4,,65.2,,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,,0.0,38.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,39.6,HakiSa00
13.0,44.0,32.0,72.7,344,10.8,1.0,78.5,75.4,78.4,44.8,71.3,266.0,217.0,81.6,44.0,16.5,77.0,28.9,26.0,9.8,121.0,45.5,164.0,5.1,1.59,6.5,30.0,1.0,3.0,0.0,0.0,,0.0,0.0,2.0,19.0,102.8,CarlJo00
2.0,11.0,6.0,54.5,149,24.8,0.0,79.3,74.9,49.7,68.8,,57.0,53.0,93.0,0.0,0.0,10.0,17.5,47.0,82.5,0.0,0.0,20.0,3.3,2.81,16.2,47.0,1.0,14.3,0.0,0.0,,0.0,0.0,0.0,5.0,99.6,FloyMa00
12.0,63.0,43.0,68.3,523,12.2,3.0,73.4,74.8,83.6,83.2,,337.0,325.0,96.4,0.0,0.0,259.0,76.9,75.0,22.3,0.0,0.0,185.0,4.3,1.61,9.0,26.0,1.0,2.3,0.0,0.0,,2.0,0.0,3.0,30.0,96.2,KerlJe00
17.0,68.0,40.0,58.8,660,16.5,5.0,75.1,74.8,65.7,90.4,,391.0,372.0,95.1,0.0,0.0,48.0,12.3,340.0,87.0,0.0,0.0,289.0,7.2,1.77,14.7,59.0,3.0,7.0,0.0,0.0,,3.0,0.0,7.0,27.0,97.7,GinnTe00
10.0,8.0,6.0,75.0,101,16.8,0.0,74.2,74.7,74.6,69.8,,44.0,43.0,97.7,0.0,0.0,10.0,22.7,34.0,77.3,0.0,0.0,19.0,3.2,2.35,20.1,33.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,4.0,77.1,LockRi00
13.0,81.0,46.0,56.8,695,15.1,5.0,73.7,74.2,35.1,78.9,,388.0,371.0,95.6,0.0,0.0,26.0,6.7,362.0,93.3,0.0,0.0,256.0,5.6,1.87,10.7,73.0,5.0,9.8,0.0,0.0,,4.0,0.0,4.0,36.0,85.2,MoorDe02
16.0,94.0,60.0,63.8,888,14.8,4.0,74.4,74.1,65.3,59.2,76.8,518.0,489.0,94.4,3.0,0.6,241.0,46.5,274.0,52.9,2.0,0.4,323.0,5.4,1.82,11.9,66.0,4.0,6.3,0.0,0.0,,6.0,1.0,1.0,39.0,82.2,StreRo00
19.0,152.0,95.0,62.5,1399,14.7,11.0,77.2,74.1,65.3,43.8,66.2,810.0,760.0,93.8,1.0,0.1,272.0,33.6,538.0,66.4,0.0,0.0,438.0,4.6,1.84,11.5,61.0,9.0,8.7,0.0,0.0,,4.0,2.0,8.0,71.0,105.7,DeckEr00
4.0,2.0,2.0,100.0,18,9.0,0.0,56.7,73.8,68.3,64.0,75.5,16.0,9.0,56.3,7.0,43.8,1.0,6.3,0.0,0.0,14.0,87.5,9.0,4.5,2.0,4.5,18.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,104.2,BajeBi00
12.0,95.0,52.0,54.7,597,11.5,3.0,73.3,73.7,40.6,40.6,,411.0,380.0,92.5,0.0,0.0,295.0,71.8,116.0,28.2,0.0,0.0,212.0,4.1,1.57,9.3,45.0,8.0,13.3,0.0,0.0,,3.0,1.0,6.0,33.0,71.3,JohnSt00
15.0,101.0,68.0,67.3,804,11.8,4.0,73.8,73.4,68.2,81.1,,508.0,494.0,97.2,0.0,0.0,335.0,65.9,165.0,32.5,8.0,1.6,355.0,5.2,1.63,9.8,70.0,5.0,6.8,0.0,0.0,,6.0,0.0,8.0,36.0,79.8,JennGr00
8.0,58.0,34.0,58.6,487,14.3,1.0,72.7,73.3,61.3,28.4,,242.0,225.0,93.0,0.0,0.0,51.0,21.1,191.0,78.9,0.0,0.0,200.0,5.9,2.16,10.4,60.0,2.0,5.6,0.0,0.0,,2.0,1.0,6.0,23.0,77.3,CrabMi00
5.0,39.0,24.0,61.5,252,10.5,3.0,70.5,73.2,62.7,75.3,61.4,229.0,206.0,90.0,12.0,5.2,69.0,30.1,13.0,5.7,142.0,62.0,86.0,3.6,1.22,7.0,28.0,2.0,7.7,0.0,0.0,,4.0,0.0,2.0,18.0,66.3,DaniOw00
16.0,133.0,91.0,68.4,937,10.3,11.0,74.3,73.2,44.8,85.0,,639.0,598.0,93.6,0.0,0.0,540.0,84.5,92.0,14.4,0.0,0.0,387.0,4.3,1.57,7.4,33.0,12.0,11.7,0.0,0.0,,3.0,0.0,5.0,56.0,106.6,WelkWe00
15.0,39.0,26.0,66.7,398,15.3,4.0,70.2,72.8,56.0,76.0,48.8,336.0,246.0,73.2,78.0,23.2,84.0,25.0,14.0,4.2,230.0,68.5,170.0,6.5,1.62,10.0,47.0,3.0,10.3,0.0,0.0,,1.0,0.0,4.0,15.0,123.7,CumbJe00
16.0,109.0,73.0,67.0,851,11.7,8.0,78.2,72.8,61.2,81.8,77.1,662.0,540.0,81.6,90.0,13.6,297.0,44.9,11.0,1.7,339.0,51.2,333.0,4.6,1.58,8.3,34.0,6.0,7.6,0.0,0.0,,1.0,0.0,6.0,44.0,111.1,WittJa00
16.0,56.0,38.0,67.9,407,10.7,4.0,68.8,72.6,58.2,81.8,73.5,382.0,338.0,88.5,23.0,6.0,121.0,31.7,15.0,3.9,234.0,61.3,112.0,2.9,1.2,8.4,37.0,5.0,11.6,0.0,0.0,,1.0,0.0,2.0,25.0,105.3,RiveMy00
18.0,96.0,57.0,59.4,904,15.9,15.0,72.5,72.4,49.3,40.6,65.8,545.0,493.0,90.5,27.0,5.0,190.0,34.9,70.0,12.8,274.0,50.3,272.0,4.8,1.83,14.5,64.0,6.0,9.5,0.0,0.0,,3.0,1.0,7.0,40.0,117.4,DaviVe00
16.0,28.0,24.0,85.7,217,9.0,2.0,72.7,72.3,85.7,75.5,78.0,178.0,163.0,91.6,7.0,3.9,114.0,64.0,30.0,16.9,31.0,17.4,103.0,4.3,1.33,6.6,23.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,17.0,122.8,TammJa00
10.0,52.0,25.0,48.1,431,17.2,1.0,74.5,72.2,63.6,75.5,,261.0,249.0,95.4,0.0,0.0,25.0,9.6,236.0,90.4,0.0,0.0,117.0,4.7,1.73,14.7,40.0,2.0,7.4,0.0,0.0,,2.0,0.0,0.0,21.0,67.1,HolmAn00
16.0,72.0,45.0,62.5,469,10.4,4.0,80.4,72.2,53.9,87.9,,298.0,290.0,97.3,0.0,0.0,54.0,18.1,237.0,79.5,0.0,0.0,286.0,6.4,1.62,8.6,79.0,5.0,10.0,0.0,0.0,,2.0,0.0,9.0,19.0,88.3,PattCo00
15.0,76.0,49.0,64.5,681,13.9,3.0,73.1,72.0,64.5,79.2,62.4,454.0,423.0,93.2,1.0,0.2,27.0,5.9,427.0,94.1,0.0,0.0,255.0,5.2,1.61,10.3,52.0,5.0,9.3,0.0,0.0,,3.0,0.0,12.0,34.0,89.9,BoykJa00
17.0,70.0,49.0,70.0,694,14.2,8.0,74.5,71.7,72.0,82.5,,509.0,480.0,94.3,0.0,0.0,421.0,82.7,88.0,17.3,0.0,0.0,377.0,7.7,1.45,10.1,54.0,4.0,7.5,0.0,0.0,,2.0,0.0,12.0,35.0,127.9,RoyaEd00
16.0,113.0,65.0,57.5,823,12.7,6.0,74.8,71.7,44.3,80.9,71.6,628.0,595.0,94.7,1.0,0.2,177.0,28.2,445.0,70.9,6.0,1.0,276.0,4.2,1.38,10.0,63.0,8.0,11.0,0.0,0.0,,1.0,0.0,14.0,46.0,94.4,BoweDw00
15.0,109.0,80.0,73.4,917,11.5,7.0,70.6,71.6,73.4,51.5,58.2,700.0,622.0,88.9,57.0,8.1,395.0,56.4,54.0,7.7,219.0,31.3,250.0,3.1,1.47,10.2,53.0,5.0,5.9,0.0,0.0,,5.0,1.0,5.0,47.0,100.6,CameJo00
17.0,89.0,53.0,59.6,903,17.0,9.0,71.8,71.5,61.9,82.8,,595.0,560.0,94.1,0.0,0.0,103.0,17.3,489.0,82.2,2.0,0.3,251.0,4.7,1.61,14.4,63.0,5.0,8.6,0.0,0.0,,2.0,0.0,5.0,37.0,118.3,CoopRi00
4.0,46.0,29.0,63.0,415,14.3,1.0,71.9,71.4,66.8,76.6,,163.0,158.0,96.9,0.0,0.0,71.0,43.6,92.0,56.4,0.0,0.0,215.0,7.4,2.63,8.8,67.0,2.0,6.5,0.0,0.0,,3.0,0.0,2.0,17.0,72.3,BlacJu00
18.0,49.0,29.0,59.2,480,16.6,6.0,74.2,71.3,67.3,24.2,,305.0,285.0,93.4,0.0,0.0,107.0,35.1,194.0,63.6,4.0,1.3,88.0,3.0,1.68,16.7,43.0,3.0,9.4,0.0,0.0,,2.0,1.0,5.0,20.0,114.8,KearJe01
16.0,96.0,48.0,50.0,726,15.1,1.0,73.5,71.3,56.2,38.9,,463.0,447.0,96.5,0.0,0.0,64.0,13.8,398.0,86.0,1.0,0.2,182.0,3.8,1.62,14.4,51.0,4.0,7.7,0.0,0.0,,6.0,1.0,5.0,35.0,52.7,SimpJe00
5.0,10.0,4.0,40.0,136,34.0,0.0,74.0,71.1,72.1,67.0,,40.0,36.0,90.0,0.0,0.0,9.0,22.5,31.0,77.5,0.0,0.0,75.0,18.8,3.78,17.4,63.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,3.0,87.5,GoldBr00
10.0,23.0,17.0,73.9,226,13.3,0.0,70.9,71.0,82.7,74.7,,125.0,117.0,93.6,0.0,0.0,21.0,16.8,103.0,82.4,0.0,0.0,45.0,2.6,1.93,10.4,28.0,1.0,5.6,0.0,0.0,,0.0,0.0,2.0,10.0,104.6,BailSt01
10.0,49.0,31.0,63.3,352,11.4,2.0,73.1,71.0,69.1,82.8,,277.0,265.0,95.7,0.0,0.0,142.0,51.3,135.0,48.7,0.0,0.0,146.0,4.7,1.33,8.8,25.0,2.0,6.1,0.0,0.0,,0.0,0.0,6.0,20.0,98.3,WhalGr00
16.0,74.0,46.0,62.2,602,13.1,10.0,74.9,71.0,62.7,79.1,77.1,457.0,438.0,95.8,3.0,0.7,358.0,78.3,81.0,17.7,15.0,3.3,221.0,4.8,1.37,10.8,36.0,4.0,8.0,0.0,0.0,,3.0,0.0,4.0,36.0,110.5,CotcJe00
