#G,TGT,REC,REC%,YDS,Y/REC,TD,OFF,RECV,DROP,FUM,PBLK,PASS,RECV.1,RT%,PBLK.1,PB%,SLOT,SLT%,WIDE,WID%,INL,INL%,YAC,YAC/REC,Y/RR,ADOT,LNG,DRP,DRP%,CTT,CTC,CTC%,INT,FUM.1,MTF,1ST,RTG,PFR_ID
13.0,21.0,16.0,76.2,150,9.4,4.0,75.9,80.9,67.0,73.3,75.8,135.0,77.0,57.0,51.0,37.8,17.0,12.6,6.0,4.4,103.0,76.3,82.0,5.1,1.95,5.4,29.0,1.0,5.9,2.0,1.0,50.0,0.0,0.0,0.0,10.0,134.9,PruiMy00
20.0,121.0,84.0,69.4,1124,13.4,8.0,78.7,79.5,70.7,54.5,,654.0,618.0,94.5,0.0,0.0,161.0,24.6,493.0,75.4,0.0,0.0,397.0,4.7,1.82,11.1,54.0,6.0,6.7,23.0,9.0,39.1,1.0,1.0,16.0,53.0,117.2,AiyuBr00
16.0,119.0,78.0,65.5,920,11.8,5.0,80.7,79.4,78.6,53.2,67.1,491.0,466.0,94.9,1.0,0.2,318.0,64.8,106.0,21.6,67.0,13.6,284.0,3.6,1.97,10.2,36.0,4.0,4.9,19.0,10.0,52.6,4.0,1.0,3.0,51.0,88.9,AndrMa00
13.0,90.0,63.0,70.0,895,14.2,4.0,78.9,79.3,90.0,80.6,,481.0,464.0,96.5,0.0,0.0,72.0,15.0,409.0,85.0,0.0,0.0,321.0,5.1,1.93,12.7,55.0,1.0,1.6,26.0,15.0,57.7,2.0,0.0,4.0,39.0,107.4,WillMi07
19.0,125.0,87.0,69.6,1177,13.5,8.0,78.4,78.8,81.8,82.7,22.3,692.0,655.0,94.7,0.0,0.0,123.0,17.8,567.0,81.9,2.0,0.3,310.0,3.6,1.8,12.0,59.0,4.0,4.4,33.0,19.0,57.6,3.0,0.0,9.0,54.0,110.6,HiggTe00
14.0,79.0,58.0,73.4,628,10.8,4.0,73.7,78.7,70.2,43.5,76.3,481.0,405.0,84.2,44.0,9.1,172.0,35.8,54.0,11.2,251.0,52.2,341.0,5.9,1.55,7.8,38.0,4.0,6.5,13.0,7.0,53.8,2.0,1.0,6.0,36.0,102.7,NjokDa00
18.0,152.0,100.0,65.8,1184,11.8,8.0,77.7,78.7,81.4,32.2,,653.0,614.0,94.0,0.0,0.0,108.0,16.5,545.0,83.5,0.0,0.0,276.0,2.8,1.93,12.2,54.0,5.0,4.8,47.0,24.0,51.1,4.0,2.0,7.0,54.0,95.9,MetcDK00
12.0,34.0,28.0,82.4,488,17.4,2.0,80.8,78.6,86.9,89.8,,193.0,188.0,97.4,0.0,0.0,50.0,25.9,142.0,73.6,0.0,0.0,174.0,6.2,2.6,11.6,68.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,138.4,ShahRa00
16.0,96.0,63.0,65.6,732,11.6,2.0,75.5,78.3,78.8,80.8,72.3,495.0,435.0,87.9,30.0,6.1,180.0,36.4,26.0,5.3,288.0,58.2,289.0,4.6,1.68,8.4,57.0,3.0,4.5,24.0,10.0,41.7,4.0,0.0,11.0,37.0,78.1,FreiPa00
15.0,100.0,68.0,68.0,986,14.5,6.0,78.4,77.9,62.8,81.5,,479.0,452.0,94.4,0.0,0.0,259.0,54.1,220.0,45.9,0.0,0.0,417.0,6.1,2.18,12.1,67.0,6.0,8.1,11.0,3.0,27.3,2.0,0.0,5.0,42.0,111.5,JeudJe00
14.0,65.0,41.0,63.1,611,14.9,7.0,77.1,77.8,50.7,80.1,,282.0,270.0,95.7,0.0,0.0,89.0,31.6,189.0,67.0,3.0,1.1,264.0,6.4,2.26,14.3,63.0,5.0,10.9,12.0,9.0,75.0,1.0,0.0,4.0,28.0,123.3,WatsCh00
17.0,117.0,90.0,76.9,1072,11.9,9.0,77.9,77.7,87.7,33.7,65.3,604.0,568.0,94.0,1.0,0.2,252.0,41.7,343.0,56.8,5.0,0.8,280.0,3.1,1.89,11.1,40.0,3.0,3.2,14.0,5.0,35.7,6.0,1.0,5.0,53.0,108.6,LockTy00
14.0,15.0,12.0,80.0,151,12.6,1.0,74.1,77.6,62.1,73.0,31.6,90.0,81.0,90.0,4.0,4.4,33.0,36.7,5.0,5.6,52.0,57.8,64.0,5.3,1.86,7.3,45.0,1.0,7.7,3.0,3.0,100.0,1.0,0.0,1.0,6.0,103.1,HeywCo00
3.0,22.0,16.0,72.7,171,10.7,3.0,77.3,77.4,68.7,73.9,,109.0,104.0,95.4,0.0,0.0,22.0,20.2,87.0,79.8,0.0,0.0,25.0,1.6,1.64,10.5,21.0,1.0,5.9,10.0,8.0,80.0,0.0,0.0,0.0,13.0,134.7,ThomMi05
16.0,150.0,114.0,76.0,1108,9.7,3.0,75.7,76.8,85.9,38.7,73.9,682.0,640.0,93.8,2.0,0.3,498.0,73.0,182.0,26.7,1.0,0.1,578.0,5.1,1.73,5.7,44.0,5.0,4.2,28.0,16.0,57.1,1.0,2.0,11.0,58.0,100.1,GodwCh00
10.0,56.0,28.0,50.0,356,12.7,2.0,73.3,76.6,76.7,76.3,70.9,238.0,211.0,88.7,15.0,6.3,106.0,44.5,66.0,27.7,61.0,25.6,133.0,4.8,1.69,13.7,33.0,1.0,3.4,12.0,3.0,25.0,1.0,0.0,3.0,20.0,74.7,PittKy00
16.0,19.0,13.0,68.4,202,15.5,1.0,77.0,76.4,64.4,72.7,,83.0,79.0,95.2,0.0,0.0,16.0,19.3,67.0,80.7,0.0,0.0,61.0,4.7,2.56,12.9,39.0,1.0,7.1,5.0,2.0,40.0,0.0,0.0,2.0,7.0,120.9,HodgKh00
12.0,28.0,23.0,82.1,221,9.6,3.0,78.0,76.4,63.2,47.2,,110.0,103.0,93.6,0.0,0.0,42.0,38.2,62.0,56.4,2.0,1.8,154.0,6.7,2.15,3.5,38.0,2.0,8.0,2.0,1.0,50.0,0.0,0.0,7.0,12.0,135.3,ToneKa00
18.0,133.0,96.0,72.2,1043,10.9,6.0,73.2,76.4,75.5,83.4,52.8,709.0,604.0,85.2,71.0,10.0,250.0,35.3,117.0,16.5,342.0,48.2,489.0,5.1,1.73,7.8,81.0,6.0,5.9,33.0,19.0,57.6,4.0,1.0,10.0,49.0,97.4,HockTJ00
13.0,11.0,11.0,100.0,113,10.3,1.0,66.9,76.3,78.7,71.5,82.7,91.0,75.0,82.4,14.0,15.4,15.0,16.5,23.0,25.3,51.0,56.0,62.0,5.6,1.51,5.2,22.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,7.0,139.8,MitcJa00
17.0,109.0,63.0,57.8,888,14.1,7.0,73.9,76.2,77.9,82.1,,540.0,510.0,94.4,0.0,0.0,149.0,27.6,386.0,71.5,4.0,0.7,191.0,3.0,1.74,14.0,62.0,3.0,4.5,23.0,13.0,56.5,5.0,0.0,9.0,44.0,86.5,MoorD.00
12.0,56.0,46.0,82.1,500,10.9,5.0,76.9,76.1,90.4,36.0,,355.0,338.0,95.2,0.0,0.0,63.0,17.7,292.0,82.3,0.0,0.0,131.0,2.8,1.48,9.2,32.0,0.0,0.0,11.0,7.0,63.6,1.0,1.0,4.0,28.0,126.2,HodgIs00
2.0,1.0,1.0,100.0,6,6.0,0.0,73.7,75.9,64.7,61.2,,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,91.7,HarrJa03
14.0,93.0,67.0,72.0,804,12.0,6.0,75.6,75.8,90.3,48.3,,453.0,423.0,93.4,0.0,0.0,315.0,69.5,134.0,29.6,0.0,0.0,242.0,3.6,1.9,10.2,48.0,1.0,1.5,23.0,13.0,56.5,0.0,1.0,2.0,38.0,119.6,MeyeJa01
16.0,133.0,83.0,62.4,1207,14.5,6.0,74.2,75.7,75.1,82.4,,729.0,688.0,94.4,0.0,0.0,189.0,25.9,540.0,74.1,0.0,0.0,244.0,2.9,1.75,14.1,63.0,4.0,4.6,28.0,18.0,64.3,7.0,0.0,7.0,58.0,85.0,EvanMi00
19.0,150.0,99.0,66.0,1238,12.5,10.0,72.9,75.3,65.9,85.2,62.3,744.0,707.0,95.0,1.0,0.1,562.0,75.5,174.0,23.4,2.0,0.3,431.0,4.4,1.75,9.6,49.0,9.0,8.3,23.0,8.0,34.8,5.0,1.0,8.0,62.0,99.8,KirkCh01
7.0,17.0,9.0,52.9,153,17.0,0.0,76.1,75.2,78.0,71.1,,81.0,75.0,92.6,0.0,0.0,20.0,24.7,61.0,75.3,0.0,0.0,23.0,2.6,2.04,17.9,62.0,0.0,0.0,5.0,1.0,20.0,1.0,0.0,0.0,5.0,59.2,JackDe00
18.0,23.0,20.0,87.0,208,10.4,2.0,66.1,75.2,84.5,74.9,56.8,169.0,116.0,68.6,47.0,27.8,28.0,16.6,12.0,7.1,126.0,74.6,154.0,7.7,1.79,3.0,34.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,4.0,9.0,133.3,FergJa00
17.0,56.0,41.0,73.2,444,10.8,2.0,68.8,74.6,83.5,78.7,24.2,352.0,320.0,90.9,14.0,4.0,186.0,52.8,47.0,13.4,119.0,33.8,134.0,3.3,1.39,8.5,24.0,1.0,2.4,15.0,9.0,60.0,0.0,0.0,4.0,28.0,108.0,HoopAu00
9.0,42.0,28.0,66.7,388,13.9,3.0,72.4,74.5,66.6,76.3,36.0,265.0,246.0,92.8,5.0,1.9,164.0,61.9,53.0,20.0,46.0,17.4,77.0,2.8,1.58,14.0,34.0,2.0,6.7,7.0,3.0,42.9,2.0,0.0,0.0,18.0,100.1,WallDa01
15.0,49.0,37.0,75.5,495,13.4,5.0,72.4,74.3,81.8,29.3,61.3,326.0,303.0,92.9,10.0,3.1,131.0,40.2,39.0,12.0,156.0,47.9,270.0,7.3,1.63,8.5,46.0,1.0,2.6,8.0,5.0,62.5,2.0,1.0,6.0,23.0,124.1,AkinJo00
13.0,47.0,31.0,66.0,539,17.4,3.0,74.1,74.0,88.0,76.6,48.8,339.0,316.0,93.2,1.0,0.3,29.0,8.6,310.0,91.4,0.0,0.0,105.0,3.4,1.71,16.8,43.0,0.0,0.0,19.0,10.0,52.6,4.0,0.0,2.0,25.0,90.6,ParkDe01
12.0,56.0,35.0,62.5,523,14.9,7.0,70.5,74.0,63.4,78.0,,403.0,376.0,93.3,0.0,0.0,106.0,26.3,297.0,73.7,0.0,0.0,144.0,4.1,1.39,15.4,61.0,3.0,7.9,18.0,11.0,61.1,4.0,0.0,2.0,26.0,102.9,DotsJa00
11.0,53.0,33.0,62.3,444,13.5,2.0,74.1,73.9,79.6,78.1,,265.0,254.0,95.8,0.0,0.0,55.0,20.8,209.0,78.9,1.0,0.4,177.0,5.4,1.75,12.4,51.0,1.0,2.9,12.0,7.0,58.3,4.0,0.0,4.0,19.0,70.0,BurkTr00
15.0,98.0,60.0,61.2,788,13.1,6.0,69.0,73.9,69.7,80.8,69.8,517.0,488.0,94.4,1.0,0.2,195.0,37.7,303.0,58.6,19.0,3.7,266.0,4.4,1.61,12.9,47.0,4.0,6.3,23.0,9.0,39.1,5.0,0.0,3.0,45.0,85.8,LazaAl00
9.0,93.0,64.0,68.8,717,11.2,3.0,72.9,73.6,90.1,25.5,,388.0,362.0,93.3,0.0,0.0,106.0,27.3,282.0,72.7,0.0,0.0,177.0,2.8,1.98,10.7,33.0,1.0,1.5,21.0,11.0,52.4,4.0,2.0,5.0,35.0,84.4,HopkDe00
12.0,14.0,9.0,64.3,102,11.3,2.0,75.1,73.5,78.0,72.0,,92.0,89.0,96.7,0.0,0.0,30.0,32.6,61.0,66.3,0.0,0.0,25.0,2.8,1.15,9.3,22.0,0.0,0.0,3.0,1.0,33.3,1.0,0.0,0.0,8.0,95.8,CracRi00
17.0,89.0,64.0,71.9,664,10.4,5.0,70.6,73.4,66.1,80.8,76.5,520.0,473.0,91.0,36.0,6.9,204.0,39.2,76.0,14.6,236.0,45.4,413.0,6.5,1.4,6.0,26.0,5.0,7.2,14.0,8.0,57.1,2.0,0.0,18.0,34.0,102.5,EverGe00
17.0,62.0,47.0,75.8,616,13.1,0.0,72.1,72.7,90.3,40.8,72.0,346.0,322.0,93.1,2.0,0.6,159.0,46.0,181.0,52.3,2.0,0.6,227.0,4.8,1.91,10.0,56.0,0.0,0.0,7.0,3.0,42.9,0.0,1.0,2.0,24.0,106.7,RaymKa00
17.0,82.0,68.0,82.9,651,9.6,4.0,72.0,72.7,80.4,29.0,68.1,428.0,404.0,94.4,2.0,0.5,362.0,84.6,64.0,15.0,1.0,0.2,232.0,3.4,1.61,6.6,33.0,3.0,4.2,12.0,7.0,58.3,0.0,0.0,2.0,34.0,116.0,JameRi00
14.0,37.0,27.0,73.0,245,9.1,0.0,52.9,72.1,86.5,25.6,71.2,210.0,171.0,81.4,29.0,13.8,58.0,27.6,19.0,9.0,125.0,59.5,202.0,7.5,1.43,3.4,53.0,0.0,0.0,8.0,3.0,37.5,1.0,0.0,11.0,9.0,79.2,SmitJo01
19.0,109.0,88.0,80.7,1022,11.6,3.0,70.1,72.1,86.8,24.7,71.3,641.0,608.0,94.9,2.0,0.3,270.0,42.1,371.0,57.9,0.0,0.0,487.0,5.5,1.68,7.1,53.0,3.0,3.3,15.0,7.0,46.7,3.0,3.0,9.0,54.0,103.4,SmitJu00
10.0,64.0,37.0,57.8,481,13.0,2.0,72.4,72.0,90.0,77.6,,305.0,286.0,93.8,0.0,0.0,30.0,9.8,275.0,90.2,0.0,0.0,144.0,3.9,1.68,12.8,58.0,0.0,0.0,16.0,12.0,75.0,1.0,0.0,3.0,21.0,85.5,CollNi00
13.0,88.0,56.0,63.6,699,12.5,3.0,72.3,71.9,57.2,80.6,,450.0,427.0,94.9,0.0,0.0,111.0,24.7,337.0,74.9,1.0,0.2,198.0,3.5,1.64,11.9,44.0,6.0,9.7,18.0,10.0,55.6,4.0,0.0,1.0,29.0,80.6,CookBr00
11.0,12.0,8.0,66.7,134,16.8,0.0,70.2,71.3,76.5,70.1,,76.0,75.0,98.7,0.0,0.0,19.0,25.0,54.0,71.1,2.0,2.6,41.0,5.1,1.79,13.1,50.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,69.4,SmitJe03
13.0,48.0,34.0,70.8,417,12.3,1.0,70.1,71.3,70.1,79.1,36.3,261.0,249.0,95.4,1.0,0.4,209.0,80.1,49.0,18.8,0.0,0.0,182.0,5.4,1.67,10.2,40.0,2.0,5.6,8.0,2.0,25.0,1.0,1.0,4.0,19.0,95.6,CobbRa00
6.0,30.0,23.0,76.7,227,9.9,1.0,72.0,70.9,50.6,75.8,,140.0,129.0,92.1,0.0,0.0,113.0,80.7,27.0,19.3,0.0,0.0,127.0,5.5,1.76,6.1,19.0,2.0,8.0,8.0,4.0,50.0,0.0,0.0,3.0,13.0,108.6,RobiWa01
15.0,38.0,34.0,89.5,349,10.3,3.0,70.8,70.8,70.1,77.5,65.6,313.0,254.0,81.2,45.0,14.4,65.0,20.8,27.0,8.6,201.0,64.2,186.0,5.5,1.37,5.3,38.0,2.0,5.6,3.0,2.0,66.7,0.0,0.0,4.0,20.0,131.3,DissWi00
19.0,87.0,64.0,73.6,851,13.3,5.0,70.2,70.4,90.1,81.3,54.6,692.0,645.0,93.2,4.0,0.6,586.0,84.7,103.0,14.9,3.0,0.4,260.0,4.1,1.32,10.2,60.0,1.0,1.5,18.0,12.0,66.7,5.0,0.0,3.0,46.0,99.4,BoydTy00
16.0,139.0,99.0,71.2,925,9.3,4.0,70.6,70.3,81.4,34.3,,674.0,642.0,95.3,0.0,0.0,183.0,27.2,490.0,72.7,1.0,0.1,343.0,3.5,1.44,7.7,28.0,5.0,4.8,30.0,15.0,50.0,3.0,2.0,5.0,51.0,89.8,PittMi01
6.0,16.0,11.0,68.8,103,9.4,1.0,71.2,70.2,60.2,71.5,,74.0,69.0,93.2,0.0,0.0,63.0,85.1,11.0,14.9,0.0,0.0,62.0,5.6,1.49,6.3,29.0,1.0,8.3,1.0,0.0,0.0,2.0,0.0,1.0,6.0,67.4,BeasCo00
13.0,35.0,18.0,51.4,298,16.6,1.0,70.1,70.2,68.7,77.0,,186.0,178.0,95.7,0.0,0.0,101.0,54.3,83.0,44.6,1.0,0.5,66.0,3.7,1.67,17.9,62.0,1.0,5.3,7.0,4.0,57.1,1.0,0.0,2.0,11.0,78.0,AtweTu00
17.0,87.0,64.0,73.6,655,10.2,4.0,70.5,70.2,79.6,61.0,69.2,546.0,511.0,93.6,1.0,0.2,389.0,71.2,138.0,25.3,1.0,0.2,293.0,4.6,1.28,6.9,49.0,3.0,4.5,18.0,8.0,44.4,2.0,0.0,7.0,36.0,100.5,SamuCu00
17.0,141.0,86.0,61.0,882,10.3,0.0,69.6,69.9,57.6,57.4,,659.0,614.0,93.2,0.0,0.0,86.0,13.1,573.0,86.9,0.0,0.0,243.0,2.8,1.44,10.7,37.0,8.0,8.5,22.0,8.0,36.4,6.0,1.0,15.0,45.0,61.2,JohnDi01
1.0,6.0,4.0,66.7,49,12.3,0.0,74.8,69.7,72.1,67.0,,28.0,27.0,96.4,0.0,0.0,23.0,82.1,2.0,7.1,3.0,10.7,23.0,5.8,1.81,8.0,15.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0,0.0,3.0,91.7,KolaCh00
15.0,49.0,33.0,67.3,420,12.7,2.0,61.1,69.7,70.1,77.1,72.0,424.0,343.0,80.9,63.0,14.9,186.0,43.9,62.0,14.6,168.0,39.6,241.0,7.3,1.22,8.1,33.0,2.0,5.7,11.0,4.0,36.4,2.0,1.0,3.0,24.0,90.5,MoreFo00
15.0,106.0,64.0,60.4,829,13.0,2.0,69.3,69.7,60.7,81.0,,576.0,537.0,93.2,0.0,0.0,65.0,11.3,510.0,88.5,1.0,0.2,134.0,2.1,1.54,13.3,51.0,6.0,8.6,33.0,14.0,42.4,4.0,0.0,3.0,38.0,75.6,SuttCo00
