#G,TGT,REC,REC%,YDS,Y/REC,TD,OFF,RECV,DROP,FUM,PBLK,PASS,RECV.1,RT%,PBLK.1,PB%,SLOT,SLT%,WIDE,WID%,INL,INL%,YAC,YAC/REC,Y/RR,ADOT,LNG,DRP,DRP%,CTT,CTC,CTC%,INT,FUM.1,MTF,1ST,RTG,PFR_ID
17.0,168.0,102.0,60.7,1430,14.0,11.0,88.9,87.8,58.8,34.9,62.4,647.0,615.0,95.1,1.0,0.2,88.0,13.6,559.0,86.4,0.0,0.0,461.0,4.5,2.33,14.2,73.0,10.0,8.9,0.0,0.0,,7.0,2.0,15.0,64.0,92.6,GreeA.00
18.0,160.0,104.0,65.0,1527,14.7,8.0,89.3,87.4,90.2,66.6,70.8,760.0,725.0,95.4,2.0,0.3,155.0,20.4,602.0,79.2,0.0,0.0,347.0,3.3,2.11,13.2,59.0,4.0,3.7,0.0,0.0,,7.0,1.0,6.0,82.0,94.5,WhitRo00
12.0,78.0,55.0,70.5,790,14.4,11.0,90.9,87.2,49.3,40.6,71.3,425.0,329.0,77.4,76.0,17.9,247.0,58.1,14.0,3.3,157.0,36.9,312.0,5.7,2.4,10.8,41.0,7.0,11.3,0.0,0.0,,0.0,1.0,6.0,46.0,142.6,GronRo00
18.0,150.0,96.0,64.0,1439,15.0,12.0,86.1,86.5,64.7,84.0,67.3,682.0,654.0,95.9,1.0,0.1,61.0,8.9,615.0,90.2,0.0,0.0,555.0,5.8,2.2,12.8,80.0,8.0,7.7,0.0,0.0,,3.0,0.0,12.0,68.0,113.7,JoneJu02
17.0,196.0,115.0,58.7,1469,12.8,5.0,88.6,85.6,59.5,68.5,56.9,795.0,745.0,93.7,3.0,0.4,479.0,60.3,310.0,39.0,6.0,0.8,401.0,3.5,1.97,11.2,33.0,10.0,8.0,0.0,0.0,,11.0,1.0,6.0,81.0,67.3,WaynRe00
19.0,144.0,87.0,60.4,1301,15.0,8.0,84.2,85.4,87.4,82.9,,705.0,656.0,93.0,0.0,0.0,449.0,63.7,255.0,36.2,1.0,0.1,344.0,4.0,1.98,12.2,50.0,3.0,3.3,0.0,0.0,,3.0,0.0,11.0,64.0,99.9,BoldAn00
11.0,94.0,62.0,66.0,664,10.7,2.0,86.5,85.3,85.4,26.9,,342.0,324.0,94.7,0.0,0.0,274.0,80.1,67.0,19.6,1.0,0.3,258.0,4.2,2.05,7.8,56.0,2.0,3.1,0.0,0.0,,2.0,2.0,5.0,37.0,84.7,AmenDa00
1.0,1.0,1.0,100.0,13,13.0,0.0,81.0,85.1,64.7,61.2,68.7,4.0,3.0,75.0,1.0,25.0,1.0,25.0,0.0,0.0,3.0,75.0,2.0,2.0,4.33,11.0,13.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,118.8,ReisAl00
11.0,6.0,5.0,83.3,63,12.6,0.0,80.2,83.9,73.4,68.0,39.6,38.0,16.0,42.1,22.0,57.9,5.0,13.2,3.0,7.9,28.0,73.7,59.0,11.8,3.94,1.2,28.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,4.0,110.4,GreeVi00
11.0,69.0,48.0,69.6,683,14.2,4.0,84.4,83.6,63.2,79.4,,239.0,230.0,96.2,0.0,0.0,35.0,14.6,203.0,84.9,0.0,0.0,355.0,7.4,2.97,9.8,88.0,5.0,9.4,0.0,0.0,,2.0,0.0,5.0,28.0,108.5,GarcPi00
17.0,145.0,97.0,66.9,1467,15.1,11.0,85.1,83.5,42.2,31.3,,655.0,616.0,94.0,0.0,0.0,49.0,7.5,605.0,92.4,0.0,0.0,570.0,5.9,2.38,11.5,71.0,12.0,11.0,0.0,0.0,,0.0,3.0,14.0,64.0,125.3,ThomDe03
16.0,146.0,110.0,75.3,1039,9.4,3.0,84.5,82.8,70.7,84.1,66.6,729.0,628.0,86.1,71.0,9.7,286.0,39.2,6.0,0.8,416.0,57.1,324.0,2.9,1.65,8.2,36.0,8.0,6.8,0.0,0.0,,3.0,0.0,8.0,56.0,92.8,WittJa00
7.0,32.0,24.0,75.0,325,13.5,0.0,75.4,82.7,64.3,76.0,58.1,216.0,165.0,76.4,42.0,19.4,54.0,25.0,8.0,3.7,128.0,59.3,140.0,5.8,1.97,7.8,29.0,2.0,7.7,0.0,0.0,,2.0,0.0,6.0,17.0,80.9,DaviFr01
18.0,61.0,50.0,82.0,586,11.7,4.0,84.9,82.6,79.8,37.4,66.0,512.0,376.0,73.4,110.0,21.5,97.0,18.9,23.0,4.5,386.0,75.4,215.0,4.3,1.56,8.1,34.0,1.0,2.0,0.0,0.0,,0.0,1.0,3.0,29.0,128.6,MillZa01
17.0,77.0,55.0,71.4,826,15.0,8.0,82.8,82.4,82.1,80.7,,473.0,444.0,93.9,0.0,0.0,64.0,13.5,403.0,85.2,3.0,0.6,309.0,5.6,1.86,13.5,51.0,2.0,3.5,0.0,0.0,,1.0,1.0,22.0,36.0,135.5,TateGo00
15.0,100.0,65.0,65.0,1041,16.0,6.0,83.2,82.3,48.9,80.8,,503.0,482.0,95.8,0.0,0.0,176.0,35.0,327.0,65.0,0.0,0.0,147.0,2.3,2.16,14.1,51.0,7.0,9.7,0.0,0.0,,2.0,0.0,0.0,55.0,111.3,MoorLa00
16.0,127.0,73.0,57.5,1174,16.1,4.0,80.9,82.1,55.3,51.8,,559.0,526.0,94.1,0.0,0.0,51.0,9.1,508.0,90.9,0.0,0.0,286.0,3.9,2.23,13.4,66.0,8.0,9.9,0.0,0.0,,3.0,0.0,10.0,51.0,89.2,SmitSt01
16.0,4.0,4.0,100.0,13,3.3,2.0,76.5,81.8,72.1,67.0,71.3,97.0,19.0,19.6,78.0,80.4,5.0,5.2,0.0,0.0,88.0,90.7,5.0,1.3,0.68,3.3,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,119.8,SmitLe00
17.0,83.0,55.0,66.3,599,10.9,2.0,80.2,81.4,88.7,80.0,79.2,375.0,303.0,80.8,50.0,13.3,202.0,53.9,51.0,13.6,109.0,29.1,236.0,4.3,1.98,8.6,36.0,1.0,1.8,0.0,0.0,,2.0,0.0,1.0,31.0,85.4,TammJa00
13.0,58.0,39.0,67.2,567,14.5,2.0,81.6,81.1,66.3,78.1,,279.0,252.0,90.3,0.0,0.0,13.0,4.7,265.0,95.0,1.0,0.4,138.0,3.5,2.25,12.9,41.0,3.0,7.1,0.0,0.0,,0.0,0.0,3.0,24.0,110.3,HixoDo00
18.0,85.0,55.0,64.7,835,15.2,7.0,81.6,81.0,61.3,80.6,,519.0,484.0,93.3,0.0,0.0,189.0,36.4,329.0,63.4,1.0,0.2,165.0,3.0,1.73,14.2,46.0,5.0,8.3,0.0,0.0,,1.0,0.0,0.0,42.0,119.5,RiceSi01
13.0,98.0,66.0,67.3,787,11.9,5.0,79.6,80.8,73.1,27.8,,453.0,435.0,96.0,0.0,0.0,38.0,8.4,411.0,90.7,0.0,0.0,353.0,5.3,1.81,10.1,60.0,4.0,5.7,0.0,0.0,,1.0,2.0,7.0,43.0,104.4,BrowAn04
16.0,96.0,69.0,71.9,843,12.2,5.0,83.3,80.7,80.0,46.8,65.0,581.0,463.0,79.7,92.0,15.8,322.0,55.4,58.0,10.0,124.0,21.3,246.0,3.6,1.82,9.8,47.0,4.0,5.5,0.0,0.0,,2.0,1.0,5.0,42.0,107.2,OlseGr00
1.0,2.0,1.0,50.0,63,63.0,1.0,82.7,80.6,64.7,61.2,,13.0,11.0,84.6,0.0,0.0,2.0,15.4,11.0,84.6,0.0,0.0,32.0,32.0,5.73,30.5,63.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,135.4,StalDo00
10.0,54.0,37.0,68.5,658,17.8,7.0,78.9,80.6,64.1,77.9,,329.0,313.0,95.1,0.0,0.0,58.0,17.6,271.0,82.4,0.0,0.0,301.0,8.1,2.1,11.8,80.0,3.0,7.5,0.0,0.0,,2.0,0.0,5.0,29.0,134.1,AlexDa00
13.0,107.0,59.0,55.1,801,13.6,3.0,81.1,80.6,58.4,43.4,80.6,421.0,399.0,94.8,3.0,0.7,16.0,3.8,403.0,95.7,0.0,0.0,241.0,4.1,2.01,13.1,47.0,6.0,9.2,0.0,0.0,,5.0,1.0,6.0,45.0,69.1,BoweDw00
18.0,191.0,134.0,70.2,1602,12.0,7.0,82.1,80.6,31.3,43.8,64.9,754.0,712.0,94.4,1.0,0.1,621.0,82.4,129.0,17.1,1.0,0.1,825.0,6.2,2.25,7.7,59.0,19.0,12.4,0.0,0.0,,2.0,2.0,8.0,81.0,103.3,WelkWe00
11.0,4.0,3.0,75.0,18,6.0,1.0,89.5,80.0,70.5,65.8,78.3,45.0,20.0,44.4,24.0,53.3,1.0,2.2,0.0,0.0,44.0,97.8,8.0,2.7,0.9,9.0,10.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,122.9,ByhaNa00
13.0,96.0,53.0,55.2,692,13.1,3.0,80.1,79.3,80.8,79.8,,424.0,398.0,93.9,0.0,0.0,9.0,2.1,415.0,97.9,0.0,0.0,209.0,3.9,1.74,12.5,50.0,2.0,3.6,0.0,0.0,,3.0,0.0,2.0,35.0,75.5,NickHa01
20.0,109.0,75.0,68.8,832,11.1,10.0,78.5,79.3,71.6,81.7,62.1,566.0,491.0,86.7,42.0,7.4,335.0,59.2,26.0,4.6,173.0,30.6,347.0,4.6,1.69,8.6,61.0,5.0,6.3,0.0,0.0,,3.0,0.0,8.0,39.0,110.3,PittDe00
15.0,131.0,85.0,64.9,982,11.6,9.0,79.2,79.0,29.5,53.1,73.3,566.0,518.0,91.5,27.0,4.8,364.0,64.3,85.0,15.0,113.0,20.0,314.0,3.7,1.9,8.8,46.0,15.0,15.0,0.0,0.0,,5.0,1.0,7.0,59.0,94.4,GrahJi00
14.0,82.0,56.0,68.3,814,14.5,5.0,79.0,78.8,82.0,80.1,,549.0,523.0,95.3,0.0,0.0,117.0,21.3,432.0,78.7,0.0,0.0,116.0,2.1,1.56,14.5,39.0,2.0,3.4,0.0,0.0,,4.0,0.0,1.0,48.0,100.4,FloyMa00
19.0,75.0,53.0,70.7,802,15.1,6.0,81.9,78.0,75.0,80.0,63.4,596.0,510.0,85.6,60.0,10.1,171.0,28.7,41.0,6.9,379.0,63.6,250.0,4.7,1.57,13.1,53.0,3.0,5.4,0.0,0.0,,1.0,0.0,11.0,37.0,126.6,DaviVe00
2.0,12.0,8.0,66.7,94,11.8,0.0,76.3,77.9,77.3,70.6,28.2,52.0,43.0,82.7,5.0,9.6,35.0,67.3,1.0,1.9,13.0,25.0,38.0,4.8,2.19,8.3,28.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,5.0,90.3,HeapTo00
16.0,137.0,86.0,62.8,1092,12.7,10.0,77.5,77.9,39.8,82.4,68.1,579.0,536.0,92.6,1.0,0.2,407.0,70.3,172.0,29.7,0.0,0.0,340.0,4.0,2.04,11.0,80.0,12.0,12.2,0.0,0.0,,6.0,0.0,10.0,53.0,93.7,CruzVi00
16.0,144.0,79.0,54.9,1046,13.2,6.0,78.1,77.9,41.2,50.8,,568.0,550.0,96.8,0.0,0.0,140.0,24.6,428.0,75.4,0.0,0.0,356.0,4.5,1.9,10.6,63.0,11.0,12.2,0.0,0.0,,7.0,1.0,10.0,52.0,71.7,JohnSt00
16.0,101.0,79.0,78.2,806,10.2,4.0,72.5,77.8,56.5,81.9,65.0,647.0,478.0,73.9,142.0,21.9,155.0,24.0,9.0,1.4,442.0,68.3,292.0,3.7,1.69,7.1,29.0,6.0,7.1,0.0,0.0,,3.0,0.0,8.0,41.0,100.7,MyerBr00
17.0,70.0,49.0,70.0,572,11.7,3.0,85.9,77.6,78.8,39.6,75.2,556.0,396.0,71.2,137.0,24.6,100.0,18.0,14.0,2.5,392.0,70.5,280.0,5.7,1.44,6.9,40.0,3.0,5.8,0.0,0.0,,0.0,1.0,4.0,33.0,108.8,AlleDw00
16.0,120.0,63.0,52.5,996,15.8,9.0,78.8,77.5,54.9,80.9,,597.0,568.0,95.1,0.0,0.0,44.0,7.4,550.0,92.1,3.0,0.5,343.0,5.4,1.75,14.4,65.0,7.0,10.0,0.0,0.0,,3.0,0.0,7.0,44.0,95.0,WillMi04
16.0,75.0,51.0,68.0,691,13.5,5.0,76.9,77.4,60.2,79.7,,500.0,474.0,94.8,0.0,0.0,42.0,8.4,457.0,91.4,1.0,0.2,111.0,2.2,1.46,13.2,34.0,5.0,8.9,0.0,0.0,,2.0,0.0,2.0,43.0,108.3,GibsBr00
16.0,118.0,74.0,62.7,1083,14.6,1.0,77.4,77.4,65.7,50.5,,554.0,519.0,93.7,0.0,0.0,29.0,5.2,525.0,94.8,0.0,0.0,252.0,3.4,2.09,13.5,80.0,5.0,6.3,0.0,0.0,,3.0,1.0,2.0,49.0,84.8,HartBr00
17.0,110.0,86.0,78.2,985,11.5,8.0,79.2,77.3,46.2,66.8,65.8,516.0,481.0,93.2,1.0,0.2,436.0,84.5,43.0,8.3,0.0,0.0,504.0,5.9,2.05,7.4,39.0,11.0,11.3,0.0,0.0,,3.0,1.0,16.0,45.0,116.9,CobbRa00
16.0,11.0,7.0,63.6,92,13.1,0.0,73.8,76.8,75.6,69.5,74.1,62.0,53.0,85.5,8.0,12.9,13.0,21.0,8.0,12.9,38.0,61.3,54.0,7.7,1.74,4.7,31.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,5.0,90.0,AusbDa00
16.0,137.0,92.0,67.2,1382,15.0,12.0,76.5,76.8,54.0,30.0,49.9,681.0,650.0,95.4,0.0,0.0,13.0,1.9,668.0,98.1,0.0,0.0,468.0,5.1,2.13,12.1,85.0,11.0,10.7,0.0,0.0,,2.0,2.0,14.0,55.0,123.2,BryaDe01
14.0,71.0,53.0,74.6,648,12.2,0.0,78.6,76.7,90.5,79.6,70.8,459.0,440.0,95.9,2.0,0.4,402.0,87.6,56.0,12.2,1.0,0.2,173.0,3.3,1.47,9.7,39.0,0.0,0.0,0.0,0.0,,2.0,1.0,3.0,32.0,90.6,AvanJa00
13.0,28.0,19.0,67.9,256,13.5,0.0,77.7,76.6,84.1,75.7,,167.0,160.0,95.8,0.0,0.0,32.0,19.2,133.0,79.6,0.0,0.0,105.0,5.5,1.6,10.1,32.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,14.0,96.7,JohnDa04
16.0,63.0,48.0,76.2,571,11.9,6.0,76.2,76.4,79.0,79.2,,447.0,416.0,93.1,0.0,0.0,420.0,94.0,26.0,5.8,1.0,0.2,156.0,3.3,1.37,10.3,38.0,2.0,4.0,0.0,0.0,,3.0,0.0,2.0,32.0,115.2,StokBr00
20.0,128.0,60.0,46.9,1088,18.1,10.0,75.6,76.3,51.9,81.0,,705.0,659.0,93.5,0.0,0.0,52.0,7.4,653.0,92.6,0.0,0.0,269.0,4.5,1.65,19.5,59.0,7.0,10.4,0.0,0.0,,2.0,0.0,4.0,47.0,96.1,SmitTo02
10.0,3.0,3.0,100.0,9,3.0,2.0,69.5,76.1,70.5,65.8,72.5,36.0,14.0,38.9,20.0,55.6,0.0,0.0,0.0,0.0,36.0,100.0,7.0,2.3,0.64,1.7,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,118.8,PopeLe00
2.0,2.0,2.0,100.0,17,8.5,0.0,66.0,76.0,68.3,64.0,,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.5,3.4,0.0,15.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,102.1,HollTr00
3.0,3.0,3.0,100.0,18,6.0,0.0,70.6,75.9,70.5,65.8,74.1,20.0,17.0,85.0,3.0,15.0,7.0,35.0,1.0,5.0,5.0,25.0,13.0,4.3,1.06,1.7,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,91.7,OConJa00
17.0,130.0,91.0,70.0,1148,12.6,13.0,76.6,75.8,39.9,55.5,68.1,676.0,635.0,93.9,1.0,0.1,139.0,20.6,537.0,79.4,0.0,0.0,310.0,3.4,1.81,11.5,55.0,13.0,12.5,0.0,0.0,,4.0,0.0,4.0,59.0,117.7,DeckEr00
11.0,75.0,46.0,61.3,709,15.4,2.0,76.2,75.7,84.8,36.9,,471.0,446.0,94.7,0.0,0.0,83.0,17.6,386.0,82.0,2.0,0.4,249.0,5.4,1.59,15.5,77.0,1.0,2.1,0.0,0.0,,3.0,1.0,8.0,30.0,84.8,JackDe00
16.0,126.0,83.0,65.9,1154,13.9,10.0,76.0,75.7,53.2,24.3,,649.0,624.0,96.1,0.0,0.0,360.0,55.5,289.0,44.5,0.0,0.0,307.0,3.7,1.85,11.9,60.0,8.0,8.8,0.0,0.0,,6.0,3.0,5.0,66.0,101.8,ColsMa00
17.0,123.0,80.0,65.0,888,11.1,6.0,74.8,75.5,56.9,82.0,60.4,588.0,512.0,87.1,54.0,9.2,158.0,26.9,25.0,4.3,402.0,68.4,391.0,4.9,1.73,7.7,39.0,8.0,9.1,0.0,0.0,,1.0,0.0,3.0,45.0,99.2,DaniOw00
16.0,115.0,66.0,57.4,943,14.3,6.0,76.1,75.4,61.1,45.9,,601.0,569.0,94.7,0.0,0.0,414.0,68.9,187.0,31.1,0.0,0.0,301.0,4.6,1.66,12.5,49.0,6.0,8.3,0.0,0.0,,4.0,1.0,6.0,49.0,87.0,AustMi00
16.0,74.0,49.0,66.2,501,10.2,3.0,73.1,75.3,72.2,36.7,70.3,493.0,376.0,76.3,98.0,19.9,29.0,5.9,1.0,0.2,455.0,92.3,222.0,4.5,1.33,6.9,27.0,3.0,5.8,0.0,0.0,,3.0,1.0,7.0,27.0,82.1,WatsBe00
17.0,59.0,40.0,67.8,570,14.3,3.0,75.0,75.1,58.4,78.6,62.3,329.0,310.0,94.2,1.0,0.3,53.0,16.1,274.0,83.3,1.0,0.3,168.0,4.2,1.84,12.8,68.0,4.0,9.1,0.0,0.0,,0.0,0.0,8.0,27.0,115.8,HankLe00
2.0,18.0,13.0,72.2,137,10.5,0.0,73.9,75.0,63.5,72.9,,61.0,59.0,96.7,0.0,0.0,49.0,80.3,12.0,19.7,0.0,0.0,69.0,5.3,2.32,9.1,27.0,1.0,7.1,0.0,0.0,,0.0,0.0,1.0,5.0,94.0,NorwJo00
12.0,55.0,42.0,76.4,449,10.7,1.0,78.3,75.0,83.0,25.4,,261.0,248.0,95.0,0.0,0.0,47.0,18.0,214.0,82.0,0.0,0.0,188.0,4.5,1.81,9.2,40.0,1.0,2.3,0.0,0.0,,1.0,2.0,9.0,21.0,98.2,MannMa01
14.0,101.0,55.0,54.5,979,17.8,7.0,75.3,74.9,43.3,41.3,,456.0,422.0,92.5,0.0,0.0,22.0,4.8,431.0,94.5,3.0,0.7,377.0,6.9,2.32,12.9,80.0,9.0,14.1,0.0,0.0,,4.0,1.0,4.0,37.0,94.5,ShorCe00
12.0,102.0,66.0,64.7,651,9.9,5.0,73.0,74.6,40.4,81.5,75.1,457.0,402.0,88.0,35.0,7.7,237.0,51.9,99.0,21.7,92.0,20.1,338.0,5.1,1.62,7.4,40.0,10.0,13.2,0.0,0.0,,3.0,0.0,11.0,38.0,86.7,HernAa00
19.0,60.0,35.0,58.3,546,15.6,3.0,75.2,74.5,62.1,77.3,,293.0,281.0,95.9,0.0,0.0,48.0,16.4,245.0,83.6,0.0,0.0,103.0,2.9,1.94,15.5,55.0,3.0,7.9,0.0,0.0,,4.0,1.0,3.0,28.0,77.5,MossRa00
14.0,32.0,19.0,59.4,298,15.7,3.0,76.1,74.4,57.1,74.1,,169.0,156.0,92.3,0.0,0.0,10.0,5.9,159.0,94.1,0.0,0.0,73.0,3.8,1.91,12.8,56.0,1.0,5.0,0.0,0.0,,0.0,0.0,3.0,13.0,121.6,RandRu00
18.0,149.0,86.0,57.7,1013,11.8,6.0,77.0,74.2,61.4,82.7,,732.0,691.0,94.4,0.0,0.0,66.0,9.0,666.0,91.0,0.0,0.0,197.0,2.3,1.47,13.0,53.0,8.0,8.5,0.0,0.0,,2.0,0.0,4.0,57.0,86.3,LloyBr00
17.0,89.0,56.0,62.9,535,9.6,9.0,76.0,73.4,56.1,80.1,73.5,579.0,460.0,79.4,98.0,16.9,186.0,32.1,23.0,4.0,302.0,52.2,293.0,5.2,1.16,6.4,29.0,6.0,9.7,0.0,0.0,,3.0,0.0,5.0,36.0,99.2,RudoKy00
14.0,83.0,57.0,68.7,842,14.8,7.0,75.5,73.2,44.6,80.2,,484.0,447.0,92.4,0.0,0.0,37.0,7.6,447.0,92.4,0.0,0.0,283.0,5.0,1.88,13.0,73.0,8.0,12.3,0.0,0.0,,2.0,0.0,4.0,43.0,119.7,NelsJo00
13.0,96.0,61.0,63.5,778,12.8,1.0,74.4,73.2,46.0,43.8,,459.0,433.0,94.3,0.0,0.0,321.0,69.9,135.0,29.4,0.0,0.0,266.0,4.4,1.8,10.1,39.0,8.0,11.6,0.0,0.0,,3.0,1.0,14.0,38.0,79.3,BessDa00
16.0,88.0,55.0,62.5,626,11.4,5.0,81.3,73.0,56.7,80.2,75.2,556.0,421.0,75.7,103.0,18.5,257.0,46.2,6.0,1.1,292.0,52.5,211.0,3.8,1.49,10.4,33.0,6.0,9.8,0.0,0.0,,4.0,0.0,5.0,36.0,83.8,BennMa00
10.0,30.0,22.0,73.3,310,14.1,2.0,71.8,72.6,60.7,74.9,,193.0,191.0,99.0,0.0,0.0,125.0,64.8,66.0,34.2,0.0,0.0,158.0,7.2,1.62,9.4,40.0,2.0,8.3,0.0,0.0,,1.0,0.0,1.0,16.0,114.6,BroyRy00
10.0,70.0,46.0,65.7,481,10.5,5.0,72.8,72.0,69.3,78.8,,377.0,352.0,93.4,0.0,0.0,199.0,52.8,178.0,47.2,0.0,0.0,216.0,4.7,1.37,10.1,45.0,2.0,4.2,0.0,0.0,,2.0,0.0,11.0,26.0,97.4,JennGr00
18.0,103.0,72.0,69.9,922,12.8,15.0,73.2,71.8,76.5,81.6,,744.0,690.0,92.7,0.0,0.0,51.0,6.9,693.0,93.1,0.0,0.0,262.0,3.6,1.34,11.4,49.0,4.0,5.3,0.0,0.0,,2.0,0.0,9.0,50.0,129.1,JoneJa04
4.0,39.0,20.0,51.3,272,13.6,1.0,71.3,71.6,46.4,24.5,,135.0,121.0,89.6,0.0,0.0,30.0,22.2,105.0,77.8,0.0,0.0,123.0,6.2,2.25,12.4,38.0,2.0,9.1,0.0,0.0,,0.0,1.0,0.0,15.0,82.4,HolmSa00
12.0,29.0,16.0,55.2,151,9.4,1.0,72.4,71.0,67.7,23.2,61.6,128.0,121.0,94.5,1.0,0.8,31.0,24.2,96.0,75.0,1.0,0.8,84.0,5.3,1.25,7.8,17.0,1.0,5.9,0.0,0.0,,1.0,1.0,2.0,10.0,66.9,CrinJu00
17.0,40.0,33.0,82.5,305,9.2,3.0,76.3,71.0,69.5,77.0,68.6,333.0,253.0,76.0,73.0,21.9,51.0,15.3,7.0,2.1,275.0,82.6,148.0,4.5,1.21,5.1,30.0,2.0,5.7,0.0,0.0,,0.0,0.0,1.0,18.0,123.4,GrahGa00
16.0,75.0,52.0,69.3,540,10.4,4.0,78.9,71.0,52.8,79.6,73.0,504.0,389.0,77.2,82.0,16.3,204.0,40.5,39.0,7.7,231.0,45.8,259.0,5.0,1.39,7.3,26.0,6.0,10.3,0.0,0.0,,2.0,0.0,9.0,25.0,96.5,LewiMa00
18.0,25.0,18.0,72.0,291,16.2,3.0,67.4,70.8,57.1,74.1,55.0,252.0,200.0,79.4,41.0,16.3,45.0,17.9,35.0,13.9,165.0,65.5,142.0,7.9,1.46,9.4,67.0,2.0,10.0,0.0,0.0,,3.0,0.0,2.0,13.0,110.6,McCoAn00
7.0,12.0,7.0,58.3,53,7.6,0.0,72.7,70.7,75.6,69.5,,54.0,54.0,100.0,0.0,0.0,30.0,55.6,24.0,44.4,0.0,0.0,13.0,1.9,0.98,10.0,10.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,3.0,29.5,WhalRy00
20.0,59.0,35.0,59.3,553,15.8,3.0,72.5,70.6,63.7,77.8,,375.0,352.0,93.9,0.0,0.0,24.0,6.4,351.0,93.6,0.0,0.0,143.0,4.1,1.57,15.0,70.0,3.0,7.9,0.0,0.0,,1.0,0.0,3.0,19.0,100.5,JoneJa03
