#G,TGT,REC,REC%,YDS,Y/REC,TD,OFF,RECV,DROP,FUM,PBLK,PASS,RECV.1,RT%,PBLK.1,PB%,SLOT,SLT%,WIDE,WID%,INL,INL%,YAC,YAC/REC,Y/RR,ADOT,LNG,DRP,DRP%,CTT,CTC,CTC%,INT,FUM.1,MTF,1ST,RTG,PFR_ID
14.0,75.0,57.0,76.0,673,11.8,13.0,86.1,89.8,50.5,80.2,69.6,509.0,402.0,79.0,78.0,15.3,73.0,14.3,56.0,11.0,356.0,69.9,282.0,4.9,1.67,8.3,31.0,8.0,12.3,0.0,0.0,,0.0,0.0,7.0,40.0,142.4,EifeTy00
13.0,91.0,60.0,65.9,1047,17.5,9.0,89.8,89.6,64.5,80.6,,419.0,390.0,93.1,0.0,0.0,51.0,12.2,368.0,87.8,0.0,0.0,180.0,3.0,2.68,17.8,63.0,4.0,6.3,0.0,0.0,,2.0,0.0,5.0,41.0,128.8,WatkSa00
18.0,158.0,121.0,76.6,1421,11.7,10.0,89.4,87.3,87.4,42.6,79.7,696.0,638.0,91.7,9.0,1.3,407.0,58.5,272.0,39.1,15.0,2.2,586.0,4.8,2.23,8.8,75.0,5.0,4.0,0.0,0.0,,2.0,3.0,11.0,74.0,119.2,FitzLa00
18.0,118.0,91.0,77.1,1193,13.1,15.0,88.2,86.8,88.2,63.9,71.8,624.0,598.0,95.8,2.0,0.3,502.0,80.4,95.0,15.2,25.0,4.0,462.0,5.1,1.99,10.2,80.0,4.0,4.2,0.0,0.0,,2.0,1.0,20.0,56.0,141.0,BaldDo00
16.0,155.0,110.0,71.0,1157,10.5,4.0,88.0,86.1,76.2,90.6,73.1,597.0,567.0,95.0,1.0,0.2,414.0,69.3,161.0,27.0,7.0,1.2,571.0,5.2,2.04,7.4,50.0,7.0,6.0,0.0,0.0,,3.0,0.0,26.0,60.0,92.9,LandJa00
16.0,142.0,88.0,62.0,1214,13.8,9.0,88.6,86.0,77.4,57.7,,688.0,655.0,95.2,0.0,0.0,88.0,12.8,600.0,87.2,0.0,0.0,304.0,3.5,1.85,13.6,57.0,5.0,5.4,1.0,0.0,0.0,4.0,1.0,2.0,65.0,98.7,JohnCa00
16.0,167.0,109.0,65.3,1502,13.8,14.0,85.4,85.8,56.1,26.2,62.4,665.0,639.0,96.1,1.0,0.2,151.0,22.7,514.0,77.3,0.0,0.0,439.0,4.0,2.35,12.7,69.0,11.0,9.2,0.0,0.0,,9.0,3.0,14.0,76.0,99.4,MarsBr00
15.0,146.0,74.0,50.7,1206,16.3,3.0,83.6,85.7,28.9,81.8,,552.0,507.0,91.8,0.0,0.0,109.0,19.7,443.0,80.3,0.0,0.0,239.0,3.2,2.38,15.5,68.0,15.0,16.9,0.0,0.0,,5.0,1.0,4.0,64.0,71.3,EvanMi00
1.0,1.0,1.0,100.0,40,40.0,0.0,90.1,84.8,64.7,61.2,,4.0,3.0,75.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,11.0,11.0,13.33,29.0,40.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,118.8,RichPa01
15.0,130.0,94.0,72.3,1088,11.6,6.0,88.0,84.8,79.0,83.2,77.2,524.0,482.0,92.0,13.0,2.5,288.0,55.0,94.0,17.9,138.0,26.3,398.0,4.2,2.26,9.6,61.0,5.0,5.1,0.0,0.0,,4.0,0.0,16.0,52.0,99.8,WalkHu00
18.0,155.0,92.0,59.4,1365,14.8,6.0,84.4,84.2,68.1,88.9,,665.0,634.0,95.3,0.0,0.0,141.0,21.2,520.0,78.2,0.0,0.0,438.0,4.8,2.15,14.1,75.0,7.0,7.1,0.0,0.0,,5.0,1.0,7.0,63.0,87.7,SandEm00
16.0,142.0,80.0,56.3,1400,17.5,14.0,84.0,83.8,58.6,82.2,,682.0,645.0,94.6,0.0,0.0,103.0,15.1,579.0,84.9,0.0,0.0,353.0,4.4,2.17,16.0,90.0,8.0,9.1,0.0,0.0,,6.0,0.0,10.0,61.0,105.4,RobiAl02
13.0,28.0,14.0,50.0,332,23.7,2.0,82.3,83.0,64.7,79.0,,128.0,117.0,91.4,0.0,0.0,44.0,34.4,84.0,65.6,0.0,0.0,60.0,4.3,2.84,23.2,64.0,1.0,6.7,0.0,0.0,,3.0,0.0,1.0,13.0,77.4,NelsJJ00
11.0,68.0,48.0,70.6,605,12.6,2.0,79.0,82.9,78.2,79.1,48.5,370.0,336.0,90.8,25.0,6.8,113.0,30.5,57.0,15.4,198.0,53.5,224.0,4.7,1.8,9.1,45.0,2.0,4.0,0.0,0.0,,1.0,0.0,4.0,29.0,101.7,GrahJi00
11.0,111.0,78.0,70.3,845,10.8,7.0,83.9,81.9,48.9,60.3,74.8,478.0,445.0,93.1,4.0,0.8,249.0,52.1,227.0,47.5,2.0,0.4,360.0,4.6,1.9,7.5,59.0,10.0,11.4,0.0,0.0,,2.0,1.0,16.0,47.0,105.9,EdelJu00
17.0,127.0,92.0,72.4,1140,12.4,8.0,78.3,80.1,90.9,29.7,,581.0,541.0,93.1,0.0,0.0,190.0,32.7,388.0,66.8,2.0,0.3,358.0,3.9,2.11,10.7,61.0,1.0,1.1,0.0,0.0,,3.0,2.0,5.0,53.0,111.0,MaclJe00
10.0,44.0,33.0,75.0,412,12.5,4.0,75.9,80.0,70.6,77.2,61.1,343.0,254.0,74.1,75.0,21.9,68.0,19.8,7.0,2.0,263.0,76.7,246.0,7.5,1.62,6.8,46.0,2.0,5.7,0.0,0.0,,3.0,0.0,9.0,17.0,105.5,GillCr00
15.0,126.0,80.0,63.5,1027,12.8,12.0,78.0,79.7,58.1,54.8,,588.0,567.0,96.4,0.0,0.0,402.0,68.4,178.0,30.3,8.0,1.4,222.0,2.8,1.81,12.4,35.0,8.0,9.1,0.0,0.0,,2.0,1.0,2.0,60.0,114.1,DeckEr00
15.0,106.0,75.0,70.8,853,11.4,2.0,82.1,79.6,66.9,51.3,58.2,535.0,477.0,89.2,22.0,4.1,172.0,32.1,24.0,4.5,336.0,62.8,320.0,4.3,1.79,9.2,60.0,7.0,8.5,0.0,0.0,,5.0,1.0,5.0,39.0,81.2,ErtzZa00
17.0,103.0,58.0,56.3,912,15.7,8.0,80.0,79.4,59.0,80.6,71.1,525.0,488.0,93.0,2.0,0.4,155.0,29.5,370.0,70.5,0.0,0.0,248.0,4.3,1.87,15.9,60.0,5.0,7.9,0.0,0.0,,4.0,0.0,6.0,46.0,95.6,FloyMi00
14.0,83.0,56.0,67.5,746,13.3,4.0,78.4,78.9,81.8,26.6,,449.0,423.0,94.2,0.0,0.0,73.0,16.3,375.0,83.5,1.0,0.2,306.0,5.5,1.76,11.1,40.0,2.0,3.4,0.0,0.0,,3.0,2.0,13.0,34.0,96.8,DiggSt00
17.0,115.0,72.0,62.6,1108,15.4,7.0,78.7,78.9,64.7,50.8,73.7,632.0,584.0,92.4,2.0,0.3,238.0,37.7,394.0,62.3,0.0,0.0,354.0,4.9,1.9,15.3,68.0,6.0,7.7,0.0,0.0,,8.0,1.0,7.0,56.0,85.7,BrowJo02
8.0,86.0,67.0,77.9,725,10.8,4.0,79.2,78.8,69.2,51.6,,359.0,335.0,93.3,0.0,0.0,64.0,17.8,294.0,81.9,1.0,0.3,249.0,3.7,2.16,8.0,38.0,5.0,6.9,0.0,0.0,,2.0,0.0,9.0,34.0,107.6,AlleKe00
16.0,119.0,79.0,66.4,1043,13.2,9.0,74.6,78.8,62.0,81.9,37.7,681.0,591.0,86.8,47.0,6.9,404.0,59.3,47.0,6.9,213.0,31.3,364.0,4.6,1.76,10.2,40.0,7.0,8.1,0.0,0.0,,2.0,0.0,7.0,52.0,112.1,BarnGa01
15.0,99.0,64.0,64.6,1031,16.1,10.0,78.8,78.6,73.6,46.3,70.1,612.0,578.0,94.4,2.0,0.3,229.0,37.4,376.0,61.4,6.0,1.0,346.0,5.4,1.78,12.7,80.0,3.0,4.5,0.0,0.0,,4.0,1.0,8.0,48.0,116.2,HurnAl01
16.0,32.0,27.0,84.4,398,14.7,3.0,83.2,78.5,86.5,26.4,57.5,265.0,215.0,81.1,38.0,14.3,46.0,17.4,12.0,4.5,203.0,76.6,179.0,6.6,1.85,9.2,60.0,0.0,0.0,0.0,0.0,,2.0,1.0,1.0,21.0,123.7,CeleBr00
7.0,38.0,21.0,55.3,338,16.1,4.0,76.5,78.4,37.3,74.6,76.0,162.0,143.0,88.3,8.0,4.9,94.0,58.0,25.0,15.4,43.0,26.5,101.0,4.8,2.36,10.9,43.0,4.0,16.0,0.0,0.0,,0.0,0.0,2.0,18.0,120.3,SefeAu00
16.0,121.0,75.0,62.0,944,12.6,5.0,78.5,77.8,77.8,50.4,66.5,621.0,587.0,94.5,1.0,0.2,129.0,20.8,487.0,78.4,5.0,0.8,214.0,2.9,1.61,12.5,48.0,4.0,5.1,0.0,0.0,,4.0,1.0,8.0,53.0,86.2,AikeKa00
16.0,125.0,69.0,55.2,1124,16.3,5.0,78.9,77.8,81.2,82.8,,654.0,619.0,94.6,0.0,0.0,179.0,27.4,474.0,72.5,1.0,0.2,386.0,5.6,1.82,13.3,87.0,3.0,4.2,0.0,0.0,,6.0,1.0,5.0,49.0,78.9,HiltT.00
15.0,14.0,12.0,85.7,72,6.0,1.0,73.7,77.7,81.4,80.1,56.2,153.0,74.0,48.4,74.0,48.4,14.0,9.2,7.0,4.6,62.0,40.5,56.0,4.7,0.97,1.6,19.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,6.0,111.9,DoylJa00
19.0,17.0,14.0,82.4,187,13.4,1.0,72.8,77.6,81.7,73.3,73.2,214.0,129.0,60.3,74.0,34.6,22.0,10.3,5.0,2.3,181.0,84.6,132.0,9.4,1.45,4.9,32.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,10.0,132.1,GreeVi00
10.0,57.0,33.0,57.9,543,16.5,3.0,79.8,77.6,80.4,81.3,,313.0,285.0,91.1,0.0,0.0,81.0,25.9,228.0,72.8,4.0,1.3,116.0,3.5,1.91,13.7,36.0,1.0,2.9,0.0,0.0,,2.0,0.0,3.0,28.0,92.9,JackVi00
11.0,75.0,56.0,74.7,630,11.3,5.0,77.9,77.5,76.3,80.3,41.7,389.0,350.0,90.0,8.0,2.1,265.0,68.1,84.0,21.6,40.0,10.3,234.0,4.2,1.8,8.6,40.0,3.0,5.1,0.0,0.0,,1.0,0.0,6.0,33.0,116.0,GateAn00
18.0,118.0,86.0,72.9,1026,11.9,5.0,73.7,76.9,61.5,29.5,57.0,649.0,544.0,83.8,71.0,10.9,247.0,38.1,81.0,12.5,318.0,49.0,627.0,7.3,1.89,5.7,48.0,8.0,8.5,0.0,0.0,,1.0,2.0,18.0,46.0,109.6,KelcTr00
18.0,74.0,55.0,74.3,774,14.1,7.0,75.9,76.4,67.1,76.4,,521.0,500.0,96.0,0.0,0.0,168.0,32.2,342.0,65.6,5.0,1.0,283.0,5.1,1.55,14.8,49.0,4.0,6.8,0.0,0.0,,1.0,0.0,8.0,34.0,133.5,LockTy00
16.0,102.0,74.0,72.5,825,11.1,6.0,75.1,76.3,60.4,49.6,71.8,629.0,519.0,82.5,79.0,12.6,237.0,37.7,92.0,14.6,293.0,46.6,263.0,3.6,1.59,9.3,46.0,7.0,8.6,0.0,0.0,,2.0,1.0,1.0,42.0,107.7,WatsBe00
16.0,91.0,72.0,79.1,705,9.8,3.0,75.2,76.1,83.3,69.1,,518.0,489.0,94.4,0.0,0.0,442.0,85.3,74.0,14.3,1.0,0.2,288.0,4.0,1.44,6.7,41.0,3.0,4.0,0.0,0.0,,1.0,0.0,13.0,34.0,105.4,AmenDa00
16.0,143.0,85.0,59.4,922,10.8,9.0,77.2,75.9,59.7,53.1,,595.0,565.0,95.0,0.0,0.0,168.0,28.2,427.0,71.8,0.0,0.0,281.0,3.3,1.63,10.2,38.0,8.0,8.6,0.0,0.0,,2.0,1.0,17.0,45.0,93.6,CrabMi00
16.0,121.0,90.0,74.4,813,9.0,6.0,77.4,75.8,78.5,68.4,61.6,679.0,646.0,95.1,1.0,0.1,378.0,55.7,296.0,43.6,2.0,0.3,544.0,6.0,1.26,5.9,43.0,6.0,6.3,0.0,0.0,,2.0,1.0,30.0,50.0,101.7,TateGo00
11.0,21.0,18.0,85.7,153,8.5,0.0,74.9,75.7,83.2,74.1,76.8,165.0,117.0,70.9,43.0,26.1,29.0,17.6,7.0,4.2,128.0,77.6,100.0,5.6,1.31,3.5,25.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,10.0,97.0,BoylNi00
19.0,189.0,112.0,59.3,1364,12.2,6.0,76.4,75.5,42.4,36.6,,715.0,680.0,95.1,0.0,0.0,162.0,22.7,551.0,77.1,2.0,0.3,515.0,4.6,2.01,10.6,72.0,14.0,11.1,0.0,0.0,,7.0,2.0,20.0,68.0,76.7,ThomDe03
17.0,116.0,77.0,66.4,847,11.0,6.0,75.1,75.4,68.5,86.5,,584.0,546.0,93.5,0.0,0.0,117.0,20.0,467.0,80.0,0.0,0.0,203.0,2.6,1.55,10.8,39.0,5.0,6.1,0.0,0.0,,5.0,0.0,4.0,48.0,87.1,GarcPi00
1.0,1.0,1.0,100.0,15,15.0,0.0,79.1,75.3,64.7,61.2,,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,4.0,4.0,7.5,11.0,15.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,118.8,AlfoMa00
19.0,68.0,36.0,52.9,546,15.2,6.0,74.7,75.1,29.2,28.6,,287.0,272.0,94.8,0.0,0.0,39.0,13.6,248.0,86.4,0.0,0.0,116.0,3.2,2.01,13.9,52.0,8.0,18.2,0.0,0.0,,2.0,1.0,3.0,29.0,96.8,FuncDe00
11.0,39.0,32.0,82.1,368,11.5,1.0,75.2,74.9,78.9,82.9,65.6,258.0,245.0,95.0,1.0,0.4,187.0,72.5,71.0,27.5,0.0,0.0,120.0,3.8,1.5,8.4,31.0,1.0,3.0,0.0,0.0,,0.0,0.0,1.0,20.0,114.5,WaltBr00
7.0,10.0,9.0,90.0,119,13.2,0.0,78.1,74.8,77.3,22.8,,44.0,43.0,97.7,0.0,0.0,24.0,54.5,20.0,45.5,0.0,0.0,34.0,3.8,2.77,10.1,30.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,6.0,116.2,BersBr00
5.0,3.0,2.0,66.7,81,40.5,0.0,69.8,74.7,68.3,77.9,,25.0,23.0,92.0,0.0,0.0,5.0,20.0,20.0,80.0,0.0,0.0,5.0,2.5,3.52,35.0,45.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,2.0,70.1,ThomDe04
17.0,63.0,46.0,73.0,541,11.8,3.0,76.1,74.3,69.9,79.1,64.9,310.0,298.0,96.1,1.0,0.3,261.0,84.2,42.0,13.5,4.0,1.3,220.0,4.8,1.82,8.5,59.0,3.0,6.1,0.0,0.0,,1.0,0.0,6.0,29.0,108.0,CotcJe00
17.0,99.0,69.0,69.7,848,12.3,4.0,72.9,73.9,81.1,82.0,,599.0,560.0,93.5,0.0,0.0,80.0,13.4,519.0,86.6,0.0,0.0,305.0,4.4,1.51,12.7,47.0,3.0,4.2,0.0,0.0,,4.0,0.0,12.0,35.0,92.5,JoneMa02
4.0,1.0,1.0,100.0,10,10.0,0.0,70.0,73.7,64.7,61.2,67.7,7.0,4.0,57.1,2.0,28.6,0.0,0.0,3.0,42.9,4.0,57.1,9.0,9.0,2.5,1.0,10.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,108.3,SimoSc00
10.0,49.0,32.0,65.3,545,17.0,4.0,74.8,73.6,88.7,27.4,,302.0,286.0,94.7,0.0,0.0,89.0,29.5,213.0,70.5,0.0,0.0,166.0,5.2,1.91,16.2,77.0,0.0,0.0,0.0,0.0,,1.0,0.0,2.0,16.0,121.6,JackDe00
3.0,12.0,8.0,66.7,71,8.9,1.0,67.9,73.3,76.5,70.1,74.5,64.0,56.0,87.5,6.0,9.4,29.0,45.3,10.0,15.6,25.0,39.1,23.0,2.9,1.27,6.5,16.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,5.0,75.3,CoffCh00
16.0,70.0,36.0,51.4,681,18.9,3.0,72.6,73.3,47.3,77.6,,387.0,365.0,94.3,0.0,0.0,28.0,7.2,359.0,92.8,0.0,0.0,116.0,3.2,1.87,16.6,60.0,5.0,12.2,0.0,0.0,,4.0,0.0,7.0,29.0,76.0,BritKe00
15.0,95.0,69.0,72.6,984,14.3,3.0,74.1,73.3,75.9,29.8,67.8,548.0,510.0,93.1,1.0,0.2,175.0,31.9,368.0,67.2,3.0,0.5,335.0,4.9,1.93,10.9,63.0,4.0,5.5,0.0,0.0,,1.0,2.0,14.0,44.0,111.9,SneaWi00
11.0,59.0,43.0,72.9,662,15.4,4.0,74.0,73.2,45.4,79.0,,338.0,318.0,94.1,0.0,0.0,65.0,19.2,272.0,80.5,1.0,0.3,245.0,5.7,2.08,11.0,53.0,6.0,12.2,0.0,0.0,,1.0,0.0,3.0,31.0,125.1,MattRi00
16.0,126.0,84.0,66.7,1138,13.5,9.0,73.1,73.0,85.6,83.7,65.7,674.0,627.0,93.0,1.0,0.1,203.0,30.1,470.0,69.7,0.0,0.0,370.0,4.4,1.81,12.6,71.0,3.0,3.4,1.0,0.0,0.0,4.0,1.0,4.0,45.0,105.9,CookBr00
13.0,11.0,10.0,90.9,69,6.9,1.0,73.9,72.3,78.7,88.5,68.3,103.0,80.0,77.7,19.0,18.4,59.0,57.3,7.0,6.8,35.0,34.0,24.0,2.4,0.86,5.1,15.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,6.0,123.1,PhilJo00
2.0,2.0,2.0,100.0,24,12.0,0.0,72.4,71.7,68.3,68.7,,13.0,13.0,100.0,0.0,0.0,2.0,15.4,11.0,84.6,0.0,0.0,0.0,0.0,1.85,12.0,14.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,116.7,GoodMa00
13.0,16.0,11.0,68.8,99,9.0,1.0,59.5,71.4,60.6,23.1,73.0,43.0,42.0,97.7,1.0,2.3,22.0,51.2,14.0,32.6,0.0,0.0,38.0,3.5,2.36,10.4,27.0,1.0,8.3,0.0,0.0,,0.0,0.0,0.0,4.0,106.0,BurkRe00
14.0,44.0,26.0,59.1,494,19.0,3.0,72.9,71.3,45.4,75.9,,312.0,294.0,94.2,0.0,0.0,41.0,13.1,271.0,86.9,0.0,0.0,102.0,3.9,1.68,15.9,49.0,4.0,13.3,0.0,0.0,,1.0,0.0,7.0,20.0,111.4,ParkDe01
15.0,31.0,21.0,67.7,267,12.7,1.0,70.1,71.2,71.9,74.8,51.6,264.0,204.0,77.3,53.0,20.1,58.0,22.0,26.0,9.8,179.0,67.8,139.0,6.6,1.31,8.3,24.0,1.0,4.5,0.0,0.0,,0.0,0.0,6.0,15.0,105.2,WillLu00
16.0,100.0,64.0,64.0,733,11.5,6.0,72.1,71.2,66.7,81.1,,562.0,531.0,94.5,0.0,0.0,80.0,14.2,482.0,85.8,0.0,0.0,262.0,4.1,1.38,10.9,33.0,4.0,5.9,0.0,0.0,,3.0,0.0,5.0,40.0,93.5,MoncDo00
16.0,123.0,72.0,58.5,1070,14.9,6.0,71.2,71.1,27.3,54.3,69.4,608.0,581.0,95.6,1.0,0.2,105.0,17.3,502.0,82.6,0.0,0.0,383.0,5.3,1.84,10.6,68.0,18.0,20.0,0.0,0.0,,3.0,1.0,14.0,45.0,93.2,CoopAm00
16.0,49.0,28.0,57.1,329,11.8,3.0,71.7,70.8,56.4,76.1,50.5,256.0,230.0,89.8,16.0,6.3,122.0,47.7,23.0,9.0,98.0,38.3,134.0,4.8,1.43,9.8,33.0,3.0,9.7,0.0,0.0,,3.0,0.0,5.0,20.0,72.6,WalfCl00
18.0,92.0,65.0,70.7,566,8.7,8.0,70.7,70.7,86.0,81.1,61.5,615.0,501.0,81.5,61.0,9.9,364.0,59.2,53.0,8.6,123.0,20.0,246.0,3.8,1.13,6.8,61.0,2.0,3.0,0.0,0.0,,1.0,0.0,7.0,31.0,111.1,RodgRi00
16.0,13.0,12.0,92.3,121,10.1,2.0,88.9,70.6,79.4,71.9,69.8,158.0,88.0,55.7,63.0,39.9,18.0,11.4,0.0,0.0,138.0,87.3,40.0,3.3,1.38,7.2,27.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,145.0,StevCr00
16.0,63.0,32.0,50.8,549,17.2,4.0,71.1,70.6,61.9,77.3,66.3,432.0,406.0,94.0,1.0,0.2,41.0,9.5,390.0,90.3,1.0,0.2,147.0,4.6,1.35,14.1,47.0,3.0,8.6,0.0,0.0,,3.0,0.0,4.0,30.0,82.0,GreeDo00
14.0,107.0,69.0,64.5,789,11.4,4.0,72.0,70.5,74.4,48.1,,521.0,499.0,95.8,0.0,0.0,336.0,64.5,183.0,35.1,0.0,0.0,301.0,4.4,1.58,8.3,51.0,4.0,5.5,0.0,0.0,,2.0,1.0,9.0,35.0,91.2,BoldAn00
10.0,13.0,11.0,84.6,102,9.3,1.0,72.0,70.2,78.7,71.5,81.8,79.0,67.0,84.8,4.0,5.1,49.0,62.0,7.0,8.9,17.0,21.5,22.0,2.0,1.52,7.6,24.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,125.0,PeriJu00
13.0,75.0,51.0,68.0,528,10.4,3.0,73.2,70.2,60.6,52.0,69.7,442.0,360.0,81.4,55.0,12.4,149.0,33.7,34.0,7.7,252.0,57.0,236.0,4.6,1.47,7.2,40.0,5.0,8.9,0.0,0.0,,2.0,1.0,16.0,26.0,90.3,ClayCh00
12.0,20.0,9.0,45.0,224,24.9,2.0,70.4,69.8,58.9,80.2,69.8,111.0,100.0,90.1,1.0,0.9,6.0,5.4,103.0,92.8,2.0,1.8,42.0,4.7,2.24,24.7,60.0,1.0,10.0,0.0,0.0,,1.0,0.0,0.0,7.0,98.8,JaniJe00
13.0,108.0,64.0,59.3,948,14.8,7.0,72.6,69.8,29.0,49.3,62.4,478.0,434.0,90.8,1.0,0.2,56.0,11.7,422.0,88.3,0.0,0.0,444.0,6.9,2.18,13.2,88.0,13.0,16.9,1.0,0.0,0.0,3.0,1.0,10.0,31.0,98.1,BryaMa00
12.0,25.0,19.0,76.0,205,10.8,1.0,70.3,69.7,84.1,19.9,,120.0,112.0,93.3,0.0,0.0,105.0,87.5,14.0,11.7,0.0,0.0,54.0,2.8,1.83,8.8,38.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,11.0,96.3,WhalGr00
17.0,78.0,62.0,79.5,619,10.0,2.0,69.5,69.4,72.8,89.4,,527.0,497.0,94.3,0.0,0.0,405.0,76.9,115.0,21.8,6.0,1.1,341.0,5.5,1.25,6.0,44.0,4.0,6.1,0.0,0.0,,1.0,1.0,3.0,34.0,102.9,CrowJa00
16.0,91.0,52.0,57.1,840,16.2,3.0,69.9,69.4,61.3,82.8,,548.0,509.0,92.9,0.0,0.0,57.0,10.4,490.0,89.4,1.0,0.2,275.0,5.3,1.65,13.8,42.0,5.0,8.8,0.0,0.0,,4.0,0.0,2.0,36.0,80.8,WillTe01
18.0,102.0,50.0,49.0,865,17.3,10.0,72.1,69.3,28.3,89.6,,495.0,471.0,95.2,0.0,0.0,44.0,8.9,450.0,90.9,0.0,0.0,293.0,5.9,1.84,16.9,74.0,10.0,16.7,0.0,0.0,,6.0,0.0,1.0,41.0,86.4,GinnTe00
