#G,TGT,REC,REC%,YDS,Y/REC,TD,OFF,RECV,DROP,FUM,PBLK,PASS,RECV.1,RT%,PBLK.1,PB%,SLOT,SLT%,WIDE,WID%,INL,INL%,YAC,YAC/REC,Y/RR,ADOT,LNG,DRP,DRP%,CTT,CTC,CTC%,INT,FUM.1,MTF,1ST,RTG,PFR_ID
17.0,112.0,74.0,66.1,1059,14.3,4.0,82.1,83.8,67.0,83.4,,500.0,470.0,94.0,0.0,0.0,190.0,38.0,309.0,61.8,0.0,0.0,467.0,6.3,2.25,10.7,53.0,5.0,6.3,16.0,8.0,50.0,0.0,0.0,17.0,48.0,108.4,FlowZa00
15.0,111.0,77.0,69.4,975,12.7,6.0,83.1,83.7,77.1,50.8,74.8,459.0,432.0,94.1,2.0,0.4,191.0,41.6,268.0,58.4,0.0,0.0,239.0,3.1,2.26,10.5,45.0,4.0,4.9,32.0,20.0,62.5,3.0,1.0,12.0,47.0,103.2,JennJa00
17.0,101.0,84.0,83.2,1023,12.2,9.0,81.2,83.5,79.8,82.3,,535.0,504.0,94.2,0.0,0.0,298.0,55.7,235.0,43.9,2.0,0.4,359.0,4.3,2.03,9.7,49.0,4.0,4.5,16.0,7.0,43.8,3.0,0.0,10.0,49.0,126.2,SmitDe07
17.0,133.0,100.0,75.2,1130,11.3,6.0,81.0,83.5,90.7,60.2,,671.0,625.0,93.1,0.0,0.0,561.0,83.6,105.0,15.6,0.0,0.0,482.0,4.8,1.81,9.2,46.0,2.0,2.0,26.0,12.0,46.2,4.0,1.0,11.0,55.0,102.6,SmitJa06
17.0,109.0,88.0,80.7,886,10.1,8.0,77.7,83.4,76.0,29.3,69.6,504.0,454.0,90.1,26.0,5.2,232.0,46.0,120.0,23.8,134.0,26.6,521.0,5.9,1.95,5.0,57.0,4.0,4.3,13.0,8.0,61.5,1.0,2.0,12.0,55.0,121.2,SmitJo01
17.0,129.0,87.0,67.4,1282,14.7,10.0,82.0,83.4,67.7,83.6,,553.0,523.0,94.6,0.0,0.0,157.0,28.4,395.0,71.4,0.0,0.0,572.0,6.6,2.45,11.9,85.0,6.0,6.5,16.0,8.0,50.0,5.0,0.0,9.0,53.0,109.4,ThomBr06
8.0,43.0,32.0,74.4,400,12.5,1.0,82.4,83.0,80.4,28.6,39.9,202.0,188.0,93.1,1.0,0.5,57.0,28.2,143.0,70.8,0.0,0.0,118.0,3.7,2.13,10.6,39.0,1.0,3.0,9.0,6.0,66.7,2.0,1.0,0.0,22.0,91.2,OlavCh00
18.0,115.0,94.0,81.7,995,10.6,4.0,78.9,80.1,88.9,58.4,61.6,498.0,453.0,91.0,1.0,0.2,359.0,72.1,134.0,26.9,2.0,0.4,704.0,7.5,2.2,5.5,52.0,2.0,2.1,15.0,7.0,46.7,1.0,1.0,23.0,42.0,110.7,ShakKh00
15.0,146.0,101.0,69.2,1194,11.8,6.0,77.3,79.9,50.3,62.4,67.1,574.0,526.0,91.6,1.0,0.2,289.0,50.3,276.0,48.1,1.0,0.2,544.0,5.4,2.27,8.3,65.0,11.0,9.8,31.0,18.0,58.1,6.0,1.0,20.0,54.0,90.4,LambCe00
8.0,62.0,47.0,75.8,496,10.6,3.0,79.0,79.7,85.8,79.7,,288.0,270.0,93.8,0.0,0.0,152.0,52.8,130.0,45.1,0.0,0.0,187.0,4.0,1.84,8.3,49.0,2.0,4.1,6.0,3.0,50.0,1.0,0.0,3.0,31.0,108.0,DiggSt00
15.0,105.0,64.0,61.0,987,15.4,4.0,78.6,79.7,46.0,47.7,,498.0,467.0,93.8,0.0,0.0,110.0,22.1,388.0,77.9,0.0,0.0,257.0,4.0,2.11,13.9,44.0,9.0,12.3,27.0,10.0,37.0,2.0,1.0,12.0,41.0,96.8,PickGe00
17.0,152.0,101.0,66.4,1104,10.9,7.0,78.9,79.3,76.7,32.7,,696.0,653.0,93.8,0.0,0.0,210.0,30.2,481.0,69.1,0.0,0.0,446.0,4.4,1.69,9.4,42.0,6.0,5.6,29.0,15.0,51.7,5.0,2.0,22.0,60.0,89.4,WilsGa00
5.0,25.0,20.0,80.0,178,8.9,3.0,76.4,79.1,58.1,74.4,68.4,95.0,86.0,90.5,8.0,8.4,9.0,9.5,19.0,20.0,67.0,70.5,113.0,5.7,2.07,3.1,23.0,2.0,9.1,3.0,3.0,100.0,0.0,0.0,3.0,10.0,135.9,HigbTy00
17.0,85.0,66.0,77.6,777,11.8,8.0,73.6,79.1,90.2,80.9,57.7,561.0,497.0,88.6,49.0,8.7,150.0,26.7,114.0,20.3,282.0,50.3,368.0,5.6,1.56,7.6,52.0,1.0,1.5,10.0,7.0,70.0,2.0,0.0,9.0,42.0,126.3,LaPoSa01
10.0,29.0,23.0,79.3,305,13.3,0.0,78.3,78.9,84.9,81.8,78.9,135.0,124.0,91.9,6.0,4.4,46.0,34.1,82.0,60.7,1.0,0.7,206.0,9.0,2.46,5.8,50.0,0.0,0.0,3.0,1.0,33.3,0.0,0.0,2.0,15.0,110.5,WhitJo04
11.0,64.0,46.0,71.9,519,11.3,1.0,74.8,78.9,77.3,78.9,62.0,366.0,333.0,91.0,8.0,2.2,110.0,30.1,51.0,13.9,205.0,56.0,180.0,3.9,1.56,9.0,34.0,2.0,4.2,17.0,11.0,64.7,2.0,0.0,4.0,33.0,88.0,HockTJ00
3.0,1.0,1.0,100.0,69,69.0,1.0,77.6,78.7,64.7,61.2,,14.0,14.0,100.0,0.0,0.0,8.0,57.1,6.0,42.9,0.0,0.0,72.0,72.0,4.93,-3.0,69.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,158.3,ShavTy00
15.0,126.0,87.0,69.0,1027,11.8,4.0,77.7,78.5,90.9,83.2,70.7,628.0,584.0,93.0,2.0,0.3,214.0,34.1,413.0,65.8,0.0,0.0,298.0,3.4,1.76,10.7,43.0,0.0,0.0,24.0,16.0,66.7,4.0,0.0,5.0,52.0,90.9,MeyeJa01
3.0,6.0,5.0,83.3,88,17.6,0.0,79.6,77.8,73.4,68.0,,29.0,28.0,96.6,0.0,0.0,13.0,44.8,9.0,31.0,7.0,24.1,30.0,6.0,3.14,11.8,26.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,4.0,118.8,CulpDe00
6.0,4.0,3.0,75.0,37,12.3,0.0,78.8,77.6,70.5,65.8,,13.0,13.0,100.0,0.0,0.0,5.0,38.5,8.0,61.5,0.0,0.0,10.0,3.3,2.85,7.3,23.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,103.1,ChisDa00
14.0,11.0,9.0,81.8,131,14.6,1.0,69.8,77.3,77.3,71.3,53.8,70.0,49.0,70.0,16.0,22.9,7.0,10.0,6.0,8.6,54.0,77.1,74.0,8.2,2.67,6.3,55.0,0.0,0.0,3.0,1.0,33.3,0.0,0.0,0.0,4.0,146.6,KolaCh00
17.0,121.0,81.0,66.9,959,11.8,6.0,72.7,77.3,85.3,84.1,,584.0,547.0,93.7,0.0,0.0,202.0,34.6,377.0,64.6,1.0,0.2,287.0,3.5,1.75,11.9,80.0,3.0,3.6,25.0,10.0,40.0,3.0,0.0,12.0,54.0,97.1,HillTy00
17.0,114.0,62.0,54.4,885,14.3,8.0,77.7,77.2,78.8,45.4,,579.0,543.0,93.8,0.0,0.0,150.0,25.9,429.0,74.1,0.0,0.0,149.0,2.4,1.63,14.2,60.0,1.0,1.6,38.0,16.0,42.1,4.0,1.0,1.0,43.0,88.5,HarrMa09
18.0,65.0,49.0,75.4,603,12.3,7.0,75.6,77.1,85.8,36.4,35.3,389.0,352.0,90.5,19.0,4.9,207.0,53.2,56.0,14.4,123.0,31.6,301.0,6.1,1.71,9.5,49.0,1.0,2.0,4.0,1.0,25.0,0.0,1.0,11.0,30.0,139.5,LikeIs00
19.0,86.0,59.0,68.6,639,10.8,6.0,77.8,77.0,69.7,80.3,,438.0,396.0,90.4,0.0,0.0,111.0,25.3,327.0,74.7,0.0,0.0,114.0,1.9,1.61,11.6,35.0,3.0,4.8,24.0,13.0,54.2,3.0,0.0,3.0,38.0,98.9,HopkDe00
18.0,141.0,86.0,61.0,1156,13.4,8.0,75.5,77.0,41.8,54.6,62.4,651.0,615.0,94.5,1.0,0.2,114.0,17.5,536.0,82.3,0.0,0.0,198.0,2.3,1.88,14.0,47.0,11.0,11.3,35.0,20.0,57.1,7.0,1.0,1.0,61.0,85.3,SuttCo00
14.0,135.0,85.0,63.0,1063,12.5,8.0,75.8,76.8,51.1,82.8,,558.0,522.0,93.5,0.0,0.0,259.0,46.4,298.0,53.4,0.0,0.0,468.0,5.5,2.04,9.1,71.0,10.0,10.5,26.0,13.0,50.0,3.0,0.0,12.0,49.0,97.9,AdamDa01
10.0,61.0,48.0,78.7,615,12.8,5.0,76.4,76.5,77.8,79.1,,319.0,299.0,93.7,0.0,0.0,238.0,74.6,81.0,25.4,0.0,0.0,156.0,3.3,2.06,11.7,40.0,2.0,4.0,10.0,7.0,70.0,4.0,0.0,1.0,28.0,108.7,ThieAd00
14.0,16.0,14.0,87.5,116,8.3,2.0,74.4,76.4,81.7,28.0,,87.0,80.0,92.0,0.0,0.0,55.0,63.2,32.0,36.8,0.0,0.0,129.0,9.2,1.45,3.8,23.0,0.0,0.0,0.0,0.0,,0.0,1.0,4.0,5.0,136.5,DaviDe02
17.0,42.0,32.0,76.2,413,12.9,5.0,71.1,75.9,89.7,28.6,71.9,397.0,288.0,72.5,90.0,22.7,103.0,25.9,26.0,6.5,266.0,67.0,154.0,4.8,1.43,10.3,41.0,0.0,0.0,5.0,2.0,40.0,1.0,0.0,3.0,21.0,136.2,MoreFo00
14.0,71.0,59.0,83.1,711,12.1,3.0,72.6,75.8,76.2,26.5,62.6,358.0,326.0,91.1,10.0,2.8,157.0,43.9,42.0,11.7,156.0,43.6,390.0,6.6,2.18,6.7,61.0,3.0,4.8,6.0,3.0,50.0,1.0,2.0,7.0,29.0,116.6,GoedDa00
17.0,59.0,45.0,76.3,476,10.6,3.0,75.8,75.5,90.4,23.9,68.4,335.0,289.0,86.3,22.0,6.6,81.0,24.2,44.0,13.1,210.0,62.7,212.0,4.7,1.65,6.9,38.0,0.0,0.0,12.0,8.0,66.7,2.0,2.0,6.0,25.0,102.1,HoopAu00
16.0,66.0,37.0,56.1,824,22.3,7.0,74.3,75.3,57.8,78.0,68.1,485.0,452.0,93.2,1.0,0.2,83.0,17.1,402.0,82.9,0.0,0.0,118.0,3.2,1.82,22.8,65.0,3.0,7.5,21.0,10.0,47.6,5.0,0.0,0.0,32.0,104.6,PierAl00
2.0,6.0,2.0,33.3,48,24.0,0.0,76.9,75.2,68.3,25.7,,25.0,24.0,96.0,0.0,0.0,22.0,88.0,1.0,4.0,2.0,8.0,16.0,8.0,2.0,10.3,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,63.2,RemiNi00
16.0,92.0,59.0,64.1,1020,17.3,7.0,74.5,75.1,77.0,82.3,,535.0,518.0,96.8,0.0,0.0,188.0,35.1,347.0,64.9,0.0,0.0,490.0,8.3,1.97,12.4,82.0,2.0,3.3,13.0,6.0,46.2,4.0,0.0,3.0,43.0,109.0,WillJa11
17.0,142.0,90.0,63.4,1229,13.7,4.0,73.5,74.9,48.5,83.0,,761.0,714.0,93.8,0.0,0.0,266.0,35.0,488.0,64.1,3.0,0.4,391.0,4.3,1.72,11.3,89.0,10.0,10.0,21.0,8.0,38.1,2.0,0.0,8.0,57.0,94.5,JeudJe00
17.0,113.0,64.0,56.6,1017,15.9,4.0,73.1,74.7,48.9,49.2,,583.0,546.0,93.7,0.0,0.0,126.0,21.6,456.0,78.2,0.0,0.0,234.0,3.7,1.86,16.0,63.0,8.0,11.1,24.0,11.0,45.8,4.0,0.0,7.0,40.0,83.8,RidlCa00
16.0,100.0,64.0,64.0,992,15.5,5.0,74.0,74.6,66.0,80.9,,566.0,527.0,93.1,0.0,0.0,228.0,40.3,329.0,58.1,0.0,0.0,268.0,4.2,1.88,12.8,49.0,5.0,7.2,23.0,9.0,39.1,3.0,0.0,7.0,48.0,100.9,MoonDa00
15.0,108.0,66.0,61.1,992,15.0,5.0,73.9,74.6,80.8,27.1,,590.0,549.0,93.1,0.0,0.0,78.0,13.2,510.0,86.4,2.0,0.3,262.0,4.0,1.81,14.3,71.0,3.0,4.3,41.0,15.0,36.6,2.0,2.0,5.0,35.0,99.0,MetcDK00
9.0,7.0,6.0,85.7,95,15.8,0.0,68.0,74.4,74.6,72.2,,34.0,33.0,97.1,0.0,0.0,3.0,8.8,31.0,91.2,0.0,0.0,28.0,4.7,2.88,10.7,33.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,118.8,OlivBr02
7.0,45.0,25.0,55.6,374,15.0,0.0,74.6,74.1,55.1,75.9,,225.0,215.0,95.6,0.0,0.0,44.0,19.6,181.0,80.4,0.0,0.0,104.0,4.2,1.74,12.5,53.0,3.0,10.7,7.0,4.0,57.1,2.0,0.0,3.0,19.0,64.5,AiyuBr00
18.0,62.0,43.0,69.4,580,13.5,0.0,72.7,73.9,67.4,79.1,,277.0,259.0,93.5,0.0,0.0,100.0,36.1,177.0,63.9,0.0,0.0,124.0,2.9,2.24,12.2,50.0,3.0,6.5,8.0,2.0,25.0,2.0,0.0,1.0,30.0,85.4,AtweTu00
11.0,45.0,32.0,71.1,478,14.9,2.0,72.8,73.8,78.9,77.1,,298.0,278.0,93.3,0.0,0.0,182.0,61.1,115.0,38.6,0.0,0.0,176.0,5.5,1.72,11.4,83.0,1.0,3.0,8.0,5.0,62.5,1.0,0.0,4.0,23.0,111.2,CokeJa01
14.0,81.0,51.0,63.0,667,13.1,3.0,73.1,73.6,59.8,82.9,,468.0,447.0,95.5,0.0,0.0,128.0,27.4,339.0,72.4,0.0,0.0,163.0,3.2,1.49,13.3,50.0,5.0,8.9,18.0,9.0,50.0,3.0,0.0,4.0,35.0,85.8,DellNa00
16.0,100.0,66.0,66.0,904,13.7,9.0,72.9,73.6,74.0,81.5,67.4,603.0,552.0,91.5,1.0,0.2,181.0,30.0,418.0,69.3,1.0,0.2,223.0,3.4,1.64,14.1,69.0,4.0,5.7,22.0,12.0,54.5,3.0,0.0,5.0,41.0,112.2,AddiJo00
8.0,5.0,5.0,100.0,51,10.2,0.0,70.7,73.5,73.4,68.0,74.1,45.0,39.0,86.7,3.0,6.7,14.0,31.1,11.0,24.4,20.0,44.4,33.0,6.6,1.31,3.6,15.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,1.0,2.0,109.2,HendPe01
2.0,2.0,1.0,50.0,14,14.0,0.0,76.0,73.4,64.7,61.2,,3.0,3.0,100.0,0.0,0.0,1.0,33.3,2.0,66.7,0.0,0.0,11.0,11.0,4.67,17.5,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,72.9,WashCa01
16.0,89.0,66.0,74.2,674,10.2,2.0,70.0,73.4,90.3,81.1,58.3,556.0,485.0,87.2,29.0,5.2,288.0,51.8,35.0,6.3,225.0,40.5,274.0,4.2,1.39,7.9,35.0,1.0,1.5,21.0,11.0,52.4,1.0,0.0,2.0,40.0,98.2,HenrHu00
17.0,137.0,98.0,71.5,966,9.9,6.0,73.5,73.3,82.5,62.0,,728.0,669.0,91.9,0.0,0.0,201.0,27.6,521.0,71.6,0.0,0.0,596.0,6.1,1.44,7.3,44.0,3.0,3.0,21.0,10.0,47.6,3.0,1.0,15.0,43.0,96.5,MoorD.00
20.0,52.0,44.0,84.6,452,10.3,5.0,71.3,73.2,90.3,79.2,71.4,412.0,350.0,85.0,37.0,9.0,111.0,26.9,50.0,12.1,235.0,57.0,210.0,4.8,1.29,6.6,35.0,0.0,0.0,6.0,6.0,100.0,2.0,0.0,3.0,25.0,118.9,GrayNo00
18.0,54.0,41.0,75.9,515,12.6,6.0,68.6,72.8,75.3,70.5,70.7,228.0,217.0,95.2,1.0,0.4,83.0,36.4,114.0,50.0,1.0,0.4,483.0,11.8,2.37,7.3,93.0,2.0,4.7,4.0,1.0,25.0,2.0,1.0,7.0,15.0,126.7,MimsMa00
19.0,74.0,51.0,68.9,846,16.6,11.0,71.8,72.8,65.0,79.3,,522.0,492.0,94.3,0.0,0.0,49.0,9.4,473.0,90.6,0.0,0.0,197.0,3.9,1.72,15.2,59.0,4.0,7.3,6.0,2.0,33.3,3.0,0.0,9.0,39.0,129.8,BateRa00
16.0,106.0,69.0,65.1,808,11.7,3.0,72.2,72.6,80.3,47.2,67.0,511.0,481.0,94.1,2.0,0.4,127.0,24.9,383.0,75.0,1.0,0.2,261.0,3.8,1.68,10.9,33.0,3.0,4.2,28.0,15.0,53.6,4.0,1.0,5.0,35.0,81.8,PittMi01
20.0,111.0,84.0,75.7,809,9.6,8.0,67.0,72.5,76.5,54.5,64.7,667.0,615.0,92.2,15.0,2.2,379.0,56.8,65.0,9.7,214.0,32.1,237.0,2.8,1.32,7.8,37.0,5.0,5.6,17.0,11.0,64.7,2.0,1.0,3.0,51.0,112.0,ErtzZa00
1.0,3.0,3.0,100.0,27,9.0,0.0,78.7,72.3,70.5,65.8,,5.0,5.0,100.0,0.0,0.0,3.0,60.0,2.0,40.0,0.0,0.0,9.0,3.0,5.4,6.0,12.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,1.0,1.0,104.2,BellDa02
14.0,105.0,73.0,69.5,800,11.0,6.0,71.4,72.3,87.3,50.3,51.0,455.0,426.0,93.6,2.0,0.4,297.0,65.3,158.0,34.7,0.0,0.0,278.0,3.8,1.88,8.7,69.0,2.0,2.7,19.0,9.0,47.4,0.0,1.0,7.0,32.0,110.8,KuppCo00
15.0,51.0,29.0,56.9,620,21.4,2.0,70.0,72.2,67.3,28.6,66.2,295.0,274.0,92.9,1.0,0.3,96.0,32.5,197.0,66.8,2.0,0.7,155.0,5.3,2.26,18.7,60.0,2.0,6.5,15.0,10.0,66.7,2.0,1.0,1.0,21.0,96.9,WatsCh00
19.0,149.0,110.0,73.8,998,9.1,4.0,71.7,72.2,84.7,60.4,53.2,755.0,668.0,88.5,37.0,4.9,317.0,42.0,174.0,23.0,253.0,33.5,427.0,3.9,1.49,7.1,49.0,5.0,4.3,17.0,10.0,58.8,4.0,2.0,5.0,53.0,89.3,KelcTr00
15.0,80.0,51.0,63.8,670,13.1,3.0,70.9,72.1,60.6,42.4,,438.0,420.0,95.9,0.0,0.0,138.0,31.5,265.0,60.5,2.0,0.5,417.0,8.2,1.6,6.9,76.0,5.0,8.9,15.0,5.0,33.3,1.0,0.0,15.0,28.0,97.4,SamuDe00
18.0,79.0,59.0,74.7,903,15.3,6.0,71.7,71.6,33.3,51.7,66.2,443.0,411.0,92.8,1.0,0.2,338.0,76.3,89.0,20.1,3.0,0.7,410.0,6.9,2.2,8.5,70.0,10.0,14.5,13.0,9.0,69.2,0.0,0.0,9.0,32.0,137.3,ReedJa03
20.0,114.0,78.0,68.4,925,11.9,9.0,71.8,71.6,67.1,83.8,,655.0,614.0,93.7,0.0,0.0,238.0,36.3,405.0,61.8,3.0,0.5,526.0,6.7,1.51,9.2,54.0,6.0,7.1,13.0,5.0,38.5,2.0,0.0,8.0,49.0,111.9,WortXa00
15.0,83.0,58.0,69.9,744,12.8,2.0,72.1,71.5,57.2,80.8,,514.0,486.0,94.6,0.0,0.0,143.0,27.8,369.0,71.8,1.0,0.2,238.0,4.1,1.53,9.8,63.0,6.0,9.4,4.0,2.0,50.0,3.0,0.0,3.0,38.0,90.6,WaddJa00
14.0,56.0,41.0,73.2,475,11.6,3.0,69.3,71.4,60.0,78.4,,350.0,333.0,95.1,0.0,0.0,247.0,70.6,97.0,27.7,5.0,1.4,132.0,3.2,1.43,8.7,37.0,4.0,8.9,15.0,9.0,60.0,0.0,0.0,2.0,26.0,116.3,VeleDe00
17.0,64.0,50.0,78.1,548,11.0,3.0,66.7,71.3,74.1,25.1,20.0,468.0,410.0,87.6,26.0,5.6,198.0,42.3,78.0,16.7,191.0,40.8,221.0,4.4,1.34,8.2,30.0,2.0,3.8,12.0,8.0,66.7,1.0,2.0,6.0,27.0,111.5,JohnJu02
6.0,3.0,3.0,100.0,44,14.7,0.0,71.3,71.2,70.5,72.8,,22.0,19.0,86.4,0.0,0.0,2.0,9.1,20.0,90.9,0.0,0.0,29.0,9.7,2.32,5.0,30.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,118.8,EskrDW00
15.0,20.0,16.0,80.0,208,13.0,0.0,66.4,71.1,66.7,22.8,70.2,139.0,126.0,90.6,3.0,2.2,58.0,41.7,23.0,16.5,57.0,41.0,66.0,4.1,1.65,10.1,31.0,1.0,5.9,4.0,3.0,75.0,0.0,1.0,0.0,11.0,110.0,SmarSt00
16.0,81.0,50.0,61.7,519,10.4,2.0,71.5,71.1,65.0,50.1,69.8,369.0,336.0,91.1,8.0,2.2,208.0,56.4,58.0,15.7,99.0,26.8,309.0,6.2,1.54,8.9,35.0,4.0,7.4,6.0,2.0,33.3,0.0,1.0,8.0,25.0,88.5,KincDa00
