#G,TGT,REC,REC%,YDS,Y/REC,TD,OFF,RECV,DROP,FUM,PBLK,PASS,RECV.1,RT%,PBLK.1,PB%,SLOT,SLT%,WIDE,WID%,INL,INL%,YAC,YAC/REC,Y/RR,ADOT,LNG,DRP,DRP%,CTT,CTC,CTC%,INT,FUM.1,MTF,1ST,RTG,PFR_ID
13.0,57.0,36.0,63.2,570,15.8,3.0,87.8,86.7,64.1,68.9,,223.0,212.0,95.1,0.0,0.0,78.0,35.0,135.0,60.5,1.0,0.4,246,6.8,2.69,10.6,72.0,3.0,7.7,4.0,3.0,75.0,6.0,0.0,6.0,23.0,74.3,HarrDe07
21.0,158.0,106.0,67.1,1823,17.2,14.0,85.3,86.1,56.3,40.1,,787.0,746.0,94.8,0.0,0.0,145.0,18.4,637.0,80.9,1.0,0.1,827,7.8,2.44,12.9,82.0,11.0,9.4,36.0,14.0,38.9,7.0,2.0,22.0,72.0,117.1,ChasJa00
20.0,182.0,134.0,73.6,1524,11.4,12.0,86.0,85.6,71.6,48.8,,759.0,711.0,93.7,0.0,0.0,407.0,53.6,344.0,45.3,6.0,0.8,576,4.3,2.14,10.6,75.0,10.0,6.9,21.0,6.0,28.6,4.0,2.0,15.0,87.0,111.1,HillTy00
17.0,120.0,80.0,66.7,1123,14.0,6.0,84.1,84.8,53.5,87.7,67.8,635.0,579.0,91.2,3.0,0.5,253.0,39.8,375.0,59.1,0.0,0.0,442,5.5,1.94,10.9,49.0,8.0,9.1,20.0,14.0,70.0,6.0,0.0,19.0,56.0,92.5,LambCe00
14.0,102.0,64.0,62.7,918,14.3,7.0,75.9,83.4,65.6,80.7,70.1,523.0,473.0,90.4,34.0,6.5,142.0,27.2,66.0,12.6,307.0,58.7,421,6.6,1.94,10.9,42.0,5.0,7.2,21.0,9.0,42.9,2.0,0.0,16.0,39.0,106.6,GronRo00
4.0,3.0,2.0,66.7,21,10.5,2.0,87.7,82.9,68.3,64.0,,6.0,6.0,100.0,0.0,0.0,2.0,33.3,3.0,50.0,1.0,16.7,0,0.0,3.5,15.0,19.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,2.0,126.4,HorsJe00
18.0,136.0,92.0,67.6,1400,15.2,8.0,83.4,82.8,63.5,55.5,62.2,676.0,643.0,95.1,1.0,0.1,142.0,21.0,532.0,78.7,2.0,0.3,425,4.6,2.18,12.2,75.0,8.0,8.0,43.0,18.0,41.9,2.0,1.0,12.0,66.0,114.8,HiggTe00
17.0,124.0,75.0,60.5,967,12.9,12.0,80.9,82.5,77.2,50.0,65.4,530.0,499.0,94.2,1.0,0.2,104.0,19.6,426.0,80.4,0.0,0.0,321,4.3,1.94,13.1,84.0,4.0,5.1,26.0,9.0,34.6,2.0,1.0,9.0,48.0,110.5,MetcDK00
17.0,107.0,68.0,63.6,1026,15.1,1.0,80.3,82.3,80.3,81.2,69.7,550.0,508.0,92.4,15.0,2.7,241.0,43.8,188.0,34.2,120.0,21.8,318,4.7,2.02,11.2,61.0,3.0,4.2,33.0,15.0,45.5,5.0,0.0,5.0,43.0,78.6,PittKy00
16.0,103.0,73.0,70.9,1175,16.1,8.0,81.0,82.1,90.5,82.1,71.9,530.0,500.0,94.3,2.0,0.4,219.0,41.3,310.0,58.5,1.0,0.2,278,3.8,2.35,15.4,69.0,1.0,1.4,20.0,9.0,45.0,3.0,0.0,3.0,41.0,122.4,LockTy00
19.0,168.0,109.0,64.9,1292,11.9,10.0,81.0,81.9,84.4,60.3,67.2,748.0,704.0,94.1,1.0,0.1,156.0,20.9,588.0,78.6,1.0,0.1,338,3.1,1.84,11.8,61.0,5.0,4.4,32.0,15.0,46.9,6.0,1.0,17.0,68.0,93.2,DiggSt00
10.0,59.0,42.0,71.2,572,13.6,8.0,79.8,81.1,75.8,78.5,,343.0,325.0,94.8,0.0,0.0,51.0,14.9,292.0,85.1,0.0,0.0,140,3.3,1.76,13.1,55.0,2.0,4.5,13.0,6.0,46.2,0.0,0.0,3.0,32.0,141.4,HopkDe00
18.0,135.0,111.0,82.2,1096,9.9,9.0,78.8,80.3,90.4,58.0,,623.0,585.0,93.9,0.0,0.0,402.0,64.5,219.0,35.2,0.0,0.0,490,4.4,1.87,6.7,54.0,3.0,2.6,15.0,6.0,40.0,1.0,1.0,15.0,52.0,119.6,RenfHu00
18.0,74.0,45.0,60.8,791,17.6,11.0,81.5,80.0,61.9,78.8,81.2,417.0,389.0,93.3,3.0,0.7,129.0,30.9,283.0,67.9,5.0,1.2,181,4.0,2.03,15.3,75.0,4.0,8.2,13.0,10.0,76.9,1.0,0.0,4.0,38.0,131.3,DaviGa01
17.0,124.0,88.0,71.0,1082,12.3,6.0,78.0,79.9,77.6,57.1,66.3,602.0,555.0,92.2,1.0,0.2,113.0,18.8,488.0,81.1,1.0,0.2,343,3.9,1.95,10.3,57.0,5.0,5.4,28.0,18.0,64.3,3.0,1.0,9.0,54.0,103.6,PittMi01
17.0,115.0,90.0,78.3,912,10.1,5.0,79.4,79.4,91.0,84.1,68.6,552.0,523.0,94.7,3.0,0.5,425.0,77.0,115.0,20.8,1.0,0.2,430,4.8,1.74,7.0,37.0,2.0,2.2,18.0,9.0,50.0,2.0,0.0,8.0,48.0,107.0,StxxAm00
14.0,124.0,98.0,79.0,1103,11.3,5.0,81.3,79.4,80.7,33.9,69.6,584.0,560.0,95.9,1.0,0.2,411.0,70.4,168.0,28.8,3.0,0.5,588,6.0,1.97,7.6,44.0,5.0,4.9,11.0,7.0,63.6,2.0,2.0,15.0,55.0,110.5,GodwCh00
4.0,5.0,3.0,60.0,31,10.3,0.0,76.0,78.7,70.5,65.8,80.2,24.0,16.0,66.7,8.0,33.3,3.0,12.5,9.0,37.5,12.0,50.0,25,8.3,1.94,4.4,14.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,2.0,38.3,HudsTo00
12.0,16.0,13.0,81.3,155,11.9,3.0,79.0,78.6,80.0,72.3,70.2,72.0,65.0,90.3,1.0,1.4,43.0,59.7,28.0,38.9,1.0,1.4,77,5.9,2.38,10.1,61.0,0.0,0.0,0.0,0.0,,1.0,0.0,3.0,8.0,120.6,TurnMa00
16.0,138.0,104.0,75.4,1015,9.8,6.0,78.3,78.5,64.1,64.9,,622.0,579.0,93.1,0.0,0.0,374.0,60.1,238.0,38.3,1.0,0.2,455,4.4,1.75,7.0,57.0,9.0,8.0,17.0,12.0,70.6,6.0,1.0,11.0,59.0,91.9,WaddJa00
15.0,21.0,18.0,85.7,181,10.1,2.0,78.1,78.4,55.6,87.7,75.0,90.0,82.0,91.1,1.0,1.1,63.0,70.0,15.0,16.7,4.0,4.4,204,11.3,2.21,0.2,33.0,2.0,10.0,0.0,0.0,,0.0,0.0,6.0,10.0,134.3,FeltDe00
20.0,97.0,65.0,67.0,961,14.8,5.0,75.9,78.3,79.5,67.2,66.0,593.0,559.0,94.3,1.0,0.2,149.0,25.1,443.0,74.7,1.0,0.2,396,6.1,1.72,10.4,43.0,3.0,4.4,28.0,15.0,53.6,0.0,1.0,18.0,44.0,116.4,AiyuBr00
17.0,126.0,77.0,61.1,1053,13.7,5.0,78.3,78.3,88.9,82.0,,621.0,582.0,93.7,0.0,0.0,170.0,27.4,451.0,72.6,0.0,0.0,313,4.1,1.81,13.9,46.0,2.0,2.5,47.0,25.0,53.2,4.0,0.0,7.0,47.0,87.8,McLaTe00
5.0,17.0,16.0,94.1,193,12.1,1.0,77.9,77.6,81.7,73.3,70.0,124.0,99.0,79.8,21.0,16.9,45.0,36.3,6.0,4.8,66.0,53.2,128,8.0,1.95,5.5,34.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,5.0,9.0,133.6,WillMa04
18.0,110.0,68.0,61.8,976,14.4,5.0,77.7,77.6,81.5,49.1,,599.0,563.0,94.0,0.0,0.0,72.0,12.0,522.0,87.1,1.0,0.2,260,3.8,1.73,14.9,46.0,3.0,4.2,28.0,11.0,39.3,3.0,1.0,11.0,45.0,94.4,SmitDe07
16.0,122.0,76.0,62.3,1146,15.1,9.0,77.6,77.6,62.3,82.0,,620.0,582.0,93.9,0.0,0.0,105.0,16.9,514.0,82.9,1.0,0.2,415,5.5,1.97,12.0,72.0,7.0,8.4,41.0,21.0,51.2,1.0,0.0,7.0,51.0,114.3,WillMi07
16.0,150.0,106.0,70.7,1138,10.7,6.0,77.5,77.5,60.6,59.9,,689.0,641.0,93.0,0.0,0.0,431.0,62.6,250.0,36.3,2.0,0.3,356,3.4,1.78,9.1,42.0,9.0,7.8,28.0,14.0,50.0,5.0,1.0,3.0,66.0,92.0,AlleKe00
18.0,108.0,85.0,78.7,897,10.6,8.0,78.2,77.4,86.9,82.7,67.3,695.0,589.0,84.7,65.0,9.4,311.0,44.7,71.0,10.2,297.0,42.7,378,4.4,1.52,7.1,38.0,3.0,3.4,19.0,12.0,63.2,1.0,0.0,13.0,47.0,122.1,SchuDa00
16.0,130.0,90.0,69.2,1037,11.5,6.0,77.4,77.3,82.5,83.1,,567.0,528.0,93.1,0.0,0.0,193.0,34.0,370.0,65.3,0.0,0.0,349,3.9,1.96,11.1,52.0,4.0,4.3,21.0,12.0,57.1,3.0,0.0,6.0,45.0,98.8,CookBr00
18.0,75.0,62.0,82.7,877,14.1,7.0,77.8,77.2,84.4,51.6,,464.0,436.0,94.0,0.0,0.0,172.0,37.1,287.0,61.9,0.0,0.0,415,6.7,2.01,8.5,75.0,2.0,3.1,12.0,9.0,75.0,1.0,1.0,11.0,33.0,140.9,BourKe00
11.0,53.0,37.0,69.8,496,13.4,1.0,76.5,76.8,64.5,77.7,,279.0,270.0,96.8,0.0,0.0,58.0,20.8,221.0,79.2,0.0,0.0,136,3.7,1.84,12.0,51.0,3.0,7.5,14.0,8.0,57.1,3.0,0.0,6.0,23.0,82.0,JoneJu02
1.0,2.0,1.0,50.0,7,7.0,0.0,81.3,76.7,64.7,73.8,,2.0,2.0,100.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,11,11.0,3.5,3.5,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,58.3,LewiTo00
14.0,93.0,66.0,71.0,770,11.7,4.0,75.2,76.5,66.5,26.5,,407.0,392.0,96.3,0.0,0.0,202.0,49.6,203.0,49.9,1.0,0.2,255,3.9,1.96,9.9,49.0,5.0,7.0,19.0,11.0,57.9,5.0,2.0,7.0,37.0,87.7,GageRu00
17.0,156.0,93.0,59.6,1157,12.4,4.0,76.9,76.3,55.1,59.7,66.8,653.0,622.0,95.3,1.0,0.2,120.0,18.4,527.0,80.7,0.0,0.0,445,4.8,1.86,10.8,64.0,9.0,8.8,26.0,9.0,34.6,6.0,1.0,7.0,60.0,75.2,MoorD.00
17.0,30.0,24.0,80.0,226,9.4,1.0,72.3,75.4,73.5,59.6,,172.0,164.0,95.3,0.0,0.0,124.0,72.1,42.0,24.4,0.0,0.0,113,4.7,1.38,6.2,28.0,1.0,4.0,3.0,2.0,66.7,0.0,0.0,4.0,15.0,109.2,McKeIs00
17.0,82.0,64.0,78.0,522,8.2,7.0,72.6,75.2,79.2,45.9,81.2,473.0,414.0,87.5,32.0,6.8,153.0,32.3,32.0,6.8,287.0,60.7,273,4.3,1.26,5.6,24.0,3.0,4.5,17.0,10.0,58.8,0.0,1.0,12.0,35.0,121.6,FreiPa00
18.0,134.0,91.0,67.9,1271,14.0,16.0,75.4,75.1,72.5,83.0,,747.0,719.0,96.3,0.0,0.0,256.0,34.3,491.0,65.7,0.0,0.0,318,3.5,1.77,13.1,55.0,6.0,6.2,20.0,15.0,75.0,3.0,0.0,10.0,66.0,128.5,EvanMi00
18.0,104.0,65.0,62.5,825,12.7,7.0,74.8,75.0,73.5,81.4,,553.0,527.0,95.3,0.0,0.0,108.0,19.5,445.0,80.5,0.0,0.0,242,3.7,1.57,13.3,54.0,5.0,7.1,19.0,12.0,63.2,3.0,0.0,2.0,42.0,97.6,BeckOd00
17.0,134.0,81.0,60.4,1055,13.0,4.0,74.7,74.9,79.4,83.0,65.8,651.0,613.0,94.2,1.0,0.2,284.0,43.6,362.0,55.6,0.0,0.0,391,4.8,1.72,11.4,64.0,4.0,4.7,20.0,4.0,20.0,8.0,0.0,10.0,49.0,70.3,MoonDa00
18.0,130.0,89.0,68.5,906,10.2,2.0,74.7,74.6,77.6,83.7,75.5,615.0,574.0,93.3,8.0,1.3,405.0,65.9,208.0,33.8,1.0,0.2,233,2.6,1.58,9.8,39.0,4.0,4.3,29.0,20.0,69.0,3.0,1.0,4.0,45.0,83.7,MeyeJa01
10.0,53.0,39.0,73.6,420,10.8,0.0,72.8,74.4,56.9,79.7,,218.0,196.0,89.9,0.0,0.0,131.0,60.1,83.0,38.1,2.0,0.9,234,6.0,2.14,6.5,38.0,3.0,7.1,9.0,5.0,55.6,1.0,0.0,12.0,21.0,88.6,ToneKa00
16.0,18.0,14.0,77.8,145,10.4,3.0,71.5,74.3,82.2,73.6,62.6,193.0,134.0,69.4,52.0,26.9,34.0,17.6,17.0,8.8,139.0,72.0,57,4.1,1.08,8.2,22.0,0.0,0.0,3.0,2.0,66.7,1.0,0.0,1.0,10.0,116.7,PruiMy00
16.0,60.0,46.0,76.7,431,9.4,2.0,74.0,74.3,85.2,90.2,,279.0,263.0,94.3,0.0,0.0,207.0,74.2,67.0,24.0,2.0,0.7,258,5.6,1.64,4.9,46.0,1.0,2.1,6.0,5.0,83.3,1.0,1.0,2.0,22.0,100.1,BerrBr00
7.0,35.0,24.0,68.6,469,19.5,2.0,73.4,73.9,62.7,77.9,,231.0,218.0,94.4,0.0,0.0,100.0,43.3,131.0,56.7,0.0,0.0,112,4.7,2.15,17.1,61.0,2.0,7.7,5.0,4.0,80.0,0.0,0.0,4.0,16.0,130.4,RuggHe00
12.0,102.0,62.0,60.8,741,12.0,2.0,69.7,73.9,59.5,80.7,74.2,486.0,436.0,89.7,24.0,4.9,141.0,29.0,104.0,21.4,241.0,49.6,278,4.5,1.7,10.3,33.0,6.0,8.8,15.0,6.0,40.0,2.0,0.0,4.0,36.0,81.4,WallDa01
11.0,74.0,43.0,58.1,538,12.5,5.0,71.2,73.8,76.5,79.4,65.7,329.0,308.0,93.6,1.0,0.3,93.0,28.3,233.0,70.8,1.0,0.3,204,4.7,1.75,12.4,62.0,2.0,4.4,10.0,4.0,40.0,4.0,0.0,5.0,24.0,80.8,MoorEl00
17.0,176.0,112.0,63.6,1195,10.7,9.0,73.2,73.8,64.7,35.9,,701.0,654.0,93.3,0.0,0.0,49.0,7.0,651.0,92.9,1.0,0.1,542,4.8,1.83,9.0,50.0,8.0,6.7,23.0,9.0,39.1,3.0,2.0,16.0,64.0,93.3,JohnDi01
13.0,3.0,3.0,100.0,31,10.3,0.0,68.5,73.7,70.5,65.8,84.6,46.0,21.0,45.7,23.0,50.0,6.0,13.0,3.0,6.5,35.0,76.1,19,6.3,1.48,4.0,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,109.7,SpriJe00
12.0,81.0,61.0,75.3,583,9.6,4.0,68.1,73.6,90.1,80.7,65.4,446.0,395.0,88.6,23.0,5.2,237.0,53.1,50.0,11.2,157.0,35.2,201,3.3,1.48,7.7,33.0,1.0,1.6,14.0,11.0,78.6,3.0,0.0,6.0,32.0,95.9,HockTJ00
16.0,109.0,74.0,67.9,929,12.6,9.0,73.0,73.6,77.1,50.8,,616.0,570.0,92.5,0.0,0.0,173.0,28.1,443.0,71.9,0.0,0.0,230,3.1,1.63,11.9,41.0,4.0,5.1,24.0,14.0,58.3,0.0,1.0,11.0,48.0,121.7,CoopAm00
16.0,10.0,9.0,90.0,65,7.2,1.0,70.1,73.5,77.3,70.6,55.6,121.0,41.0,33.9,77.0,63.6,4.0,3.3,1.0,0.8,116.0,95.9,32,3.6,1.59,4.8,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,127.1,SmitLe00
13.0,86.0,67.0,77.9,726,10.8,10.0,74.6,73.5,86.5,48.1,,474.0,446.0,94.1,0.0,0.0,116.0,24.5,356.0,75.1,0.0,0.0,252,3.8,1.63,9.5,35.0,2.0,2.9,21.0,14.0,66.7,2.0,1.0,7.0,36.0,130.9,ThieAd00
17.0,78.0,51.0,65.4,633,12.4,9.0,72.0,73.3,87.4,79.8,52.2,521.0,441.0,84.6,58.0,11.1,321.0,61.6,58.0,11.1,138.0,26.5,156,3.1,1.44,10.7,35.0,1.0,1.9,15.0,8.0,53.3,3.0,0.0,1.0,35.0,112.8,HenrHu00
10.0,73.0,40.0,54.8,515,12.9,2.0,72.8,73.2,58.4,78.1,,370.0,347.0,93.8,0.0,0.0,49.0,13.2,321.0,86.8,0.0,0.0,108,2.7,1.48,12.4,42.0,4.0,9.1,30.0,14.0,46.7,2.0,0.0,2.0,29.0,74.9,ParkDe01
9.0,58.0,35.0,60.3,445,12.7,2.0,73.4,73.1,64.1,77.7,,350.0,325.0,92.9,0.0,0.0,28.0,8.0,322.0,92.0,0.0,0.0,126,3.6,1.37,12.2,41.0,3.0,7.9,20.0,10.0,50.0,0.0,0.0,1.0,23.0,95.8,GallMi00
18.0,112.0,83.0,74.1,1033,12.4,5.0,72.1,72.7,69.8,84.5,,613.0,576.0,94.0,0.0,0.0,477.0,77.8,136.0,22.2,0.0,0.0,254,3.1,1.79,12.1,50.0,6.0,6.7,19.0,13.0,68.4,2.0,0.0,3.0,45.0,109.7,KirkCh01
5.0,13.0,10.0,76.9,212,21.2,2.0,72.5,72.5,78.0,73.1,,74.0,72.0,97.3,0.0,0.0,19.0,25.7,55.0,74.3,0.0,0.0,67,6.7,2.94,16.2,62.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,157.9,GrayCy01
14.0,40.0,33.0,82.5,330,10.0,2.0,67.3,72.5,56.9,28.2,69.3,216.0,170.0,78.7,34.0,15.7,40.0,18.5,15.0,6.9,159.0,73.6,245,7.4,1.94,5.5,64.0,2.0,5.7,4.0,3.0,75.0,0.0,1.0,5.0,15.0,117.7,OkwuAl00
9.0,66.0,45.0,68.2,556,12.4,4.0,75.7,72.1,61.9,80.2,72.6,340.0,319.0,93.8,7.0,2.1,152.0,44.7,184.0,54.1,2.0,0.6,208,4.6,1.74,8.7,28.0,4.0,8.2,7.0,2.0,28.6,1.0,0.0,3.0,34.0,107.9,WoodRo02
7.0,4.0,3.0,75.0,39,13.0,1.0,69.6,72.0,72.1,67.0,62.3,42.0,37.0,88.1,1.0,2.4,16.0,38.1,23.0,54.8,3.0,7.1,27,9.0,1.05,10.0,18.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,2.0,3.0,105.2,TateAu00
13.0,39.0,28.0,71.8,375,13.4,5.0,70.1,71.8,86.9,76.9,,292.0,275.0,94.2,0.0,0.0,223.0,76.4,60.0,20.5,8.0,2.7,144,5.1,1.36,10.4,54.0,0.0,0.0,13.0,7.0,53.8,0.0,0.0,2.0,20.0,141.6,CobbRa00
18.0,68.0,45.0,66.2,682,15.2,1.0,68.2,71.8,85.4,81.1,66.2,481.0,452.0,94.0,1.0,0.2,347.0,72.1,121.0,25.2,13.0,2.7,260,5.8,1.51,13.8,91.0,1.0,2.2,15.0,8.0,53.3,3.0,0.0,8.0,26.0,85.5,WatkQu00
16.0,83.0,53.0,63.9,734,13.8,5.0,71.2,71.8,59.5,79.6,58.1,527.0,497.0,94.3,5.0,0.9,136.0,25.8,381.0,72.3,9.0,1.7,206,3.9,1.48,12.3,44.0,5.0,8.6,17.0,6.0,35.3,2.0,0.0,6.0,39.0,102.2,PatrTi00
16.0,71.0,50.0,70.4,664,13.3,6.0,71.7,71.6,65.6,31.4,67.2,428.0,391.0,91.4,2.0,0.5,385.0,90.0,42.0,9.8,0.0,0.0,283,5.7,1.7,10.7,73.0,3.0,5.7,13.0,6.0,46.2,2.0,2.0,4.0,28.0,116.2,WilsCe01
12.0,15.0,12.0,80.0,161,13.4,2.0,69.4,71.3,79.4,71.9,,90.0,84.0,93.3,0.0,0.0,36.0,40.0,53.0,58.9,0.0,0.0,62,5.2,1.92,9.1,52.0,0.0,0.0,4.0,2.0,50.0,0.0,0.0,1.0,7.0,151.0,FordIs00
16.0,28.0,21.0,75.0,233,11.1,3.0,64.8,71.3,71.5,74.6,64.2,178.0,158.0,88.8,13.0,7.3,51.0,28.7,37.0,20.8,79.0,44.4,82,3.9,1.47,9.6,41.0,1.0,4.5,4.0,3.0,75.0,2.0,0.0,0.0,14.0,105.2,BryaHa00
10.0,18.0,13.0,72.2,249,19.2,2.0,71.1,71.1,80.6,72.7,67.6,143.0,136.0,95.1,1.0,0.7,83.0,58.0,58.0,40.6,1.0,0.7,99,7.6,1.83,11.1,56.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,1.0,9.0,128.2,HumpLi01
17.0,95.0,58.0,61.1,776,13.4,2.0,71.2,71.0,89.9,80.5,,574.0,542.0,94.4,0.0,0.0,78.0,13.6,495.0,86.2,1.0,0.2,145,2.5,1.43,15.8,55.0,1.0,1.7,21.0,9.0,42.9,3.0,0.0,3.0,35.0,80.9,SuttCo00
15.0,22.0,14.0,63.6,167,11.9,3.0,69.7,70.9,66.7,73.3,48.6,148.0,130.0,87.8,8.0,5.4,57.0,38.5,37.0,25.0,53.0,35.8,50,3.6,1.28,9.7,28.0,1.0,6.7,6.0,4.0,66.7,0.0,0.0,1.0,10.0,126.3,GrahJi00
5.0,22.0,15.0,68.2,204,13.6,2.0,71.7,70.9,81.7,73.3,,141.0,130.0,92.2,0.0,0.0,18.0,12.8,123.0,87.2,0.0,0.0,98,6.5,1.57,11.5,46.0,0.0,0.0,6.0,2.0,33.3,0.0,0.0,3.0,9.0,127.8,CephQu00
14.0,26.0,20.0,76.9,190,9.5,3.0,69.2,70.8,72.1,75.4,54.4,218.0,154.0,70.6,48.0,22.0,52.0,23.9,9.0,4.1,157.0,72.0,139,7.0,1.23,5.6,22.0,1.0,4.8,5.0,2.0,40.0,0.0,0.0,2.0,13.0,135.1,ParhDo00
17.0,106.0,73.0,68.9,780,10.7,2.0,68.6,70.8,82.5,81.8,36.6,592.0,539.0,91.0,11.0,1.9,370.0,62.5,173.0,29.2,44.0,7.4,230,3.2,1.45,8.9,40.0,3.0,3.9,32.0,15.0,46.9,2.0,0.0,4.0,39.0,88.6,GesiMi00
6.0,5.0,5.0,100.0,47,9.4,2.0,78.8,70.6,73.4,68.0,73.2,39.0,34.0,87.2,3.0,7.7,11.0,28.2,10.0,25.6,18.0,46.2,10,2.0,1.38,8.8,27.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,3.0,145.4,FortJo01
10.0,54.0,38.0,70.4,467,12.3,0.0,68.7,70.5,73.7,30.0,,271.0,253.0,93.4,0.0,0.0,207.0,76.4,63.0,23.2,1.0,0.4,183,4.8,1.85,10.5,40.0,2.0,5.0,6.0,2.0,33.3,1.0,1.0,6.0,22.0,89.0,JeudJe00
18.0,77.0,52.0,67.5,607,11.7,2.0,70.6,70.4,87.6,40.3,,476.0,448.0,94.1,0.0,0.0,137.0,28.8,339.0,71.2,0.0,0.0,182,3.5,1.35,14.4,43.0,1.0,1.9,17.0,6.0,35.3,6.0,1.0,5.0,33.0,67.4,JoneZa00
17.0,83.0,61.0,73.5,593,9.7,3.0,66.7,70.4,90.0,43.9,58.5,604.0,480.0,79.5,98.0,16.2,62.0,10.3,35.0,5.8,501.0,82.9,332,5.4,1.24,5.8,40.0,1.0,1.6,17.0,8.0,47.1,0.0,1.0,2.0,26.0,105.1,ConkTy00
20.0,89.0,67.0,75.3,814,12.1,3.0,70.2,70.4,68.8,42.0,,522.0,495.0,94.8,0.0,0.0,265.0,50.8,247.0,47.3,6.0,1.1,586,8.7,1.64,7.1,53.0,4.0,5.6,8.0,2.0,25.0,1.0,1.0,16.0,38.0,109.5,HardMe00
20.0,105.0,82.0,78.1,938,11.4,6.0,70.8,70.4,90.1,55.0,68.6,719.0,678.0,94.3,3.0,0.4,641.0,89.2,78.0,10.8,0.0,0.0,435,5.3,1.38,7.6,68.0,1.0,1.2,17.0,12.0,70.6,4.0,1.0,9.0,44.0,107.1,BoydTy00
