PFR_ID,PPR,Day,G#,Week,Age,Team,Home_Away,Opp,WINS,LOSSES,PF,PA,OVER,OFF,PASS,PBLK,RECV,RUN,RBLK,DEF,RDEF,TACK,PRSH,COV,WINS_opponent,LOSSES_opponent,PF_opponent,PA_opponent,OVER_opponent,OFF_opponent,PASS_opponent,PBLK_opponent,RECV_opponent,RUN_opponent,RBLK_opponent,DEF_opponent,RDEF_opponent,TACK_opponent,PRSH_opponent,COV_opponent
MartDo00,55.2,Sun,8,9,23.81,TAM,Away,OAK,4,12,287.0,494.0,60.2,66.4,61.2,69.6,63.5,68.4,71.9,48.8,46.4,27.4,68.9,39.6,8,8,359.0,433.0,75.7,78.2,69.0,73.0,80.0,66.8,78.0,63.2,79.8,85.8,73.3,40.5
JohnAn02,47.3,Sun,10,11,31.36,HOU,Home,JAX,10,6,381.0,278.0,88.0,87.0,75.6,83.6,78.2,76.7,90.4,75.8,69.2,90.1,75.8,76.7,5,11,243.0,329.0,70.4,63.1,36.1,71.7,59.4,59.7,83.1,78.2,77.8,91.0,71.4,82.5
BryaDe01,43.4,Sun,15,16,24.13,DAL,Home,NOR,8,8,369.0,347.0,82.6,82.2,75.3,74.1,82.4,69.3,81.0,71.2,82.9,90.0,78.7,46.3,13,3,547.0,339.0,86.7,93.0,92.2,79.0,88.2,90.1,87.7,55.3,60.1,60.0,56.2,54.2
HartBr00,43.3,Sun,4,4,25.86,MIA,Away,ARI,6,10,329.0,313.0,72.6,75.7,77.2,68.1,73.9,52.8,79.9,60.9,70.7,68.6,67.7,40.9,8,8,312.0,348.0,68.5,66.7,45.7,63.1,70.2,57.3,85.6,67.1,53.9,87.5,68.6,77.3
MorrAl00,41.2,Sun,16,17,24.05,WAS,Home,DAL,5,11,288.0,367.0,71.1,71.4,59.7,69.1,73.4,70.5,72.4,64.3,58.9,81.5,69.8,56.9,8,8,369.0,347.0,82.6,82.2,75.3,74.1,82.4,69.3,81.0,71.2,82.9,90.0,78.7,46.3
CharJa00,40.8,Sun,3,3,25.74,KAN,Away,NOR,7,9,212.0,338.0,76.5,72.2,59.0,80.8,73.4,64.9,72.4,75.5,85.5,74.4,66.6,63.3,13,3,547.0,339.0,86.7,93.0,92.2,79.0,88.2,90.1,87.7,55.3,60.1,60.0,56.2,54.2
WaynRe00,40.2,Sun,4,5,33.89,IND,Home,GNB,2,14,243.0,430.0,64.1,66.5,47.3,71.0,71.0,63.0,70.5,58.1,55.8,79.1,68.6,50.1,15,1,560.0,359.0,82.7,86.4,93.0,77.7,80.7,70.3,73.5,63.4,53.7,65.3,56.6,78.0
ColsMa00,40.1,Sun,5,5,29.34,NOR,Home,SDG,13,3,547.0,339.0,86.7,93.0,92.2,79.0,88.2,90.1,87.7,55.3,60.1,60.0,56.2,54.2,8,8,406.0,377.0,77.3,80.1,79.6,70.7,83.1,66.7,71.0,62.2,68.2,90.8,67.0,55.0
WilsRu00,39.4,Sun,14,15,24.05,SEA,Away,BUF,7,9,321.0,315.0,77.6,70.9,69.0,65.6,70.3,66.3,74.8,80.4,81.3,90.8,70.2,89.2,6,10,372.0,434.0,74.1,75.0,68.2,85.9,67.4,73.3,74.3,63.9,69.1,91.9,62.3,58.9
RodgAa00,39.22,Sun,6,6,28.87,GNB,Away,HOU,15,1,560.0,359.0,82.7,86.4,93.0,77.7,80.7,70.3,73.5,63.4,53.7,65.3,56.6,78.0,10,6,381.0,278.0,88.0,87.0,75.6,83.6,78.2,76.7,90.4,75.8,69.2,90.1,75.8,76.7
