PFR_ID,PPR,Day,G#,Week,Age,Team,Home_Away,Opp,WINS,LOSSES,PF,PA,OVER,OFF,PASS,PBLK,RECV,RUN,RBLK,DEF,RDEF,TACK,PRSH,COV,WINS_opponent,LOSSES_opponent,PF_opponent,PA_opponent,OVER_opponent,OFF_opponent,PASS_opponent,PBLK_opponent,RECV_opponent,RUN_opponent,RBLK_opponent,DEF_opponent,RDEF_opponent,TACK_opponent,PRSH_opponent,COV_opponent
CookDa01,39.2,Sun,8,9,25.25,MIN,Home,DET,10,6,407.0,303.0,91.9,79.4,86.6,65.2,81.0,78.7,63.3,85.7,75.4,88.8,74.1,91.2,3,12,341.0,423.0,74.0,73.9,69.1,68.5,76.2,70.1,65.7,59.8,63.9,54.6,62.0,50.3
HenrDe00,38.5,Sun,11,12,26.9,TEN,Away,IND,9,7,402.0,331.0,92.1,83.7,84.9,74.9,83.7,83.3,67.5,77.0,88.4,74.8,66.0,68.9,7,9,361.0,373.0,81.8,75.0,60.2,75.1,65.8,78.7,85.1,74.8,69.9,65.5,68.9,75.6
HerbJu00,38.48,Sun,6,7,22.63,LAC,Home,JAX,5,11,337.0,345.0,78.7,72.2,73.9,59.9,77.2,77.1,52.2,72.4,67.1,40.5,70.4,78.9,6,10,300.0,397.0,67.4,66.6,69.7,67.0,67.8,63.1,54.5,60.8,56.6,35.5,74.3,50.6
NewtCa00,38.48,Sun,16,17,31.65,NWE,Home,NYJ,12,4,420.0,225.0,89.7,74.3,76.8,74.1,70.4,73.0,63.1,87.9,76.0,70.0,71.8,92.6,7,9,276.0,359.0,72.7,64.3,59.7,62.4,72.3,64.9,46.9,74.3,78.2,54.6,67.1,72.2
BeckOd00,38.4,Sun,4,4,27.92,CLE,Away,DAL,6,10,335.0,393.0,72.6,71.8,73.0,71.3,71.4,88.8,51.7,61.1,55.6,46.2,70.5,59.8,8,8,434.0,321.0,91.8,83.1,76.5,78.3,78.6,88.6,71.8,78.6,73.5,59.6,73.1,88.7
KamaAl00,38.4,Mon,2,2,25.16,NOR,Away,LVR,13,3,458.0,341.0,93.5,85.6,88.8,82.5,80.5,77.8,73.9,79.8,83.8,69.3,79.0,70.2,7,9,313.0,419.0,74.6,76.2,80.4,74.0,74.4,81.4,59.6,60.9,72.7,39.2,68.2,46.3
TaylJo02,38.4,Sun,16,17,21.96,IND,Home,JAX,7,9,361.0,373.0,81.8,75.0,60.2,75.1,65.8,78.7,85.1,74.8,69.9,65.5,68.9,75.6,6,10,300.0,397.0,67.4,66.6,69.7,67.0,67.8,63.1,54.5,60.8,56.6,35.5,74.3,50.6
JoneMa02,38.0,Sun,16,17,30.81,DET,Home,MIN,3,12,341.0,423.0,74.0,73.9,69.1,68.5,76.2,70.1,65.7,59.8,63.9,54.6,62.0,50.3,10,6,407.0,303.0,91.9,79.4,86.6,65.2,81.0,78.7,63.3,85.7,75.4,88.8,74.1,91.2
MurrKy00,37.92,Sun,8,9,23.25,ARI,Home,MIA,5,10,361.0,442.0,71.6,69.7,61.9,77.4,67.7,81.1,56.0,62.7,70.4,44.4,74.7,41.8,5,11,306.0,494.0,58.9,62.7,69.7,46.1,67.2,66.5,43.5,53.3,61.6,47.4,56.1,38.9
HurtJa00,37.82,Sun,14,15,22.37,PHI,Away,ARI,9,7,385.0,354.0,85.5,79.7,75.5,81.1,71.0,63.7,88.4,70.7,68.7,47.1,79.2,60.7,5,10,361.0,442.0,71.6,69.7,61.9,77.4,67.7,81.1,56.0,62.7,70.4,44.4,74.7,41.8
AlleJo02,37.66,Sat,14,15,24.58,BUF,Away,DEN,10,6,314.0,259.0,79.6,68.0,60.0,71.8,68.7,72.7,60.5,78.4,67.8,36.2,71.6,90.5,7,9,282.0,316.0,83.7,69.9,58.8,74.3,71.1,78.1,61.1,83.6,91.2,72.6,65.3,81.5
PresDa01,37.28,Sun,4,4,27.18,DAL,Home,CLE,8,8,434.0,321.0,91.8,83.1,76.5,78.3,78.6,88.6,71.8,78.6,73.5,59.6,73.1,88.7,6,10,335.0,393.0,72.6,71.8,73.0,71.3,71.4,88.8,51.7,61.1,55.6,46.2,70.5,59.8
McCaCh01,37.1,Sun,9,9,24.42,CAR,Away,KAN,5,11,340.0,470.0,68.0,64.8,46.8,67.1,70.6,66.9,59.3,67.1,55.1,59.9,70.7,76.0,12,4,451.0,308.0,81.1,76.8,78.9,77.2,79.3,68.0,56.2,64.5,58.2,49.8,63.5,70.2
MurrKy00,37.1,Sun,7,7,23.22,ARI,Home,SEA,5,10,361.0,442.0,71.6,69.7,61.9,77.4,67.7,81.1,56.0,62.7,70.4,44.4,74.7,41.8,11,5,405.0,398.0,83.7,78.2,90.4,61.2,77.5,78.0,59.9,71.1,72.0,44.3,62.7,75.0
TannRy00,37.02,Sun,14,15,32.4,TEN,Home,DET,9,7,402.0,331.0,92.1,83.7,84.9,74.9,83.7,83.3,67.5,77.0,88.4,74.8,66.0,68.9,3,12,341.0,423.0,74.0,73.9,69.1,68.5,76.2,70.1,65.7,59.8,63.9,54.6,62.0,50.3
LockTy00,37.0,Sun,3,3,28.0,SEA,Home,DAL,11,5,405.0,398.0,83.7,78.2,90.4,61.2,77.5,78.0,59.9,71.1,72.0,44.3,62.7,75.0,8,8,434.0,321.0,91.8,83.1,76.5,78.3,78.6,88.6,71.8,78.6,73.5,59.6,73.1,88.7
BradTo00,36.86,Sun,7,7,43.23,TAM,Away,LVR,7,9,458.0,449.0,84.4,78.1,66.4,76.6,84.5,70.8,63.1,74.3,79.0,47.5,73.5,69.5,7,9,313.0,419.0,74.6,76.2,80.4,74.0,74.4,81.4,59.6,60.9,72.7,39.2,68.2,46.3
BrowAn04,36.8,Sun,16,17,32.48,TAM,Home,ATL,7,9,458.0,449.0,84.4,78.1,66.4,76.6,84.5,70.8,63.1,74.3,79.0,47.5,73.5,69.5,7,9,381.0,399.0,78.7,75.8,73.5,64.2,81.9,62.6,63.9,66.4,68.9,57.8,72.9,52.6
WilsRu00,36.8,Sun,3,3,31.83,SEA,Home,DAL,11,5,405.0,398.0,83.7,78.2,90.4,61.2,77.5,78.0,59.9,71.1,72.0,44.3,62.7,75.0,8,8,434.0,321.0,91.8,83.1,76.5,78.3,78.6,88.6,71.8,78.6,73.5,59.6,73.1,88.7
MahoPa00,36.64,Sun,8,8,25.12,KAN,Home,NYJ,12,4,451.0,308.0,81.1,76.8,78.9,77.2,79.3,68.0,56.2,64.5,58.2,49.8,63.5,70.2,7,9,276.0,359.0,72.7,64.3,59.7,62.4,72.3,64.9,46.9,74.3,78.2,54.6,67.1,72.2
GibsAn00,36.6,Thu,11,12,22.43,WAS,Away,DAL,3,13,266.0,435.0,68.6,67.3,59.3,67.3,68.1,73.3,62.6,62.4,60.9,61.4,69.1,56.5,8,8,434.0,321.0,91.8,83.1,76.5,78.3,78.6,88.6,71.8,78.6,73.5,59.6,73.1,88.7
HenrDe00,36.2,Sun,13,14,26.94,TEN,Away,JAX,9,7,402.0,331.0,92.1,83.7,84.9,74.9,83.7,83.3,67.5,77.0,88.4,74.8,66.0,68.9,6,10,300.0,397.0,67.4,66.6,69.7,67.0,67.8,63.1,54.5,60.8,56.6,35.5,74.3,50.6
AlleJo02,36.0,Sun,9,9,24.47,BUF,Home,SEA,10,6,314.0,259.0,79.6,68.0,60.0,71.8,68.7,72.7,60.5,78.4,67.8,36.2,71.6,90.5,11,5,405.0,398.0,83.7,78.2,90.4,61.2,77.5,78.0,59.9,71.1,72.0,44.3,62.7,75.0
JacoJo01,35.9,Sun,1,1,22.59,LVR,Away,CAR,7,9,313.0,419.0,74.6,76.2,80.4,74.0,74.4,81.4,59.6,60.9,72.7,39.2,68.2,46.3,5,11,340.0,470.0,68.0,64.8,46.8,67.1,70.6,66.9,59.3,67.1,55.1,59.9,70.7,76.0
DaviCo03,35.2,Sun,12,13,25.9,TEN,Home,CLE,9,7,402.0,331.0,92.1,83.7,84.9,74.9,83.7,83.3,67.5,77.0,88.4,74.8,66.0,68.9,6,10,335.0,393.0,72.6,71.8,73.0,71.3,71.4,88.8,51.7,61.1,55.6,46.2,70.5,59.8
FullWi01,35.1,Thu,11,12,26.61,HOU,Away,DET,10,6,378.0,385.0,77.0,75.7,74.1,78.2,76.8,86.9,51.7,64.4,68.0,46.3,69.1,53.3,3,12,341.0,423.0,74.0,73.9,69.1,68.5,76.2,70.1,65.7,59.8,63.9,54.6,62.0,50.3
HenrDe00,35.0,Sun,16,17,27.0,TEN,Away,HOU,9,7,402.0,331.0,92.1,83.7,84.9,74.9,83.7,83.3,67.5,77.0,88.4,74.8,66.0,68.9,10,6,378.0,385.0,77.0,75.7,74.1,78.2,76.8,86.9,51.7,64.4,68.0,46.3,69.1,53.3
JackLa00,34.92,Mon,13,14,23.94,BAL,Away,CLE,14,2,531.0,282.0,92.6,85.6,80.8,87.0,76.1,88.3,78.2,75.1,71.5,56.4,64.6,85.3,6,10,335.0,393.0,72.6,71.8,73.0,71.3,71.4,88.8,51.7,61.1,55.6,46.2,70.5,59.8
BurkRe00,34.8,Sun,3,3,30.24,NWE,Home,LVR,12,4,420.0,225.0,89.7,74.3,76.8,74.1,70.4,73.0,63.1,87.9,76.0,70.0,71.8,92.6,7,9,313.0,419.0,74.6,76.2,80.4,74.0,74.4,81.4,59.6,60.9,72.7,39.2,68.2,46.3
KamaAl00,34.8,Sun,9,10,25.31,NOR,Home,SFO,13,3,458.0,341.0,93.5,85.6,88.8,82.5,80.5,77.8,73.9,79.8,83.8,69.3,79.0,70.2,13,3,479.0,310.0,93.2,81.2,74.6,70.4,84.8,82.9,68.1,89.7,73.9,48.8,80.3,92.5
NewtCa00,34.58,Sun,2,2,31.36,NWE,Away,SEA,12,4,420.0,225.0,89.7,74.3,76.8,74.1,70.4,73.0,63.1,87.9,76.0,70.0,71.8,92.6,11,5,405.0,398.0,83.7,78.2,90.4,61.2,77.5,78.0,59.9,71.1,72.0,44.3,62.7,75.0
AlleJo02,34.5,Sun,2,2,24.33,BUF,Away,MIA,10,6,314.0,259.0,79.6,68.0,60.0,71.8,68.7,72.7,60.5,78.4,67.8,36.2,71.6,90.5,5,11,306.0,494.0,58.9,62.7,69.7,46.1,67.2,66.5,43.5,53.3,61.6,47.4,56.1,38.9
AlleKe00,34.5,Sun,10,11,28.57,LAC,Home,NYJ,5,11,337.0,345.0,78.7,72.2,73.9,59.9,77.2,77.1,52.2,72.4,67.1,40.5,70.4,78.9,7,9,276.0,359.0,72.7,64.3,59.7,62.4,72.3,64.9,46.9,74.3,78.2,54.6,67.1,72.2
CousKi00,34.3,Sun,16,17,32.38,MIN,Away,DET,10,6,407.0,303.0,91.9,79.4,86.6,65.2,81.0,78.7,63.3,85.7,75.4,88.8,74.1,91.2,3,12,341.0,423.0,74.0,73.9,69.1,68.5,76.2,70.1,65.7,59.8,63.9,54.6,62.0,50.3
AdamDa01,34.1,Sun,12,13,27.95,GNB,Home,PHI,13,3,376.0,313.0,87.8,77.4,79.9,80.8,69.7,79.6,70.1,79.3,65.0,57.1,79.8,88.0,9,7,385.0,354.0,85.5,79.7,75.5,81.1,71.0,63.7,88.4,70.7,68.7,47.1,79.2,60.7
GaskMy00,33.9,Sat,15,16,23.86,MIA,Away,LVR,5,11,306.0,494.0,58.9,62.7,69.7,46.1,67.2,66.5,43.5,53.3,61.6,47.4,56.1,38.9,7,9,313.0,419.0,74.6,76.2,80.4,74.0,74.4,81.4,59.6,60.9,72.7,39.2,68.2,46.3
RidlCa00,33.9,Sun,1,1,25.73,ATL,Home,SEA,7,9,381.0,399.0,78.7,75.8,73.5,64.2,81.9,62.6,63.9,66.4,68.9,57.8,72.9,52.6,11,5,405.0,398.0,83.7,78.2,90.4,61.2,77.5,78.0,59.9,71.1,72.0,44.3,62.7,75.0
TonyRo00,33.8,Mon,4,4,26.43,GNB,Home,ATL,13,3,376.0,313.0,87.8,77.4,79.9,80.8,69.7,79.6,70.1,79.3,65.0,57.1,79.8,88.0,7,9,381.0,399.0,78.7,75.8,73.5,64.2,81.9,62.6,63.9,66.4,68.9,57.8,72.9,52.6
JoneJu02,33.7,Sun,6,6,31.69,ATL,Away,MIN,7,9,381.0,399.0,78.7,75.8,73.5,64.2,81.9,62.6,63.9,66.4,68.9,57.8,72.9,52.6,10,6,407.0,303.0,91.9,79.4,86.6,65.2,81.0,78.7,63.3,85.7,75.4,88.8,74.1,91.2
BurrJo01,33.64,Sun,7,7,23.88,CIN,Home,CLE,2,14,279.0,420.0,66.5,62.2,57.7,63.7,66.7,72.4,46.8,64.2,67.1,44.5,68.8,51.0,6,10,335.0,393.0,72.6,71.8,73.0,71.3,71.4,88.8,51.7,61.1,55.6,46.2,70.5,59.8
ShepSt00,33.6,Sun,16,17,27.9,NYG,Home,DAL,4,12,341.0,451.0,74.5,70.7,65.3,71.5,71.8,71.0,57.1,65.8,78.6,55.9,65.5,44.7,8,8,434.0,321.0,91.8,83.1,76.5,78.3,78.6,88.6,71.8,78.6,73.5,59.6,73.1,88.7
WilsRu00,33.42,Sun,2,2,31.81,SEA,Home,NWE,11,5,405.0,398.0,83.7,78.2,90.4,61.2,77.5,78.0,59.9,71.1,72.0,44.3,62.7,75.0,12,4,420.0,225.0,89.7,74.3,76.8,74.1,70.4,73.0,63.1,87.9,76.0,70.0,71.8,92.6
CoopAm00,33.4,Sun,4,4,26.3,DAL,Home,CLE,8,8,434.0,321.0,91.8,83.1,76.5,78.3,78.6,88.6,71.8,78.6,73.5,59.6,73.1,88.7,6,10,335.0,393.0,72.6,71.8,73.0,71.3,71.4,88.8,51.7,61.1,55.6,46.2,70.5,59.8
JameRi00,33.4,Thu,9,9,25.17,SFO,Home,GNB,13,3,479.0,310.0,93.2,81.2,74.6,70.4,84.8,82.9,68.1,89.7,73.9,48.8,80.3,92.5,13,3,376.0,313.0,87.8,77.4,79.9,80.8,69.7,79.6,70.1,79.3,65.0,57.1,79.8,88.0
AdamDa01,33.3,Thu,8,9,27.87,GNB,Away,SFO,13,3,376.0,313.0,87.8,77.4,79.9,80.8,69.7,79.6,70.1,79.3,65.0,57.1,79.8,88.0,13,3,479.0,310.0,93.2,81.2,74.6,70.4,84.8,82.9,68.1,89.7,73.9,48.8,80.3,92.5
MurrKy00,33.14,Sun,14,15,23.37,ARI,Home,PHI,5,10,361.0,442.0,71.6,69.7,61.9,77.4,67.7,81.1,56.0,62.7,70.4,44.4,74.7,41.8,9,7,385.0,354.0,85.5,79.7,75.5,81.1,71.0,63.7,88.4,70.7,68.7,47.1,79.2,60.7
WatsDe00,33.12,Thu,11,12,25.2,HOU,Away,DET,10,6,378.0,385.0,77.0,75.7,74.1,78.2,76.8,86.9,51.7,64.4,68.0,46.3,69.1,53.3,3,12,341.0,423.0,74.0,73.9,69.1,68.5,76.2,70.1,65.7,59.8,63.9,54.6,62.0,50.3
HillTy00,33.1,Sun,9,9,26.69,KAN,Home,CAR,12,4,451.0,308.0,81.1,76.8,78.9,77.2,79.3,68.0,56.2,64.5,58.2,49.8,63.5,70.2,5,11,340.0,470.0,68.0,64.8,46.8,67.1,70.6,66.9,59.3,67.1,55.1,59.9,70.7,76.0
LockTy00,33.0,Sun,16,17,28.27,SEA,Away,SFO,11,5,405.0,398.0,83.7,78.2,90.4,61.2,77.5,78.0,59.9,71.1,72.0,44.3,62.7,75.0,13,3,479.0,310.0,93.2,81.2,74.6,70.4,84.8,82.9,68.1,89.7,73.9,48.8,80.3,92.5
HerbJu00,32.98,Sun,16,17,22.82,LAC,Away,KAN,5,11,337.0,345.0,78.7,72.2,73.9,59.9,77.2,77.1,52.2,72.4,67.1,40.5,70.4,78.9,12,4,451.0,308.0,81.1,76.8,78.9,77.2,79.3,68.0,56.2,64.5,58.2,49.8,63.5,70.2
BradTo00,32.46,Sun,4,4,43.17,TAM,Home,LAC,7,9,458.0,449.0,84.4,78.1,66.4,76.6,84.5,70.8,63.1,74.3,79.0,47.5,73.5,69.5,5,11,337.0,345.0,78.7,72.2,73.9,59.9,77.2,77.1,52.2,72.4,67.1,40.5,70.4,78.9
AlleJo02,32.3,Mon,15,16,24.61,BUF,Away,NWE,10,6,314.0,259.0,79.6,68.0,60.0,71.8,68.7,72.7,60.5,78.4,67.8,36.2,71.6,90.5,12,4,420.0,225.0,89.7,74.3,76.8,74.1,70.4,73.0,63.1,87.9,76.0,70.0,71.8,92.6
RidlCa00,32.3,Sun,14,15,26.0,ATL,Home,TAM,7,9,381.0,399.0,78.7,75.8,73.5,64.2,81.9,62.6,63.9,66.4,68.9,57.8,72.9,52.6,7,9,458.0,449.0,84.4,78.1,66.4,76.6,84.5,70.8,63.1,74.3,79.0,47.5,73.5,69.5
ThieAd00,32.3,Sun,10,11,30.25,MIN,Home,DAL,10,6,407.0,303.0,91.9,79.4,86.6,65.2,81.0,78.7,63.3,85.7,75.4,88.8,74.1,91.2,8,8,434.0,321.0,91.8,83.1,76.5,78.3,78.6,88.6,71.8,78.6,73.5,59.6,73.1,88.7
MurrKy00,32.14,Sun,2,2,23.12,ARI,Home,WAS,5,10,361.0,442.0,71.6,69.7,61.9,77.4,67.7,81.1,56.0,62.7,70.4,44.4,74.7,41.8,3,13,266.0,435.0,68.6,67.3,59.3,67.3,68.1,73.3,62.6,62.4,60.9,61.4,69.1,56.5
WatsDe00,32.0,Sun,6,6,25.09,HOU,Away,TEN,10,6,378.0,385.0,77.0,75.7,74.1,78.2,76.8,86.9,51.7,64.4,68.0,46.3,69.1,53.3,9,7,402.0,331.0,92.1,83.7,84.9,74.9,83.7,83.3,67.5,77.0,88.4,74.8,66.0,68.9
WilsJe01,32.0,Sun,7,7,24.94,SFO,Away,NWE,13,3,479.0,310.0,93.2,81.2,74.6,70.4,84.8,82.9,68.1,89.7,73.9,48.8,80.3,92.5,12,4,420.0,225.0,89.7,74.3,76.8,74.1,70.4,73.0,63.1,87.9,76.0,70.0,71.8,92.6
BradTo00,31.84,Sun,10,10,43.28,TAM,Away,CAR,7,9,458.0,449.0,84.4,78.1,66.4,76.6,84.5,70.8,63.1,74.3,79.0,47.5,73.5,69.5,5,11,340.0,470.0,68.0,64.8,46.8,67.1,70.6,66.9,59.3,67.1,55.1,59.9,70.7,76.0
WilsRu00,31.78,Sun,1,1,31.79,SEA,Away,ATL,11,5,405.0,398.0,83.7,78.2,90.4,61.2,77.5,78.0,59.9,71.1,72.0,44.3,62.7,75.0,7,9,381.0,399.0,78.7,75.8,73.5,64.2,81.9,62.6,63.9,66.4,68.9,57.8,72.9,52.6
CarrDe02,31.74,Sun,12,13,29.69,LVR,Away,NYJ,7,9,313.0,419.0,74.6,76.2,80.4,74.0,74.4,81.4,59.6,60.9,72.7,39.2,68.2,46.3,7,9,276.0,359.0,72.7,64.3,59.7,62.4,72.3,64.9,46.9,74.3,78.2,54.6,67.1,72.2
RobiJa00,31.7,Sun,7,7,22.21,JAX,Away,LAC,6,10,300.0,397.0,67.4,66.6,69.7,67.0,67.8,63.1,54.5,60.8,56.6,35.5,74.3,50.6,5,11,337.0,345.0,78.7,72.2,73.9,59.9,77.2,77.1,52.2,72.4,67.1,40.5,70.4,78.9
RyanMa00,31.64,Sun,6,6,35.42,ATL,Away,MIN,7,9,381.0,399.0,78.7,75.8,73.5,64.2,81.9,62.6,63.9,66.4,68.9,57.8,72.9,52.6,10,6,407.0,303.0,91.9,79.4,86.6,65.2,81.0,78.7,63.3,85.7,75.4,88.8,74.1,91.2
MahoPa00,31.48,Sun,9,9,25.14,KAN,Home,CAR,12,4,451.0,308.0,81.1,76.8,78.9,77.2,79.3,68.0,56.2,64.5,58.2,49.8,63.5,70.2,5,11,340.0,470.0,68.0,64.8,46.8,67.1,70.6,66.9,59.3,67.1,55.1,59.9,70.7,76.0
WatsDe00,31.36,Sun,10,11,25.19,HOU,Home,NWE,10,6,378.0,385.0,77.0,75.7,74.1,78.2,76.8,86.9,51.7,64.4,68.0,46.3,69.1,53.3,12,4,420.0,225.0,89.7,74.3,76.8,74.1,70.4,73.0,63.1,87.9,76.0,70.0,71.8,92.6
EkelAu00,31.3,Sun,3,3,25.36,LAC,Home,CAR,5,11,337.0,345.0,78.7,72.2,73.9,59.9,77.2,77.1,52.2,72.4,67.1,40.5,70.4,78.9,5,11,340.0,470.0,68.0,64.8,46.8,67.1,70.6,66.9,59.3,67.1,55.1,59.9,70.7,76.0
MahoPa00,31.28,Sun,11,12,25.2,KAN,Away,TAM,12,4,451.0,308.0,81.1,76.8,78.9,77.2,79.3,68.0,56.2,64.5,58.2,49.8,63.5,70.2,7,9,458.0,449.0,84.4,78.1,66.4,76.6,84.5,70.8,63.1,74.3,79.0,47.5,73.5,69.5
AlleJo02,31.24,Sun,3,3,24.35,BUF,Home,LAR,10,6,314.0,259.0,79.6,68.0,60.0,71.8,68.7,72.7,60.5,78.4,67.8,36.2,71.6,90.5,9,7,394.0,364.0,87.0,74.3,71.9,61.7,81.2,77.6,52.9,83.4,75.1,62.2,84.1,84.2
