RANK,PLAYER,#,POS,#G,TEAM,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,PEN,RECV,PBLK,TGT,REC,YDS,RSNP,Y/RR,DRP
17,Jordan Todman,# 30,HB,16,JAX,48,32,186,5.8,1,0,66.6,72.2,88.5,59.8,123,3.84,7,62,4,25,5,0,0,186,2,96,51.6,5,0 (0),52.0,83.3,35,25,198,173,1.14,3
17,Fred Jackson,# 22,HB,14,BUF,165,141,525,3.7,2,3,71.3,72.2,51.8,60.0,319,2.26,20,38,9,100,34,0,0,525,2,55,10.5,24,0 (0),71.1,57.1,82,66,501,283,1.77,2
19,Mark Ingram II,# 22,HB,13,NO,248,226,964,4.3,9,3,71.2,71.9,58.8,60.1,539,2.38,34,31,25,136,81,0,0,964,12,246,25.5,47,0 (0),47.4,81.0,30,29,145,165,0.88,0
20,Joseph Randle,# 21,HB,16,DAL,57,53,359,6.8,3,2,75.6,71.6,27.5,60.0,220,4.15,9,65,12,32,20,0,0,359,4,160,44.6,13,0 (0),70.6,87.7,5,4,23,25,0.92,0
21,Steven Jackson,# 39,HB,15,ATL,198,190,707,3.7,6,0,76.8,71.3,90.6,75.9,512,2.69,29,55,14,83,96,0,0,707,3,99,14.0,37,1 (0),69.4,89.8,23,20,148,136,1.09,0
21,Arian Foster,# 23,HB,13,HST,291,260,"1,246",4.8,8,2,71.7,71.3,75.4,53.5,736,2.83,51,51,34,180,65,0,0,"1,246",16,445,35.7,52,0 (0),63.8,59.9,56,38,327,269,1.22,4
23,Jonas Gray,# 35,HB,9,NE,104,93,416,4.5,5,0,72.8,70.7,87.3,60.0,218,2.34,13,20,9,44,49,0,0,416,4,72,17.3,27,0 (0),54.9,80.9,3,1,7,37,0.19,0
24,Roy Helu,# 29,HB,14,WAS,52,40,216,5.4,1,2,66.5,70.6,29.7,59.3,137,3.43,17,18,9,32,2,0,0,216,6,96,44.4,10,1 (1),64.2,59.6,44,42,477,217,2.20,2
24,Jerick McKinnon,# 31,HB,11,MIN,122,113,538,4.8,0,0,68.4,70.6,89.5,60.0,296,2.62,14,55,13,69,40,0,0,538,5,150,27.9,21,0 (0),64.1,41.3,37,27,135,154,0.88,4
26,Reggie Bush,# 21,HB,12,DET,91,84,334,4.0,3,1,71.6,70.5,67.4,71.7,177,2.11,18,26,8,52,26,0,0,334,4,76,22.8,10,0 (0),70.4,49.6,57,43,263,187,1.41,3
27,Pierre Thomas,# 23,HB,11,NO,49,45,223,5.0,2,0,76.4,70.4,84.9,60.0,99,2.20,8,27,7,21,13,0,0,223,2,43,19.3,13,1 (0),90.1,70.8,50,45,378,206,1.83,1
28,James Develin,# 46,FB,19,NE,203,3,5,1.7,0,0,77.9,69.0,80.5,79.4,4,1.33,0,5,0,0,1,0,0,5,0,0,0.0,0,0 (0),56.2,78.7,8,8,50,70,0.71,0
29,Justin Forsett,# 29,HB,18,BLT,304,275,"1,431",5.2,8,2,72.1,68.9,77.0,59.2,613,2.23,32,52,46,243,19,0,0,"1,431",19,548,38.3,69,0 (0),64.1,84.7,60,47,287,346,0.83,3
30,Juwan Thompson,# 40,HB,14,DEN,69,54,272,5.0,3,1,66.0,68.7,49.7,69.5,141,2.61,9,47,5,37,14,0,0,272,4,101,37.1,16,0 (0),45.6,50.9,6,4,25,42,0.60,1
31,Dan Herron,# 36,HB,15,IND,140,123,521,4.2,3,4,62.5,68.6,29.2,60.4,229,1.86,11,49,10,58,57,0,0,521,4,111,21.3,27,1 (0),58.3,27.6,47,41,301,199,1.51,3
32,Carlos Hyde,# 28,HB,14,SF,110,83,333,4.0,4,1,65.1,68.5,65.6,60.3,234,2.82,25,28,9,48,34,0,0,333,3,58,17.4,16,1 (0),49.3,74.2,16,12,68,113,0.60,1
32,Branden Oliver,# 43,HB,14,SD,170,160,582,3.6,3,0,75.3,68.5,90.5,60.0,356,2.23,23,52,14,85,47,0,0,582,5,130,22.3,30,0 (0),87.6,71.5,44,36,271,158,1.72,0
34,Marion Grice,# 23,HB,8,ARZ,20,16,42,2.6,2,0,69.0,68.1,77.6,60.0,35,2.19,3,8,0,4,10,0,0,42,0,0,0.0,4,0 (0),68.3,80.6,11,7,29,50,0.58,0
35,DeAngelo Williams,# 34,HB,8,CAR,78,68,252,3.7,0,1,70.1,67.7,56.4,59.8,149,2.19,13,17,3,21,43,0,0,252,1,17,6.7,7,0 (0),69.0,70.5,7,7,46,50,0.92,0
36,Latavius Murray,# 28,HB,11,OAK,93,82,424,5.2,2,1,65.3,67.5,68.4,60.0,161,1.96,6,90,10,41,41,0,0,424,8,226,53.3,18,1 (0),49.3,78.0,22,17,143,133,1.08,2
37,George Winn,# 38,HB,8,DET,23,19,73,3.8,0,0,55.0,67.4,87.7,60.0,52,2.74,1,16,2,14,5,0,0,73,1,16,21.9,4,0 (0),28.7,29.1,3,0,0,26,0.00,2
38,Joe Banyard,# 23,HB,9,MIN,26,21,88,4.2,0,0,69.9,67.2,82.9,60.0,41,1.95,0,16,1,14,6,0,0,88,1,16,18.2,4,0 (0),71.4,74.7,10,9,62,52,1.19,0
39,Robert Turbin,# 22,HB,19,SEA,136,85,358,4.2,0,1,65.2,67.1,63.3,51.7,210,2.47,11,19,9,78,7,0,0,358,3,51,14.2,19,2 (0),64.0,72.0,21,17,184,131,1.40,2
40,Fozzy Whittaker,# 43,HB,10,CAR,37,34,150,4.4,1,0,71.9,66.8,86.5,60.0,72,2.12,5,17,5,14,16,0,0,150,2,33,22.0,9,0 (0),75.8,86.5,7,6,99,42,2.36,0
41,Mike James,# 25,HB,7,TB,26,19,37,1.9,0,0,56.2,66.7,26.0,69.7,35,1.84,3,9,0,10,8,0,0,37,0,0,0.0,4,0 (0),28.4,23.5,1,1,-5,18,-0.28,0
41,Tre Mason,# 27,HB,12,SL,208,179,772,4.3,4,2,65.8,66.7,64.2,60.1,400,2.23,28,89,25,121,53,0,0,772,11,288,37.3,36,1 (0),57.1,61.1,25,16,148,120,1.23,2
43,Michael Cox,# 29,HB,2,NYG,4,4,33,8.3,0,0,64.3,66.2,77.7,-,10,2.50,1,17,2,2,2,0,0,33,1,17,51.5,1,0 (0),60.2,52.2,3,2,9,12,0.75,0
44,Darrel Young,# 36,FB,16,WAS,137,9,22,2.4,3,0,81.5,65.9,81.3,70.9,11,1.22,0,14,1,0,0,0,0,22,0,0,0.0,6,0 (0),85.0,85.8,13,11,81,57,1.42,0
45,Alfred Morris,# 46,HB,16,WAS,312,265,"1,078",4.1,8,2,62.8,65.5,74.1,52.4,675,2.55,36,30,26,226,31,0,0,"1,078",14,303,28.1,48,0 (0),38.9,73.8,26,17,155,202,0.77,5
46,Orleans Darkwa,# 43,HB,5,NYG,15,9,23,2.6,1,0,66.3,65.1,74.7,60.0,27,3.00,2,12,1,7,2,0,0,23,0,0,0.0,1,0 (0),70.0,52.3,5,5,48,20,2.40,0
47,Chris Thompson,# 37,HB,2,WAS,3,3,12,4.0,0,0,66.0,64.9,71.3,-,4,1.33,0,7,0,2,0,0,0,12,0,0,0.0,0,0 (0),70.9,39.5,7,6,27,22,1.23,0
48,Cyrus Gray,# 32,HB,6,KC,10,8,31,3.9,1,0,59.8,64.8,73.3,60.0,15,1.88,1,6,0,1,6,0,0,31,0,0,0.0,1,0 (0),53.6,19.0,0,0,0,12,0.00,0
48,Antone Smith,# 35,HB,10,ATL,29,23,144,6.3,2,1,78.3,64.8,29.7,79.2,75,3.26,4,48,3,7,12,0,0,144,2,86,59.7,7,0 (0),91.3,67.4,15,13,222,50,4.44,0
48,Bishop Sankey,# 20,HB,16,TEN,169,152,575,3.8,2,2,64.7,64.8,62.1,58.9,382,2.51,29,22,11,107,25,0,0,575,2,40,7.0,27,0 (0),68.3,30.6,22,18,133,146,0.91,0
51,Joique Bell,# 35,HB,16,DET,272,235,903,3.8,7,4,66.1,64.4,50.4,74.7,610,2.60,35,57,24,126,106,0,0,903,10,236,26.1,45,2 (0),69.4,57.8,51,38,364,287,1.27,4
52,Ryan Mathews,# 24,HB,6,SD,89,74,333,4.5,3,1,66.8,63.9,60.6,60.5,205,2.77,15,32,11,43,14,0,0,333,6,125,37.5,17,0 (0),69.2,81.6,10,9,69,64,1.08,1
53,Robert Hughes,# 39,HB,16,ARZ,79,8,11,1.4,0,0,64.2,63.7,75.5,59.5,8,1.00,0,5,0,0,3,0,0,11,0,0,0.0,3,0 (0),65.6,62.2,13,9,146,50,2.92,4
54,Anthony Dixon,# 26,HB,13,BUF,115,105,432,4.1,2,1,65.6,63.6,71.0,60.0,264,2.51,17,47,6,64,37,0,0,432,3,104,24.1,13,0 (0),63.0,76.1,9,8,49,69,0.71,0
55,Jackie Battle,# 44,FB,16,TEN,80,5,9,1.8,1,0,77.3,63.4,80.8,72.9,8,1.60,0,5,0,0,3,0,0,9,0,0,0.0,4,0 (0),82.4,54.3,5,5,28,20,1.40,0
55,Giovani Bernard,# 25,HB,14,CIN,210,171,686,4.0,5,0,70.9,63.4,90.6,71.4,424,2.48,23,89,17,86,82,0,0,686,5,162,23.6,32,2 (0),85.4,69.2,64,51,395,244,1.62,1
57,Frank Summers,# 38,FB,10,BUF,79,6,17,2.8,1,0,50.8,63.3,73.6,50.4,11,1.83,0,4,0,1,1,0,0,17,0,0,0.0,4,0 (0),43.4,66.9,6,5,9,31,0.29,1
57,Chris Polk,# 32,HB,9,PHI,58,46,172,3.7,4,0,64.6,63.3,51.0,60.0,109,2.37,6,22,4,38,8,0,0,172,2,39,22.7,12,0 (0),57.9,83.9,3,2,16,30,0.53,0
59,LaMichael James,# 33,HB,3,MIA,6,5,9,1.8,0,0,62.5,63.1,69.7,60.0,13,2.60,2,5,0,4,1,0,0,9,0,0,0.0,0,0 (0),56.5,-,1,0,0,5,0.00,0
60,Stevan Ridley,# 22,HB,6,NE,109,94,340,3.6,2,0,63.0,63.0,87.5,60.0,166,1.77,7,43,4,33,61,0,0,340,2,59,17.4,16,0 (0),52.1,84.2,4,4,20,55,0.36,0
61,Edwin Baker,# 27,HB,1,NO,3,1,2,2.0,0,0,69.4,62.8,61.9,60.0,3,3.00,0,2,0,0,1,0,0,2,0,0,0.0,1,0 (0),-,-,0,0,0,0,,0
62,Frank Gore,# 21,HB,16,SF,298,255,"1,103",4.3,4,2,62.7,62.6,72.8,85.8,585,2.29,31,52,31,71,174,0,0,"1,103",12,259,23.5,55,3 (0),51.3,71.0,15,11,111,217,0.51,0
63,Will Tukuafu,# 46O,FB,12,SEA,149,1,2,2.0,0,0,66.5,62.4,66.2,65.6,2,2.00,0,2,0,0,0,0,0,2,0,0,0.0,1,0 (0),42.1,86.2,3,2,12,23,0.52,1
63,Jeremy Hill,# 32,HB,17,CIN,267,235,"1,171",5.0,10,5,63.1,62.4,40.5,75.2,638,2.71,29,85,29,106,124,0,0,"1,171",12,385,32.9,65,0 (0),48.2,85.8,31,27,215,178,1.21,2
65,Chris Ogbonnaya,# 47,HB,5,NYG,17,14,50,3.6,1,0,54.6,62.3,75.1,60.0,28,2.00,1,9,0,4,9,0,0,50,0,0,0.0,3,0 (0),29.9,58.8,1,0,0,17,0.00,1
66,Christine Michael,# 33,HB,10,SEA,50,34,175,5.1,0,1,62.8,62.0,30.8,60.7,105,3.09,8,45,4,28,3,0,0,175,3,78,44.6,11,0 (0),56.4,80.3,2,1,12,16,0.75,0
67,Daniel Thomas,# 30,HB,12,MIA,51,44,168,3.8,2,1,66.3,61.9,47.8,60.0,92,2.09,5,15,5,38,6,0,0,168,1,15,8.9,9,0 (0),66.5,87.8,18,13,121,120,1.01,0
67,Montee Ball,# 28,HB,5,DEN,69,55,172,3.1,1,1,62.1,61.9,53.1,82.6,119,2.16,14,23,4,34,19,0,0,172,3,55,32.0,9,0 (0),52.7,64.8,12,9,62,90,0.69,1
69,Kerwynn Williams,# 33,HB,5,ARZ,66,63,269,4.3,0,1,58.5,61.8,52.6,59.6,155,2.46,13,19,6,16,44,0,0,269,3,50,18.6,12,0 (0),32.3,88.5,8,5,11,28,0.39,2
70,Tommy Bohanon,# 40,FB,4,NYJ,28,1,3,3.0,0,0,63.0,61.4,66.2,47.1,2,2.00,0,3,0,0,0,0,0,3,0,0,0.0,1,0 (0),78.6,76.5,2,2,30,22,1.36,0
71,Anthony Sherman,# 42,FB,16,KC,163,2,8,4.0,0,0,88.0,61.3,72.3,88.0,4,2.00,0,4,0,1,0,0,0,8,0,0,0.0,1,0 (0),66.8,75.2,12,10,71,71,1.00,1
72,Austin Johnson,# 35,FB,7,NO,72,8,22,2.8,0,0,71.4,61.1,72.9,68.1,14,1.75,1,8,0,0,0,0,0,22,0,0,0.0,5,0 (0),63.5,87.0,2,2,15,21,0.71,0
72,Lorenzo Taliaferro,# 34,HB,12,BLT,77,68,292,4.3,4,1,63.0,61.1,56.1,59.8,165,2.43,12,31,6,59,9,0,0,292,3,79,27.1,17,0 (0),64.0,79.4,10,8,114,41,2.78,1
72,Rashad Jennings,# 23,HB,11,NYG,173,167,639,3.8,4,1,58.5,61.1,63.3,60.0,375,2.25,19,18,15,95,61,0,0,639,7,114,17.8,38,1 (0),42.5,76.6,37,30,226,172,1.31,5
75,Dri Archer,# 13,HB,13,PIT,13,11,39,3.5,0,0,56.0,60.9,80.0,60.0,12,1.09,0,15,1,6,3,0,0,39,1,15,38.5,2,0 (0),54.2,16.3,14,10,38,65,0.58,1
75,Zac Stacy,# 30,HB,12,SL,84,76,298,3.9,1,2,63.6,60.9,35.8,60.1,174,2.29,7,16,5,51,22,0,0,298,1,16,5.4,13,0 (0),65.9,83.7,22,18,152,93,1.63,2
77,Matt Forte,# 22,HB,16,CHI,304,266,"1,038",3.9,6,2,63.6,60.8,79.5,72.8,584,2.20,32,32,22,121,122,0,0,"1,038",8,152,14.6,64,2 (1),69.2,55.1,118,102,808,509,1.59,6
78,Brandon Bolden,# 38,HB,14,NE,38,31,96,3.1,1,0,60.4,60.7,80.2,59.5,55,1.77,7,17,2,16,12,0,0,96,1,17,17.7,5,0 (0),55.8,81.1,5,3,19,43,0.44,0
78,Andre Williams,# 44,HB,16,NYG,234,217,721,3.3,7,1,60.1,60.7,81.7,59.8,462,2.13,27,50,10,111,96,0,0,721,6,175,24.3,30,0 (0),47.2,79.5,28,18,130,203,0.64,2
80,LeSean McCoy,# 25,HB,16,PHI,338,311,"1,319",4.2,5,4,57.9,60.6,59.4,68.1,639,2.05,39,53,34,192,115,0,0,"1,319",18,425,32.2,67,1 (0),43.7,65.1,34,29,155,363,0.43,3
81,Josh Harris,# 40,HB,4,PIT,26,18,41,2.3,0,0,61.3,60.2,76.9,60.0,29,1.61,0,8,0,8,10,0,0,41,0,0,0.0,3,0 (0),61.1,75.1,2,2,6,10,0.60,0
81,Lance Dunbar,# 25,HB,18,DAL,34,29,99,3.4,0,0,68.9,60.2,84.6,60.0,55,1.90,3,14,2,15,12,0,0,99,0,0,0.0,5,0 (0),80.4,50.9,20,18,217,88,2.47,0
83,Jed Collins,# 45,FB,17,DET,159,9,20,2.2,0,0,69.5,60.1,74.3,77.4,13,1.44,0,3,0,0,0,0,0,20,0,0,0.0,5,3 (1),51.0,66.4,6,5,39,73,0.53,1
84,Doug Martin,# 22,HB,11,TB,148,134,503,3.8,2,0,58.7,60.0,90.0,60.0,290,2.16,8,63,9,88,40,0,0,503,4,143,28.4,22,1 (1),64.4,38.9,19,13,64,121,0.53,0
85,John Kuhn,# 30,FB,18,GB,171,27,92,3.4,1,0,69.9,59.8,79.6,84.5,66,2.44,1,11,2,5,0,0,0,92,0,0,0.0,5,2 (0),45.1,64.1,7,6,33,45,0.73,1
85,Knowshon Moreno,# 28,HB,3,MIA,35,31,148,4.8,1,0,57.0,59.8,79.8,60.0,79,2.55,6,15,3,26,5,0,0,148,1,15,10.1,8,0 (0),52.8,35.1,1,1,8,25,0.32,0
87,Terrance West,# 28,HB,14,CLV,191,171,673,3.9,4,2,58.9,59.6,62.0,74.4,379,2.22,25,36,10,147,22,0,0,673,6,140,20.8,30,1 (0),43.1,87.9,12,11,64,142,0.45,0
88,Joe McKnight,# 22,HB,1,KC,3,1,3,3.0,0,0,88.4,59.5,72.8,60.0,1,1.00,0,3,0,0,1,0,0,3,0,0,0.0,0,0 (0),92.9,-,7,6,64,11,5.82,0
88,Bobby Rainey Jr.,# 43,HB,12,TB,103,94,406,4.3,1,3,57.5,59.5,35.1,60.0,188,2.00,18,31,11,56,33,0,0,406,6,134,33.0,21,0 (0),54.4,52.0,39,33,315,189,1.67,3
90,Jonathan Grimes,# 41,HB,11,HST,51,39,153,3.9,0,0,60.7,59.3,81.8,60.1,84,2.15,2,11,3,31,7,0,0,153,0,0,0.0,5,0 (0),58.6,85.9,7,6,86,91,0.95,0
91,DuJuan Harris,# 26,HB,9,GB,32,16,64,4.0,0,0,59.0,59.1,82.8,60.0,36,2.25,3,12,3,10,5,0,0,64,0,0,0.0,5,0 (0),65.0,41.0,1,1,11,11,1.00,0
92,Ryan Hewitt,# 89,FB,17,CIN,308,1,0,0.0,0,0,74.2,58.9,73.2,80.0,1,1.00,0,0,0,0,0,0,0,0,0,0,,0,2 (0),55.3,74.3,18,13,123,132,0.93,1
93,Ray Agnew,# 48,FB,12,CLV,128,2,2,1.0,0,0,54.1,58.8,68.7,61.5,2,1.00,1,2,0,0,0,0,0,2,0,0,0.0,1,1 (0),41.7,75.2,7,3,15,72,0.21,1
94,Jalen Parmele,# 34,HB,1,ARZ,1,1,0,0.0,0,0,57.2,58.7,61.9,-,0,0.00,0,0,0,0,1,0,0,0,0,0,,0,0 (0),-,-,0,0,0,0,,0
95,Storm Johnson,# 34,HB,6,JAX,33,29,86,3.0,2,0,55.4,58.6,79.8,60.0,51,1.76,1,20,2,22,6,0,0,86,2,37,43.0,5,0 (0),54.3,28.0,1,1,-4,18,-0.22,0
96,Trent Richardson,# 34,HB,16,IND,183,159,519,3.3,3,2,61.3,58.1,62.0,60.5,368,2.31,29,27,10,68,80,0,0,519,3,57,11.0,25,0 (0),56.2,88.9,33,27,229,196,1.17,4
97,Jorvorskie Lane,# 46,FB,9,TB,58,3,58,19.3,0,0,69.0,58.0,68.2,77.6,11,3.67,0,54,1,0,0,0,0,58,1,54,93.1,1,0 (0),50.7,64.0,1,1,3,30,0.10,0
97,Henry Hynoski,# 45,FB,16,NYG,170,7,13,1.9,0,0,84.1,58.0,71.9,83.4,7,1.00,0,4,0,0,0,0,0,13,0,0,0.0,4,0 (0),52.8,83.4,0,0,0,21,0.00,0
99,John Conner,# 38,FB,12,NYJ,99,6,20,3.3,0,0,69.4,57.8,81.3,69.3,15,2.50,1,13,1,2,0,0,0,20,0,0,0.0,1,0 (0),63.1,72.8,3,2,35,36,0.97,0
100,Ronnie Brown,# 30,HB,9,SD,20,20,63,3.2,0,0,59.7,57.4,78.0,-,27,1.35,3,11,1,12,3,0,0,63,0,0,0.0,5,0 (0),61.3,67.0,6,5,44,58,0.76,0
101,James Starks,# 44,HB,18,GB,105,95,400,4.2,2,1,54.7,57.3,66.2,60.0,273,2.87,20,41,12,64,26,0,0,400,6,147,36.8,18,1 (0),45.0,82.1,29,19,140,149,0.94,4
102,Dexter McCluster,# 22,HB,14,TEN,47,40,131,3.3,0,0,66.9,57.0,87.4,75.1,75,1.88,5,16,3,18,7,0,0,131,1,16,12.2,7,0 (0),76.4,34.2,34,26,197,165,1.19,0
103,Jacquizz Rodgers,# 32,HB,16,ATL,67,58,217,3.7,1,1,68.8,56.9,62.6,94.6,129,2.22,4,17,3,26,30,0,0,217,2,34,15.7,12,2 (0),73.7,91.6,35,29,173,187,0.93,1
104,Will Johnson,# 46,FB,17,PIT,134,3,3,1.0,0,0,72.5,56.8,71.1,73.0,0,0.00,0,3,0,0,1,0,0,3,0,0,0.0,1,0 (0),62.2,68.5,9,6,41,57,0.72,1
104,Adrian Peterson,# 28,HB,1,MIN,26,21,78,3.7,0,0,58.3,56.8,78.2,60.0,34,1.62,4,17,3,5,15,0,0,78,2,33,42.3,3,0 (0),61.9,81.1,3,2,18,9,2.00,0
106,Devonta Freeman,# 24,HB,16,ATL,70,65,257,4.0,1,1,69.1,56.7,61.8,60.0,142,2.18,10,31,9,29,32,0,0,257,5,107,41.6,10,0 (0),90.0,71.8,34,30,225,125,1.80,1
107,Zurlon Tipton,# 37,HB,5,IND,34,28,86,3.1,1,0,61.5,56.6,87.3,60.0,55,1.96,2,11,1,15,12,0,0,86,0,0,0.0,5,0 (0),82.7,30.6,13,9,90,37,2.43,0
108,Stepfan Taylor,# 30,HB,15,ARZ,80,66,211,3.2,1,0,61.7,56.4,85.6,60.0,133,2.02,6,21,5,25,37,0,0,211,2,38,18.0,13,1 (1),69.0,73.8,13,11,81,82,0.99,0
108,Benny Cunningham,# 36,HB,16,SL,77,66,246,3.7,3,1,65.0,56.4,54.2,56.9,131,1.98,8,20,6,35,28,0,0,246,2,38,15.4,12,0 (0),81.2,56.8,49,45,352,235,1.50,0
110,Bilal Powell,# 29,HB,15,NYJ,51,33,141,4.3,1,0,61.6,56.3,81.6,69.9,61,1.85,3,15,4,21,10,0,0,141,1,15,10.6,7,0 (0),60.8,72.1,13,11,92,127,0.72,1
111,Darren McFadden,# 20,HB,16,OAK,180,155,534,3.4,2,1,60.2,56.1,78.0,70.5,286,1.85,11,25,11,75,77,0,0,534,4,72,13.5,20,3 (3),65.7,74.2,44,36,212,203,1.04,1
112,Jamize Olawale,# 49,FB,15,OAK,77,2,0,0.0,0,0,67.9,55.9,70.0,65.3,1,0.50,0,0,0,0,0,0,0,0,0,0,,0,0 (0),67.2,74.8,6,5,18,25,0.72,0
113,Denard Robinson,# 16,HB,13,JAX,173,135,582,4.3,4,2,55.9,55.5,56.8,55.6,285,2.11,8,41,15,95,32,0,0,582,8,197,33.8,23,0 (0),61.1,68.6,28,23,124,132,0.94,2
114,Trey Watts,# 42,HB,6,SL,9,7,30,4.3,0,0,59.7,55.0,72.7,60.0,17,2.43,1,9,0,4,2,0,0,30,0,0,0.0,2,0 (0),68.6,-,4,3,18,7,2.57,0
115,Darren Sproles,# 43,HB,15,PHI,75,57,329,5.8,6,2,66.5,54.6,61.3,60.6,115,2.02,14,49,12,36,19,0,0,329,5,126,38.3,18,0 (0),80.8,80.9,60,40,387,234,1.65,5
115,Ronnie Hillman,# 23,HB,9,DEN,121,108,449,4.2,3,1,51.3,54.6,69.7,80.2,181,1.68,15,37,14,86,22,0,0,449,4,123,27.4,21,0 (0),40.0,62.9,32,21,139,157,0.89,4
115,Alfred Blue,# 28,HB,16,HST,188,167,523,3.1,2,0,55.1,54.6,90.6,80.2,333,1.99,12,46,9,117,42,0,0,523,3,84,16.1,29,0 (0),60.7,33.9,18,15,113,110,1.03,1
118,Donald Brown,# 34,HB,13,SD,94,85,223,2.6,0,0,56.5,54.5,89.6,60.0,183,2.15,12,16,4,48,24,0,0,223,2,32,14.3,11,0 (0),47.6,90.0,38,29,211,187,1.13,4
119,Leon Washington,# 29,HB,16,TEN,14,13,57,4.4,0,0,60.4,54.2,29.6,-,25,1.92,1,16,2,7,1,0,0,57,1,16,28.1,1,2 (1),68.8,66.2,26,22,159,167,0.95,0
119,Shane Vereen,# 34,HB,19,NE,132,102,412,4.0,2,0,65.9,54.2,90.0,57.9,185,1.81,12,19,12,49,38,0,0,412,5,84,20.4,16,0 (0),77.9,70.9,92,70,591,476,1.24,3
121,Bernard Pierce,# 30,HB,15,BLT,108,95,373,3.9,3,1,51.9,53.5,63.0,60.0,195,2.05,7,28,12,83,10,0,0,373,5,121,32.4,21,0 (0),54.7,50.9,5,2,13,38,0.34,1
