RANK,PLAYER,#,POS,#G,TEAM,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,PEN,RECV,PBLK,TGT,REC,YDS,RSNP,Y/RR,DRP
122,Rex Burkhead,# 34,HB,11,NE,94,80,282,3.5,3,2,61.1,55.3,39.2,71.8,184,2.30,8,26,8,35,44,0,0,282,1,26,9.2,18,0 (0),70.4,64.4,26,21,176,102,1.73,0
123,Kalen Ballage,# 27,HB,11,MIA,43,36,191,5.3,1,1,56.6,55.2,82.2,60.0,146,4.06,2,75,4,19,15,0,0,191,2,91,47.6,10,0 (0),66.3,25.3,11,9,56,42,1.33,1
124,Carlos Hyde,# 34,HB,14,JAX,188,172,571,3.3,5,2,50.4,55.1,62.1,60.6,406,2.36,25,22,15,89,79,0,0,571,4,74,13.0,28,0 (0),41.4,33.1,15,10,33,149,0.22,2
125,Charcandrick West,# 30,HB,4,KC,4,2,-1,-0.5,0,0,58.6,55.0,67.8,60.0,2,1.00,1,1,0,2,0,0,0,-1,0,0,0.0,1,0 (0),63.7,49.0,3,2,37,29,1.28,0
125,Jamaal Charles,# 31,HB,2,JAX,8,6,7,1.2,0,0,48.8,55.0,71.6,60.0,7,1.17,0,5,0,5,1,0,0,7,0,0,0.0,0,0 (0),32.0,74.1,3,2,7,11,0.64,1
127,Jeff Wilson Jr.,# 41,HB,6,SF,77,66,266,4.0,0,3,54.7,54.8,24.9,60.0,169,2.56,9,18,6,48,18,0,0,266,2,34,12.8,13,1 (0),56.2,83.7,15,12,98,106,0.92,1
128,David Fluellen,# 32,HB,2,TEN,4,4,16,4.0,0,0,52.7,53.7,68.6,-,7,1.75,0,13,1,4,0,0,0,16,0,0,0.0,1,0 (0),59.7,72.4,0,0,0,1,0.00,0
129,C.J. Ham,# 30,FB,15,MIN,68,6,8,1.3,0,0,50.9,53.3,74.6,48.8,6,1.00,0,5,0,1,1,0,0,8,0,0,0.0,1,0 (0),52.7,84.1,14,11,85,59,1.44,1
130,Corey Grant,# 30,HB,5,JAX,19,13,40,3.1,0,0,67.9,53.2,77.0,59.2,37,2.85,2,8,0,6,4,0,0,40,0,0,0.0,1,0 (0),86.7,73.7,10,9,67,43,1.56,0
131,Jonathan Williams,# 39,HB,3,IND,4,3,0,0.0,0,0,58.9,52.7,68.2,72.5,2,0.67,0,1,0,1,2,0,0,0,0,0,,0,0 (0),56.5,76.2,1,1,1,10,0.10,0
131,Jonathan Stewart,# 28,HB,3,NYG,6,6,17,2.8,0,0,52.8,52.7,70.6,-,12,2.00,0,5,0,3,3,0,0,17,0,0,0.0,0,0 (0),53.9,77.8,0,0,0,9,0.00,0
133,Ronald Jones,# 27,HB,8,TB,26,23,44,1.9,1,0,48.8,52.4,78.8,60.0,47,2.04,2,9,0,14,8,0,0,44,0,0,0.0,2,0 (0),41.5,70.8,9,7,33,54,0.61,2
134,Darius Jackson,# 26,HB,1,DAL,7,6,16,2.7,0,0,47.6,52.1,74.7,-,12,2.00,1,4,0,5,1,0,0,16,0,0,0.0,0,0 (0),53.8,17.9,0,0,0,6,0.00,0
135,Mark Walton,# 32,HB,9,CIN,20,14,34,2.4,0,0,51.3,52.0,76.8,60.0,26,1.86,0,10,1,9,4,0,0,34,0,0,0.0,5,0 (0),47.1,60.1,7,5,41,57,0.72,1
136,T.J. Logan,# 22,HB,7,ARZ,3,2,2,1.0,0,0,59.9,51.9,78.3,60.0,4,2.00,0,5,0,0,1,0,0,2,0,0,0.0,0,0 (0),68.0,-,7,7,37,18,2.06,0
137,Taquan Mizzell Sr.,# 33,HB,10,CHI,23,10,15,1.5,0,0,60.0,50.9,78.5,38.2,22,2.20,1,7,0,7,2,0,0,15,0,0,0.0,0,0 (0),71.6,33.1,11,8,78,44,1.77,1
137,Corey Clement,# 30,HB,11,PHI,78,68,259,3.8,2,2,57.8,50.9,45.2,59.1,163,2.40,2,32,8,39,25,0,0,259,4,84,32.4,15,1 (0),71.9,66.3,25,22,192,125,1.54,0
139,Brandon Wilds,# 34,HB,3,JAX,6,6,15,2.5,0,0,42.9,50.7,70.6,-,7,1.17,0,5,0,5,1,0,0,15,0,0,0.0,0,0 (0),58.0,5.1,0,0,0,2,0.00,0
140,Kyle Juszczyk,# 44,FB,16,SF,291,8,30,3.8,0,2,69.1,49.6,22.4,72.8,19,2.38,1,12,1,3,2,0,0,30,0,0,0.0,2,4 (0),65.5,73.2,37,30,324,261,1.24,1
141,LeGarrette Blount,# 29,HB,16,DET,173,154,418,2.7,5,2,45.5,49.5,58.7,60.2,333,2.16,15,27,10,77,76,0,0,418,2,51,12.2,25,0 (0),30.6,80.7,14,10,67,82,0.82,2
142,J.D. McKissic,# 21,HB,6,SEA,4,3,8,2.7,0,0,65.7,49.1,70.9,60.0,2,0.67,0,6,0,1,1,0,0,8,0,0,0.0,0,0 (0),77.1,-,3,2,13,10,1.30,1
143,De'Angelo Henderson Sr.,# 35,HB,1,NYJ,2,2,19,9.5,0,1,43.8,48.1,13.4,-,2,1.00,0,13,1,2,0,0,0,19,0,0,0.0,0,0 (0),59.9,-,0,0,0,1,0.00,0
144,Byron Marshall,# 34,HB,6,WAS,7,3,9,3.0,0,0,56.5,47.7,75.6,74.0,4,1.33,0,4,0,2,1,0,0,9,0,0,0.0,0,0 (0),66.8,23.8,6,4,30,29,1.03,0
145,Mike Gillislee,# 25,HB,4,NO,16,16,43,2.7,0,1,46.1,46.9,24.2,-,35,2.19,4,5,0,9,6,0,0,43,0,0,0.0,2,0 (0),59.0,67.1,1,1,9,8,1.13,0
146,Travaris Cadet,# 38,HB,1,CAR,11,11,17,1.5,0,0,46.8,45.4,74.1,-,19,1.73,0,5,0,7,4,0,0,17,0,0,0.0,0,0 (0),58.9,80.0,1,1,5,9,0.56,0
147,Benny Cunningham,# 30,HB,10,CHI,22,12,22,1.8,0,0,44.9,44.2,78.8,60.0,26,2.17,0,6,0,9,2,0,0,22,0,0,0.0,0,0 (0),65.8,52.0,2,1,9,8,1.13,0
148,Robert Turbin,# 33,HB,2,IND,5,4,10,2.5,0,1,41.0,35.7,16.6,60.0,7,1.75,0,5,0,1,3,0,0,10,0,0,0.0,0,0 (0),55.7,69.2,1,1,3,15,0.20,0
149,D'Onta Foreman,# 27,HB,2,HST,9,8,2,0.3,0,1,31.0,29.0,18.7,60.0,6,0.75,1,3,0,2,5,0,0,2,0,0,0.0,0,0 (0),43.9,79.1,3,2,28,21,1.33,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
