RANK,PLAYER,#,POS,#G,TEAM,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,PEN,RECV,PBLK,TGT,REC,YDS,RSNP,Y/RR,DRP
22,Marlon Mack,# 25,HB,14,IND,263,228,"1,102",4.8,10,2,69.5,77.2,71.2,46.6,684,3.00,23,49,26,81,146,0,0,"1,102",16,365,33.1,60,0 (0),33.0,29.6,27,19,109,214,0.51,3
24,Kerryon Johnson,# 33,HB,10,DET,133,118,641,5.4,3,1,80.2,77.0,72.4,58.8,392,3.32,21,71,17,66,48,0,0,641,9,245,38.2,32,0 (0),80.6,69.7,37,32,213,169,1.26,0
25,Zach Zenner,# 34,HB,8,DET,60,55,265,4.8,3,0,72.4,76.8,84.5,44.0,193,3.51,5,29,6,27,28,0,0,265,2,46,17.4,14,0 (0),45.5,68.6,10,7,56,42,1.33,2
26,Brian Hill,# 32,HB,5,ATL,30,20,157,7.9,0,1,70.1,76.7,26.5,56.5,53,2.65,3,60,4,12,6,0,0,157,3,105,66.9,5,1 (0),56.1,46.9,2,1,9,28,0.32,0
27,Malcolm Brown,# 34,HB,11,LA,59,43,212,4.9,0,0,83.1,76.5,82.2,72.9,128,2.98,9,19,4,34,9,0,0,212,1,19,9.0,10,0 (0),78.3,89.2,6,5,52,47,1.11,0
28,Marshawn Lynch,# 24,HB,6,OAK,97,90,376,4.2,3,0,74.1,76.4,87.5,60.0,311,3.46,25,52,9,63,23,0,0,376,2,68,18.1,21,0 (0),49.8,83.2,19,15,84,79,1.06,4
29,Chris Ivory,# 33,HB,13,BUF,136,115,385,3.3,1,1,74.1,76.3,65.5,56.3,324,2.82,17,21,7,51,60,0,0,385,5,90,23.4,25,0 (0),64.5,41.8,20,13,205,117,1.75,3
30,Sony Michel,# 26,HB,16,NE,316,280,"1,267",4.5,12,1,77.0,76.0,91.4,69.5,742,2.65,32,40,36,87,172,0,0,"1,267",13,305,24.1,73,1 (0),45.5,60.0,14,8,59,76,0.78,2
31,Ezekiel Elliott,# 21,HB,17,DAL,420,350,"1,618",4.6,8,6,75.7,75.5,53.8,70.7,"1,083",3.09,41,44,45,165,174,0,0,"1,618",28,602,37.2,81,3 (0),69.0,62.4,100,83,618,468,1.32,4
32,Adrian Peterson,# 26,HB,16,WAS,288,251,"1,042",4.2,7,3,76.2,75.4,62.4,59.8,754,3.00,45,90,26,110,139,0,0,"1,042",13,373,35.8,47,0 (0),64.3,38.7,25,20,208,158,1.32,1
33,Justin Jackson,# 32,HB,10,LAC,65,53,215,4.1,2,0,72.6,75.1,84.3,59.6,143,2.70,10,20,6,27,24,0,0,215,4,75,34.9,14,1 (0),70.2,27.9,21,18,157,75,2.09,1
34,Mike Davis,# 27,HB,16,SEA,153,116,524,4.5,4,0,74.6,74.8,90.0,71.2,335,2.89,15,37,13,78,38,0,0,524,4,90,17.2,26,0 (0),68.4,57.1,44,36,236,196,1.20,2
35,James Conner,# 30,HB,13,PIT,234,215,973,4.5,12,4,72.1,74.5,49.6,71.0,617,2.87,37,30,27,67,131,0,0,973,16,340,34.9,56,1 (0),60.8,64.0,67,55,497,380,1.31,4
36,Cameron Artis-Payne,# 34,HB,6,CAR,25,19,69,3.6,1,0,74.3,74.1,77.3,58.6,44,2.32,3,15,2,9,10,0,0,69,1,15,21.7,8,0 (0),68.1,45.4,4,3,15,11,1.36,0
37,Derek Watt,# 34,FB,17,LAC,125,4,11,2.8,0,0,65.0,73.6,70.9,59.2,7,1.75,1,8,0,0,1,0,0,11,0,0,0.0,1,0 (0),54.1,81.1,2,2,3,25,0.12,0
38,Brandon Bolden,# 38,HB,6,MIA,14,8,91,11.4,2,1,76.2,73.5,20.9,38.3,12,1.50,2,54,3,5,2,1,12,79,1,54,59.3,4,0 (0),75.5,-,3,3,13,11,1.18,0
39,Raheem Mostert,# 31,HB,8,SF,40,34,261,7.7,1,1,72.1,73.1,34.0,60.0,148,4.35,9,52,11,26,7,0,0,261,5,126,48.3,13,0 (0),58.8,75.3,7,6,25,37,0.68,0
40,Isaiah Crowell,# 20,HB,13,NYJ,155,143,685,4.8,6,0,70.4,73.0,90.2,59.3,467,3.27,21,77,15,79,64,0,0,685,9,326,47.6,26,1 (0),61.1,44.0,26,21,152,145,1.05,2
41,Theo Riddick,# 25,HB,14,DET,58,40,171,4.3,0,0,72.3,71.5,85.2,40.6,98,2.45,6,19,3,17,21,0,0,171,1,19,11.1,8,0 (0),73.2,81.2,74,61,384,272,1.41,5
42,Jordan Wilkins,# 20,HB,15,IND,83,62,345,5.6,1,2,64.2,71.3,31.6,60.4,186,3.00,5,53,9,31,29,0,0,345,6,139,40.3,15,0 (0),38.9,76.2,17,16,85,102,0.83,0
43,Josh Adams,# 33,HB,14,PHI,134,121,513,4.2,3,1,67.1,70.9,69.8,58.8,343,2.83,20,29,14,78,42,0,0,513,9,187,36.5,23,0 (0),42.6,46.4,13,7,58,98,0.59,2
44,Samaje Perine,# 32,HB,4,WAS,10,8,32,4.0,0,0,66.9,70.4,73.2,60.0,23,2.88,2,11,1,6,1,0,0,32,0,0,0.0,2,0 (0),56.8,75.7,3,3,5,19,0.26,0
44,Dalvin Cook,# 33,HB,11,MIN,154,133,615,4.6,2,2,72.6,70.4,43.2,57.8,401,3.02,29,70,17,83,44,0,0,615,9,233,37.9,22,0 (0),67.7,84.1,48,40,305,244,1.25,3
46,Peyton Barber,# 25,HB,16,TB,265,234,871,3.7,5,1,66.8,70.0,81.4,60.0,627,2.68,43,28,24,126,96,0,0,871,10,202,23.2,41,1 (0),49.1,59.7,27,20,92,270,0.34,2
47,Devontae Booker,# 23,HB,16,DEN,39,34,183,5.4,1,1,64.6,69.8,57.8,60.0,112,3.29,3,26,5,17,13,0,0,183,1,26,14.2,11,1 (1),67.2,30.0,48,38,275,226,1.22,1
48,Marcus Murphy,# 45,HB,11,BUF,61,52,250,4.8,0,0,53.9,69.4,86.3,59.6,153,2.94,11,30,3,28,13,0,0,250,3,65,26.0,7,0 (0),42.8,10.3,17,11,26,99,0.26,2
49,Darrel Williams,# 31,HB,7,KC,22,16,53,3.3,1,0,69.7,69.3,76.4,60.0,34,2.13,2,8,0,13,3,0,0,53,0,0,0.0,4,0 (0),63.2,78.0,3,3,27,23,1.17,0
50,Ito Smith,# 25,HB,13,ATL,109,90,315,3.5,4,1,68.8,69.2,67.0,58.5,246,2.73,20,18,10,61,26,0,0,315,3,51,16.2,19,2 (2),68.9,55.6,30,27,152,164,0.93,0
51,Spencer Ware,# 32,HB,14,KC,66,51,246,4.8,2,0,70.3,68.9,84.5,60.4,142,2.78,9,34,8,32,17,0,0,246,3,78,31.7,14,0 (0),70.3,76.5,23,21,245,147,1.67,2
52,Leonard Fournette,# 27,HB,8,JAX,148,133,439,3.3,5,0,70.9,68.7,90.1,59.3,313,2.35,17,25,9,87,45,0,0,439,4,76,17.3,24,0 (0),77.8,37.4,25,22,185,99,1.87,1
53,Kenyan Drake,# 32,HB,16,MIA,177,120,535,4.5,4,2,65.6,68.4,57.3,57.7,322,2.68,29,54,13,82,33,0,0,535,6,153,28.6,23,0 (0),65.1,33.2,66,53,477,300,1.59,5
54,Duke Johnson Jr.,# 29,HB,16,CLV,71,40,201,5.0,0,1,72.1,68.3,58.5,66.9,165,4.13,12,23,6,13,18,0,0,201,3,53,26.4,9,0 (0),74.0,72.5,61,47,429,300,1.43,3
55,James Develin,# 46,FB,19,NE,347,8,13,1.6,4,0,57.5,68.2,77.1,57.0,6,0.75,0,3,0,0,0,0,0,13,0,0,0.0,7,1 (0),53.9,77.0,18,13,70,125,0.56,0
55,Giovani Bernard,# 25,HB,12,CIN,70,56,211,3.8,3,0,68.1,68.2,86.0,60.7,143,2.55,3,23,8,36,17,0,0,211,2,45,21.3,14,2 (1),67.4,63.3,41,35,218,195,1.12,2
57,Kenneth Dixon,# 30,HB,7,BLT,92,66,346,5.2,2,3,65.2,68.1,24.5,55.8,250,3.79,20,37,11,29,37,0,0,346,7,138,39.9,19,2 (0),71.8,21.9,10,9,104,72,1.44,0
58,Andy Janovich,# 32,FB,16,DEN,145,2,5,2.5,0,0,68.5,67.7,72.7,66.2,2,1.00,0,3,0,0,0,0,0,5,0,0,0.0,2,2 (0),71.1,30.7,9,8,112,66,1.70,0
59,Nyheim Miller-Hines,# 21,HB,18,IND,112,88,337,3.8,2,1,70.9,67.6,71.7,54.7,200,2.27,6,18,8,33,48,0,0,337,2,33,9.8,18,1 (0),75.2,70.1,78,63,425,371,1.15,4
60,Kapri Bibbs,# 22,HB,10,GB,27,21,103,4.9,3,1,58.6,67.3,47.7,60.0,49,2.33,3,15,4,8,9,0,0,103,1,15,14.6,8,0 (0),49.8,43.8,21,16,115,128,0.90,1
61,Matt Breida,# 22,HB,14,SF,174,153,814,5.3,3,1,75.8,67.1,76.0,56.3,436,2.85,14,66,27,113,38,0,0,814,14,346,42.5,36,0 (0),90.1,49.0,31,27,261,160,1.63,0
62,Tevin Coleman,# 26,HB,16,ATL,183,167,800,4.8,4,2,65.7,66.7,63.6,59.0,486,2.91,17,65,25,118,42,0,0,800,15,388,48.5,35,1 (0),60.6,60.8,40,32,276,296,0.93,2
63,Javorius Allen,# 37,HB,14,BLT,65,41,110,2.7,3,1,62.8,66.6,53.5,58.5,91,2.22,4,17,2,13,22,0,0,110,1,17,15.5,10,2 (0),62.7,59.8,40,35,196,184,1.07,1
64,Ty Montgomery,# 88,HB,14,BLT,72,41,188,4.6,1,1,67.7,66.5,29.1,64.6,122,2.98,8,16,6,22,17,0,0,183,2,31,16.5,10,0 (0),68.5,63.4,36,25,235,165,1.42,1
65,Jacquizz Rodgers,# 32,HB,16,TB,42,33,106,3.2,1,1,65.1,66.4,52.6,71.3,70,2.12,3,20,3,22,9,0,0,106,2,35,33.0,7,1 (1),68.5,49.7,43,38,304,234,1.30,0
66,Royce Freeman,# 28,HB,14,DEN,142,130,521,4.0,5,1,63.0,66.3,72.3,59.0,419,3.22,24,24,13,69,57,0,0,521,6,113,21.7,30,0 (0),43.5,74.0,19,14,72,119,0.61,3
67,Jamaal Williams,# 30,HB,16,GB,136,121,464,3.8,3,0,67.5,65.6,90.0,59.6,318,2.63,10,20,11,86,31,0,0,464,3,54,11.6,25,0 (0),63.6,76.6,33,27,210,275,0.76,0
68,Roosevelt Nix,# 45,FB,15,PIT,88,1,4,4.0,0,0,71.0,65.3,69.8,58.6,5,5.00,1,4,0,0,0,0,0,4,0,0,0.0,0,0 (0),80.0,-,5,4,38,22,1.73,0
69,Bilal Powell,# 29,HB,7,NYJ,87,80,343,4.3,0,2,65.7,65.2,61.2,60.0,221,2.76,9,38,10,48,31,0,0,343,5,106,30.9,16,0 (0),64.6,50.1,17,11,110,98,1.12,0
70,Jeremy Hill,# 33,HB,1,NE,6,4,25,6.3,0,0,66.3,65.1,69.4,60.0,6,1.50,0,11,1,0,4,0,0,25,0,0,0.0,1,0 (0),61.9,74.1,1,1,6,4,1.50,0
71,Dwayne Washington,# 27,HB,4,NO,33,27,154,5.7,0,0,62.2,65.0,78.9,60.0,80,2.96,5,28,5,15,12,0,0,154,5,109,70.8,7,1 (0),52.9,0.0,0,0,0,12,0.00,0
72,Alfred Blue,# 28,HB,17,HST,186,152,507,3.3,2,0,62.6,64.9,90.3,69.7,362,2.38,12,17,10,99,50,0,0,507,5,84,16.6,26,0 (0),53.4,60.6,26,22,165,215,0.77,1
73,Roc Thomas,# 32,HB,5,MIN,11,8,30,3.8,0,0,58.5,64.8,73.6,58.5,14,1.75,2,23,1,2,5,0,0,30,1,23,76.7,2,0 (0),46.9,-,3,2,21,18,1.17,0
74,Jaylen Samuels,# 38,HB,11,PIT,64,56,256,4.6,0,0,68.8,64.5,85.3,60.0,147,2.63,3,25,7,25,28,0,0,256,5,88,34.4,13,0 (0),73.0,58.6,29,26,199,130,1.53,0
75,Doug Martin,# 28,HB,16,OAK,188,172,723,4.2,4,3,66.6,64.4,48.3,60.1,467,2.72,22,29,19,122,47,0,0,723,6,116,16.0,37,0 (0),63.0,87.8,23,18,116,135,0.86,1
75,Jordan Howard,# 24,HB,17,CHI,319,260,970,3.7,9,2,69.3,64.4,74.1,80.7,713,2.74,23,42,19,173,85,0,0,970,10,219,22.6,55,0 (0),63.8,86.3,27,20,145,217,0.67,0
77,Jay Ajayi,# 26,HB,4,PHI,51,45,184,4.1,3,1,62.4,64.1,44.6,60.0,120,2.67,8,20,5,28,17,0,0,184,2,35,19.0,11,0 (0),57.4,40.0,6,5,20,58,0.34,0
78,Tre Madden,# 38,FB,14,SEA,55,3,3,1.0,0,0,72.8,63.4,69.0,74.8,2,0.67,0,2,0,0,0,0,0,3,0,0,0.0,1,0 (0),62.3,50.6,3,2,35,23,1.52,0
78,Rashaad Penny,# 20,HB,13,SEA,96,89,448,5.0,2,0,61.2,63.4,88.1,68.2,297,3.34,12,38,14,54,33,0,0,448,10,224,50.0,20,0 (0),45.3,70.8,12,9,75,77,0.97,2
80,Wayne Gallman,# 22,HB,15,NYG,61,51,176,3.5,1,2,57.6,63.2,27.9,60.0,114,2.24,9,9,0,29,19,0,0,176,0,0,0.0,7,0 (0),36.4,88.3,21,14,89,77,1.16,2
80,David Johnson,# 31,HB,16,ARZ,286,258,940,3.6,7,3,64.1,63.2,65.1,59.4,615,2.38,22,53,20,120,118,0,0,940,5,122,13.0,51,0 (0),60.4,71.4,70,50,446,360,1.24,7
82,Alex Armah,# 40,FB,16,CAR,89,9,15,1.7,2,0,62.7,63.1,73.1,59.4,11,1.22,0,4,0,0,0,0,0,15,0,0,0.0,3,0 (0),54.2,81.3,1,1,5,13,0.38,0
83,Elijhaa Penny,# 39,FB,13,NYG,74,7,25,3.6,0,0,68.6,63.0,74.2,63.2,15,2.14,2,8,0,4,1,0,0,25,0,0,0.0,2,1 (0),76.8,74.5,9,8,50,24,2.08,0
84,De'Lance Turner,# 47,HB,2,BLT,1,1,4,4.0,0,0,66.2,62.8,66.2,-,5,5.00,1,4,0,1,0,0,0,4,0,0,0.0,0,0 (0),68.0,37.3,2,2,17,6,2.83,0
84,Patrick DiMarco,# 42,FB,16,BUF,112,1,9,9.0,0,0,56.5,62.8,67.4,50.4,3,3.00,0,9,0,1,0,0,0,9,0,0,0.0,1,0 (0),59.7,77.5,4,3,62,43,1.44,0
86,Christine Michael,# 38,HB,1,IND,2,2,9,4.5,0,0,63.5,62.7,65.2,-,9,4.50,1,8,0,0,2,0,0,9,0,0,0.0,0,0 (0),60.0,-,0,0,0,0,,0
87,Jeremy McNichols,# 30,HB,1,TEN,2,2,4,2.0,0,0,63.5,62.5,65.2,-,6,3.00,1,7,0,0,2,0,0,4,0,0,0.0,1,0 (0),-,-,0,0,0,0,,0
88,Anthony Sherman,# 42,FB,18,KC,65,1,2,2.0,0,0,79.4,62.3,71.8,64.4,1,1.00,0,2,0,0,0,0,0,2,0,0,0.0,1,0 (0),87.6,74.3,9,8,96,34,2.82,1
89,Mike Boone,# 44,HB,6,MIN,13,11,47,4.3,0,0,51.8,62.0,74.8,60.0,39,3.55,4,20,2,5,6,0,0,47,1,20,42.6,2,0 (0),41.0,5.2,3,2,1,22,0.05,1
90,John Kelly Jr.,# 42,HB,3,LA,34,27,74,2.7,0,0,57.4,61.6,79.1,60.3,67,2.48,6,7,0,15,12,0,0,74,0,0,0.0,6,0 (0),40.1,27.0,3,2,27,11,2.45,1
91,Dion Lewis,# 33,HB,16,TEN,193,155,517,3.3,1,1,65.3,61.4,79.1,57.6,383,2.47,31,36,14,110,39,0,0,517,5,111,21.5,22,1 (1),72.5,64.8,67,59,400,315,1.27,3
92,LeSean McCoy,# 25,HB,14,BUF,196,161,514,3.2,3,0,60.9,61.2,90.5,57.1,323,2.01,17,28,11,92,61,0,0,514,5,112,21.8,22,3 (1),63.3,50.4,41,34,238,225,1.06,3
93,David Williams,# 33,HB,4,JAX,11,8,36,4.5,0,0,56.7,61.1,72.7,60.0,15,1.88,0,15,2,6,1,0,0,36,1,15,41.7,3,0 (0),55.0,3.6,0,0,0,8,0.00,0
94,Kenjon Barner,# 23,HB,6,CAR,26,19,71,3.7,0,0,60.0,61.0,84.2,60.0,35,1.84,4,11,2,7,11,0,0,71,0,0,0.0,3,0 (0),54.0,77.7,1,1,3,20,0.15,0
94,DeAndre Washington,# 33,HB,10,OAK,37,30,115,3.8,0,1,61.1,61.0,28.9,60.0,83,2.77,5,13,3,23,6,0,0,115,0,0,0.0,8,0 (0),56.9,70.9,1,1,9,25,0.36,0
96,James White,# 28,HB,19,NE,138,102,452,4.4,5,0,71.3,60.7,90.2,58.8,197,1.93,5,27,13,30,67,0,0,452,6,136,30.1,25,1 (0),83.9,70.5,143,107,902,482,1.87,7
97,Alex Collins,# 34,HB,10,BLT,147,114,411,3.6,7,3,59.8,60.5,30.2,52.2,258,2.26,25,19,9,48,60,0,0,411,3,50,12.2,22,0 (0),63.2,39.7,17,15,105,123,0.85,1
98,Alfred Morris,# 46,HB,12,SF,123,111,428,3.9,2,2,60.0,60.4,54.5,32.6,326,2.94,10,51,11,82,27,0,0,428,4,113,26.4,25,2 (0),64.5,68.1,10,8,73,99,0.74,0
99,Chase Edmonds,# 29,HB,16,ARZ,64,60,208,3.5,2,1,60.5,60.3,31.8,60.0,133,2.22,6,29,3,37,18,0,0,208,2,49,23.6,14,1 (0),65.0,49.7,23,20,103,114,0.90,1
100,Tommy Bohanon,# 40,FB,16,JAX,117,1,0,0.0,0,0,53.8,60.0,70.9,48.9,1,1.00,0,0,0,0,0,0,0,0,0,0,,0,2 (1),69.2,81.5,8,6,41,29,1.41,0
101,Ameer Abdullah,# 31,HB,6,MIN,3,1,1,1.0,0,0,63.5,59.7,25.4,59.2,1,1.00,0,1,0,1,0,0,0,1,0,0,0.0,0,0 (0),68.1,72.4,4,3,28,13,2.15,0
102,Darren Sproles,# 43,HB,8,PHI,51,45,145,3.2,1,0,60.6,59.6,87.3,60.0,105,2.33,3,17,6,21,18,0,0,145,2,33,22.8,7,0 (0),67.4,28.9,28,20,195,129,1.51,2
103,C.J. Prosise,# 22,HB,4,SEA,2,1,-3,-3.0,0,0,54.6,59.3,67.4,60.0,0,0.00,0,-3,0,1,0,0,0,-3,0,0,0.0,0,0 (0),57.4,22.8,3,3,22,24,0.92,0
103,Nick Bellore,# 43,FB,14,DET,87,1,0,0.0,0,0,59.9,59.3,68.3,60.2,0,0.00,0,0,0,0,0,0,0,0,0,0,,0,0 (0),57.4,82.1,4,4,15,27,0.56,0
103,Tarik Cohen,# 29,HB,17,CHI,166,100,444,4.4,3,3,71.4,59.3,30.3,61.0,215,2.15,17,32,13,53,36,0,0,444,9,197,44.4,20,0 (0),82.3,60.8,91,74,752,346,2.17,2
106,Trenton Cannon,# 40,HB,13,NYJ,72,38,113,3.0,1,0,55.1,59.2,82.9,56.7,100,2.63,9,21,2,23,8,0,0,113,1,21,18.6,7,0 (0),50.3,36.2,26,17,144,101,1.43,4
107,Keith Smith,# 41,FB,16,OAK,116,1,0,0.0,0,0,59.8,58.9,69.1,59.5,0,0.00,0,0,0,0,0,0,0,0,0,0,,0,0 (0),57.5,81.3,7,5,23,36,0.64,1
108,Rod Smith,# 45,HB,17,DAL,56,45,128,2.8,1,0,57.5,58.8,82.9,56.5,114,2.53,3,14,3,24,19,0,0,128,0,0,0.0,10,2 (1),59.3,60.0,11,9,60,77,0.78,0
109,Jalen Richard,# 30,HB,16,OAK,77,55,259,4.7,1,2,66.6,58.5,46.2,42.1,162,2.95,12,30,6,40,11,0,0,259,5,110,42.5,12,1 (0),82.5,55.1,77,68,607,269,2.26,1
110,Keith Ford,# 35,HB,2,BUF,30,21,79,3.8,0,0,54.2,58.3,78.0,59.1,45,2.14,0,11,1,12,8,0,0,79,0,0,0.0,4,0 (0),47.7,83.4,4,3,21,32,0.66,1
111,Shaun Wilson,# 38,HB,5,TB,6,6,29,4.8,0,0,58.0,58.1,76.6,-,10,1.67,0,9,0,4,1,0,0,29,0,0,0.0,0,0 (0),58.0,-,5,3,5,16,0.31,0
111,Wendell Smallwood,# 28,HB,18,PHI,122,105,417,4.0,3,2,56.7,58.1,70.5,58.2,267,2.54,17,15,10,74,29,0,0,417,1,15,3.6,23,0 (0),53.3,56.2,36,31,256,221,1.16,3
113,Rob Kelley,# 20,HB,2,WAS,8,4,8,2.0,0,0,53.4,57.5,68.6,58.4,8,2.00,0,6,0,2,1,0,0,8,0,0,0.0,1,0 (0),-,25.3,0,0,0,0,,0
114,Derrick Coleman,# 32,FB,16,ARZ,63,2,3,1.5,0,0,67.8,56.7,67.8,66.1,2,1.00,0,2,0,0,0,0,0,3,0,0,0.0,0,0 (0),70.5,77.9,3,2,17,10,1.70,0
115,Stevan Ridley,# 22,HB,9,PIT,34,29,80,2.8,1,2,52.6,56.6,22.1,60.0,86,2.97,1,12,1,13,16,0,0,80,0,0,0.0,3,0 (0),44.0,74.2,4,3,18,24,0.75,0
116,T.J. Yeldon,# 24,HB,14,JAX,116,104,414,4.0,1,1,56.0,56.4,72.4,60.0,276,2.65,11,20,9,72,30,0,0,414,4,67,16.2,16,0 (0),56.3,48.2,70,55,487,310,1.57,8
117,Elijah McGuire,# 25,HB,8,NYJ,117,91,279,3.1,3,2,54.9,56.2,44.0,58.3,247,2.71,11,34,7,48,41,0,0,279,2,51,18.3,14,0 (0),50.9,63.4,30,19,193,154,1.25,5
118,Devonta Freeman,# 24,HB,2,ATL,17,14,68,4.9,0,0,52.1,56.0,76.5,60.0,31,2.21,0,20,2,11,3,0,0,68,2,40,58.8,2,0 (0),48.4,51.9,7,5,23,36,0.64,1
119,Chris Thompson,# 25,HB,10,WAS,56,43,178,4.1,0,1,58.8,55.9,57.1,75.7,109,2.53,7,16,9,16,19,0,0,178,3,46,25.8,9,0 (0),60.0,53.0,52,41,268,206,1.30,3
120,Jeremy Langford,# 43,HB,1,ATL,9,9,25,2.8,0,0,54.4,55.8,72.7,-,20,2.22,1,7,0,7,2,0,0,25,0,0,0.0,1,0 (0),54.8,68.8,0,0,0,6,0.00,0
121,Justin Davis,# 33,HB,2,LA,2,2,19,9.5,0,0,52.8,55.7,65.2,-,3,1.50,0,19,1,2,0,0,0,19,1,19,100.0,1,0 (0),56.1,-,0,0,0,3,0.00,0
