RANK,PLAYER,#,POS,#G,TEAM,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,PEN,RECV,PBLK,TGT,REC,YDS,RSNP,Y/RR,DRP
47,Latavius Murray,# 28,HB,18,BUF,112,79,300,3.8,4,1,65.9,74.2,57.9,57.1,177,2.24,7,29,6,26,53,0,0,300,2,50,16.7,27,1 (0),52.7,64.3,27,22,159,198,0.80,3
48,Kendre Miller,# 25,HB,8,NO,52,41,156,3.8,1,0,74.1,74.1,82.5,60.2,128,3.12,10,18,4,26,13,0,0,156,1,18,11.5,10,0 (0),72.7,27.4,11,10,117,54,2.17,1
49,Joe Mixon,# 28,HB,17,CIN,289,257,"1,034",4.0,9,0,71.1,73.8,91.3,59.9,646,2.51,30,44,27,104,149,0,0,"1,034",8,168,16.2,59,2 (1),68.8,29.7,62,52,376,373,1.01,4
50,Brandon Bolden,# 34,HB,3,LV,5,4,31,7.8,1,0,77.9,73.7,69.7,-,21,5.25,0,26,1,0,3,0,0,31,1,26,83.9,2,0 (0),-,-,0,0,0,0,,0
50,Brian Robinson,# 08,HB,15,WAS,198,178,733,4.1,5,4,75.3,73.7,38.0,65.5,521,2.93,37,29,19,117,57,0,0,733,8,171,23.3,46,0 (0),71.4,61.9,40,36,367,219,1.68,3
52,Justice Hill,# 43,HB,18,BLT,138,100,456,4.6,3,1,70.3,73.5,70.6,64.7,255,2.55,17,41,11,55,39,0,0,456,4,101,22.1,21,0 (0),63.5,58.8,45,34,251,277,0.91,1
53,Kevin Harris,# 36,HB,4,NE,18,16,65,4.1,1,0,76.5,73.2,76.9,46.2,40,2.50,1,18,2,3,13,0,0,65,2,33,50.8,2,0 (0),84.6,77.3,3,3,58,13,4.46,0
54,Zack Moss,# 21,HB,14,IND,210,183,793,4.3,5,0,66.9,72.8,90.6,57.4,514,2.81,35,56,19,135,47,0,0,793,7,202,25.5,43,0 (0),43.9,60.4,35,27,192,233,0.82,5
55,Samaje Perine,# 25,HB,17,DEN,73,53,238,4.5,1,3,71.3,72.5,61.8,59.3,155,2.92,6,24,6,24,27,0,0,238,2,39,16.4,14,0 (0),81.0,31.1,53,50,455,218,2.09,1
56,D'Andre Swift,# 00,HB,17,PHI,302,239,"1,083",4.5,5,3,66.5,71.6,62.0,53.8,582,2.44,42,43,23,165,69,0,0,"1,083",12,291,26.9,52,1 (0),53.5,48.9,51,43,246,301,0.82,1
57,Elijah Mitchell,# 25,HB,14,SF,109,81,296,3.7,3,0,70.2,71.5,86.4,70.7,235,2.90,18,18,7,55,24,0,0,296,2,33,11.1,15,0 (0),52.4,43.5,8,6,14,53,0.26,1
57,Jerome Ford,# 34,HB,18,CLV,237,213,830,3.9,4,1,68.3,71.5,82.9,67.1,611,2.87,43,69,23,86,118,0,0,830,8,266,32.0,34,0 (0),55.3,64.8,64,48,334,349,0.96,9
59,Damien Williams,# 29,HB,3,ARZ,15,11,43,3.9,0,0,72.7,70.7,74.4,59.4,34,3.09,3,9,0,7,4,0,0,43,0,0,0.0,1,0 (0),66.7,80.2,2,2,12,10,1.20,0
60,Zamir White,# 35,HB,15,LV,118,104,451,4.3,1,1,71.7,70.6,67.0,59.8,334,3.21,15,43,8,48,46,0,0,451,5,114,25.3,19,0 (0),69.7,46.4,17,15,98,90,1.09,0
60,Saquon Barkley,# 26,HB,14,NYG,295,247,962,3.9,6,2,70.2,70.6,74.1,56.4,719,2.91,31,36,26,148,93,0,0,962,12,305,31.7,51,1 (0),60.6,76.6,58,41,280,306,0.92,5
62,Alexander Mattison,# 02,HB,16,MIN,204,180,700,3.9,0,3,61.8,70.2,52.5,43.6,496,2.76,36,21,17,117,61,0,0,700,7,118,16.9,28,0 (0),41.2,49.5,42,30,192,278,0.69,6
63,Josh Jacobs,# 08,HB,13,LV,271,233,805,3.5,6,3,65.0,70.1,61.0,55.3,547,2.35,28,63,9,106,110,0,0,805,5,160,19.9,33,2 (0),51.0,50.9,52,37,296,238,1.24,5
64,Boston Scott,# 35,HB,11,PHI,30,20,86,4.3,0,0,60.8,69.9,36.3,44.0,46,2.30,6,18,2,15,5,0,0,86,1,18,20.9,5,0 (0),50.5,35.1,6,4,52,32,1.63,1
65,Rico Dowdle,# 23,HB,17,DAL,117,91,372,4.1,2,0,66.6,69.4,88.5,60.1,269,2.96,15,21,7,51,32,0,0,372,3,58,15.6,17,0 (0),59.6,34.1,24,19,158,122,1.30,2
66,Ameer Abdullah,# 22,HB,17,LV,17,15,89,5.9,0,0,55.5,69.2,78.7,60.0,43,2.87,1,12,2,5,7,0,0,89,0,0,0.0,6,0 (0),61.8,17.7,23,19,131,143,0.92,0
66,Ezekiel Elliott,# 15,HB,17,NE,214,184,642,3.5,3,2,67.6,69.2,55.2,55.7,466,2.53,24,17,8,69,104,0,0,642,1,17,2.6,32,0 (0),66.3,37.1,61,51,313,247,1.27,3
68,Tank Bigsby,# 04,HB,16,JAX,80,50,132,2.6,2,2,52.3,69.0,26.9,67.2,117,2.34,10,12,1,22,25,0,0,132,0,0,0.0,12,1 (1),24.7,32.1,4,1,6,39,0.15,3
69,Raheem Blackshear,# 03,HB,11,CAR,17,14,46,3.3,0,0,63.7,68.8,82.0,60.0,33,2.36,3,9,0,7,7,0,0,46,0,0,0.0,1,0 (0),53.9,44.4,7,6,45,31,1.45,0
69,Rachaad White,# 01,HB,19,TB,337,299,"1,117",3.7,6,3,67.5,68.8,70.5,59.6,787,2.63,42,38,26,167,123,0,0,"1,117",7,153,13.7,56,2 (0),64.4,53.5,78,69,588,504,1.17,4
71,Kareem Hunt,# 27,HB,16,CLV,164,143,437,3.1,10,0,69.8,68.7,90.2,65.0,307,2.15,9,16,6,41,92,0,0,437,2,32,7.3,40,0 (0),67.0,58.4,27,20,93,151,0.62,1
72,Antonio Gibson,# 24,HB,16,WAS,69,65,265,4.1,1,4,66.6,68.4,25.8,59.7,228,3.51,16,16,5,45,19,0,0,265,1,16,6.0,13,1 (0),64.5,71.9,57,48,389,318,1.22,4
73,Hunter Luepke,# 40,FB,18,DAL,101,6,19,3.2,1,0,56.7,68.1,73.7,55.6,11,1.83,2,9,0,2,0,0,0,19,0,0,0.0,5,0 (0),56.0,20.2,3,3,18,39,0.46,0
74,Jeff Wilson Jr.,# 23,HB,11,MIA,53,41,188,4.6,0,0,59.5,67.9,82.6,47.0,120,2.93,4,15,5,24,17,0,0,188,1,15,8.0,8,0 (0),50.0,27.1,19,15,91,96,0.95,1
75,Trey Sermon,# 27,HB,12,IND,43,35,160,4.6,0,0,56.6,67.4,80.9,60.0,99,2.83,5,27,3,23,12,0,0,160,2,46,28.8,7,0 (0),27.7,69.4,6,3,13,43,0.30,3
76,DeeJay Dallas,# 31,HB,11,SEA,16,10,36,3.6,0,0,63.8,66.6,62.7,55.6,18,1.80,1,8,0,4,5,0,0,36,0,0,0.0,2,1 (1),65.3,49.9,7,6,26,49,0.53,0
77,Roschon Johnson,# 23,HB,15,CHI,124,81,352,4.3,2,1,65.6,66.5,66.1,62.9,188,2.32,12,29,8,54,26,0,0,352,2,51,14.5,16,1 (1),60.7,64.8,42,34,209,190,1.10,2
78,Israel Abanikanda,# 25,HB,6,NYJ,25,22,70,3.2,0,0,59.0,66.4,29.0,60.0,45,2.05,2,12,2,13,9,0,0,70,0,0,0.0,3,0 (0),41.8,59.0,10,7,43,47,0.91,2
79,Cordarrelle Patterson,# 84,HB,14,ATL,85,50,180,3.6,0,1,62.7,66.3,53.3,58.1,165,3.30,11,18,5,26,22,0,0,180,1,18,10.0,9,0 (0),56.3,78.3,11,9,38,85,0.45,1
80,Keaontay Ingram,# 30,HB,7,KC,46,35,74,2.1,0,0,64.7,66.1,81.1,66.4,75,2.14,6,14,4,21,14,0,0,74,0,0,0.0,4,0 (0),55.0,60.8,4,4,26,51,0.51,0
81,Tyler Goodson,# 31,HB,6,IND,16,13,87,6.7,0,0,57.3,66.0,76.0,60.0,26,2.00,1,31,3,4,9,0,0,87,2,46,52.9,4,0 (0),41.5,73.4,9,6,34,32,1.06,2
81,Cam Akers,# 31,HB,7,MIN,67,60,167,2.8,2,0,69.7,66.0,84.8,71.2,141,2.35,9,19,4,25,33,0,0,167,1,19,11.4,12,0 (0),76.4,71.2,12,11,70,46,1.52,0
83,La'Mical Perine,# 29,HB,5,KC,25,22,77,3.5,0,0,64.4,65.8,78.1,72.8,49,2.23,2,10,1,16,5,0,0,77,0,0,0.0,3,0 (0),48.3,79.2,4,3,33,31,1.06,1
84,Tony Jones Jr.,# 37,HB,7,ARZ,33,26,95,3.7,2,0,60.1,65.7,79.7,60.2,48,1.85,3,19,3,16,8,0,0,95,1,19,20.0,7,0 (0),49.6,50.9,9,7,37,70,0.53,1
85,Austin Ekeler,# 30,HB,14,LAC,210,179,632,3.5,5,5,60.2,65.1,29.6,36.6,473,2.64,29,55,7,109,68,0,0,632,4,129,20.4,34,0 (0),57.4,29.3,69,51,436,349,1.25,4
86,Javonte Williams,# 33,HB,16,DEN,264,217,774,3.6,3,1,63.3,64.9,83.3,57.6,588,2.71,33,21,21,106,104,0,0,774,12,197,25.5,42,1 (0),61.9,27.8,55,47,228,170,1.34,4
87,Clyde Edwards-Helaire,# 25,HB,19,KC,88,81,276,3.4,1,1,65.5,64.6,63.4,60.0,206,2.54,13,28,6,52,27,0,0,276,3,64,23.2,15,0 (0),65.9,59.1,26,21,195,155,1.26,1
88,Salvon Ahmed,# 26,HB,8,MIA,36,22,61,2.8,1,0,61.0,64.4,79.7,57.4,62,2.82,4,10,1,16,6,0,0,61,0,0,0.0,3,0 (0),58.8,36.4,21,16,88,92,0.96,0
89,Patrick Taylor,# 27,HB,13,GB,53,35,147,4.2,0,0,60.4,64.1,81.6,75.7,101,2.89,9,24,4,21,14,0,0,147,1,24,16.3,7,1 (1),53.4,59.6,17,11,49,136,0.36,0
90,Dameon Pierce,# 31,HB,14,HST,164,148,416,2.8,2,0,65.9,64.0,75.5,55.7,333,2.25,27,22,9,90,55,0,0,416,3,53,12.7,14,0 (0),63.3,87.8,17,13,101,111,0.91,1
91,Isaiah Spiller,# 28,HB,9,LAC,41,37,96,2.6,0,0,58.8,63.4,81.3,60.0,82,2.22,6,8,0,18,17,0,0,96,0,0,0.0,1,1 (0),61.0,29.0,6,6,34,49,0.69,0
92,Chris Evans,# 25,HB,7,CIN,4,2,12,6.0,0,0,51.9,63.3,70.1,60.0,6,3.00,0,7,0,1,1,0,0,12,0,0,0.0,0,0 (0),52.0,13.6,1,1,-1,16,-0.06,0
92,Pierre Strong Jr.,# 20,HB,15,CLV,75,63,291,4.6,1,2,60.6,63.3,57.5,60.2,215,3.41,8,40,7,24,35,0,0,291,3,75,25.8,10,0 (0),49.1,62.4,8,5,47,73,0.64,1
94,C.J. Ham,# 30,FB,17,MIN,65,1,7,7.0,0,0,57.6,62.9,70.3,59.5,4,4.00,0,7,0,1,0,0,0,7,0,0,0.0,0,0 (0),43.8,74.8,10,7,25,90,0.28,1
94,Evan Hull,# 26,HB,1,IND,2,1,1,1.0,0,0,65.7,62.9,66.2,60.0,0,0.00,0,1,0,1,0,0,0,1,0,0,0.0,0,0 (0),64.6,-,1,1,6,5,1.20,0
94,Melvin Gordon III,# 33,HB,4,BLT,33,26,81,3.1,1,1,65.3,62.9,28.5,49.8,62,2.38,5,22,2,13,11,0,0,81,2,37,45.7,4,0 (0),85.2,36.9,3,3,46,17,2.71,0
97,Jake Funk,# 34,HB,1,IND,2,2,10,5.0,0,0,63.5,62.8,66.7,-,4,2.00,0,7,0,2,0,0,0,10,0,0,0.0,0,0 (0),66.5,36.0,1,1,12,8,1.50,0
98,Darrynton Evans,# 37,HB,6,MIA,46,32,121,3.8,1,0,63.8,62.1,80.9,60.0,66,2.06,3,13,5,19,13,0,0,121,0,0,0.0,10,0 (0),64.0,73.9,10,7,49,37,1.32,1
99,Jonathan Ward,# 20,HB,4,TEN,11,3,11,3.7,0,0,64.2,62.0,67.2,60.0,11,3.67,1,8,0,3,0,0,0,11,0,0,0.0,1,0 (0),-,-,0,0,0,0,,0
100,Nick Bawden,# 48,FB,16,NYJ,71,2,4,2.0,1,0,50.8,61.8,68.7,50.8,3,1.50,0,3,0,0,0,0,0,4,0,0,0.0,1,1 (0),55.9,55.3,3,3,21,35,0.60,0
101,Trayveon Williams,# 32,HB,17,CIN,31,15,69,4.6,0,0,58.9,61.6,80.9,52.5,43,2.87,2,15,2,8,5,0,0,69,1,15,21.7,2,0 (0),51.1,75.1,8,7,10,96,0.10,0
102,Devine Ozigbo,# 33,HB,2,DET,6,3,5,1.7,0,0,66.5,60.6,68.2,60.0,5,1.67,1,4,0,3,0,0,0,5,0,0,0.0,1,0 (0),80.1,-,1,1,8,2,4.00,0
102,Andrew Beck,# 47,FB,17,HST,197,5,3,0.6,1,1,50.7,60.6,24.5,54.2,3,0.60,0,2,0,0,0,0,0,3,0,0,0.0,2,1 (0),48.8,63.6,13,11,55,109,0.50,0
102,Jerick McKinnon,# 01,HB,13,KC,37,21,60,2.9,1,0,63.1,60.6,80.9,43.8,38,1.81,0,10,1,13,5,0,0,60,0,0,0.0,7,0 (0),69.1,58.1,34,27,207,190,1.09,2
102,Ke'Shawn Vaughn,# 21,HB,5,TB,31,24,42,1.8,0,0,53.6,60.6,78.9,60.0,47,1.96,6,9,0,14,10,0,0,42,0,0,0.0,0,0 (0),34.9,39.8,4,2,2,21,0.10,1
106,Joshua Kelley,# 25,HB,17,LAC,128,107,405,3.8,2,1,52.0,60.5,67.4,58.3,305,2.85,11,49,10,58,46,0,0,405,3,86,21.2,21,0 (0),36.4,42.4,11,8,32,173,0.18,2
107,Zonovan Knight,# 28,HB,2,DET,4,3,13,4.3,0,0,62.1,60.4,70.7,-,10,3.33,1,8,0,2,1,0,0,13,0,0,0.0,0,0 (0),62.6,76.7,1,1,8,4,2.00,0
107,Gary Brightwell,# 23,HB,4,NYG,12,9,19,2.1,0,0,64.4,60.4,74.3,58.3,19,2.11,1,5,0,5,4,0,0,19,0,0,0.0,0,0 (0),72.1,-,6,5,47,27,1.74,1
107,Miles Sanders,# 06,HB,16,CAR,141,129,432,3.3,1,2,60.8,60.4,56.4,63.9,342,2.65,17,48,11,74,54,0,0,432,4,93,21.5,24,0 (0),68.0,23.3,38,27,154,211,0.73,2
110,Matt Breida,# 31,HB,17,NYG,86,55,151,2.7,1,1,52.4,60.3,54.1,56.5,121,2.20,7,9,0,31,22,0,0,151,0,0,0.0,7,0 (0),37.0,63.3,20,17,88,156,0.56,2
110,Jamaal Williams,# 21,HB,13,NO,145,106,306,2.9,1,1,59.4,60.3,68.2,72.9,239,2.25,13,17,5,55,50,0,0,306,1,17,5.6,18,0 (0),61.5,38.0,19,18,62,120,0.52,0
112,Tyrion Davis-Price,# 32,HB,1,SF,7,6,21,3.5,0,0,60.3,60.1,70.6,60.0,23,3.83,1,15,1,2,4,0,0,21,1,15,71.4,1,0 (0),-,-,0,0,0,0,,0
112,Leonard Fournette,# 05,HB,2,BUF,19,12,40,3.3,0,0,59.5,60.1,74.9,59.0,26,2.17,0,9,0,4,8,0,0,40,0,0,0.0,2,0 (0),55.1,76.4,0,0,0,6,0.00,0
114,Jashaun Corbin,# 35,HB,1,NYG,2,1,1,1.0,0,0,76.7,60.0,67.4,60.0,0,0.00,0,1,0,0,1,0,0,1,0,0,0.0,1,0 (0),79.3,73.3,3,3,12,10,1.20,0
115,Jonathan Williams,# 18,HB,1,WAS,2,1,-2,-2.0,0,0,59.0,59.7,61.9,60.0,0,0.00,0,-2,0,1,0,0,0,-2,0,0,0.0,0,0 (0),53.1,82.1,1,0,0,8,0.00,0
115,James Robinson,# 32,HB,1,GB,2,1,2,2.0,0,0,59.1,59.7,64.6,60.0,2,2.00,0,2,0,1,0,0,0,2,0,0,0.0,0,0 (0),63.1,-,1,1,-2,2,-1.00,0
117,Chase Edmonds,# 22,HB,15,TB,74,60,207,3.5,0,0,58.2,59.3,85.2,60.0,143,2.38,7,21,5,33,27,0,0,207,2,36,17.4,9,0 (0),54.6,63.4,20,17,107,98,1.09,2
118,Chase Brown,# 30,HB,11,CIN,49,44,179,4.1,0,1,63.9,59.0,48.0,58.7,144,3.27,8,31,5,23,20,0,0,179,4,89,49.7,6,1 (0),81.1,26.7,15,14,156,35,4.46,1
119,Jason Cabinda,# 45,FB,7,DET,37,1,0,0.0,0,0,43.2,56.9,64.6,51.3,0,0.00,0,0,0,0,0,0,0,0,0,0,,0,0 (0),52.6,26.9,1,1,0,14,0.00,0
120,Eric Gray,# 20,HB,7,NYG,21,17,48,2.8,0,1,57.2,56.7,38.6,60.0,33,1.94,3,12,1,10,5,0,0,48,0,0,0.0,2,0 (0),61.3,28.1,7,6,22,40,0.55,0
