RANK,PLAYER,#,POS,#G,TEAM,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,PEN,RECV,PBLK,TGT,REC,YDS,RSNP,Y/RR,DRP
41,Kyren Williams,# 23,HB,18,LA,400,351,"1,481",4.2,14,6,69.1,74.3,47.6,53.8,967,2.75,60,30,31,166,178,0,0,"1,481",9,194,13.1,91,1 (0),55.2,41.0,42,38,197,402,0.49,1
42,Chase Brown,# 30,HB,16,CIN,249,229,990,4.3,7,2,75.7,73.8,73.9,61.1,706,3.08,45,40,23,128,95,0,0,990,10,235,23.7,49,2 (1),76.8,62.3,63,54,360,339,1.06,3
43,Rachaad White,# 01,HB,17,TB,191,145,614,4.2,3,3,73.8,73.7,49.0,63.2,453,3.12,24,56,12,74,65,0,0,614,5,142,23.1,35,0 (0),69.3,69.2,57,53,407,311,1.31,0
44,Tony Pollard,# 20,HB,16,TEN,310,260,"1,079",4.2,5,2,68.7,73.5,76.2,74.1,884,3.40,38,41,30,99,150,0,0,"1,079",13,282,26.1,53,2 (1),51.6,54.4,55,41,238,301,0.79,8
45,Ronnie Rivers,# 20,HB,6,LA,31,25,107,4.3,0,0,71.5,73.1,79.5,71.3,64,2.56,3,12,2,10,14,0,0,107,0,0,0.0,6,0 (0),66.0,42.0,6,5,34,39,0.87,0
45,Ray Davis,# 22,HB,20,BUF,154,120,478,4.0,4,1,70.4,73.1,55.0,59.7,364,3.03,30,23,12,50,68,0,0,478,5,92,19.2,27,2 (1),61.4,23.1,18,17,189,112,1.69,0
47,Tyler Badie,# 28,HB,4,DEN,16,13,94,7.2,0,1,63.0,73.0,24.1,60.0,72,5.54,1,43,2,9,4,0,0,94,2,59,62.8,4,0 (0),27.2,-,3,3,-2,7,-0.29,0
47,Julius Chestnut,# 36,HB,10,TEN,29,22,102,4.6,0,0,70.7,73.0,81.7,70.6,60,2.73,4,12,1,9,11,0,0,102,0,0,0.0,2,0 (0),53.8,86.3,3,2,11,43,0.26,0
49,Sincere McCormick,# 28,HB,4,LV,49,39,183,4.7,0,0,76.1,72.7,81.8,58.4,125,3.21,8,29,6,21,18,0,0,183,3,65,35.5,10,0 (0),82.6,55.8,6,6,29,25,1.16,0
50,DeeJay Dallas,# 20,HB,6,ARZ,19,9,49,5.4,0,0,75.8,72.4,29.0,91.9,45,5.00,0,22,1,3,4,0,0,49,1,22,44.9,4,0 (0),61.3,67.3,3,3,11,22,0.50,0
51,JaMycal Hasty,# 39,HB,12,NE,22,20,69,3.5,0,0,70.8,72.3,81.4,60.0,58,2.90,5,15,1,6,13,0,0,69,1,15,21.7,4,0 (0),65.5,85.4,11,10,59,69,0.86,0
52,Pierre Strong Jr.,# 20,HB,12,CLV,34,26,108,4.2,0,0,58.4,71.3,82.7,57.3,68,2.62,2,19,2,12,10,0,0,108,1,19,17.6,6,0 (0),48.5,42.8,21,14,104,134,0.78,1
53,Brian Robinson,# 08,HB,17,WAS,292,223,928,4.2,10,2,71.8,70.9,70.0,57.3,670,3.00,33,40,22,116,100,0,0,928,11,253,27.3,54,1 (0),70.9,46.0,29,24,181,237,0.76,1
54,Tony Jones Jr.,# 37,HB,1,ARZ,5,4,55,13.8,1,0,73.8,70.7,68.6,60.0,53,13.25,2,46,1,0,4,0,0,55,1,46,83.6,1,0 (0),-,-,0,0,0,0,,0
54,J.J. Taylor,# 26,HB,4,HST,10,10,44,4.4,0,0,59.5,70.7,73.9,-,19,1.90,0,9,0,3,7,0,0,44,0,0,0.0,1,0 (0),36.8,30.5,3,2,0,17,0.00,1
56,D'Ernest Johnson,# 02,HB,13,JAX,38,32,143,4.5,0,0,60.7,70.5,81.0,60.0,86,2.69,4,22,4,20,11,0,0,143,1,22,15.4,7,2 (0),61.1,24.1,17,12,96,117,0.82,0
57,Tyler Goodson,# 31,HB,15,IND,44,32,153,4.8,1,0,61.2,70.4,83.0,55.4,82,2.56,3,33,3,17,15,0,0,153,3,69,45.1,6,0 (0),51.9,20.9,14,11,61,76,0.80,1
57,Raheem Mostert,# 31,HB,13,MIA,98,85,278,3.3,2,2,69.3,70.4,41.5,58.1,233,2.74,15,21,9,49,31,0,0,278,3,55,19.8,15,0 (0),65.0,56.8,21,19,161,155,1.04,1
59,George Holani,# 36,HB,2,SEA,3,3,10,3.3,0,0,73.2,70.3,68.2,-,7,2.33,0,8,0,1,2,0,0,10,0,0,0.0,1,0 (0),64.5,-,1,1,-1,2,-0.50,0
59,Jaleel McLaughlin,# 38,HB,17,DEN,141,115,494,4.3,1,1,65.2,70.3,70.0,60.5,294,2.56,26,21,16,83,26,0,0,494,5,89,18.0,25,0 (0),51.3,27.2,26,25,76,146,0.52,0
59,Rhamondre Stevenson,# 38,HB,15,NE,225,207,801,3.9,7,7,69.6,70.3,28.1,71.3,601,2.90,40,33,22,83,119,0,0,801,7,147,18.4,41,3 (1),63.3,59.2,39,33,168,273,0.62,1
62,Raheem Blackshear,# 03,HB,9,CAR,21,15,80,5.3,0,0,58.9,70.2,58.4,60.0,54,3.60,6,26,2,12,3,0,0,80,2,43,53.8,2,0 (0),51.2,21.9,0,0,0,26,0.00,0
63,Blake Corum,# 22,HB,14,LA,68,58,207,3.6,0,0,72.0,70.0,85.4,58.9,139,2.40,10,12,4,31,26,0,0,207,0,0,0.0,12,0 (0),72.9,54.1,8,7,58,32,1.81,0
64,Dare Ogunbowale,# 33,HB,19,HST,39,32,126,3.9,0,0,60.6,69.9,82.1,60.0,76,2.38,4,35,2,14,15,0,0,126,1,35,27.8,5,2 (0),63.0,38.9,26,20,198,213,0.93,1
65,Patrick Taylor,# 32,HB,7,SF,60,39,183,4.7,1,0,60.4,69.8,83.0,56.9,119,3.05,5,29,3,33,6,0,0,183,1,29,15.8,11,0 (0),33.7,65.9,11,3,25,86,0.29,2
66,Tyrone Tracy,# 29,HB,17,NYG,234,192,839,4.4,5,4,58.4,69.6,29.8,40.0,546,2.84,34,45,18,99,81,0,0,839,10,263,31.3,39,0 (0),40.6,35.1,50,38,284,310,0.92,6
67,Samaje Perine,# 34,HB,20,KC,48,21,100,4.8,1,0,67.2,69.5,82.4,54.1,52,2.48,2,13,3,16,4,0,0,100,0,0,0.0,8,0 (0),69.9,58.9,35,29,339,235,1.44,2
67,Chris Brooks,# 30,HB,14,GB,82,36,183,5.1,1,0,65.6,69.5,81.9,63.2,119,3.31,6,23,4,23,13,0,0,183,2,41,22.4,12,1 (0),53.8,67.5,15,13,78,80,0.98,1
69,Jase McClellan,# 30,HB,2,ATL,13,13,32,2.5,0,0,70.6,69.1,74.7,-,32,2.46,3,8,0,8,5,0,0,32,0,0,0.0,2,0 (0),55.9,74.5,0,0,0,4,0.00,0
70,C.J. Ham,# 30,FB,18,MIN,133,2,10,5.0,1,1,51.1,69.0,18.7,53.5,3,1.50,0,8,0,1,0,0,0,10,0,0,0.0,1,0 (0),37.7,62.0,7,6,43,83,0.52,0
70,Kenny McIntosh,# 25,HB,8,SEA,39,31,172,5.5,0,0,67.3,69.0,38.4,59.6,108,3.48,10,25,4,14,16,0,0,172,2,41,23.8,8,0 (0),58.7,44.3,3,3,22,28,0.79,0
70,Austin Ekeler,# 30,HB,15,WAS,161,99,456,4.6,4,3,69.8,69.0,28.9,52.4,252,2.55,13,50,9,44,46,0,0,456,5,158,34.6,22,0 (0),72.6,42.3,54,47,450,283,1.59,2
73,Breece Hall,# 20,HB,16,NYJ,233,209,876,4.2,5,6,62.0,68.7,30.0,67.5,636,3.04,36,42,26,124,82,0,0,876,11,230,26.3,38,2 (0),47.5,57.7,75,57,483,384,1.26,8
74,Jaylen Warren,# 30,HB,16,PIT,155,122,517,4.2,1,2,64.3,68.3,59.2,52.5,390,3.20,30,22,14,84,33,0,0,517,4,72,13.9,29,0 (0),70.9,22.4,47,42,329,232,1.42,1
75,Jamaal Williams,# 21,HB,14,NO,56,48,164,3.4,1,0,62.3,68.2,85.1,58.0,120,2.50,5,14,3,31,14,0,0,164,0,0,0.0,11,0 (0),52.7,46.3,9,9,57,77,0.74,0
76,Christian McCaffrey,# 23,HB,4,SF,57,50,202,4.0,0,1,71.3,68.1,51.2,57.3,135,2.70,5,19,6,36,12,0,0,202,2,37,18.3,12,0 (0),72.8,77.2,19,15,146,91,1.60,0
77,Jordan Mims,# 33,HB,9,NO,32,20,70,3.5,0,0,62.8,67.8,79.6,60.0,38,1.90,1,9,0,9,10,0,0,70,0,0,0.0,2,0 (0),50.3,80.4,16,12,71,54,1.31,1
77,Tyjae Spears,# 02,HB,12,TEN,103,84,312,3.7,4,1,67.8,67.8,88.7,59.1,235,2.80,20,23,9,37,41,0,0,312,2,42,13.5,19,0 (0),68.0,51.8,33,30,224,167,1.34,1
79,Blake Watson,# 25,HB,2,DEN,4,4,10,2.5,0,0,70.0,67.4,69.4,-,6,1.50,0,7,0,4,0,0,0,10,0,0,0.0,2,0 (0),71.3,-,2,1,13,7,1.86,0
80,Isaac Guerendo,# 31,HB,15,SF,102,84,420,5.0,4,1,64.6,67.3,27.7,56.7,255,3.04,14,76,9,60,20,0,0,420,6,171,40.7,18,0 (0),56.7,41.7,16,15,152,107,1.42,1
81,J.K. Dobbins,# 27,HB,14,LAC,229,204,931,4.6,9,0,66.6,67.1,90.8,68.9,611,3.00,38,61,27,81,120,0,0,931,10,296,31.8,49,0 (0),54.5,69.6,36,32,153,227,0.67,2
82,Ameer Abdullah,# 08,HB,14,LV,75,66,311,4.7,2,1,68.3,67.0,70.8,30.3,172,2.61,13,40,8,44,22,0,0,311,2,57,18.3,13,1 (0),80.7,46.1,45,40,261,258,1.01,0
83,Will Shipley,# 28,HB,10,PHI,44,34,159,4.7,1,0,67.6,65.7,83.0,60.2,85,2.50,3,57,2,16,15,0,0,159,2,73,45.9,5,0 (0),66.0,65.0,4,4,35,24,1.46,0
83,Gus Edwards,# 04,HB,12,LAC,139,108,387,3.6,4,0,64.5,65.7,88.4,67.5,287,2.66,14,43,6,59,48,0,0,387,1,43,11.1,18,0 (0),50.4,49.1,4,3,6,66,0.09,0
83,D'Andre Swift,# 04,HB,17,CHI,294,253,959,3.8,6,2,61.3,65.7,75.0,35.7,623,2.46,37,56,18,111,126,0,0,959,9,244,25.4,43,4 (0),59.5,28.3,50,42,386,353,1.09,1
86,Reggie Gilliam,# 41,FB,17,BUF,137,3,7,2.3,0,0,61.2,65.6,67.2,65.7,7,2.33,0,4,0,0,0,0,0,7,0,0,0.0,1,2 (0),48.8,79.7,0,0,0,29,0.00,0
87,Velus Jones Jr.,# 28,HB,2,CAR,4,3,11,3.7,0,0,65.1,65.4,71.0,59.8,7,2.33,0,6,0,2,0,0,0,11,0,0,0.0,1,0 (0),59.1,-,1,1,8,3,2.67,0
88,Isiah Pacheco,# 10,HB,10,KC,105,96,347,3.6,1,0,63.3,65.2,88.0,55.6,218,2.27,7,34,4,57,35,0,0,347,1,34,9.8,14,0 (0),54.6,66.9,20,15,96,132,0.73,1
89,Rasheen Ali,# 26,HB,4,BLT,18,10,31,3.1,0,0,57.0,64.9,75.9,60.1,30,3.00,3,9,0,6,3,0,0,31,0,0,0.0,2,0 (0),28.5,78.1,2,0,0,9,0.00,1
89,Mike Boone,# 34,HB,5,CAR,13,13,51,3.9,0,0,53.0,64.9,74.9,-,29,2.23,1,9,0,8,5,0,0,51,0,0,0.0,3,1 (1),41.0,18.9,3,1,-2,24,-0.08,1
91,Devin Singletary,# 26,HB,15,NYG,139,113,437,3.9,4,2,62.1,64.5,50.2,41.2,317,2.81,24,43,10,53,56,0,0,437,4,98,22.4,24,1 (1),54.0,71.9,24,21,119,164,0.73,1
92,Kimani Vidal,# 30,HB,10,LAC,49,43,155,3.6,0,1,55.8,64.4,82.3,70.0,120,2.79,7,19,2,13,29,0,0,155,2,35,22.6,7,0 (0),34.8,47.1,8,5,62,84,0.74,3
93,Cordarrelle Patterson,# 84,HB,13,PIT,48,32,135,4.2,0,1,67.6,64.2,47.2,58.0,112,3.50,10,14,6,14,17,0,0,135,0,0,0.0,7,2 (0),73.1,33.4,14,12,80,53,1.51,0
94,Jonathan Taylor,# 28,HB,14,IND,367,303,"1,431",4.7,11,4,57.1,64.1,55.7,44.0,813,2.68,36,70,31,154,149,0,0,"1,431",17,510,35.6,71,2 (0),36.9,43.4,30,18,136,270,0.50,3
95,Hunter Luepke,# 40,FB,16,DAL,105,12,38,3.2,0,0,54.0,63.6,76.8,43.0,32,2.67,3,10,1,6,1,0,0,38,0,0,0.0,6,1 (0),55.1,69.3,15,12,111,157,0.71,0
96,Travis Etienne Jr.,# 01,HB,15,JAX,165,150,558,3.7,2,1,60.7,62.8,76.9,57.7,372,2.48,17,22,16,62,85,0,0,558,6,106,19.0,31,0 (0),70.7,19.3,50,39,254,254,1.00,2
97,Travis Homer,# 20,HB,6,CHI,10,6,23,3.8,0,0,62.1,62.6,72.9,58.7,12,2.00,0,6,0,3,1,0,0,23,0,0,0.0,2,0 (0),51.9,90.1,3,3,11,44,0.25,0
98,Nick Chubb,# 24,HB,8,CLV,115,102,332,3.3,3,1,57.5,62.5,65.4,59.4,273,2.68,20,19,5,68,31,0,0,332,2,34,10.2,17,0 (0),38.6,47.3,9,5,31,87,0.36,2
99,Alexander Mattison,# 22,HB,14,LV,160,132,420,3.2,4,1,61.4,62.3,75.0,58.0,316,2.39,14,24,7,79,51,0,0,420,3,58,13.8,25,0 (0),62.2,41.1,45,36,294,218,1.35,3
100,Michael Carter,# 22,HB,3,ARZ,40,35,131,3.7,1,0,61.8,61.8,81.6,59.4,81,2.31,5,13,2,16,19,0,0,131,0,0,0.0,9,0 (0),60.4,69.9,11,11,57,76,0.75,0
101,Audric Estime,# 23,HB,13,DEN,87,76,310,4.1,2,2,62.3,61.1,30.7,60.0,234,3.08,13,21,5,25,46,0,0,310,1,21,6.8,14,0 (0),68.3,52.8,5,5,27,40,0.68,0
102,Tyrion Davis-Price,# 35,HB,1,PHI,5,3,7,2.3,0,0,61.2,60.6,67.2,60.0,8,2.67,0,5,0,1,2,0,0,7,0,0,0.0,0,0 (0),-,-,0,0,0,0,,0
103,Javonte Williams,# 33,HB,18,DEN,174,146,542,3.7,4,2,61.7,60.5,63.4,42.3,351,2.40,23,20,13,74,68,0,0,542,4,68,12.5,30,1 (0),63.7,68.4,68,54,360,300,1.20,4
104,Clyde Edwards-Helaire,# 23,HB,2,NO,13,13,46,3.5,0,0,57.4,60.3,75.4,-,47,3.62,4,12,1,10,3,0,0,46,0,0,0.0,2,0 (0),59.9,21.4,5,3,24,25,0.96,0
105,Sione Vaki,# 33,HB,10,DET,13,6,14,2.3,0,0,66.9,60.1,74.2,53.7,12,2.00,1,7,0,5,1,0,0,14,0,0,0.0,0,0 (0),81.7,-,3,3,37,15,2.47,0
106,British Brooks,# 44,FB,2,HST,5,1,2,2.0,0,0,56.5,60.0,61.9,65.2,1,1.00,0,2,0,0,0,0,0,2,0,0,0.0,0,0 (0),52.0,64.9,0,0,0,3,0.00,0
107,Deuce Vaughn,# 42,HB,6,DAL,23,17,70,4.1,0,0,59.0,59.6,76.9,60.2,52,3.06,5,12,1,11,5,0,0,70,0,0,0.0,2,0 (0),64.3,25.6,4,3,18,21,0.86,0
107,Ezekiel Elliott,# 15,HB,15,DAL,93,74,226,3.1,3,1,60.5,59.6,58.9,58.2,189,2.55,5,11,1,48,17,0,0,226,0,0,0.0,14,0 (0),61.4,59.8,15,12,69,128,0.54,0
109,Trey Benson,# 33,HB,13,ARZ,74,63,291,4.6,1,1,62.8,59.4,53.4,57.6,210,3.33,14,20,10,16,47,0,0,291,3,52,17.9,16,0 (0),70.2,77.0,6,6,59,47,1.26,0
110,Joshua Kelley,# 25,HB,2,TEN,3,1,2,2.0,0,0,57.0,59.2,61.9,60.0,2,2.00,0,2,0,0,0,0,0,2,0,0,0.0,0,0 (0),59.7,-,0,0,0,1,0.00,0
111,Jeff Wilson Jr.,# 23,HB,9,MIA,22,16,57,3.6,0,0,59.2,59.0,76.7,78.0,42,2.63,2,14,2,8,7,0,0,57,0,0,0.0,3,0 (0),52.0,83.7,3,3,19,40,0.48,0
111,Carson Steele,# 42,HB,18,KC,110,56,183,3.3,0,3,52.6,59.0,23.9,47.9,136,2.43,9,9,0,24,24,0,0,183,0,0,0.0,14,0 (0),52.5,18.0,10,7,26,85,0.31,0
113,D'Onta Foreman,# 27,HB,11,CLV,87,71,232,3.3,0,2,52.8,58.5,33.4,57.3,145,2.04,6,25,2,35,32,0,0,232,1,25,10.8,10,1 (0),49.0,33.5,8,6,54,74,0.73,1
114,Hassan Haskins,# 28,HB,15,LAC,41,35,94,2.7,2,1,55.3,58.2,33.7,44.6,77,2.20,4,12,1,17,9,0,0,94,0,0,0.0,14,0 (0),55.7,55.1,4,3,49,71,0.69,0
115,Craig Reynolds,# 13,HB,14,DET,54,31,139,4.5,0,1,57.6,58.0,36.6,62.0,78,2.52,3,19,3,19,12,0,0,139,2,36,25.9,6,0 (0),59.8,43.3,5,3,40,33,1.21,0
116,Khalil Herbert,# 34,HB,13,CIN,53,36,130,3.6,1,1,52.0,57.6,44.0,62.1,66,1.83,2,14,2,15,20,0,0,130,0,0,0.0,10,0 (0),37.6,46.4,11,10,25,65,0.38,1
117,Cody Schrader,# 32,HB,1,LA,1,1,3,3.0,0,0,55.0,56.7,67.2,-,2,2.00,0,3,0,1,0,0,0,3,0,0,0.0,0,0 (0),65.4,-,1,1,6,1,6.00,0
118,Jermar Jefferson,# 28,HB,2,DET,6,6,22,3.7,0,0,55.3,56.1,71.1,-,13,2.17,1,8,0,2,4,0,0,22,0,0,0.0,1,0 (0),75.4,18.3,1,1,10,4,2.50,0
119,Trey Sermon,# 27,HB,17,IND,66,56,159,2.8,2,0,54.1,56.0,84.5,67.5,140,2.50,7,17,4,31,25,0,0,159,2,32,20.1,14,0 (0),46.4,57.2,18,16,99,122,0.81,2
120,Michael Burton,# 20,FB,18,DEN,101,7,8,1.1,1,0,65.9,55.5,74.7,69.6,6,0.86,1,3,0,0,0,0,0,8,0,0,0.0,3,0 (0),59.3,77.8,10,10,65,63,1.03,0
