RANK,PLAYER,#,POS,#G,TEAM,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,PEN,RECV,PBLK,TGT,REC,YDS,RSNP,Y/RR,DRP
65,Dalvin Cook,# 33,HB,13,MIN,274,249,"1,159",4.7,6,3,65.8,68.8,74.0,60.4,682,2.74,47,66,36,175,59,0,0,"1,159",19,436,37.6,56,0 (0),51.6,52.7,43,34,224,263,0.85,5
66,DeeJay Dallas,# 31,HB,14,SEA,38,33,138,4.2,2,1,62.6,68.7,61.2,60.6,94,2.85,6,15,3,21,12,0,0,138,1,15,10.9,10,1 (0),56.0,61.5,23,21,133,106,1.25,0
67,Chuba Hubbard,# 30,HB,17,CAR,223,172,612,3.6,5,1,64.9,68.6,78.1,64.1,452,2.63,22,26,13,100,69,0,0,612,7,135,22.1,36,1 (0),51.4,52.7,34,25,174,178,0.98,5
68,Jamaal Williams,# 30,HB,13,DET,168,153,601,3.9,3,1,69.8,68.4,76.0,59.6,420,2.75,24,20,13,71,76,0,0,601,2,39,6.5,42,1 (0),68.0,70.4,28,26,157,115,1.37,2
69,Travis Homer,# 25,HB,14,SEA,28,21,177,8.4,1,0,65.7,67.7,80.3,59.9,60,2.86,4,73,4,10,9,0,0,177,2,99,55.9,7,0 (0),61.1,67.4,20,16,161,95,1.69,1
69,David Montgomery,# 32,HB,13,CHI,258,225,849,3.8,7,1,69.8,67.7,83.7,68.6,569,2.53,38,41,21,167,52,0,0,849,7,162,19.1,55,0 (0),69.2,76.6,49,42,301,289,1.04,2
71,Adam Prentice,# 46,FB,7,NO,55,3,5,1.7,0,0,68.4,67.6,69.7,67.4,3,1.00,0,2,0,0,0,0,0,5,0,0,0.0,2,0 (0),55.2,80.7,3,3,16,35,0.46,0
71,Jermar Jefferson,# 28,HB,6,DET,18,15,74,4.9,2,0,69.3,67.6,76.9,60.0,36,2.40,0,28,1,6,8,0,0,74,1,28,37.8,4,0 (0),70.4,30.9,5,4,23,15,1.53,0
71,Ronald Jones,# 27,HB,16,TB,109,101,428,4.2,4,2,62.3,67.6,45.0,60.0,256,2.53,13,30,8,23,75,0,0,428,3,65,15.2,25,1 (0),55.3,12.4,12,10,64,92,0.70,1
74,Le'Veon Bell,# 06,HB,8,TB,51,39,101,2.6,2,0,63.3,67.5,82.1,62.9,75,1.92,8,12,1,4,34,0,0,101,0,0,0.0,9,0 (0),52.6,57.5,7,5,30,81,0.37,1
75,Kene Nwangwu,# 26,HB,6,MIN,15,13,61,4.7,0,0,68.2,67.3,82.2,-,63,4.85,5,19,2,7,1,0,0,61,1,19,31.1,3,0 (0),63.8,69.4,5,4,9,14,0.64,0
76,JaQuan Hardy,# 37,HB,2,DAL,7,4,29,7.3,1,0,70.0,67.2,70.1,60.0,16,4.00,2,22,1,4,0,0,0,29,1,22,75.9,1,0 (0),59.9,-,0,0,0,1,0.00,0
77,Justin Jackson,# 22,HB,13,LAC,78,68,364,5.4,2,1,63.1,66.9,60.3,60.0,242,3.56,4,75,7,41,27,0,0,364,5,144,39.6,18,2 (1),64.5,23.4,24,22,178,124,1.44,2
78,Darrel Williams,# 31,HB,19,KC,173,145,562,3.9,6,1,66.8,66.8,90.4,68.8,318,2.19,10,21,13,91,52,0,0,562,2,40,7.1,41,1 (0),66.0,40.4,55,47,452,353,1.28,1
79,Peyton Barber,# 31,HB,9,LV,65,55,212,3.9,2,2,68.6,66.6,28.5,60.0,194,3.53,11,27,6,29,26,0,0,212,3,65,30.7,12,0 (0),65.3,85.8,13,10,67,44,1.52,1
80,J.J. Taylor,# 42,HB,5,NE,25,19,37,1.9,2,1,58.4,66.5,27.0,60.0,29,1.53,0,15,1,3,10,0,0,37,1,15,40.5,3,0 (0),36.6,67.1,4,4,8,25,0.32,0
80,Clyde Edwards-Helaire,# 25,HB,12,KC,146,132,613,4.6,4,2,65.6,66.5,55.4,59.8,326,2.47,19,22,12,98,33,0,0,613,5,90,14.7,25,2 (0),65.4,49.3,26,21,142,194,0.73,0
80,Devontae Booker,# 28,HB,16,NYG,180,145,593,4.1,2,0,65.0,66.5,90.3,41.3,374,2.58,12,31,14,53,84,0,0,593,6,131,22.1,31,1 (0),67.0,48.9,45,40,268,253,1.06,3
83,Keith Smith,# 40,FB,17,ATL,157,9,31,3.4,0,0,61.8,66.4,76.3,56.1,18,2.00,0,8,0,3,2,0,0,31,0,0,0.0,3,0 (0),61.5,65.9,10,9,56,56,1.00,1
84,Ryquell Armstead,# 23,HB,2,JAX,19,15,80,5.3,0,0,58.8,66.3,76.4,60.0,51,3.40,2,26,1,9,6,0,0,80,1,26,32.5,3,1 (0),44.8,-,4,3,16,13,1.23,1
85,Jalen Richard,# 30,HB,11,LV,12,9,40,4.4,0,0,65.3,66.1,80.2,60.0,20,2.22,0,23,1,6,2,0,0,40,1,23,57.5,3,0 (0),67.1,62.8,15,13,76,101,0.75,0
86,Alvin Kamara,# 41,HB,13,NO,311,240,898,3.7,4,0,63.2,65.9,91.2,57.0,671,2.80,45,30,21,134,92,0,0,898,6,130,14.5,42,1 (0),65.8,12.3,65,47,439,271,1.62,7
87,Chris Evans,# 25,HB,15,CIN,24,19,90,4.7,0,0,75.6,65.7,82.3,60.0,77,4.05,5,13,3,13,5,0,0,90,0,0,0.0,3,0 (0),82.3,84.1,19,16,154,73,2.11,0
87,Saquon Barkley,# 26,HB,13,NYG,192,162,593,3.7,2,2,59.1,65.7,63.9,53.2,435,2.69,20,41,9,81,74,0,0,593,5,128,21.6,27,1 (0),49.2,34.3,57,41,263,257,1.02,6
89,Antonio Gibson,# 24,HB,16,WAS,298,258,"1,035",4.0,7,6,63.3,65.6,33.2,58.9,728,2.82,39,27,24,182,70,0,0,"1,035",12,225,21.7,65,2 (1),57.8,45.4,53,42,294,247,1.19,4
90,Buddy Howell,# 38,HB,2,LA,6,5,11,2.2,0,0,66.9,65.5,72.0,60.0,12,2.40,0,4,0,5,0,0,0,11,0,0,0.0,0,0 (0),59.7,-,0,0,0,1,0.00,0
91,Samaje Perine,# 34,HB,19,CIN,73,58,248,4.3,1,0,60.1,65.2,85.5,43.1,224,3.86,8,46,7,37,17,0,0,248,3,85,34.3,11,1 (1),59.9,42.3,37,31,243,202,1.20,3
92,Johnny Stanton,# 40,FB,3,CLV,7,3,5,1.7,0,0,61.7,64.9,69.0,67.0,3,1.00,0,3,0,0,2,0,0,5,0,0,0.0,2,1 (0),66.3,43.2,2,2,7,4,1.75,0
93,Qadree Ollison,# 30,HB,7,ATL,25,21,105,5.0,1,1,56.6,64.7,27.0,60.0,63,3.00,1,19,5,12,9,0,0,105,1,19,18.1,7,0 (0),46.5,28.6,5,4,12,22,0.55,1
94,Dwayne Washington,# 24,HB,5,NO,4,4,16,4.0,0,0,64.1,64.5,73.1,-,13,3.25,1,5,0,3,1,0,0,16,0,0,0.0,0,0 (0),58.5,85.8,2,2,12,9,1.33,0
95,Wayne Gallman,# 31,HB,6,MIN,29,28,104,3.7,0,0,63.2,64.0,79.7,-,72,2.57,3,17,5,25,3,0,0,104,2,32,30.8,5,0 (0),63.2,19.9,1,1,21,14,1.50,0
96,Cordarrelle Patterson,# 84,HB,16,ATL,179,153,618,4.0,6,1,81.3,63.7,80.1,66.4,452,2.95,22,39,20,113,39,0,0,618,3,85,13.8,29,0 (0),91.4,53.0,63,52,548,245,2.24,0
97,C.J. Ham,# 30,FB,17,MIN,239,7,34,4.9,0,0,69.9,63.4,76.7,61.2,30,4.29,2,30,1,2,2,0,0,34,1,30,88.2,3,2 (0),81.4,65.6,18,17,125,90,1.39,0
97,Royce Freeman,# 26,HB,13,HST,65,56,169,3.0,0,0,58.0,63.4,84.4,41.3,142,2.54,6,13,2,25,30,0,0,169,0,0,0.0,8,0 (0),49.3,58.9,14,10,77,115,0.67,1
97,Myles Gaskin,# 37,HB,17,MIA,187,173,612,3.5,3,2,64.8,63.4,66.7,41.7,378,2.18,19,30,12,82,85,0,0,612,7,129,21.1,25,0 (0),70.6,50.5,62,49,234,288,0.81,2
100,Trey Ragas,# 36,HB,1,LV,1,1,9,9.0,0,0,64.8,63.2,66.2,-,4,4.00,0,9,0,0,1,0,0,9,0,0,0.0,1,0 (0),60.2,42.6,2,2,6,6,1.00,0
100,Gabe Nabers,# 40,FB,9,LAC,29,3,8,2.7,0,0,59.0,63.2,70.3,48.2,6,2.00,0,4,0,0,0,0,0,8,0,0,0.0,1,0 (0),72.8,8.8,3,3,17,14,1.21,0
100,J.D. McKissic,# 41,HB,11,WAS,80,48,212,4.4,2,0,69.5,63.2,85.1,58.3,97,2.02,1,15,6,33,15,0,0,212,1,15,7.1,14,2 (1),76.2,66.3,51,43,397,219,1.81,2
103,Nathan Cottrell,# 31,HB,1,JAX,1,1,3,3.0,0,0,67.0,62.9,61.9,-,6,6.00,1,3,0,0,1,0,0,3,0,0,0.0,0,0 (0),-,-,0,0,0,0,,0
104,Ty Johnson,# 25,HB,16,NYJ,84,61,238,3.9,2,1,56.0,62.8,37.9,53.9,131,2.15,8,24,7,35,24,0,0,238,3,63,26.5,13,0 (0),50.5,38.1,53,34,372,256,1.45,9
105,John Kelly Jr.,# 41,HB,1,CLV,3,2,13,6.5,0,0,64.3,62.7,65.2,60.0,8,4.00,0,11,1,2,0,0,0,13,0,0,0.0,1,0 (0),-,-,0,0,0,0,,0
106,Mike Boone,# 26,HB,4,DEN,7,4,35,8.8,0,0,58.7,62.6,70.0,60.0,10,2.50,0,16,2,0,4,0,0,35,1,16,45.7,2,0 (0),63.8,21.2,2,2,22,12,1.83,0
107,Tony Jones Jr.,# 34,HB,10,NO,65,54,142,2.6,0,0,63.9,62.5,83.9,60.8,109,2.02,5,11,1,36,17,0,0,142,0,0,0.0,7,0 (0),58.0,88.9,7,5,29,50,0.58,0
108,Trenton Cannon,# 49,HB,3,SF,4,3,4,1.3,0,0,58.1,62.4,26.1,60.0,3,1.00,0,3,0,0,2,0,0,4,0,0,0.0,0,0 (0),54.4,-,0,0,0,7,0.00,0
109,Derek Watt,# 44,FB,17,PIT,71,1,1,1.0,0,0,76.4,62.3,67.4,72.0,1,1.00,0,1,0,0,0,0,0,1,0,0,0.0,1,0 (0),67.4,70.4,4,3,15,13,1.15,0
110,Ryan Nall,# 35,HB,6,CHI,7,1,4,4.0,0,0,71.0,62.2,64.6,70.6,6,6.00,0,4,0,1,0,0,0,4,0,0,0.0,0,0 (0),55.8,76.9,1,1,4,10,0.40,0
110,Jeff Wilson Jr.,# 22,HB,10,SF,132,79,294,3.7,2,1,60.8,62.2,60.0,53.3,223,2.82,7,17,6,60,19,0,0,294,2,33,11.2,19,1 (0),55.2,86.7,8,7,31,75,0.41,0
112,JaMycal Hasty,# 23,HB,14,SF,30,16,68,4.3,1,1,61.3,62.1,25.9,76.8,40,2.50,2,21,2,10,5,0,0,68,1,21,30.9,6,2 (0),68.2,19.9,29,24,163,120,1.36,0
113,Ty'Son Williams,# 34,HB,8,BLT,53,35,185,5.3,1,1,62.8,62.0,39.6,53.5,113,3.23,7,35,6,8,27,0,0,185,3,71,38.4,7,0 (0),60.4,89.5,12,9,84,86,0.98,0
114,Ito Smith,# 43,HB,1,DAL,4,1,4,4.0,1,0,66.0,61.9,61.9,60.0,2,2.00,0,4,0,0,1,0,0,4,0,0,0.0,1,0 (0),59.7,-,0,0,0,1,0.00,0
114,Benny Snell Jr.,# 24,HB,15,PIT,43,38,113,3.0,0,0,55.5,61.9,81.4,60.0,81,2.13,7,9,0,20,16,0,0,113,0,0,0.0,3,1 (0),45.6,53.1,6,4,29,71,0.41,1
114,Mark Ingram II,# 14,HB,14,NO,188,160,554,3.5,2,1,67.6,61.9,77.0,57.8,450,2.81,24,28,9,78,81,0,0,554,2,52,9.4,23,0 (0),76.2,85.2,31,27,162,148,1.09,1
117,Jerick McKinnon,# 01,HB,15,KC,64,46,212,4.6,0,1,65.0,61.8,52.8,43.4,104,2.26,3,18,6,28,18,0,0,212,2,33,15.6,8,0 (0),69.4,87.4,33,27,272,236,1.15,1
118,Andy Janovich,# 31,FB,13,CLV,58,2,0,0.0,1,0,63.8,61.5,72.6,64.7,0,0.00,0,1,0,0,1,0,0,0,0,0,,1,0 (0),59.1,52.7,4,3,9,20,0.45,1
118,Alexander Mattison,# 25,HB,16,MIN,148,134,491,3.7,3,1,61.0,61.5,71.4,41.8,374,2.79,28,48,10,105,27,0,0,491,4,105,21.4,28,0 (0),61.3,54.6,38,32,228,196,1.16,2
120,Mike Davis,# 28,HB,17,ATL,168,138,503,3.6,3,4,56.1,61.3,29.5,57.6,357,2.59,23,18,11,103,35,0,0,503,3,52,10.3,21,1 (1),48.5,43.2,55,44,259,313,0.83,3
120,D'Andre Swift,# 32,HB,13,DET,171,151,617,4.1,5,2,58.0,61.3,65.0,38.4,363,2.40,17,57,21,69,62,0,0,617,8,190,30.8,28,2 (1),58.5,28.2,76,62,452,320,1.41,5
