RANK,PLAYER,#,POS,#G,TEAM,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,PEN,RECV,PBLK,TGT,REC,YDS,RSNP,Y/RR,DRP
122,Deon Jackson,# 35,HB,3,IND,16,13,31,2.4,1,0,61.4,61.0,74.7,60.0,27,2.08,1,10,1,9,3,0,0,31,0,0,0.0,2,0 (0),-,-,0,0,0,0,,0
122,Carlos Hyde,# 24,HB,12,JAX,90,72,253,3.5,1,2,53.8,61.0,32.9,47.4,174,2.42,11,18,4,37,30,0,0,253,2,33,13.0,14,1 (1),41.9,45.7,17,12,65,159,0.41,2
124,Damarea Crockett,# 28,HB,2,DEN,4,3,7,2.3,0,0,60.9,60.7,67.2,60.0,6,2.00,1,6,0,0,3,0,0,7,0,0,0.0,0,0 (0),59.9,-,0,0,0,1,0.00,0
125,Adrian Peterson,# 21,HB,4,SEA,42,38,98,2.6,2,1,61.1,60.6,36.3,60.0,83,2.18,5,16,2,20,18,0,0,98,1,16,16.3,6,0 (0),59.2,78.6,4,4,8,24,0.33,0
125,Rex Burkhead,# 28,HB,16,HST,131,122,427,3.5,3,1,65.4,60.6,72.3,70.5,330,2.70,17,36,7,39,78,0,0,427,3,76,17.8,30,0 (0),75.7,45.3,31,25,186,189,0.98,0
127,Alec Ingold,# 45,FB,9,LV,79,2,1,0.5,0,0,69.1,60.2,73.1,71.3,0,0.00,0,1,0,0,0,0,0,1,0,0,0.0,1,1 (0),64.8,79.1,12,10,85,46,1.85,1
127,Kalen Ballage,# 29,HB,10,PIT,19,16,49,3.1,0,0,48.6,60.2,76.6,60.0,42,2.63,3,13,2,12,2,0,0,49,0,0,0.0,4,0 (0),31.1,56.5,7,2,8,50,0.16,2
129,Kyle Juszczyk,# 44,FB,20,SF,345,11,36,3.3,1,0,64.0,60.1,79.3,59.1,16,1.45,0,13,1,3,2,0,0,36,0,0,0.0,4,1 (0),63.6,80.4,41,32,311,305,1.02,1
130,Nate McCrary,# 47,HB,1,BLT,1,1,-1,-1.0,0,0,58.2,59.7,61.9,-,2,2.00,0,-1,0,1,0,0,0,-1,0,0,0.0,0,0 (0),60.0,-,0,0,0,1,0.00,0
131,Jaret Patterson,# 32,HB,15,WAS,74,68,266,3.9,2,1,62.4,59.6,56.9,60.0,177,2.60,11,13,6,50,18,0,0,266,0,0,0.0,15,0 (0),73.3,51.2,11,10,73,56,1.30,0
132,Austin Walter,# 36,HB,4,NYJ,28,26,101,3.9,1,0,61.1,59.4,78.9,60.0,68,2.62,4,14,4,15,10,0,0,101,0,0,0.0,5,0 (0),62.2,82.5,3,2,9,20,0.45,0
133,Jeremy McNichols,# 28,HB,14,TEN,53,41,156,3.8,0,0,60.4,59.0,83.9,60.0,105,2.56,6,14,5,19,18,0,0,156,0,0,0.0,6,1 (1),73.8,27.7,34,28,240,149,1.61,1
134,Jacques Patrick,# 35,HB,1,SF,2,2,12,6.0,0,0,57.1,58.9,65.2,-,3,1.50,0,8,0,0,2,0,0,12,0,0,0.0,1,0 (0),56.1,-,0,0,0,4,0.00,0
134,Raheem Mostert,# 31,HB,1,SF,3,2,20,10.0,0,0,58.0,58.9,65.2,60.0,15,7.50,0,11,1,2,0,0,0,20,0,0,0.0,1,0 (0),59.4,-,0,0,0,1,0.00,0
136,Jaylen Samuels,# 38,HB,3,HST,6,5,9,1.8,0,0,52.3,58.7,72.3,60.0,12,2.40,1,3,0,2,3,0,0,9,0,0,0.0,0,0 (0),37.1,-,4,3,14,10,1.40,1
137,Reggie Bonnafon,# 39,HB,1,CAR,1,1,4,4.0,0,0,60.5,58.4,66.2,-,2,2.00,0,4,0,0,1,0,0,4,0,0,0.0,0,0 (0),71.1,53.9,2,2,12,8,1.50,0
138,Eno Benjamin,# 26,HB,9,ARZ,52,38,126,3.3,1,0,65.1,58.1,83.1,59.8,97,2.55,4,21,2,27,8,0,0,126,1,21,16.7,4,0 (0),83.3,46.6,9,8,68,49,1.39,0
139,Devine Ozigbo,# 34,HB,2,NE,2,1,-3,-3.0,0,0,60.9,57.3,66.7,-,1,1.00,1,-3,0,1,0,0,0,-3,0,0,0.0,0,0 (0),69.3,69.4,1,1,7,8,0.88,0
140,Gary Brightwell,# 37,HB,5,NYG,4,1,4,4.0,0,0,54.7,56.9,64.6,57.2,2,2.00,0,4,0,0,1,0,0,4,0,0,0.0,0,0 (0),58.2,63.8,1,1,6,8,0.75,0
140,Mekhi Sargent,# 36,HB,4,JAX,5,5,11,2.2,0,0,43.4,56.9,69.7,-,8,1.60,0,3,0,2,3,0,0,11,0,0,0.0,1,0 (0),25.9,-,1,0,0,1,0.00,1
142,Malcolm Brown,# 34,HB,7,MIA,41,33,125,3.8,1,0,61.5,56.8,80.5,60.0,92,2.79,5,24,3,21,12,0,0,125,2,40,32.0,6,1 (0),54.5,91.7,4,3,10,36,0.28,0
143,Patrick Laird,# 32,HB,6,MIA,5,1,4,4.0,0,0,67.5,56.7,68.3,60.0,2,2.00,0,4,0,1,0,0,0,4,0,0,0.0,0,0 (0),79.0,66.3,3,3,17,27,0.63,0
143,Ameer Abdullah,# 20,HB,15,CAR,81,51,166,3.3,0,0,62.4,56.7,88.9,71.2,117,2.29,10,15,3,34,17,0,0,166,2,30,18.1,8,0 (0),73.9,31.7,48,38,289,193,1.50,2
145,Salvon Ahmed,# 26,HB,12,MIA,62,54,149,2.8,0,0,56.6,56.6,84.0,37.5,108,2.00,4,16,3,34,17,0,0,149,1,16,10.7,8,0 (0),63.5,43.3,18,12,117,87,1.34,2
145,Phillip Lindsay,# 31,HB,14,MIA,100,88,249,2.8,1,0,53.9,56.6,87.5,44.5,188,2.14,6,35,2,32,54,0,0,249,1,35,14.1,12,0 (0),52.7,36.5,5,4,45,42,1.07,1
147,La'Mical Perine,# 22,HB,3,NYJ,10,8,31,3.9,0,0,55.4,56.4,72.1,59.8,22,2.75,2,14,1,6,2,0,0,31,0,0,0.0,1,0 (0),53.3,69.1,0,0,0,11,0.00,0
148,David Johnson,# 31,HB,13,HST,80,67,228,3.4,0,1,60.4,56.3,61.9,54.9,163,2.43,7,15,3,28,34,0,0,228,1,15,6.6,7,0 (0),70.6,34.4,39,32,225,176,1.28,1
149,Jake Funk,# 34,HB,6,LA,9,4,10,2.5,0,0,53.6,55.7,73.2,60.0,9,2.25,0,8,0,4,0,0,0,10,0,0,0.0,0,0 (0),51.4,78.7,0,0,0,16,0.00,0
149,Kylin Hill,# 32,HB,4,GB,13,10,24,2.4,0,0,55.5,55.7,78.7,60.0,19,1.90,0,8,0,6,3,0,0,24,0,0,0.0,1,0 (0),55.4,77.2,2,1,5,11,0.45,0
151,Marlon Mack,# 25,HB,6,IND,32,28,101,3.6,0,0,56.4,55.6,79.5,60.0,86,3.07,3,22,4,17,11,0,0,101,1,22,21.8,6,0 (0),57.8,82.2,4,2,8,21,0.38,0
152,Darrynton Evans,# 32,HB,1,TEN,2,2,7,3.5,0,0,60.8,55.0,69.4,-,6,3.00,0,5,0,1,1,0,0,7,0,0,0.0,0,0 (0),74.4,73.0,2,2,11,3,3.67,0
153,Dare Ogunbowale,# 33,HB,12,JAX,54,43,137,3.2,1,0,45.2,54.3,82.8,59.5,82,1.91,2,12,1,25,18,0,0,137,0,0,0.0,5,0 (0),43.4,17.8,19,13,114,107,1.07,3
154,Jason Huntley,# 32,HB,1,PHI,17,13,51,3.9,0,0,52.4,53.6,76.7,59.7,35,2.69,1,18,2,10,3,0,0,51,1,18,35.3,2,0 (0),53.1,67.1,1,0,0,13,0.00,0
155,Reggie Gilliam,# 41,FB,17,BUF,119,3,3,1.0,0,0,69.8,53.0,71.3,76.3,4,1.33,1,2,0,0,0,0,0,3,0,0,0.0,0,0 (0),57.7,84.7,8,6,35,51,0.69,0
156,Kenjon Barner,# 38,HB,1,TB,7,4,0,0.0,0,0,49.6,51.6,76.2,60.0,5,1.25,0,1,0,2,2,0,0,0,0,0,,0,0 (0),57.8,-,0,0,0,2,0.00,0
157,Scottie Phillips,# 27,HB,2,HST,6,6,13,2.2,0,0,49.4,50.2,71.6,-,11,1.83,0,4,0,4,2,0,0,13,0,0,0.0,1,0 (0),61.9,29.7,3,2,9,9,1.00,0
158,Anthony McFarland Jr.,# 26,HB,2,PIT,7,3,3,1.0,0,0,51.0,50.0,72.7,60.0,4,1.33,0,3,0,1,2,0,0,3,0,0,0.0,0,0 (0),55.9,-,1,1,11,10,1.10,0
158,Larry Rountree III,# 35,HB,8,LAC,47,36,87,2.4,1,0,45.1,50.0,82.7,60.0,71,1.97,3,13,1,22,13,0,0,87,0,0,0.0,5,0 (0),35.4,48.5,2,1,-1,42,-0.02,1
160,Joshua Kelley,# 27,HB,10,LAC,41,33,102,3.1,0,1,51.5,47.2,33.2,60.0,66,2.00,5,14,2,17,14,0,0,102,0,0,0.0,5,0 (0),56.6,77.5,6,5,38,75,0.51,0
161,Wendell Smallwood,# 38,HB,2,WAS,5,5,25,5.0,0,0,50.9,46.3,71.8,-,11,2.20,1,13,1,4,1,0,0,25,0,0,0.0,2,0 (0),64.5,45.1,4,4,22,14,1.57,0
162,Cam Akers,# 23,HB,5,LA,80,72,175,2.4,0,2,43.7,39.6,31.3,60.0,166,2.31,10,15,2,58,14,0,0,175,1,15,8.6,6,0 (0),63.4,62.7,13,11,86,76,1.13,1
163,Khari Blasingame,# 45,FB,12,TEN,59,3,6,2.0,0,1,48.4,36.9,17.6,65.2,8,2.67,0,3,0,0,3,0,0,6,0,0,0.0,1,0 (0),35.4,75.2,3,2,4,24,0.17,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
