RANK,PLAYER,#,POS,#G,TEAM,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,PEN,RECV,PBLK,TGT,REC,YDS,RSNP,Y/RR,DRP
24,Christian McCaffrey,# 22,HB,16,CAR,340,287,"1,387",4.8,15,1,86.5,75.6,81.4,62.8,752,2.62,49,84,31,155,130,0,0,"1,387",13,438,31.6,56,1 (1),92.4,75.5,135,116,"1,005",570,1.76,6
26,Mark Ingram II,# 21,HB,16,BLT,287,208,"1,040",5.0,10,2,78.7,75.5,68.8,47.1,637,3.06,40,53,21,61,145,0,0,"1,040",11,291,28.0,53,1 (0),78.0,80.2,30,27,256,178,1.44,1
27,Joe Mixon,# 28,HB,16,CIN,321,278,"1,137",4.1,5,0,75.3,74.8,86.7,67.0,877,3.15,52,41,29,196,80,0,0,"1,137",14,306,26.9,56,3 (0),68.3,64.6,42,35,287,241,1.19,2
28,Marlon Mack,# 25,HB,14,IND,283,247,"1,091",4.4,8,0,69.5,74.1,91.1,59.6,693,2.81,39,63,28,133,109,0,0,"1,091",13,324,29.7,67,0 (0),43.5,24.4,16,14,82,177,0.46,1
29,Bo Scarbrough,# 43,HB,6,DET,97,89,377,4.2,1,1,72.1,73.6,61.7,60.0,281,3.16,7,30,6,55,33,0,0,377,5,101,26.8,15,0 (0),48.2,48.3,2,1,5,45,0.11,0
29,Latavius Murray,# 28,HB,17,NO,179,151,658,4.4,5,0,73.9,73.6,90.4,67.6,477,3.16,21,30,15,81,65,0,0,658,8,165,25.1,39,1 (1),69.4,64.0,43,35,239,204,1.17,3
31,Jeff Wilson Jr.,# 30,HB,9,SF,36,27,105,3.9,4,0,70.4,73.5,79.5,60.0,68,2.52,1,25,2,14,12,0,0,105,1,25,23.8,9,0 (0),50.0,57.0,6,4,54,14,3.86,0
32,Kenyan Drake,# 41,HB,14,ARZ,217,171,826,4.8,8,2,71.2,73.4,65.9,55.2,460,2.69,29,80,22,76,81,0,0,826,8,226,27.4,47,0 (0),65.1,56.0,64,49,336,303,1.11,4
33,Dwayne Washington,# 27,HB,6,NO,16,8,60,7.5,0,0,79.3,73.1,74.1,60.0,54,6.75,3,31,2,4,4,0,0,60,1,31,51.7,2,0 (0),65.1,86.9,1,1,6,1,6.00,0
34,Keith Smith,# 40,FB,16,ATL,120,5,8,1.6,0,0,58.2,72.9,70.3,56.9,5,1.00,0,3,0,0,0,0,0,8,0,0,0.0,4,0 (0),51.0,48.5,2,1,13,54,0.24,0
35,Alec Ingold,# 45,FB,16,OAK,152,10,17,1.7,0,0,67.5,72.8,74.9,57.8,13,1.30,0,4,0,0,0,0,0,17,0,0,0.0,7,0 (0),64.0,87.1,6,6,44,44,1.00,0
36,Javorius Allen,# 37,HB,5,NYG,12,10,36,3.6,1,0,71.8,72.1,73.9,60.0,40,4.00,2,19,1,4,6,0,0,36,1,19,52.8,3,0 (0),58.8,82.9,2,1,9,13,0.69,0
36,DeAndre Washington,# 33,HB,16,OAK,120,108,387,3.6,3,0,76.5,72.1,89.4,60.2,291,2.69,17,36,4,90,18,0,0,387,1,36,9.3,23,0 (0),80.8,77.2,39,36,292,127,2.30,2
38,Malcolm Brown,# 34,HB,14,LA,89,69,255,3.7,5,0,64.4,72.0,85.2,67.5,182,2.64,13,17,8,46,23,0,0,255,3,49,19.2,16,0 (0),40.8,61.2,5,2,16,98,0.16,1
39,Melvin Gordon III,# 25,HB,12,LAC,187,162,612,3.8,8,4,66.0,71.7,33.0,59.3,399,2.46,28,24,14,70,80,0,0,612,7,131,21.4,38,1 (0),50.7,47.0,52,42,296,208,1.42,4
40,Derek Watt,# 34,FB,16,LAC,80,7,10,1.4,1,0,57.5,71.5,73.5,58.2,6,0.86,0,3,0,0,0,0,0,10,0,0,0.0,6,0 (0),44.2,34.2,4,3,32,37,0.86,1
41,Tevin Coleman,# 26,HB,17,SF,197,170,698,4.1,8,0,71.5,71.3,90.5,69.5,465,2.74,21,48,16,95,75,0,0,698,9,214,30.7,35,1 (1),63.0,60.9,29,22,183,180,1.02,2
42,Zach Line,# 42,FB,12,NO,119,7,20,2.9,0,0,62.2,71.0,73.6,60.8,13,1.86,2,5,0,0,0,0,0,20,0,0,0.0,5,0 (0),49.9,83.7,10,6,36,69,0.52,0
43,Tony Brooks-James,# 40,HB,3,PIT,8,8,7,0.9,0,0,69.9,70.3,73.8,-,18,2.25,1,8,0,3,4,0,0,7,0,0,0.0,0,0 (0),55.0,-,0,0,0,6,0.00,0
43,Kareem Hunt,# 27,HB,8,CLV,91,44,171,3.9,2,1,76.7,70.3,56.5,49.8,125,2.84,19,16,2,21,19,0,0,171,2,32,18.7,8,0 (0),83.4,84.5,43,37,285,190,1.50,1
43,Rashaad Penny,# 20,HB,10,SEA,69,65,370,5.7,3,1,74.6,70.3,56.3,60.0,203,3.12,11,58,8,46,17,0,0,370,5,159,43.0,16,0 (0),80.0,55.5,10,8,83,63,1.32,0
46,Le'Veon Bell,# 26,HB,15,NYJ,284,245,789,3.2,3,1,74.1,70.2,86.1,68.6,653,2.67,41,19,12,126,113,0,0,789,2,34,4.3,36,0 (0),77.3,62.5,74,66,461,391,1.18,3
47,Kerrith Whyte Jr.,# 40,HB,6,PIT,31,24,122,5.1,0,0,64.4,70.1,38.2,58.6,86,3.58,3,21,4,6,16,0,0,122,2,37,30.3,5,0 (0),26.9,72.3,1,1,9,5,1.80,0
48,Ronald Jones,# 27,HB,16,TB,188,172,724,4.2,6,3,67.6,69.9,47.4,60.0,509,2.96,34,49,20,89,73,0,0,724,9,228,31.5,33,1 (0),59.8,38.4,38,31,309,170,1.82,1
49,Josh Ferguson,# 36,HB,1,WAS,3,3,9,3.0,0,0,72.9,69.7,67.2,-,12,4.00,1,7,0,1,1,0,0,9,0,0,0.0,1,0 (0),-,-,0,0,0,0,,0
49,Adrian Peterson,# 26,HB,15,WAS,235,211,898,4.3,5,3,67.6,69.7,56.2,58.3,634,3.00,37,32,25,89,121,0,0,898,12,261,29.1,41,0 (0),58.7,21.2,22,17,142,127,1.12,1
51,J.D. McKissic,# 41,HB,16,DET,66,38,205,5.4,0,0,72.4,69.6,83.8,56.6,130,3.42,10,44,5,17,14,0,0,205,2,70,34.1,8,1 (0),78.1,54.1,39,34,233,154,1.51,0
52,Kenjon Barner,# 38,HB,10,ATL,5,4,28,7.0,0,0,60.6,69.3,58.2,60.0,6,1.50,0,12,1,1,3,0,0,28,0,0,0.0,1,0 (0),57.5,17.2,7,6,22,54,0.41,0
52,Jordan Howard,# 24,HB,10,PHI,136,119,525,4.4,6,0,69.0,69.3,89.5,66.8,349,2.93,20,20,17,79,38,0,0,525,8,136,25.9,28,0 (0),51.0,75.6,13,10,69,93,0.74,2
54,Alexander Mattison,# 25,HB,15,MIN,120,106,485,4.6,1,1,70.0,69.2,68.2,60.0,329,3.10,18,35,16,80,22,0,0,485,10,207,42.7,20,0 (0),66.9,27.7,13,11,92,80,1.15,0
55,David Johnson,# 31,HB,13,ARZ,139,94,345,3.7,2,1,72.2,68.9,69.3,54.0,193,2.05,6,18,8,57,34,0,0,345,5,82,23.8,20,0 (0),74.5,64.3,43,36,370,232,1.59,1
56,Austin Ekeler,# 30,HB,16,LAC,175,132,557,4.2,3,3,85.2,68.8,65.7,58.6,426,3.23,30,35,15,49,69,0,0,557,7,160,28.7,32,0 (0),93.6,56.6,104,92,993,362,2.74,2
57,Taiwan Jones,# 34,HB,4,HST,11,9,40,4.4,0,0,83.0,68.5,73.7,60.0,28,3.11,1,11,1,8,1,0,0,40,0,0,0.0,3,0 (0),94.1,25.3,3,3,57,9,6.33,0
58,Spencer Ware,# 39,HB,3,KC,24,17,51,3.0,0,1,59.4,68.4,26.5,60.1,42,2.47,1,6,0,8,9,0,0,51,0,0,0.0,3,0 (0),45.7,34.6,7,5,22,41,0.54,1
58,Rex Burkhead,# 34,HB,14,NE,87,68,306,4.5,3,1,69.8,68.4,63.2,69.6,226,3.32,12,33,8,31,30,0,0,306,1,33,10.8,17,1 (1),67.2,69.2,38,30,311,159,1.96,1
60,Anthony Sherman,# 42,FB,19,KC,94,4,9,2.3,0,0,65.3,68.2,70.0,62.2,4,1.00,0,5,0,1,0,0,0,9,0,0,0.0,3,0 (0),51.9,79.3,4,2,22,20,1.10,1
60,Kerryon Johnson,# 33,HB,8,DET,125,113,403,3.6,3,1,66.7,68.2,69.0,60.4,305,2.70,19,20,8,46,65,0,0,403,1,20,5.0,22,0 (0),50.5,70.9,15,10,127,104,1.22,2
62,Matt Breida,# 22,HB,14,SF,147,132,642,4.9,1,3,68.3,67.4,37.4,59.2,340,2.58,20,83,18,87,44,0,0,642,9,264,41.1,24,0 (0),65.9,50.4,22,19,120,101,1.19,2
63,Patrick DiMarco,# 42,FB,17,BUF,104,3,7,2.3,0,0,50.0,67.3,71.9,54.0,4,1.33,0,4,0,0,0,0,0,7,0,0,0.0,0,0 (0),46.9,77.0,8,5,41,61,0.67,1
64,LeSean McCoy,# 25,HB,14,KC,113,101,465,4.6,4,3,65.0,67.2,29.7,60.2,250,2.48,11,39,12,73,28,0,0,465,8,187,40.2,24,1 (0),56.7,63.0,32,28,181,146,1.24,1
64,Alvin Kamara,# 41,HB,15,NO,241,178,818,4.6,6,4,68.9,67.2,60.3,65.6,557,3.13,42,40,19,85,74,0,0,818,10,227,27.8,33,2 (0),69.1,60.6,104,89,567,374,1.52,4
66,Benny Snell Jr.,# 24,HB,11,PIT,124,108,426,3.9,2,1,68.6,67.0,66.8,60.5,343,3.18,20,23,9,35,73,0,0,426,5,98,23.0,19,0 (0),66.5,46.9,4,3,23,31,0.74,0
67,Brian Hill,# 23,HB,10,ATL,92,78,323,4.1,2,0,58.9,66.8,86.4,60.4,244,3.13,11,27,10,46,31,0,0,323,6,116,35.9,19,0 (0),51.8,16.3,12,10,69,108,0.64,1
67,James Conner,# 30,HB,10,PIT,133,116,464,4.0,4,1,73.6,66.8,72.7,76.2,319,2.75,14,25,16,48,64,0,0,464,6,110,23.7,26,0 (0),89.8,43.4,38,34,251,153,1.64,1
69,C.J. Ham,# 30,FB,18,MIN,249,8,20,2.5,0,0,63.7,66.7,27.9,57.4,19,2.38,2,9,0,2,1,0,0,20,0,0,0.0,3,0 (0),62.6,82.1,24,17,149,101,1.48,1
70,James White,# 28,HB,16,NE,84,68,277,4.1,1,1,76.5,66.6,88.7,59.5,161,2.37,10,32,5,24,38,0,0,277,3,66,23.8,16,1 (0),85.2,71.9,95,77,707,360,1.96,2
70,Damien Williams,# 26,HB,14,KC,174,157,694,4.4,9,2,65.7,66.6,63.7,54.1,507,3.23,23,91,10,112,43,0,0,694,5,254,36.6,39,3 (1),64.2,67.3,52,41,307,298,1.03,2
70,Sony Michel,# 26,HB,17,NE,294,261,973,3.7,7,2,66.5,66.6,73.1,58.5,679,2.60,39,26,26,94,160,0,0,973,9,181,18.6,58,0 (0),48.3,82.5,21,14,103,109,0.94,4
73,Royce Freeman,# 28,HB,16,DEN,154,132,496,3.8,3,0,65.8,66.4,90.2,47.2,343,2.60,15,26,13,75,54,0,0,496,1,26,5.2,23,0 (0),61.8,73.7,48,43,256,278,0.92,2
74,Chris Thompson,# 25,HB,11,WAS,45,37,138,3.7,0,1,65.1,66.2,54.7,58.8,84,2.27,5,16,4,17,17,0,0,138,1,16,11.6,7,0 (0),66.1,54.6,54,42,378,221,1.71,1
75,Jamaal Williams,# 30,HB,16,GB,127,111,469,4.2,1,0,74.9,66.0,89.8,57.1,312,2.81,11,45,10,78,30,0,0,469,3,76,16.2,24,1 (0),87.0,87.3,47,42,263,217,1.21,1
76,Jalen Richard,# 30,HB,16,OAK,46,39,145,3.7,0,1,66.1,65.9,62.0,35.7,72,1.85,4,13,4,25,9,0,0,145,0,0,0.0,10,0 (0),68.0,69.8,42,36,323,204,1.58,1
77,Darrell Henderson,# 27,HB,8,LA,46,39,147,3.8,0,0,61.8,65.8,82.1,58.6,145,3.72,10,22,4,24,15,0,0,147,2,37,25.2,10,0 (0),48.4,46.1,5,4,37,38,0.97,1
78,Devontae Booker,# 23,HB,9,DEN,2,2,9,4.5,0,0,65.8,65.4,74.7,-,13,6.50,1,5,0,1,1,0,0,9,0,0,0.0,0,0 (0),63.6,78.7,9,6,57,22,2.59,1
78,Brandon Bolden,# 38,HB,13,NE,36,15,68,4.5,3,0,68.3,65.4,83.7,55.9,30,2.00,3,21,3,2,8,0,0,68,1,21,30.9,5,1 (0),72.0,82.1,11,9,111,51,2.18,1
80,David Montgomery,# 32,HB,16,CHI,283,242,889,3.7,6,2,66.6,65.3,72.5,41.8,564,2.33,47,55,16,169,69,0,0,889,5,133,15.0,50,1 (0),65.8,78.6,33,25,185,239,0.77,2
81,Leonard Fournette,# 27,HB,15,JAX,295,265,"1,152",4.3,3,1,64.0,65.2,87.8,69.8,886,3.34,42,81,31,133,125,0,0,"1,152",13,431,37.4,56,2 (1),65.4,33.6,95,76,522,483,1.08,4
82,Jay Ajayi,# 28,HB,3,PHI,11,10,30,3.0,0,0,57.1,64.8,73.8,-,27,2.70,4,11,1,5,5,0,0,30,0,0,0.0,3,0 (0),27.9,73.1,1,0,0,7,0.00,1
82,Myles Gaskin,# 37,HB,7,MIA,39,36,133,3.7,1,0,57.4,64.8,81.4,72.0,118,3.28,8,27,3,16,19,0,0,133,2,42,31.6,7,1 (1),41.6,35.3,10,7,51,67,0.76,2
82,Dion Lewis,# 33,HB,19,TEN,66,56,217,3.9,0,1,59.8,64.8,57.4,56.5,158,2.82,17,17,3,32,22,0,0,217,2,32,14.7,6,1 (1),49.1,65.4,32,27,178,214,0.83,3
85,Senorise Perry,# 32,HB,1,BUF,4,3,3,1.0,0,0,65.9,64.6,69.8,60.0,8,2.67,0,6,0,1,2,0,0,3,0,0,0.0,0,0 (0),62.3,73.0,1,1,1,4,0.25,0
85,Ito Smith,# 25,HB,7,ATL,27,22,106,4.8,1,0,59.9,64.6,80.1,60.0,68,3.09,4,28,4,16,6,0,0,106,2,44,41.5,10,2 (1),63.2,28.7,14,11,87,80,1.09,0
87,Frank Gore,# 20,HB,17,BUF,215,174,621,3.6,2,0,62.6,64.1,90.4,56.6,430,2.47,19,41,12,55,118,1,-5,626,7,167,26.9,33,0 (0),50.1,71.7,16,13,100,128,0.78,2
88,James Develin,# 46,FB,2,NE,42,2,3,1.5,0,0,51.7,64.0,65.2,48.5,1,0.50,0,2,0,0,0,0,0,3,0,0,0.0,1,0 (0),53.2,80.9,0,0,0,9,0.00,0
89,De'Lance Turner,# 34,HB,2,MIA,4,4,6,1.5,0,0,63.1,63.6,68.6,-,6,1.50,0,5,0,1,3,0,0,6,0,0,0.0,0,0 (0),57.2,-,0,0,0,2,0.00,0
90,Peyton Barber,# 25,HB,16,TB,176,154,470,3.1,6,1,64.9,63.4,75.7,59.8,356,2.31,17,17,8,64,89,0,0,470,3,48,10.2,24,0 (0),66.2,59.6,20,16,115,110,1.05,0
91,Dalyn Dawkins,# 28,HB,2,TEN,11,11,26,2.4,0,0,55.3,62.9,73.8,-,13,1.18,1,14,1,10,1,0,0,26,0,0,0.0,2,0 (0),28.0,74.9,1,0,0,6,0.00,1
91,Nyheim Miller-Hines,# 21,HB,16,IND,76,52,199,3.8,2,1,63.3,62.9,67.6,73.0,134,2.58,3,18,4,32,14,0,0,199,2,33,16.6,16,0 (0),63.4,47.6,57,44,320,223,1.43,6
93,Troymaine Pope,# 35,HB,2,LAC,14,10,20,2.0,0,0,61.4,62.6,82.7,60.0,15,1.50,3,8,0,4,6,0,0,20,0,0,0.0,0,0 (0),56.5,74.1,3,2,14,14,1.00,1
93,Darrel Williams,# 31,HB,11,KC,53,41,141,3.4,3,1,63.5,62.6,45.3,72.0,71,1.73,7,41,2,25,15,0,0,141,2,56,39.7,12,0 (0),62.4,55.8,18,15,167,104,1.61,1
95,Kalen Ballage,# 27,HB,12,MIA,89,74,135,1.8,3,0,58.2,62.5,86.2,51.6,110,1.49,6,8,0,25,41,1,4,131,0,0,0.0,10,0 (0),42.7,75.1,19,14,63,111,0.57,4
96,Elijhaa Penny,# 39,FB,15,NYG,60,15,39,2.6,0,0,57.7,62.0,76.7,56.1,29,1.93,1,6,0,6,4,0,0,39,0,0,0.0,2,0 (0),52.3,57.8,2,2,9,44,0.20,0
97,Ryan Nall,# 35,HB,3,CHI,2,2,8,4.0,0,0,59.9,61.7,65.2,-,6,3.00,1,7,0,2,0,0,0,8,0,0,0.0,1,0 (0),53.2,74.1,0,0,0,5,0.00,0
98,Alfred Morris,# 36,HB,1,ARZ,2,1,4,4.0,0,0,64.1,61.6,61.9,60.0,3,3.00,0,4,0,1,0,0,0,4,0,0,0.0,1,0 (0),-,68.8,0,0,0,0,,0
99,Andy Janovich,# 32,FB,7,DEN,71,1,1,1.0,1,0,67.6,61.4,69.1,72.3,2,2.00,0,1,0,0,0,0,0,1,0,0,0.0,1,1 (0),54.4,74.9,5,5,42,45,0.93,0
100,John Kelly Jr.,# 42,HB,1,LA,3,3,9,3.0,0,0,61.7,61.2,67.2,-,7,2.33,0,6,0,1,2,0,0,9,0,0,0.0,0,0 (0),-,-,0,0,0,0,,0
100,Reggie Bonnafon,# 39,HB,9,CAR,25,16,116,7.3,1,0,55.4,61.2,79.4,55.1,33,2.06,1,59,2,4,11,0,0,116,2,77,66.4,2,0 (0),48.6,38.2,9,6,57,34,1.68,1
100,Wayne Gallman,# 22,HB,10,NYG,36,29,110,3.8,2,1,60.9,61.2,36.8,60.0,48,1.66,3,22,3,15,11,0,0,110,2,37,33.6,6,0 (0),58.9,62.8,14,11,102,93,1.10,1
103,Devine Ozigbo,# 33,HB,4,JAX,9,9,27,3.0,0,0,54.4,61.0,73.7,-,17,1.89,0,9,0,6,3,0,0,27,0,0,0.0,1,0 (0),43.8,25.4,5,3,23,16,1.44,1
103,Darwin Thompson,# 34,HB,14,KC,53,39,135,3.5,1,0,56.8,61.0,82.3,75.7,104,2.67,7,12,2,28,11,0,0,135,0,0,0.0,10,2 (1),49.9,25.9,12,9,43,66,0.65,1
105,Bilal Powell,# 29,HB,13,NYJ,72,59,229,3.9,0,0,54.8,60.9,84.4,59.4,176,2.98,6,17,6,33,25,0,0,229,1,17,7.4,12,0 (0),37.1,36.3,11,7,33,65,0.51,2
105,Ty Johnson,# 31,HB,16,DET,72,63,273,4.3,0,1,51.2,60.9,60.7,60.0,183,2.90,8,40,7,38,24,0,0,273,2,57,20.9,11,0 (0),41.3,25.8,31,24,109,188,0.58,2
107,Wendell Smallwood,# 34,HB,12,WAS,28,22,81,3.7,0,0,58.8,60.8,79.3,29.9,55,2.50,4,17,3,10,11,0,0,81,1,17,21.0,4,0 (0),66.6,39.5,13,9,64,87,0.74,0
108,Boston Scott,# 35,HB,10,PHI,86,67,270,4.0,5,1,69.6,60.6,28.9,58.8,152,2.27,8,25,8,56,11,0,0,270,4,70,25.9,19,0 (0),85.3,59.6,29,27,227,98,2.32,1
109,Marshawn Lynch,# 24,HB,3,SEA,33,30,67,2.2,4,0,59.2,60.4,79.7,60.0,67,2.23,4,15,1,21,9,0,0,67,1,15,22.4,5,0 (0),57.7,38.0,3,2,25,35,0.71,0
110,Dare Ogunbowale,# 44,HB,16,TB,49,11,17,1.5,2,1,60.3,60.2,26.3,59.2,19,1.73,2,12,1,1,6,0,0,17,0,0,0.0,3,0 (0),62.6,51.3,45,35,286,223,1.28,2
111,Danny Vitale,# 45,FB,15,GB,82,1,3,3.0,0,0,49.3,59.5,70.3,41.6,2,2.00,1,3,0,1,0,0,0,3,0,0,0.0,0,1 (0),53.7,71.4,12,7,97,67,1.45,1
112,Ryquell Armstead,# 23,HB,14,JAX,45,35,108,3.1,0,0,55.4,59.2,82.1,60.0,90,2.57,4,16,2,17,18,0,0,108,1,16,14.8,5,0 (0),48.1,43.0,21,14,144,89,1.62,3
113,Miles Sanders,# 26,HB,17,PHI,226,193,887,4.6,3,2,61.5,59.1,60.2,43.9,633,3.28,31,65,19,114,74,0,0,887,8,262,29.5,33,1 (0),69.1,59.7,67,53,517,337,1.53,5
114,Darren Sproles,# 43,HB,6,PHI,23,17,66,3.9,0,0,47.0,58.2,84.0,60.0,34,2.00,1,17,1,7,8,0,0,66,1,17,25.8,3,2 (0),35.8,73.2,10,6,24,66,0.36,2
115,Wes Hills,# 36,HB,1,DET,11,10,21,2.1,2,0,59.8,57.6,73.9,60.0,15,1.50,1,15,1,4,6,0,0,21,1,15,71.4,3,0 (0),63.1,80.1,2,2,1,8,0.13,0
116,Damien Harris,# 37,HB,1,NE,4,4,12,3.0,0,0,57.1,57.4,68.6,-,9,2.25,0,13,1,0,1,0,0,12,0,0,0.0,0,0 (0),-,69.2,0,0,0,0,,0
116,Samaje Perine,# 29,HB,3,MIA,5,5,16,3.2,0,0,56.8,57.4,69.7,-,14,2.80,1,9,0,1,4,0,0,16,0,0,0.0,1,0 (0),56.0,68.8,0,0,0,5,0.00,0
116,Qadree Ollison,# 30,HB,6,ATL,23,22,50,2.3,4,1,55.6,57.4,26.7,60.0,40,1.82,1,6,0,11,11,0,0,50,0,0,0.0,6,0 (0),50.5,78.8,2,1,7,29,0.24,0
116,Tarik Cohen,# 29,HB,16,CHI,123,64,213,3.3,0,1,60.6,57.4,90.8,54.6,124,1.94,10,19,4,41,16,0,0,213,1,19,8.9,15,0 (0),61.4,70.6,102,79,456,361,1.26,6
120,Giovani Bernard,# 25,HB,16,CIN,63,53,170,3.2,0,2,51.8,57.1,30.5,59.5,131,2.47,8,25,6,33,15,0,0,170,3,60,35.3,10,0 (0),36.5,76.1,42,30,234,262,0.89,3
121,Devonta Freeman,# 24,HB,14,ATL,211,184,656,3.6,2,3,60.8,57.0,57.6,60.4,447,2.43,31,28,15,90,85,0,0,656,5,105,16.0,33,1 (1),69.5,67.8,64,59,410,337,1.22,1
