RANK,PLAYER,#,POS,#G,TEAM,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,PEN,RECV,PBLK,TGT,REC,YDS,RSNP,Y/RR,DRP
122,Jamaal Charles,# 28,HB,14,DEN,73,69,296,4.3,1,2,59.4,55.5,35.4,60.0,202,2.93,16,19,10,19,41,0,0,296,3,53,17.9,16,1 (0),67.4,83.7,27,23,129,104,1.24,2
123,Matt Forte,# 22,HB,12,NYJ,111,103,381,3.7,2,1,66.1,55.3,70.5,60.0,277,2.69,12,20,9,61,36,0,0,381,3,51,13.4,12,0 (0),85.9,54.1,44,37,293,191,1.53,2
123,Doug Martin,# 22,HB,11,TB,150,138,406,2.9,3,1,53.3,55.3,73.3,60.0,304,2.20,6,27,9,72,64,0,0,406,3,61,15.0,21,0 (0),41.6,75.4,17,9,84,91,0.92,4
125,Andre Williams,# 44,HB,2,LAC,12,9,25,2.8,0,0,54.5,55.1,72.7,60.0,21,2.33,1,7,0,0,9,0,0,25,0,0,0.0,0,0 (0),-,74.6,0,0,0,0,,0
126,Tommy Bohanon,# 40,FB,19,JAX,254,5,5,1.0,2,0,69.1,55.0,74.0,69.3,0,0.00,0,3,0,0,0,0,0,5,0,0,0.0,2,1 (0),69.1,52.2,14,8,77,61,1.26,1
126,Jeremy Hill,# 32,HB,7,CIN,39,37,116,3.1,0,1,57.6,55.0,35.3,60.0,88,2.38,3,13,3,20,17,0,0,116,0,0,0.0,5,0 (0),68.1,81.4,4,4,16,31,0.52,0
128,Fozzy Whittaker,# 43,HB,13,CAR,21,8,21,2.6,0,0,59.9,54.7,77.1,60.0,18,2.25,1,8,0,3,5,0,0,21,0,0,0.0,3,0 (0),64.2,77.2,6,5,47,23,2.04,0
129,D.J. Foster,# 37,HB,7,ARZ,11,6,19,3.2,0,0,65.8,54.5,79.0,60.0,15,2.50,0,5,0,5,0,0,0,19,0,0,0.0,0,0 (0),68.8,77.2,27,17,133,101,1.32,1
129,Thomas Rawls,# 34,HB,12,SEA,71,58,157,2.7,0,1,51.5,54.5,52.2,70.5,117,2.02,6,23,3,40,17,0,0,157,2,38,24.2,6,3 (0),51.6,60.4,13,9,94,104,0.90,2
129,Mike Tolbert,# 35,HB,13,BUF,94,70,262,3.7,1,2,54.0,54.5,33.3,71.2,192,2.74,8,25,7,46,23,0,0,262,4,75,28.6,10,0 (0),49.3,66.3,17,15,88,108,0.81,2
132,Patrick DiMarco,# 42,FB,17,BUF,199,2,-2,-1.0,0,0,61.8,54.1,72.0,66.2,1,0.50,0,0,0,1,1,0,0,-2,0,0,0.0,0,0 (0),45.6,83.8,11,7,28,64,0.44,1
133,Derrick Coleman,# 40,FB,18,ATL,158,2,8,4.0,0,0,48.4,54.0,67.8,55.6,7,3.50,0,5,0,2,0,0,0,8,0,0,0.0,0,1 (0),45.1,58.8,6,2,20,63,0.32,1
133,Rob Kelley,# 20,HB,7,WAS,70,62,194,3.1,3,0,51.2,54.0,84.8,59.6,139,2.24,10,21,4,28,31,0,0,194,2,40,20.6,8,0 (0),48.1,41.9,5,4,18,46,0.39,1
135,C.J. Spiller,# 26,HB,1,KC,3,2,0,0.0,0,0,52.5,53.7,65.2,60.0,2,1.00,0,1,0,2,0,0,0,0,0,0,,0,0 (0),54.1,-,2,0,0,9,0.00,0
136,Chris Ivory,# 33,HB,15,JAX,133,113,384,3.4,1,2,58.5,53.4,51.5,60.0,278,2.46,15,34,7,61,50,0,0,384,3,70,18.2,16,1 (0),81.5,61.9,26,21,175,119,1.47,1
137,Benny Cunningham,# 30,HB,14,CHI,10,9,29,3.2,0,1,62.8,53.3,29.7,60.0,19,2.11,1,12,1,5,2,0,0,29,0,0,0.0,1,0 (0),75.4,52.6,25,20,240,121,1.98,1
138,Matt Jones,# 34,HB,2,IND,6,5,14,2.8,0,0,49.3,52.8,69.7,60.0,9,1.80,0,5,0,5,0,0,0,14,0,0,0.0,1,0 (0),58.0,25.0,0,0,0,2,0.00,0
139,Marcus Murphy,# 45,HB,1,BUF,8,7,41,5.9,0,0,57.0,52.6,73.6,-,30,4.29,1,25,1,2,5,0,0,41,1,25,61.0,2,0 (0),80.8,3.6,2,2,7,3,2.33,0
140,Aaron Ripkowski,# 22,FB,16,GB,95,5,13,2.6,0,0,65.5,51.3,72.9,69.7,9,1.80,0,4,0,1,3,0,0,13,0,0,0.0,0,0 (0),62.3,62.1,7,7,39,52,0.75,0
141,Terrance West,# 28,HB,5,BLT,43,39,138,3.5,2,1,51.1,50.4,38.2,60.0,93,2.38,7,13,5,19,19,0,0,138,0,0,0.0,11,0 (0),62.8,80.1,4,2,23,17,1.35,1
142,Byron Marshall,# 34,HB,3,WAS,9,9,32,3.6,0,0,51.6,50.0,76.7,-,17,1.89,0,11,1,4,3,0,0,32,0,0,0.0,1,0 (0),50.4,75.8,8,6,36,38,0.95,1
143,Dwayne Washington,# 36,HB,5,DET,22,20,44,2.2,0,0,51.1,49.3,78.2,60.0,38,1.90,0,6,0,9,10,0,0,44,0,0,0.0,1,0 (0),67.3,39.4,2,2,14,24,0.58,0
144,Ameer Abdullah,# 21,HB,14,DET,188,165,552,3.3,4,2,53.5,48.0,65.1,43.5,425,2.58,20,34,13,94,61,0,0,552,7,176,31.9,24,0 (0),81.5,42.3,31,25,162,157,1.03,0
145,Charles Sims,# 34,HB,16,TB,25,21,95,4.5,0,1,57.3,47.7,45.6,59.9,40,1.90,3,21,3,10,8,0,0,95,1,21,22.1,6,0 (0),61.0,58.5,45,35,249,240,1.04,3
146,Paul Perkins,# 28,HB,8,NYG,49,41,90,2.2,0,0,44.9,46.6,82.4,60.0,62,1.51,4,14,1,20,21,0,0,90,0,0,0.0,3,0 (0),43.3,56.5,9,8,46,56,0.82,1
147,David Johnson,# 31,HB,1,ARZ,12,11,23,2.1,0,2,40.9,39.8,16.9,72.4,22,2.00,2,6,0,4,6,0,0,23,0,0,0.0,0,1 (1),38.8,46.0,8,6,67,28,2.39,0
148,Raheem Mostert,# 31,HB,5,SF,7,6,30,5.0,0,1,35.9,38.2,22.3,-,7,1.17,0,16,1,4,2,0,0,30,1,16,53.3,1,0 (0),53.1,69.4,0,0,0,6,0.00,0
149,Devante Mays,# 32,HB,2,GB,4,4,1,0.3,0,2,27.9,25.7,11.0,-,1,0.25,0,2,0,2,2,0,0,1,0,0,0.0,0,0 (0),66.2,68.5,3,3,0,9,0.00,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
