RANK,PLAYER,#,POS,#G,TEAM,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,PEN,RECV,PBLK,TGT,REC,YDS,RSNP,Y/RR,DRP
27,LeSean McCoy,# 25,HB,17,BUF,349,306,"1,213",4.0,6,3,73.7,70.7,79.8,65.2,654,2.14,35,48,35,166,132,0,0,"1,213",17,436,35.9,62,1 (0),73.4,74.1,79,65,492,357,1.38,6
29,Duke Johnson Jr.,# 29,HB,16,CLV,123,82,348,4.2,4,3,78.2,70.5,37.3,63.9,221,2.70,15,19,12,46,28,0,0,348,4,69,19.8,25,1 (0),89.4,70.1,90,74,693,333,2.08,3
30,Peyton Barber,# 25,HB,13,TB,124,108,423,3.9,3,2,67.4,69.5,48.2,59.4,287,2.66,12,34,4,66,40,0,0,423,3,69,16.3,23,1 (0),59.2,39.4,18,16,114,90,1.27,1
31,Frank Gore,# 23,HB,16,IND,276,261,961,3.7,3,3,70.4,68.9,63.4,59.9,659,2.52,35,21,19,197,60,0,0,961,7,116,12.1,49,2 (0),67.0,72.6,36,29,245,198,1.24,2
32,Stevan Ridley,# 38,HB,2,PIT,28,26,108,4.2,1,0,69.2,68.6,78.6,60.0,79,3.04,2,21,4,13,13,0,0,108,3,52,48.1,6,0 (0),53.8,74.2,0,0,0,9,0.00,0
33,Bilal Powell,# 29,HB,15,NYJ,199,178,772,4.3,5,1,67.3,68.5,79.0,59.4,429,2.41,26,75,20,108,65,0,0,772,9,348,45.1,31,0 (0),53.3,74.6,29,23,170,158,1.08,2
34,Mark Ingram II,# 22,HB,18,NO,297,249,"1,171",4.7,12,3,70.5,68.4,64.9,68.3,742,2.98,26,72,23,101,142,0,0,"1,171",14,443,37.8,52,3 (2),69.8,71.1,67,60,432,263,1.64,4
35,Danny Woodhead,# 39,HB,8,BLT,15,14,56,4.0,0,0,71.7,68.2,80.0,60.0,34,2.43,1,10,1,5,7,0,0,56,0,0,0.0,2,0 (0),73.9,66.2,37,33,200,113,1.77,0
36,Ty Montgomery,# 88,HB,8,GB,79,71,273,3.8,3,0,72.5,67.7,86.2,60.0,154,2.17,4,37,2,42,25,0,0,273,1,37,13.6,13,0 (0),76.7,66.3,27,23,173,148,1.17,0
37,Le'Veon Bell,# 26,HB,16,PIT,360,337,"1,358",4.0,10,3,72.2,67.5,83.4,57.3,860,2.55,46,27,35,143,171,0,0,"1,350",16,285,21.0,77,2 (0),77.0,79.1,112,94,743,557,1.33,4
38,C.J. Ham,# 30,FB,18,MIN,142,8,20,2.5,1,0,59.9,67.2,74.4,50.4,16,2.00,0,7,0,1,1,0,0,20,0,0,0.0,6,0 (0),57.1,89.1,8,7,68,42,1.62,1
39,Robert Turbin,# 33,HB,6,IND,29,23,53,2.3,1,0,70.6,67.0,79.2,71.2,50,2.17,1,7,0,8,15,0,0,53,0,0,0.0,9,0 (0),71.2,69.4,11,9,56,69,0.81,0
40,Jordan Howard,# 24,HB,16,CHI,310,276,"1,122",4.1,9,1,63.9,66.5,86.3,59.1,696,2.52,34,53,32,210,63,0,0,"1,122",15,364,32.4,61,0 (0),39.7,75.6,31,23,125,190,0.66,6
41,Terrell Watson,# 39,HB,5,PIT,5,5,8,1.6,0,0,67.5,66.4,75.7,-,5,1.00,0,3,0,1,4,0,0,8,0,0,0.0,3,0 (0),59.3,-,0,0,0,1,0.00,0
41,Austin Ekeler,# 30,HB,13,LAC,50,47,260,5.5,2,2,74.6,66.4,29.3,59.8,146,3.11,7,35,7,16,27,0,0,260,3,89,34.2,12,0 (0),82.7,68.8,31,27,279,122,2.29,2
41,Jalen Richard,# 30,HB,16,OAK,63,56,275,4.9,1,2,68.9,66.4,30.2,68.0,117,2.09,7,52,6,31,22,0,0,275,2,86,31.3,10,2 (0),75.0,61.9,31,27,256,130,1.97,1
41,Carlos Hyde,# 28,HB,16,SF,284,240,938,3.9,8,2,58.0,66.4,75.1,75.8,609,2.54,45,61,27,187,49,0,0,938,11,271,28.9,44,2 (2),41.3,46.9,83,59,350,376,0.93,9
45,Javorius Allen,# 37,HB,16,BLT,169,153,591,3.9,4,0,68.7,66.2,90.4,67.9,329,2.15,17,37,13,48,90,0,0,591,5,107,18.1,38,1 (1),71.0,66.0,55,46,250,218,1.15,3
45,Latavius Murray,# 25,HB,18,MIN,271,241,910,3.8,9,1,67.7,66.2,83.5,61.2,607,2.52,35,46,21,148,92,0,0,910,8,239,26.3,46,1 (0),62.2,70.3,21,19,131,145,0.90,1
47,Elijhaa Penny,# 35,HB,14,ARZ,55,31,124,4.0,2,0,68.5,66.1,80.3,67.0,85,2.74,4,14,2,17,14,0,0,124,0,0,0.0,7,0 (0),61.2,75.7,5,4,38,27,1.41,1
48,Tevin Coleman,# 26,HB,17,ATL,203,180,747,4.2,5,1,70.1,65.9,79.7,59.3,536,2.98,20,52,18,138,35,0,0,747,12,290,38.8,34,0 (0),71.6,77.2,40,31,341,222,1.54,4
49,Cameron Artis-Payne,# 34,HB,8,CAR,31,18,95,5.3,1,0,66.9,65.6,77.0,58.4,75,4.17,3,43,4,1,17,0,0,95,1,43,45.3,5,0 (0),61.4,-,1,1,2,5,0.40,0
49,LeGarrette Blount,# 29,HB,19,PHI,230,202,896,4.4,5,1,63.5,65.6,80.3,70.3,713,3.53,40,68,24,95,106,0,0,896,12,340,37.9,39,3 (0),57.1,51.3,8,8,50,124,0.40,0
51,Michael Burton,# 46,FB,16,CHI,116,4,9,2.3,0,0,53.0,65.2,70.0,51.9,8,2.00,2,7,0,0,0,0,0,9,0,0,0.0,2,2 (0),54.6,89.3,3,2,8,40,0.20,0
51,Akeem Hunt,# 31,HB,11,KC,12,8,23,2.9,0,0,50.7,65.2,82.8,59.4,15,1.88,1,11,1,6,1,0,0,23,0,0,0.0,1,0 (0),39.5,46.5,6,4,31,37,0.84,2
51,Theo Riddick,# 25,HB,16,DET,92,84,286,3.4,3,1,71.0,65.2,69.5,59.0,224,2.67,13,21,9,49,31,0,0,286,2,39,13.6,11,0 (0),75.9,78.8,68,53,444,271,1.64,4
51,Alfred Morris,# 46,HB,14,DAL,124,115,547,4.8,1,0,64.5,65.2,89.0,59.7,380,3.30,17,70,13,73,39,0,0,547,6,163,29.8,25,1 (0),63.3,41.2,8,7,45,60,0.75,1
55,Mack Brown,# 31,HB,2,MIN,9,8,29,3.6,0,0,68.4,65.0,73.8,-,18,2.25,0,11,1,3,5,0,0,29,0,0,0.0,1,0 (0),71.2,72.4,1,1,11,4,2.75,0
56,Tarik Cohen,# 29,HB,16,CHI,140,87,370,4.3,2,2,77.5,64.9,50.8,61.9,204,2.34,10,46,11,61,18,0,0,370,7,186,50.3,16,0 (0),84.9,66.2,65,53,353,198,1.78,2
57,Christian McCaffrey,# 22,HB,17,CAR,245,123,451,3.7,2,1,74.6,64.8,81.4,71.1,258,2.10,16,40,8,38,73,1,5,446,4,88,19.5,21,1 (1),84.4,42.4,112,86,752,481,1.56,3
58,Lamar Miller,# 26,HB,16,HST,269,238,888,3.7,3,1,68.9,64.7,84.5,43.3,584,2.45,21,21,22,157,61,0,0,888,8,140,15.8,43,0 (0),75.1,66.9,42,36,327,336,0.97,0
59,Chris Thompson,# 25,HB,10,WAS,74,64,294,4.6,2,2,74.2,64.5,42.5,60.3,167,2.61,13,61,8,20,32,0,0,294,4,108,36.7,11,0 (0),89.9,63.1,51,39,510,218,2.34,1
59,Giovani Bernard,# 25,HB,16,CIN,118,105,458,4.4,2,0,67.3,64.5,89.7,60.3,281,2.68,17,25,14,44,55,0,0,458,5,115,25.1,20,3 (0),69.8,81.8,53,43,389,256,1.52,4
61,Terron Ward,# 28,HB,7,ATL,37,30,129,4.3,0,1,62.2,64.3,29.6,60.5,81,2.70,6,17,4,25,5,0,0,129,2,34,26.4,7,0 (0),48.8,83.1,4,3,14,34,0.41,1
62,Kyle Juszczyk,# 44,FB,14,SF,217,7,31,4.4,0,2,70.4,64.0,22.7,75.1,20,2.86,2,12,1,3,1,0,0,31,0,0,0.0,4,3 (0),65.4,39.3,39,33,315,150,2.10,1
62,Wendell Smallwood,# 28,HB,8,PHI,56,47,174,3.7,1,0,61.2,64.0,84.4,60.0,160,3.40,5,26,4,29,16,0,0,174,2,46,26.4,9,2 (1),64.8,29.5,16,13,103,83,1.24,1
64,Jalston Fowler,# 45,FB,10,TEN,70,2,4,2.0,1,0,63.0,63.3,65.2,62.1,0,0.00,0,3,0,0,0,0,0,4,0,0,0.0,1,1 (0),53.0,83.2,0,0,0,13,0.00,0
65,Rod Smith,# 45,HB,15,DAL,68,55,232,4.2,4,0,67.7,63.2,84.7,79.3,154,2.80,8,45,4,27,23,0,0,232,3,75,32.3,15,1 (0),68.8,86.6,22,19,202,129,1.57,0
66,Jamaal Williams,# 30,HB,14,GB,170,153,556,3.6,4,0,61.9,63.1,90.3,41.6,350,2.29,18,25,6,76,69,0,0,556,1,25,4.5,32,0 (0),52.0,89.5,33,25,262,200,1.31,3
67,Branden Oliver,# 32,HB,8,LAC,39,35,83,2.4,0,0,61.9,63.0,81.1,60.0,63,1.80,4,26,2,17,14,0,0,83,1,26,31.3,6,0 (0),59.5,49.1,9,6,26,51,0.51,0
68,Alfred Blue,# 28,HB,8,HST,72,71,262,3.7,1,0,66.0,62.9,85.4,71.2,150,2.11,1,48,2,45,23,0,0,262,1,48,18.3,10,0 (0),63.6,86.3,8,7,54,63,0.86,0
69,Orleans Darkwa,# 26,HB,15,NYG,177,171,751,4.4,5,1,60.3,62.8,77.5,60.0,503,2.94,17,75,16,75,94,0,0,751,10,276,36.8,33,0 (0),43.0,63.5,26,19,116,109,1.06,5
70,LeShun Daniels,# 46,HB,2,WAS,3,3,14,4.7,0,0,64.1,62.6,67.2,-,10,3.33,0,8,0,1,2,0,0,14,0,0,0.0,0,0 (0),55.1,80.8,0,0,0,6,0.00,0
70,Charcandrick West,# 35,HB,14,KC,32,18,72,4.0,2,1,60.1,62.6,44.1,60.7,41,2.28,5,21,2,11,7,0,0,72,1,21,29.2,4,2 (0),63.2,36.7,34,29,151,173,0.87,0
72,John Kuhn,# 29,FB,2,NO,4,1,2,2.0,0,0,63.3,62.0,67.2,57.9,1,1.00,0,2,0,0,0,0,0,2,0,0,0.0,1,0 (0),69.2,29.8,0,0,0,3,0.00,0
72,Andy Janovich,# 32,FB,16,DEN,122,6,12,2.0,1,0,63.8,62.0,73.6,64.8,9,1.50,0,4,0,0,0,0,0,12,0,0,0.0,3,2 (1),71.0,57.8,6,4,35,29,1.21,0
72,Jamize Olawale,# 49,FB,11,OAK,25,9,43,4.8,1,1,64.8,62.0,23.5,57.4,28,3.11,1,11,2,4,4,0,0,43,0,0,0.0,4,0 (0),62.6,87.9,7,6,33,39,0.85,0
75,Devontae Booker,# 23,HB,13,DEN,83,79,299,3.8,1,2,64.4,61.7,47.8,60.0,204,2.58,7,26,5,31,41,0,0,299,1,26,8.7,11,1 (0),67.4,79.3,36,30,275,168,1.64,1
76,Malcolm Brown,# 34,HB,12,LA,75,65,260,4.0,1,1,60.1,61.6,64.2,60.1,143,2.20,8,20,9,44,21,0,0,260,2,36,13.8,10,0 (0),54.9,51.6,11,9,53,67,0.79,1
77,T.J. Yeldon,# 24,HB,12,JAX,67,59,298,5.1,3,2,64.0,61.5,34.9,57.9,143,2.42,3,58,6,40,18,0,0,298,3,94,31.5,8,1 (0),77.4,46.3,41,35,287,149,1.93,2
78,Isaiah Crowell,# 34,HB,16,CLV,227,206,853,4.1,2,1,61.2,61.4,81.4,49.7,548,2.66,23,59,22,126,70,0,0,853,9,237,27.8,38,3 (0),65.8,58.5,39,28,182,214,0.85,1
79,Fitzgerald Toussaint,# 33,HB,5,PIT,13,6,25,4.2,0,0,59.0,61.3,76.9,60.0,14,2.33,0,7,0,0,5,0,0,25,0,0,0.0,1,0 (0),58.7,44.3,3,2,9,18,0.50,0
80,Kapri Bibbs,# 39,HB,3,WAS,25,21,79,3.8,0,0,61.0,61.2,80.0,60.0,40,1.90,1,16,2,10,10,0,0,79,1,16,20.3,4,1 (0),66.3,55.9,16,14,128,63,2.03,1
80,Kerwynn Williams,# 33,HB,16,ARZ,130,120,426,3.6,1,0,63.6,61.2,90.7,60.0,267,2.23,12,25,7,51,67,0,0,426,3,64,15.0,20,0 (0),71.2,43.2,15,10,93,79,1.18,1
82,Matt Dayes,# 27,HB,7,CLV,6,5,13,2.6,0,0,59.8,61.1,80.6,60.0,17,3.40,3,4,0,3,2,0,0,13,0,0,0.0,1,0 (0),59.9,48.5,5,4,29,25,1.16,0
83,Tion Green,# 38,HB,5,DET,45,42,165,3.9,2,0,59.0,60.9,81.9,60.0,93,2.21,3,33,4,22,20,0,0,165,1,33,20.0,9,0 (0),53.3,40.7,2,2,14,33,0.42,0
84,Leonard Fournette,# 27,HB,16,JAX,372,338,"1,282",3.8,13,2,62.4,60.7,84.0,70.1,797,2.36,38,90,25,190,146,0,0,"1,282",11,333,26.0,60,2 (1),71.8,38.0,53,43,346,267,1.30,3
85,Brian Hill,# 23,HB,3,CIN,11,11,37,3.4,0,0,64.6,60.5,74.4,-,25,2.27,1,11,1,3,8,0,0,37,0,0,0.0,2,0 (0),76.5,-,2,2,36,7,5.14,0
86,James White,# 28,HB,17,NE,72,57,231,4.1,3,0,69.1,60.4,87.1,60.6,126,2.21,4,26,2,22,32,0,0,231,1,26,11.3,10,1 (0),77.6,69.9,86,65,501,346,1.45,3
86,Elijah McGuire,# 25,HB,15,NYJ,108,88,315,3.6,1,2,66.7,60.4,67.0,60.9,210,2.39,16,69,8,60,25,0,0,315,3,103,32.7,14,0 (0),75.4,79.1,26,17,177,128,1.38,1
88,Andre Ellington,# 38,HB,12,HST,30,20,55,2.8,1,0,61.8,60.3,81.6,55.1,31,1.55,1,14,1,6,8,0,0,55,0,0,0.0,3,1 (1),62.9,73.0,56,39,369,249,1.48,3
88,Damien Williams,# 26,HB,11,MIA,49,46,181,3.9,0,0,64.3,60.3,83.6,60.0,150,3.26,6,69,3,27,15,0,0,181,1,69,38.1,7,1 (0),79.5,39.2,26,20,155,110,1.41,1
88,Eddie Lacy,# 27,HB,9,SEA,73,69,179,2.6,0,0,62.6,60.3,85.2,59.5,148,2.14,9,19,4,47,22,0,0,179,1,19,10.6,7,0 (0),68.7,70.0,6,6,47,47,1.00,0
88,Adrian Peterson,# 23,HB,10,ARZ,176,156,529,3.4,2,3,51.8,60.3,43.3,69.8,365,2.34,24,27,10,59,96,0,0,529,5,103,19.5,20,3 (1),34.7,21.5,17,11,70,98,0.71,4
92,De'Angelo Henderson Sr.,# 33,HB,3,DEN,7,7,13,1.9,0,0,62.9,60.0,73.9,-,8,1.14,1,5,0,1,5,0,0,13,0,0,0.0,2,0 (0),67.4,-,2,2,36,14,2.57,0
92,Brandon Bolden,# 38,HB,6,NE,23,17,94,5.5,1,0,57.6,60.0,76.4,60.0,46,2.71,4,20,3,9,8,0,0,94,2,40,42.6,6,0 (0),37.8,64.0,2,1,7,14,0.50,1
94,Bronson Hill,# 48,HB,1,ARZ,1,1,-2,-2.0,0,0,58.3,59.9,61.9,-,1,1.00,0,-2,0,0,1,0,0,-2,0,0,0.0,0,0 (0),-,-,0,0,0,0,,0
95,Derek Watt,# 34,FB,16,LAC,110,6,24,4.0,0,0,61.7,59.8,72.7,56.8,14,2.33,0,17,1,0,0,0,0,24,1,17,70.8,2,0 (0),70.4,80.7,3,2,35,22,1.59,0
95,Travaris Cadet,# 39,HB,8,BUF,30,23,96,4.2,0,0,63.3,59.8,79.8,59.3,52,2.26,1,12,3,9,12,0,0,96,0,0,0.0,6,0 (0),65.4,76.8,19,16,119,73,1.63,1
97,Darren McFadden,# 20,HB,1,DAL,1,1,-2,-2.0,0,0,59.0,59.7,61.9,-,1,1.00,0,-2,0,0,1,0,0,-2,0,0,0.0,0,0 (0),-,-,0,0,0,0,,0
97,Mike Davis,# 39,HB,6,SEA,84,68,240,3.5,0,0,64.1,59.7,85.7,60.2,193,2.84,15,33,10,44,21,0,0,223,3,76,31.7,12,0 (0),75.6,70.4,17,15,131,75,1.75,1
99,Bobby Rainey Jr.,# 31,HB,4,BLT,4,1,2,2.0,0,0,65.8,59.6,78.5,60.0,1,1.00,0,2,0,0,1,0,0,2,0,0,0.0,0,0 (0),72.4,77.9,6,5,18,24,0.75,0
99,J.D. McKissic,# 21,HB,13,SEA,54,46,187,4.1,1,0,67.4,59.6,84.3,59.6,106,2.30,3,30,5,33,10,0,0,187,2,47,25.1,8,1 (0),75.0,24.8,44,34,266,219,1.21,2
101,Jacquizz Rodgers,# 32,HB,14,TB,69,64,244,3.8,1,0,59.7,59.4,86.5,60.0,159,2.48,11,36,4,35,28,0,0,244,2,55,22.5,11,0 (0),60.7,57.4,11,9,74,68,1.09,1
102,Rex Burkhead,# 34,HB,12,NE,74,68,287,4.2,5,1,70.6,59.0,62.1,60.0,143,2.10,10,31,5,23,37,0,0,287,2,53,18.5,15,0 (0),85.1,79.8,38,31,300,111,2.70,2
103,Chris Johnson,# 23,HB,4,ARZ,52,45,114,2.5,0,0,58.4,58.9,82.8,60.0,90,2.00,3,11,1,17,28,0,0,114,0,0,0.0,3,0 (0),61.4,35.4,6,5,43,44,0.98,0
104,Anthony Sherman,# 42,FB,17,KC,106,14,40,2.9,1,0,67.8,58.6,76.8,78.1,17,1.21,0,9,0,9,5,0,0,40,0,0,0.0,5,0 (0),60.7,24.7,7,6,47,61,0.77,0
105,Lance Dunbar,# 25,HB,3,LA,17,11,51,4.6,1,0,59.5,58.5,74.1,60.0,14,1.27,0,12,2,4,7,0,0,51,0,0,0.0,4,0 (0),54.9,83.0,2,1,1,15,0.07,0
106,Jonathan Stewart,# 28,HB,16,CAR,277,209,731,3.5,6,3,56.4,58.4,53.5,64.8,465,2.22,29,60,17,79,128,0,0,731,7,170,23.3,43,1 (0),44.6,67.0,13,8,52,110,0.47,3
107,Josh Ferguson,# 39,HB,3,IND,1,1,5,5.0,0,0,49.9,58.3,73.4,-,1,1.00,0,5,0,1,0,0,0,5,0,0,0.0,0,0 (0),38.4,54.0,4,3,16,24,0.67,1
107,Justin Davis,# 33,HB,2,LA,4,1,1,1.0,0,0,45.6,58.3,61.9,60.0,3,3.00,0,1,0,1,0,0,0,1,0,0,0.0,0,0 (0),59.7,7.9,0,0,0,1,0.00,0
109,DeMarco Murray,# 29,HB,15,TEN,233,184,659,3.6,6,1,63.3,58.2,80.5,74.7,373,2.03,24,75,9,71,103,0,0,659,4,134,20.3,29,1 (0),64.3,81.8,44,39,266,292,0.91,2
110,David Fluellen,# 32,HB,9,TEN,19,4,21,5.3,0,0,55.4,58.0,70.1,55.6,11,2.75,0,10,1,1,3,0,0,21,0,0,0.0,1,0 (0),57.2,72.4,1,0,0,4,0.00,0
111,D'Onta Foreman,# 27,HB,10,HST,84,78,327,4.2,2,2,59.9,57.7,33.0,58.6,199,2.55,10,39,5,53,25,0,0,327,4,114,34.9,13,0 (0),65.7,83.4,7,6,83,47,1.77,0
112,C.J. Prosise,# 22,HB,5,SEA,14,11,23,2.1,0,0,63.0,57.6,75.3,60.0,18,1.64,1,8,0,10,1,0,0,23,0,0,0.0,1,0 (0),66.0,83.0,10,6,87,52,1.67,2
112,Kenjon Barner,# 38,HB,13,PHI,16,16,57,3.6,1,0,59.4,57.6,88.8,-,34,2.13,1,18,2,5,9,0,0,57,2,34,59.6,3,0 (0),66.9,25.7,8,5,56,47,1.19,0
112,Shane Vereen,# 34,HB,16,NYG,50,45,164,3.6,0,0,57.9,57.6,86.2,59.9,85,1.89,6,17,3,11,29,0,0,164,1,17,10.4,3,0 (0),66.8,53.6,52,44,253,228,1.11,1
115,Lawrence Thomas,# 44,FB,13,NYJ,98,2,1,0.5,0,0,49.3,57.5,70.6,57.2,0,0.00,0,1,0,0,0,0,0,1,0,0,0.0,0,1 (0),50.9,25.8,7,6,43,40,1.08,1
116,Darren Sproles,# 43,HB,3,PHI,17,15,61,4.1,0,0,62.0,57.4,78.8,60.0,37,2.47,2,12,3,8,6,0,0,61,0,0,0.0,4,0 (0),69.7,49.9,12,7,73,60,1.22,1
117,Zach Zenner,# 34,HB,8,DET,18,14,26,1.9,1,0,64.1,57.2,76.9,60.0,35,2.50,4,14,1,7,7,0,0,26,0,0,0.0,2,0 (0),60.6,87.0,1,0,0,19,0.00,0
118,DeAndre Washington,# 33,HB,15,OAK,66,57,153,2.7,2,2,58.2,56.9,37.4,60.4,109,1.91,12,11,5,32,22,0,0,153,0,0,0.0,9,0 (0),55.0,83.8,43,34,197,123,1.60,3
119,Samaje Perine,# 32,HB,13,WAS,198,175,603,3.4,1,2,58.8,56.4,64.1,58.3,441,2.52,14,30,13,75,96,0,0,603,4,78,12.9,22,0 (0),71.6,58.3,24,22,182,136,1.34,2
120,Roosevelt Nix,# 45,FB,17,PIT,146,3,0,0.0,1,0,55.8,55.9,69.0,64.0,0,0.00,0,1,0,0,0,0,0,0,0,0,,1,3 (0),55.5,21.9,3,2,6,36,0.17,0
120,Trey Edmunds,# 33,HB,1,NO,12,9,48,5.3,1,0,54.9,55.9,74.9,60.0,13,1.44,0,41,1,6,3,0,0,48,1,41,85.4,1,0 (0),59.9,-,0,0,0,1,0.00,0
