RANK,PLAYER,#,POS,#G,TEAM,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,PEN,RECV,PBLK,TGT,REC,YDS,RSNP,Y/RR,DRP
25,Chuba Hubbard,# 30,HB,15,CAR,112,95,467,4.9,2,1,76.6,81.8,66.4,49.3,260,2.74,18,35,10,48,45,0,0,467,4,115,24.6,23,1 (0),59.6,45.9,16,14,171,110,1.55,1
26,Gus Edwards,# 35,HB,10,BLT,132,99,472,4.8,3,1,82.7,81.5,63.5,58.4,345,3.48,19,37,13,27,70,0,0,472,5,116,24.6,34,0 (0),53.8,59.5,2,1,13,35,0.37,0
27,Eno Benjamin,# 31,HB,14,NO,106,77,313,4.1,2,0,72.2,81.3,87.9,51.0,249,3.23,17,45,5,31,39,0,0,313,4,91,29.1,14,2 (1),62.3,57.5,30,25,193,195,0.99,2
28,Benny Snell Jr.,# 24,HB,5,PIT,23,20,90,4.5,1,0,84.0,81.1,78.6,72.0,54,2.70,4,16,2,14,5,0,0,90,1,16,17.8,6,0 (0),74.2,35.6,2,2,17,13,1.31,0
29,Brian Robinson,# 08,HB,12,WAS,239,205,797,3.9,2,2,82.5,81.0,71.6,45.2,552,2.69,32,24,18,101,98,0,0,797,6,111,13.9,48,0 (0),65.2,46.9,12,9,60,83,0.72,1
30,Joe Mixon,# 28,HB,17,CIN,295,249,977,3.9,8,0,80.8,80.9,91.3,56.9,650,2.61,26,40,21,97,144,0,0,977,7,172,17.6,58,1 (0),77.0,34.9,79,68,491,335,1.47,5
31,Raheem Mostert,# 31,HB,16,MIA,213,181,892,4.9,3,1,75.7,80.7,82.6,39.2,637,3.52,39,67,27,114,61,0,0,892,9,229,25.7,44,0 (0),60.8,54.1,39,31,202,294,0.69,2
32,Cam Akers,# 03,HB,15,LA,219,188,786,4.2,7,2,80.7,80.4,64.2,58.1,523,2.78,36,42,17,88,99,0,0,786,7,160,20.4,39,0 (0),61.5,73.9,17,13,117,165,0.71,0
33,Miles Sanders,# 26,HB,20,PHI,398,294,"1,419",4.8,13,3,71.1,79.3,66.7,55.7,856,2.91,52,40,39,166,123,0,0,"1,419",13,306,21.6,69,0 (0),35.4,37.7,28,21,81,294,0.28,2
34,Kyle Juszczyk,# 44,FB,19,SF,337,8,34,4.3,1,0,62.6,79.0,77.3,57.4,24,3.00,2,9,0,0,0,0,0,34,0,0,0.0,5,1 (0),59.2,64.9,23,20,206,228,0.90,1
35,Derek Watt,# 44,FB,17,PIT,60,9,21,2.3,1,0,73.4,78.4,74.3,51.4,13,1.44,0,4,0,0,1,0,0,21,0,0,0.0,8,0 (0),69.5,73.9,5,5,11,16,0.69,0
36,Damien Harris,# 37,HB,11,NE,117,106,462,4.4,3,0,75.8,77.9,88.6,59.8,322,3.04,10,30,11,47,57,0,0,462,4,87,18.8,23,0 (0),55.7,69.2,22,17,97,96,1.01,2
37,Elijah Mitchell,# 25,HB,7,SF,81,68,332,4.9,2,0,81.7,77.8,85.0,60.5,188,2.76,10,37,9,32,34,0,0,332,3,72,21.7,19,1 (0),83.4,72.4,6,5,32,34,0.94,0
38,Alvin Kamara,# 41,HB,15,NO,285,223,896,4.0,2,4,72.7,77.7,49.9,62.4,605,2.71,34,27,20,133,77,0,0,896,6,120,13.4,40,0 (0),65.4,20.2,71,57,490,295,1.66,5
39,Dontrell Hilliard,# 40,HB,12,TEN,43,22,145,6.6,0,0,67.1,77.4,81.2,59.1,82,3.73,1,30,5,10,8,0,0,145,2,51,35.2,4,0 (0),59.3,56.7,28,21,177,130,1.36,3
39,JaMycal Hasty,# 22,HB,18,JAX,75,50,230,4.6,2,0,71.3,77.4,84.6,51.7,119,2.38,10,61,7,24,25,0,0,230,2,84,36.5,8,1 (0),64.1,71.2,28,21,133,149,0.89,3
41,Samaje Perine,# 34,HB,19,CIN,158,109,452,4.1,3,0,72.9,77.2,89.9,55.5,335,3.07,16,29,6,39,65,0,0,452,1,29,6.4,26,0 (0),62.7,73.8,57,46,322,308,1.05,2
42,Matt Breida,# 31,HB,19,NYG,121,61,251,4.1,2,0,69.5,77.1,85.1,50.5,176,2.89,11,18,5,23,26,0,0,251,3,50,19.9,15,0 (0),56.7,69.4,25,21,137,155,0.88,1
42,Khalil Herbert,# 24,HB,13,CHI,156,129,732,5.7,4,0,72.5,77.1,90.0,55.2,474,3.67,29,64,22,72,56,0,0,732,7,228,31.1,26,0 (0),46.5,54.4,11,9,57,107,0.53,2
44,Snoop Conner,# 24,HB,9,JAX,21,12,42,3.5,1,0,72.6,76.9,74.3,51.9,35,2.92,4,8,0,6,6,0,0,42,0,0,0.0,2,0 (0),52.3,78.7,0,0,0,13,0.00,0
45,James Cook,# 28,HB,18,BUF,139,106,559,5.3,3,1,73.2,76.8,68.5,52.2,302,2.85,22,33,14,49,48,0,0,559,11,247,44.2,26,1 (0),68.3,26.9,33,21,180,148,1.22,2
46,D'Onta Foreman,# 33,HB,17,CAR,222,203,913,4.5,5,1,73.1,76.5,80.2,59.1,661,3.26,34,60,21,91,109,0,0,913,12,303,33.2,45,1 (1),52.4,14.8,8,5,26,112,0.23,0
47,Breece Hall,# 20,HB,7,NYJ,94,80,463,5.8,4,1,69.8,76.4,62.9,58.6,330,4.13,16,62,15,42,34,0,0,463,8,199,43.0,19,0 (0),48.8,68.9,30,19,218,109,2.00,5
48,James Conner,# 06,HB,13,ARZ,232,183,782,4.3,7,3,69.7,76.1,54.4,54.9,515,2.81,30,23,15,84,89,0,0,782,6,116,14.8,48,1 (0),51.5,73.8,56,46,300,332,0.90,6
49,J.K. Dobbins,# 27,HB,9,BLT,121,105,582,5.5,2,0,75.7,75.6,66.8,44.8,319,3.04,19,44,19,28,72,0,0,582,10,224,38.5,29,0 (0),68.5,59.0,13,11,85,85,1.00,0
49,Jamaal Williams,# 30,HB,17,DET,275,262,"1,066",4.1,17,3,73.4,75.6,62.1,46.4,729,2.78,30,58,22,107,153,0,0,"1,066",7,201,18.9,65,1 (0),39.7,72.3,16,12,73,119,0.61,3
51,Najee Harris,# 22,HB,17,PIT,341,272,"1,038",3.8,7,3,73.5,75.2,76.0,47.5,746,2.74,55,36,20,181,84,0,0,"1,038",7,135,13.0,45,1 (0),61.9,64.4,53,41,229,297,0.77,4
52,Malik Davis,# 34,HB,9,DAL,45,38,161,4.2,1,0,80.6,75.0,81.5,60.7,78,2.05,4,23,4,20,15,0,0,161,3,63,39.1,6,0 (0),90.1,34.1,6,6,63,31,2.03,0
53,Alec Ingold,# 30,FB,18,MIA,230,6,8,1.3,1,0,58.3,74.9,76.4,57.5,5,0.83,0,2,0,0,0,0,0,8,0,0,0.0,5,1 (0),52.7,67.4,22,15,105,150,0.70,2
53,Rashaad Penny,# 20,HB,5,SEA,72,57,346,6.1,2,1,70.2,74.9,50.8,55.9,241,4.23,13,41,10,37,16,0,0,346,6,176,50.9,14,0 (0),55.6,43.9,5,4,16,73,0.22,0
55,Kyren Williams,# 23,HB,8,LA,47,35,139,4.0,0,0,67.2,74.8,81.2,42.0,100,2.86,5,17,1,22,13,0,0,139,1,17,12.2,6,0 (0),61.5,26.0,11,9,76,78,0.97,0
56,Darrel Williams,# 24,HB,5,ARZ,25,21,102,4.9,1,0,64.9,74.7,78.4,60.0,63,3.00,1,30,2,11,10,0,0,102,1,30,29.4,8,1 (0),53.2,29.6,7,4,9,58,0.16,1
57,Trayveon Williams,# 32,HB,6,CIN,14,6,30,5.0,0,0,82.3,74.6,81.1,60.0,31,5.17,0,16,1,2,4,0,0,30,1,16,53.3,1,0 (0),81.6,80.9,2,2,30,18,1.67,0
58,Jeff Wilson Jr.,# 23,HB,17,MIA,235,186,882,4.7,6,3,65.7,74.4,51.9,45.6,480,2.58,28,41,24,110,72,0,0,882,13,300,34.0,43,1 (0),48.4,40.9,40,23,198,275,0.72,2
59,Isiah Pacheco,# 10,HB,20,KC,218,207,"1,027",5.0,6,3,76.2,74.2,48.7,60.1,653,3.15,25,39,20,133,71,0,0,"1,027",10,232,22.6,45,0 (0),74.3,30.6,20,19,195,194,1.01,0
60,Zack Moss,# 21,HB,13,IND,108,93,456,4.9,1,1,71.1,74.1,64.9,60.1,283,3.04,24,43,11,49,43,0,0,456,5,124,27.2,18,0 (0),50.7,62.3,12,11,39,97,0.40,1
61,Zonovan Knight,# 27,HB,7,NYJ,104,85,300,3.5,1,2,71.8,73.3,40.6,58.7,233,2.74,29,48,7,50,35,0,0,300,3,86,28.7,14,0 (0),54.2,69.7,14,13,100,73,1.37,1
62,Jaylen Warren,# 30,HB,16,PIT,109,77,379,4.9,1,1,73.8,73.0,63.8,66.5,237,3.08,19,31,11,48,19,0,0,379,4,93,24.5,19,0 (0),79.8,43.4,32,28,214,172,1.24,2
63,Ezekiel Elliott,# 21,HB,17,DAL,295,254,929,3.7,12,0,68.3,72.9,91.2,75.4,687,2.70,33,27,17,130,112,0,0,929,8,167,18.0,57,0 (0),38.4,61.1,28,20,108,274,0.39,3
64,Travis Homer,# 25,HB,10,SEA,32,19,74,3.9,0,1,63.2,72.8,29.5,42.8,58,3.05,3,16,1,9,7,0,0,74,1,16,21.6,4,0 (0),56.3,59.2,17,16,157,98,1.60,0
65,Dalvin Cook,# 04,HB,18,MIN,308,279,"1,237",4.4,8,4,67.9,71.9,56.8,67.9,883,3.16,52,81,31,192,76,0,0,"1,237",12,344,27.8,52,1 (0),62.1,48.7,58,45,305,424,0.72,4
66,Trey Sermon,# 34,HB,2,PHI,3,2,19,9.5,0,0,71.1,71.7,65.2,60.0,12,6.00,1,14,1,2,0,0,0,19,0,0,0.0,2,0 (0),54.9,-,0,0,0,5,0.00,0
66,Anthony McFarland Jr.,# 26,HB,1,PIT,10,6,30,5.0,0,0,71.5,71.7,72.3,60.2,28,4.67,2,14,1,4,1,0,0,30,0,0,0.0,3,0 (0),65.4,-,2,2,11,11,1.00,0
68,Jonathan Taylor,# 28,HB,11,IND,215,192,861,4.5,4,3,67.6,71.5,53.6,58.3,592,3.08,42,66,21,114,73,0,0,861,7,199,23.1,39,0 (0),57.7,28.5,34,28,143,256,0.56,2
69,Craig Reynolds,# 46,HB,8,DET,34,23,102,4.4,0,0,68.9,71.1,79.2,60.1,83,3.61,8,21,3,12,11,0,0,102,2,40,39.2,4,0 (0),69.5,44.5,10,9,116,52,2.23,1
70,Antonio Gibson,# 24,HB,15,WAS,194,149,546,3.7,3,1,76.3,70.9,80.0,57.2,379,2.54,13,20,11,93,51,0,0,546,3,56,10.3,32,0 (0),80.5,75.1,57,46,353,238,1.48,3
71,Salvon Ahmed,# 26,HB,7,MIA,21,17,67,3.9,1,0,73.5,70.2,76.9,60.0,41,2.41,2,11,2,10,7,0,0,67,0,0,0.0,4,0 (0),79.9,27.0,5,4,53,33,1.61,0
71,Joshua Kelley,# 25,HB,14,LAC,89,75,303,4.0,2,0,62.2,70.2,86.4,60.0,209,2.79,12,22,6,39,35,0,0,303,2,38,12.5,16,0 (0),44.3,50.4,24,16,113,148,0.76,3
73,Jonathan Ward,# 33,HB,2,TEN,5,5,25,5.0,0,0,73.1,70.1,71.9,-,13,2.60,0,12,2,2,2,0,0,25,0,0,0.0,2,0 (0),71.5,-,3,2,7,5,1.40,0
74,Adam Prentice,# 46,FB,11,NO,84,4,9,2.3,0,1,54.0,70.0,18.2,52.8,6,1.50,0,3,0,1,1,0,0,9,0,0,0.0,3,0 (0),33.6,76.5,3,3,9,21,0.43,0
74,DeeJay Dallas,# 31,HB,15,SEA,54,41,199,4.9,0,0,64.9,70.0,89.2,78.5,120,2.93,10,27,4,26,10,0,0,199,3,60,30.2,9,0 (0),67.9,65.7,19,17,126,129,0.98,0
76,Kevin Harris,# 36,HB,5,NE,27,18,52,2.9,1,0,67.5,69.5,76.5,57.7,44,2.44,7,14,2,7,10,0,0,52,0,0,0.0,3,0 (0),51.7,80.6,0,0,0,19,0.00,0
77,Patrick Ricard,# 42,FB,18,BLT,457,7,16,2.3,0,0,71.2,68.9,75.5,88.6,15,2.14,0,5,0,1,0,0,0,16,0,0,0.0,5,5 (1),45.5,64.5,15,11,74,178,0.42,0
78,Ameer Abdullah,# 22,HB,15,LV,7,4,20,5.0,0,0,66.4,68.8,83.8,59.9,14,3.50,0,7,0,0,3,0,0,20,0,0,0.0,2,1 (0),81.1,29.8,32,25,211,134,1.57,0
78,Ronald Jones,# 02,HB,7,KC,23,18,70,3.9,1,0,69.1,68.8,76.7,60.0,38,2.11,2,13,1,12,6,0,0,70,0,0,0.0,4,0 (0),61.9,-,1,1,22,17,1.29,0
80,Raheem Blackshear,# 20,HB,11,CAR,30,23,77,3.3,3,0,70.3,68.7,85.0,59.2,55,2.39,4,16,2,9,13,0,0,77,1,16,20.8,7,0 (0),71.4,68.8,12,10,93,47,1.98,0
81,Justice Hill,# 43,HB,16,BLT,90,49,262,5.3,0,2,60.8,68.2,29.7,55.4,169,3.45,13,34,9,16,22,0,0,262,1,34,13.0,15,1 (0),52.6,54.7,14,14,68,130,0.52,0
82,David Montgomery,# 32,HB,16,CHI,288,201,801,4.0,5,2,67.9,67.9,69.0,59.8,582,2.90,46,28,17,122,77,0,0,801,3,71,8.9,42,0 (0),64.0,57.4,39,34,316,270,1.17,1
83,Leonard Fournette,# 07,HB,17,TB,219,194,680,3.5,3,0,66.4,67.6,90.9,46.8,445,2.29,15,23,14,61,128,0,0,680,3,57,8.4,40,1 (0),77.9,27.0,80,74,529,419,1.26,4
84,Kareem Hunt,# 27,HB,17,CLV,157,123,468,3.8,3,1,67.0,67.4,73.7,51.6,358,2.91,22,24,14,44,71,0,0,468,5,91,19.4,30,1 (0),66.4,54.6,41,35,210,254,0.83,2
85,Myles Gaskin,# 03,HB,2,MIA,14,10,26,2.6,0,0,66.5,67.3,74.4,60.0,34,3.40,3,10,1,7,3,0,0,26,0,0,0.0,2,0 (0),62.1,75.0,6,4,28,22,1.27,0
85,Corey Clement,# 23,HB,5,ARZ,21,15,55,3.7,1,0,63.8,67.3,76.8,56.5,39,2.60,2,12,1,13,2,0,0,55,0,0,0.0,6,0 (0),69.0,12.4,7,5,54,41,1.32,1
85,Kenneth Gainwell,# 14,HB,20,PHI,132,86,421,4.9,5,0,63.5,67.3,88.1,53.3,233,2.71,9,35,14,58,27,0,0,421,3,68,16.2,30,0 (0),58.8,46.7,37,30,224,236,0.95,3
88,D'Ernest Johnson,# 30,HB,6,CLV,10,4,17,4.3,0,0,66.1,67.1,71.7,60.0,12,3.00,1,7,0,1,3,0,0,17,0,0,0.0,1,0 (0),58.4,82.1,3,3,7,19,0.37,0
89,Justin Jackson,# 42,HB,13,DET,58,42,170,4.0,1,0,58.6,66.9,86.6,58.5,133,3.17,3,27,6,32,10,0,0,170,2,42,24.7,8,1 (0),47.0,65.5,17,12,101,100,1.01,4
90,C.J. Ham,# 30,FB,18,MIN,100,4,7,1.8,2,0,59.8,66.6,73.4,43.7,5,1.25,0,3,0,0,0,0,0,7,0,0,0.0,3,0 (0),77.7,54.7,12,10,86,47,1.83,0
91,Rachaad White,# 29,HB,18,TB,164,136,519,3.8,1,2,68.2,66.5,49.3,68.6,325,2.39,16,35,9,37,95,0,0,519,4,100,19.3,30,0 (0),71.6,48.9,60,54,326,291,1.12,2
92,Jonathan Williams,# 41,HB,8,WAS,38,37,152,4.1,0,0,62.0,66.4,81.6,60.0,113,3.05,11,23,3,20,16,0,0,152,2,41,27.0,6,0 (0),50.3,81.6,10,7,40,52,0.77,1
92,Mark Ingram II,# 22,HB,10,NO,79,62,233,3.8,1,2,63.3,66.4,29.7,65.4,166,2.68,14,14,4,40,19,0,0,233,0,0,0.0,12,1 (0),54.4,59.0,16,16,68,86,0.79,0
94,Clyde Edwards-Helaire,# 25,HB,10,KC,79,71,302,4.3,3,0,68.3,65.9,86.1,59.8,222,3.13,11,52,5,39,29,0,0,302,4,106,35.1,15,0 (0),72.7,43.7,22,17,151,124,1.22,1
95,Boston Scott,# 35,HB,18,PHI,107,69,278,4.0,5,0,62.3,65.8,87.6,53.2,185,2.68,8,21,8,41,26,0,0,278,3,56,20.1,16,0 (0),52.5,60.8,7,6,24,102,0.24,0
96,Zamir White,# 35,HB,12,LV,25,17,70,4.1,0,0,65.8,65.5,77.1,60.0,56,3.29,2,22,3,5,9,0,0,70,2,39,55.7,4,0 (0),53.8,77.4,0,0,0,12,0.00,0
97,Spencer Brown,# 41,HB,2,CAR,9,9,43,4.8,0,0,57.6,65.3,73.4,-,21,2.33,0,7,0,5,4,0,0,43,0,0,0.0,1,0 (0),42.0,43.6,4,2,10,18,0.56,1
98,Dwayne Washington,# 24,HB,10,NO,28,11,38,3.5,0,0,64.2,64.6,76.4,62.4,33,3.00,2,8,0,8,3,0,0,38,0,0,0.0,2,0 (0),57.0,65.8,1,1,7,11,0.64,0
98,Phillip Lindsay,# 30,HB,3,IND,21,15,49,3.3,0,0,64.3,64.6,77.2,60.0,39,2.60,1,15,1,9,6,0,0,49,1,15,30.6,1,0 (0),60.3,68.8,7,6,19,31,0.61,0
98,Gary Brightwell,# 23,HB,12,NYG,39,32,150,4.7,1,0,67.7,64.6,65.7,77.1,79,2.47,6,25,7,18,10,0,0,150,3,57,38.0,10,0 (0),63.4,78.1,7,5,39,49,0.80,0
98,Sony Michel,# 20,HB,10,LAC,41,36,106,2.9,0,0,58.5,64.6,81.4,60.0,93,2.58,4,12,1,18,17,0,0,106,0,0,0.0,8,1 (0),45.5,72.7,13,9,53,61,0.87,2
102,Godwin Igwebuike,# 38,HB,2,SEA,4,3,4,1.3,0,0,66.4,64.3,79.6,59.9,4,1.33,0,4,0,3,0,0,0,4,0,0,0.0,0,0 (0),65.4,-,1,1,3,1,3.00,0
102,Javonte Williams,# 33,HB,4,DEN,54,47,204,4.3,0,1,64.5,64.3,49.7,60.0,164,3.49,16,17,7,27,19,0,0,204,3,50,24.5,9,1 (0),68.0,60.3,21,16,76,69,1.10,1
104,Zander Horvath,# 40,FB,15,LAC,67,4,8,2.0,0,0,55.1,64.1,71.6,60.1,4,1.00,0,3,0,0,0,0,0,8,0,0,0.0,2,0 (0),46.9,40.7,7,5,8,32,0.25,0
105,Kylin Hill,# 32,HB,1,GB,1,1,7,7.0,0,0,65.1,62.9,61.9,-,3,3.00,1,7,0,1,0,0,0,7,0,0,0.0,1,0 (0),-,-,0,0,0,0,,0
105,Hassan Haskins,# 25,HB,14,TEN,37,25,93,3.7,0,0,59.2,62.9,84.2,58.8,75,3.00,3,12,1,16,9,0,0,93,0,0,0.0,5,0 (0),54.7,52.3,12,11,57,81,0.70,1
107,Chase Edmonds,# 19,HB,13,DEN,91,68,245,3.6,2,0,50.8,62.7,85.7,68.5,152,2.24,7,28,5,44,21,0,0,245,3,76,31.0,8,1 (0),36.1,29.3,23,16,157,163,0.96,5
107,Michael Carter,# 32,HB,16,NYJ,164,114,402,3.5,3,2,61.3,62.7,72.7,59.4,308,2.70,26,25,7,66,44,0,0,402,6,123,30.6,14,1 (0),65.4,30.2,47,41,288,267,1.08,1
109,Keith Smith,# 40,FB,17,ATL,183,1,2,2.0,0,0,53.8,62.4,70.5,53.2,2,2.00,0,2,0,0,0,0,0,2,0,0,0.0,1,0 (0),51.5,56.0,2,1,8,36,0.22,0
109,Jordan Wilkins,# 29,HB,4,IND,14,13,58,4.5,0,0,59.1,62.4,76.0,60.0,22,1.69,4,9,0,6,7,0,0,58,0,0,0.0,2,0 (0),52.2,59.5,8,6,29,21,1.38,1
109,Avery Williams,# 35,HB,15,ATL,51,22,109,5.0,1,0,61.1,62.4,65.6,58.4,52,2.36,4,21,4,16,5,0,0,109,1,21,19.3,6,0 (0),66.5,22.4,14,13,61,67,0.91,0
112,Darrell Henderson,# 25,HB,10,JAX,88,70,283,4.0,3,0,57.7,62.3,86.1,56.9,182,2.60,8,23,5,49,19,0,0,283,3,57,20.1,14,0 (0),49.6,61.7,21,17,102,200,0.51,0
113,Jaret Patterson,# 32,HB,1,WAS,21,17,78,4.6,0,0,60.9,61.4,78.1,59.9,41,2.41,3,14,2,11,6,0,0,78,0,0,0.0,3,0 (0),56.5,-,1,0,0,10,0.00,0
114,Duke Johnson Jr.,# 22,HB,1,BUF,2,2,4,2.0,0,0,61.1,60.7,74.5,-,4,2.00,0,4,0,1,1,0,0,4,0,0,0.0,1,0 (0),58.2,71.3,0,0,0,2,0.00,0
115,Tony Jones Jr.,# 32,HB,4,SEA,10,10,24,2.4,0,0,50.8,60.5,74.7,30.7,19,1.90,1,7,0,7,2,0,0,24,0,0,0.0,3,0 (0),38.6,66.1,7,5,30,40,0.75,1
116,Patrick Taylor,# 27,HB,5,GB,20,10,31,3.1,0,0,61.6,60.2,73.6,60.0,20,2.00,0,6,0,6,4,0,0,31,0,0,0.0,2,0 (0),74.9,24.2,1,1,17,11,1.55,0
116,Dare Ogunbowale,# 33,HB,14,HST,54,42,123,2.9,1,0,65.0,60.2,83.8,55.1,89,2.12,7,11,1,17,25,0,0,123,0,0,0.0,10,0 (0),67.8,89.6,24,20,104,100,1.04,0
118,Jason Cabinda,# 45,FB,8,DET,64,1,4,4.0,0,0,48.5,60.1,64.6,58.3,2,2.00,0,4,0,0,0,0,0,4,0,0,0.0,1,1 (0),39.5,52.1,3,1,5,23,0.22,1
118,Deon Jackson,# 35,HB,13,IND,75,68,236,3.5,1,1,62.9,60.1,61.2,59.4,159,2.34,8,17,6,35,30,0,0,236,2,33,14.0,13,0 (0),69.3,53.1,34,30,209,143,1.46,1
120,Kenyan Drake,# 17,HB,12,BLT,156,109,482,4.4,4,1,53.1,59.7,69.3,41.5,295,2.71,8,40,11,30,77,0,0,482,8,201,41.7,21,0 (0),46.2,45.1,24,17,89,162,0.55,5
