RANK,PLAYER,#,POS,#G,TEAM,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,PEN,RECV,PBLK,TGT,REC,YDS,RSNP,Y/RR,DRP
122,Beanie Wells,# 26,HB,8,ARZ,94,88,234,2.7,5,1,57.6,59.6,61.8,60.1,120,1.36,6,31,3,0,0,0,0,234,1,31,13.2,11,0 (0),57.1,35.0,1,1,24,32,0.75,0
123,Owen Schmitt,# 44,FB,13,OAK,62,2,1,0.5,0,0,65.1,59.5,65.2,68.6,1,0.50,0,2,0,0,0,0,0,1,0,0,0.0,1,1 (0),50.9,61.7,0,0,0,19,0.00,0
124,Daniel Thomas,# 33,HB,12,MIA,113,91,325,3.6,4,3,56.5,58.7,28.1,57.4,212,2.33,9,20,2,0,0,0,0,325,2,40,12.3,15,0 (0),50.7,57.5,21,15,156,132,1.18,2
125,Jordan Todman,# 30,HB,1,JAX,4,3,8,2.7,0,0,59.0,58.6,68.2,60.0,4,1.33,0,6,0,0,0,0,0,8,0,0,0.0,0,0 (0),61.5,-,1,1,0,3,0.00,0
125,Ryan Williams,# 34,HB,5,ARZ,64,58,164,2.8,0,2,59.8,58.6,26.9,60.0,136,2.34,9,25,5,0,0,0,0,164,2,45,27.4,7,0 (0),58.1,69.1,10,7,44,38,1.16,1
127,Cedric Benson,# 32,HB,5,GB,84,71,248,3.5,1,1,61.5,58.3,59.3,58.6,156,2.20,7,11,1,0,0,0,0,248,0,0,0.0,10,0 (0),65.0,83.6,15,14,97,84,1.15,1
128,Darren McFadden,# 20,HB,12,OAK,237,216,709,3.3,2,2,52.7,58.1,71.1,60.4,418,1.94,16,64,12,0,0,0,0,709,9,233,32.9,33,1 (0),39.0,54.9,58,42,258,258,1.00,8
129,Phillip Tanner,# 34,HB,7,DAL,25,25,61,2.4,0,0,58.1,57.9,78.9,-,36,1.44,6,9,0,0,0,0,0,61,0,0,0.0,3,0 (0),49.2,74.3,5,4,41,36,1.14,1
130,Dorin Dickerson,# 42,FB,9,BUF,33,1,-8,-8.0,0,1,54.6,57.7,19.9,63.1,-2,-2.00,0,-8,0,0,0,0,0,-8,0,0,0.0,0,0 (0),53.9,71.9,15,9,117,61,1.92,2
131,Roy Helu,# 29,HB,3,WAS,5,2,2,1.0,0,0,62.5,57.6,71.1,60.0,2,1.00,0,1,0,0,0,0,0,2,0,0,0.0,0,1 (0),66.7,77.9,7,7,45,31,1.45,0
132,Armond Smith,# 36,HB,3,CAR,8,3,0,0.0,0,0,55.0,57.4,67.2,58.0,4,1.33,0,3,0,0,0,0,0,0,0,0,,0,0 (0),-,-,0,0,0,0,,0
132,Felix Jones,# 28,HB,16,DAL,128,111,402,3.6,3,1,60.3,57.4,71.0,57.1,232,2.09,5,22,7,0,0,0,0,402,3,52,12.9,23,0 (0),63.3,75.9,34,25,262,162,1.62,2
134,John Kuhn,# 30,FB,16,GB,159,25,62,2.5,2,0,62.1,57.2,80.5,56.0,33,1.32,0,9,0,0,0,0,0,62,0,0,0.0,4,2 (0),58.2,83.4,21,17,163,160,1.02,1
135,Matt Asiata,# 48,FB,9,MIN,17,3,9,3.0,0,0,56.4,56.9,69.0,54.9,5,1.67,0,5,0,0,0,0,0,9,0,0,0.0,0,0 (0),66.9,69.6,1,1,2,2,1.00,0
136,Darius Reynaud,# 25,HB,14,TEN,22,16,33,2.1,0,0,59.1,56.3,77.1,58.8,28,1.75,3,11,1,0,0,0,0,33,0,0,0.0,1,0 (0),59.0,81.3,8,5,35,53,0.66,0
136,Rashad Jennings,# 23,HB,10,JAX,116,101,283,2.8,2,3,59.6,56.3,29.7,59.0,195,1.93,6,21,3,0,0,0,0,283,1,21,7.4,16,0 (0),64.7,67.0,23,19,130,119,1.09,2
138,Jalen Parmele,# 34,HB,10,JAX,50,40,143,3.6,0,0,56.5,56.2,81.8,51.7,86,2.15,6,28,4,0,0,0,0,143,2,44,30.8,8,0 (0),52.3,76.9,9,7,60,65,0.92,1
139,Kahlil Bell,# 32,HB,6,CHI,36,29,76,2.6,0,1,47.8,56.0,28.8,58.2,62,2.14,3,18,2,0,0,0,0,76,1,18,23.7,4,2 (1),28.7,64.1,2,2,13,11,1.18,0
140,Montario Hardesty,# 20,HB,11,CLV,72,65,271,4.2,1,2,52.5,55.4,28.4,58.0,136,2.09,3,25,7,0,0,0,0,271,3,60,22.1,12,0 (0),44.4,57.9,4,2,16,62,0.26,1
141,Keiland Williams,# 25,HB,3,WAS,2,2,3,1.5,0,0,53.7,54.8,67.8,-,3,1.50,0,2,0,0,0,0,0,3,0,0,0.0,0,0 (0),52.4,76.2,2,2,9,22,0.41,0
141,Baron Batch,# 20,HB,8,PIT,27,25,49,2.0,1,0,57.4,54.8,78.9,60.0,45,1.80,1,10,1,0,0,0,0,49,0,0,0.0,4,0 (0),51.3,84.5,6,4,31,44,0.70,1
143,Henry Hynoski,# 45,FB,16,NYG,246,5,20,4.0,0,0,75.8,54.4,74.1,76.9,11,2.20,0,5,0,0,0,0,0,20,0,0,0.0,0,0 (0),55.9,85.2,15,11,50,117,0.43,1
144,Lex Hilliard,# 36,FB,14,NYJ,194,9,33,3.7,0,0,41.4,53.9,74.0,52.4,16,1.78,1,9,0,0,0,0,0,33,0,0,0.0,5,0 (0),30.0,41.9,7,3,24,46,0.52,3
145,Le'Ron McClain,# 33,FB,16,SD,238,14,42,3.0,0,0,56.1,53.2,76.7,54.6,27,1.93,0,17,1,0,0,0,0,42,1,17,40.5,2,0 (0),58.0,84.5,8,8,29,63,0.46,0
146,Kregg Lumpkin,# 38,HB,5,NYG,9,9,42,4.7,0,1,46.2,52.6,20.9,-,30,3.33,1,22,1,0,0,0,0,42,1,22,52.4,3,0 (0),35.8,60.8,1,0,0,15,0.00,1
147,Jackie Battle,# 44,HB,14,SD,110,95,311,3.3,3,0,58.2,51.4,87.9,57.1,208,2.19,7,52,7,0,0,0,0,311,4,104,33.4,19,0 (0),90.2,79.2,15,15,108,36,3.00,0
148,Toby Gerhart,# 32,HB,17,MIN,66,50,169,3.4,1,2,55.4,51.0,28.4,65.2,95,1.90,3,22,3,0,0,0,0,169,1,22,13.0,10,0 (0),60.0,62.3,25,20,155,127,1.22,2
149,Mewelde Moore,# 37,HB,10,IND,18,16,31,1.9,0,1,56.0,49.3,25.8,76.7,14,0.88,1,6,0,0,0,0,0,31,0,0,0.0,1,2 (1),59.7,65.2,8,6,77,76,1.01,2
149,Rashard Mendenhall,# 34,HB,6,PIT,56,51,182,3.6,0,3,54.2,49.3,23.2,60.0,122,2.39,6,20,4,0,0,0,0,182,2,37,20.3,8,0 (0),77.4,76.2,9,9,62,42,1.48,0
151,Curtis Brinkley,# 36,HB,6,SD,48,39,115,2.9,0,1,56.5,47.8,45.2,60.6,76,1.95,3,13,3,0,0,0,0,115,0,0,0.0,8,0 (0),78.8,80.5,12,12,77,45,1.71,0
152,Jorvorskie Lane,# 41,FB,16,MIA,220,13,13,1.0,2,2,55.9,45.2,19.7,65.2,10,0.77,0,4,0,0,0,0,0,13,0,0,0.0,5,2 (1),57.7,64.1,12,11,79,63,1.25,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
