RANK,PLAYER,#,POS,#G,TEAM,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,PEN,RECV,PBLK,TGT,REC,YDS,RSNP,Y/RR,DRP
38,Zack Moss,# 20,HB,14,BUF,170,119,502,4.2,4,0,73.0,75.8,89.6,49.3,340,2.86,22,31,12,72,44,0,0,502,4,104,20.7,30,1 (0),61.0,78.9,21,18,121,182,0.66,0
40,Miles Sanders,# 26,HB,12,PHI,220,164,867,5.3,6,4,63.0,75.3,34.4,55.3,555,3.38,29,82,16,110,48,0,0,867,6,290,33.4,38,0 (0),33.9,50.1,50,28,197,295,0.67,8
41,Dontrell Hilliard,# 22,HB,2,HST,9,9,48,5.3,0,0,71.3,75.2,77.6,-,29,3.22,2,19,2,5,4,0,0,48,1,19,39.6,3,0 (0),53.7,-,1,1,2,13,0.15,0
41,Rodney Smith,# 35,HB,7,CAR,45,41,156,3.8,1,1,70.1,75.2,42.0,75.3,99,2.41,3,13,3,22,19,0,0,156,0,0,0.0,14,0 (0),52.8,50.9,10,9,59,71,0.83,1
43,Kareem Hunt,# 27,HB,18,CLV,237,212,921,4.3,9,2,74.4,75.1,70.7,69.4,673,3.17,36,33,33,90,119,0,0,921,7,151,16.4,49,0 (0),64.4,60.6,52,40,319,279,1.14,5
44,Chris Carson,# 32,HB,13,SEA,181,157,758,4.8,5,1,77.3,75.0,77.9,60.6,492,3.13,29,29,22,122,33,0,0,758,6,129,17.0,46,0 (0),80.1,34.0,47,38,292,228,1.28,3
45,Christian McCaffrey,# 22,HB,3,CAR,69,59,225,3.8,5,0,75.6,74.9,85.1,34.4,155,2.63,12,15,4,27,32,0,0,225,1,15,6.7,14,0 (0),75.9,53.3,19,17,149,83,1.80,0
46,Austin Ekeler,# 30,HB,10,LAC,131,116,530,4.6,1,1,77.0,74.8,73.6,58.3,364,3.14,22,27,15,58,42,0,0,530,3,65,12.3,25,0 (0),81.5,42.3,60,54,403,235,1.71,1
47,Jerick McKinnon,# 28,HB,15,SF,98,81,319,3.9,5,0,73.7,74.7,89.3,59.5,185,2.28,14,55,9,49,26,0,0,319,5,121,37.9,16,0 (0),76.9,34.8,45,33,253,213,1.19,2
48,Rex Burkhead,# 34,HB,10,NE,103,67,274,4.1,3,0,78.2,74.3,86.1,70.8,168,2.51,12,18,6,22,43,0,0,274,3,50,18.2,18,0 (0),81.1,70.2,30,25,192,123,1.56,1
49,Alex Collins,# 41,HB,3,SEA,20,18,77,4.3,2,0,66.3,73.9,76.7,60.0,59,3.28,3,13,1,14,4,0,0,77,0,0,0.0,5,0 (0),52.7,14.9,2,1,4,26,0.15,0
49,Jeff Wilson Jr.,# 30,HB,11,SF,145,126,600,4.8,7,2,69.1,73.9,52.3,71.6,398,3.16,13,34,17,75,51,0,0,600,8,166,27.7,31,0 (0),48.9,44.8,24,13,133,133,1.00,4
51,Troymaine Pope,# 35,HB,5,LAC,20,15,76,5.1,0,0,62.4,73.7,77.4,60.0,36,2.40,1,26,2,10,3,0,0,76,1,26,34.2,3,0 (0),44.6,35.8,10,8,42,33,1.27,2
52,Devin Singletary,# 26,HB,19,BUF,227,172,750,4.4,2,1,66.0,73.6,79.5,64.4,545,3.17,38,51,23,97,64,0,0,750,9,197,26.3,43,3 (1),53.1,57.5,56,46,313,405,0.77,6
53,James Conner,# 30,HB,14,PIT,200,180,758,4.2,7,2,69.4,73.4,66.4,64.4,504,2.80,37,59,19,75,90,0,0,758,9,226,29.8,44,0 (0),54.9,64.7,46,40,245,313,0.78,4
54,Nyheim Miller-Hines,# 21,HB,17,IND,108,95,455,4.8,3,0,82.4,73.3,90.9,42.8,277,2.92,20,33,19,54,32,0,0,455,5,136,29.9,26,1 (0),91.7,28.9,78,65,490,284,1.73,3
54,Mike Davis,# 28,HB,15,CAR,203,165,642,3.9,6,1,75.1,73.3,79.5,86.6,489,2.96,43,25,14,73,89,0,0,642,5,96,15.0,38,0 (0),73.2,52.4,67,59,373,303,1.23,3
56,Le'Veon Bell,# 26,HB,12,KC,91,84,334,4.0,2,1,72.6,73.2,87.0,77.2,252,3.00,14,16,10,53,30,0,0,322,3,48,14.4,22,2 (0),68.7,47.0,21,16,138,160,0.86,1
57,Darrel Williams,# 31,HB,19,KC,94,67,304,4.5,2,0,65.3,73.1,86.0,60.4,181,2.70,7,16,11,48,18,0,0,304,1,16,5.3,23,0 (0),55.6,41.8,37,25,151,252,0.60,3
58,Kalen Ballage,# 31,HB,11,LAC,109,91,303,3.3,3,1,62.7,73.0,67.1,43.2,224,2.46,14,17,4,49,38,0,0,303,1,17,5.6,25,0 (0),53.5,21.4,36,29,166,143,1.16,3
59,David Johnson,# 31,HB,12,HST,164,147,691,4.7,6,2,62.9,72.8,60.3,54.3,383,2.61,22,48,18,98,49,0,0,691,10,248,35.9,38,0 (0),45.5,51.5,46,33,314,333,0.94,4
60,Royce Freeman,# 28,HB,15,DEN,45,35,170,4.9,0,0,66.4,72.6,81.5,60.0,100,2.86,4,23,5,19,15,0,0,170,2,43,25.3,10,0 (0),67.6,36.7,13,12,81,83,0.98,0
61,Carlos Hyde,# 30,HB,11,SEA,97,85,361,4.2,4,1,67.1,72.4,87.2,59.6,254,2.99,14,50,9,53,28,0,0,361,8,169,46.8,21,0 (0),58.0,32.1,20,16,93,132,0.70,1
62,Bo Scarbrough,# 40,HB,1,SEA,6,6,31,5.2,0,0,73.0,71.7,70.6,-,16,2.67,1,12,1,3,3,0,0,31,0,0,0.0,1,0 (0),56.5,73.6,0,0,0,4,0.00,0
63,Devontae Booker,# 23,HB,16,LV,106,93,423,4.5,3,1,68.7,71.5,65.6,46.7,249,2.68,10,43,8,58,35,0,0,423,6,142,33.6,20,0 (0),58.0,64.0,21,17,84,105,0.80,1
64,Tony Jones Jr.,# 37,HB,1,NO,3,3,13,4.3,0,0,72.6,70.9,67.2,-,8,2.67,1,6,0,0,2,0,0,13,0,0,0.0,1,0 (0),58.2,-,0,0,0,2,0.00,0
64,Leonard Fournette,# 28,HB,17,TB,191,161,667,4.1,9,0,65.5,70.9,90.6,61.1,441,2.74,23,46,11,54,102,0,0,667,7,176,26.4,35,0 (0),58.9,28.4,67,54,381,318,1.20,7
66,Myles Gaskin,# 37,HB,10,MIA,165,142,584,4.1,3,2,74.5,70.5,61.2,59.9,360,2.54,31,26,12,67,67,0,0,584,5,101,17.3,27,0 (0),75.4,71.9,47,41,388,208,1.87,3
67,DeeJay Dallas,# 31,HB,8,SEA,41,34,108,3.2,2,0,72.1,70.4,81.6,60.0,92,2.71,6,13,2,25,6,0,0,108,0,0,0.0,9,0 (0),83.3,24.4,20,17,111,85,1.31,1
68,Ty Johnson,# 25,HB,11,NYJ,58,54,254,4.7,1,0,69.1,70.0,85.0,59.5,122,2.26,4,34,4,45,9,0,0,254,2,50,19.7,11,0 (0),66.2,50.4,21,16,99,100,0.99,0
69,Anthony Sherman,# 42,FB,15,KC,57,3,8,2.7,0,0,66.1,69.9,68.2,62.9,8,2.67,0,6,0,0,0,0,0,8,0,0,0.0,2,0 (0),48.6,78.2,2,1,5,13,0.38,1
69,Ke'Shawn Vaughn,# 30,HB,8,TB,50,31,130,4.2,0,2,55.0,69.9,23.0,60.0,87,2.81,4,19,4,9,21,0,0,130,1,19,14.6,5,0 (0),26.3,84.3,10,5,34,51,0.67,3
71,Ezekiel Elliott,# 21,HB,15,DAL,290,244,979,4.0,6,6,65.3,69.8,31.3,62.2,688,2.82,43,31,22,159,76,0,0,979,5,114,11.6,62,0 (0),49.1,64.1,68,52,338,387,0.87,8
72,D'Ernest Johnson,# 30,HB,12,CLV,48,33,166,5.0,0,1,65.2,69.4,54.0,60.8,99,3.00,5,28,4,17,15,0,0,166,3,77,46.4,7,0 (0),41.0,63.6,4,3,14,29,0.48,1
72,D'Andre Swift,# 32,HB,13,DET,125,114,521,4.6,8,3,69.4,69.4,56.4,59.3,275,2.41,17,54,13,56,50,0,0,521,6,139,26.7,31,0 (0),69.4,44.9,56,46,357,226,1.58,4
74,Marlon Mack,# 25,HB,1,IND,4,4,26,6.5,0,0,72.6,69.3,70.6,-,10,2.50,1,18,1,3,1,0,0,26,1,18,69.2,2,0 (0),76.2,-,3,3,30,7,4.29,0
74,Tyler Ervin,# 32,HB,8,GB,63,13,67,5.2,0,0,65.9,69.3,84.2,64.7,26,2.00,1,21,2,9,1,0,0,67,1,21,31.3,4,0 (0),62.0,-,13,11,84,71,1.18,1
76,Gabe Nabers,# 40,FB,16,LAC,91,2,7,3.5,0,0,56.8,68.7,70.0,50.4,5,2.50,0,4,0,0,0,0,0,7,0,0,0.0,1,0 (0),56.4,82.9,7,5,25,31,0.81,1
77,J.J. Taylor,# 42,HB,6,NE,29,23,110,4.8,0,0,61.2,68.3,79.8,60.0,67,2.91,3,28,2,7,13,0,0,110,1,28,25.5,5,0 (0),33.5,34.4,2,1,4,14,0.29,1
78,Boston Scott,# 35,HB,16,PHI,108,80,374,4.7,1,1,68.2,68.2,52.2,68.6,242,3.03,14,56,9,48,28,0,0,374,4,112,29.9,16,0 (0),68.1,51.7,31,25,212,211,1.00,0
79,Trenton Cannon,# 36,HB,12,CAR,18,10,33,3.3,0,0,65.0,68.1,79.2,57.5,29,2.90,4,13,2,5,4,0,0,33,0,0,0.0,2,0 (0),58.6,72.4,3,3,16,24,0.67,0
80,Jordan Wilkins,# 20,HB,13,IND,104,84,308,3.7,1,0,67.8,67.8,87.2,57.9,245,2.92,20,22,7,53,30,0,0,308,3,56,18.2,17,0 (0),62.4,52.1,15,12,105,67,1.57,1
81,Cordarrelle Patterson,# 84,HB,16,CHI,82,65,234,3.6,1,0,69.6,67.7,89.9,55.7,192,2.95,12,13,6,49,13,0,0,234,0,0,0.0,12,0 (0),69.0,-,25,21,132,124,1.06,1
82,Ty Montgomery,# 88,HB,6,NO,40,23,115,5.0,0,0,62.0,67.4,79.5,60.7,69,3.00,5,36,3,14,8,0,0,115,1,36,31.3,5,0 (0),48.1,77.6,7,4,40,36,1.11,1
83,Malcolm Brown,# 34,HB,18,LA,132,110,449,4.1,5,1,57.8,67.2,69.9,57.8,243,2.21,17,19,12,72,38,0,0,449,1,19,4.2,30,1 (0),47.8,40.1,34,25,175,284,0.62,2
84,Tarik Cohen,# 29,HB,3,CHI,18,14,74,5.3,0,0,62.6,66.8,78.1,60.0,32,2.29,0,17,2,10,2,0,0,74,2,33,44.6,3,1 (0),55.6,83.4,9,6,41,54,0.76,1
85,Alfred Morris,# 41,HB,9,NYG,66,55,238,4.3,1,0,69.1,66.7,83.6,61.0,142,2.58,5,20,8,10,42,0,0,238,2,39,16.4,13,0 (0),63.8,84.4,4,3,19,32,0.59,0
86,Ito Smith,# 25,HB,14,ATL,70,63,268,4.3,1,1,59.0,66.4,57.5,60.0,119,1.89,5,24,4,43,19,0,0,268,2,39,14.6,8,0 (0),43.0,57.2,21,17,75,139,0.54,1
87,Senorise Perry,# 20,HB,3,TEN,3,2,9,4.5,0,0,71.2,65.9,65.2,60.0,7,3.50,0,6,0,2,0,0,0,9,0,0,0.0,1,0 (0),-,63.8,0,0,0,0,,0
87,Corey Clement,# 30,HB,13,PHI,37,21,75,3.6,1,0,56.4,65.9,78.8,45.6,44,2.10,0,7,0,8,12,0,0,75,0,0,0.0,3,0 (0),56.7,17.5,6,5,25,53,0.47,1
89,Trayveon Williams,# 32,HB,6,CIN,30,26,157,6.0,0,1,67.2,65.8,28.7,60.0,126,4.85,7,55,2,19,5,0,0,157,2,72,45.9,5,0 (0),65.1,69.7,5,5,30,20,1.50,0
90,T.J. Yeldon,# 22,HB,5,BUF,24,15,89,5.9,0,1,62.4,65.6,25.2,59.1,57,3.80,3,34,1,8,4,0,0,89,1,34,38.2,6,0 (0),56.0,66.6,7,5,63,48,1.31,1
91,Ameer Abdullah,# 31,HB,12,MIN,10,8,42,5.3,0,0,66.1,65.5,80.7,60.1,22,2.75,1,13,1,5,2,0,0,42,0,0,0.0,4,0 (0),71.9,14.6,8,8,58,52,1.12,0
91,Buddy Howell,# 38,HB,7,HST,27,16,64,4.0,0,0,63.4,65.5,76.0,60.3,38,2.38,1,9,0,12,4,0,0,64,0,0,0.0,2,0 (0),52.6,73.4,2,1,3,19,0.16,0
93,DeAndre Washington,# 31,HB,4,MIA,38,31,91,2.9,0,0,63.6,65.4,80.2,60.0,65,2.10,5,16,1,17,14,0,0,91,1,16,17.6,2,0 (0),55.8,62.9,9,5,30,33,0.91,1
94,Kenyan Drake,# 41,HB,15,ARZ,297,239,955,4.0,10,3,60.9,65.3,60.1,51.2,595,2.49,31,69,25,109,118,0,0,955,9,240,25.1,59,2 (0),47.0,60.0,29,25,137,251,0.55,3
95,Brian Hill,# 23,HB,16,ATL,113,100,465,4.7,1,2,57.9,65.2,48.2,59.9,295,2.95,20,62,9,64,30,0,0,465,4,136,29.2,18,1 (1),39.4,43.5,28,25,199,165,1.21,3
96,Matt Breida,# 22,HB,10,MIA,72,59,254,4.3,0,2,67.0,65.1,28.4,58.2,142,2.41,6,24,5,34,22,0,0,254,1,24,9.4,12,0 (0),70.6,55.0,9,9,96,63,1.52,0
97,D'Onta Foreman,# 45,HB,5,TEN,22,22,95,4.3,0,0,66.6,64.9,77.8,-,87,3.95,4,15,3,20,2,0,0,95,1,15,15.8,6,0 (0),61.5,78.4,1,1,5,4,1.25,0
98,Jeremy McNichols,# 28,HB,17,TEN,55,48,208,4.3,1,0,58.1,64.5,83.5,57.0,142,2.96,7,20,6,35,13,0,0,208,5,86,41.3,8,0 (0),44.9,60.1,15,12,55,154,0.36,1
99,Jalen Richard,# 30,HB,13,LV,29,22,123,5.6,1,1,57.8,63.9,42.9,29.0,95,4.32,5,20,3,10,11,0,0,123,2,38,30.9,7,1 (0),52.4,66.9,22,19,138,123,1.12,2
100,Joe Mixon,# 28,HB,6,CIN,135,119,428,3.6,3,1,65.3,63.5,71.0,59.0,303,2.55,14,34,6,76,43,0,0,428,3,78,18.2,20,0 (0),66.5,60.6,23,21,138,128,1.08,1
101,Dare Ogunbowale,# 33,HB,10,JAX,38,32,145,4.5,0,0,58.8,62.8,80.9,64.8,101,3.16,7,25,5,20,10,0,0,145,2,42,29.0,6,1 (0),55.1,52.0,19,10,54,121,0.45,1
102,Rico Dowdle,# 34,HB,4,DAL,9,7,24,3.4,0,0,61.6,62.7,74.7,60.0,18,2.57,1,7,0,3,4,0,0,24,0,0,0.0,1,0 (0),55.7,68.8,0,0,0,3,0.00,0
103,Dexter Williams,# 22,HB,2,GB,5,2,8,4.0,0,0,66.6,62.6,65.2,60.0,5,2.50,1,5,0,2,0,0,0,8,0,0,0.0,0,0 (0),-,77.2,0,0,0,0,,0
103,Alec Ingold,# 45,FB,16,LV,139,3,4,1.3,0,0,64.0,62.6,73.5,64.7,5,1.67,0,3,0,0,0,0,0,4,0,0,0.0,2,0 (0),62.4,38.5,16,12,110,76,1.45,2
103,Chase Edmonds,# 29,HB,16,ARZ,148,97,448,4.6,1,2,69.2,62.6,58.0,47.5,256,2.64,13,32,11,56,33,0,0,448,5,122,27.2,22,0 (0),77.0,49.3,65,53,402,305,1.32,1
103,Giovani Bernard,# 25,HB,16,CIN,157,124,416,3.4,3,1,63.4,62.6,74.8,68.7,291,2.35,17,15,9,90,28,0,0,416,1,15,3.6,23,0 (0),59.4,73.0,58,47,355,276,1.29,4
107,Saquon Barkley,# 26,HB,2,NYG,19,19,34,1.8,0,0,60.3,62.3,77.5,60.0,42,2.21,3,18,1,8,10,0,0,34,1,18,52.9,1,0 (0),62.8,27.0,9,6,60,35,1.71,1
108,Qadree Ollison,# 30,HB,2,ATL,2,1,3,3.0,0,0,37.5,61.6,61.9,60.0,2,2.00,0,3,0,1,0,0,0,3,0,0,0.0,1,0 (0),53.4,0.0,0,0,0,7,0.00,0
108,Peyton Barber,# 34,HB,16,WAS,126,94,258,2.7,4,0,58.3,61.6,87.3,57.2,155,1.65,7,15,5,38,54,0,0,258,1,15,5.8,26,0 (0),42.0,54.3,8,4,12,51,0.24,2
110,Kerryon Johnson,# 33,HB,16,DET,62,52,181,3.5,2,1,61.6,61.1,53.1,58.8,129,2.48,5,14,1,33,17,0,0,181,0,0,0.0,9,0 (0),51.7,84.8,25,19,187,159,1.18,3
111,Adrian Peterson,# 28,HB,16,DET,169,155,608,3.9,7,0,59.6,60.8,90.3,60.0,396,2.55,19,38,13,77,77,0,0,608,7,164,27.0,35,0 (0),50.1,67.6,17,12,101,110,0.92,2
112,Elijhaa Penny,# 39,FB,14,NYG,58,6,15,2.5,0,0,65.8,60.7,71.6,58.7,10,1.67,0,5,0,2,0,0,0,15,0,0,0.0,4,0 (0),78.8,82.2,3,2,20,11,1.82,0
113,Devonta Freeman,# 31,HB,5,NYG,70,54,172,3.2,1,0,55.0,60.5,83.9,61.1,108,2.00,7,14,2,16,38,0,0,172,0,0,0.0,9,1 (1),44.3,15.1,10,7,58,55,1.05,3
114,Frank Gore,# 21,HB,15,NYJ,198,187,653,3.5,2,1,60.8,60.2,78.8,59.8,467,2.50,23,17,13,131,56,0,0,653,2,32,4.9,32,0 (0),59.8,64.0,18,16,89,136,0.65,0
115,LeVante Bellamy,# 32,HB,3,DEN,5,4,11,2.8,0,0,63.7,59.9,69.4,60.0,6,1.50,0,8,0,1,3,0,0,11,0,0,0.0,0,0 (0),74.1,-,1,1,5,5,1.00,0
116,Jason Huntley,# 32,HB,4,PHI,9,5,19,3.8,0,0,55.1,59.8,73.0,60.0,14,2.80,1,10,1,4,1,0,0,19,0,0,0.0,1,0 (0),53.3,30.1,2,1,0,16,0.00,0
116,Duke Johnson Jr.,# 25,HB,11,HST,97,77,235,3.1,1,3,62.6,59.8,28.2,69.6,173,2.25,12,23,4,56,20,0,0,235,1,23,9.8,11,0 (0),66.7,47.5,34,28,249,204,1.22,1
116,Joshua Kelley,# 27,HB,14,LAC,132,111,354,3.2,2,2,63.1,59.8,51.3,56.3,255,2.30,13,33,4,64,41,0,0,354,4,97,27.4,20,0 (0),73.2,46.7,23,23,148,130,1.14,0
119,Nick Bellore,# 44,FB,12,SEA,23,1,5,5.0,0,0,42.7,59.7,67.2,52.9,5,5.00,0,5,0,0,1,0,0,5,0,0,0.0,0,0 (0),64.7,13.2,1,1,9,6,1.50,0
120,Devine Ozigbo,# 22,HB,6,JAX,1,1,1,1.0,0,0,69.4,59.6,71.3,-,1,1.00,0,1,0,0,1,0,0,1,0,0,0.0,0,0 (0),81.5,38.6,9,9,42,21,2.00,0
121,Scottie Phillips,# 40,HB,3,HST,7,2,9,4.5,0,0,61.2,59.5,73.3,60.0,5,2.50,0,5,0,2,0,0,0,9,0,0,0.0,0,0 (0),64.4,-,1,1,7,2,3.50,0
