RANK,PLAYER,#,POS,#G,TEAM,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,PEN,RECV,PBLK,TGT,REC,YDS,RSNP,Y/RR,DRP
121,Theo Riddick,# 25,HB,16,DET,55,43,133,3.1,0,1,82.8,55.2,65.0,82.7,78,1.81,2,16,1,29,8,0,0,133,1,16,12.0,7,2 (1),94.1,72.3,94,80,697,300,2.32,2
123,Mike Gillislee,# 35,HB,5,BUF,54,47,267,5.7,3,1,56.0,55.1,45.1,60.0,104,2.21,4,60,6,18,29,0,0,267,5,174,65.2,8,0 (0),61.4,62.2,7,6,29,42,0.69,0
124,Dexter McCluster,# 22,HB,11,TEN,67,55,247,4.5,1,2,61.6,54.6,59.2,49.2,114,2.07,7,44,6,33,11,0,0,247,4,102,41.3,6,1 (0),73.3,70.0,38,31,260,189,1.38,3
125,DeMarco Murray,# 29,HB,15,PHI,207,193,702,3.6,6,2,56.2,54.5,68.8,59.0,386,2.00,25,54,19,152,41,0,0,702,8,203,28.9,47,1 (1),62.2,74.1,53,44,322,242,1.33,6
126,James White,# 28,HB,16,NE,56,28,72,2.6,2,1,66.1,54.1,62.8,61.2,38,1.36,3,8,0,8,14,0,0,72,0,0,0.0,3,0 (0),74.1,75.4,63,47,494,276,1.79,4
127,Kenjon Barner,# 34,HB,6,PHI,33,28,124,4.4,0,1,47.9,53.8,28.6,60.0,63,2.25,5,19,2,21,7,0,0,124,2,35,28.2,6,0 (0),30.3,82.8,12,9,22,39,0.56,3
127,Denard Robinson,# 16,HB,12,JAX,79,67,266,4.0,1,3,56.1,53.8,26.3,60.0,133,1.99,6,31,6,43,24,0,0,266,3,69,25.9,10,0 (0),58.3,69.0,28,21,164,132,1.24,3
129,Mike Tolbert,# 35,FB,19,CAR,276,77,295,3.8,1,2,60.5,53.7,40.0,57.2,157,2.04,7,29,8,44,26,0,0,295,2,47,15.9,19,0 (0),68.3,78.4,24,19,168,162,1.04,0
130,Reggie Bush,# 23,HB,5,SF,10,8,28,3.5,0,0,54.6,53.6,75.1,60.0,20,2.50,2,9,0,4,2,0,0,28,0,0,0.0,0,0 (0),61.6,27.1,10,4,19,30,0.63,0
130,Arian Foster,# 23,HB,4,HST,68,63,163,2.6,1,2,65.9,53.6,58.1,60.0,126,2.00,12,16,4,45,15,0,0,163,1,16,9.8,11,0 (0),86.8,81.4,27,22,227,107,2.12,3
132,Damien Williams,# 34,HB,16,MIA,25,16,59,3.7,0,1,64.8,53.4,52.3,64.1,37,2.31,5,19,2,12,3,0,0,59,1,19,32.2,3,0 (0),70.4,87.5,27,21,142,117,1.21,0
132,Jonathan Grimes,# 41,HB,14,HST,74,60,297,5.0,1,0,63.0,53.4,85.8,60.1,115,1.92,6,37,6,41,15,0,0,297,3,75,25.3,11,0 (0),69.9,84.4,33,28,185,174,1.06,0
134,Michael Burton,# 46,FB,16,DET,160,4,2,0.5,0,0,84.3,53.1,72.0,82.3,1,0.25,0,2,0,0,0,0,0,2,0,0,0.0,1,0 (0),69.0,82.9,6,6,39,44,0.89,0
135,Kerwynn Williams,# 33,HB,5,ARZ,31,27,142,5.3,1,1,57.5,52.9,50.9,60.0,56,2.07,2,35,6,5,17,0,0,142,6,120,84.5,6,0 (0),71.5,82.1,2,2,16,13,1.23,0
136,Toby Gerhart,# 21,HB,5,JAX,27,20,44,2.2,0,0,55.3,52.7,77.6,60.0,29,1.45,0,6,0,12,8,0,0,44,0,0,0.0,3,0 (0),54.7,79.4,5,3,23,43,0.53,0
137,Fred Jackson,# 22,HB,18,SEA,45,29,111,3.8,0,1,58.2,52.6,43.2,60.8,72,2.48,3,16,1,25,1,0,0,111,1,16,14.4,7,0 (0),60.8,63.6,48,36,299,201,1.49,3
138,Joey Iosefa,# 47,HB,2,NE,21,15,51,3.4,0,0,52.5,52.3,75.5,66.8,41,2.73,3,15,1,0,14,0,0,51,1,15,29.4,2,0 (0),60.0,69.4,0,0,0,1,0.00,0
139,Will Tukuafu,# 46,FB,15,SEA,167,4,1,0.3,1,1,60.2,52.1,17.4,64.2,-2,-0.50,0,4,0,0,0,0,0,1,0,0,0.0,3,1 (0),56.7,61.6,1,1,7,25,0.28,0
140,Javorius Allen,# 37,HB,16,BLT,146,137,514,3.8,1,2,58.0,51.9,60.0,60.0,280,2.04,12,44,12,121,12,0,0,514,5,113,22.0,28,0 (0),80.7,42.4,55,45,343,199,1.72,2
140,Melvin Gordon III,# 28,HB,14,SD,198,184,641,3.5,0,7,54.6,51.9,25.1,60.0,409,2.22,33,27,15,94,61,0,0,641,6,142,22.2,34,1 (0),66.4,74.0,34,33,192,157,1.22,1
142,Chris Johnson,# 23,HB,11,ARZ,209,196,814,4.2,3,2,47.4,51.3,65.6,73.5,495,2.53,30,62,16,68,124,0,0,814,8,238,29.2,31,2 (0),38.6,59.3,12,6,58,115,0.50,2
143,Brandon Bolden,# 38,HB,14,NE,76,68,219,3.2,0,0,59.3,51.0,86.0,60.0,153,2.25,16,14,8,19,40,0,0,219,0,0,0.0,9,0 (0),72.8,74.4,30,22,206,109,1.89,4
143,Matt Jones,# 31,HB,13,WAS,155,144,490,3.4,3,5,46.9,51.0,26.8,60.0,313,2.17,21,39,12,79,61,0,0,490,3,84,17.1,31,1 (0),43.4,50.3,23,19,304,128,2.38,3
145,Mike Davis,# 22,HB,6,SF,45,35,58,1.7,0,0,55.3,50.9,81.4,60.0,44,1.26,6,13,1,22,12,0,0,58,0,0,0.0,5,0 (0),62.7,79.5,12,7,38,57,0.67,0
146,Roy Helu,# 26,HB,9,OAK,19,17,39,2.3,0,0,59.4,50.7,90.2,60.0,24,1.41,1,12,1,6,11,0,0,39,0,0,0.0,4,0 (0),67.9,85.6,12,9,75,58,1.29,1
146,Stepfan Taylor,# 30,HB,11,ARZ,36,17,58,3.4,0,0,57.2,50.7,76.4,58.2,39,2.29,2,16,2,2,14,0,0,58,1,16,27.6,5,0 (0),57.0,90.5,2,1,4,15,0.27,1
148,Zach Line,# 48,FB,17,MIN,180,6,10,1.7,2,0,68.5,50.6,91.0,73.2,4,0.67,0,3,0,0,0,0,0,10,0,0,0.0,3,0 (0),54.7,81.5,10,8,102,41,2.49,2
149,Pierre Thomas,# 39,HB,6,WAS,21,19,71,3.7,0,0,58.4,49.7,78.5,60.0,43,2.26,1,11,1,5,12,0,0,71,0,0,0.0,3,0 (0),73.8,57.8,10,9,84,44,1.91,0
150,Anthony Dixon,# 26,HB,10,BUF,32,21,44,2.1,1,0,63.8,49.2,78.6,86.7,34,1.62,2,6,0,6,14,0,0,44,0,0,0.0,5,0 (0),74.4,90.6,7,6,44,31,1.42,0
151,George Winn,# 38,HB,2,DET,5,4,1,0.3,0,0,46.9,49.1,68.6,60.0,6,1.50,0,2,0,1,3,0,0,1,0,0,0.0,0,0 (0),60.0,69.2,0,0,0,1,0.00,0
152,Benny Cunningham,# 36,HB,16,SL,46,37,140,3.8,0,1,61.0,48.3,36.2,60.0,70,1.89,7,40,2,32,4,0,0,140,1,40,28.6,6,0 (0),75.5,73.5,32,26,250,156,1.60,3
153,Tevin Coleman,# 26,HB,12,ATL,97,87,392,4.5,1,3,41.1,47.3,28.1,60.0,171,1.97,6,46,11,71,8,0,0,392,5,117,29.8,15,0 (0),29.6,65.7,10,2,14,86,0.16,3
154,John Kuhn,# 30,FB,18,GB,190,12,32,2.7,2,0,60.7,46.5,81.6,71.4,20,1.67,2,5,0,2,1,0,0,32,0,0,0.0,5,2 (0),51.4,75.3,12,9,72,109,0.66,1
155,C.J. Spiller,# 28,HB,13,NO,39,36,112,3.1,0,1,66.7,42.4,64.1,59.9,49,1.36,3,11,2,18,12,0,0,112,0,0,0.0,5,0 (0),86.4,86.4,40,34,239,140,1.71,0
156,Josh Robinson,# 34,HB,5,IND,18,17,39,2.3,0,1,40.5,33.8,19.5,-,24,1.41,2,8,0,8,9,0,0,39,0,0,0.0,0,0 (0),59.3,59.1,6,6,33,27,1.22,0
157,Darrel Young,# 36,FB,16,WAS,90,6,10,1.7,0,1,56.6,32.3,21.4,69.9,8,1.33,1,5,0,2,1,0,0,10,0,0,0.0,1,1 (0),64.8,50.8,6,6,22,24,0.92,0
158,Corey Grant,# 33,HB,6,JAX,8,6,2,0.3,0,1,30.5,32.0,24.3,60.0,-2,-0.33,1,11,1,3,1,0,0,2,0,0,0.0,1,0 (0),42.3,-,3,2,13,9,1.44,1
159,Bobby Rainey Jr.,# 43,HB,11,TB,6,5,18,3.6,0,1,50.3,31.8,30.4,-,9,1.80,2,7,0,2,0,0,0,18,0,0,0.0,0,0 (0),72.0,84.7,3,3,16,14,1.14,0
160,Isaiah Pead,# 44,HB,1,PIT,2,2,3,1.5,0,1,27.0,29.3,17.4,-,1,0.50,0,4,0,2,0,0,0,3,0,0,0.0,0,0 (0),60.0,-,0,0,0,1,0.00,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
