RANK,PLAYER,#,POS,#G,TEAM,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,PEN,RECV,PBLK,TGT,REC,YDS,RSNP,Y/RR,DRP
16,Fozzy Whittaker,# 43,HB,16,CAR,52,31,132,4.3,1,0,67.5,73.1,83.4,67.9,55,1.77,4,16,6,10,21,0,0,132,3,47,35.6,9,0 (0),53.0,76.8,16,13,78,101,0.77,1
17,Dion Lewis,# 33,HB,7,NE,65,49,234,4.8,2,2,71.3,72.7,30.0,60.1,160,3.27,18,13,8,8,39,0,0,234,0,0,0.0,15,0 (0),66.8,83.5,46,36,388,191,2.03,6
18,Robert Turbin,# 23,HB,10,DAL,62,50,199,4.0,1,0,69.7,72.1,83.7,58.6,127,2.54,8,22,4,34,14,0,0,199,3,61,30.7,10,0 (0),53.7,68.9,9,7,23,64,0.36,0
19,Jamaal Charles,# 25,HB,5,KC,84,71,364,5.1,4,2,70.1,71.5,31.1,60.3,164,2.31,14,34,12,30,39,0,0,364,3,73,20.1,21,0 (0),60.8,82.8,27,21,177,142,1.25,1
20,Carlos Hyde,# 28,HB,7,SF,138,115,470,4.1,3,1,72.2,71.2,50.2,72.4,326,2.83,31,22,15,93,22,0,0,470,4,76,16.2,25,0 (0),57.9,70.8,14,11,53,103,0.51,1
20,Todd Gurley II,# 30,HB,13,SL,270,229,"1,106",4.8,10,3,72.9,71.2,62.2,60.1,658,2.87,43,71,26,188,35,0,0,"1,106",16,508,45.9,44,0 (0),69.1,52.2,26,21,188,146,1.29,0
22,Jacquizz Rodgers,# 35,HB,5,CHI,17,14,41,2.9,0,0,70.4,70.8,81.8,59.8,28,2.00,3,5,0,6,8,0,0,41,0,0,0.0,3,0 (0),55.3,82.5,2,1,10,17,0.59,0
23,Christine Michael,# 32,HB,10,SEA,85,75,313,4.2,0,0,70.2,70.6,85.7,60.1,210,2.80,10,45,7,61,12,0,0,313,1,45,14.4,15,0 (0),49.2,86.2,6,4,30,43,0.70,1
24,LeGarrette Blount,# 29,HB,12,NE,189,165,703,4.3,6,1,70.0,70.1,76.1,59.5,403,2.44,34,38,18,30,129,0,0,703,7,166,23.6,37,0 (0),58.1,46.9,6,6,43,86,0.50,0
25,Matt Forte,# 22,HB,13,CHI,247,218,898,4.1,4,2,70.7,70.0,72.3,57.5,488,2.24,24,27,21,135,80,0,0,898,6,123,13.7,46,0 (0),68.2,52.2,56,44,389,288,1.35,3
25,Jonathan Stewart,# 28,HB,16,CAR,369,292,"1,207",4.1,10,3,71.8,70.0,66.1,62.4,718,2.46,54,59,29,121,164,0,0,"1,207",11,287,23.8,53,1 (0),55.6,84.0,23,20,108,225,0.48,2
27,Branden Oliver,# 43,HB,6,SD,32,31,108,3.5,0,0,74.9,69.9,82.9,60.0,79,2.55,4,15,1,19,6,0,0,108,1,15,13.9,8,0 (0),90.0,45.3,15,13,112,39,2.87,0
27,Rashad Jennings,# 23,HB,16,NYG,206,195,863,4.4,3,2,71.0,69.9,67.6,60.0,544,2.79,21,38,18,98,80,0,0,863,9,211,24.4,40,0 (0),60.8,79.9,32,29,296,166,1.78,2
29,Chris Ivory,# 33,HB,15,NYJ,264,247,"1,070",4.3,7,4,70.4,69.8,50.3,60.8,644,2.61,47,58,29,139,102,0,0,"1,070",17,435,40.7,50,0 (0),55.2,84.8,34,30,217,188,1.15,2
30,David Johnson,# 31,HB,18,ARZ,174,155,676,4.4,9,3,71.5,69.5,41.1,60.0,407,2.63,24,47,19,46,102,0,0,676,8,183,27.1,41,0 (0),71.1,59.8,68,51,568,288,1.97,4
31,Jamize Olawale,# 49,FB,14,OAK,91,24,110,4.6,1,0,73.4,69.4,79.5,68.3,63,2.63,2,19,4,9,14,0,0,110,1,19,17.3,9,0 (0),64.9,69.1,11,9,84,41,2.05,0
32,Joseph Randle,# 21,HB,6,DAL,81,76,315,4.1,4,1,74.2,69.3,59.6,60.0,245,3.22,13,37,9,50,25,0,0,315,4,100,31.7,15,0 (0),82.4,71.6,10,10,86,38,2.26,0
33,Jerick McKinnon,# 31,HB,17,MIN,65,54,278,5.1,2,0,73.5,69.2,85.0,60.0,124,2.30,12,68,6,19,31,0,0,278,3,99,35.6,13,1 (1),82.1,62.7,29,24,195,87,2.24,1
34,LeSean McCoy,# 25,HB,12,BUF,253,203,895,4.4,3,2,71.1,69.1,73.9,63.8,411,2.02,35,48,28,72,123,0,0,895,14,313,35.0,43,0 (0),70.1,61.0,45,32,292,254,1.15,2
35,T.J. Yeldon,# 24,HB,12,JAX,204,182,740,4.1,2,0,69.4,68.8,90.6,60.6,422,2.32,34,45,18,119,60,0,0,740,7,177,23.9,25,0 (0),65.7,63.2,43,36,279,287,0.97,2
36,Adrian Peterson,# 28,HB,17,MIN,390,350,"1,530",4.4,11,8,65.7,68.3,28.3,58.8,804,2.30,53,80,44,127,203,0,0,"1,530",17,524,34.2,74,1 (0),48.8,52.6,35,32,235,231,1.02,1
37,Jay Prosch,# 45,FB,17,HST,145,7,35,5.0,0,0,66.3,68.1,71.4,65.1,19,2.71,1,16,1,0,0,0,0,35,1,16,45.7,3,0 (0),49.8,68.1,0,0,0,26,0.00,0
38,Lorenzo Taliaferro,# 34,HB,3,BLT,17,13,47,3.6,1,0,77.1,67.6,76.0,60.0,30,2.31,2,7,0,11,1,0,0,47,0,0,0.0,2,0 (0),87.3,87.4,5,5,29,17,1.71,0
38,Eddie Lacy,# 27,HB,17,GB,235,211,910,4.3,4,5,69.2,67.6,35.1,60.1,575,2.73,29,61,23,150,43,0,0,910,13,305,33.5,47,0 (0),57.9,79.8,27,22,190,179,1.06,1
40,Jeremy Langford,# 33,HB,15,CHI,174,148,537,3.6,6,0,61.1,67.2,90.3,73.2,260,1.76,7,23,11,91,48,0,0,537,2,39,7.3,28,1 (0),46.1,41.8,40,22,279,166,1.68,8
41,Duke Johnson Jr.,# 29,HB,16,CLV,114,104,379,3.6,0,1,71.5,67.0,78.9,60.0,243,2.34,17,39,7,69,27,0,0,379,4,94,24.8,20,1 (0),83.6,43.3,70,61,534,341,1.57,3
42,Andre Ellington,# 38,HB,12,ARZ,54,49,292,6.0,3,1,66.2,66.6,51.1,75.9,125,2.55,3,63,8,18,26,0,0,292,5,161,55.1,11,0 (0),65.1,41.7,19,15,148,126,1.17,0
43,Justin Forsett,# 29,HB,10,BLT,169,151,641,4.2,2,0,64.3,66.5,90.4,59.7,332,2.20,25,33,19,131,14,0,0,641,10,199,31.0,42,1 (0),55.7,59.2,35,31,153,219,0.70,1
44,Lance Dunbar,# 25,HB,4,DAL,6,5,67,13.4,0,0,80.2,66.4,79.6,60.0,25,5.00,1,45,1,2,3,0,0,67,1,45,67.2,1,0 (0),90.8,42.6,22,21,215,65,3.31,0
44,Bruce Miller,# 49,FB,16,SF,134,6,14,2.3,1,0,71.9,66.4,80.8,67.6,7,1.17,0,4,0,0,0,0,0,14,0,0,0.0,5,1 (0),73.1,64.1,13,10,135,89,1.52,1
44,Bilal Powell,# 29,HB,11,NYJ,92,70,313,4.5,1,2,67.3,66.4,44.0,67.1,192,2.74,10,24,11,52,13,0,0,313,5,101,32.3,18,1 (1),67.0,78.2,60,47,388,236,1.64,3
47,Jarryd Hayne,# 38,HB,6,SF,17,17,52,3.1,0,0,66.7,66.2,30.0,-,52,3.06,6,11,1,10,7,0,0,52,0,0,0.0,4,0 (0),65.2,70.0,6,6,27,35,0.77,0
48,Jalston Fowler,# 45,FB,16,TEN,99,7,13,1.9,1,0,85.2,65.7,73.8,84.0,9,1.29,0,3,0,1,2,0,0,13,0,0,0.0,5,0 (0),69.0,67.7,5,5,44,32,1.38,0
49,Jordan Todman,# 30,HB,7,PIT,26,20,93,4.7,0,1,58.1,65.6,77.3,60.0,43,2.15,2,25,3,12,6,0,0,93,1,25,26.9,4,0 (0),55.1,2.9,0,0,0,6,0.00,0
50,Ryan Mathews,# 24,HB,13,PHI,116,106,539,5.1,6,3,63.0,65.2,48.7,67.2,284,2.68,14,63,14,85,20,0,0,539,7,202,37.5,32,1 (0),52.7,69.6,27,20,146,108,1.35,4
51,Mark Ingram II,# 22,HB,12,NO,188,166,769,4.6,6,2,66.8,64.8,66.7,71.0,483,2.91,27,70,23,91,68,0,0,769,10,279,36.3,43,1 (0),70.9,57.1,57,50,405,267,1.52,1
52,Latavius Murray,# 28,HB,16,OAK,287,266,"1,066",4.0,6,4,64.5,64.4,65.4,61.1,622,2.34,43,54,20,103,154,0,0,"1,066",12,320,30.0,50,0 (0),54.0,79.3,49,41,232,274,0.85,3
53,Devonta Freeman,# 24,HB,15,ATL,302,265,"1,057",4.0,12,3,68.1,64.3,59.3,59.2,547,2.06,36,39,32,206,37,0,0,"1,057",15,303,28.7,68,1 (0),70.9,72.8,92,73,578,361,1.60,7
54,Chris Thompson,# 25,HB,14,WAS,41,36,241,6.7,0,1,64.3,64.1,57.7,60.0,117,3.25,5,42,5,16,13,0,0,241,5,147,61.0,9,0 (0),70.1,35.2,52,43,329,204,1.61,4
54,DuJuan Harris,# 32,HB,4,SF,53,48,189,3.9,0,1,70.6,64.1,46.6,60.0,111,2.31,11,47,4,36,11,0,0,189,3,94,49.7,8,0 (0),89.4,74.4,14,9,97,30,3.23,0
56,Antonio Andrews,# 26,HB,14,TEN,162,143,520,3.6,3,1,68.3,63.8,76.1,67.5,351,2.45,18,38,12,85,54,0,0,520,8,177,34.0,28,0 (0),62.7,84.3,27,21,174,174,1.00,1
57,Steven Jackson,# 39,HB,4,NE,40,31,74,2.4,2,0,65.2,63.3,80.3,60.0,58,1.87,3,8,0,5,26,0,0,74,0,0,0.0,6,0 (0),65.1,78.4,2,2,22,17,1.29,0
57,Isaiah Crowell,# 34,HB,16,CLV,208,185,706,3.8,4,0,65.3,63.3,90.6,69.8,426,2.30,21,54,17,128,43,0,0,706,9,252,35.7,33,1 (0),62.6,70.0,21,19,182,194,0.94,1
59,Frank Gore,# 23,HB,16,IND,285,260,967,3.7,6,4,61.6,63.2,51.1,60.1,581,2.23,36,37,23,116,137,0,0,967,12,246,25.4,45,2 (0),52.0,75.5,52,34,267,291,0.92,5
60,Terrence Magee,# 30,HB,1,BLT,2,2,5,2.5,0,0,64.2,63.1,68.6,-,3,1.50,0,4,0,1,1,0,0,5,0,0,0.0,0,0 (0),59.9,76.4,1,1,2,6,0.33,0
60,Ka'Deem Carey,# 25,HB,7,CHI,47,43,159,3.7,2,1,61.0,63.1,44.7,60.0,88,2.05,5,11,2,19,23,0,0,159,0,0,0.0,13,1 (0),60.4,12.0,3,3,19,25,0.76,0
62,Antone Smith,# 44,HB,2,CHI,3,1,11,11.0,0,0,66.9,62.8,61.9,60.0,5,5.00,0,11,1,0,1,0,0,11,0,0,0.0,1,0 (0),59.9,-,0,0,0,1,0.00,0
62,Trey Williams,# 40,HB,1,IND,2,2,12,6.0,0,0,63.9,62.8,65.2,-,3,1.50,0,12,1,0,2,0,0,12,0,0,0.0,1,0 (0),-,-,0,0,0,0,,0
62,Darren Sproles,# 43,HB,16,PHI,99,83,317,3.8,3,0,65.4,62.8,90.8,61.2,169,2.04,8,27,10,59,22,0,0,317,2,42,13.2,21,0 (0),66.6,78.9,73,55,388,256,1.52,4
65,Austin Johnson,# 35,FB,9,NO,42,4,9,2.3,1,0,46.5,62.7,71.6,53.7,4,1.00,0,4,0,0,0,0,0,9,0,0,0.0,3,1 (0),40.4,44.1,8,5,30,37,0.81,2
66,Derrick Coleman,# 40,FB,15,SEA,68,8,32,4.0,0,0,63.4,62.3,72.5,70.6,13,1.63,0,19,1,6,1,0,0,32,1,19,59.4,3,0 (0),51.0,46.7,1,1,0,26,0.00,0
67,Rod Smith,# 45,HB,6,DAL,3,2,5,2.5,0,0,57.3,62.2,66.7,60.0,3,1.50,1,3,0,2,0,0,0,5,0,0,0.0,1,0 (0),51.8,79.9,1,1,6,17,0.35,0
68,C.J. Anderson,# 22,HB,18,DEN,226,206,954,4.6,7,2,63.6,62.1,70.7,76.3,593,2.88,34,48,27,162,32,0,0,954,13,346,36.3,43,0 (0),56.7,79.5,41,34,222,282,0.79,2
69,Marcel Reece,# 45,FB,15,OAK,55,10,36,3.6,0,0,73.5,62.0,82.7,77.1,19,1.90,0,12,1,9,1,0,0,36,0,0,0.0,2,0 (0),74.2,64.8,36,30,269,158,1.70,1
69,Knile Davis,# 34,HB,11,KC,46,38,114,3.0,1,1,57.5,62.0,56.7,60.2,77,2.03,4,11,2,23,14,0,0,114,0,0,0.0,7,0 (0),41.1,54.8,5,4,37,57,0.65,0
71,Orleans Darkwa,# 26,HB,9,NYG,43,36,153,4.3,1,0,63.1,61.9,81.2,60.0,97,2.69,8,17,4,24,8,0,0,153,2,32,20.9,7,0 (0),59.9,81.2,3,3,31,31,1.00,0
72,Charcandrick West,# 35,HB,15,KC,218,185,721,3.9,5,1,58.1,61.8,79.1,67.2,385,2.08,22,38,13,108,75,0,0,721,9,208,28.8,42,3 (0),46.5,70.5,36,23,238,278,0.86,5
73,Zac Stacy,# 30,HB,7,NYJ,33,31,89,2.9,1,0,61.4,61.6,82.9,60.0,68,2.19,4,18,2,17,12,0,0,89,1,18,20.2,4,1 (0),59.6,76.1,10,9,65,79,0.82,0
73,Darren McFadden,# 20,HB,16,DAL,257,239,"1,089",4.6,3,3,60.1,61.6,62.6,77.2,550,2.30,26,50,27,123,107,0,0,"1,089",13,346,31.8,52,0 (0),58.9,37.5,50,40,328,263,1.25,3
75,Zurlon Tipton,# 37,HB,6,IND,6,5,20,4.0,0,0,54.5,61.5,72.6,60.0,5,1.00,0,7,0,0,3,0,0,20,0,0,0.0,1,0 (0),53.9,27.7,7,5,57,33,1.73,1
76,Matt Asiata,# 44,HB,17,MIN,38,29,112,3.9,0,0,64.7,61.4,81.5,59.2,65,2.24,4,19,2,7,19,0,0,112,1,19,17.0,3,0 (0),64.0,73.7,23,20,145,100,1.45,2
77,Stevan Ridley,# 22,HB,8,NYJ,43,36,90,2.5,0,0,61.2,61.1,81.4,57.7,85,2.36,6,13,3,25,10,0,0,90,0,0,0.0,5,0 (0),55.6,84.5,5,4,-2,31,-0.06,0
77,Joique Bell,# 35,HB,13,DET,110,90,311,3.5,4,1,66.5,61.1,67.8,60.0,222,2.47,13,36,10,39,47,0,0,311,3,86,27.7,18,0 (0),87.2,51.1,27,22,286,87,3.29,1
79,Jeremy Hill,# 32,HB,17,CIN,258,235,844,3.6,12,4,58.2,60.4,45.4,59.2,494,2.10,24,38,19,109,121,0,0,844,5,123,14.6,48,1 (0),47.1,68.0,22,18,106,164,0.65,3
80,John Crockett,# 38,HB,2,GB,10,9,21,2.3,0,0,60.7,60.2,72.7,60.0,15,1.67,2,12,2,8,0,0,0,21,0,0,0.0,2,0 (0),57.0,76.1,0,0,0,3,0.00,0
81,Kendall Gaskins,# 30,HB,6,SF,25,16,38,2.4,0,0,56.3,60.1,77.3,59.9,28,1.75,4,14,1,10,6,0,0,38,0,0,0.0,3,0 (0),42.8,70.8,10,8,69,43,1.60,2
81,Alfred Blue,# 28,HB,15,HST,226,200,797,4.0,2,2,60.9,60.1,67.4,61.0,469,2.35,24,49,19,131,63,0,0,797,3,110,13.8,36,0 (0),58.4,75.7,17,15,109,133,0.82,0
83,Jorvorskie Lane,# 46,FB,16,TB,150,1,0,0.0,0,0,67.2,60.0,67.4,68.2,0,0.00,0,0,0,0,0,0,0,0,0,0,,0,0 (0),53.4,61.9,2,2,13,34,0.38,0
83,Zach Zenner,# 34,HB,4,DET,21,17,60,3.5,0,0,61.0,60.0,77.1,60.0,28,1.65,2,12,1,7,10,0,0,60,0,0,0.0,1,0 (0),57.0,81.7,2,2,11,18,0.61,0
83,Ronnie Hillman,# 23,HB,19,DEN,258,239,917,3.8,7,2,57.4,60.0,72.3,68.2,513,2.15,25,72,23,196,36,0,0,917,13,295,32.2,45,0 (0),44.9,63.7,36,25,118,251,0.47,3
86,Marcus Murphy,# 23,HB,1,NO,1,1,0,0.0,0,0,59.0,59.7,27.8,-,0,0.00,0,0,0,1,0,0,0,0,0,0,,0,0 (0),-,-,0,0,0,0,,0
87,Bernard Pierce,# 30,HB,5,JAX,8,6,11,1.8,0,0,59.3,59.6,72.0,60.0,12,2.00,0,4,0,6,0,0,0,11,0,0,0.0,0,0 (0),59.3,54.6,5,3,7,19,0.37,0
88,Kendall Hunter,# 48,HB,1,NO,1,1,2,2.0,0,0,58.7,59.5,61.9,-,0,0.00,0,2,0,1,0,0,0,2,0,0,0.0,0,0 (0),-,-,0,0,0,0,,0
89,Tyler Varga,# 38,HB,3,IND,3,1,2,2.0,0,0,69.2,59.3,73.5,60.0,0,0.00,0,2,0,1,0,0,0,2,0,0,0.0,0,0 (0),67.8,80.2,1,1,18,8,2.25,0
89,Anthony Sherman,# 42,FB,18,KC,128,1,0,0.0,0,0,67.9,59.3,70.3,68.7,0,0.00,0,0,0,0,0,0,0,0,0,0,,0,0 (0),58.7,78.3,6,6,38,55,0.69,0
89,Patrick DiMarco,# 42,FB,16,ATL,189,1,0,0.0,0,0,86.6,59.3,73.6,93.7,0,0.00,0,0,0,0,0,0,0,0,0,0,,0,0 (0),68.5,57.4,16,13,110,129,0.85,0
92,Glenn Winston,# 28,HB,2,CLV,1,1,-8,-8.0,0,1,29.8,58.9,16.2,-,-7,-7.00,0,-8,0,0,1,0,0,-8,0,0,0.0,0,0 (0),56.4,72.7,0,0,0,5,0.00,0
92,Alonzo Harris,# 46,HB,3,GB,4,4,19,4.8,0,0,45.5,58.9,68.6,-,6,1.50,0,16,1,3,1,0,0,19,1,16,84.2,1,0 (0),26.1,-,1,0,0,3,0.00,1
94,Danny Woodhead,# 39,HB,16,SD,115,98,336,3.4,3,0,72.6,58.3,90.3,58.5,139,1.42,2,27,5,36,28,0,0,336,3,61,18.2,21,0 (0),90.8,42.4,96,80,755,396,1.91,4
94,Alfred Morris,# 46,HB,17,WAS,237,213,801,3.8,1,0,58.0,58.3,90.8,60.2,478,2.24,15,48,16,127,83,0,0,801,7,184,23.0,36,0 (0),56.7,59.0,11,10,55,125,0.44,0
96,Akeem Hunt,# 33,HB,8,HST,25,18,96,5.3,0,0,75.5,58.2,78.5,59.2,30,1.67,3,25,4,6,7,0,0,96,3,63,65.6,6,1 (0),94.0,72.4,9,6,39,25,1.56,0
97,Bryce Brown,# 36,HB,3,SEA,31,25,72,2.9,1,0,56.1,57.9,78.6,60.0,52,2.08,3,18,1,23,1,0,0,72,1,18,25.0,6,0 (0),37.4,83.4,2,0,0,14,0.00,0
98,David Cobb,# 23,HB,7,TEN,61,52,146,2.8,1,0,55.8,57.6,83.2,72.5,100,1.92,4,12,2,32,20,0,0,146,0,0,0.0,6,0 (0),34.0,69.7,2,1,-2,32,-0.06,1
99,Khiry Robinson,# 29,HB,8,NO,59,56,180,3.2,4,0,61.2,57.5,88.9,60.0,124,2.21,13,14,6,36,16,0,0,180,0,0,0.0,14,2 (0),80.0,83.0,20,17,115,65,1.77,1
100,Jerome Felton,# 42,FB,16,BUF,194,1,2,2.0,0,0,66.6,57.4,81.6,75.2,0,0.00,0,2,0,0,0,0,0,2,0,0,0.0,1,2 (0),48.9,64.4,2,1,12,58,0.21,1
100,Will Johnson,# 46,FB,16,PIT,48,4,7,1.8,1,0,59.7,57.4,71.1,58.1,2,0.50,0,6,0,0,3,0,0,7,0,0,0.0,1,0 (0),59.4,77.3,4,2,16,28,0.57,0
100,Juwan Thompson,# 40,HB,8,DEN,22,18,48,2.7,0,0,56.0,57.4,77.5,60.8,33,1.83,1,12,1,14,2,0,0,48,0,0,0.0,2,0 (0),51.3,65.8,8,6,51,32,1.59,1
103,Malcolm Brown,# 39,HB,1,SL,5,4,17,4.3,0,0,58.4,57.3,69.4,60.0,11,2.75,1,13,1,4,0,0,0,17,0,0,0.0,1,0 (0),62.8,69.4,1,1,-2,3,-0.67,0
104,Kyle Juszczyk,# 44,FB,16,BLT,129,2,3,1.5,0,0,63.6,57.2,82.1,47.4,3,1.50,0,2,0,1,1,0,0,3,0,0,0.0,0,2 (0),71.5,91.0,50,41,321,200,1.61,3
104,Terron Ward,# 33,HB,13,ATL,34,29,95,3.3,1,0,55.1,57.2,84.0,60.0,43,1.48,4,13,3,22,4,0,0,95,0,0,0.0,5,2 (1),59.4,49.2,12,9,73,51,1.43,0
104,Ameer Abdullah,# 21,HB,16,DET,157,143,597,4.2,2,4,64.2,57.2,29.3,69.8,282,1.97,12,36,14,68,66,0,0,597,5,125,20.9,27,0 (0),77.4,70.0,35,25,183,170,1.08,1
107,Cameron Artis-Payne,# 34,HB,8,CAR,71,48,190,4.0,1,1,61.3,57.0,45.9,58.7,107,2.23,8,31,4,16,32,0,0,190,3,72,37.9,6,0 (0),70.3,80.8,6,6,59,33,1.79,0
107,Shane Vereen,# 34,HB,16,NYG,63,61,260,4.3,0,0,64.9,57.0,90.2,60.0,136,2.23,7,39,7,34,17,0,0,260,2,58,22.3,13,0 (0),71.5,84.1,74,59,494,303,1.63,5
107,Tre Mason,# 27,HB,13,SL,91,75,207,2.8,1,3,60.1,57.0,26.3,61.2,150,2.00,11,15,4,56,15,1,4,203,1,15,7.2,10,1 (0),68.3,69.6,20,18,88,71,1.24,0
110,James Starks,# 44,HB,18,GB,181,167,677,4.1,3,5,60.4,56.8,28.9,59.7,370,2.22,18,65,13,121,35,0,0,677,7,217,32.1,36,0 (0),59.4,81.2,56,49,408,284,1.44,4
111,Cierre Wood,# 41,HB,2,BUF,2,2,3,1.5,0,0,57.4,56.7,66.7,-,1,0.50,0,3,0,1,1,0,0,3,0,0,0.0,0,0 (0),60.3,69.2,1,1,-6,6,-1.00,0
111,Fitzgerald Toussaint,# 33,HB,7,PIT,60,47,143,3.0,1,1,57.2,56.7,46.7,60.0,96,2.04,6,15,1,39,8,0,0,143,1,15,10.5,5,0 (0),59.7,53.1,8,7,62,66,0.94,1
113,Chris Polk,# 22,HB,15,HST,110,99,334,3.4,1,0,53.4,56.3,88.1,60.0,226,2.28,12,20,7,65,32,0,0,334,3,54,16.2,13,0 (0),48.4,52.2,24,16,109,127,0.86,3
114,Bishop Sankey,# 20,HB,12,TEN,56,47,193,4.1,1,1,51.3,56.2,29.0,59.8,133,2.83,8,16,3,30,16,0,0,193,2,32,16.6,5,0 (0),33.8,81.2,21,14,139,95,1.46,5
115,Terrance West,# 27,HB,8,BLT,71,62,231,3.7,0,2,54.3,56.1,28.7,60.0,128,2.06,8,17,7,50,11,0,0,231,3,48,20.8,12,0 (0),55.8,31.9,4,4,21,43,0.49,0
115,Shaun Draughn,# 24,HB,9,SF,82,78,273,3.5,1,1,61.7,56.1,65.2,44.0,149,1.91,7,30,7,57,19,0,0,273,3,64,23.4,13,1 (0),80.0,72.0,35,27,176,146,1.21,0
117,Ahmad Bradshaw,# 44,HB,6,IND,34,31,85,2.7,0,0,54.1,55.5,80.8,60.0,61,1.97,4,23,2,13,15,0,0,85,1,23,27.1,5,0 (0),47.8,65.9,13,10,64,91,0.70,4
117,Andre Williams,# 44,HB,16,NYG,94,88,257,2.9,1,0,50.5,55.5,86.9,60.0,160,1.82,7,35,5,43,40,0,0,257,1,35,13.6,11,0 (0),29.0,71.6,3,1,7,47,0.15,2
119,Travaris Cadet,# 38,HB,7,NO,13,11,28,2.5,0,1,61.1,55.3,79.5,60.0,22,2.00,0,6,0,3,5,0,0,28,0,0,0.0,0,0 (0),72.7,28.0,22,17,214,87,2.46,2
119,Dan Herron,# 36,HB,9,IND,35,25,79,3.2,0,1,61.2,55.3,32.2,60.0,42,1.68,3,8,0,10,14,0,0,79,0,0,0.0,4,0 (0),67.2,80.6,10,9,47,46,1.02,0
121,Tommy Bohanon,# 40,FB,16,NYJ,178,2,2,1.0,0,0,53.2,55.2,69.4,55.8,1,0.50,0,2,0,0,0,0,0,2,0,0,0.0,0,0 (0),50.3,60.2,5,4,56,52,1.08,1
