RANK,PLAYER,#,POS,#G,TEAM,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,PEN,RECV,PBLK,TGT,REC,YDS,RSNP,Y/RR,DRP
27,Felix Jones,# 28,HB,12,DAL,139,127,575,4.5,1,5,72.2,73.7,28.7,59.8,379,2.98,23,40,13,0,0,0,0,575,5,152,26.4,28,0 (0),52.1,73.4,41,33,231,134,1.72,4
28,Darrel Young,# 36,FB,13,WAS,163,6,33,5.5,1,0,68.0,73.6,75.5,65.1,22,3.67,2,12,1,0,0,0,0,33,0,0,0.0,6,1 (0),62.6,50.2,19,15,146,90,1.62,1
29,Darren McFadden,# 20,HB,7,OAK,128,113,614,5.4,4,2,78.7,73.5,70.2,60.3,325,2.88,10,70,16,0,0,0,0,614,10,301,49.0,23,1 (0),89.1,59.7,22,19,154,104,1.48,0
30,Kevin Smith,# 30,HB,8,DET,90,78,388,5.0,4,1,66.0,73.4,62.7,59.7,220,2.82,11,43,11,0,0,0,0,388,7,150,38.7,16,1 (0),39.2,85.0,32,24,199,180,1.11,4
31,Derrick Ward,# 32,HB,5,HST,49,45,154,3.4,2,0,73.8,73.2,82.2,59.2,96,2.13,10,15,2,0,0,0,0,154,1,15,9.7,11,0 (0),52.0,70.7,1,0,0,14,0.00,0
32,Michael Turner,# 33,HB,17,ATL,335,316,"1,393",4.4,11,3,71.0,73.0,68.9,61.4,954,3.02,63,81,36,0,0,0,0,"1,393",21,593,42.6,66,1 (0),39.7,76.3,25,18,173,188,0.92,4
33,Earnest Graham,# 34,HB,7,TB,50,37,217,5.9,0,1,69.1,72.8,27.5,56.9,115,3.11,6,34,5,0,0,0,0,217,3,84,38.7,6,0 (0),55.9,85.5,30,26,163,106,1.54,2
34,Montell Owens,# 24,HB,8,JAX,11,10,39,3.9,0,0,68.0,72.7,73.9,60.0,19,1.90,2,9,0,0,0,0,0,39,0,0,0.0,3,0 (0),54.7,41.8,3,2,2,13,0.15,0
35,Maurice Jones-Drew,# 32,HB,16,JAX,381,343,"1,606",4.7,8,6,74.5,72.5,58.3,63.8,954,2.78,47,56,43,0,0,0,0,"1,606",17,431,26.8,75,0 (0),62.8,79.1,56,43,374,302,1.24,3
36,Evan Royster,# 35,HB,6,WAS,61,56,328,5.9,0,0,73.0,72.3,84.1,59.0,189,3.38,8,28,7,0,0,0,0,328,5,102,31.1,17,0 (0),62.7,83.2,13,9,68,72,0.94,0
37,Brandon Jacobs,# 27,HB,18,NYG,198,189,736,3.9,8,4,73.6,72.1,52.4,60.0,506,2.68,23,34,17,0,0,0,0,736,6,126,17.1,41,0 (0),64.0,61.0,25,19,144,117,1.23,2
38,Greg Jones II,# 33,FB,16,JAX,290,2,7,3.5,1,0,74.8,71.8,69.4,75.7,5,2.50,0,6,0,0,0,0,0,7,0,0,0.0,1,0 (0),51.3,72.9,7,4,19,81,0.23,0
38,DeMarco Murray,# 29,HB,13,DAL,175,164,897,5.5,2,2,71.5,71.8,82.2,57.3,494,3.01,21,91,18,0,0,0,0,897,11,330,36.8,41,0 (0),58.5,67.3,34,26,183,148,1.24,4
40,Ahmad Bradshaw,# 44,HB,16,NYG,263,234,931,4.0,10,2,74.2,71.1,74.0,47.0,623,2.66,34,37,20,0,0,0,0,931,13,296,31.8,53,0 (0),69.6,78.1,61,50,381,242,1.57,5
41,Dexter McCluster,# 22,HB,16,KC,144,114,516,4.5,1,2,68.9,70.9,55.3,67.0,244,2.14,14,32,15,0,0,0,0,516,6,132,25.6,28,0 (0),58.2,75.9,58,46,328,234,1.40,4
41,Donald Brown,# 31,HB,13,IND,145,134,645,4.8,5,0,68.8,70.9,90.0,57.7,415,3.10,16,80,16,0,0,0,0,645,8,235,36.4,26,1 (0),50.0,79.5,17,16,86,171,0.50,1
43,Stefan Logan,# 11,HB,13,DET,22,9,32,3.6,0,0,70.5,70.8,73.1,61.0,21,2.33,1,16,1,0,0,0,0,32,1,16,50.0,2,0 (0),61.8,-,1,1,19,8,2.38,0
44,Jerome Felton,# 42,FB,14,IND,112,3,10,3.3,0,0,60.6,70.7,70.3,64.5,4,1.33,0,4,0,0,0,0,0,10,0,0,0.0,3,1 (0),46.3,48.6,7,4,40,45,0.89,1
44,Spencer Larsen,# 46,FB,16,DEN,174,14,44,3.1,0,0,65.2,70.7,76.9,52.6,25,1.79,0,6,0,0,0,0,0,44,0,0,0.0,3,0 (0),73.3,74.6,9,9,76,45,1.69,0
46,Ray Rice,# 27,HB,18,BLT,373,333,"1,491",4.5,12,3,75.7,70.5,74.0,58.2,810,2.43,18,70,31,0,0,0,0,"1,491",13,485,32.5,56,1 (0),86.3,61.3,108,81,735,412,1.78,6
47,Knowshon Moreno,# 27,HB,7,DEN,53,37,179,4.8,0,1,65.5,70.4,42.3,58.7,100,2.70,7,24,7,0,0,0,0,179,2,46,25.7,5,0 (0),60.3,45.1,14,11,101,89,1.13,1
47,Cadillac Williams,# 33,HB,11,SL,99,87,361,4.1,1,2,65.0,70.4,64.5,58.7,230,2.64,7,23,9,0,0,0,0,361,3,55,15.2,19,0 (0),41.0,72.9,19,14,93,127,0.73,3
47,Mike Tolbert,# 35,HB,15,SD,143,119,483,4.1,8,2,68.2,70.4,58.3,73.9,280,2.35,14,40,11,0,0,0,0,483,3,91,18.8,25,0 (0),59.7,61.7,70,54,433,272,1.59,6
50,Jeremiah Johnson,# 37,HB,9,DEN,34,18,87,4.8,0,0,66.0,70.3,77.6,60.9,39,2.17,2,25,3,0,0,0,0,87,1,25,28.7,4,1 (1),58.8,26.3,9,7,62,32,1.94,1
51,Phillip Tanner,# 34,HB,4,DAL,26,22,76,3.5,1,0,68.9,70.2,77.9,58.4,57,2.59,4,17,1,0,0,0,0,76,1,17,22.4,5,0 (0),55.9,73.9,2,2,19,20,0.95,0
52,Lance Ball,# 35,HB,18,DEN,188,113,463,4.1,1,2,62.9,69.9,56.0,56.2,242,2.14,13,34,12,0,0,0,0,463,4,98,21.2,26,0 (0),44.3,53.9,29,17,154,200,0.77,4
52,Steven Jackson,# 39,HB,15,SL,282,260,"1,145",4.4,5,2,69.7,69.9,75.5,57.1,663,2.55,23,47,32,0,0,0,0,"1,145",19,404,35.3,50,0 (0),57.3,72.7,56,42,333,292,1.14,2
54,Brian Leonard,# 40,HB,14,CIN,24,20,119,6.0,0,0,72.3,69.8,80.6,60.1,50,2.50,3,19,5,0,0,0,0,119,1,19,16.0,7,0 (0),78.6,70.1,35,28,246,152,1.62,1
55,Jahvid Best,# 44,HB,6,DET,92,84,390,4.6,2,0,69.2,69.7,87.4,59.3,200,2.38,10,88,9,0,0,0,0,390,4,165,42.3,16,1 (0),71.1,30.5,36,27,300,162,1.85,4
56,Cedric Benson,# 32,HB,16,CIN,311,280,"1,090",3.9,7,5,66.1,69.6,50.8,57.3,576,2.06,22,42,24,0,0,0,0,"1,090",8,205,18.8,54,0 (0),30.9,78.9,23,16,80,200,0.40,4
57,Mossis Madu,# 32,HB,5,TB,15,15,55,3.7,0,0,67.0,69.3,77.3,-,26,1.73,1,15,1,0,0,0,0,55,1,15,27.3,3,0 (0),66.6,41.9,12,10,72,38,1.89,0
58,Ryan Grant,# 25,HB,16,GB,164,142,594,4.2,2,2,65.9,69.2,57.5,57.2,352,2.48,14,47,13,0,0,0,0,594,5,124,20.9,28,1 (0),47.9,68.2,28,22,285,141,2.02,3
59,Ryan Mathews,# 24,HB,14,SD,242,222,"1,091",4.9,6,5,73.0,69.0,38.5,58.3,710,3.20,30,39,35,0,0,0,0,"1,091",17,384,35.2,52,0 (0),79.4,62.4,58,50,455,229,1.99,3
60,John Conner,# 38,FB,16,NYJ,222,13,44,3.4,1,0,68.2,68.7,75.2,72.7,16,1.23,0,13,1,0,0,0,0,44,0,0,0.0,7,2 (1),37.8,59.8,4,2,9,89,0.10,1
60,Bernard Scott,# 28,HB,17,CIN,125,118,399,3.4,3,0,62.1,68.7,89.6,60.0,272,2.31,13,25,9,0,0,0,0,399,4,78,19.5,23,0 (0),37.0,41.5,20,16,67,78,0.86,3
62,Mark Ingram II,# 28,HB,10,NO,132,122,474,3.9,5,1,69.1,67.9,70.5,57.2,251,2.06,11,35,9,0,0,0,0,474,3,72,15.2,31,1 (0),67.7,79.6,12,11,46,72,0.64,0
63,Frank Gore,# 21,HB,18,SF,351,311,"1,368",4.4,8,3,63.5,67.8,72.1,66.8,832,2.68,28,55,34,0,0,0,0,"1,368",16,452,33.0,60,2 (0),36.5,67.1,42,30,197,260,0.76,7
64,Shane Vereen,# 34,HB,3,NE,20,15,57,3.8,1,0,68.7,67.5,75.8,59.7,65,4.33,3,19,2,0,0,0,0,57,1,19,33.3,2,0 (0),56.0,73.7,0,0,0,3,0.00,0
65,Danny Woodhead,# 39,HB,18,NE,113,94,412,4.4,1,0,62.0,67.2,88.5,58.7,199,2.12,10,12,8,0,0,0,0,412,0,0,0.0,21,0 (0),54.7,52.9,35,23,208,253,0.82,1
65,Roy Helu,# 29,HB,15,WAS,166,151,640,4.2,2,2,65.0,67.2,62.9,61.7,369,2.44,13,28,20,0,0,0,0,640,8,161,25.2,31,1 (0),50.6,84.8,56,49,379,276,1.37,4
67,Joseph Addai,# 29,HB,12,IND,133,118,433,3.7,1,1,65.4,67.1,70.8,57.7,257,2.18,10,16,8,0,0,0,0,433,3,46,10.6,16,0 (0),51.9,67.1,21,15,93,142,0.65,2
68,Peyton Hillis,# 40,HB,10,CLV,176,161,587,3.6,3,3,65.8,67.0,61.5,58.0,384,2.39,12,24,10,0,0,0,0,587,4,74,12.6,33,0 (0),56.5,63.2,30,22,130,200,0.65,1
69,Jackie Battle,# 26,HB,15,KC,162,149,597,4.0,2,0,69.8,66.7,90.2,67.4,395,2.65,11,34,12,0,0,0,0,597,7,149,25.0,27,0 (0),60.0,78.0,11,9,68,72,0.94,1
70,Armando Allen,# 25,HB,2,CHI,15,15,48,3.2,0,0,67.7,66.6,75.5,-,34,2.27,1,13,2,0,0,0,0,48,0,0,0.0,3,0 (0),56.3,74.3,1,0,0,5,0.00,0
70,Steve Slaton,# 23,HB,6,MIA,28,24,84,3.5,1,0,65.1,66.6,78.8,60.0,47,1.96,7,28,2,0,0,0,0,84,1,28,33.3,3,0 (0),59.2,44.7,4,3,3,21,0.14,0
72,Joe McKnight,# 25,HB,12,NYJ,50,43,134,3.1,0,0,73.3,66.4,82.7,60.2,89,2.07,3,11,1,0,0,0,0,134,0,0,0.0,8,0 (0),81.5,79.1,16,13,139,53,2.62,0
73,Marion Barber III,# 24,HB,11,CHI,118,114,422,3.7,6,1,66.5,66.3,63.7,60.0,321,2.82,16,29,11,0,0,0,0,422,6,114,27.0,26,1 (0),62.4,63.9,8,5,50,48,1.04,1
74,Shonn Greene,# 23,HB,16,NYJ,296,253,"1,054",4.2,6,1,63.8,66.1,64.2,58.8,570,2.25,22,31,22,0,0,0,0,"1,054",9,183,17.4,46,0 (0),43.1,72.7,40,30,211,183,1.15,5
75,Kahlil Bell,# 32,HB,7,CHI,83,79,349,4.4,1,3,68.0,65.5,26.9,57.7,203,2.57,11,26,10,0,0,0,0,349,5,94,26.9,14,0 (0),67.6,72.6,22,19,133,100,1.33,0
75,Tim Hightower,# 25,HB,5,WAS,95,84,321,3.8,1,0,68.0,65.5,86.9,60.5,198,2.36,6,22,7,0,0,0,0,321,5,93,29.0,13,0 (0),59.8,86.5,13,10,78,79,0.99,1
77,Josh Vaughan,# 32,HB,2,CAR,11,7,24,3.4,0,0,66.6,65.3,71.4,59.8,16,2.29,5,9,0,0,0,0,0,24,0,0,0.0,0,0 (0),-,-,0,0,0,0,,0
77,Chester Taylor,# 29,HB,12,ARZ,21,20,77,3.9,1,0,56.9,65.3,79.0,60.0,64,3.20,1,34,1,0,0,0,0,77,1,34,44.2,4,0 (0),38.2,70.8,23,14,91,123,0.74,4
77,Ricky Williams,# 34,HB,18,BLT,139,120,493,4.1,2,2,64.5,65.3,51.4,58.5,312,2.60,9,28,8,0,0,0,0,493,4,93,18.9,23,0 (0),58.8,53.0,17,13,83,85,0.98,2
80,Jed Collins,# 45,FB,18,NO,303,4,4,1.0,2,0,80.8,65.2,75.0,86.4,3,0.75,0,2,0,0,0,0,0,4,0,0,0.0,3,4 (0),60.9,65.0,16,14,78,165,0.47,2
80,Dion Lewis,# 28,HB,10,PHI,25,23,102,4.4,1,0,60.7,65.2,78.1,60.0,80,3.48,5,20,2,0,0,0,0,102,1,20,19.6,5,0 (0),55.5,21.6,1,1,-3,10,-0.30,0
82,Reggie Bush,# 22,HB,15,MIA,254,216,"1,096",5.1,6,5,62.6,65.0,48.2,58.9,546,2.53,25,76,35,0,0,0,0,"1,096",13,359,32.8,40,1 (0),64.3,34.7,52,43,296,252,1.17,2
83,Stevan Ridley,# 22,HB,13,NE,120,91,462,5.1,1,2,58.5,64.9,39.7,56.8,278,3.05,11,33,13,0,0,0,0,462,10,204,44.2,19,0 (0),37.8,79.9,5,4,17,66,0.26,0
84,Lex Hilliard,# 26,FB,16,MIA,119,16,41,2.6,1,0,58.7,64.7,77.1,53.6,24,1.50,1,4,0,0,0,0,0,41,0,0,0.0,9,1 (0),58.0,70.9,6,5,49,46,1.07,0
85,Chris Johnson,# 28,HB,16,TEN,298,262,"1,053",4.0,4,3,64.1,64.6,67.2,57.2,553,2.11,29,48,27,0,0,0,0,"1,053",16,389,36.9,48,2 (0),57.2,68.1,75,57,418,328,1.27,4
86,Michael Bush,# 29,HB,16,OAK,315,256,980,3.8,7,1,70.0,64.2,85.9,60.0,606,2.37,19,44,21,0,0,0,0,980,8,209,21.3,54,0 (0),79.6,71.7,43,37,418,241,1.73,1
87,Brandon Saine,# 33,HB,7,GB,28,19,72,3.8,0,0,63.5,64.1,78.3,58.0,51,2.68,1,10,1,0,0,0,0,72,0,0,0.0,1,0 (0),70.5,26.6,11,10,69,36,1.92,0
88,Jerome Harrison,# 36,HB,4,DET,15,14,41,2.9,0,0,62.1,64.0,75.3,60.0,20,1.43,2,9,0,0,0,0,0,41,0,0,0.0,3,0 (0),52.8,75.3,2,1,3,18,0.17,0
89,Leon Washington,# 33,HB,16,SEA,64,53,248,4.7,1,0,61.0,63.8,84.1,57.4,168,3.17,9,48,6,0,0,0,0,248,4,112,45.2,8,2 (0),49.5,83.3,14,10,48,64,0.75,2
90,James Casey,# 86,FB,16,HST,212,2,11,5.5,0,0,73.5,63.7,74.9,64.2,3,1.50,0,11,1,0,0,0,0,11,0,0,0.0,1,1 (0),77.4,81.4,24,18,260,147,1.77,0
91,Brit Miller,# 49,FB,12,SL,85,5,14,2.8,0,0,49.5,63.5,71.4,47.3,11,2.20,0,12,1,0,0,0,0,14,0,0,0.0,1,1 (0),63.7,54.6,3,3,41,24,1.71,0
91,Ryan Torain,# 46,HB,8,WAS,71,59,200,3.4,1,1,58.9,63.5,54.6,59.3,158,2.68,7,39,3,0,0,0,0,200,3,75,37.5,5,0 (0),35.7,81.5,9,6,23,57,0.40,1
93,Brock Bolen,# 44,FB,13,JAX,43,2,14,7.0,0,0,58.2,63.3,67.8,72.8,7,3.50,1,10,1,0,0,0,0,14,0,0,0.0,1,0 (0),48.7,25.2,5,2,6,46,0.13,0
93,Johnny White,# 20,HB,5,BUF,15,12,38,3.2,0,0,55.4,63.3,74.9,60.0,22,1.83,0,13,1,0,0,0,0,38,0,0,0.0,1,0 (0),32.9,73.4,3,1,-3,12,-0.25,1
93,Jacquizz Rodgers,# 22,HB,17,ATL,84,57,205,3.6,1,1,61.8,63.3,58.2,61.9,132,2.32,12,13,8,0,0,0,0,205,0,0,0.0,15,1 (0),52.4,75.5,30,25,206,190,1.08,3
96,Justin Forsett,# 20,HB,16,SEA,57,46,145,3.2,1,0,64.5,62.8,83.9,58.3,77,1.67,6,22,2,0,0,0,0,145,1,22,15.2,6,0 (0),67.4,61.6,30,23,128,155,0.83,1
97,Anthony Sherman,# 35,FB,14,ARZ,148,1,3,3.0,0,0,71.2,62.4,70.8,68.7,3,3.00,0,3,0,0,0,0,0,3,0,0,0.0,1,0 (0),69.3,54.5,9,8,72,63,1.14,0
97,Manase Tonga,# 41,FB,9,OAK,113,1,12,12.0,0,0,72.4,62.4,68.3,73.5,3,3.00,0,12,1,0,0,0,0,12,0,0,0.0,1,0 (0),44.0,85.3,4,3,18,43,0.42,1
99,Anthony Dixon,# 24,HB,10,SF,46,32,90,2.8,2,0,63.2,62.3,80.0,56.9,55,1.72,1,9,0,0,0,0,0,90,0,0,0.0,6,0 (0),62.5,75.3,1,1,6,4,1.50,0
100,Le'Ron McClain,# 44,FB,16,KC,231,15,51,3.4,1,0,67.1,62.0,78.1,61.8,27,1.80,1,12,2,0,0,0,0,51,0,0,0.0,3,1 (1),66.0,78.7,19,14,82,96,0.85,2
101,Jamaal Charles,# 25,HB,2,KC,12,12,83,6.9,0,1,65.0,61.7,24.0,-,35,2.92,3,24,3,0,0,0,0,83,2,46,55.4,3,0 (0),69.8,73.4,6,5,9,20,0.45,0
101,Jacob Hester,# 22,FB,16,SD,226,28,90,3.2,0,2,52.1,61.7,24.1,65.3,40,1.43,2,16,3,0,0,0,0,90,1,16,17.8,8,2 (0),30.9,54.1,16,12,48,87,0.55,1
103,LaDainian Tomlinson,# 21,HB,14,NYJ,86,75,280,3.7,1,0,63.9,61.5,87.4,60.7,145,1.93,6,20,5,0,0,0,0,280,2,35,12.5,15,0 (0),61.8,76.8,57,42,449,237,1.89,5
104,DuJuan Harris,# 40,HB,5,JAX,15,9,42,4.7,0,0,61.0,61.4,74.1,59.7,23,2.56,1,24,1,0,0,0,0,42,1,24,57.1,2,0 (0),52.7,79.0,1,1,4,25,0.16,0
105,Beanie Wells,# 26,HB,14,ARZ,262,245,"1,049",4.3,10,5,56.4,61.3,47.9,58.1,648,2.64,23,71,18,0,0,0,0,"1,049",7,241,23.0,48,1 (0),32.4,64.5,14,10,52,190,0.27,3
106,Kevin Faulk,# 33,HB,6,NE,21,17,57,3.4,0,0,57.8,60.8,77.4,59.1,26,1.53,0,9,0,0,0,0,0,57,0,0,0.0,1,1 (1),53.3,79.8,9,7,34,53,0.64,1
107,Danny Ware,# 28,HB,20,NYG,66,50,173,3.5,0,0,66.5,60.7,57.6,58.2,132,2.64,5,17,4,0,0,0,0,173,2,32,18.5,7,0 (0),71.8,67.7,37,29,191,172,1.11,1
107,Deji Karim,# 35,HB,12,JAX,69,63,130,2.1,0,0,57.2,60.7,85.1,60.2,89,1.41,4,14,2,0,0,0,0,130,0,0,0.0,9,0 (0),48.7,53.2,18,14,120,76,1.58,2
109,Richard Brockel,# 47,FB,10,CAR,83,3,12,4.0,1,0,71.2,60.1,69.7,76.3,3,1.00,0,7,0,0,0,0,0,12,0,0,0.0,3,0 (0),66.1,29.8,3,3,13,20,0.65,0
110,Larry Johnson,# 23,HB,1,MIA,1,1,2,2.0,0,0,58.6,59.8,61.9,-,3,3.00,0,2,0,0,0,0,0,2,0,0,0.0,0,0 (0),60.0,-,0,0,0,1,0.00,0
110,Chauncey Washington,# 30,HB,1,DAL,1,1,-1,-1.0,0,0,64.2,59.8,66.2,-,2,2.00,0,-1,0,0,0,0,0,-1,0,0,0.0,0,0 (0),69.7,74.7,3,2,13,12,1.08,0
112,Lawrence Vickers,# 47,FB,12,HST,199,1,0,0.0,0,0,62.1,59.5,68.3,69.4,1,1.00,0,0,0,0,0,0,0,0,0,0,,0,0 (0),28.7,83.3,7,4,29,53,0.55,3
112,Alfonso Smith,# 46,HB,11,ARZ,35,30,102,3.4,1,0,57.3,59.5,79.8,58.6,57,1.90,3,12,2,0,0,0,0,102,0,0,0.0,7,1 (0),44.6,83.2,4,3,21,25,0.84,1
114,Aaron Brown,# 35,HB,1,DET,1,1,0,0.0,0,0,62.6,59.4,64.6,-,1,1.00,0,0,0,0,0,0,0,0,0,0,,0,0 (0),69.9,-,1,1,9,2,4.50,0
115,Lousaka Polite,# 36,FB,4,NE,18,1,3,3.0,0,0,48.8,59.3,61.9,52.2,2,2.00,0,3,0,0,0,0,0,3,0,0,0.0,1,0 (0),53.5,-,0,0,0,6,0.00,0
115,Vonta Leach,# 44,FB,18,BLT,425,14,36,2.6,0,0,76.4,59.3,78.6,80.0,20,1.43,0,6,0,0,0,0,0,36,0,0,0.0,10,2 (0),52.4,82.1,25,17,78,145,0.54,2
117,Armond Smith,# 35,HB,2,CLV,4,3,2,0.7,0,0,56.5,59.1,67.2,60.0,11,3.67,0,6,0,0,0,0,0,2,0,0,0.0,0,0 (0),56.6,-,0,0,0,3,0.00,0
118,Javon Ringer,# 21,HB,12,TEN,69,59,185,3.1,1,1,65.4,58.8,59.5,59.1,100,1.69,9,25,6,0,0,0,0,185,1,25,13.5,7,0 (0),77.3,67.1,31,28,187,137,1.36,1
119,Curtis Brinkley,# 44,HB,5,SD,36,30,101,3.4,1,0,63.8,58.6,80.3,59.3,53,1.77,0,12,2,0,0,0,0,101,0,0,0.0,4,0 (0),78.5,77.7,7,7,41,23,1.78,0
120,Jonathan Dwyer,# 27,HB,3,PIT,22,16,123,7.7,0,0,59.1,58.4,76.0,58.5,32,2.00,3,76,1,0,0,0,0,123,1,76,61.8,2,0 (0),63.2,74.4,1,1,6,3,2.00,0
121,Kregg Lumpkin,# 28,HB,15,TB,50,31,105,3.4,0,1,58.4,58.1,83.3,69.6,52,1.68,5,19,2,0,0,0,0,105,1,19,18.1,5,1 (1),69.8,35.2,48,41,291,197,1.48,2
