#G,DB,ATT,COM,COM%,YDS,YPA,TD,INT,OFF,PASS,RUN,FUM,BTT,BTT%,TWP,TWP%,ADOT,ADJ%,DRP,DRP%,BAT,HAT,TA,DPR,SK,P2S%,TTT,SCR,1ST,NFL,PFR_ID
16.0,703.0,651.0,439.0,67.4,4515,6.9,26.0,17.0,76.6,76.4,40.6,89.2,25.0,3.6,19.0,2.6,7.0,78.4,40.0,8.4,14.0,7.0,18.0,290.0,44.0,15.2,2.6,8.0,233.0,89.6,RyanMa00
7.0,284.0,262.0,159.0,60.7,1689,6.4,14.0,4.0,72.6,74.7,34.7,55.4,9.0,3.3,11.0,3.7,7.0,74.7,21.0,11.7,8.0,2.0,11.0,103.0,15.0,14.6,2.67,7.0,87.0,91.0,BradSa00
17.0,697.0,637.0,392.0,61.5,4628,7.3,34.0,22.0,70.6,74.1,35.4,76.3,41.0,6.2,29.0,4.0,9.2,72.5,36.0,8.4,15.0,3.0,26.0,175.0,32.0,18.3,2.46,28.0,232.0,87.0,DaltAn00
3.0,104.0,96.0,57.0,59.4,615,6.4,5.0,3.0,73.6,73.8,53.7,85.6,3.0,3.1,5.0,4.8,8.7,71.6,6.0,9.5,1.0,0.0,7.0,30.0,6.0,20.0,2.59,2.0,34.0,82.6,HoyeBr00
18.0,739.0,656.0,392.0,59.8,4596,7.0,29.0,16.0,77.5,73.6,76.8,79.8,38.0,5.4,30.0,3.8,8.9,70.4,40.0,9.3,14.0,12.0,16.0,275.0,36.0,13.1,2.81,47.0,241.0,85.6,LuckAn00
7.0,213.0,183.0,111.0,60.7,1256,6.9,8.0,4.0,70.2,72.4,50.8,47.4,9.0,4.7,7.0,3.2,9.9,70.9,13.0,10.5,2.0,3.0,2.0,83.0,16.0,19.3,2.73,14.0,64.0,86.7,LockJa00
17.0,587.0,498.0,308.0,61.8,3646,7.3,25.0,15.0,73.2,71.7,65.8,90.1,23.0,4.4,24.0,3.9,9.5,72.1,23.0,6.9,8.0,9.0,19.0,219.0,48.0,21.9,3.08,41.0,199.0,88.3,NewtCa00
16.0,645.0,554.0,338.0,61.0,3691,6.7,27.0,7.0,69.8,71.3,54.6,69.5,22.0,3.7,13.0,1.9,7.0,73.7,38.0,10.1,13.0,3.0,24.0,224.0,41.0,18.3,2.85,50.0,200.0,91.7,SmitAl03
16.0,596.0,551.0,317.0,57.5,3818,6.9,18.0,27.0,68.8,70.6,47.5,67.2,29.0,5.0,31.0,5.0,10.1,67.2,30.0,8.6,7.0,3.0,25.0,240.0,39.0,16.3,2.73,6.0,177.0,69.4,MannEl00
16.0,618.0,572.0,362.0,63.3,4275,7.5,24.0,22.0,67.9,69.8,33.9,90.8,33.0,5.4,39.0,6.0,9.8,70.9,20.0,5.2,10.0,8.0,14.0,249.0,41.0,16.5,2.46,5.0,205.0,83.9,PalmCa00
11.0,399.0,350.0,217.0,62.0,2457,7.0,14.0,12.0,68.0,68.5,55.9,39.2,18.0,4.9,20.0,4.7,8.7,74.1,26.0,10.7,3.0,4.0,12.0,140.0,20.0,14.3,2.74,29.0,127.0,82.0,FitzRy00
3.0,98.0,90.0,55.0,61.1,715,7.9,1.0,5.0,71.1,68.2,70.7,85.1,6.0,6.5,8.0,7.8,7.7,73.2,5.0,8.3,5.0,1.0,0.0,27.0,3.0,11.1,2.43,5.0,33.0,66.7,TolzSc00
19.0,599.0,498.0,288.0,57.8,3773,7.6,24.0,11.0,68.1,68.1,63.4,49.4,29.0,5.5,26.0,4.1,10.2,67.9,30.0,9.4,13.0,1.0,16.0,208.0,45.0,21.6,3.11,56.0,201.0,88.7,KaepCo00
5.0,184.0,157.0,93.0,59.2,1092,7.0,4.0,3.0,61.0,67.7,29.5,26.1,12.0,7.5,6.0,3.2,8.8,67.5,9.0,8.8,2.0,1.0,3.0,64.0,18.0,28.1,2.73,9.0,48.0,81.0,LewiTh01
16.0,677.0,614.0,362.0,59.0,3912,6.4,19.0,22.0,67.4,67.2,50.2,78.7,37.0,5.7,31.0,4.3,9.5,67.8,33.0,8.4,5.0,9.0,16.0,241.0,48.0,19.9,2.86,15.0,197.0,73.1,FlacJo00
10.0,272.0,242.0,142.0,58.7,1673,6.9,8.0,7.0,62.6,66.7,29.5,44.9,10.0,3.9,8.0,2.7,9.1,68.7,14.0,9.0,2.0,5.0,7.0,99.0,21.0,21.2,2.81,9.0,84.0,78.8,ClemKe00
13.0,530.0,456.0,274.0,60.1,3203,7.0,16.0,12.0,65.9,66.5,58.1,76.8,11.0,2.3,16.0,2.9,8.9,72.4,36.0,11.6,9.0,3.0,14.0,202.0,38.0,18.8,2.95,36.0,169.0,82.2,GrifRo01
13.0,468.0,416.0,247.0,59.4,2608,6.3,19.0,9.0,64.2,66.0,42.2,71.2,18.0,4.0,24.0,4.8,9.6,70.2,21.0,7.8,7.0,8.0,19.0,203.0,40.0,19.7,3.0,12.0,129.0,83.9,GlenMi00
9.0,281.0,254.0,153.0,60.2,1807,7.1,11.0,9.0,64.0,65.2,45.1,56.5,12.0,4.6,11.0,3.8,9.0,71.2,13.0,7.8,12.0,2.0,7.0,92.0,16.0,17.4,2.54,11.0,83.0,81.6,CassMa00
8.0,301.0,267.0,141.0,52.8,1731,6.5,9.0,9.0,62.6,64.3,45.6,63.4,14.0,5.0,14.0,4.4,9.6,68.2,24.0,14.5,3.0,5.0,16.0,115.0,27.0,23.5,2.98,7.0,80.0,70.3,WeedBr00
2.0,52.0,51.0,33.0,64.7,398,7.8,2.0,2.0,66.0,64.0,64.0,80.9,2.0,3.8,1.0,1.9,8.8,70.8,1.0,2.9,1.0,0.0,2.0,14.0,0.0,0.0,2.27,1.0,20.0,85.3,OrtoKy00
7.0,220.0,211.0,118.0,55.9,1547,7.3,8.0,8.0,59.8,62.9,30.3,34.0,15.0,6.7,14.0,6.0,9.5,66.5,13.0,9.9,9.0,1.0,4.0,76.0,6.0,7.9,2.63,3.0,72.0,76.1,McGlMa01
8.0,277.0,253.0,137.0,54.2,1760,7.0,9.0,6.0,60.9,60.8,58.4,38.8,14.0,5.4,15.0,5.3,9.7,67.5,17.0,11.0,6.0,3.0,13.0,126.0,19.0,15.1,3.03,5.0,78.0,78.2,KeenCa00
7.0,236.0,200.0,124.0,62.0,1392,7.0,8.0,5.0,53.2,60.7,26.6,37.5,5.0,2.4,8.0,3.2,7.3,74.2,11.0,8.1,6.0,1.0,11.0,70.0,24.0,34.3,2.69,12.0,71.0,85.7,FlynMa00
1.0,1.0,1.0,1.0,100.0,13,13.0,0.0,0.0,56.2,60.6,55.0,71.2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.1,0.0,1.0,118.8,McCoCo00
16.0,517.0,443.0,247.0,55.8,3036,6.9,12.0,21.0,60.7,60.6,58.8,69.7,23.0,5.0,32.0,5.9,9.2,67.4,26.0,9.5,9.0,2.0,26.0,217.0,43.0,19.8,3.06,31.0,158.0,66.4,SmitGe00
15.0,551.0,503.0,305.0,60.6,3241,6.4,13.0,14.0,58.7,60.6,39.6,84.1,10.0,1.9,24.0,4.2,7.1,72.7,30.0,9.0,20.0,5.0,16.0,195.0,37.0,19.0,2.43,11.0,154.0,76.5,HennCh01
9.0,346.0,317.0,180.0,56.8,2015,6.4,11.0,8.0,62.3,60.2,79.9,63.1,5.0,1.5,13.0,3.6,7.8,69.8,21.0,10.4,5.0,4.0,19.0,130.0,16.0,12.3,3.01,13.0,92.0,76.9,CampJa00
3.0,45.0,38.0,25.0,65.8,248,6.5,1.0,1.0,61.0,58.8,62.7,81.6,1.0,2.5,2.0,4.2,4.6,75.0,2.0,7.4,0.0,1.0,1.0,20.0,2.0,10.0,2.9,5.0,17.0,81.9,DaniCh00
6.0,171.0,141.0,77.0,54.6,1215,8.6,5.0,3.0,61.2,58.4,67.6,29.1,9.0,6.1,7.0,3.9,11.3,66.4,8.0,9.4,5.0,1.0,7.0,76.0,13.0,17.1,3.38,17.0,60.0,86.5,VickMi00
10.0,383.0,358.0,219.0,61.2,2310,6.5,10.0,14.0,58.6,58.3,60.8,85.1,14.0,3.7,20.0,5.0,8.4,70.0,12.0,5.2,7.0,2.0,19.0,160.0,21.0,13.1,2.83,4.0,116.0,73.0,SchaMa00
10.0,358.0,306.0,180.0,58.8,1972,6.4,11.0,9.0,53.0,57.5,36.3,47.5,8.0,2.4,19.0,4.9,8.6,68.4,19.0,9.5,3.0,6.0,5.0,114.0,28.0,24.6,2.81,24.0,95.0,77.7,ManuEJ00
9.0,291.0,239.0,152.0,63.6,1648,6.9,7.0,9.0,56.9,56.7,55.5,80.2,13.0,5.2,17.0,5.6,8.8,72.6,10.0,6.2,2.0,3.0,11.0,110.0,27.0,24.5,2.96,25.0,94.0,77.9,PondCh00
2.0,19.0,16.0,11.0,68.8,95,5.9,0.0,0.0,58.8,56.5,62.7,76.1,0.0,0.0,0.0,0.0,6.5,80.0,1.0,8.3,0.0,0.0,1.0,10.0,2.0,20.0,3.09,1.0,5.0,84.1,OsweBr00
2.0,28.0,24.0,16.0,66.7,139,5.8,0.0,1.0,57.2,56.5,-,77.0,0.0,0.0,1.0,3.6,6.0,72.7,0.0,0.0,1.0,0.0,1.0,12.0,4.0,33.3,2.84,0.0,7.0,64.4,WallSe00
5.0,162.0,155.0,81.0,52.3,854,5.5,4.0,7.0,51.4,54.5,42.8,88.6,6.0,3.8,7.0,4.2,8.4,63.2,10.0,11.0,3.0,1.0,6.0,43.0,5.0,11.6,2.63,2.0,42.0,58.4,CousKi00
1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,52.6,54.4,56.3,68.2,0.0,0.0,0.0,0.0,24.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,3.2,0.0,0.0,39.6,McCoLu00
4.0,157.0,147.0,63.0,42.9,761,5.2,2.0,4.0,52.5,53.1,59.9,68.7,7.0,4.5,9.0,5.4,11.0,54.7,13.0,17.1,1.0,1.0,6.0,61.0,8.0,13.1,2.86,2.0,40.0,52.6,FreeJo00
11.0,337.0,272.0,156.0,57.4,1798,6.6,7.0,11.0,53.9,49.4,71.7,46.1,10.0,3.5,17.0,4.8,8.2,68.3,14.0,8.2,3.0,1.0,18.0,158.0,31.0,19.6,3.46,34.0,99.0,69.1,PryoTe00
1.0,7.0,7.0,5.0,71.4,34,4.9,0.0,0.0,45.0,45.8,-,70.9,0.0,0.0,0.0,0.0,6.3,71.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,81.8,DaviDo02
1.0,6.0,6.0,2.0,33.3,53,8.8,0.0,2.0,43.3,44.6,-,68.0,1.0,16.7,1.0,16.7,18.8,33.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.1,0.0,1.0,27.1,MoorMa01
2.0,63.0,59.0,26.0,44.1,309,5.2,1.0,3.0,46.0,44.4,59.2,82.4,2.0,3.2,5.0,7.5,10.4,58.9,7.0,21.2,0.0,3.0,0.0,17.0,2.0,11.8,2.57,2.0,16.0,45.1,TuelJe00
3.0,12.0,12.0,7.0,58.3,130,10.8,0.0,1.0,40.2,44.3,58.0,73.5,0.0,0.0,1.0,8.3,8.3,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.02,0.0,6.0,61.1,HassMa00
2.0,7.0,5.0,1.0,20.0,2,0.4,0.0,1.0,61.1,43.7,63.7,73.5,0.0,0.0,1.0,14.3,4.8,40.0,1.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,3.06,2.0,2.0,0.0,TaylTy00
3.0,105.0,86.0,42.0,48.8,481,5.6,1.0,7.0,38.6,42.6,41.5,38.5,4.0,4.4,7.0,6.4,7.3,63.6,7.0,14.3,2.0,0.0,7.0,43.0,12.0,27.9,2.75,7.0,23.0,36.0,GabbBl00
3.0,17.0,16.0,8.0,50.0,57,3.6,0.0,2.0,28.5,39.5,28.3,16.8,0.0,0.0,2.0,11.1,7.5,62.5,2.0,20.0,0.0,0.0,0.0,5.0,1.0,20.0,2.68,0.0,2.0,19.0,PainCu00
3.0,39.0,31.0,16.0,51.6,156,5.0,1.0,1.0,33.7,35.1,50.6,79.0,0.0,0.0,2.0,5.0,8.9,62.1,2.0,11.1,1.0,0.0,1.0,16.0,4.0,25.0,3.05,4.0,9.0,63.4,SimmMa00
2.0,24.0,22.0,15.0,68.2,113,5.1,0.0,2.0,34.0,34.7,59.3,76.9,0.0,0.0,2.0,7.4,4.6,80.0,1.0,6.3,0.0,0.0,2.0,9.0,2.0,22.2,2.83,0.0,7.0,42.4,YateT.00
3.0,52.0,49.0,30.0,61.2,300,6.1,0.0,4.0,25.9,26.7,58.4,24.4,0.0,0.0,10.0,17.5,10.1,68.8,3.0,9.1,1.0,0.0,0.0,15.0,3.0,20.0,2.98,0.0,17.0,44.6,BarkMa00
