#G,DB,ATT,COM,COM%,YDS,YPA,TD,INT,OFF,PASS,RUN,FUM,BTT,BTT%,TWP,TWP%,ADOT,ADJ%,DRP,DRP%,BAT,HAT,TA,DPR,SK,P2S%,TTT,SCR,1ST,NFL,PFR_ID
16.0,492.0,458.0,288.0,62.9,3601,7.9,25.0,14.0,75.8,74.3,58.0,75.8,17.0,3.4,17.0,3.2,9.2,74.4,26.0,8.3,9.0,10.0,17.0,172.0,16.0,9.3,2.76,13.0,169.0,92.7,LoveJo03
10.0,317.0,284.0,172.0,60.6,2045,7.2,11.0,7.0,76.8,73.8,75.6,70.7,13.0,4.4,13.0,3.9,9.9,70.0,17.0,9.0,2.0,1.0,10.0,90.0,18.0,20.0,2.63,13.0,103.0,85.2,LawrTr00
18.0,674.0,589.0,389.0,66.0,3919,6.7,30.0,12.0,78.3,73.8,81.2,91.6,23.0,3.7,13.0,1.8,7.9,76.7,29.0,6.9,16.0,4.0,23.0,194.0,26.0,13.4,2.98,53.0,204.0,93.3,NixxBo00
18.0,628.0,588.0,385.0,65.5,4295,7.3,24.0,8.0,74.7,73.3,57.0,58.5,26.0,4.2,25.0,3.7,8.3,73.2,16.0,4.0,12.0,9.0,18.0,200.0,35.0,17.5,2.62,4.0,205.0,95.0,StafMa00
4.0,10.0,5.0,3.0,60.0,28,5.6,0.0,0.0,74.7,72.9,63.7,71.4,0.0,0.0,0.0,0.0,6.2,80.0,1.0,25.0,0.0,0.0,0.0,3.0,3.0,100.0,3.12,2.0,2.0,75.4,HeinTa00
3.0,11.0,9.0,6.0,66.7,62,6.9,0.0,0.0,74.1,72.8,63.8,74.1,0.0,0.0,0.0,0.0,5.6,77.8,1.0,14.3,0.0,0.0,0.0,5.0,1.0,20.0,2.82,1.0,3.0,86.3,HookHe00
14.0,485.0,453.0,303.0,66.9,3508,7.7,18.0,16.0,74.3,72.3,65.8,46.5,13.0,2.7,24.0,4.6,8.0,76.7,13.0,4.1,15.0,7.0,15.0,156.0,27.0,17.3,2.54,3.0,163.0,88.6,CousKi00
1.0,1.0,1.0,1.0,100.0,19,19.0,0.0,0.0,73.2,71.6,-,60.4,0.0,0.0,0.0,0.0,13.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.2,0.0,1.0,118.8,AlleKy00
1.0,45.0,41.0,27.0,65.9,334,8.1,2.0,1.0,70.8,71.5,53.6,80.1,1.0,2.4,1.0,2.2,4.8,72.5,2.0,6.9,0.0,0.0,1.0,20.0,3.0,15.0,2.63,1.0,16.0,97.0,GaroJi00
19.0,556.0,452.0,313.0,69.2,3629,8.0,23.0,6.0,81.6,71.0,91.1,56.4,22.0,4.6,19.0,3.2,8.1,80.4,12.0,3.7,9.0,2.0,36.0,223.0,51.0,22.9,3.23,48.0,198.0,104.7,HurtJa00
7.0,270.0,248.0,162.0,65.3,1761,7.1,12.0,7.0,71.6,70.7,55.4,79.9,8.0,3.0,11.0,3.8,9.2,73.0,8.0,4.7,3.0,1.0,11.0,78.0,18.0,23.1,2.62,3.0,88.0,90.5,FlacJo00
11.0,435.0,399.0,291.0,72.9,2867,7.2,19.0,7.0,70.2,70.2,51.3,39.5,11.0,2.6,12.0,2.6,6.1,79.8,14.0,4.6,6.0,0.0,9.0,100.0,21.0,21.0,2.3,7.0,166.0,101.4,TagoTu00
2.0,47.0,45.0,30.0,66.7,323,7.2,4.0,0.0,71.8,70.0,64.2,80.7,1.0,2.2,1.0,2.1,7.4,75.0,3.0,9.1,1.0,0.0,0.0,19.0,2.0,10.5,2.39,0.0,17.0,117.2,McKeTa01
9.0,329.0,296.0,181.0,61.1,2121,7.2,13.0,12.0,73.4,69.5,84.3,83.5,11.0,3.5,18.0,5.2,9.7,70.7,12.0,6.2,10.0,4.0,8.0,103.0,24.0,23.3,2.67,8.0,108.0,80.6,WinsJa00
10.0,389.0,341.0,216.0,63.3,2070,6.1,8.0,7.0,72.0,67.5,79.0,80.1,7.0,1.9,9.0,2.2,7.5,77.7,24.0,10.0,5.0,3.0,20.0,145.0,29.0,20.0,2.71,16.0,110.0,79.4,JoneDa05
6.0,175.0,160.0,106.0,66.3,989,6.2,7.0,6.0,68.1,67.4,58.0,58.2,6.0,3.6,8.0,4.3,7.0,77.5,11.0,9.4,3.0,0.0,6.0,50.0,7.0,14.0,2.54,6.0,52.0,82.0,DaltAn00
8.0,317.0,286.0,185.0,64.7,1978,6.9,11.0,8.0,67.9,67.2,59.6,56.0,14.0,4.5,16.0,4.7,8.3,72.4,9.0,4.6,6.0,4.0,6.0,98.0,21.0,21.4,2.63,6.0,88.0,86.0,PresDa01
3.0,47.0,41.0,25.0,61.0,266,6.5,0.0,1.0,64.4,65.8,55.5,81.8,0.0,0.0,1.0,2.0,7.8,68.4,1.0,3.8,1.0,1.0,1.0,15.0,4.0,26.7,2.9,2.0,14.0,69.8,LancTr00
8.0,197.0,162.0,106.0,65.4,1106,6.8,5.0,1.0,71.0,65.7,76.8,63.2,6.0,3.4,6.0,2.8,7.8,78.2,9.0,7.8,2.0,4.0,8.0,79.0,16.0,20.3,3.08,18.0,51.0,92.8,FielJu00
6.0,71.0,54.0,40.0,74.1,550,10.2,3.0,0.0,70.3,65.3,71.2,52.5,2.0,3.4,1.0,1.3,7.5,83.0,4.0,9.1,0.0,0.0,1.0,23.0,8.0,34.8,2.97,8.0,24.0,124.8,WillMa12
13.0,422.0,338.0,225.0,66.6,2276,6.7,15.0,10.0,70.1,64.9,82.9,48.6,14.0,3.7,16.0,3.5,7.4,74.6,7.0,3.0,4.0,5.0,17.0,158.0,34.0,21.5,2.82,45.0,132.0,88.1,MayeDr00
4.0,39.0,36.0,20.0,55.6,212,5.9,0.0,0.0,68.5,64.0,74.7,79.6,0.0,0.0,0.0,0.0,7.6,61.8,1.0,4.8,1.0,1.0,0.0,8.0,2.0,25.0,2.35,1.0,9.0,72.9,MillDa02
17.0,682.0,562.0,351.0,62.5,3541,6.3,20.0,6.0,67.6,63.5,80.4,81.6,24.0,3.9,19.0,2.6,8.1,73.4,19.0,5.1,12.0,4.0,38.0,241.0,68.0,28.2,3.03,48.0,190.0,87.8,WillCa03
7.0,270.0,216.0,137.0,63.4,1148,5.3,5.0,3.0,63.1,63.4,57.6,56.9,8.0,3.5,5.0,1.7,7.1,76.8,15.0,9.9,2.0,6.0,10.0,118.0,33.0,28.0,3.05,21.0,54.0,79.0,WatsDe00
5.0,51.0,43.0,25.0,58.1,291,6.8,2.0,1.0,65.7,63.0,66.0,82.9,3.0,6.3,2.0,3.5,8.9,70.3,1.0,3.8,2.0,2.0,2.0,20.0,4.0,20.0,2.84,3.0,12.0,84.5,PickKe00
10.0,290.0,262.0,171.0,65.3,1672,6.4,7.0,8.0,65.0,62.1,75.4,81.5,8.0,2.9,10.0,3.2,7.7,72.7,5.0,2.8,6.0,2.0,12.0,76.0,14.0,18.4,2.67,14.0,82.0,79.2,JoneMa05
2.0,2.0,2.0,2.0,100.0,11,5.5,0.0,0.0,64.4,62.0,61.6,71.7,0.0,0.0,0.0,0.0,0.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,0.0,1.0,89.6,BageTy00
3.0,4.0,3.0,2.0,66.7,17,5.7,0.0,0.0,57.8,61.8,54.0,71.3,0.0,0.0,0.0,0.0,18.0,66.7,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,2.63,0.0,1.0,81.3,JohnJo05
10.0,346.0,306.0,203.0,66.3,2013,6.6,9.0,10.0,60.7,61.7,46.1,47.7,5.0,1.5,9.0,2.4,6.2,76.8,5.0,2.4,9.0,2.0,21.0,121.0,29.0,24.0,2.63,11.0,110.0,81.0,MinsGa00
5.0,168.0,133.0,86.0,64.7,831,6.2,3.0,3.0,67.3,61.6,78.5,35.3,1.0,0.7,9.0,4.9,8.2,77.5,7.0,7.5,3.0,2.0,7.0,59.0,15.0,25.4,2.66,15.0,52.0,80.1,HuntTy01
1.0,2.0,2.0,2.0,100.0,8,4.0,0.0,0.0,45.6,61.5,43.1,19.9,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.3,0.0,0.0,83.3,TuneCl00
8.0,256.0,228.0,146.0,64.0,1530,6.7,9.0,9.0,62.5,61.5,65.3,48.6,6.0,2.4,8.0,2.9,7.6,77.0,11.0,7.0,2.0,4.0,15.0,89.0,11.0,12.4,2.7,13.0,85.0,80.1,RudoMa00
2.0,52.0,47.0,32.0,68.1,361,7.7,2.0,2.0,56.7,61.1,44.7,24.8,0.0,0.0,3.0,5.6,7.4,75.6,2.0,5.9,1.0,0.0,0.0,12.0,2.0,16.7,2.65,3.0,19.0,87.3,DobbJo00
1.0,1.0,1.0,1.0,100.0,5,5.0,0.0,0.0,63.8,60.0,61.3,70.4,0.0,0.0,0.0,0.0,-3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,87.5,TrasKy00
11.0,299.0,264.0,126.0,47.7,1814,6.9,8.0,12.0,62.2,59.8,65.1,28.2,19.0,6.8,15.0,4.7,12.3,60.2,16.0,11.3,3.0,11.0,12.0,115.0,14.0,12.2,2.95,21.0,82.0,61.6,RichAn03
11.0,326.0,308.0,187.0,60.7,1844,6.0,12.0,5.0,52.9,59.8,24.0,26.0,8.0,2.4,12.0,3.4,7.5,70.5,14.0,7.0,13.0,2.0,7.0,75.0,13.0,17.3,2.35,4.0,92.0,83.8,RushCo00
7.0,188.0,161.0,95.0,59.0,826,5.1,2.0,1.0,59.1,58.5,56.7,37.3,5.0,2.9,6.0,3.0,7.3,70.6,6.0,5.9,1.0,5.0,11.0,82.0,18.0,22.0,2.89,9.0,45.0,74.2,BrisJa00
9.0,256.0,243.0,154.0,63.4,1612,6.6,8.0,4.0,61.2,58.2,74.6,66.8,12.0,4.6,10.0,3.6,8.3,71.3,5.0,3.1,4.0,4.0,11.0,83.0,10.0,12.0,2.74,3.0,80.0,86.7,OConAi00
1.0,1.0,1.0,1.0,100.0,3,3.0,0.0,0.0,57.8,58.0,-,60.4,0.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.5,0.0,1.0,79.2,BridTe00
6.0,51.0,39.0,18.0,46.2,226,5.8,1.0,1.0,57.2,56.7,59.4,81.8,2.0,4.8,1.0,1.9,9.0,62.2,5.0,21.7,0.0,1.0,1.0,27.0,6.0,22.2,2.92,5.0,10.0,62.6,HaenJa00
12.0,362.0,301.0,190.0,63.1,2091,6.9,13.0,12.0,54.9,54.6,58.2,30.1,15.0,4.7,17.0,4.4,9.1,73.4,14.0,6.9,3.0,6.0,14.0,135.0,41.0,30.4,2.74,20.0,95.0,81.4,LeviWi00
3.0,55.0,50.0,27.0,54.0,276,5.5,1.0,1.0,54.8,54.0,62.4,81.8,2.0,3.6,3.0,4.9,7.7,64.4,2.0,6.9,1.0,0.0,3.0,18.0,2.0,11.1,2.36,2.0,12.0,68.4,BoylTi00
2.0,55.0,44.0,31.0,70.5,257,5.8,0.0,0.0,51.3,52.2,53.5,82.3,0.0,0.0,1.0,1.6,5.8,78.0,1.0,3.1,0.0,0.0,3.0,20.0,6.0,30.0,2.59,4.0,16.0,85.1,DeViTo00
2.0,25.0,19.0,12.0,63.2,118,6.2,0.0,0.0,50.7,51.1,57.9,77.1,0.0,0.0,0.0,0.0,5.2,66.7,0.0,0.0,0.0,1.0,0.0,13.0,4.0,30.8,2.61,1.0,5.0,80.6,WentCa00
5.0,28.0,26.0,19.0,73.1,179,6.9,2.0,0.0,50.9,49.5,55.2,80.9,0.0,0.0,1.0,3.6,6.2,76.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,2.29,1.0,7.0,117.3,TrubMi00
7.0,264.0,228.0,130.0,57.0,1317,5.8,4.0,5.0,52.0,49.4,71.3,27.1,6.0,2.4,14.0,4.9,8.2,69.0,10.0,7.1,5.0,6.0,13.0,98.0,22.0,22.4,2.78,14.0,67.0,70.4,RattSp00
5.0,102.0,85.0,52.0,61.2,458,5.4,2.0,2.0,45.7,49.0,47.3,29.9,4.0,4.5,5.0,4.8,7.9,72.0,2.0,3.7,1.0,3.0,5.0,45.0,10.0,22.2,2.72,6.0,25.0,73.6,RiddDe00
7.0,204.0,181.0,107.0,59.1,1071,5.9,6.0,5.0,53.6,48.2,90.7,40.3,6.0,3.1,11.0,5.1,7.3,71.2,9.0,7.8,7.0,3.0,7.0,78.0,12.0,15.4,2.81,10.0,53.0,75.5,LockDr00
1.0,12.0,11.0,3.0,27.3,28,2.5,0.0,0.0,45.8,46.2,-,72.4,0.0,0.0,0.0,0.0,9.9,44.4,1.0,25.0,1.0,1.0,0.0,2.0,0.0,0.0,2.34,0.0,1.0,39.6,WhitMi01
2.0,33.0,30.0,17.0,56.7,199,6.6,1.0,2.0,41.1,44.5,54.4,20.4,0.0,0.0,4.0,12.1,8.1,70.4,2.0,10.5,0.0,0.0,3.0,12.0,2.0,16.7,2.78,1.0,8.0,60.3,AlleBr00
1.0,33.0,31.0,16.0,51.6,170,5.5,1.0,2.0,41.0,43.7,57.9,78.8,3.0,8.8,4.0,10.8,8.1,60.0,2.0,11.1,0.0,0.0,1.0,9.0,1.0,11.1,2.68,1.0,8.0,51.8,ZappBa00
2.0,40.0,33.0,21.0,63.6,187,5.7,0.0,0.0,39.7,41.8,55.3,20.3,0.0,0.0,3.0,7.3,7.6,74.2,2.0,8.7,0.0,1.0,1.0,17.0,6.0,35.3,2.78,1.0,8.0,78.7,ThomSk00
6.0,133.0,118.0,61.0,51.7,440,3.7,0.0,6.0,45.3,39.3,73.1,29.0,1.0,0.8,7.0,4.9,5.7,67.0,8.0,11.6,2.0,1.0,12.0,44.0,8.0,18.2,2.75,6.0,23.0,39.5,ThomDo02
1.0,19.0,14.0,5.0,35.7,24,1.7,0.0,1.0,27.0,27.6,58.3,74.8,0.0,0.0,2.0,10.5,6.6,46.2,1.0,16.7,0.0,1.0,0.0,12.0,4.0,33.3,3.12,1.0,1.0,14.6,HoweSa00
