#G,DB,ATT,COM,COM%,YDS,YPA,TD,INT,OFF,PASS,RUN,FUM,BTT,BTT%,TWP,TWP%,ADOT,ADJ%,DRP,DRP%,BAT,HAT,TA,DPR,SK,P2S%,TTT,SCR,1ST,NFL,PFR_ID
19.0,803.0,715.0,486.0,68.0,5196,7.3,39.0,14.0,92.0,91.0,78.0,75.8,37.0,4.9,18.0,2.1,7.6,77.3,24.0,4.7,21.0,7.0,25.0,223.0,51.0,22.9,2.5,35.0,269.0,99.0,BurrJo01
20.0,835.0,747.0,506.0,67.7,5955,8.0,48.0,12.0,91.8,90.1,85.7,76.9,38.0,4.8,19.0,2.1,7.5,78.0,28.0,5.2,7.0,10.0,45.0,286.0,29.0,10.1,2.85,55.0,341.0,106.5,MahoPa00
18.0,754.0,648.0,407.0,62.8,4899,7.6,38.0,17.0,91.8,85.8,92.8,43.5,52.0,7.6,32.0,4.0,10.2,74.2,35.0,7.9,17.0,4.0,30.0,266.0,41.0,15.4,2.91,63.0,277.0,94.5,AlleJo02
18.0,637.0,547.0,364.0,66.5,4280,7.8,25.0,6.0,88.2,83.8,83.8,66.7,26.0,4.5,12.0,1.8,8.7,77.4,23.0,5.9,13.0,2.0,32.0,189.0,40.0,21.2,2.86,48.0,210.0,100.8,HurtJa00
13.0,432.0,400.0,259.0,64.8,3548,8.9,25.0,8.0,81.9,81.4,52.0,45.9,18.0,4.3,19.0,4.2,10.1,74.2,20.0,7.2,5.0,2.0,16.0,111.0,21.0,18.9,2.52,10.0,165.0,105.5,TagoTu00
14.0,415.0,378.0,252.0,66.7,2873,7.6,18.0,9.0,82.1,81.0,64.4,67.2,16.0,4.1,10.0,2.3,8.4,76.8,16.0,6.0,7.0,5.0,17.0,118.0,25.0,21.2,2.59,11.0,136.0,95.3,DaltAn00
18.0,740.0,682.0,455.0,66.7,4820,7.1,31.0,14.0,79.2,77.7,72.8,71.1,31.0,4.3,23.0,2.9,7.9,76.7,21.0,4.4,12.0,12.0,34.0,269.0,46.0,17.1,2.69,12.0,252.0,93.7,CousKi00
4.0,21.0,21.0,14.0,66.7,195,9.3,1.0,0.0,78.7,77.1,60.0,75.7,1.0,4.8,0.0,0.0,7.8,85.0,3.0,17.6,0.0,0.0,0.0,4.0,0.0,0.0,2.17,0.0,9.0,112.2,LoveJo03
18.0,829.0,799.0,525.0,65.7,5054,6.3,27.0,10.0,77.5,77.1,44.0,75.1,36.0,4.3,23.0,2.6,7.3,74.8,31.0,5.6,12.0,4.0,37.0,166.0,24.0,14.5,2.3,4.0,258.0,89.2,BradTo00
18.0,812.0,743.0,503.0,67.7,5016,6.8,26.0,10.0,77.9,76.7,60.2,74.0,24.0,3.1,14.0,1.7,6.9,78.8,27.0,5.1,23.0,16.0,29.0,288.0,41.0,14.2,2.74,24.0,249.0,92.7,HerbJu00
17.0,588.0,542.0,350.0,64.6,3695,6.8,26.0,12.0,77.7,75.9,65.3,85.6,33.0,5.7,18.0,2.9,8.5,75.8,30.0,7.9,7.0,3.0,29.0,157.0,32.0,20.4,2.67,13.0,183.0,91.1,RodgAa00
18.0,693.0,607.0,424.0,69.9,4535,7.5,32.0,12.0,79.3,75.4,83.8,76.4,35.0,5.4,31.0,4.2,8.3,77.7,15.0,3.4,8.0,6.0,27.0,232.0,49.0,21.1,2.79,36.0,236.0,100.8,SmitGe00
12.0,416.0,369.0,236.0,64.0,2608,7.1,12.0,6.0,82.6,75.2,91.5,59.6,18.0,4.5,14.0,3.1,9.5,74.6,17.0,6.7,5.0,4.0,18.0,137.0,24.0,17.5,2.9,23.0,140.0,88.9,BrisJa00
10.0,259.0,233.0,155.0,66.5,1943,8.3,16.0,4.0,77.7,75.1,69.9,90.7,5.0,2.0,7.0,2.5,7.8,77.4,9.0,5.5,7.0,3.0,11.0,87.0,15.0,17.2,2.84,9.0,97.0,108.0,PurdBr00
19.0,733.0,670.0,439.0,65.5,4618,6.9,30.0,13.0,78.6,74.1,83.4,46.0,35.0,5.0,23.0,3.0,7.9,76.3,37.0,7.8,17.0,3.0,23.0,210.0,31.0,14.8,2.5,27.0,246.0,92.2,LawrTr00
4.0,99.0,92.0,65.0,70.7,781,8.5,5.0,3.0,67.1,74.0,29.9,26.1,1.0,1.0,2.0,1.8,7.4,80.0,3.0,4.4,3.0,0.0,4.0,26.0,6.0,23.1,2.77,1.0,37.0,100.9,ZappBa00
7.0,195.0,180.0,117.0,65.0,1252,7.0,4.0,5.0,76.6,74.0,73.7,90.2,11.0,5.8,8.0,3.9,10.0,71.3,5.0,4.1,3.0,2.0,3.0,57.0,11.0,19.3,2.71,4.0,66.0,81.1,TrubMi00
13.0,444.0,389.0,245.0,63.0,2404,6.2,7.0,9.0,75.5,73.0,77.5,80.5,18.0,4.3,11.0,2.3,8.0,73.3,19.0,7.2,8.0,2.0,18.0,140.0,27.0,19.3,2.99,28.0,134.0,76.7,PickKe00
12.0,378.0,326.0,203.0,62.3,2242,6.9,17.0,7.0,85.2,72.3,92.6,56.6,17.0,5.0,9.0,2.3,9.2,74.6,20.0,9.0,8.0,3.0,15.0,129.0,27.0,20.9,3.11,25.0,116.0,91.1,JackLa00
12.0,374.0,325.0,212.0,65.2,2536,7.8,13.0,6.0,74.9,71.9,77.2,76.1,11.0,3.2,10.0,2.5,8.2,75.9,18.0,7.8,7.0,6.0,8.0,135.0,33.0,24.4,2.67,13.0,124.0,94.6,TannRy00
17.0,626.0,587.0,382.0,65.1,4438,7.6,29.0,7.0,72.4,71.6,53.0,64.3,18.0,2.9,24.0,3.6,7.6,77.8,31.0,7.5,15.0,8.0,32.0,187.0,23.0,12.3,2.69,15.0,230.0,99.3,GoffJa00
1.0,4.0,3.0,3.0,100.0,22,7.3,0.0,0.0,74.9,70.1,65.7,70.5,0.0,0.0,0.0,0.0,3.7,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,2.6,0.0,1.0,97.2,AlleBr00
