#G,DB,ATT,COM,COM%,YDS,YPA,TD,INT,OFF,PASS,RUN,FUM,BTT,BTT%,TWP,TWP%,ADOT,ADJ%,DRP,DRP%,BAT,HAT,TA,DPR,SK,P2S%,TTT,SCR,1ST,NFL,PFR_ID
16.0,644.0,590.0,392.0,66.4,4051,6.9,27.0,12.0,75.6,76.1,49.6,56.7,21.0,3.3,26.0,3.8,8.1,75.9,29.0,6.9,17.0,2.0,15.0,248.0,46.0,18.5,2.61,8.0,227.0,92.8,TannRy00
18.0,659.0,628.0,390.0,62.1,4540,7.2,33.0,14.0,76.2,75.7,48.5,61.9,27.0,4.0,29.0,4.1,9.2,74.0,39.0,9.1,6.0,13.0,23.0,221.0,20.0,9.0,2.67,11.0,229.0,92.2,FlacJo00
17.0,662.0,643.0,421.0,65.5,4944,7.7,40.0,15.0,76.9,75.7,56.3,92.3,42.0,6.1,29.0,4.1,9.0,72.6,31.0,6.9,10.0,1.0,6.0,142.0,18.0,12.7,2.24,1.0,236.0,99.7,MannPe00
12.0,365.0,312.0,197.0,63.1,2483,8.0,17.0,8.0,74.4,75.6,55.8,60.6,15.0,4.5,10.0,2.6,9.0,72.4,16.0,7.5,7.0,6.0,4.0,141.0,21.0,14.9,2.68,32.0,129.0,95.3,FitzRy00
5.0,104.0,97.0,65.0,67.0,701,7.2,5.0,0.0,70.0,75.2,29.2,31.0,2.0,2.0,1.0,0.9,9.7,73.4,4.0,5.8,0.0,1.0,1.0,27.0,4.0,14.8,2.29,3.0,45.0,105.2,AndeDe00
13.0,474.0,402.0,259.0,64.4,2920,7.3,15.0,12.0,75.6,74.8,63.8,89.8,14.0,3.3,11.0,2.2,7.9,77.3,21.0,7.5,8.0,7.0,20.0,188.0,39.0,20.7,2.83,33.0,149.0,86.0,BridTe00
16.0,593.0,516.0,303.0,58.7,3571,6.9,22.0,15.0,75.9,74.7,66.1,56.0,31.0,5.6,26.0,4.1,9.8,67.7,30.0,9.0,6.0,4.0,12.0,214.0,41.0,19.2,2.9,36.0,195.0,82.0,NewtCa00
15.0,546.0,465.0,304.0,65.4,3282,7.1,19.0,6.0,73.0,74.4,47.9,78.2,13.0,2.6,9.0,1.6,5.9,79.9,33.0,9.8,15.0,6.0,22.0,196.0,45.0,23.0,2.73,36.0,187.0,94.2,SmitAl03
19.0,634.0,524.0,326.0,62.2,4199,8.0,26.0,12.0,74.5,72.6,68.9,32.6,31.0,5.7,26.0,3.9,9.0,74.8,25.0,7.1,9.0,3.0,42.0,281.0,52.0,18.5,3.18,58.0,213.0,94.3,WilsRu00
6.0,238.0,224.0,142.0,63.4,1629,7.3,11.0,3.0,72.1,72.2,62.6,77.0,15.0,6.2,9.0,3.5,9.2,75.1,15.0,9.6,3.0,2.0,10.0,87.0,9.0,10.3,2.59,4.0,83.0,96.0,PalmCa00
16.0,635.0,601.0,379.0,63.1,4410,7.3,30.0,14.0,70.9,69.6,58.6,66.2,17.0,2.7,28.0,4.2,9.2,72.5,30.0,7.3,5.0,3.0,28.0,181.0,28.0,15.5,2.49,6.0,220.0,92.1,MannEl00
7.0,216.0,185.0,105.0,56.8,1326,7.2,7.0,2.0,68.7,68.9,59.2,90.2,12.0,6.2,6.0,2.6,10.7,68.1,6.0,5.4,5.0,3.0,11.0,95.0,18.0,18.9,3.0,13.0,63.0,87.4,WhitCh02
17.0,711.0,644.0,391.0,60.7,4570,7.1,23.0,13.0,68.4,68.1,55.5,78.6,29.0,4.3,17.0,2.3,8.2,72.0,36.0,8.4,11.0,7.0,30.0,228.0,48.0,21.1,2.65,18.0,229.0,85.7,StafMa00
6.0,225.0,203.0,117.0,57.6,1417,7.0,10.0,6.0,66.2,67.6,49.6,90.3,12.0,5.4,9.0,3.7,11.6,67.0,9.0,7.1,1.0,7.0,6.0,95.0,16.0,16.8,2.73,6.0,66.0,83.3,GlenMi00
3.0,46.0,44.0,30.0,68.2,301,6.8,2.0,0.0,67.2,67.2,57.1,81.6,1.0,2.1,1.0,2.0,7.6,72.7,2.0,6.3,0.0,0.0,0.0,8.0,2.0,25.0,2.18,0.0,17.0,102.6,HassMa00
17.0,561.0,516.0,327.0,63.4,3553,6.9,19.0,17.0,66.5,66.5,50.4,78.3,23.0,4.2,23.0,3.8,8.1,72.8,23.0,6.6,11.0,3.0,21.0,143.0,24.0,16.8,2.41,21.0,174.0,82.1,DaltAn00
16.0,577.0,478.0,289.0,60.5,3369,7.0,19.0,10.0,64.5,66.2,56.3,53.9,26.0,5.0,22.0,3.5,9.5,72.6,34.0,10.5,5.0,1.0,27.0,215.0,51.0,23.7,2.96,48.0,182.0,86.4,KaepCo00
4.0,12.0,10.0,4.0,40.0,52,5.2,1.0,0.0,61.5,65.9,52.7,75.5,0.0,0.0,0.0,0.0,7.3,87.5,3.0,42.9,0.0,1.0,1.0,5.0,0.0,0.0,2.71,2.0,2.0,90.4,OsweBr00
8.0,330.0,312.0,187.0,59.9,2167,6.9,13.0,10.0,64.7,65.2,44.9,60.5,14.0,4.2,20.0,5.6,10.3,68.8,9.0,4.6,0.0,8.0,18.0,112.0,9.0,8.0,2.77,7.0,106.0,81.5,FoleNi00
2.0,33.0,28.0,16.0,57.1,157,5.6,0.0,0.0,68.1,63.4,73.6,78.9,0.0,0.0,0.0,0.0,7.5,76.9,4.0,20.0,1.0,0.0,1.0,10.0,4.0,40.0,2.49,1.0,7.0,73.1,DaniCh00
15.0,619.0,561.0,370.0,66.0,3812,6.8,28.0,18.0,64.5,63.3,67.9,43.2,16.0,2.6,28.0,4.2,7.7,74.7,25.0,6.3,13.0,4.0,15.0,191.0,38.0,19.9,2.54,19.0,195.0,88.6,CutlJa00
1.0,4.0,3.0,1.0,33.3,10,3.3,0.0,0.0,63.8,62.8,-,66.9,0.0,0.0,0.0,0.0,9.3,33.3,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,2.75,0.0,1.0,43.8,ClemKe00
5.0,150.0,128.0,91.0,71.1,1057,8.3,4.0,3.0,61.4,62.6,60.2,48.3,4.0,2.9,6.0,3.8,7.3,75.0,2.0,2.2,3.0,0.0,1.0,50.0,17.0,34.0,2.67,5.0,44.0,96.4,McCoCo00
1.0,21.0,19.0,10.0,52.6,127,6.7,0.0,1.0,52.1,61.6,30.6,19.3,2.0,9.1,2.0,8.3,11.0,66.7,2.0,16.7,0.0,1.0,0.0,9.0,2.0,22.2,2.38,0.0,6.0,51.9,SavaTo00
8.0,250.0,229.0,145.0,63.3,1657,7.2,8.0,7.0,60.3,61.2,46.2,36.1,10.0,4.0,11.0,4.0,8.3,74.4,12.0,7.6,5.0,3.0,10.0,88.0,18.0,20.5,2.5,3.0,83.0,83.9,HillSh00
1.0,1.0,1.0,1.0,100.0,0,0.0,0.0,0.0,61.0,60.5,-,60.4,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.2,0.0,0.0,79.2,JackTa00
9.0,343.0,309.0,198.0,64.1,2418,7.8,14.0,11.0,58.9,60.5,42.9,54.3,9.0,2.8,16.0,4.5,8.8,71.1,16.0,7.5,2.0,1.0,5.0,104.0,22.0,21.2,2.64,12.0,120.0,88.4,SancMa00
14.0,426.0,367.0,219.0,59.7,2525,6.9,13.0,13.0,56.9,60.4,39.2,41.2,14.0,3.6,18.0,4.0,8.6,72.1,19.0,8.0,9.0,3.0,24.0,171.0,28.0,16.4,3.09,31.0,130.0,77.5,SmitGe00
6.0,213.0,204.0,126.0,61.8,1710,8.4,10.0,9.0,58.1,60.1,45.5,75.5,13.0,6.0,11.0,4.8,9.0,74.5,17.0,11.9,5.0,2.0,5.0,53.0,8.0,15.1,2.41,1.0,75.0,86.4,CousKi00
9.0,319.0,284.0,180.0,63.4,2017,7.1,12.0,9.0,60.3,60.0,55.2,74.2,6.0,2.0,14.0,4.2,8.8,72.6,11.0,5.8,3.0,4.0,12.0,137.0,29.0,21.2,2.85,6.0,107.0,85.4,DaviAu00
14.0,472.0,440.0,244.0,55.5,3338,7.6,12.0,13.0,59.1,60.0,37.8,83.3,24.0,5.2,23.0,4.6,10.8,64.5,20.0,7.6,11.0,5.0,14.0,140.0,22.0,15.7,2.63,10.0,165.0,76.7,HoyeBr00
4.0,53.0,48.0,26.0,54.2,223,4.6,2.0,1.0,59.1,59.7,60.7,81.0,0.0,0.0,3.0,5.6,8.3,68.9,5.0,16.1,0.0,1.0,2.0,19.0,3.0,15.8,2.68,2.0,13.0,71.8,ClauJi00
4.0,147.0,131.0,76.0,58.0,844,6.4,5.0,3.0,54.3,58.9,39.4,66.9,5.0,3.6,6.0,3.9,7.6,68.0,7.0,8.4,1.0,0.0,7.0,53.0,6.0,11.3,2.74,10.0,40.0,80.5,ManuEJ00
12.0,484.0,446.0,286.0,64.1,3016,6.8,18.0,10.0,57.7,57.5,51.3,71.5,20.0,4.3,17.0,3.3,7.5,74.2,22.0,7.1,7.0,3.0,19.0,149.0,33.0,22.1,2.4,5.0,150.0,87.8,OrtoKy00
2.0,11.0,9.0,1.0,11.1,81,9.0,1.0,0.0,57.9,57.4,-,71.9,0.0,0.0,0.0,0.0,6.8,50.0,2.0,66.7,0.0,1.0,2.0,6.0,2.0,33.3,3.28,0.0,1.0,101.6,ThomLo00
1.0,8.0,7.0,3.0,42.9,38,5.4,1.0,0.0,55.0,56.8,58.3,70.3,0.0,0.0,0.0,0.0,12.1,42.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.16,1.0,2.0,100.0,GabbBl00
7.0,198.0,179.0,107.0,59.8,1412,7.9,8.0,7.0,56.7,56.5,61.2,90.1,8.0,4.3,8.0,3.8,9.1,68.5,8.0,7.0,6.0,2.0,3.0,75.0,18.0,24.0,2.64,1.0,58.0,83.4,MettZa00
4.0,21.0,19.0,11.0,57.9,74,3.9,0.0,0.0,53.4,55.9,55.7,75.4,0.0,0.0,0.0,0.0,4.1,73.7,3.0,21.4,0.0,0.0,0.0,2.0,1.0,50.0,2.35,1.0,3.0,66.6,CampJa00
2.0,85.0,77.0,45.0,58.4,435,5.6,2.0,2.0,54.7,55.8,51.1,84.7,3.0,3.7,4.0,4.4,6.7,70.4,5.0,10.0,2.0,2.0,2.0,21.0,3.0,14.3,2.35,5.0,25.0,72.2,KeenCa00
1.0,8.0,8.0,3.0,37.5,39,4.9,0.0,0.0,52.5,55.2,58.2,71.1,0.0,0.0,0.0,0.0,7.8,66.7,1.0,25.0,0.0,0.0,2.0,2.0,0.0,0.0,2.31,0.0,2.0,53.6,SimmMa00
16.0,635.0,599.0,348.0,58.1,3270,5.5,21.0,12.0,50.3,54.4,27.4,45.5,13.0,2.1,25.0,3.8,8.5,69.4,31.0,8.2,16.0,7.0,24.0,213.0,24.0,11.3,2.58,12.0,166.0,76.6,CarrDe02
1.0,20.0,19.0,12.0,63.2,129,6.8,1.0,2.0,52.2,53.6,57.1,75.8,1.0,5.3,2.0,10.0,9.3,72.2,1.0,7.7,0.0,0.0,1.0,8.0,1.0,12.5,2.56,0.0,7.0,61.0,McGlMa01
1.0,4.0,4.0,2.0,50.0,21,5.3,0.0,0.0,55.5,52.7,60.0,69.5,0.0,0.0,1.0,25.0,23.5,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.33,0.0,2.0,65.6,MoorMa01
11.0,382.0,327.0,184.0,56.3,2206,6.7,11.0,14.0,54.7,52.5,72.1,52.7,16.0,4.7,22.0,5.4,10.7,67.7,19.0,9.4,3.0,7.0,13.0,164.0,36.0,22.0,2.84,19.0,108.0,70.5,McCoJo01
4.0,44.0,41.0,24.0,58.5,303,7.4,3.0,2.0,50.1,52.4,46.6,80.6,1.0,2.3,2.0,4.3,8.6,68.4,2.0,7.7,0.0,2.0,1.0,14.0,1.0,7.1,2.66,2.0,16.0,85.7,WeedBr00
9.0,265.0,214.0,147.0,68.7,1694,7.9,4.0,6.0,47.6,51.7,38.6,25.6,9.0,4.0,15.0,5.3,7.0,78.9,10.0,6.4,3.0,1.0,11.0,121.0,33.0,27.3,2.94,18.0,76.0,86.9,GrifRo01
3.0,34.0,27.0,19.0,70.4,182,6.7,1.0,0.0,53.1,51.0,61.8,80.2,0.0,0.0,2.0,5.4,6.2,79.2,0.0,0.0,0.0,1.0,2.0,15.0,5.0,33.3,3.06,2.0,9.0,101.2,GaroJi00
9.0,262.0,240.0,132.0,55.0,1711,7.1,7.0,5.0,51.0,50.7,61.2,80.9,10.0,3.7,16.0,5.5,11.6,66.2,15.0,10.2,7.0,7.0,4.0,79.0,11.0,13.9,2.59,11.0,81.0,78.7,StanDr00
2.0,76.0,75.0,41.0,54.7,400,5.3,2.0,2.0,50.5,50.5,54.5,84.1,4.0,5.1,3.0,3.8,8.9,62.5,4.0,8.9,1.0,0.0,0.0,16.0,1.0,6.3,2.25,0.0,23.0,67.6,MallRy00
1.0,34.0,28.0,14.0,50.0,177,6.3,0.0,1.0,42.2,48.5,43.4,29.0,0.0,0.0,1.0,2.7,9.8,61.5,2.0,12.5,1.0,0.0,1.0,16.0,4.0,25.0,2.96,2.0,10.0,55.2,ShawCo00
1.0,53.0,44.0,22.0,50.0,222,5.0,0.0,2.0,49.6,48.3,68.4,81.2,2.0,4.3,1.0,1.8,8.9,60.5,4.0,15.4,0.0,0.0,1.0,27.0,6.0,22.2,2.81,3.0,15.0,45.8,PondCh00
3.0,81.0,71.0,41.0,57.7,425,6.0,3.0,4.0,48.7,46.7,65.6,28.4,0.0,0.0,5.0,5.8,6.4,70.8,5.0,10.9,3.0,2.0,1.0,36.0,7.0,19.4,2.63,3.0,22.0,65.8,CassMa00
3.0,97.0,78.0,42.0,53.8,492,6.3,3.0,1.0,46.8,46.6,59.8,85.0,4.0,5.0,4.0,4.0,8.9,66.2,5.0,10.6,4.0,2.0,1.0,44.0,16.0,36.4,2.53,2.0,20.0,80.7,HennCh01
1.0,3.0,3.0,1.0,33.3,7,2.3,0.0,0.0,46.1,46.3,60.0,67.4,0.0,0.0,0.0,0.0,11.3,33.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.23,0.0,0.0,42.4,PalmJo20
7.0,177.0,146.0,86.0,58.9,993,6.8,5.0,7.0,47.8,46.0,64.8,71.1,3.0,1.9,10.0,5.4,10.1,67.4,9.0,9.5,1.0,3.0,1.0,72.0,14.0,19.4,2.86,17.0,57.0,70.9,LockJa00
1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,46.7,45.7,60.5,68.2,0.0,0.0,0.0,0.0,7.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,2.1,0.0,0.0,39.6,BarkMa00
4.0,43.0,35.0,18.0,51.4,175,5.0,0.0,2.0,47.5,45.7,58.9,80.7,1.0,2.6,2.0,4.3,7.3,56.3,0.0,0.0,1.0,1.0,1.0,20.0,3.0,15.0,3.26,5.0,7.0,42.0,ManzJo00
14.0,550.0,475.0,280.0,58.9,2908,6.1,11.0,17.0,46.7,45.4,65.6,62.0,12.0,2.4,24.0,4.1,7.4,70.0,31.0,10.0,16.0,5.0,9.0,187.0,55.0,29.4,2.59,20.0,143.0,69.5,BortBl00
6.0,18.0,16.0,8.0,50.0,66,4.1,0.0,1.0,46.0,42.7,62.5,33.3,0.0,0.0,1.0,5.0,7.1,64.3,1.0,11.1,0.0,0.0,2.0,10.0,2.0,20.0,2.86,0.0,3.0,34.9,FlynMa00
1.0,7.0,5.0,4.0,80.0,60,12.0,0.0,0.0,42.4,40.9,60.0,22.8,0.0,0.0,0.0,0.0,3.4,100.0,1.0,20.0,0.0,0.0,0.0,3.0,2.0,66.7,2.9,0.0,2.0,116.7,NassRy00
4.0,131.0,121.0,61.0,50.4,663,5.5,3.0,6.0,37.5,38.1,-,38.3,5.0,4.0,12.0,8.8,12.3,56.0,4.0,6.2,2.0,0.0,3.0,45.0,10.0,22.2,2.6,0.0,35.0,54.5,LindRy00
8.0,153.0,121.0,64.0,52.9,604,5.0,3.0,2.0,35.3,37.1,54.5,23.8,2.0,1.6,12.0,7.6,9.9,69.1,12.0,15.8,2.0,2.0,5.0,62.0,19.0,30.6,3.14,13.0,42.0,68.3,VickMi00
2.0,13.0,10.0,5.0,50.0,57,5.7,0.0,2.0,24.4,25.3,-,11.8,0.0,0.0,2.0,14.3,9.0,55.6,0.0,0.0,0.0,0.0,1.0,5.0,3.0,60.0,2.82,0.0,4.0,27.9,SchaMa00
