#G,DB,ATT,COM,COM%,YDS,YPA,TD,INT,OFF,PASS,RUN,FUM,BTT,BTT%,TWP,TWP%,ADOT,ADJ%,DRP,DRP%,BAT,HAT,TA,DPR,SK,P2S%,TTT,SCR,1ST,NFL,PFR_ID
19.0,767.0,720.0,474.0,65.8,5709,7.9,40.0,8.0,94.2,93.4,57.4,87.6,49.0,6.3,16.0,1.9,9.6,75.1,35.0,6.9,9.0,6.0,25.0,239.0,39.0,16.3,2.62,8.0,289.0,103.9,BradTo00
18.0,638.0,609.0,434.0,71.3,5004,8.2,28.0,11.0,89.2,87.9,56.7,89.7,36.0,5.7,19.0,2.8,7.4,80.1,20.0,4.4,5.0,4.0,30.0,146.0,23.0,15.8,2.51,5.0,236.0,103.5,BreeDr00
6.0,190.0,178.0,120.0,67.4,1560,8.8,7.0,5.0,86.6,86.8,46.7,72.9,4.0,2.2,4.0,2.0,9.4,74.0,5.0,4.0,2.0,2.0,3.0,62.0,8.0,12.9,2.64,4.0,81.0,96.2,GaroJi00
18.0,644.0,595.0,385.0,64.7,4523,7.6,22.0,12.0,88.3,86.7,62.1,74.7,22.0,3.5,8.0,1.2,8.8,76.5,39.0,9.2,8.0,9.0,21.0,222.0,30.0,13.5,2.67,19.0,232.0,91.6,RyanMa00
13.0,502.0,440.0,265.0,60.2,3296,7.5,33.0,7.0,84.9,84.7,60.1,35.3,29.0,6.2,17.0,3.2,10.3,69.6,21.0,7.3,10.0,7.0,12.0,179.0,28.0,15.6,2.75,32.0,174.0,101.9,WentCa00
16.0,654.0,619.0,397.0,64.1,4720,7.6,33.0,15.0,86.5,84.5,61.5,80.9,35.0,5.3,21.0,3.0,9.6,72.8,28.0,6.6,12.0,8.0,11.0,182.0,23.0,12.6,2.49,12.0,235.0,95.0,RoetBe00
16.0,615.0,538.0,365.0,67.8,4306,8.0,28.0,5.0,82.1,81.0,66.9,91.3,33.0,5.8,11.0,1.7,7.8,79.2,31.0,7.8,8.0,5.0,24.0,201.0,39.0,19.4,2.66,36.0,209.0,105.4,SmitAl03
16.0,596.0,575.0,360.0,62.6,4515,7.9,28.0,10.0,80.4,79.9,47.6,65.2,24.0,3.9,23.0,3.6,9.2,75.4,35.0,8.9,11.0,3.0,35.0,223.0,18.0,8.1,2.52,2.0,217.0,96.0,RivePh00
17.0,615.0,569.0,378.0,66.4,4136,7.3,24.0,10.0,81.4,77.3,86.2,92.2,25.0,4.0,16.0,2.4,7.9,75.1,18.0,4.5,9.0,11.0,22.0,243.0,25.0,10.3,2.72,21.0,218.0,94.5,KeenCa00
16.0,628.0,565.0,371.0,65.7,4446,7.9,29.0,10.0,78.6,76.4,66.6,32.6,31.0,5.1,25.0,3.7,8.8,74.3,26.0,6.5,15.0,6.0,10.0,230.0,46.0,20.0,2.62,17.0,218.0,99.3,StafMa00
1.0,39.0,35.0,22.0,62.9,284,8.1,0.0,1.0,72.6,76.3,48.7,80.0,3.0,8.3,1.0,2.5,7.7,73.5,3.0,12.0,0.0,0.0,1.0,18.0,2.0,11.1,2.64,2.0,14.0,76.4,MahoPa00
16.0,655.0,553.0,339.0,61.3,3983,7.2,34.0,11.0,78.8,75.3,75.2,50.0,36.0,6.0,26.0,3.6,10.5,73.1,31.0,8.4,6.0,4.0,33.0,271.0,43.0,15.9,3.12,55.0,207.0,95.4,WilsRu00
7.0,276.0,238.0,154.0,64.7,1675,7.0,16.0,6.0,79.2,74.9,86.4,80.6,11.0,4.2,10.0,3.3,7.3,76.3,10.0,6.1,4.0,2.0,16.0,98.0,22.0,22.4,2.77,16.0,94.0,97.2,RodgAa00
16.0,560.0,522.0,320.0,61.3,4063,7.8,29.0,7.0,75.5,74.9,54.1,68.4,28.0,5.1,17.0,2.9,8.7,71.3,22.0,6.4,9.0,6.0,25.0,198.0,28.0,14.1,2.83,10.0,189.0,98.5,GoffJa00
16.0,552.0,457.0,280.0,61.3,2933,6.4,14.0,5.0,77.7,74.5,72.6,78.7,16.0,3.3,8.0,1.4,8.7,72.3,25.0,8.2,13.0,3.0,19.0,209.0,47.0,22.5,3.16,45.0,160.0,85.5,TaylTy00
