#G,DB,ATT,COM,COM%,YDS,YPA,TD,INT,OFF,PASS,RUN,FUM,BTT,BTT%,TWP,TWP%,ADOT,ADJ%,DRP,DRP%,BAT,HAT,TA,DPR,SK,P2S%,TTT,SCR,1ST,NFL,PFR_ID
18.0,655.0,600.0,409.0,68.2,4819,8.0,30.0,15.0,86.9,88.6,29.9,56.6,36.0,5.8,23.0,3.4,8.1,76.1,23.0,5.3,10.0,3.0,17.0,163.0,31.0,19.0,2.33,19.0,237.0,98.6,TagoTu00
19.0,732.0,648.0,432.0,66.7,4696,7.2,33.0,18.0,92.1,88.2,91.6,59.8,42.0,6.2,23.0,3.0,8.6,77.1,33.0,7.1,6.0,5.0,32.0,259.0,26.0,10.0,2.87,58.0,249.0,93.2,AlleJo02
18.0,731.0,650.0,451.0,69.4,4919,7.6,39.0,11.0,90.0,86.9,78.6,84.3,41.0,5.9,17.0,2.2,8.5,77.0,30.0,6.2,11.0,6.0,8.0,229.0,42.0,18.3,2.72,34.0,263.0,104.4,PresDa01
16.0,605.0,557.0,351.0,63.0,4332,7.8,26.0,11.0,88.2,86.0,61.3,92.1,37.0,6.3,12.0,1.9,8.2,74.3,30.0,7.9,8.0,4.0,29.0,203.0,32.0,15.8,2.59,14.0,204.0,94.3,StafMa00
20.0,846.0,746.0,505.0,67.7,5234,7.0,33.0,15.0,90.3,85.5,88.4,81.9,31.0,3.9,22.0,2.4,6.9,79.3,34.0,6.3,6.0,14.0,44.0,303.0,32.0,10.6,3.0,64.0,292.0,94.1,MahoPa00
20.0,761.0,716.0,484.0,67.6,5411,7.6,34.0,12.0,85.6,85.2,50.5,60.3,25.0,3.3,19.0,2.4,7.3,77.9,32.0,6.2,10.0,8.0,32.0,266.0,37.0,13.9,2.58,8.0,278.0,98.7,GoffJa00
8.0,331.0,311.0,216.0,69.5,2331,7.5,18.0,5.0,86.1,85.1,64.8,46.2,10.0,3.0,8.0,2.3,7.7,80.5,20.0,8.5,1.0,7.0,8.0,108.0,17.0,15.7,2.69,3.0,112.0,103.8,CousKi00
18.0,661.0,573.0,377.0,65.8,4108,7.2,24.0,15.0,86.7,83.9,76.7,66.5,29.0,4.8,16.0,2.3,8.9,75.8,18.0,4.6,8.0,6.0,38.0,270.0,39.0,14.4,3.11,47.0,211.0,89.8,HurtJa00
19.0,689.0,634.0,409.0,64.5,4624,7.3,37.0,13.0,83.6,83.2,59.5,57.7,37.0,5.5,18.0,2.5,8.9,72.7,25.0,5.8,8.0,7.0,20.0,212.0,29.0,13.7,2.73,23.0,237.0,97.1,LoveJo03
13.0,520.0,456.0,297.0,65.1,3134,6.9,20.0,7.0,85.5,83.1,73.2,66.7,24.0,5.0,13.0,2.4,8.2,74.7,22.0,6.9,7.0,8.0,14.0,186.0,29.0,15.6,2.79,32.0,163.0,93.2,HerbJu00
18.0,633.0,516.0,343.0,66.5,4102,7.9,27.0,8.0,90.4,83.0,90.8,43.3,26.0,4.7,19.0,2.8,9.1,77.0,25.0,6.8,11.0,8.0,18.0,230.0,44.0,19.1,3.21,72.0,214.0,101.6,JackLa00
1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,86.0,82.7,60.0,64.5,1.0,100.0,0.0,0.0,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2.3,0.0,0.0,39.6,TrasKy00
15.0,553.0,499.0,323.0,64.7,3624,7.3,20.0,9.0,82.9,82.1,62.8,68.8,32.0,6.0,20.0,3.4,8.2,77.4,22.0,6.4,13.0,8.0,28.0,223.0,31.0,13.9,2.73,20.0,177.0,92.1,SmitGe00
19.0,618.0,552.0,374.0,67.8,5054,9.2,34.0,12.0,87.4,81.5,92.0,70.5,32.0,5.5,21.0,3.2,8.6,76.6,16.0,4.1,13.0,4.0,22.0,245.0,32.0,13.1,2.73,24.0,240.0,108.2,PurdBr00
17.0,618.0,553.0,354.0,64.0,4557,8.2,26.0,5.0,83.2,80.4,73.4,52.1,26.0,4.4,18.0,2.8,9.3,74.2,26.0,6.8,9.0,3.0,23.0,219.0,38.0,17.4,2.93,25.0,215.0,101.7,StroCJ00
1.0,30.0,24.0,17.0,70.8,163,6.8,2.0,1.0,80.7,80.2,68.1,80.8,3.0,10.3,0.0,0.0,6.7,87.0,3.0,15.0,0.0,0.0,1.0,9.0,2.0,22.2,2.49,4.0,12.0,99.8,WentCa00
2.0,25.0,23.0,18.0,78.3,224,9.7,3.0,0.0,84.6,79.4,75.0,77.4,1.0,3.7,0.0,0.0,9.0,86.4,1.0,5.3,0.0,0.0,1.0,8.0,0.0,0.0,2.83,2.0,10.0,146.8,BrisJa00
1.0,63.0,58.0,34.0,58.6,361,6.2,2.0,0.0,81.1,79.1,64.2,82.5,4.0,6.5,1.0,1.5,7.7,71.7,4.0,10.5,1.0,3.0,1.0,27.0,3.0,11.1,2.33,1.0,18.0,88.4,DaltAn00
16.0,645.0,564.0,370.0,65.6,4016,7.1,21.0,14.0,79.7,78.6,69.9,36.5,35.0,5.8,26.0,3.8,8.6,74.7,26.0,6.6,14.0,7.0,13.0,190.0,35.0,18.4,2.54,41.0,194.0,88.5,LawrTr00
10.0,403.0,365.0,244.0,66.8,2309,6.3,15.0,6.0,77.9,76.8,68.8,87.0,17.0,4.4,9.0,2.1,6.9,76.8,17.0,6.5,6.0,6.0,12.0,123.0,24.0,19.5,2.47,14.0,122.0,91.0,BurrJo01
17.0,588.0,548.0,375.0,68.4,3878,7.1,25.0,8.0,77.2,76.8,46.6,61.9,18.0,3.2,13.0,2.1,8.2,76.8,20.0,5.1,3.0,6.0,25.0,181.0,31.0,17.1,2.57,9.0,187.0,97.7,CarrDe02
1.0,1.0,1.0,1.0,100.0,37,37.0,0.0,0.0,56.8,76.0,44.9,15.5,0.0,0.0,0.0,0.0,33.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.6,0.0,1.0,118.8,ClifSe00
19.0,728.0,643.0,412.0,64.1,4731,7.4,34.0,12.0,77.2,74.8,69.5,77.8,30.0,4.4,26.0,3.3,9.0,73.9,29.0,6.6,17.0,10.0,19.0,248.0,48.0,19.4,2.74,32.0,231.0,96.0,MayfBa00
5.0,63.0,53.0,40.0,75.5,349,6.6,1.0,0.0,71.5,74.6,46.9,45.5,1.0,1.8,2.0,2.9,6.2,85.7,2.0,4.8,1.0,0.0,3.0,20.0,6.0,30.0,2.56,4.0,21.0,98.7,BeatC.00
9.0,283.0,243.0,171.0,70.4,1936,8.0,12.0,7.0,79.3,74.4,87.8,54.6,9.0,3.5,11.0,3.7,6.6,79.6,9.0,5.0,7.0,3.0,7.0,102.0,24.0,23.5,2.84,16.0,100.0,98.4,BrowJa08
10.0,224.0,180.0,116.0,64.4,1341,7.5,5.0,3.0,71.4,73.4,54.5,44.1,17.0,8.9,3.0,1.2,9.1,76.7,9.0,7.2,1.0,0.0,10.0,87.0,17.0,19.5,2.83,26.0,57.0,89.1,TaylTy00
15.0,530.0,447.0,297.0,66.4,3075,6.9,26.0,8.0,77.5,72.5,80.3,28.9,27.0,5.6,17.0,3.0,7.8,78.8,18.0,5.7,11.0,5.0,27.0,218.0,45.0,20.6,3.07,36.0,150.0,98.0,WilsRu00
6.0,265.0,250.0,157.0,62.8,1923,7.7,14.0,10.0,72.8,70.6,69.1,65.4,11.0,4.2,11.0,4.0,9.1,72.5,12.0,7.1,1.0,2.0,14.0,88.0,12.0,13.6,2.78,2.0,75.0,88.5,FlacJo00
12.0,363.0,324.0,201.0,62.0,2070,6.4,6.0,4.0,70.6,68.8,66.7,91.3,13.0,3.8,7.0,1.8,7.5,71.8,13.0,6.1,8.0,3.0,14.0,136.0,23.0,16.9,2.73,14.0,96.0,81.4,PickKe00
