#G,DB,ATT,COM,COM%,YDS,YPA,TD,INT,OFF,PASS,RUN,FUM,BTT,BTT%,TWP,TWP%,ADOT,ADJ%,DRP,DRP%,BAT,HAT,TA,DPR,SK,P2S%,TTT,SCR,1ST,NFL,PFR_ID
10.0,326.0,290.0,186.0,64.1,1814,6.3,11.0,5.0,65.4,63.9,65.4,83.9,7.0,2.3,13.0,3.7,8.0,74.2,18.0,8.8,2.0,2.0,8.0,95.0,20.0,21.1,2.52,16.0,107.0,87.1,TagoTu00
13.0,484.0,443.0,254.0,57.3,2933,6.6,16.0,15.0,63.5,63.4,53.6,29.8,30.0,6.4,23.0,4.5,9.7,68.7,25.0,9.0,8.0,11.0,16.0,160.0,19.0,11.9,2.79,22.0,151.0,75.4,LockDr00
2.0,2.0,1.0,1.0,100.0,20,20.0,0.0,0.0,64.1,63.3,-,63.6,0.0,0.0,0.0,0.0,18.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,2.9,0.0,1.0,118.8,McCaA.00
2.0,34.0,30.0,16.0,53.3,208,6.9,0.0,0.0,59.4,63.1,47.8,79.8,1.0,3.0,0.0,0.0,10.8,66.7,2.0,11.1,0.0,1.0,2.0,11.0,1.0,9.1,2.66,2.0,11.0,75.4,TaylTy00
4.0,75.0,66.0,40.0,60.6,375,5.7,1.0,1.0,60.6,62.8,45.6,83.7,1.0,1.5,2.0,2.6,9.3,62.1,1.0,2.4,0.0,0.0,0.0,24.0,5.0,20.8,2.61,4.0,19.0,75.0,McCoCo00
1.0,42.0,38.0,21.0,55.3,243,6.4,1.0,1.0,66.4,62.5,73.0,79.7,2.0,5.1,2.0,4.7,11.0,68.8,1.0,4.5,3.0,1.0,1.0,18.0,2.0,11.1,2.64,2.0,12.0,72.6,GilbGa01
1.0,5.0,5.0,4.0,80.0,2,0.4,0.0,0.0,70.0,61.8,68.7,70.2,0.0,0.0,0.0,0.0,-3.5,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.14,0.0,0.0,79.2,DobbJo00
10.0,367.0,326.0,218.0,66.9,2254,6.9,17.0,8.0,63.5,60.5,71.8,38.2,13.0,3.9,22.0,5.9,8.4,72.4,10.0,4.4,2.0,2.0,7.0,94.0,19.0,20.2,2.7,20.0,141.0,93.8,TrubMi00
4.0,43.0,32.0,17.0,53.1,164,5.1,1.0,2.0,62.0,60.3,62.3,81.1,2.0,6.3,0.0,0.0,10.5,56.3,1.0,5.6,0.0,0.0,0.0,25.0,9.0,36.0,2.87,2.0,9.0,52.1,FinlRy00
1.0,1.0,1.0,1.0,100.0,4,4.0,0.0,0.0,54.5,60.1,56.9,64.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.2,0.0,0.0,83.3,SticEa00
2.0,3.0,3.0,1.0,33.3,7,2.3,0.0,0.0,66.4,60.0,66.5,72.8,0.0,0.0,0.0,0.0,6.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.5,0.0,1.0,42.4,WoodLo00
12.0,509.0,437.0,251.0,57.4,2620,6.0,16.0,15.0,65.0,60.0,82.6,40.4,20.0,4.3,24.0,4.4,9.4,70.1,30.0,10.7,6.0,6.0,23.0,190.0,50.0,26.3,2.88,21.0,138.0,72.8,WentCa00
4.0,50.0,46.0,34.0,73.9,314,6.8,2.0,1.0,60.7,59.4,62.0,81.7,0.0,0.0,1.0,1.9,5.2,79.5,1.0,2.9,1.0,0.0,1.0,8.0,3.0,37.5,2.22,1.0,19.0,97.6,HennCh01
4.0,22.0,21.0,11.0,52.4,197,9.4,1.0,1.0,60.6,59.1,61.6,77.5,2.0,9.5,2.0,9.1,13.4,68.4,2.0,15.4,2.0,0.0,0.0,5.0,1.0,20.0,2.44,0.0,9.0,80.9,BarkMa00
3.0,21.0,18.0,9.0,50.0,75,4.2,0.0,0.0,61.6,57.7,64.9,78.4,1.0,5.6,1.0,4.8,10.7,61.1,2.0,18.2,0.0,0.0,0.0,5.0,1.0,20.0,3.03,2.0,4.0,61.1,HuntTy01
10.0,185.0,148.0,77.0,52.0,1061,7.2,6.0,4.0,56.2,57.5,55.4,23.3,7.0,4.4,9.0,4.6,10.1,65.1,5.0,6.1,3.0,5.0,13.0,70.0,12.0,17.1,3.37,25.0,56.0,77.6,HurtJa00
4.0,60.0,56.0,32.0,57.1,368,6.6,1.0,5.0,56.8,57.0,62.6,82.2,4.0,7.1,2.0,3.3,10.4,67.9,4.0,11.1,2.0,0.0,1.0,18.0,4.0,22.2,2.51,0.0,17.0,45.8,WalkPh00
10.0,348.0,326.0,211.0,64.7,2437,7.5,12.0,12.0,56.9,56.7,55.9,61.2,10.0,2.9,21.0,5.8,6.9,75.6,15.0,6.6,11.0,11.0,5.0,131.0,19.0,14.5,2.52,2.0,120.0,84.1,MullNi00
1.0,27.0,24.0,15.0,62.5,130,5.4,0.0,1.0,58.8,56.3,63.9,25.2,1.0,4.2,3.0,11.1,8.0,69.6,1.0,6.3,0.0,0.0,1.0,7.0,2.0,28.6,2.51,1.0,9.0,59.4,HoyeBr00
5.0,146.0,134.0,74.0,55.2,864,6.4,6.0,3.0,55.8,55.9,57.8,66.6,9.0,6.2,8.0,5.0,11.3,67.2,6.0,7.5,2.0,1.0,12.0,65.0,7.0,10.8,2.83,5.0,39.0,80.6,FlacJo00
5.0,155.0,142.0,90.0,63.4,925,6.5,5.0,4.0,56.5,55.7,58.8,69.1,6.0,3.9,9.0,5.4,7.1,71.9,7.0,7.2,2.0,2.0,3.0,36.0,7.0,19.4,2.51,6.0,42.0,82.0,AlleBr00
2.0,11.0,10.0,3.0,30.0,90,9.0,1.0,0.0,57.4,55.5,61.2,74.1,0.0,0.0,1.0,9.1,9.3,62.5,2.0,40.0,1.0,0.0,1.0,4.0,0.0,0.0,2.74,1.0,3.0,97.9,McSoTr00
1.0,8.0,5.0,3.0,60.0,25,5.0,0.0,0.0,60.2,54.4,63.9,70.3,0.0,0.0,0.0,0.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,2.91,1.0,2.0,72.9,PeteNa00
2.0,19.0,16.0,9.0,56.3,143,8.9,2.0,0.0,56.8,53.8,63.4,77.6,0.0,0.0,0.0,0.0,7.4,60.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,20.0,2.22,2.0,5.0,125.8,GabbBl00
12.0,425.0,364.0,217.0,59.6,2208,6.1,9.0,11.0,58.4,52.7,87.7,77.9,9.0,2.3,17.0,3.8,8.1,72.5,18.0,7.7,5.0,9.0,23.0,179.0,35.0,19.6,2.84,26.0,117.0,72.7,DarnSa00
5.0,11.0,8.0,2.0,25.0,17,2.1,0.0,0.0,73.7,52.5,85.6,78.3,0.0,0.0,0.0,0.0,9.1,42.9,1.0,33.3,0.0,0.0,1.0,5.0,2.0,40.0,3.37,1.0,2.0,39.6,BrisJa00
2.0,78.0,64.0,35.0,54.7,432,6.8,3.0,2.0,55.1,51.3,74.9,84.1,2.0,2.9,3.0,3.5,10.8,70.0,7.0,16.7,2.0,0.0,2.0,37.0,11.0,29.7,2.63,3.0,19.0,78.4,DrisJe00
4.0,48.0,43.0,29.0,67.4,264,6.1,1.0,2.0,54.0,51.2,70.7,80.4,2.0,4.5,3.0,6.0,6.5,82.5,4.0,12.1,1.0,0.0,1.0,14.0,3.0,21.4,2.31,2.0,15.0,72.2,DaniCh00
7.0,269.0,241.0,148.0,61.4,1439,6.0,5.0,7.0,48.4,47.5,59.8,65.6,6.0,2.4,10.0,3.6,6.9,69.1,11.0,6.9,5.0,3.0,3.0,73.0,20.0,27.4,2.51,7.0,77.0,73.0,HaskDw00
3.0,15.0,12.0,8.0,66.7,131,10.9,1.0,0.0,43.8,46.5,56.6,76.6,0.0,0.0,1.0,6.3,7.5,66.7,0.0,0.0,0.0,0.0,0.0,6.0,2.0,33.3,2.73,1.0,6.0,130.9,WinsJa00
1.0,10.0,10.0,5.0,50.0,46,4.6,0.0,0.0,44.7,45.4,-,71.4,0.0,0.0,0.0,0.0,3.6,55.6,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.11,0.0,2.0,62.9,KeenCa00
5.0,50.0,44.0,22.0,50.0,256,5.8,2.0,3.0,42.6,44.9,49.4,81.6,0.0,0.0,2.0,3.8,6.9,68.6,2.0,8.3,2.0,1.0,6.0,21.0,4.0,19.0,2.91,2.0,13.0,54.7,StidJa00
1.0,5.0,5.0,1.0,20.0,18,3.6,0.0,0.0,40.7,42.2,-,68.0,0.0,0.0,0.0,0.0,11.7,33.3,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.22,0.0,1.0,42.1,BrayTy00
2.0,41.0,40.0,27.0,67.5,295,7.4,2.0,4.0,40.5,41.5,61.3,81.0,4.0,8.5,5.0,10.2,9.5,80.0,1.0,3.6,1.0,0.0,4.0,18.0,1.0,5.6,2.51,0.0,12.0,66.1,RypiBr00
1.0,15.0,12.0,5.0,41.7,32,2.7,0.0,1.0,32.8,39.7,46.9,73.5,0.0,0.0,1.0,6.7,9.7,55.6,0.0,0.0,0.0,0.0,3.0,9.0,2.0,22.2,3.09,1.0,2.0,14.6,SudfNa00
3.0,118.0,110.0,60.0,54.5,624,5.7,2.0,6.0,39.8,37.7,70.8,59.9,4.0,3.5,9.0,7.3,8.4,69.4,8.0,11.8,4.0,2.0,6.0,42.0,7.0,16.7,2.6,1.0,32.0,54.5,LutoJa00
3.0,17.0,14.0,8.0,57.1,42,3.0,0.0,2.0,52.9,36.3,75.2,78.4,0.0,0.0,1.0,5.0,6.7,61.5,0.0,0.0,0.0,1.0,0.0,8.0,3.0,37.5,2.08,0.0,1.0,22.6,GrifRo01
1.0,12.0,10.0,6.0,60.0,49,4.9,0.0,1.0,33.6,29.5,65.9,73.2,0.0,0.0,2.0,14.3,9.8,66.7,0.0,0.0,1.0,0.0,0.0,8.0,1.0,12.5,3.26,1.0,2.0,32.9,BlouDa00
1.0,18.0,16.0,11.0,68.8,105,6.6,1.0,1.0,27.4,25.7,66.5,76.5,0.0,0.0,3.0,14.3,6.5,68.8,0.0,0.0,0.0,0.0,0.0,6.0,2.0,33.3,2.14,0.0,5.0,81.5,StreCh00
2.0,51.0,43.0,23.0,53.5,219,5.1,0.0,0.0,25.6,25.5,52.5,16.9,1.0,2.3,6.0,11.5,8.5,65.0,3.0,11.5,1.0,0.0,1.0,22.0,7.0,31.8,2.76,1.0,11.0,67.9,DiNuBe00
1.0,11.0,9.0,1.0,11.1,13,1.4,0.0,2.0,24.0,24.3,61.3,72.6,0.0,0.0,4.0,36.4,15.8,12.5,0.0,0.0,0.0,0.0,1.0,5.0,1.0,20.0,3.58,1.0,1.0,0.0,HintKe00
