#G,DB,ATT,COM,COM%,YDS,YPA,TD,INT,OFF,PASS,RUN,FUM,BTT,BTT%,TWP,TWP%,ADOT,ADJ%,DRP,DRP%,BAT,HAT,TA,DPR,SK,P2S%,TTT,SCR,1ST,NFL,PFR_ID
2.0,3.0,3.0,1.0,33.3,16,5.3,0.0,0.0,66.6,65.4,60.0,68.7,0.0,0.0,0.0,0.0,5.7,33.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.7,0.0,1.0,52.1,SchaMa00
4.0,54.0,53.0,36.0,67.9,453,8.5,2.0,5.0,59.9,65.2,29.3,36.9,1.0,1.8,4.0,6.8,9.0,69.8,1.0,2.7,0.0,0.0,0.0,11.0,0.0,0.0,2.47,1.0,22.0,67.6,AndeDe00
4.0,19.0,18.0,13.0,72.2,145,8.1,1.0,1.0,61.9,64.7,53.7,24.4,0.0,0.0,2.0,10.0,5.5,76.5,0.0,0.0,0.0,0.0,1.0,8.0,1.0,12.5,2.18,0.0,8.0,91.2,BoykTr00
3.0,37.0,35.0,19.0,54.3,242,6.9,0.0,0.0,63.3,64.3,53.5,79.6,1.0,2.8,1.0,2.6,9.9,64.7,3.0,13.6,0.0,1.0,0.0,16.0,1.0,6.3,2.47,1.0,12.0,76.1,HillSh00
2.0,19.0,14.0,8.0,57.1,126,9.0,1.0,1.0,65.0,63.7,61.8,74.8,0.0,0.0,0.0,0.0,7.1,71.4,2.0,20.0,0.0,0.0,0.0,9.0,3.0,33.3,2.92,2.0,4.0,81.2,SmitGe00
2.0,42.0,37.0,23.0,62.2,216,5.8,1.0,2.0,61.1,63.4,48.6,80.2,2.0,5.1,5.0,11.4,10.7,72.2,3.0,11.5,0.0,1.0,0.0,18.0,3.0,16.7,2.57,2.0,13.0,64.7,TolzSc00
17.0,670.0,642.0,400.0,62.3,4326,6.7,27.0,17.0,64.4,63.2,56.4,61.9,22.0,3.3,34.0,4.8,8.4,71.6,38.0,8.7,15.0,4.0,11.0,198.0,23.0,11.6,2.4,4.0,206.0,85.1,MannEl00
3.0,80.0,73.0,46.0,63.0,461,6.3,0.0,0.0,64.8,62.2,70.9,53.7,2.0,2.4,3.0,3.3,8.8,71.0,3.0,6.1,0.0,0.0,4.0,32.0,5.0,15.6,2.69,2.0,21.0,80.9,SavaTo00
1.0,4.0,4.0,3.0,75.0,29,7.3,1.0,0.0,62.5,62.1,-,68.0,0.0,0.0,1.0,20.0,16.5,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.58,0.0,3.0,134.4,RomoTo00
1.0,6.0,5.0,2.0,40.0,22,4.4,0.0,0.0,59.8,61.7,60.0,68.9,0.0,0.0,0.0,0.0,10.2,60.0,1.0,33.3,0.0,0.0,0.0,1.0,1.0,100.0,2.4,0.0,2.0,53.8,FaleDa00
1.0,1.0,1.0,1.0,100.0,16,16.0,0.0,0.0,76.2,60.7,-,60.4,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.1,0.0,1.0,118.8,DaniCh00
1.0,27.0,24.0,14.0,58.3,182,7.6,1.0,1.0,58.0,59.4,54.6,77.6,0.0,0.0,1.0,3.3,11.2,72.7,2.0,12.5,0.0,0.0,2.0,6.0,2.0,33.3,3.11,1.0,8.0,78.8,WhitCh02
1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,60.3,59.3,60.0,66.7,0.0,0.0,0.0,0.0,35.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2.4,0.0,0.0,39.6,ClemKe00
5.0,130.0,123.0,84.0,68.3,1010,8.2,9.0,4.0,59.7,58.8,53.8,28.6,4.0,3.1,8.0,5.9,8.4,75.4,2.0,2.3,5.0,2.0,1.0,44.0,6.0,13.6,2.53,1.0,51.0,104.0,MoorMa01
10.0,354.0,322.0,196.0,60.9,2201,6.8,9.0,11.0,58.9,57.9,58.9,59.8,11.0,3.3,13.0,3.5,8.4,72.1,21.0,9.7,12.0,4.0,5.0,116.0,23.0,19.8,2.38,9.0,107.0,76.4,KeenCa00
5.0,183.0,147.0,87.0,59.2,886,6.0,2.0,3.0,57.6,57.8,55.4,55.8,3.0,1.9,3.0,1.5,9.1,71.3,10.0,10.3,2.0,2.0,7.0,68.0,21.0,30.9,3.08,15.0,47.0,72.5,GrifRo01
5.0,188.0,165.0,90.0,54.5,1100,6.7,6.0,6.0,55.7,57.4,49.3,27.5,6.0,3.4,11.0,5.5,10.1,65.8,8.0,8.2,4.0,4.0,7.0,78.0,18.0,23.1,2.76,4.0,56.0,72.3,McCoJo01
14.0,530.0,486.0,289.0,59.5,3401,7.0,18.0,10.0,56.9,56.3,55.2,83.2,18.0,3.5,25.0,4.4,9.2,70.0,17.0,5.6,14.0,7.0,28.0,191.0,31.0,16.2,2.65,13.0,158.0,84.6,SiemTr00
3.0,31.0,26.0,14.0,53.8,104,4.0,0.0,2.0,61.4,55.7,74.2,78.8,1.0,3.8,2.0,6.5,5.9,65.2,1.0,6.7,1.0,0.0,2.0,13.0,2.0,15.4,2.99,3.0,7.0,31.6,HogaKe00
16.0,698.0,625.0,368.0,58.9,3905,6.2,23.0,16.0,56.9,55.4,64.7,56.4,17.0,2.5,26.0,3.5,8.7,69.7,35.0,8.7,20.0,9.0,18.0,228.0,34.0,14.9,2.6,36.0,223.0,78.8,BortBl00
2.0,71.0,66.0,32.0,48.5,311,4.7,2.0,4.0,54.4,54.2,-,45.9,1.0,1.4,4.0,5.3,9.3,61.9,7.0,17.9,1.0,1.0,1.0,18.0,5.0,27.8,2.41,0.0,17.0,47.0,CookCo00
3.0,58.0,51.0,30.0,58.8,284,5.6,2.0,2.0,51.0,54.0,49.2,81.8,1.0,1.9,1.0,1.6,8.5,68.9,1.0,3.2,3.0,0.0,1.0,20.0,5.0,25.0,2.6,2.0,16.0,71.0,CassMa00
4.0,90.0,86.0,53.0,61.6,558,6.5,4.0,2.0,54.9,54.0,61.6,85.2,5.0,5.5,6.0,6.3,9.5,69.4,6.0,10.2,0.0,0.0,0.0,25.0,4.0,16.0,2.61,0.0,26.0,86.3,JoneLa02
11.0,403.0,331.0,196.0,59.2,2241,6.8,16.0,4.0,57.8,53.8,70.1,25.3,6.0,1.7,15.0,3.6,8.3,71.2,22.0,10.1,6.0,2.0,16.0,171.0,35.0,20.5,2.91,37.0,119.0,90.7,KaepCo00
14.0,441.0,403.0,228.0,56.6,2710,6.7,12.0,17.0,51.9,53.7,43.8,71.9,14.0,3.3,22.0,4.7,9.8,68.8,30.0,11.6,12.0,8.0,8.0,146.0,19.0,13.0,2.41,19.0,133.0,69.6,FitzRy00
3.0,6.0,6.0,3.0,50.0,26,4.3,0.0,1.0,55.9,53.3,61.3,72.8,0.0,0.0,0.0,0.0,9.7,83.3,2.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,2.27,0.0,1.0,22.2,MallRy00
3.0,68.0,55.0,34.0,61.8,400,7.3,0.0,0.0,51.9,53.1,51.3,23.1,1.0,1.6,5.0,6.7,7.2,78.0,5.0,12.8,1.0,3.0,1.0,21.0,6.0,28.6,2.63,7.0,19.0,83.9,BrisJa00
3.0,99.0,83.0,49.0,59.0,497,6.0,2.0,1.0,49.7,50.3,52.5,30.4,2.0,2.2,6.0,5.6,11.0,65.8,3.0,5.8,0.0,2.0,1.0,37.0,8.0,21.6,2.64,8.0,25.0,79.2,LyncPa00
17.0,625.0,575.0,338.0,58.8,3322,5.8,17.0,19.0,51.7,49.8,70.0,59.3,19.0,3.1,34.0,5.2,9.2,68.9,29.0,7.9,12.0,7.0,20.0,233.0,30.0,12.9,2.63,20.0,182.0,71.2,OsweBr00
5.0,157.0,137.0,81.0,59.1,1059,7.7,4.0,5.0,49.8,49.3,57.8,29.2,6.0,4.1,11.0,6.6,9.5,71.4,9.0,10.0,1.0,3.0,7.0,71.0,17.0,23.9,2.79,3.0,46.0,78.1,CutlJa00
6.0,150.0,133.0,75.0,56.4,809,6.1,3.0,7.0,48.2,47.6,56.1,66.8,5.0,3.6,9.0,5.7,9.2,69.6,12.0,13.8,4.0,1.0,3.0,47.0,13.0,27.7,2.47,3.0,35.0,60.0,PettBr01
3.0,15.0,15.0,8.0,53.3,50,3.3,0.0,0.0,45.5,47.5,60.5,75.4,0.0,0.0,1.0,5.9,8.9,69.2,1.0,11.1,1.0,1.0,0.0,4.0,0.0,0.0,2.05,0.0,3.0,60.4,McGlMa01
2.0,22.0,18.0,10.0,55.6,93,5.2,0.0,2.0,47.0,46.8,58.1,76.8,1.0,5.3,2.0,8.7,3.9,68.8,1.0,9.1,0.0,1.0,1.0,10.0,3.0,30.0,2.89,1.0,5.0,30.3,SancMa00
5.0,49.0,48.0,19.0,39.6,192,4.0,2.0,3.0,47.0,46.4,60.5,81.2,1.0,1.9,3.0,5.7,12.5,53.3,5.0,20.8,0.0,1.0,1.0,18.0,1.0,5.6,2.64,0.0,11.0,39.6,StanDr00
6.0,189.0,160.0,91.0,56.9,925,5.8,5.0,6.0,46.2,45.9,53.2,90.2,2.0,1.2,8.0,4.0,8.7,67.8,12.0,11.7,3.0,1.0,4.0,61.0,11.0,18.0,2.68,17.0,57.0,68.4,GabbBl00
5.0,32.0,26.0,11.0,42.3,131,5.0,0.0,0.0,41.8,43.6,49.0,28.7,0.0,0.0,2.0,5.9,11.1,60.0,4.0,26.7,0.0,1.0,0.0,11.0,3.0,27.3,2.77,2.0,6.0,58.3,ManuEJ00
7.0,234.0,205.0,112.0,54.6,1089,5.3,5.0,7.0,42.9,42.9,56.1,41.2,3.0,1.4,12.0,4.7,7.3,67.4,16.0,12.5,5.0,4.0,5.0,102.0,26.0,25.5,2.47,3.0,47.0,63.6,GoffJa00
1.0,12.0,11.0,6.0,54.5,96,8.7,0.0,1.0,38.2,40.6,56.2,73.3,0.0,0.0,2.0,15.4,9.5,63.6,1.0,14.3,0.0,0.0,0.0,3.0,1.0,33.3,2.67,0.0,2.0,46.0,JoneCa01
4.0,10.0,10.0,2.0,20.0,17,1.7,0.0,1.0,37.4,39.6,53.0,21.7,0.0,0.0,0.0,0.0,8.4,40.0,2.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,2.75,0.0,0.0,0.0,HundBr00
1.0,6.0,6.0,3.0,50.0,19,3.2,0.0,1.0,25.0,34.3,41.9,17.9,0.0,0.0,1.0,14.3,1.7,66.7,1.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.88,0.0,1.0,17.4,MannSe00
