#G,DB,ATT,COM,COM%,YDS,YPA,TD,INT,OFF,PASS,RUN,FUM,BTT,BTT%,TWP,TWP%,ADOT,ADJ%,DRP,DRP%,BAT,HAT,TA,DPR,SK,P2S%,TTT,SCR,1ST,NFL,PFR_ID
10.0,345.0,314.0,182.0,58.0,2319,7.4,13.0,7.0,68.4,71.4,29.8,41.5,25.0,7.5,13.0,3.6,9.1,67.7,19.0,9.5,2.0,6.0,9.0,132.0,23.0,17.4,2.81,8.0,109.0,85.7,CutlJa00
15.0,512.0,450.0,271.0,60.2,3091,6.9,14.0,13.0,68.8,71.4,34.6,82.5,20.0,4.2,17.0,3.2,9.4,71.9,29.0,9.7,6.0,4.0,21.0,196.0,42.0,21.4,2.81,20.0,143.0,79.2,JackTa00
2.0,5.0,5.0,3.0,60.0,35,7.0,0.0,0.0,68.2,69.4,58.4,70.2,0.0,0.0,0.0,0.0,8.6,80.0,1.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,2.78,0.0,2.0,81.3,KaepCo00
16.0,618.0,569.0,353.0,62.0,3834,6.7,24.0,23.0,65.4,69.4,30.8,73.0,33.0,5.5,26.0,4.0,8.0,69.9,27.0,7.1,10.0,6.0,5.0,135.0,22.0,16.3,2.49,27.0,189.0,79.1,FitzRy00
2.0,18.0,16.0,11.0,68.8,107,6.7,0.0,2.0,67.8,69.3,55.6,75.6,2.0,11.8,2.0,10.5,12.2,75.0,1.0,8.3,0.0,0.0,0.0,6.0,1.0,16.7,2.54,1.0,3.0,47.7,KafkMi00
3.0,26.0,24.0,15.0,62.5,208,8.7,0.0,1.0,67.5,69.3,57.9,78.0,3.0,11.5,1.0,3.4,6.9,66.7,1.0,6.3,0.0,0.0,0.0,11.0,2.0,18.2,2.62,0.0,9.0,72.9,BatcCh00
6.0,180.0,156.0,94.0,60.3,1026,6.6,4.0,2.0,70.5,69.3,60.1,89.9,8.0,4.9,1.0,0.5,7.9,69.7,7.0,6.9,6.0,2.0,3.0,74.0,16.0,21.6,2.82,8.0,58.0,82.9,McNaDo00
16.0,544.0,518.0,319.0,61.6,3571,6.9,18.0,14.0,69.3,69.1,49.6,90.3,28.0,5.2,23.0,4.0,8.3,69.4,21.0,6.2,14.0,2.0,11.0,112.0,19.0,17.0,2.39,7.0,167.0,82.4,HassMa00
18.0,657.0,605.0,348.0,57.5,4092,6.8,24.0,13.0,65.3,68.3,33.6,46.4,51.0,8.0,29.0,4.2,9.8,67.6,36.0,9.4,8.0,7.0,22.0,207.0,39.0,18.8,2.76,13.0,208.0,82.5,FlacJo00
10.0,350.0,328.0,199.0,60.7,2771,8.4,13.0,16.0,66.3,67.6,30.0,88.1,23.0,6.6,21.0,5.6,10.3,67.9,13.0,6.1,6.0,0.0,8.0,105.0,17.0,16.2,2.53,5.0,124.0,80.7,PalmCa00
2.0,3.0,3.0,2.0,66.7,33,11.0,0.0,0.0,66.7,67.0,59.8,67.4,0.0,0.0,0.0,0.0,15.3,66.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.97,0.0,1.0,103.5,HillSh00
1.0,10.0,10.0,6.0,60.0,87,8.7,1.0,2.0,65.5,66.8,57.2,73.3,3.0,30.0,2.0,20.0,10.5,70.0,1.0,14.3,0.0,0.0,0.0,4.0,0.0,0.0,2.91,0.0,5.0,82.1,KitnJo00
1.0,16.0,10.0,6.0,60.0,60,6.0,0.0,0.0,51.8,65.2,30.1,74.6,2.0,18.2,0.0,0.0,10.1,66.7,0.0,0.0,1.0,0.0,0.0,9.0,5.0,55.6,2.67,1.0,3.0,77.1,LosmJ.00
16.0,600.0,517.0,310.0,60.0,4051,7.8,21.0,17.0,67.2,65.1,68.4,86.3,45.0,8.2,28.0,4.4,10.0,68.2,27.0,8.0,5.0,7.0,8.0,208.0,35.0,16.8,3.08,48.0,193.0,84.5,NewtCa00
9.0,265.0,252.0,150.0,59.5,1758,7.0,9.0,9.0,62.2,64.0,39.7,79.7,10.0,3.7,13.0,4.5,8.5,70.3,11.0,6.8,7.0,2.0,13.0,73.0,10.0,13.7,2.58,3.0,99.0,77.8,OrtoKy00
9.0,309.0,269.0,160.0,59.5,1713,6.4,10.0,9.0,64.1,63.8,56.4,69.5,15.0,5.3,13.0,4.0,9.2,72.4,21.0,11.6,5.0,2.0,11.0,91.0,22.0,24.2,2.83,18.0,87.0,76.6,CassMa00
10.0,398.0,357.0,191.0,53.5,2164,6.1,6.0,6.0,59.6,63.0,28.3,48.7,15.0,3.9,12.0,2.8,9.4,68.5,31.0,14.0,10.0,12.0,11.0,136.0,36.0,26.5,2.68,5.0,107.0,70.5,BradSa00
1.0,30.0,28.0,18.0,64.3,211,7.5,1.0,0.0,62.7,62.7,58.1,32.7,0.0,0.0,1.0,3.1,9.0,80.8,3.0,14.3,0.0,0.0,1.0,8.0,2.0,25.0,2.69,0.0,9.0,99.0,DelhJa00
13.0,487.0,458.0,265.0,57.9,3151,6.9,16.0,20.0,59.1,62.5,38.4,64.3,32.0,6.6,30.0,5.8,9.5,67.9,18.0,6.4,14.0,5.0,20.0,180.0,25.0,13.9,2.7,4.0,160.0,72.4,GrosRe00
17.0,610.0,558.0,327.0,58.6,3655,6.6,20.0,16.0,62.2,62.5,49.6,79.2,32.0,5.4,25.0,3.8,8.6,70.3,32.0,8.9,17.0,3.0,27.0,150.0,28.0,18.7,2.57,24.0,174.0,78.2,DaltAn00
15.0,609.0,551.0,346.0,62.8,3607,6.5,16.0,22.0,58.8,61.2,47.1,58.5,22.0,3.7,24.0,3.7,7.4,73.4,35.0,9.2,8.0,3.0,15.0,205.0,29.0,14.1,2.72,29.0,184.0,74.7,FreeJo00
9.0,291.0,253.0,146.0,57.7,1955,7.7,9.0,8.0,59.5,60.7,55.9,46.3,18.0,6.6,15.0,4.8,8.4,73.0,19.0,11.5,12.0,0.0,14.0,115.0,30.0,26.1,2.87,8.0,93.0,81.1,KolbKe00
5.0,44.0,36.0,19.0,52.8,246,6.8,1.0,2.0,59.7,60.2,62.6,80.8,1.0,2.8,0.0,0.0,11.5,70.0,2.0,9.5,1.0,2.0,3.0,19.0,3.0,15.8,3.38,5.0,13.0,60.6,JohnJo05
13.0,535.0,463.0,265.0,57.2,2733,5.9,14.0,11.0,56.2,60.2,35.4,53.4,20.0,4.1,27.0,4.8,7.8,69.1,35.0,11.7,13.0,3.0,12.0,179.0,33.0,18.4,2.81,39.0,155.0,74.6,McCoCo00
5.0,75.0,66.0,34.0,51.5,542,8.2,4.0,0.0,64.6,59.7,77.7,83.5,3.0,4.5,3.0,4.0,9.8,62.3,4.0,10.5,2.0,1.0,1.0,20.0,5.0,25.0,2.7,4.0,24.0,99.4,LockJa00
1.0,13.0,13.0,10.0,76.9,57,4.4,1.0,0.0,60.0,59.6,59.8,74.0,1.0,6.7,1.0,6.7,1.8,91.7,1.0,9.1,0.0,0.0,1.0,2.0,0.0,0.0,2.65,0.0,1.0,110.1,LeinMa00
1.0,45.0,38.0,24.0,63.2,182,4.8,1.0,0.0,60.2,58.9,69.1,79.9,1.0,2.6,0.0,0.0,6.2,65.8,1.0,4.0,0.0,0.0,0.0,20.0,3.0,15.0,3.15,4.0,12.0,83.4,McGeSt00
8.0,213.0,189.0,110.0,58.2,1298,6.9,4.0,6.0,56.1,58.5,39.8,58.2,10.0,5.1,13.0,5.9,9.6,70.2,10.0,8.3,5.0,1.0,9.0,63.0,17.0,27.0,2.86,7.0,70.0,73.0,YateT.00
8.0,209.0,193.0,122.0,63.2,1201,6.2,6.0,4.0,57.1,58.0,43.0,39.2,11.0,5.5,12.0,5.6,8.4,72.5,7.0,5.4,4.0,2.0,6.0,61.0,14.0,23.0,2.47,2.0,71.0,82.4,OrloDa00
5.0,118.0,107.0,55.0,51.4,567,5.3,2.0,2.0,62.4,57.5,78.4,68.8,5.0,4.5,4.0,3.3,8.6,63.9,7.0,11.3,2.0,0.0,6.0,32.0,6.0,18.8,2.71,5.0,33.0,65.4,WallSe00
16.0,600.0,543.0,308.0,56.7,3474,6.4,26.0,18.0,53.3,56.2,30.0,56.2,30.0,5.1,32.0,5.0,8.6,66.4,28.0,8.3,15.0,7.0,12.0,164.0,39.0,23.8,2.64,18.0,180.0,78.2,SancMa00
1.0,3.0,1.0,1.0,100.0,18,18.0,0.0,0.0,64.0,55.1,61.1,67.4,0.0,0.0,0.0,0.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,4.57,0.0,1.0,118.8,TaylTy00
3.0,105.0,91.0,48.0,52.7,546,6.0,2.0,1.0,55.1,54.5,57.8,57.9,4.0,4.2,3.0,2.8,10.3,62.5,7.0,12.7,2.0,0.0,1.0,42.0,9.0,21.4,2.63,5.0,29.0,73.8,ClemKe00
2.0,4.0,4.0,3.0,75.0,20,5.0,0.0,0.0,47.2,53.4,53.2,71.0,0.0,0.0,0.0,0.0,4.8,75.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.75,0.0,2.0,85.4,DaniCh00
1.0,3.0,3.0,1.0,33.3,27,9.0,0.0,0.0,53.6,51.6,-,65.5,0.0,0.0,0.0,0.0,13.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.67,0.0,1.0,67.4,BrunMa00
3.0,71.0,55.0,35.0,63.6,414,7.5,2.0,4.0,50.1,51.3,57.7,47.9,1.0,1.8,6.0,8.1,9.4,68.5,2.0,5.4,0.0,0.0,1.0,29.0,7.0,24.1,2.99,9.0,23.0,68.3,McCoJo01
5.0,135.0,114.0,66.0,57.9,866,7.6,4.0,9.0,51.0,51.1,53.3,56.0,9.0,7.6,9.0,6.4,11.6,66.7,8.0,10.8,1.0,0.0,2.0,46.0,8.0,17.4,3.22,13.0,42.0,60.8,YounVi00
4.0,156.0,132.0,80.0,60.6,858,6.5,2.0,4.0,53.0,51.0,74.5,33.2,3.0,2.1,7.0,4.3,8.7,70.4,8.0,9.1,3.0,1.0,2.0,51.0,16.0,31.4,2.79,8.0,49.0,72.1,BeckJo00
3.0,67.0,56.0,27.0,48.2,302,5.4,1.0,1.0,49.6,50.9,57.8,82.5,2.0,3.4,5.0,7.1,10.7,66.7,7.0,20.6,1.0,0.0,4.0,21.0,8.0,38.1,2.78,3.0,15.0,63.2,WhitCh02
4.0,133.0,102.0,51.0,50.0,615,6.0,3.0,9.0,54.8,50.8,78.0,63.7,9.0,8.5,12.0,8.8,9.4,66.7,7.0,12.1,2.0,2.0,8.0,55.0,19.0,34.5,3.26,12.0,35.0,41.9,HaniCa00
4.0,108.0,97.0,53.0,54.6,548,5.6,1.0,2.0,50.0,50.1,60.4,66.7,4.0,3.9,3.0,2.7,6.5,70.3,11.0,17.2,5.0,1.0,0.0,40.0,10.0,25.0,2.35,1.0,29.0,66.0,FeelA.00
11.0,342.0,291.0,158.0,54.3,1853,6.4,13.0,13.0,51.9,50.0,64.3,60.2,15.0,5.0,21.0,5.9,9.6,66.3,17.0,9.7,9.0,6.0,12.0,118.0,30.0,25.4,2.91,21.0,105.0,70.1,PondCh00
1.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,48.6,49.7,-,63.6,0.0,0.0,0.0,0.0,16.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2.3,0.0,0.0,39.6,BranTo00
14.0,396.0,318.0,145.0,45.6,2181,6.9,14.0,6.0,49.5,49.6,55.5,29.0,26.0,7.7,13.0,3.1,13.3,59.4,25.0,14.7,4.0,4.0,21.0,176.0,38.0,21.6,3.66,40.0,107.0,75.5,TeboTi00
3.0,103.0,98.0,48.0,49.0,481,4.9,2.0,1.0,44.0,48.6,29.4,22.7,1.0,1.0,3.0,2.9,9.2,60.2,5.0,9.4,1.0,3.0,4.0,41.0,5.0,12.2,2.44,0.0,29.0,65.9,CollKe00
2.0,19.0,18.0,8.0,44.4,109,6.1,1.0,1.0,45.3,45.6,56.3,76.2,0.0,0.0,0.0,0.0,9.8,44.4,0.0,0.0,0.0,0.0,0.0,7.0,1.0,14.3,2.65,0.0,4.0,59.7,GradBr00
4.0,28.0,28.0,18.0,64.3,188,6.7,0.0,1.0,45.4,45.2,56.5,78.3,0.0,0.0,1.0,3.6,8.3,74.1,2.0,10.0,1.0,0.0,0.0,3.0,0.0,0.0,2.47,0.0,10.0,68.8,RedmCh00
6.0,147.0,134.0,80.0,59.7,796,5.9,2.0,7.0,43.6,44.2,53.6,65.8,4.0,2.9,9.0,6.0,7.5,69.0,7.0,8.0,2.0,0.0,4.0,40.0,11.0,27.5,2.74,2.0,40.0,59.8,PalkTy00
9.0,268.0,243.0,132.0,54.3,1541,6.3,6.0,9.0,41.4,44.1,49.3,51.6,12.0,4.8,15.0,5.4,8.4,64.3,12.0,8.3,5.0,6.0,8.0,69.0,16.0,23.2,2.42,9.0,76.0,66.6,PainCu00
4.0,63.0,56.0,30.0,53.6,296,5.3,0.0,4.0,38.3,42.5,36.8,42.9,4.0,6.9,6.0,9.2,6.9,64.0,2.0,6.3,2.0,1.0,3.0,23.0,4.0,17.4,2.52,3.0,15.0,39.0,McCoLu00
2.0,24.0,22.0,10.0,45.5,86,3.9,1.0,1.0,37.7,41.0,55.3,76.6,0.0,0.0,0.0,0.0,9.5,61.9,3.0,23.1,0.0,1.0,0.0,7.0,1.0,14.3,2.47,1.0,5.0,52.5,BartRi00
2.0,9.0,8.0,3.0,37.5,25,3.1,0.0,1.0,39.7,40.5,58.3,70.9,0.0,0.0,1.0,11.1,10.3,42.9,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.03,1.0,2.0,6.8,ThigTy00
6.0,76.0,63.0,34.0,54.0,376,6.0,3.0,2.0,43.9,39.9,70.2,53.2,3.0,4.7,6.0,7.8,9.9,66.1,5.0,12.8,0.0,1.0,3.0,33.0,3.0,9.1,3.61,10.0,23.0,74.6,WebbJo00
2.0,36.0,28.0,15.0,53.6,161,5.8,0.0,3.0,35.4,38.1,45.1,29.2,1.0,3.2,4.0,10.3,11.6,63.0,2.0,11.8,0.0,0.0,1.0,13.0,3.0,23.1,2.91,5.0,9.0,31.1,BollKy00
8.0,315.0,275.0,151.0,54.9,1913,7.0,11.0,14.0,35.8,37.8,47.8,70.3,12.0,4.2,21.0,6.4,9.4,62.6,13.0,7.9,2.0,3.0,7.0,120.0,23.0,19.2,2.86,17.0,91.0,68.9,SkelJo00
15.0,475.0,413.0,210.0,50.8,2214,5.4,12.0,11.0,31.2,37.4,26.7,26.3,13.0,3.0,21.0,4.2,8.1,62.2,27.0,11.4,11.0,2.0,18.0,153.0,40.0,26.1,2.72,22.0,114.0,65.4,GabbBl00
