#G,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM.1,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,RECV,PBLK,TGT,REC,YDS.1,RSNP,Y/RR,DRP,PFR_ID
13.0,176.0,153.0,695,4.5,5.0,0.0,69.3,77.5,90.3,60.0,381,2.49,19.0,29.0,20.0,110.0,42.0,0.0,0.0,695,8.0,141.0,20.3,39.0,49.6,79.1,46.0,32.0,219.0,295.0,0.74,3.0,HendDa00
14.0,170.0,147.0,639,4.3,4.0,1.0,71.0,77.3,76.3,60.3,495,3.37,39.0,55.0,13.0,89.0,55.0,0.0,0.0,639,5.0,166.0,26.0,29.0,58.9,42.7,50.0,36.0,325.0,220.0,1.48,5.0,CartMi03
14.0,201.0,164.0,767,4.7,8.0,4.0,67.4,77.1,35.4,67.3,539,3.29,28.0,58.0,19.0,99.0,63.0,0.0,0.0,767,7.0,174.0,22.7,41.0,41.8,53.0,44.0,31.0,222.0,261.0,0.85,4.0,RobiJa00
8.0,100.0,86.0,406,4.7,3.0,0.0,75.6,77.0,86.6,70.7,270,3.14,14.0,25.0,9.0,69.0,17.0,0.0,0.0,406,5.0,91.0,22.4,25.0,46.6,44.3,4.0,3.0,26.0,57.0,0.46,1.0,HowaJo00
3.0,11.0,10.0,38,3.8,1.0,0.0,78.1,76.6,76.4,60.0,14,1.4,1.0,10.0,1.0,1.0,6.0,0.0,0.0,38,0.0,0.0,0.0,4.0,82.2,70.2,14.0,12.0,94.0,38.0,2.47,0.0,WhitJa02
18.0,294.0,249.0,1033,4.1,10.0,1.0,69.3,76.6,85.6,52.5,670,2.69,21.0,47.0,24.0,138.0,100.0,0.0,0.0,1033,6.0,147.0,14.2,59.0,55.3,40.2,67.0,48.0,287.0,448.0,0.64,2.0,ElliEz00
17.0,221.0,203.0,903,4.4,4.0,2.0,75.9,76.0,69.7,80.9,694,3.42,63.0,49.0,25.0,104.0,95.0,0.0,0.0,903,9.0,228.0,25.2,53.0,64.8,63.3,51.0,43.0,316.0,262.0,1.21,4.0,WillJa10
5.0,63.0,55.0,230,4.2,0.0,0.0,76.5,75.6,83.9,60.2,213,3.87,12.0,35.0,4.0,23.0,31.0,0.0,0.0,230,3.0,78.0,33.9,11.0,67.9,58.3,8.0,7.0,52.0,48.0,1.08,0.0,ReynCr00
14.0,324.0,262.0,1132,4.3,6.0,0.0,76.8,75.5,91.2,65.4,901,3.44,42.0,39.0,31.0,172.0,90.0,0.0,0.0,1132,9.0,236.0,20.8,57.0,65.7,69.2,27.0,26.0,194.0,185.0,1.05,0.0,MitcEl00
14.0,152.0,97.0,345,3.6,4.0,2.0,66.8,75.4,46.8,53.8,226,2.33,18.0,17.0,5.0,48.0,39.0,0.0,0.0,345,1.0,17.0,4.9,22.0,51.6,36.6,31.0,23.0,197.0,178.0,1.11,2.0,MossZa00
4.0,61.0,54.0,232,4.3,3.0,1.0,70.7,75.0,49.1,59.4,165,3.06,10.0,33.0,2.0,31.0,21.0,0.0,0.0,232,2.0,63.0,27.2,11.0,58.1,35.0,6.0,6.0,29.0,55.0,0.53,0.0,CarsCh00
11.0,99.0,84.0,356,4.2,0.0,0.0,74.1,75.0,88.3,52.7,290,3.45,17.0,20.0,10.0,47.0,35.0,0.0,0.0,356,6.0,103.0,28.9,20.0,59.9,59.0,14.0,11.0,49.0,58.0,0.84,1.0,ColeTe01
9.0,261.0,239.0,999,4.2,11.0,1.0,77.3,74.9,84.0,71.9,784,3.28,36.0,76.0,20.0,134.0,105.0,0.0,0.0,999,9.0,264.0,26.4,54.0,68.5,54.4,20.0,18.0,154.0,128.0,1.2,0.0,HenrDe00
16.0,182.0,133.0,576,4.3,5.0,0.0,68.2,74.5,90.2,45.6,300,2.26,21.0,32.0,11.0,55.0,71.0,0.0,0.0,576,7.0,159.0,27.6,31.0,59.1,52.8,38.0,34.0,190.0,282.0,0.67,0.0,FreeDe00
8.0,90.0,78.0,386,4.9,5.0,0.0,74.4,74.3,87.2,59.6,269,3.45,21.0,33.0,12.0,26.0,46.0,0.0,0.0,386,5.0,113.0,29.3,22.0,67.5,66.9,25.0,22.0,174.0,109.0,1.6,1.0,HuntKa00
12.0,48.0,40.0,164,4.1,2.0,0.0,71.4,73.7,82.5,58.3,97,2.43,7.0,23.0,4.0,28.0,8.0,0.0,0.0,164,1.0,23.0,14.0,11.0,63.9,72.6,22.0,16.0,103.0,97.0,1.06,1.0,WillDa05
5.0,82.0,71.0,330,4.6,3.0,0.0,72.1,73.7,85.6,41.4,233,3.28,12.0,27.0,11.0,16.0,54.0,0.0,0.0,330,2.0,43.0,13.0,18.0,53.2,85.6,5.0,4.0,41.0,55.0,0.75,1.0,JohnDu00
8.0,19.0,9.0,33,3.7,0.0,0.0,83.2,73.2,74.4,72.4,19,2.11,0.0,7.0,0.0,7.0,1.0,0.0,0.0,33,0.0,0.0,0.0,3.0,90.9,26.6,3.0,3.0,34.0,25.0,1.36,0.0,WardJo00
16.0,273.0,206.0,771,3.7,16.0,2.0,81.9,73.0,69.4,73.9,576,2.8,40.0,35.0,16.0,125.0,66.0,0.0,0.0,771,7.0,148.0,19.2,56.0,84.8,89.1,41.0,38.0,380.0,242.0,1.57,0.0,ConnJa00
10.0,19.0,18.0,118,6.6,1.0,2.0,66.6,72.8,26.7,60.0,76,4.22,4.0,42.0,3.0,9.0,9.0,0.0,0.0,118,1.0,42.0,35.6,7.0,58.4,65.6,10.0,7.0,60.0,70.0,0.86,0.0,IgweGo00
14.0,172.0,119.0,501,4.2,6.0,0.0,65.5,72.8,89.3,68.7,381,3.2,12.0,46.0,9.0,58.0,60.0,0.0,0.0,501,4.0,111.0,22.2,37.0,44.5,48.5,13.0,10.0,75.0,154.0,0.49,2.0,MurrLa00
11.0,122.0,88.0,407,4.6,8.0,1.0,71.9,72.7,63.8,59.8,217,2.47,9.0,34.0,8.0,59.0,28.0,0.0,0.0,407,5.0,114.0,28.0,25.0,62.5,52.4,16.0,14.0,84.0,87.0,0.97,1.0,ScotBo02
10.0,67.0,54.0,259,4.8,2.0,0.0,76.0,72.2,83.8,59.1,178,3.3,4.0,51.0,5.0,29.0,25.0,0.0,0.0,259,2.0,74.0,28.6,12.0,76.0,75.2,9.0,8.0,105.0,48.0,2.19,0.0,GoreDe00
7.0,59.0,53.0,233,4.4,3.0,0.0,65.2,71.9,83.7,59.9,199,3.75,14.0,55.0,6.0,18.0,32.0,0.0,0.0,233,4.0,104.0,44.6,14.0,34.2,79.3,9.0,6.0,35.0,71.0,0.49,2.0,VaugKe00
17.0,93.0,56.0,276,4.9,2.0,1.0,72.7,71.8,73.0,57.0,155,2.77,14.0,34.0,6.0,29.0,20.0,0.0,0.0,276,3.0,78.0,28.3,15.0,74.3,47.1,53.0,40.0,310.0,204.0,1.52,2.0,HineNy00
13.0,166.0,124.0,620,5.0,2.0,1.0,66.6,71.7,73.8,44.9,341,2.75,16.0,54.0,19.0,80.0,34.0,0.0,0.0,620,6.0,168.0,27.1,34.0,60.1,51.7,52.0,43.0,311.0,269.0,1.16,1.0,EdmoCh00
18.0,366.0,319.0,1229,3.9,7.0,1.0,69.6,71.5,90.0,38.3,944,2.96,58.0,37.0,28.0,185.0,118.0,0.0,0.0,1229,9.0,202.0,16.4,62.0,62.5,67.0,96.0,76.0,466.0,479.0,0.97,7.0,HarrNa00
13.0,191.0,144.0,770,5.3,0.0,1.0,70.2,71.4,75.2,63.0,414,2.88,21.0,38.0,21.0,88.0,54.0,0.0,0.0,770,11.0,264.0,34.3,34.0,66.0,47.3,35.0,29.0,170.0,203.0,0.84,1.0,SandMi01
5.0,55.0,41.0,167,4.1,1.0,0.0,64.6,71.1,81.9,53.7,119,2.9,8.0,16.0,3.0,22.0,18.0,0.0,0.0,167,2.0,31.0,18.6,9.0,44.0,39.6,4.0,3.0,26.0,41.0,0.63,1.0,SermTr00
21.0,254.0,234.0,925,4.0,4.0,1.0,63.1,70.7,83.5,59.9,642,2.74,40.0,39.0,22.0,150.0,84.0,0.0,0.0,925,9.0,196.0,21.2,52.0,42.7,66.1,35.0,24.0,120.0,304.0,0.39,2.0,MichSo00
11.0,120.0,108.0,411,3.8,2.0,1.0,66.0,70.6,67.1,42.8,265,2.45,16.0,25.0,9.0,88.0,19.0,0.0,0.0,411,2.0,46.0,11.2,22.0,50.1,69.0,9.0,9.0,87.0,107.0,0.81,0.0,CollAl00
11.0,52.0,5.0,21,4.2,0.0,0.0,57.4,70.3,72.4,53.0,14,2.8,1.0,9.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,4.0,51.9,74.8,1.0,1.0,1.0,17.0,0.06,0.0,ArmaAl00
2.0,20.0,15.0,51,3.4,0.0,0.0,68.4,70.3,75.7,60.0,39,2.6,5.0,10.0,1.0,8.0,7.0,0.0,0.0,51,0.0,0.0,0.0,4.0,53.9,,2.0,1.0,4.0,13.0,0.31,0.0,WillTr06
17.0,79.0,24.0,99,4.1,1.0,0.0,64.4,70.3,79.5,56.2,80,3.33,5.0,12.0,2.0,10.0,10.0,0.0,0.0,99,0.0,0.0,0.0,9.0,73.1,57.4,11.0,9.0,30.0,43.0,0.7,0.0,PennEl00
9.0,44.0,33.0,140,4.2,0.0,0.0,67.0,70.3,83.2,57.1,107,3.24,4.0,38.0,2.0,20.0,13.0,0.0,0.0,140,1.0,38.0,27.1,7.0,50.5,83.7,7.0,6.0,29.0,24.0,1.21,1.0,ClemCo00
10.0,155.0,137.0,632,4.6,3.0,2.0,72.1,69.9,72.9,49.1,429,3.13,23.0,45.0,13.0,98.0,38.0,0.0,0.0,632,6.0,167.0,26.4,24.0,76.6,60.7,10.0,9.0,123.0,66.0,1.86,1.0,ForeDO00
12.0,76.0,63.0,254,4.0,2.0,0.0,73.1,69.7,64.3,39.8,162,2.57,10.0,21.0,5.0,41.0,21.0,0.0,0.0,254,2.0,39.0,15.4,15.0,82.0,51.4,36.0,30.0,291.0,170.0,1.71,1.0,DrakKe00
7.0,125.0,99.0,442,4.5,1.0,1.0,80.6,69.7,70.4,58.5,297,3.0,16.0,18.0,15.0,53.0,45.0,0.0,0.0,442,6.0,94.0,21.3,19.0,92.8,56.8,40.0,37.0,343.0,118.0,2.91,0.0,McCaCh01
13.0,314.0,2.0,4,2.0,0.0,0.0,73.9,69.6,71.5,87.1,3,1.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,2.0,50.3,61.1,11.0,8.0,63.0,141.0,0.45,0.0,RicaPa00
14.0,24.0,21.0,102,4.9,1.0,1.0,65.1,69.4,47.5,60.0,69,3.29,2.0,24.0,2.0,1.0,18.0,0.0,0.0,102,2.0,41.0,40.2,5.0,62.2,64.5,37.0,28.0,162.0,136.0,1.19,2.0,BernGi00
17.0,91.0,69.0,297,4.3,5.0,1.0,72.0,69.3,45.2,43.2,204,2.96,13.0,18.0,7.0,49.0,19.0,0.0,0.0,297,2.0,36.0,12.1,19.0,75.9,75.8,50.0,38.0,302.0,197.0,1.53,5.0,GainKe00
8.0,69.0,56.0,350,6.3,2.0,2.0,59.9,69.2,32.9,58.1,193,3.45,12.0,68.0,11.0,31.0,20.0,0.0,0.0,350,6.0,171.0,48.9,15.0,44.3,31.7,28.0,22.0,100.0,120.0,0.83,3.0,HillDo00
9.0,35.0,26.0,125,4.8,1.0,1.0,70.9,69.1,29.5,59.9,67,2.58,2.0,28.0,3.0,7.0,16.0,0.0,0.0,125,2.0,43.0,34.4,5.0,77.2,22.3,7.0,7.0,72.0,40.0,1.8,0.0,BreiMa00
13.0,274.0,249.0,1159,4.7,6.0,3.0,65.8,68.8,74.0,60.4,682,2.74,47.0,66.0,36.0,175.0,59.0,0.0,0.0,1159,19.0,436.0,37.6,56.0,51.6,52.7,43.0,34.0,224.0,263.0,0.85,5.0,CookDa01
14.0,38.0,33.0,138,4.2,2.0,1.0,62.6,68.7,61.2,60.6,94,2.85,6.0,15.0,3.0,21.0,12.0,0.0,0.0,138,1.0,15.0,10.9,10.0,56.0,61.5,23.0,21.0,133.0,106.0,1.25,0.0,DallDe00
17.0,223.0,172.0,612,3.6,5.0,1.0,64.9,68.6,78.1,64.1,452,2.63,22.0,26.0,13.0,100.0,69.0,0.0,0.0,612,7.0,135.0,22.1,36.0,51.4,52.7,34.0,25.0,174.0,178.0,0.98,5.0,HubbCh01
13.0,168.0,153.0,601,3.9,3.0,1.0,69.8,68.4,76.0,59.6,420,2.75,24.0,20.0,13.0,71.0,76.0,0.0,0.0,601,2.0,39.0,6.5,42.0,68.0,70.4,28.0,26.0,157.0,115.0,1.37,2.0,WillJa06
14.0,28.0,21.0,177,8.4,1.0,0.0,65.7,67.7,80.3,59.9,60,2.86,4.0,73.0,4.0,10.0,9.0,0.0,0.0,177,2.0,99.0,55.9,7.0,61.1,67.4,20.0,16.0,161.0,95.0,1.69,1.0,HomeTr00
13.0,258.0,225.0,849,3.8,7.0,1.0,69.8,67.7,83.7,68.6,569,2.53,38.0,41.0,21.0,167.0,52.0,0.0,0.0,849,7.0,162.0,19.1,55.0,69.2,76.6,49.0,42.0,301.0,289.0,1.04,2.0,MontDa01
7.0,55.0,3.0,5,1.7,0.0,0.0,68.4,67.6,69.7,67.4,3,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,2.0,55.2,80.7,3.0,3.0,16.0,35.0,0.46,0.0,PrenAd00
6.0,18.0,15.0,74,4.9,2.0,0.0,69.3,67.6,76.9,60.0,36,2.4,0.0,28.0,1.0,6.0,8.0,0.0,0.0,74,1.0,28.0,37.8,4.0,70.4,30.9,5.0,4.0,23.0,15.0,1.53,0.0,JeffJe00
16.0,109.0,101.0,428,4.2,4.0,2.0,62.3,67.6,45.0,60.0,256,2.53,13.0,30.0,8.0,23.0,75.0,0.0,0.0,428,3.0,65.0,15.2,25.0,55.3,12.4,12.0,10.0,64.0,92.0,0.7,1.0,JoneRo01
8.0,51.0,39.0,101,2.6,2.0,0.0,63.3,67.5,82.1,62.9,75,1.92,8.0,12.0,1.0,4.0,34.0,0.0,0.0,101,0.0,0.0,0.0,9.0,52.6,57.5,7.0,5.0,30.0,81.0,0.37,1.0,BellLe00
6.0,15.0,13.0,61,4.7,0.0,0.0,68.2,67.3,82.2,,63,4.85,5.0,19.0,2.0,7.0,1.0,0.0,0.0,61,1.0,19.0,31.1,3.0,63.8,69.4,5.0,4.0,9.0,14.0,0.64,0.0,NwanKe00
2.0,7.0,4.0,29,7.3,1.0,0.0,70.0,67.2,70.1,60.0,16,4.0,2.0,22.0,1.0,4.0,0.0,0.0,0.0,29,1.0,22.0,75.9,1.0,59.9,,0.0,0.0,0.0,1.0,0.0,0.0,HardJa01
13.0,78.0,68.0,364,5.4,2.0,1.0,63.1,66.9,60.3,60.0,242,3.56,4.0,75.0,7.0,41.0,27.0,0.0,0.0,364,5.0,144.0,39.6,18.0,64.5,23.4,24.0,22.0,178.0,124.0,1.44,2.0,JackJu01
19.0,173.0,145.0,562,3.9,6.0,1.0,66.8,66.8,90.4,68.8,318,2.19,10.0,21.0,13.0,91.0,52.0,0.0,0.0,562,2.0,40.0,7.1,41.0,66.0,40.4,55.0,47.0,452.0,353.0,1.28,1.0,WillDa10
9.0,65.0,55.0,212,3.9,2.0,2.0,68.6,66.6,28.5,60.0,194,3.53,11.0,27.0,6.0,29.0,26.0,0.0,0.0,212,3.0,65.0,30.7,12.0,65.3,85.8,13.0,10.0,67.0,44.0,1.52,1.0,BarbPe01
5.0,25.0,19.0,37,1.9,2.0,1.0,58.4,66.5,27.0,60.0,29,1.53,0.0,15.0,1.0,3.0,10.0,0.0,0.0,37,1.0,15.0,40.5,3.0,36.6,67.1,4.0,4.0,8.0,25.0,0.32,0.0,TaylJJ01
12.0,146.0,132.0,613,4.6,4.0,2.0,65.6,66.5,55.4,59.8,326,2.47,19.0,22.0,12.0,98.0,33.0,0.0,0.0,613,5.0,90.0,14.7,25.0,65.4,49.3,26.0,21.0,142.0,194.0,0.73,0.0,EdwaCl00
16.0,180.0,145.0,593,4.1,2.0,0.0,65.0,66.5,90.3,41.3,374,2.58,12.0,31.0,14.0,53.0,84.0,0.0,0.0,593,6.0,131.0,22.1,31.0,67.0,48.9,45.0,40.0,268.0,253.0,1.06,3.0,BookDe00
17.0,157.0,9.0,31,3.4,0.0,0.0,61.8,66.4,76.3,56.1,18,2.0,0.0,8.0,0.0,3.0,2.0,0.0,0.0,31,0.0,0.0,0.0,3.0,61.5,65.9,10.0,9.0,56.0,56.0,1.0,1.0,SmitKe03
2.0,19.0,15.0,80,5.3,0.0,0.0,58.8,66.3,76.4,60.0,51,3.4,2.0,26.0,1.0,9.0,6.0,0.0,0.0,80,1.0,26.0,32.5,3.0,44.8,,4.0,3.0,16.0,13.0,1.23,1.0,ArmsRy00
11.0,12.0,9.0,40,4.4,0.0,0.0,65.3,66.1,80.2,60.0,20,2.22,0.0,23.0,1.0,6.0,2.0,0.0,0.0,40,1.0,23.0,57.5,3.0,67.1,62.8,15.0,13.0,76.0,101.0,0.75,0.0,RichJa01
13.0,311.0,240.0,898,3.7,4.0,0.0,63.2,65.9,91.2,57.0,671,2.8,45.0,30.0,21.0,134.0,92.0,0.0,0.0,898,6.0,130.0,14.5,42.0,65.8,12.3,65.0,47.0,439.0,271.0,1.62,7.0,KamaAl00
15.0,24.0,19.0,90,4.7,0.0,0.0,75.6,65.7,82.3,60.0,77,4.05,5.0,13.0,3.0,13.0,5.0,0.0,0.0,90,0.0,0.0,0.0,3.0,82.3,84.1,19.0,16.0,154.0,73.0,2.11,0.0,EvanCh02
13.0,192.0,162.0,593,3.7,2.0,2.0,59.1,65.7,63.9,53.2,435,2.69,20.0,41.0,9.0,81.0,74.0,0.0,0.0,593,5.0,128.0,21.6,27.0,49.2,34.3,57.0,41.0,263.0,257.0,1.02,6.0,BarkSa00
16.0,298.0,258.0,1035,4.0,7.0,6.0,63.3,65.6,33.2,58.9,728,2.82,39.0,27.0,24.0,182.0,70.0,0.0,0.0,1035,12.0,225.0,21.7,65.0,57.8,45.4,53.0,42.0,294.0,247.0,1.19,4.0,GibsAn00
2.0,6.0,5.0,11,2.2,0.0,0.0,66.9,65.5,72.0,60.0,12,2.4,0.0,4.0,0.0,5.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,59.7,,0.0,0.0,0.0,1.0,0.0,0.0,HoweGr00
19.0,73.0,58.0,248,4.3,1.0,0.0,60.1,65.2,85.5,43.1,224,3.86,8.0,46.0,7.0,37.0,17.0,0.0,0.0,248,3.0,85.0,34.3,11.0,59.9,42.3,37.0,31.0,243.0,202.0,1.2,3.0,PeriSa00
3.0,7.0,3.0,5,1.7,0.0,0.0,61.7,64.9,69.0,67.0,3,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,5,0.0,0.0,0.0,2.0,66.3,43.2,2.0,2.0,7.0,4.0,1.75,0.0,StanJo02
7.0,25.0,21.0,105,5.0,1.0,1.0,56.6,64.7,27.0,60.0,63,3.0,1.0,19.0,5.0,12.0,9.0,0.0,0.0,105,1.0,19.0,18.1,7.0,46.5,28.6,5.0,4.0,12.0,22.0,0.55,1.0,OlliQa00
5.0,4.0,4.0,16,4.0,0.0,0.0,64.1,64.5,73.1,,13,3.25,1.0,5.0,0.0,3.0,1.0,0.0,0.0,16,0.0,0.0,0.0,0.0,58.5,85.8,2.0,2.0,12.0,9.0,1.33,0.0,WashDw00
6.0,29.0,28.0,104,3.7,0.0,0.0,63.2,64.0,79.7,,72,2.57,3.0,17.0,5.0,25.0,3.0,0.0,0.0,104,2.0,32.0,30.8,5.0,63.2,19.9,1.0,1.0,21.0,14.0,1.5,0.0,GallWa00
16.0,179.0,153.0,618,4.0,6.0,1.0,81.3,63.7,80.1,66.4,452,2.95,22.0,39.0,20.0,113.0,39.0,0.0,0.0,618,3.0,85.0,13.8,29.0,91.4,53.0,63.0,52.0,548.0,245.0,2.24,0.0,PattCo00
17.0,239.0,7.0,34,4.9,0.0,0.0,69.9,63.4,76.7,61.2,30,4.29,2.0,30.0,1.0,2.0,2.0,0.0,0.0,34,1.0,30.0,88.2,3.0,81.4,65.6,18.0,17.0,125.0,90.0,1.39,0.0,HamxC.00
13.0,65.0,56.0,169,3.0,0.0,0.0,58.0,63.4,84.4,41.3,142,2.54,6.0,13.0,2.0,25.0,30.0,0.0,0.0,169,0.0,0.0,0.0,8.0,49.3,58.9,14.0,10.0,77.0,115.0,0.67,1.0,FreeRo00
17.0,187.0,173.0,612,3.5,3.0,2.0,64.8,63.4,66.7,41.7,378,2.18,19.0,30.0,12.0,82.0,85.0,0.0,0.0,612,7.0,129.0,21.1,25.0,70.6,50.5,62.0,49.0,234.0,288.0,0.81,2.0,GaskMy00
1.0,1.0,1.0,9,9.0,0.0,0.0,64.8,63.2,66.2,,4,4.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,9,0.0,0.0,0.0,1.0,60.2,42.6,2.0,2.0,6.0,6.0,1.0,0.0,RagaTr00
9.0,29.0,3.0,8,2.7,0.0,0.0,59.0,63.2,70.3,48.2,6,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,1.0,72.8,8.8,3.0,3.0,17.0,14.0,1.21,0.0,NabeGa00
11.0,80.0,48.0,212,4.4,2.0,0.0,69.5,63.2,85.1,58.3,97,2.02,1.0,15.0,6.0,33.0,15.0,0.0,0.0,212,1.0,15.0,7.1,14.0,76.2,66.3,51.0,43.0,397.0,219.0,1.81,2.0,McKiJ.00
1.0,1.0,1.0,3,3.0,0.0,0.0,67.0,62.9,61.9,,6,6.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,CottNa00
