#G,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM.1,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,RECV,PBLK,TGT,REC,YDS.1,RSNP,Y/RR,DRP,PFR_ID
18.0,117.0,100.0,657,6.6,4.0,0.0,79.6,90.6,90.2,59.2,338.0,3.38,15.0,36.0,24.0,0.0,0.0,0.0,0.0,657,15.0,333.0,50.7,33.0,73.7,20.9,130.0,105.0,863.0,433.0,1.99,9.0,SproDa00
18.0,131.0,119.0,634,5.3,6.0,2.0,88.0,89.0,59.0,60.0,365.0,3.07,24.0,33.0,16.0,0.0,0.0,0.0,0.0,634,8.0,165.0,26.0,31.0,85.4,69.5,62.0,57.0,485.0,231.0,2.1,3.0,ThomPi00
17.0,162.0,127.0,600,4.7,3.0,2.0,86.0,87.6,55.3,56.1,420.0,3.31,25.0,32.0,18.0,0.0,0.0,0.0,0.0,600,7.0,162.0,27.0,37.0,63.9,67.9,22.0,20.0,99.0,131.0,0.76,1.0,RedmIs20
16.0,210.0,142.0,775,5.5,4.0,1.0,81.0,86.1,77.0,77.8,420.0,2.96,31.0,32.0,27.0,0.0,0.0,0.0,0.0,775,11.0,247.0,31.9,47.0,67.2,43.6,57.0,47.0,413.0,254.0,1.63,5.0,StewJo00
12.0,241.0,208.0,970,4.7,12.0,2.0,83.7,84.5,81.1,61.2,650.0,3.13,33.0,54.0,27.0,0.0,0.0,0.0,0.0,970,9.0,294.0,30.3,49.0,60.2,60.9,21.0,18.0,131.0,165.0,0.79,1.0,PeteAd01
12.0,216.0,203.0,997,4.9,3.0,2.0,85.1,83.1,70.1,58.1,545.0,2.68,38.0,46.0,29.0,0.0,0.0,0.0,0.0,997,18.0,471.0,47.2,40.0,82.9,61.8,71.0,52.0,490.0,256.0,1.91,1.0,FortMa00
16.0,167.0,107.0,601,5.6,4.0,2.0,75.9,82.5,71.9,74.1,313.0,2.93,9.0,41.0,15.0,0.0,0.0,0.0,0.0,601,11.0,292.0,48.6,26.0,62.5,86.4,52.0,39.0,271.0,246.0,1.1,4.0,SpilC.00
10.0,222.0,170.0,934,5.5,6.0,3.0,82.6,80.8,65.7,64.7,637.0,3.75,33.0,80.0,23.0,0.0,0.0,0.0,0.0,934,15.0,426.0,45.6,39.0,70.9,90.4,48.0,39.0,442.0,238.0,1.86,0.0,JackFr02
8.0,22.0,16.0,73,4.6,0.0,0.0,78.5,80.7,77.1,60.1,64.0,4.0,4.0,14.0,2.0,0.0,0.0,0.0,0.0,73,0.0,0.0,0.0,2.0,39.0,75.1,3.0,2.0,25.0,7.0,3.57,1.0,JoneTa00
15.0,313.0,273.0,1309,4.8,17.0,1.0,73.8,80.7,76.9,60.1,684.0,2.51,48.0,60.0,48.0,0.0,0.0,0.0,0.0,1309,19.0,507.0,38.7,84.0,52.9,48.0,61.0,48.0,315.0,388.0,0.81,5.0,McCoLe01
