#G,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM.1,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,RECV,PBLK,TGT,REC,YDS.1,RSNP,Y/RR,DRP,PFR_ID
15.0,294.0,260.0,1171,4.5,9.0,3.0,82.4,80.4,63.5,60.0,857,3.3,45.0,61.0,33.0,175.0,79.0,0.0,0.0,1171,17.0,363.0,31.0,61.0,64.6,60.7,25.0,22.0,162.0,146.0,1.11,2.0,CarsCh00
12.0,221.0,145.0,741,5.1,2.0,0.0,80.3,80.1,90.1,55.2,464,3.2,24.0,43.0,17.0,48.0,94.0,0.0,0.0,741,9.0,198.0,26.7,37.0,52.4,61.1,2.0,2.0,20.0,58.0,0.34,0.0,EdwaGu00
16.0,151.0,117.0,583,5.0,3.0,1.0,82.8,79.9,90.0,64.4,402,3.44,16.0,41.0,19.0,35.0,63.0,0.0,0.0,583,11.0,229.0,39.3,26.0,84.6,57.9,56.0,46.0,437.0,225.0,1.94,2.0,EkelAu00
15.0,241.0,215.0,991,4.6,5.0,1.0,74.5,79.3,82.6,64.5,693,3.22,33.0,97.0,23.0,148.0,56.0,0.0,0.0,991,15.0,403.0,40.7,38.0,53.7,79.2,44.0,33.0,226.0,313.0,0.72,1.0,MillLa01
17.0,340.0,286.0,1411,4.9,19.0,1.0,76.7,79.2,88.2,59.4,919,3.21,35.0,36.0,38.0,217.0,68.0,0.0,0.0,1411,20.0,436.0,30.9,75.0,62.0,75.7,83.0,63.0,585.0,485.0,1.21,9.0,GurlTo01
14.0,95.0,85.0,415,4.9,6.0,1.0,80.6,78.7,66.6,89.1,223,2.62,12.0,25.0,14.0,59.0,25.0,0.0,0.0,415,7.0,141.0,34.0,26.0,72.1,78.4,38.0,33.0,251.0,169.0,1.49,1.0,WillDa05
4.0,15.0,11.0,49,4.5,0.0,0.0,80.5,78.5,74.4,60.0,39,3.55,1.0,16.0,2.0,4.0,5.0,0.0,0.0,49,1.0,16.0,32.7,3.0,70.5,73.1,2.0,2.0,19.0,14.0,1.36,0.0,NewsDe00
14.0,171.0,156.0,722,4.6,0.0,1.0,80.3,78.2,75.4,69.9,513,3.29,23.0,39.0,12.0,104.0,50.0,0.0,0.0,722,6.0,167.0,23.1,25.0,74.9,53.1,16.0,12.0,124.0,128.0,0.97,0.0,GoreFr00
14.0,136.0,113.0,592,5.2,4.0,1.0,72.1,78.1,68.0,67.3,370,3.27,18.0,46.0,15.0,76.0,37.0,0.0,0.0,592,4.0,110.0,18.6,35.0,37.3,32.8,11.0,8.0,58.0,76.0,0.76,3.0,AndeC.00
17.0,307.0,218.0,969,4.4,14.0,0.0,84.1,77.9,91.5,55.9,592,2.72,33.0,49.0,24.0,109.0,96.0,0.0,0.0,969,11.0,217.0,22.4,64.0,89.4,79.8,115.0,96.0,840.0,389.0,2.16,5.0,KamaAl00
16.0,166.0,140.0,578,4.1,6.0,0.0,75.7,77.4,90.2,58.6,405,2.89,14.0,38.0,13.0,94.0,45.0,0.0,0.0,578,7.0,185.0,32.0,23.0,60.2,71.7,25.0,22.0,141.0,221.0,0.64,0.0,MurrLa00
16.0,345.0,219.0,1098,5.0,7.0,4.0,82.8,77.2,58.7,59.1,639,2.92,32.0,59.0,31.0,95.0,118.0,0.0,0.0,1098,13.0,350.0,31.9,54.0,89.1,62.6,122.0,108.0,874.0,493.0,1.77,0.0,McCaCh01
14.0,263.0,228.0,1102,4.8,10.0,2.0,69.5,77.2,71.2,46.6,684,3.0,23.0,49.0,26.0,81.0,146.0,0.0,0.0,1102,16.0,365.0,33.1,60.0,33.0,29.6,27.0,19.0,109.0,214.0,0.51,3.0,MackMa00
10.0,133.0,118.0,641,5.4,3.0,1.0,80.2,77.0,72.4,58.8,392,3.32,21.0,71.0,17.0,66.0,48.0,0.0,0.0,641,9.0,245.0,38.2,32.0,80.6,69.7,37.0,32.0,213.0,169.0,1.26,0.0,JohnKe06
8.0,60.0,55.0,265,4.8,3.0,0.0,72.4,76.8,84.5,44.0,193,3.51,5.0,29.0,6.0,27.0,28.0,0.0,0.0,265,2.0,46.0,17.4,14.0,45.5,68.6,10.0,7.0,56.0,42.0,1.33,2.0,ZennZa00
5.0,30.0,20.0,157,7.9,0.0,1.0,70.1,76.7,26.5,56.5,53,2.65,3.0,60.0,4.0,12.0,6.0,0.0,0.0,157,3.0,105.0,66.9,5.0,56.1,46.9,2.0,1.0,9.0,28.0,0.32,0.0,HillBr02
11.0,59.0,43.0,212,4.9,0.0,0.0,83.1,76.5,82.2,72.9,128,2.98,9.0,19.0,4.0,34.0,9.0,0.0,0.0,212,1.0,19.0,9.0,10.0,78.3,89.2,6.0,5.0,52.0,47.0,1.11,0.0,BrowMa03
6.0,97.0,90.0,376,4.2,3.0,0.0,74.1,76.4,87.5,60.0,311,3.46,25.0,52.0,9.0,63.0,23.0,0.0,0.0,376,2.0,68.0,18.1,21.0,49.8,83.2,19.0,15.0,84.0,79.0,1.06,4.0,LyncMa00
13.0,136.0,115.0,385,3.3,1.0,1.0,74.1,76.3,65.5,56.3,324,2.82,17.0,21.0,7.0,51.0,60.0,0.0,0.0,385,5.0,90.0,23.4,25.0,64.5,41.8,20.0,13.0,205.0,117.0,1.75,3.0,IvorCh00
16.0,316.0,280.0,1267,4.5,12.0,1.0,77.0,76.0,91.4,69.5,742,2.65,32.0,40.0,36.0,87.0,172.0,0.0,0.0,1267,13.0,305.0,24.1,73.0,45.5,60.0,14.0,8.0,59.0,76.0,0.78,2.0,MichSo00
17.0,420.0,350.0,1618,4.6,8.0,6.0,75.7,75.5,53.8,70.7,1083,3.09,41.0,44.0,45.0,165.0,174.0,0.0,0.0,1618,28.0,602.0,37.2,81.0,69.0,62.4,100.0,83.0,618.0,468.0,1.32,4.0,ElliEz00
16.0,288.0,251.0,1042,4.2,7.0,3.0,76.2,75.4,62.4,59.8,754,3.0,45.0,90.0,26.0,110.0,139.0,0.0,0.0,1042,13.0,373.0,35.8,47.0,64.3,38.7,25.0,20.0,208.0,158.0,1.32,1.0,PeteAd01
10.0,65.0,53.0,215,4.1,2.0,0.0,72.6,75.1,84.3,59.6,143,2.7,10.0,20.0,6.0,27.0,24.0,0.0,0.0,215,4.0,75.0,34.9,14.0,70.2,27.9,21.0,18.0,157.0,75.0,2.09,1.0,JackJu01
16.0,153.0,116.0,524,4.5,4.0,0.0,74.6,74.8,90.0,71.2,335,2.89,15.0,37.0,13.0,78.0,38.0,0.0,0.0,524,4.0,90.0,17.2,26.0,68.4,57.1,44.0,36.0,236.0,196.0,1.2,2.0,DaviMi01
13.0,234.0,215.0,973,4.5,12.0,4.0,72.1,74.5,49.6,71.0,617,2.87,37.0,30.0,27.0,67.0,131.0,0.0,0.0,973,16.0,340.0,34.9,56.0,60.8,64.0,67.0,55.0,497.0,380.0,1.31,4.0,ConnJa00
6.0,25.0,19.0,69,3.6,1.0,0.0,74.3,74.1,77.3,58.6,44,2.32,3.0,15.0,2.0,9.0,10.0,0.0,0.0,69,1.0,15.0,21.7,8.0,68.1,45.4,4.0,3.0,15.0,11.0,1.36,0.0,ArtiCa00
17.0,125.0,4.0,11,2.8,0.0,0.0,65.0,73.6,70.9,59.2,7,1.75,1.0,8.0,0.0,0.0,1.0,0.0,0.0,11,0.0,0.0,0.0,1.0,54.1,81.1,2.0,2.0,3.0,25.0,0.12,0.0,WattDe00
6.0,14.0,8.0,91,11.4,2.0,1.0,76.2,73.5,20.9,38.3,12,1.5,2.0,54.0,3.0,5.0,2.0,1.0,12.0,79,1.0,54.0,59.3,4.0,75.5,,3.0,3.0,13.0,11.0,1.18,0.0,BoldBr00
8.0,40.0,34.0,261,7.7,1.0,1.0,72.1,73.1,34.0,60.0,148,4.35,9.0,52.0,11.0,26.0,7.0,0.0,0.0,261,5.0,126.0,48.3,13.0,58.8,75.3,7.0,6.0,25.0,37.0,0.68,0.0,MostRa00
13.0,155.0,143.0,685,4.8,6.0,0.0,70.4,73.0,90.2,59.3,467,3.27,21.0,77.0,15.0,79.0,64.0,0.0,0.0,685,9.0,326.0,47.6,26.0,61.1,44.0,26.0,21.0,152.0,145.0,1.05,2.0,CrowIs00
14.0,58.0,40.0,171,4.3,0.0,0.0,72.3,71.5,85.2,40.6,98,2.45,6.0,19.0,3.0,17.0,21.0,0.0,0.0,171,1.0,19.0,11.1,8.0,73.2,81.2,74.0,61.0,384.0,272.0,1.41,5.0,RiddTh00
15.0,83.0,62.0,345,5.6,1.0,2.0,64.2,71.3,31.6,60.4,186,3.0,5.0,53.0,9.0,31.0,29.0,0.0,0.0,345,6.0,139.0,40.3,15.0,38.9,76.2,17.0,16.0,85.0,102.0,0.83,0.0,WilkJo01
14.0,134.0,121.0,513,4.2,3.0,1.0,67.1,70.9,69.8,58.8,343,2.83,20.0,29.0,14.0,78.0,42.0,0.0,0.0,513,9.0,187.0,36.5,23.0,42.6,46.4,13.0,7.0,58.0,98.0,0.59,2.0,AdamJo03
4.0,10.0,8.0,32,4.0,0.0,0.0,66.9,70.4,73.2,60.0,23,2.88,2.0,11.0,1.0,6.0,1.0,0.0,0.0,32,0.0,0.0,0.0,2.0,56.8,75.7,3.0,3.0,5.0,19.0,0.26,0.0,PeriSa00
11.0,154.0,133.0,615,4.6,2.0,2.0,72.6,70.4,43.2,57.8,401,3.02,29.0,70.0,17.0,83.0,44.0,0.0,0.0,615,9.0,233.0,37.9,22.0,67.7,84.1,48.0,40.0,305.0,244.0,1.25,3.0,CookDa01
16.0,265.0,234.0,871,3.7,5.0,1.0,66.8,70.0,81.4,60.0,627,2.68,43.0,28.0,24.0,126.0,96.0,0.0,0.0,871,10.0,202.0,23.2,41.0,49.1,59.7,27.0,20.0,92.0,270.0,0.34,2.0,BarbPe01
16.0,39.0,34.0,183,5.4,1.0,1.0,64.6,69.8,57.8,60.0,112,3.29,3.0,26.0,5.0,17.0,13.0,0.0,0.0,183,1.0,26.0,14.2,11.0,67.2,30.0,48.0,38.0,275.0,226.0,1.22,1.0,BookDe00
11.0,61.0,52.0,250,4.8,0.0,0.0,53.9,69.4,86.3,59.6,153,2.94,11.0,30.0,3.0,28.0,13.0,0.0,0.0,250,3.0,65.0,26.0,7.0,42.8,10.3,17.0,11.0,26.0,99.0,0.26,2.0,MurpMa03
7.0,22.0,16.0,53,3.3,1.0,0.0,69.7,69.3,76.4,60.0,34,2.13,2.0,8.0,0.0,13.0,3.0,0.0,0.0,53,0.0,0.0,0.0,4.0,63.2,78.0,3.0,3.0,27.0,23.0,1.17,0.0,WillDa10
13.0,109.0,90.0,315,3.5,4.0,1.0,68.8,69.2,67.0,58.5,246,2.73,20.0,18.0,10.0,61.0,26.0,0.0,0.0,315,3.0,51.0,16.2,19.0,68.9,55.6,30.0,27.0,152.0,164.0,0.93,0.0,SmitIt00
14.0,66.0,51.0,246,4.8,2.0,0.0,70.3,68.9,84.5,60.4,142,2.78,9.0,34.0,8.0,32.0,17.0,0.0,0.0,246,3.0,78.0,31.7,14.0,70.3,76.5,23.0,21.0,245.0,147.0,1.67,2.0,WareSp00
8.0,148.0,133.0,439,3.3,5.0,0.0,70.9,68.7,90.1,59.3,313,2.35,17.0,25.0,9.0,87.0,45.0,0.0,0.0,439,4.0,76.0,17.3,24.0,77.8,37.4,25.0,22.0,185.0,99.0,1.87,1.0,FourLe00
16.0,177.0,120.0,535,4.5,4.0,2.0,65.6,68.4,57.3,57.7,322,2.68,29.0,54.0,13.0,82.0,33.0,0.0,0.0,535,6.0,153.0,28.6,23.0,65.1,33.2,66.0,53.0,477.0,300.0,1.59,5.0,DrakKe00
16.0,71.0,40.0,201,5.0,0.0,1.0,72.1,68.3,58.5,66.9,165,4.13,12.0,23.0,6.0,13.0,18.0,0.0,0.0,201,3.0,53.0,26.4,9.0,74.0,72.5,61.0,47.0,429.0,300.0,1.43,3.0,JohnDu00
19.0,347.0,8.0,13,1.6,4.0,0.0,57.5,68.2,77.1,57.0,6,0.75,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,7.0,53.9,77.0,18.0,13.0,70.0,125.0,0.56,0.0,DeveJa00
12.0,70.0,56.0,211,3.8,3.0,0.0,68.1,68.2,86.0,60.7,143,2.55,3.0,23.0,8.0,36.0,17.0,0.0,0.0,211,2.0,45.0,21.3,14.0,67.4,63.3,41.0,35.0,218.0,195.0,1.12,2.0,BernGi00
7.0,92.0,66.0,346,5.2,2.0,3.0,65.2,68.1,24.5,55.8,250,3.79,20.0,37.0,11.0,29.0,37.0,0.0,0.0,346,7.0,138.0,39.9,19.0,71.8,21.9,10.0,9.0,104.0,72.0,1.44,0.0,DixoKe00
16.0,145.0,2.0,5,2.5,0.0,0.0,68.5,67.7,72.7,66.2,2,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,2.0,71.1,30.7,9.0,8.0,112.0,66.0,1.7,0.0,JanoAn00
18.0,112.0,88.0,337,3.8,2.0,1.0,70.9,67.6,71.7,54.7,200,2.27,6.0,18.0,8.0,33.0,48.0,0.0,0.0,337,2.0,33.0,9.8,18.0,75.2,70.1,78.0,63.0,425.0,371.0,1.15,4.0,HineNy00
10.0,27.0,21.0,103,4.9,3.0,1.0,58.6,67.3,47.7,60.0,49,2.33,3.0,15.0,4.0,8.0,9.0,0.0,0.0,103,1.0,15.0,14.6,8.0,49.8,43.8,21.0,16.0,115.0,128.0,0.9,1.0,BibbKa00
14.0,174.0,153.0,814,5.3,3.0,1.0,75.8,67.1,76.0,56.3,436,2.85,14.0,66.0,27.0,113.0,38.0,0.0,0.0,814,14.0,346.0,42.5,36.0,90.1,49.0,31.0,27.0,261.0,160.0,1.63,0.0,BreiMa00
16.0,183.0,167.0,800,4.8,4.0,2.0,65.7,66.7,63.6,59.0,486,2.91,17.0,65.0,25.0,118.0,42.0,0.0,0.0,800,15.0,388.0,48.5,35.0,60.6,60.8,40.0,32.0,276.0,296.0,0.93,2.0,ColeTe01
14.0,65.0,41.0,110,2.7,3.0,1.0,62.8,66.6,53.5,58.5,91,2.22,4.0,17.0,2.0,13.0,22.0,0.0,0.0,110,1.0,17.0,15.5,10.0,62.7,59.8,40.0,35.0,196.0,184.0,1.07,1.0,AlleJa01
14.0,72.0,41.0,188,4.6,1.0,1.0,67.7,66.5,29.1,64.6,122,2.98,8.0,16.0,6.0,22.0,17.0,0.0,0.0,183,2.0,31.0,16.5,10.0,68.5,63.4,36.0,25.0,235.0,165.0,1.42,1.0,MontTy01
16.0,42.0,33.0,106,3.2,1.0,1.0,65.1,66.4,52.6,71.3,70,2.12,3.0,20.0,3.0,22.0,9.0,0.0,0.0,106,2.0,35.0,33.0,7.0,68.5,49.7,43.0,38.0,304.0,234.0,1.3,0.0,RodgJa00
14.0,142.0,130.0,521,4.0,5.0,1.0,63.0,66.3,72.3,59.0,419,3.22,24.0,24.0,13.0,69.0,57.0,0.0,0.0,521,6.0,113.0,21.7,30.0,43.5,74.0,19.0,14.0,72.0,119.0,0.61,3.0,FreeRo00
16.0,136.0,121.0,464,3.8,3.0,0.0,67.5,65.6,90.0,59.6,318,2.63,10.0,20.0,11.0,86.0,31.0,0.0,0.0,464,3.0,54.0,11.6,25.0,63.6,76.6,33.0,27.0,210.0,275.0,0.76,0.0,WillJa06
15.0,88.0,1.0,4,4.0,0.0,0.0,71.0,65.3,69.8,58.6,5,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,80.0,,5.0,4.0,38.0,22.0,1.73,0.0,NixxRo01
7.0,87.0,80.0,343,4.3,0.0,2.0,65.7,65.2,61.2,60.0,221,2.76,9.0,38.0,10.0,48.0,31.0,0.0,0.0,343,5.0,106.0,30.9,16.0,64.6,50.1,17.0,11.0,110.0,98.0,1.12,0.0,PoweBi00
1.0,6.0,4.0,25,6.3,0.0,0.0,66.3,65.1,69.4,60.0,6,1.5,0.0,11.0,1.0,0.0,4.0,0.0,0.0,25,0.0,0.0,0.0,1.0,61.9,74.1,1.0,1.0,6.0,4.0,1.5,0.0,HillJe01
4.0,33.0,27.0,154,5.7,0.0,0.0,62.2,65.0,78.9,60.0,80,2.96,5.0,28.0,5.0,15.0,12.0,0.0,0.0,154,5.0,109.0,70.8,7.0,52.9,0.0,0.0,0.0,0.0,12.0,0.0,0.0,WashDw00
17.0,186.0,152.0,507,3.3,2.0,0.0,62.6,64.9,90.3,69.7,362,2.38,12.0,17.0,10.0,99.0,50.0,0.0,0.0,507,5.0,84.0,16.6,26.0,53.4,60.6,26.0,22.0,165.0,215.0,0.77,1.0,BlueAl00
5.0,11.0,8.0,30,3.8,0.0,0.0,58.5,64.8,73.6,58.5,14,1.75,2.0,23.0,1.0,2.0,5.0,0.0,0.0,30,1.0,23.0,76.7,2.0,46.9,,3.0,2.0,21.0,18.0,1.17,0.0,ThomRo05
11.0,64.0,56.0,256,4.6,0.0,0.0,68.8,64.5,85.3,60.0,147,2.63,3.0,25.0,7.0,25.0,28.0,0.0,0.0,256,5.0,88.0,34.4,13.0,73.0,58.6,29.0,26.0,199.0,130.0,1.53,0.0,SamuJa00
16.0,188.0,172.0,723,4.2,4.0,3.0,66.6,64.4,48.3,60.1,467,2.72,22.0,29.0,19.0,122.0,47.0,0.0,0.0,723,6.0,116.0,16.0,37.0,63.0,87.8,23.0,18.0,116.0,135.0,0.86,1.0,MartDo00
17.0,319.0,260.0,970,3.7,9.0,2.0,69.3,64.4,74.1,80.7,713,2.74,23.0,42.0,19.0,173.0,85.0,0.0,0.0,970,10.0,219.0,22.6,55.0,63.8,86.3,27.0,20.0,145.0,217.0,0.67,0.0,HowaJo00
4.0,51.0,45.0,184,4.1,3.0,1.0,62.4,64.1,44.6,60.0,120,2.67,8.0,20.0,5.0,28.0,17.0,0.0,0.0,184,2.0,35.0,19.0,11.0,57.4,40.0,6.0,5.0,20.0,58.0,0.34,0.0,AjayJa00
14.0,55.0,3.0,3,1.0,0.0,0.0,72.8,63.4,69.0,74.8,2,0.67,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,1.0,62.3,50.6,3.0,2.0,35.0,23.0,1.52,0.0,MaddTr01
13.0,96.0,89.0,448,5.0,2.0,0.0,61.2,63.4,88.1,68.2,297,3.34,12.0,38.0,14.0,54.0,33.0,0.0,0.0,448,10.0,224.0,50.0,20.0,45.3,70.8,12.0,9.0,75.0,77.0,0.97,2.0,PennRa00
15.0,61.0,51.0,176,3.5,1.0,2.0,57.6,63.2,27.9,60.0,114,2.24,9.0,9.0,0.0,29.0,19.0,0.0,0.0,176,0.0,0.0,0.0,7.0,36.4,88.3,21.0,14.0,89.0,77.0,1.16,2.0,GallWa00
16.0,286.0,258.0,940,3.6,7.0,3.0,64.1,63.2,65.1,59.4,615,2.38,22.0,53.0,20.0,120.0,118.0,0.0,0.0,940,5.0,122.0,13.0,51.0,60.4,71.4,70.0,50.0,446.0,360.0,1.24,7.0,JohnDa08
16.0,89.0,9.0,15,1.7,2.0,0.0,62.7,63.1,73.1,59.4,11,1.22,0.0,4.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,3.0,54.2,81.3,1.0,1.0,5.0,13.0,0.38,0.0,ArmaAl00
13.0,74.0,7.0,25,3.6,0.0,0.0,68.6,63.0,74.2,63.2,15,2.14,2.0,8.0,0.0,4.0,1.0,0.0,0.0,25,0.0,0.0,0.0,2.0,76.8,74.5,9.0,8.0,50.0,24.0,2.08,0.0,PennEl00
2.0,1.0,1.0,4,4.0,0.0,0.0,66.2,62.8,66.2,,5,5.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,68.0,37.3,2.0,2.0,17.0,6.0,2.83,0.0,TurnDe01
16.0,112.0,1.0,9,9.0,0.0,0.0,56.5,62.8,67.4,50.4,3,3.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,9,0.0,0.0,0.0,1.0,59.7,77.5,4.0,3.0,62.0,43.0,1.44,0.0,DiMaPa00
1.0,2.0,2.0,9,4.5,0.0,0.0,63.5,62.7,65.2,,9,4.5,1.0,8.0,0.0,0.0,2.0,0.0,0.0,9,0.0,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,0.0,,0.0,MichCh00
1.0,2.0,2.0,4,2.0,0.0,0.0,63.5,62.5,65.2,,6,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,4,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,0.0,McNiJe00
18.0,65.0,1.0,2,2.0,0.0,0.0,79.4,62.3,71.8,64.4,1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,1.0,87.6,74.3,9.0,8.0,96.0,34.0,2.82,1.0,SherAn00
6.0,13.0,11.0,47,4.3,0.0,0.0,51.8,62.0,74.8,60.0,39,3.55,4.0,20.0,2.0,5.0,6.0,0.0,0.0,47,1.0,20.0,42.6,2.0,41.0,5.2,3.0,2.0,1.0,22.0,0.05,1.0,BoonMi00
3.0,34.0,27.0,74,2.7,0.0,0.0,57.4,61.6,79.1,60.3,67,2.48,6.0,7.0,0.0,15.0,12.0,0.0,0.0,74,0.0,0.0,0.0,6.0,40.1,27.0,3.0,2.0,27.0,11.0,2.45,1.0,KellJo00
16.0,193.0,155.0,517,3.3,1.0,1.0,65.3,61.4,79.1,57.6,383,2.47,31.0,36.0,14.0,110.0,39.0,0.0,0.0,517,5.0,111.0,21.5,22.0,72.5,64.8,67.0,59.0,400.0,315.0,1.27,3.0,LewiDi00
14.0,196.0,161.0,514,3.2,3.0,0.0,60.9,61.2,90.5,57.1,323,2.01,17.0,28.0,11.0,92.0,61.0,0.0,0.0,514,5.0,112.0,21.8,22.0,63.3,50.4,41.0,34.0,238.0,225.0,1.06,3.0,McCoLe01
4.0,11.0,8.0,36,4.5,0.0,0.0,56.7,61.1,72.7,60.0,15,1.88,0.0,15.0,2.0,6.0,1.0,0.0,0.0,36,1.0,15.0,41.7,3.0,55.0,3.6,0.0,0.0,0.0,8.0,0.0,0.0,WillDa011
6.0,26.0,19.0,71,3.7,0.0,0.0,60.0,61.0,84.2,60.0,35,1.84,4.0,11.0,2.0,7.0,11.0,0.0,0.0,71,0.0,0.0,0.0,3.0,54.0,77.7,1.0,1.0,3.0,20.0,0.15,0.0,BarnKe00
10.0,37.0,30.0,115,3.8,0.0,1.0,61.1,61.0,28.9,60.0,83,2.77,5.0,13.0,3.0,23.0,6.0,0.0,0.0,115,0.0,0.0,0.0,8.0,56.9,70.9,1.0,1.0,9.0,25.0,0.36,0.0,WashDe00
19.0,138.0,102.0,452,4.4,5.0,0.0,71.3,60.7,90.2,58.8,197,1.93,5.0,27.0,13.0,30.0,67.0,0.0,0.0,452,6.0,136.0,30.1,25.0,83.9,70.5,143.0,107.0,902.0,482.0,1.87,7.0,WhitJa02
10.0,147.0,114.0,411,3.6,7.0,3.0,59.8,60.5,30.2,52.2,258,2.26,25.0,19.0,9.0,48.0,60.0,0.0,0.0,411,3.0,50.0,12.2,22.0,63.2,39.7,17.0,15.0,105.0,123.0,0.85,1.0,CollAl00
12.0,123.0,111.0,428,3.9,2.0,2.0,60.0,60.4,54.5,32.6,326,2.94,10.0,51.0,11.0,82.0,27.0,0.0,0.0,428,4.0,113.0,26.4,25.0,64.5,68.1,10.0,8.0,73.0,99.0,0.74,0.0,MorrAl00
16.0,64.0,60.0,208,3.5,2.0,1.0,60.5,60.3,31.8,60.0,133,2.22,6.0,29.0,3.0,37.0,18.0,0.0,0.0,208,2.0,49.0,23.6,14.0,65.0,49.7,23.0,20.0,103.0,114.0,0.9,1.0,EdmoCh00
16.0,117.0,1.0,0,0.0,0.0,0.0,53.8,60.0,70.9,48.9,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,69.2,81.5,8.0,6.0,41.0,29.0,1.41,0.0,BohaTo00
6.0,3.0,1.0,1,1.0,0.0,0.0,63.5,59.7,25.4,59.2,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,68.1,72.4,4.0,3.0,28.0,13.0,2.15,0.0,AbduAm00
8.0,51.0,45.0,145,3.2,1.0,0.0,60.6,59.6,87.3,60.0,105,2.33,3.0,17.0,6.0,21.0,18.0,0.0,0.0,145,2.0,33.0,22.8,7.0,67.4,28.9,28.0,20.0,195.0,129.0,1.51,2.0,SproDa00
4.0,2.0,1.0,3,-3.0,0.0,0.0,54.6,59.3,67.4,60.0,0,0.0,0.0,-3.0,0.0,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,57.4,22.8,3.0,3.0,22.0,24.0,0.92,0.0,ProsC.00
