#G,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM.1,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,RECV,PBLK,TGT,REC,YDS.1,RSNP,Y/RR,DRP,PFR_ID
19.0,405.0,343.0,1628,4.7,15.0,4.0,90.7,90.6,67.1,84.7,1058,3.08,117.0,79.0,47.0,313.0,22.0,0.0,0.0,1628,17.0,410.0,25.2,80.0,64.8,81.2,50.0,42.0,430.0,361.0,1.19,2.0,LyncMa00
16.0,225.0,197.0,929,4.7,8.0,1.0,85.8,87.7,82.6,73.4,491,2.49,49.0,27.0,27.0,130.0,64.0,0.0,0.0,929,13.0,268.0,28.8,52.0,60.0,82.6,47.0,40.0,354.0,245.0,1.44,3.0,AndeC.00
16.0,267.0,216.0,1101,5.1,8.0,2.0,73.9,81.3,71.5,61.9,486,2.25,32.0,97.0,31.0,177.0,38.0,0.0,0.0,1101,11.0,319.0,29.0,58.0,42.5,69.8,48.0,38.0,289.0,290.0,1.0,6.0,MillLa01
18.0,470.0,436.0,2043,4.7,15.0,6.0,83.1,80.9,51.2,61.0,1102,2.53,71.0,51.0,49.0,234.0,190.0,0.0,0.0,2043,31.0,708.0,34.7,97.0,66.7,65.3,68.0,61.0,443.0,303.0,1.46,3.0,MurrDe00
19.0,201.0,172.0,736,4.3,8.0,1.0,82.3,79.7,78.8,60.6,519,3.02,28.0,50.0,16.0,73.0,96.0,0.0,0.0,736,9.0,236.0,32.1,42.0,66.3,68.7,12.0,10.0,54.0,75.0,0.72,0.0,BlouLe00
18.0,327.0,286.0,1314,4.6,9.0,3.0,83.0,77.8,71.2,60.5,791,2.77,59.0,44.0,42.0,190.0,77.0,0.0,0.0,1314,20.0,433.0,33.0,67.0,79.6,90.6,54.0,43.0,437.0,340.0,1.29,1.0,LacyEd00
10.0,89.0,76.0,362,4.8,3.0,1.0,79.5,77.6,59.5,60.1,206,2.71,21.0,62.0,10.0,47.0,20.0,0.0,0.0,362,4.0,118.0,32.6,23.0,73.6,43.8,9.0,8.0,63.0,54.0,1.17,0.0,RobiKh00
16.0,317.0,290.0,1361,4.7,8.0,0.0,80.8,77.6,91.6,57.1,706,2.43,55.0,81.0,34.0,141.0,142.0,0.0,0.0,1361,15.0,411.0,30.2,73.0,77.1,83.4,100.0,83.0,854.0,493.0,1.73,4.0,BellLe00
15.0,236.0,206.0,1033,5.0,9.0,5.0,70.9,77.4,40.9,60.5,536,2.6,40.0,63.0,22.0,98.0,100.0,0.0,0.0,1033,12.0,338.0,32.7,50.0,48.8,70.7,52.0,40.0,291.0,334.0,0.87,6.0,CharJa00
16.0,243.0,198.0,820,4.1,6.0,2.0,72.0,77.3,53.4,63.4,487,2.46,52.0,71.0,18.0,135.0,58.0,0.0,0.0,820,8.0,184.0,22.4,42.0,52.6,26.3,24.0,18.0,123.0,149.0,0.83,1.0,IvorCh00
