#G,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM.1,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,RECV,PBLK,TGT,REC,YDS.1,RSNP,Y/RR,DRP,PFR_ID
17.0,427.0,396.0,2067,5.2,17.0,4.0,91.8,91.7,75.4,57.4,1525,3.85,77.0,94.0,48.0,267.0,125.0,0.0,0.0,2067,21.0,645.0,31.2,97.0,55.3,57.0,28.0,22.0,125.0,239.0,0.52,0.0,HenrDe00
14.0,337.0,312.0,1557,5.0,16.0,5.0,89.0,90.2,60.9,59.2,1039,3.33,68.0,70.0,46.0,221.0,69.0,0.0,0.0,1557,13.0,338.0,21.7,91.0,62.1,45.5,51.0,44.0,361.0,263.0,1.37,3.0,CookDa01
10.0,175.0,137.0,691,5.0,2.0,1.0,90.3,86.9,71.8,51.0,414,3.02,19.0,41.0,20.0,36.0,93.0,0.0,0.0,691,8.0,176.0,25.5,30.0,67.6,78.9,7.0,5.0,52.0,46.0,1.13,0.0,HarrDa06
14.0,241.0,221.0,1212,5.5,12.0,1.0,87.9,86.2,82.4,59.8,883,4.0,66.0,59.0,39.0,116.0,99.0,0.0,0.0,1210,19.0,507.0,41.8,63.0,65.9,91.4,27.0,22.0,223.0,191.0,1.17,2.0,ChubNi00
18.0,240.0,162.0,803,5.0,6.0,2.0,85.5,86.1,59.5,61.7,531,3.28,25.0,36.0,18.0,35.0,123.0,0.0,0.0,803,10.0,238.0,29.6,53.0,60.3,51.6,11.0,9.0,129.0,123.0,1.05,0.0,EdwaGu00
7.0,31.0,29.0,157,5.4,2.0,0.0,77.7,84.9,79.9,60.0,116,4.0,3.0,25.0,5.0,24.0,5.0,0.0,0.0,157,2.0,43.0,27.4,10.0,53.1,29.9,7.0,6.0,29.0,34.0,0.85,1.0,AdamJo03
16.0,286.0,17.0,64,3.8,2.0,1.0,65.7,84.8,29.4,63.2,34,2.0,0.0,10.0,1.0,2.0,1.0,0.0,0.0,64,0.0,0.0,0.0,12.0,53.3,53.6,29.0,19.0,202.0,151.0,1.34,2.0,JuszKy00
17.0,265.0,227.0,1117,4.9,7.0,2.0,74.6,84.7,71.2,62.6,802,3.53,36.0,98.0,24.0,91.0,128.0,0.0,0.0,1117,8.0,270.0,24.2,56.0,29.6,46.8,43.0,28.0,165.0,203.0,0.81,5.0,JoneRo01
15.0,215.0,184.0,826,4.5,11.0,2.0,78.6,83.4,66.8,43.5,462,2.51,39.0,40.0,22.0,105.0,78.0,0.0,0.0,826,8.0,193.0,23.4,42.0,62.3,21.5,46.0,38.0,251.0,203.0,1.24,2.0,GibsAn00
16.0,167.0,138.0,593,4.3,2.0,0.0,76.9,83.3,90.3,62.0,375,2.72,16.0,25.0,13.0,102.0,36.0,0.0,0.0,593,4.0,78.0,13.2,36.0,60.0,58.5,39.0,35.0,258.0,232.0,1.11,2.0,WillJa06
15.0,254.0,215.0,986,4.6,9.0,4.0,72.5,83.0,45.3,52.7,669,3.11,51.0,65.0,26.0,96.0,114.0,0.0,0.0,986,12.0,292.0,29.6,46.0,36.4,41.7,42.0,32.0,158.0,290.0,0.54,3.0,GordMe00
16.0,297.0,253.0,1247,4.9,12.0,1.0,80.7,82.9,85.8,45.2,747,2.95,45.0,62.0,38.0,145.0,102.0,0.0,0.0,1247,16.0,414.0,33.2,76.0,65.1,19.4,42.0,38.0,305.0,219.0,1.39,3.0,TaylJo02
16.0,292.0,259.0,1101,4.3,8.0,1.0,80.2,82.3,76.0,69.1,800,3.09,54.0,80.0,24.0,214.0,36.0,0.0,0.0,1101,6.0,243.0,22.1,61.0,65.8,60.9,64.0,54.0,438.0,414.0,1.06,2.0,MontDa01
17.0,231.0,153.0,890,5.8,10.0,2.0,72.0,82.0,61.1,48.4,512,3.35,28.0,72.0,22.0,37.0,115.0,0.0,0.0,890,12.0,348.0,39.1,44.0,47.9,71.3,29.0,22.0,165.0,251.0,0.66,6.0,DobbJK00
1.0,16.0,12.0,63,5.3,2.0,0.0,85.3,81.5,74.5,60.0,37,3.08,3.0,18.0,2.0,9.0,3.0,0.0,0.0,63,2.0,36.0,57.1,4.0,72.6,74.1,1.0,1.0,20.0,10.0,2.0,0.0,WillAn03
