#G,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM.1,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,RECV,PBLK,TGT,REC,YDS.1,RSNP,Y/RR,DRP,PFR_ID
8.0,137.0,117.0,437,3.7,3.0,0.0,85.2,90.2,89.6,59.5,308.0,2.63,31.0,24.0,13.0,99.0,16.0,1.0,5.0,432,4.0,74.0,16.9,30.0,58.1,62.3,23.0,15.0,95.0,157.0,0.61,1.0,LyncMa00
6.0,124.0,113.0,556,4.9,3.0,0.0,89.2,86.3,89.4,54.1,385.0,3.41,23.0,42.0,13.0,59.0,51.0,0.0,0.0,556,9.0,227.0,40.8,27.0,83.5,72.8,25.0,24.0,136.0,138.0,0.99,0.0,BellLe00
13.0,174.0,147.0,830,5.6,4.0,1.0,83.5,85.3,74.6,60.7,459.0,3.12,26.0,69.0,22.0,122.0,22.0,0.0,0.0,830,15.0,344.0,41.4,37.0,49.0,65.0,11.0,9.0,76.0,92.0,0.83,2.0,RawlTh00
10.0,103.0,88.0,470,5.3,7.0,0.0,85.7,83.3,87.1,79.5,320.0,3.64,19.0,52.0,11.0,42.0,43.0,0.0,0.0,470,7.0,181.0,38.5,23.0,54.6,78.9,6.0,6.0,5.0,59.0,0.08,0.0,WareSp00
16.0,317.0,288.0,1402,4.9,6.0,5.0,84.0,83.0,47.9,69.3,906.0,3.15,57.0,84.0,33.0,146.0,131.0,0.0,0.0,1402,19.0,590.0,42.1,61.0,59.9,65.6,41.0,33.0,271.0,209.0,1.3,2.0,MartDo00
11.0,123.0,93.0,517,5.6,7.0,2.0,78.3,80.5,48.4,85.4,273.0,2.94,19.0,41.0,16.0,38.0,52.0,0.0,0.0,517,7.0,190.0,36.8,25.0,44.0,84.1,12.0,11.0,96.0,90.0,1.07,1.0,WillKa01
7.0,52.0,45.0,176,3.9,0.0,0.0,78.7,79.7,82.8,60.0,88.0,1.96,7.0,23.0,4.0,29.0,14.0,0.0,0.0,176,3.0,54.0,30.7,11.0,55.8,89.2,8.0,7.0,76.0,59.0,1.29,1.0,GrayJo00
9.0,61.0,49.0,187,3.8,1.0,0.0,74.6,78.3,86.0,59.4,164.0,3.35,12.0,24.0,5.0,33.0,15.0,0.0,0.0,187,3.0,67.0,35.8,7.0,53.0,88.3,11.0,7.0,90.0,77.0,1.17,2.0,AjayJa00
16.0,116.0,106.0,533,5.0,0.0,2.0,85.5,76.6,61.2,59.2,294.0,2.77,24.0,59.0,11.0,44.0,50.0,0.0,0.0,533,6.0,180.0,33.8,21.0,90.7,87.8,65.0,52.0,557.0,247.0,2.26,1.0,SimsCh00
6.0,64.0,59.0,229,3.9,1.0,0.0,73.2,76.3,84.6,60.0,167.0,2.83,6.0,53.0,6.0,33.0,21.0,0.0,0.0,229,3.0,88.0,38.4,12.0,43.3,83.0,11.0,8.0,88.0,45.0,1.96,2.0,BrowDo00
10.0,19.0,16.0,74,4.6,0.0,1.0,82.0,76.2,27.3,60.0,58.0,3.63,10.0,19.0,2.0,5.0,9.0,0.0,0.0,74,1.0,19.0,25.7,3.0,80.0,65.8,9.0,7.0,106.0,41.0,2.59,1.0,JoneTa00
6.0,111.0,96.0,375,3.9,4.0,0.0,79.1,75.7,87.9,60.0,227.0,2.36,13.0,26.0,9.0,61.0,32.0,0.0,0.0,375,3.0,59.0,15.7,25.0,79.1,54.6,13.0,12.0,129.0,56.0,2.3,0.0,HighTi00
17.0,199.0,160.0,758,4.7,2.0,2.0,69.1,75.5,85.2,69.8,389.0,2.43,27.0,28.0,23.0,66.0,79.0,0.0,0.0,758,6.0,120.0,15.8,35.0,54.8,53.0,69.0,51.0,474.0,280.0,1.69,6.0,BernGi00
16.0,234.0,194.0,872,4.5,8.0,2.0,73.7,74.1,70.1,73.8,535.0,2.76,28.0,85.0,22.0,142.0,45.0,0.0,0.0,872,11.0,312.0,35.8,41.0,60.0,87.5,54.0,47.0,397.0,310.0,1.28,2.0,MillLa01
16.0,222.0,200.0,907,4.5,11.0,3.0,74.4,73.8,57.7,79.8,441.0,2.21,24.0,55.0,24.0,116.0,68.0,0.0,0.0,907,12.0,308.0,34.0,52.0,60.6,92.7,47.0,40.0,367.0,375.0,0.98,2.0,WillDe02
16.0,52.0,31.0,132,4.3,1.0,0.0,67.5,73.1,83.4,67.9,55.0,1.77,4.0,16.0,6.0,10.0,21.0,0.0,0.0,132,3.0,47.0,35.6,9.0,53.0,76.8,16.0,13.0,78.0,101.0,0.77,1.0,WhitFo00
7.0,65.0,49.0,234,4.8,2.0,2.0,71.3,72.7,30.0,60.1,160.0,3.27,18.0,13.0,8.0,8.0,39.0,0.0,0.0,234,0.0,0.0,0.0,15.0,66.8,83.5,46.0,36.0,388.0,191.0,2.03,6.0,LewiDi00
10.0,62.0,50.0,199,4.0,1.0,0.0,69.7,72.1,83.7,58.6,127.0,2.54,8.0,22.0,4.0,34.0,14.0,0.0,0.0,199,3.0,61.0,30.7,10.0,53.7,68.9,9.0,7.0,23.0,64.0,0.36,0.0,TurbRo00
5.0,84.0,71.0,364,5.1,4.0,2.0,70.1,71.5,31.1,60.3,164.0,2.31,14.0,34.0,12.0,30.0,39.0,0.0,0.0,364,3.0,73.0,20.1,21.0,60.8,82.8,27.0,21.0,177.0,142.0,1.25,1.0,CharJa00
7.0,138.0,115.0,470,4.1,3.0,1.0,72.2,71.2,50.2,72.4,326.0,2.83,31.0,22.0,15.0,93.0,22.0,0.0,0.0,470,4.0,76.0,16.2,25.0,57.9,70.8,14.0,11.0,53.0,103.0,0.51,1.0,HydeCa00
13.0,270.0,229.0,1106,4.8,10.0,3.0,72.9,71.2,62.2,60.1,658.0,2.87,43.0,71.0,26.0,188.0,35.0,0.0,0.0,1106,16.0,508.0,45.9,44.0,69.1,52.2,26.0,21.0,188.0,146.0,1.29,0.0,GurlTo01
5.0,17.0,14.0,41,2.9,0.0,0.0,70.4,70.8,81.8,59.8,28.0,2.0,3.0,5.0,0.0,6.0,8.0,0.0,0.0,41,0.0,0.0,0.0,3.0,55.3,82.5,2.0,1.0,10.0,17.0,0.59,0.0,RodgJa00
10.0,85.0,75.0,313,4.2,0.0,0.0,70.2,70.6,85.7,60.1,210.0,2.8,10.0,45.0,7.0,61.0,12.0,0.0,0.0,313,1.0,45.0,14.4,15.0,49.2,86.2,6.0,4.0,30.0,43.0,0.7,1.0,MichCh00
12.0,189.0,165.0,703,4.3,6.0,1.0,70.0,70.1,76.1,59.5,403.0,2.44,34.0,38.0,18.0,30.0,129.0,0.0,0.0,703,7.0,166.0,23.6,37.0,58.1,46.9,6.0,6.0,43.0,86.0,0.5,0.0,BlouLe00
13.0,247.0,218.0,898,4.1,4.0,2.0,70.7,70.0,72.3,57.5,488.0,2.24,24.0,27.0,21.0,135.0,80.0,0.0,0.0,898,6.0,123.0,13.7,46.0,68.2,52.2,56.0,44.0,389.0,288.0,1.35,3.0,FortMa00
16.0,369.0,292.0,1207,4.1,10.0,3.0,71.8,70.0,66.1,62.4,718.0,2.46,54.0,59.0,29.0,121.0,164.0,0.0,0.0,1207,11.0,287.0,23.8,53.0,55.6,84.0,23.0,20.0,108.0,225.0,0.48,2.0,StewJo00
6.0,32.0,31.0,108,3.5,0.0,0.0,74.9,69.9,82.9,60.0,79.0,2.55,4.0,15.0,1.0,19.0,6.0,0.0,0.0,108,1.0,15.0,13.9,8.0,90.0,45.3,15.0,13.0,112.0,39.0,2.87,0.0,OlivBr01
16.0,206.0,195.0,863,4.4,3.0,2.0,71.0,69.9,67.6,60.0,544.0,2.79,21.0,38.0,18.0,98.0,80.0,0.0,0.0,863,9.0,211.0,24.4,40.0,60.8,79.9,32.0,29.0,296.0,166.0,1.78,2.0,JennRa00
15.0,264.0,247.0,1070,4.3,7.0,4.0,70.4,69.8,50.3,60.8,644.0,2.61,47.0,58.0,29.0,139.0,102.0,0.0,0.0,1070,17.0,435.0,40.7,50.0,55.2,84.8,34.0,30.0,217.0,188.0,1.15,2.0,IvorCh00
18.0,174.0,155.0,676,4.4,9.0,3.0,71.5,69.5,41.1,60.0,407.0,2.63,24.0,47.0,19.0,46.0,102.0,0.0,0.0,676,8.0,183.0,27.1,41.0,71.1,59.8,68.0,51.0,568.0,288.0,1.97,4.0,JohnDa08
14.0,91.0,24.0,110,4.6,1.0,0.0,73.4,69.4,79.5,68.3,63.0,2.63,2.0,19.0,4.0,9.0,14.0,0.0,0.0,110,1.0,19.0,17.3,9.0,64.9,69.1,11.0,9.0,84.0,41.0,2.05,0.0,OlawJa00
6.0,81.0,76.0,315,4.1,4.0,1.0,74.2,69.3,59.6,60.0,245.0,3.22,13.0,37.0,9.0,50.0,25.0,0.0,0.0,315,4.0,100.0,31.7,15.0,82.4,71.6,10.0,10.0,86.0,38.0,2.26,0.0,RandJo01
