#G,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM.1,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,RECV,PBLK,TGT,REC,YDS.1,RSNP,Y/RR,DRP,PFR_ID
17.0,219.0,136.0,731,5.4,2.0,2.0,69.4,76.6,54.3,43.4,457,3.36,23.0,63.0,21.0,21.0,114.0,0.0,0.0,731,8.0,228.0,31.2,47.0,51.5,63.6,7.0,7.0,45,134.0,0.34,0.0,EdwaGu00
13.0,212.0,164.0,833,5.1,2.0,4.0,69.3,76.6,28.3,65.7,500,3.05,42.0,38.0,26.0,68.0,84.0,0.0,0.0,833,15.0,300.0,36.0,39.0,55.8,52.7,46.0,35.0,270,304.0,0.89,5.0,SingDe00
10.0,77.0,60.0,303,5.1,4.0,0.0,69.7,76.3,84.7,57.4,177,2.95,8.0,37.0,9.0,33.0,17.0,0.0,0.0,303,5.0,114.0,37.6,12.0,54.1,74.5,19.0,12.0,105,101.0,1.04,5.0,EdmoCh00
13.0,242.0,217.0,1003,4.6,6.0,1.0,72.2,76.1,83.4,58.4,700,3.23,42.0,68.0,27.0,121.0,86.0,0.0,0.0,1003,9.0,331.0,33.0,45.0,57.2,63.4,69.0,52.0,438,377.0,1.16,3.0,BarkSa00
5.0,45.0,42.0,245,5.8,2.0,0.0,76.0,75.6,82.3,60.0,213,5.07,10.0,60.0,4.0,18.0,22.0,0.0,0.0,245,3.0,120.0,49.0,9.0,61.9,83.0,9.0,7.0,79,39.0,2.03,1.0,GuicDe00
16.0,340.0,287.0,1387,4.8,15.0,1.0,86.5,75.6,81.4,62.8,752,2.62,49.0,84.0,31.0,155.0,130.0,0.0,0.0,1387,13.0,438.0,31.6,56.0,92.4,75.5,135.0,116.0,1005,570.0,1.76,6.0,McCaCh01
16.0,287.0,208.0,1040,5.0,10.0,2.0,78.7,75.5,68.8,47.1,637,3.06,40.0,53.0,21.0,61.0,145.0,0.0,0.0,1040,11.0,291.0,28.0,53.0,78.0,80.2,30.0,27.0,256,178.0,1.44,1.0,IngrMa01
16.0,321.0,278.0,1137,4.1,5.0,0.0,75.3,74.8,86.7,67.0,877,3.15,52.0,41.0,29.0,196.0,80.0,0.0,0.0,1137,14.0,306.0,26.9,56.0,68.3,64.6,42.0,35.0,287,241.0,1.19,2.0,MixoJo00
14.0,283.0,247.0,1091,4.4,8.0,0.0,69.5,74.1,91.1,59.6,693,2.81,39.0,63.0,28.0,133.0,109.0,0.0,0.0,1091,13.0,324.0,29.7,67.0,43.5,24.4,16.0,14.0,82,177.0,0.46,1.0,MackMa00
6.0,97.0,89.0,377,4.2,1.0,1.0,72.1,73.6,61.7,60.0,281,3.16,7.0,30.0,6.0,55.0,33.0,0.0,0.0,377,5.0,101.0,26.8,15.0,48.2,48.3,2.0,1.0,5,45.0,0.11,0.0,ScarBo01
17.0,179.0,151.0,658,4.4,5.0,0.0,73.9,73.6,90.4,67.6,477,3.16,21.0,30.0,15.0,81.0,65.0,0.0,0.0,658,8.0,165.0,25.1,39.0,69.4,64.0,43.0,35.0,239,204.0,1.17,3.0,MurrLa00
9.0,36.0,27.0,105,3.9,4.0,0.0,70.4,73.5,79.5,60.0,68,2.52,1.0,25.0,2.0,14.0,12.0,0.0,0.0,105,1.0,25.0,23.8,9.0,50.0,57.0,6.0,4.0,54,14.0,3.86,0.0,WilsJe01
14.0,217.0,171.0,826,4.8,8.0,2.0,71.2,73.4,65.9,55.2,460,2.69,29.0,80.0,22.0,76.0,81.0,0.0,0.0,826,8.0,226.0,27.4,47.0,65.1,56.0,64.0,49.0,336,303.0,1.11,4.0,DrakKe00
6.0,16.0,8.0,60,7.5,0.0,0.0,79.3,73.1,74.1,60.0,54,6.75,3.0,31.0,2.0,4.0,4.0,0.0,0.0,60,1.0,31.0,51.7,2.0,65.1,86.9,1.0,1.0,6,1.0,6.0,0.0,WashDw00
16.0,120.0,5.0,8,1.6,0.0,0.0,58.2,72.9,70.3,56.9,5,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,4.0,51.0,48.5,2.0,1.0,13,54.0,0.24,0.0,SmitKe03
16.0,152.0,10.0,17,1.7,0.0,0.0,67.5,72.8,74.9,57.8,13,1.3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,7.0,64.0,87.1,6.0,6.0,44,44.0,1.0,0.0,IngoAl01
5.0,12.0,10.0,36,3.6,1.0,0.0,71.8,72.1,73.9,60.0,40,4.0,2.0,19.0,1.0,4.0,6.0,0.0,0.0,36,1.0,19.0,52.8,3.0,58.8,82.9,2.0,1.0,9,13.0,0.69,0.0,AlleJa01
16.0,120.0,108.0,387,3.6,3.0,0.0,76.5,72.1,89.4,60.2,291,2.69,17.0,36.0,4.0,90.0,18.0,0.0,0.0,387,1.0,36.0,9.3,23.0,80.8,77.2,39.0,36.0,292,127.0,2.3,2.0,WashDe00
14.0,89.0,69.0,255,3.7,5.0,0.0,64.4,72.0,85.2,67.5,182,2.64,13.0,17.0,8.0,46.0,23.0,0.0,0.0,255,3.0,49.0,19.2,16.0,40.8,61.2,5.0,2.0,16,98.0,0.16,1.0,BrowMa03
12.0,187.0,162.0,612,3.8,8.0,4.0,66.0,71.7,33.0,59.3,399,2.46,28.0,24.0,14.0,70.0,80.0,0.0,0.0,612,7.0,131.0,21.4,38.0,50.7,47.0,52.0,42.0,296,208.0,1.42,4.0,GordMe00
16.0,80.0,7.0,10,1.4,1.0,0.0,57.5,71.5,73.5,58.2,6,0.86,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,6.0,44.2,34.2,4.0,3.0,32,37.0,0.86,1.0,WattDe00
17.0,197.0,170.0,698,4.1,8.0,0.0,71.5,71.3,90.5,69.5,465,2.74,21.0,48.0,16.0,95.0,75.0,0.0,0.0,698,9.0,214.0,30.7,35.0,63.0,60.9,29.0,22.0,183,180.0,1.02,2.0,ColeTe01
12.0,119.0,7.0,20,2.9,0.0,0.0,62.2,71.0,73.6,60.8,13,1.86,2.0,5.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,5.0,49.9,83.7,10.0,6.0,36,69.0,0.52,0.0,LineZa01
3.0,8.0,8.0,7,0.9,0.0,0.0,69.9,70.3,73.8,,18,2.25,1.0,8.0,0.0,3.0,4.0,0.0,0.0,7,0.0,0.0,0.0,0.0,55.0,,0.0,0.0,0,6.0,0.0,0.0,BrooTo01
8.0,91.0,44.0,171,3.9,2.0,1.0,76.7,70.3,56.5,49.8,125,2.84,19.0,16.0,2.0,21.0,19.0,0.0,0.0,171,2.0,32.0,18.7,8.0,83.4,84.5,43.0,37.0,285,190.0,1.5,1.0,HuntKa00
10.0,69.0,65.0,370,5.7,3.0,1.0,74.6,70.3,56.3,60.0,203,3.12,11.0,58.0,8.0,46.0,17.0,0.0,0.0,370,5.0,159.0,43.0,16.0,80.0,55.5,10.0,8.0,83,63.0,1.32,0.0,PennRa00
15.0,284.0,245.0,789,3.2,3.0,1.0,74.1,70.2,86.1,68.6,653,2.67,41.0,19.0,12.0,126.0,113.0,0.0,0.0,789,2.0,34.0,4.3,36.0,77.3,62.5,74.0,66.0,461,391.0,1.18,3.0,BellLe00
6.0,31.0,24.0,122,5.1,0.0,0.0,64.4,70.1,38.2,58.6,86,3.58,3.0,21.0,4.0,6.0,16.0,0.0,0.0,122,2.0,37.0,30.3,5.0,26.9,72.3,1.0,1.0,9,5.0,1.8,0.0,WhytKe00
16.0,188.0,172.0,724,4.2,6.0,3.0,67.6,69.9,47.4,60.0,509,2.96,34.0,49.0,20.0,89.0,73.0,0.0,0.0,724,9.0,228.0,31.5,33.0,59.8,38.4,38.0,31.0,309,170.0,1.82,1.0,JoneRo01
1.0,3.0,3.0,9,3.0,0.0,0.0,72.9,69.7,67.2,,12,4.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,9,0.0,0.0,0.0,1.0,,,0.0,0.0,0,0.0,,0.0,FergJo02
15.0,235.0,211.0,898,4.3,5.0,3.0,67.6,69.7,56.2,58.3,634,3.0,37.0,32.0,25.0,89.0,121.0,0.0,0.0,898,12.0,261.0,29.1,41.0,58.7,21.2,22.0,17.0,142,127.0,1.12,1.0,PeteAd01
16.0,66.0,38.0,205,5.4,0.0,0.0,72.4,69.6,83.8,56.6,130,3.42,10.0,44.0,5.0,17.0,14.0,0.0,0.0,205,2.0,70.0,34.1,8.0,78.1,54.1,39.0,34.0,233,154.0,1.51,0.0,McKiJ.00
10.0,5.0,4.0,28,7.0,0.0,0.0,60.6,69.3,58.2,60.0,6,1.5,0.0,12.0,1.0,1.0,3.0,0.0,0.0,28,0.0,0.0,0.0,1.0,57.5,17.2,7.0,6.0,22,54.0,0.41,0.0,BarnKe00
10.0,136.0,119.0,525,4.4,6.0,0.0,69.0,69.3,89.5,66.8,349,2.93,20.0,20.0,17.0,79.0,38.0,0.0,0.0,525,8.0,136.0,25.9,28.0,51.0,75.6,13.0,10.0,69,93.0,0.74,2.0,HowaJo00
15.0,120.0,106.0,485,4.6,1.0,1.0,70.0,69.2,68.2,60.0,329,3.1,18.0,35.0,16.0,80.0,22.0,0.0,0.0,485,10.0,207.0,42.7,20.0,66.9,27.7,13.0,11.0,92,80.0,1.15,0.0,MattAl01
13.0,139.0,94.0,345,3.7,2.0,1.0,72.2,68.9,69.3,54.0,193,2.05,6.0,18.0,8.0,57.0,34.0,0.0,0.0,345,5.0,82.0,23.8,20.0,74.5,64.3,43.0,36.0,370,232.0,1.59,1.0,JohnDa08
16.0,175.0,132.0,557,4.2,3.0,3.0,85.2,68.8,65.7,58.6,426,3.23,30.0,35.0,15.0,49.0,69.0,0.0,0.0,557,7.0,160.0,28.7,32.0,93.6,56.6,104.0,92.0,993,362.0,2.74,2.0,EkelAu00
4.0,11.0,9.0,40,4.4,0.0,0.0,83.0,68.5,73.7,60.0,28,3.11,1.0,11.0,1.0,8.0,1.0,0.0,0.0,40,0.0,0.0,0.0,3.0,94.1,25.3,3.0,3.0,57,9.0,6.33,0.0,JoneTa00
3.0,24.0,17.0,51,3.0,0.0,1.0,59.4,68.4,26.5,60.1,42,2.47,1.0,6.0,0.0,8.0,9.0,0.0,0.0,51,0.0,0.0,0.0,3.0,45.7,34.6,7.0,5.0,22,41.0,0.54,1.0,WareSp00
14.0,87.0,68.0,306,4.5,3.0,1.0,69.8,68.4,63.2,69.6,226,3.32,12.0,33.0,8.0,31.0,30.0,0.0,0.0,306,1.0,33.0,10.8,17.0,67.2,69.2,38.0,30.0,311,159.0,1.96,1.0,BurkRe00
19.0,94.0,4.0,9,2.3,0.0,0.0,65.3,68.2,70.0,62.2,4,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,9,0.0,0.0,0.0,3.0,51.9,79.3,4.0,2.0,22,20.0,1.1,1.0,SherAn00
8.0,125.0,113.0,403,3.6,3.0,1.0,66.7,68.2,69.0,60.4,305,2.7,19.0,20.0,8.0,46.0,65.0,0.0,0.0,403,1.0,20.0,5.0,22.0,50.5,70.9,15.0,10.0,127,104.0,1.22,2.0,JohnKe06
14.0,147.0,132.0,642,4.9,1.0,3.0,68.3,67.4,37.4,59.2,340,2.58,20.0,83.0,18.0,87.0,44.0,0.0,0.0,642,9.0,264.0,41.1,24.0,65.9,50.4,22.0,19.0,120,101.0,1.19,2.0,BreiMa00
17.0,104.0,3.0,7,2.3,0.0,0.0,50.0,67.3,71.9,54.0,4,1.33,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,46.9,77.0,8.0,5.0,41,61.0,0.67,1.0,DiMaPa00
14.0,113.0,101.0,465,4.6,4.0,3.0,65.0,67.2,29.7,60.2,250,2.48,11.0,39.0,12.0,73.0,28.0,0.0,0.0,465,8.0,187.0,40.2,24.0,56.7,63.0,32.0,28.0,181,146.0,1.24,1.0,McCoLe01
15.0,241.0,178.0,818,4.6,6.0,4.0,68.9,67.2,60.3,65.6,557,3.13,42.0,40.0,19.0,85.0,74.0,0.0,0.0,818,10.0,227.0,27.8,33.0,69.1,60.6,104.0,89.0,567,374.0,1.52,4.0,KamaAl00
11.0,124.0,108.0,426,3.9,2.0,1.0,68.6,67.0,66.8,60.5,343,3.18,20.0,23.0,9.0,35.0,73.0,0.0,0.0,426,5.0,98.0,23.0,19.0,66.5,46.9,4.0,3.0,23,31.0,0.74,0.0,SnelBe00
10.0,92.0,78.0,323,4.1,2.0,0.0,58.9,66.8,86.4,60.4,244,3.13,11.0,27.0,10.0,46.0,31.0,0.0,0.0,323,6.0,116.0,35.9,19.0,51.8,16.3,12.0,10.0,69,108.0,0.64,1.0,HillBr02
10.0,133.0,116.0,464,4.0,4.0,1.0,73.6,66.8,72.7,76.2,319,2.75,14.0,25.0,16.0,48.0,64.0,0.0,0.0,464,6.0,110.0,23.7,26.0,89.8,43.4,38.0,34.0,251,153.0,1.64,1.0,ConnJa00
18.0,249.0,8.0,20,2.5,0.0,0.0,63.7,66.7,27.9,57.4,19,2.38,2.0,9.0,0.0,2.0,1.0,0.0,0.0,20,0.0,0.0,0.0,3.0,62.6,82.1,24.0,17.0,149,101.0,1.48,1.0,HamxC.00
16.0,84.0,68.0,277,4.1,1.0,1.0,76.5,66.6,88.7,59.5,161,2.37,10.0,32.0,5.0,24.0,38.0,0.0,0.0,277,3.0,66.0,23.8,16.0,85.2,71.9,95.0,77.0,707,360.0,1.96,2.0,WhitJa02
14.0,174.0,157.0,694,4.4,9.0,2.0,65.7,66.6,63.7,54.1,507,3.23,23.0,91.0,10.0,112.0,43.0,0.0,0.0,694,5.0,254.0,36.6,39.0,64.2,67.3,52.0,41.0,307,298.0,1.03,2.0,WillDa05
17.0,294.0,261.0,973,3.7,7.0,2.0,66.5,66.6,73.1,58.5,679,2.6,39.0,26.0,26.0,94.0,160.0,0.0,0.0,973,9.0,181.0,18.6,58.0,48.3,82.5,21.0,14.0,103,109.0,0.94,4.0,MichSo00
16.0,154.0,132.0,496,3.8,3.0,0.0,65.8,66.4,90.2,47.2,343,2.6,15.0,26.0,13.0,75.0,54.0,0.0,0.0,496,1.0,26.0,5.2,23.0,61.8,73.7,48.0,43.0,256,278.0,0.92,2.0,FreeRo00
11.0,45.0,37.0,138,3.7,0.0,1.0,65.1,66.2,54.7,58.8,84,2.27,5.0,16.0,4.0,17.0,17.0,0.0,0.0,138,1.0,16.0,11.6,7.0,66.1,54.6,54.0,42.0,378,221.0,1.71,1.0,ThomCh03
16.0,127.0,111.0,469,4.2,1.0,0.0,74.9,66.0,89.8,57.1,312,2.81,11.0,45.0,10.0,78.0,30.0,0.0,0.0,469,3.0,76.0,16.2,24.0,87.0,87.3,47.0,42.0,263,217.0,1.21,1.0,WillJa06
16.0,46.0,39.0,145,3.7,0.0,1.0,66.1,65.9,62.0,35.7,72,1.85,4.0,13.0,4.0,25.0,9.0,0.0,0.0,145,0.0,0.0,0.0,10.0,68.0,69.8,42.0,36.0,323,204.0,1.58,1.0,RichJa01
8.0,46.0,39.0,147,3.8,0.0,0.0,61.8,65.8,82.1,58.6,145,3.72,10.0,22.0,4.0,24.0,15.0,0.0,0.0,147,2.0,37.0,25.2,10.0,48.4,46.1,5.0,4.0,37,38.0,0.97,1.0,HendDa00
9.0,2.0,2.0,9,4.5,0.0,0.0,65.8,65.4,74.7,,13,6.5,1.0,5.0,0.0,1.0,1.0,0.0,0.0,9,0.0,0.0,0.0,0.0,63.6,78.7,9.0,6.0,57,22.0,2.59,1.0,BookDe00
13.0,36.0,15.0,68,4.5,3.0,0.0,68.3,65.4,83.7,55.9,30,2.0,3.0,21.0,3.0,2.0,8.0,0.0,0.0,68,1.0,21.0,30.9,5.0,72.0,82.1,11.0,9.0,111,51.0,2.18,1.0,BoldBr00
16.0,283.0,242.0,889,3.7,6.0,2.0,66.6,65.3,72.5,41.8,564,2.33,47.0,55.0,16.0,169.0,69.0,0.0,0.0,889,5.0,133.0,15.0,50.0,65.8,78.6,33.0,25.0,185,239.0,0.77,2.0,MontDa01
15.0,295.0,265.0,1152,4.3,3.0,1.0,64.0,65.2,87.8,69.8,886,3.34,42.0,81.0,31.0,133.0,125.0,0.0,0.0,1152,13.0,431.0,37.4,56.0,65.4,33.6,95.0,76.0,522,483.0,1.08,4.0,FourLe00
3.0,11.0,10.0,30,3.0,0.0,0.0,57.1,64.8,73.8,,27,2.7,4.0,11.0,1.0,5.0,5.0,0.0,0.0,30,0.0,0.0,0.0,3.0,27.9,73.1,1.0,0.0,0,7.0,0.0,1.0,AjayJa00
7.0,39.0,36.0,133,3.7,1.0,0.0,57.4,64.8,81.4,72.0,118,3.28,8.0,27.0,3.0,16.0,19.0,0.0,0.0,133,2.0,42.0,31.6,7.0,41.6,35.3,10.0,7.0,51,67.0,0.76,2.0,GaskMy00
19.0,66.0,56.0,217,3.9,0.0,1.0,59.8,64.8,57.4,56.5,158,2.82,17.0,17.0,3.0,32.0,22.0,0.0,0.0,217,2.0,32.0,14.7,6.0,49.1,65.4,32.0,27.0,178,214.0,0.83,3.0,LewiDi00
1.0,4.0,3.0,3,1.0,0.0,0.0,65.9,64.6,69.8,60.0,8,2.67,0.0,6.0,0.0,1.0,2.0,0.0,0.0,3,0.0,0.0,0.0,0.0,62.3,73.0,1.0,1.0,1,4.0,0.25,0.0,PerrSe00
7.0,27.0,22.0,106,4.8,1.0,0.0,59.9,64.6,80.1,60.0,68,3.09,4.0,28.0,4.0,16.0,6.0,0.0,0.0,106,2.0,44.0,41.5,10.0,63.2,28.7,14.0,11.0,87,80.0,1.09,0.0,SmitIt00
17.0,215.0,174.0,621,3.6,2.0,0.0,62.6,64.1,90.4,56.6,430,2.47,19.0,41.0,12.0,55.0,118.0,1.0,-5.0,626,7.0,167.0,26.9,33.0,50.1,71.7,16.0,13.0,100,128.0,0.78,2.0,GoreFr00
2.0,42.0,2.0,3,1.5,0.0,0.0,51.7,64.0,65.2,48.5,1,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,1.0,53.2,80.9,0.0,0.0,0,9.0,0.0,0.0,DeveJa00
2.0,4.0,4.0,6,1.5,0.0,0.0,63.1,63.6,68.6,,6,1.5,0.0,5.0,0.0,1.0,3.0,0.0,0.0,6,0.0,0.0,0.0,0.0,57.2,,0.0,0.0,0,2.0,0.0,0.0,TurnDe01
16.0,176.0,154.0,470,3.1,6.0,1.0,64.9,63.4,75.7,59.8,356,2.31,17.0,17.0,8.0,64.0,89.0,0.0,0.0,470,3.0,48.0,10.2,24.0,66.2,59.6,20.0,16.0,115,110.0,1.05,0.0,BarbPe01
2.0,11.0,11.0,26,2.4,0.0,0.0,55.3,62.9,73.8,,13,1.18,1.0,14.0,1.0,10.0,1.0,0.0,0.0,26,0.0,0.0,0.0,2.0,28.0,74.9,1.0,0.0,0,6.0,0.0,1.0,DawkDa01
16.0,76.0,52.0,199,3.8,2.0,1.0,63.3,62.9,67.6,73.0,134,2.58,3.0,18.0,4.0,32.0,14.0,0.0,0.0,199,2.0,33.0,16.6,16.0,63.4,47.6,57.0,44.0,320,223.0,1.43,6.0,HineNy00
2.0,14.0,10.0,20,2.0,0.0,0.0,61.4,62.6,82.7,60.0,15,1.5,3.0,8.0,0.0,4.0,6.0,0.0,0.0,20,0.0,0.0,0.0,0.0,56.5,74.1,3.0,2.0,14,14.0,1.0,1.0,PopeTr00
11.0,53.0,41.0,141,3.4,3.0,1.0,63.5,62.6,45.3,72.0,71,1.73,7.0,41.0,2.0,25.0,15.0,0.0,0.0,141,2.0,56.0,39.7,12.0,62.4,55.8,18.0,15.0,167,104.0,1.61,1.0,WillDa10
12.0,89.0,74.0,135,1.8,3.0,0.0,58.2,62.5,86.2,51.6,110,1.49,6.0,8.0,0.0,25.0,41.0,1.0,4.0,131,0.0,0.0,0.0,10.0,42.7,75.1,19.0,14.0,63,111.0,0.57,4.0,BallKa00
15.0,60.0,15.0,39,2.6,0.0,0.0,57.7,62.0,76.7,56.1,29,1.93,1.0,6.0,0.0,6.0,4.0,0.0,0.0,39,0.0,0.0,0.0,2.0,52.3,57.8,2.0,2.0,9,44.0,0.2,0.0,PennEl00
3.0,2.0,2.0,8,4.0,0.0,0.0,59.9,61.7,65.2,,6,3.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,8,0.0,0.0,0.0,1.0,53.2,74.1,0.0,0.0,0,5.0,0.0,0.0,NallRy00
1.0,2.0,1.0,4,4.0,0.0,0.0,64.1,61.6,61.9,60.0,3,3.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,,68.8,0.0,0.0,0,0.0,,0.0,MorrAl00
7.0,71.0,1.0,1,1.0,1.0,0.0,67.6,61.4,69.1,72.3,2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,54.4,74.9,5.0,5.0,42,45.0,0.93,0.0,JanoAn00
1.0,3.0,3.0,9,3.0,0.0,0.0,61.7,61.2,67.2,,7,2.33,0.0,6.0,0.0,1.0,2.0,0.0,0.0,9,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,0.0,KellJo00
9.0,25.0,16.0,116,7.3,1.0,0.0,55.4,61.2,79.4,55.1,33,2.06,1.0,59.0,2.0,4.0,11.0,0.0,0.0,116,2.0,77.0,66.4,2.0,48.6,38.2,9.0,6.0,57,34.0,1.68,1.0,BonnRe00
10.0,36.0,29.0,110,3.8,2.0,1.0,60.9,61.2,36.8,60.0,48,1.66,3.0,22.0,3.0,15.0,11.0,0.0,0.0,110,2.0,37.0,33.6,6.0,58.9,62.8,14.0,11.0,102,93.0,1.1,1.0,GallWa00
4.0,9.0,9.0,27,3.0,0.0,0.0,54.4,61.0,73.7,,17,1.89,0.0,9.0,0.0,6.0,3.0,0.0,0.0,27,0.0,0.0,0.0,1.0,43.8,25.4,5.0,3.0,23,16.0,1.44,1.0,OzigDe01
14.0,53.0,39.0,135,3.5,1.0,0.0,56.8,61.0,82.3,75.7,104,2.67,7.0,12.0,2.0,28.0,11.0,0.0,0.0,135,0.0,0.0,0.0,10.0,49.9,25.9,12.0,9.0,43,66.0,0.65,1.0,ThomDa06
