#G,SNP,ATT,YDS,YPA,TD,FUM,OFF,RUN,FUM.1,RBLK,YCO,YCO/A,MTF,LNG,10+,ZONE,GAP,SCR,SYDS,DYDS,D15+,BAY,BAY%,1ST,RECV,PBLK,TGT,REC,YDS.1,RSNP,Y/RR,DRP,PFR_ID
17.0,396.0,370.0,2196,5.9,12.0,4.0,92.4,92.5,68.7,81.3,1438,3.89,68.0,82.0,64.0,0.0,0.0,0.0,0.0,2196,41.0,1202,54.7,92.0,54.3,66.9,51.0,41.0,225.0,308.0,0.73,4.0,PeteAd01
16.0,238.0,207.0,1244,6.0,6.0,3.0,91.7,92.1,58.1,72.4,742,3.58,53.0,62.0,32.0,0.0,0.0,0.0,0.0,1244,16.0,496,39.9,53.0,74.9,59.0,55.0,43.0,459.0,241.0,1.9,1.0,SpilC.00
17.0,454.0,351.0,1693,4.8,13.0,4.0,91.0,90.4,62.5,62.7,1034,2.95,60.0,39.0,56.0,0.0,0.0,0.0,0.0,1693,25.0,526,31.1,88.0,49.4,82.3,15.0,11.0,77.0,202.0,0.38,1.0,MorrAl00
2.0,8.0,8.0,54,6.8,0.0,0.0,81.8,89.4,72.9,,33,4.13,4.0,25.0,2.0,0.0,0.0,0.0,0.0,54,1.0,25,46.3,2.0,66.7,23.3,3.0,2.0,20.0,19.0,1.05,0.0,JackBr00
20.0,171.0,147.0,734,5.0,1.0,0.0,88.3,88.5,90.2,59.1,497,3.38,33.0,78.0,22.0,0.0,0.0,0.0,0.0,734,9.0,249,33.9,32.0,61.2,58.1,11.0,8.0,55.0,86.0,0.64,1.0,PierBe00
6.0,45.0,40.0,217,5.4,2.0,0.0,90.3,88.4,81.6,59.3,189,4.73,12.0,56.0,4.0,0.0,0.0,0.0,0.0,217,3.0,103,47.5,7.0,63.3,73.2,3.0,2.0,15.0,19.0,0.79,0.0,IvorCh00
12.0,71.0,63.0,374,5.9,1.0,0.0,90.5,87.2,84.4,57.3,259,4.11,11.0,81.0,10.0,0.0,0.0,0.0,0.0,374,4.0,153,40.9,14.0,80.5,63.5,4.0,3.0,38.0,35.0,1.09,0.0,ForsJu00
18.0,406.0,351.0,1768,5.0,13.0,7.0,84.4,85.1,36.3,62.6,1007,2.87,65.0,77.0,44.0,0.0,0.0,0.0,0.0,1768,26.0,609,34.4,80.0,51.0,69.5,32.0,27.0,242.0,246.0,0.98,3.0,LyncMa00
8.0,33.0,32.0,122,3.8,3.0,1.0,72.6,82.6,29.6,60.0,83,2.59,4.0,20.0,1.0,0.0,0.0,0.0,0.0,122,1.0,20,16.4,11.0,25.9,59.5,2.0,1.0,13.0,17.0,0.76,1.0,CartDe01
11.0,38.0,35.0,221,6.3,0.0,0.0,83.5,82.2,82.2,60.0,171,4.89,8.0,43.0,6.0,0.0,0.0,0.0,0.0,221,3.0,107,48.4,6.0,89.2,62.3,16.0,16.0,195.0,75.0,2.6,0.0,GoodMi00
11.0,92.0,72.0,371,5.2,2.0,0.0,81.8,81.6,86.0,66.9,203,2.82,11.0,26.0,11.0,0.0,0.0,0.0,0.0,371,3.0,62,16.7,18.0,66.5,57.5,12.0,9.0,60.0,54.0,1.11,0.0,HuntKe00
18.0,434.0,405.0,1654,4.1,17.0,3.0,75.4,79.1,80.2,56.3,888,2.19,33.0,46.0,45.0,0.0,0.0,0.0,0.0,1654,21.0,456,27.6,90.0,52.5,57.5,69.0,55.0,314.0,429.0,0.73,6.0,FostAr00
16.0,352.0,319.0,1454,4.6,11.0,1.0,79.1,79.0,89.5,57.5,1005,3.15,53.0,70.0,38.0,0.0,0.0,0.0,0.0,1454,15.0,481,33.1,58.0,69.8,61.6,62.0,49.0,472.0,334.0,1.41,7.0,MartDo00
