RANK,PLAYER,#,POS,#G,TEAM,TGT,REC,REC%,YDS,Y/REC,TD,OFF,RECV,DROP,FUM,PBLK,PASS,RECV,RT%,PBLK,PB%,SLOT,SLT%,WIDE,WID%,INL,INL%,YAC,YAC/REC,Y/RR,ADOT,LNG,DRP,DRP%,CTT,CTC,CTC%,INT,FUM,MTF,1ST,RTG
11,Cole Beasley,# 11,WR,17,DAL,97,79,81.4,878,11.1,5,85.9,86.1,89.5,84.2,61.6,462,437,94.6,1,0.2,388,84.0,70,15.2,2,0.4,411,5.2,2.01,6.3,47,2,2.5,7,6,85.7,1,0,4,52,117.3
12,Taylor Gabriel,# 18,WR,16,ATL,60,44,73.3,750,17.0,6,85.9,85.9,76.0,36.3,62.4,321,300,93.5,1,0.3,65,20.2,256,79.8,0,0.0,342,7.8,2.50,11.6,76,2,4.3,4,2,50.0,1,0,8,28,141.7
12,T.Y. Hilton,# 13,WR,16,IND,143,91,63.6,"1,448",15.9,6,86.7,85.9,54.8,83.9,-,661,615,93.0,0,0.0,374,56.6,284,43.0,1,0.2,328,3.6,2.35,13.4,63,8,8.1,6,4,66.7,5,0,7,66,96.7
14,Hunter Henry,# 86,TE,15,SD,47,36,76.6,478,13.3,8,83.0,85.7,71.6,27.0,79.0,293,241,82.3,38,13.0,118,40.3,47,16.0,125,42.7,197,5.5,1.98,10.0,59,2,5.3,3,2,66.7,0,1,3,30,147.9
15,Jimmy Graham,# 88,TE,18,SEA,100,71,71.0,982,13.8,7,85.4,85.6,69.5,27.2,79.2,606,531,87.6,49,8.1,174,28.7,75,12.4,354,58.4,356,5.0,1.85,9.9,42,6,7.8,7,6,85.7,1,2,7,49,121.3
16,Keenan Allen,# 13,WR,1,SD,7,6,85.7,63,10.5,0,88.3,85.3,74.6,68.8,-,18,16,88.9,0,0.0,5,27.8,13,72.2,0,0.0,23,3.8,3.94,6.4,15,0,0.0,2,1,50.0,0,0,0,5,104.2
17,Odell Beckham Jr.,# 13,WR,17,NYG,172,105,61.0,"1,395",13.3,10,84.6,85.0,55.8,41.7,-,683,648,94.9,0,0.0,104,15.2,576,84.3,0,0.0,545,5.2,2.15,11.4,75,11,9.5,7,2,28.6,2,2,30,68,101.3
18,Greg Olsen,# 88,TE,16,CAR,122,80,65.6,"1,073",13.4,3,83.4,84.9,84.9,82.2,72.3,630,515,81.7,75,11.9,343,54.4,141,22.4,114,18.1,369,4.6,2.08,11.3,78,2,2.4,4,4,100.0,4,0,3,55,87.9
19,Doug Baldwin,# 89,WR,18,SEA,136,110,80.9,"1,312",11.9,9,86.1,84.7,84.3,60.1,79.2,697,652,93.5,8,1.1,506,72.6,151,21.7,35,5.0,536,4.9,2.01,9.1,59,4,3.5,3,2,66.7,2,1,13,61,122.8
20,Wendall Williams,# 82,WR,3,HST,7,4,57.1,75,18.8,0,87.4,84.4,72.1,67.0,-,20,19,95.0,0,0.0,2,10.0,18,90.0,0,0.0,10,2.5,3.95,14.7,32,0,0.0,0,0,,0,0,0,3,94.3
21,Pierre Garcon,# 88,WR,16,WAS,110,79,71.8,"1,041",13.2,3,85.5,84.2,89.5,82.0,-,561,532,94.8,0,0.0,103,18.4,458,81.6,0,0.0,354,4.5,1.96,10.4,70,1,1.3,8,6,75.0,2,0,13,52,102.9
22,Dez Bryant,# 88,WR,14,DAL,100,59,59.0,928,15.7,10,83.5,83.4,83.3,35.6,-,480,451,94.0,0,0.0,114,23.8,366,76.3,0,0.0,192,3.3,2.06,14.8,56,2,3.3,5,1,20.0,2,1,5,44,114.9
23,Tyler Eifert,# 85,TE,8,CIN,39,29,74.4,394,13.6,5,80.7,83.1,77.5,76.5,61.8,286,240,83.9,32,11.2,91,31.8,42,14.7,136,47.6,145,5.0,1.64,9.5,71,2,6.5,0,0,,2,0,0,23,124.4
24,Ladarius Green,# 89,TE,6,PIT,32,18,56.3,304,16.9,1,78.4,82.8,68.7,73.9,75.3,115,101,87.8,4,3.5,34,29.6,8,7.0,72,62.6,93,5.2,3.01,12.5,37,1,5.3,0,0,,1,0,3,12,85.9
25,Vernon Davis,# 85,TE,16,WAS,59,44,74.6,583,13.3,2,76.0,82.5,69.3,78.8,64.0,364,284,78.0,59,16.2,61,16.8,43,11.8,253,69.5,228,5.2,2.05,9.8,44,2,4.3,0,0,,2,0,13,22,102.6
26,Emmanuel Sanders,# 10,WR,16,DEN,131,79,60.3,"1,032",13.1,5,81.5,81.4,90.6,51.6,-,575,539,93.7,0,0.0,135,23.5,440,76.5,0,0.0,263,3.3,1.91,13.0,64,1,1.3,7,7,100.0,5,1,12,50,82.0
27,Cameron Brate,# 84,TE,15,TB,78,57,73.1,660,11.6,8,80.5,81.1,82.5,41.8,74.8,469,403,85.9,27,5.8,285,60.8,46,9.8,129,27.5,148,2.6,1.64,10.1,38,2,3.4,5,3,60.0,0,1,3,40,132.4
27,Jordy Nelson,# 87,WR,18,GB,158,104,65.8,"1,337",12.9,15,82.2,81.1,78.1,58.8,-,773,729,94.3,0,0.0,209,27.0,564,73.0,0,0.0,396,3.8,1.83,12.9,60,6,5.5,6,4,66.7,2,1,4,66,118.6
29,Dwayne Harris,# 17,WR,8,NYG,1,1,100.0,13,13.0,1,81.5,81.0,68.3,59.1,51.9,16,12,75.0,3,18.8,8,50.0,2,12.5,6,37.5,0,0.0,1.08,19.0,13,0,0.0,0,0,,0,0,0,1,158.3
30,Julian Edelman,# 11,WR,19,NE,181,119,65.7,"1,448",12.2,4,80.3,80.4,41.8,40.0,60.5,759,704,92.8,1,0.1,412,54.3,343,45.2,2,0.3,598,5.0,2.06,9.8,77,14,10.5,9,6,66.7,1,1,17,69,95.3
31,Larry Fitzgerald,# 11,WR,16,ARZ,147,107,72.8,"1,023",9.6,6,83.3,80.2,88.5,43.3,75.1,703,645,91.7,8,1.1,442,62.9,254,36.1,5,0.7,364,3.4,1.59,8.0,32,4,3.6,12,9,75.0,3,2,13,59,96.8
32,Bralon Addison,# 45,WR,2,CHI,1,1,100.0,11,11.0,0,76.9,79.9,64.7,82.6,-,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,7,7.0,5.50,4.0,11,0,0.0,0,0,,0,0,0,1,112.5
33,Kelvin Benjamin,# 13,WR,16,CAR,112,63,56.3,941,14.9,7,76.5,79.7,84.1,36.3,-,508,472,92.9,0,0.0,120,23.6,388,76.4,0,0.0,235,3.7,1.99,12.6,50,2,3.1,7,4,57.1,3,1,8,51,93.6
34,Terrelle Pryor Sr.,# 11,WR,16,CLV,132,77,58.3,"1,007",13.1,4,74.7,79.6,67.9,58.1,-,640,592,92.5,0,0.0,95,14.8,534,83.4,0,0.0,213,2.8,1.70,14.4,54,6,7.2,10,5,50.0,6,0,5,48,73.6
35,Erik Swoope,# 86,TE,16,IND,21,15,71.4,297,19.8,1,74.3,79.5,51.2,73.0,77.3,113,95,84.1,11,9.7,38,33.6,20,17.7,50,44.2,131,8.7,3.13,11.9,45,2,11.8,0,0,,0,0,0,12,129.6
35,Rishard Matthews,# 18,WR,16,TEN,104,65,62.5,945,14.5,9,81.4,79.5,90.2,45.9,61.6,475,444,93.5,1,0.2,124,26.1,351,73.9,0,0.0,218,3.4,2.13,13.9,60,1,1.5,10,4,40.0,4,1,5,43,104.8
37,Michael Crabtree,# 15,WR,17,OAK,149,91,61.1,"1,036",11.4,8,78.6,79.0,37.0,56.3,-,609,559,91.8,0,0.0,171,28.1,437,71.8,1,0.2,286,3.1,1.85,11.2,56,14,13.3,11,9,81.8,2,2,14,57,94.3
38,Stefon Diggs,# 14,WR,13,MIN,109,84,77.1,903,10.8,3,79.1,78.9,85.9,84.0,-,498,474,95.2,0,0.0,313,62.9,180,36.1,5,1.0,310,3.7,1.91,8.7,46,4,4.5,5,4,80.0,1,0,8,47,106.2
39,Tyreek Hill,# 10,WR,17,KC,86,65,75.6,620,9.5,6,79.5,78.7,72.8,75.4,-,300,285,95.0,0,0.0,115,38.3,170,56.7,0,0.0,297,4.6,2.18,7.5,49,4,5.8,2,1,50.0,2,1,14,32,108.7
40,Demaryius Thomas,# 88,WR,16,DEN,141,90,63.8,"1,083",12.0,5,80.4,78.6,68.2,29.8,-,590,549,93.1,0,0.0,122,20.7,466,79.0,2,0.3,330,3.7,1.97,10.8,55,7,7.2,7,4,57.1,2,2,6,50,93.2
41,C.J. Fiedorowicz,# 87,TE,17,HST,91,59,64.8,630,10.7,5,78.5,78.5,51.1,43.3,78.9,399,324,81.2,57,14.3,168,42.1,20,5.0,207,51.9,229,3.9,1.94,7.6,26,9,13.2,1,1,100.0,2,1,6,33,94.1
42,Jeremy Ross,# 16,WR,2,ARZ,4,4,100.0,37,9.3,1,81.2,77.8,72.1,81.6,-,15,14,93.3,0,0.0,4,26.7,10,66.7,1,6.7,7,1.8,2.64,7.8,15,0,0.0,0,0,,0,0,0,4,144.8
42,Dominique Jones,# 85,TE,9,MIA,10,7,70.0,61,8.7,1,79.7,77.8,54.5,70.1,66.4,42,25,59.5,14,33.3,6,14.3,5,11.9,29,69.0,44,6.3,2.44,3.1,24,1,12.5,0,0,,0,0,1,3,119.2
44,Martellus Bennett,# 88,TE,19,NE,82,66,80.5,799,12.1,7,75.5,77.7,73.5,81.3,72.1,608,464,76.3,118,19.4,228,37.5,98,16.1,282,46.4,462,7.0,1.72,6.0,58,3,4.3,7,4,57.1,0,0,10,36,135.7
45,Seth DeValve,# 87,TE,12,CLV,12,10,83.3,127,12.7,2,75.7,77.5,78.0,80.0,76.6,63,55,87.3,6,9.5,16,25.4,6,9.5,40,63.5,46,4.6,2.31,8.2,25,0,0.0,0,0,,0,0,3,7,150.3
45,Adam Thielen,# 19,WR,16,MIN,88,69,78.4,967,14.0,5,79.9,77.5,86.9,29.0,36.3,526,498,94.7,1,0.2,153,29.1,366,69.6,6,1.1,305,4.4,1.94,11.2,71,3,4.2,6,4,66.7,2,1,7,44,121.9
47,Amari Cooper,# 89,WR,17,OAK,137,85,62.0,"1,164",13.7,5,76.7,77.3,74.4,55.1,-,687,634,92.3,0,0.0,102,14.8,576,83.8,0,0.0,450,5.3,1.84,10.3,64,5,5.6,7,3,42.9,3,2,12,47,92.2
48,Delanie Walker,# 82,TE,15,TEN,96,65,67.7,800,12.3,7,76.0,77.1,73.5,46.9,76.4,484,427,88.2,23,4.8,273,56.4,95,19.6,111,22.9,263,4.0,1.87,10.2,47,4,5.8,3,0,0.0,3,1,11,35,104.5
49,D.J. Tialavea,# 86,TE,2,ATL,1,1,100.0,1,1.0,1,87.9,76.9,64.7,61.2,75.8,11,6,54.5,5,45.5,0,0.0,0,0.0,11,100.0,0,0.0,0.17,3.0,1,0,0.0,0,0,,0,0,0,1,118.8
50,Mohamed Sanu,# 12,WR,18,ATL,92,70,76.1,774,11.1,6,80.0,76.8,87.8,52.6,73.8,581,542,93.3,4,0.7,343,59.0,228,39.2,8,1.4,318,4.5,1.43,8.7,59,2,2.8,4,3,75.0,0,1,7,43,122.3
50,DeAndre Hopkins,# 10,WR,18,HST,155,89,57.4,"1,086",12.2,5,77.8,76.8,81.9,82.9,-,732,686,93.7,0,0.0,161,22.0,570,77.9,0,0.0,282,3.2,1.58,12.1,51,4,4.3,10,4,40.0,11,0,6,61,60.3
52,Willie Snead IV,# 83,WR,15,NO,96,72,75.0,895,12.4,4,79.6,76.7,71.0,29.5,84.7,518,487,94.0,3,0.6,396,76.4,103,19.9,11,2.1,387,5.4,1.84,7.6,49,5,6.5,2,2,100.0,3,2,10,50,104.3
53,Connor Hamlett,# 89,TE,3,CLV,1,1,100.0,17,17.0,1,66.5,76.5,64.7,61.2,38.9,20,12,60.0,7,35.0,2,10.0,1,5.0,16,80.0,0,0.0,1.42,23.0,17,0,0.0,0,0,,0,0,0,1,158.3
54,Jared Cook,# 89,TE,13,GB,81,48,59.3,606,12.6,3,76.1,76.2,56.3,34.5,77.6,360,317,88.1,23,6.4,178,49.4,53,14.7,109,30.3,196,4.1,1.91,11.4,47,5,9.4,1,0,0.0,0,1,3,32,95.0
55,Paul Richardson Jr.,# 10,WR,17,SEA,41,28,68.3,419,15.0,2,76.2,76.1,66.0,78.3,-,274,262,95.6,0,0.0,43,15.7,230,83.9,1,0.4,119,4.3,1.60,14.8,40,2,6.7,1,1,100.0,1,0,1,22,107.7
56,Jeff Heuerman,# 82,TE,12,DEN,13,9,69.2,141,15.7,0,75.2,75.8,77.3,70.6,69.1,130,90,69.2,28,21.5,17,13.1,6,4.6,107,82.3,68,7.6,1.57,8.8,31,0,0.0,1,1,100.0,0,0,2,7,105.0
56,Tyrell Williams,# 16,WR,16,SD,111,69,62.2,"1,059",15.3,7,75.6,75.8,46.6,81.3,-,599,567,94.7,0,0.0,140,23.4,458,76.5,1,0.2,449,6.5,1.87,12.2,51,9,11.5,5,2,40.0,9,0,9,48,80.9
58,Russell Shepard,# 89,WR,14,TB,39,23,59.0,341,14.8,2,78.4,75.5,73.7,75.6,-,241,227,94.2,0,0.0,59,24.5,174,72.2,7,2.9,79,3.4,1.50,14.8,24,1,4.2,1,1,100.0,2,0,2,19,83.4
58,Jack Doyle,# 84,TE,16,IND,72,59,81.9,584,9.9,5,75.1,75.5,77.0,43.4,57.0,469,371,79.1,76,16.2,217,46.3,37,7.9,167,35.6,240,4.1,1.57,6.6,24,3,4.8,1,1,100.0,2,1,4,32,112.0
60,Steve Smith,# 89,WR,14,BLT,102,70,68.6,799,11.4,5,74.5,75.4,81.9,81.5,-,493,461,93.5,0,0.0,171,34.7,320,64.9,1,0.2,286,4.1,1.73,8.8,52,3,4.1,6,5,83.3,4,0,12,39,91.9
61,Kyle Rudolph,# 82,TE,16,MIN,120,83,69.2,840,10.1,7,73.2,75.3,69.3,84.4,77.5,644,539,83.7,79,12.3,229,35.6,43,6.7,349,54.2,363,4.4,1.56,7.2,44,5,5.7,9,6,66.7,1,0,6,50,104.9
62,Jace Amaro,# 88,TE,2,TEN,4,3,75.0,59,19.7,0,80.6,75.2,70.5,65.8,-,19,18,94.7,0,0.0,12,63.2,4,21.1,3,15.8,15,5.0,3.28,13.0,26,0,0.0,2,2,100.0,0,0,0,2,116.7
63,DeVante Parker,# 11,WR,16,MIA,88,60,68.2,799,13.3,4,75.1,75.1,90.0,80.5,65.7,499,472,94.6,1,0.2,96,19.2,403,80.8,0,0.0,256,4.3,1.69,11.9,56,1,1.6,1,1,100.0,5,0,7,37,88.2
64,Kenny Britt,# 18,WR,15,LA,109,68,62.4,"1,002",14.7,5,74.0,74.8,74.0,26.8,-,529,500,94.5,0,0.0,73,13.8,456,86.2,0,0.0,297,4.4,2.00,12.3,66,4,5.6,3,3,100.0,3,2,6,47,96.2
65,Randall Cobb,# 18,WR,16,GB,104,78,75.0,870,11.2,7,74.4,74.6,91.2,58.7,73.0,628,584,93.0,4,0.6,487,77.5,112,17.8,2,0.3,448,5.7,1.49,8.1,47,0,0.0,2,1,50.0,1,0,13,48,117.9
66,Justin Hardy,# 16,WR,18,ATL,32,23,71.9,221,9.6,4,75.9,73.8,85.3,77.7,84.7,217,201,92.6,2,0.9,52,24.0,163,75.1,2,0.9,53,2.3,1.10,9.7,27,0,0.0,1,1,100.0,0,0,1,19,130.3
66,Alshon Jeffery,# 17,WR,12,CHI,92,52,56.5,821,15.8,2,74.5,73.8,66.3,79.6,-,462,439,95.0,0,0.0,81,17.5,381,82.5,0,0.0,192,3.7,1.87,14.5,54,5,8.8,8,6,75.0,7,0,1,41,61.9
68,Andre Holmes,# 18,WR,17,OAK,28,18,64.3,176,9.8,4,74.6,73.5,69.0,73.9,-,160,147,91.9,0,0.0,60,37.5,95,59.4,5,3.1,29,1.6,1.20,11.0,23,1,5.3,1,0,0.0,1,0,2,13,106.5
69,MarQueis Gray,# 48,TE,15,MIA,16,14,87.5,174,12.4,0,70.3,73.4,64.7,73.4,59.4,113,82,72.6,27,23.9,21,18.6,8,7.1,76,67.3,83,5.9,2.12,5.8,53,1,6.7,0,0,,0,0,0,7,112.0
70,Daniel Braverman,# 83,WR,3,CHI,2,0,0.0,0,,0,74.5,73.1,64.7,61.2,-,11,10,90.9,0,0.0,10,90.9,1,9.1,0,0.0,0,,0.00,8.5,0,0,,0,0,,1,0,0,0,0.0
71,Sammy Watkins,# 14,WR,8,BUF,50,28,56.0,430,15.4,2,73.7,73.0,56.1,76.1,-,235,222,94.5,0,0.0,46,19.6,188,80.0,1,0.4,48,1.7,1.94,14.6,62,3,9.7,1,0,0.0,1,0,2,20,89.6
71,Cameron Meredith,# 81,WR,14,CHI,95,66,69.5,888,13.5,4,73.7,73.0,50.5,22.6,-,456,428,93.9,0,0.0,235,51.5,220,48.2,0,0.0,294,4.5,2.07,9.9,50,8,10.8,3,3,100.0,3,3,10,43,99.8
73,Zach Ertz,# 86,TE,14,PHI,101,78,77.2,816,10.5,4,70.9,72.8,90.0,82.3,63.5,561,492,87.7,37,6.6,280,49.9,46,8.2,234,41.7,279,3.6,1.66,8.5,30,2,2.5,2,2,100.0,4,0,3,42,96.8
74,Zach Miller,# 86,TE,10,CHI,62,47,75.8,486,10.3,4,73.0,72.7,85.9,79.1,69.5,340,304,89.4,22,6.5,149,43.8,18,5.3,168,49.4,222,4.7,1.60,6.8,34,1,2.1,7,6,85.7,1,0,7,28,112.7
74,Brandin Cooks,# 10,WR,16,NO,113,78,69.0,"1,173",15.0,8,73.0,72.7,83.9,63.3,-,644,611,94.9,0,0.0,238,37.0,402,62.4,1,0.2,367,4.7,1.92,13.3,98,4,4.9,3,1,33.3,2,1,3,44,119.1
76,Davante Adams,# 17,WR,19,GB,142,91,64.1,"1,214",13.3,14,72.6,72.6,53.8,30.1,-,788,746,94.7,0,0.0,158,20.1,609,77.3,1,0.1,492,5.4,1.63,11.8,66,9,9.0,2,1,50.0,5,2,14,57,109.3
77,Marquess Wilson,# 10,WR,3,CHI,16,9,56.3,160,17.8,1,74.6,72.4,38.7,70.6,-,68,63,92.6,0,0.0,7,10.3,61,89.7,0,0.0,45,5.0,2.54,18.3,35,2,18.2,0,0,,1,0,0,8,85.4
78,DeSean Jackson,# 11,WR,15,WAS,89,56,62.9,"1,005",17.9,4,73.0,72.0,61.2,79.9,-,520,493,94.8,0,0.0,159,30.6,361,69.4,0,0.0,277,4.9,2.04,16.9,80,6,9.7,3,2,66.7,2,0,3,35,107.2
79,Jacob Tamme,# 83,TE,8,ATL,30,22,73.3,210,9.5,3,70.4,71.9,85.1,75.0,67.1,218,186,85.3,26,11.9,68,31.2,22,10.1,112,51.4,94,4.3,1.13,6.7,19,0,0.0,1,1,100.0,1,0,4,13,111.8
80,Kendall Wright,# 13,WR,11,TEN,41,29,70.7,416,14.3,3,72.1,71.5,76.7,77.5,65.4,241,226,93.8,1,0.4,213,88.4,27,11.2,0,0.0,122,4.2,1.84,11.0,48,2,6.5,1,1,100.0,2,0,2,18,107.4
80,Terrance Williams,# 83,WR,17,DAL,67,48,71.6,662,13.8,4,73.0,71.5,78.4,35.3,60.9,512,483,94.3,1,0.2,65,12.7,439,85.7,5,1.0,183,3.8,1.37,12.7,47,2,4.0,5,4,80.0,0,1,6,38,122.9
80,Robert Woods,# 10,WR,13,BUF,71,51,71.8,613,12.0,1,71.4,71.5,59.3,79.7,-,382,356,93.2,0,0.0,193,50.5,185,48.4,3,0.8,127,2.5,1.72,11.3,34,3,5.6,4,4,100.0,1,0,3,32,96.7
80,Golden Tate,# 15,WR,17,DET,136,94,69.1,"1,102",11.7,4,70.6,71.5,64.6,42.5,-,679,641,94.4,0,0.0,182,26.8,493,72.6,1,0.1,632,6.7,1.72,8.3,67,8,7.8,2,2,100.0,3,1,23,47,94.1
84,Eric Ebron,# 85,TE,14,DET,91,63,69.2,734,11.7,1,65.4,71.4,42.7,80.9,80.8,555,495,89.2,27,4.9,163,29.4,59,10.6,333,60.0,279,4.4,1.48,8.3,61,9,12.5,9,6,66.7,3,0,4,39,83.3
85,Marvin Jones Jr.,# 11,WR,16,DET,107,59,55.1,"1,011",17.1,4,72.5,71.3,44.3,80.3,-,657,615,93.6,0,0.0,64,9.7,593,90.3,0,0.0,244,4.1,1.64,14.5,73,7,10.6,8,4,50.0,0,0,6,45,99.9
86,Donte Moncrief,# 10,WR,9,IND,54,30,55.6,307,10.2,7,73.4,71.2,68.2,76.9,-,309,295,95.5,0,0.0,73,23.6,234,75.7,1,0.3,75,2.5,1.04,11.0,39,2,6.3,3,2,66.7,2,0,3,22,96.2
87,Antonio Gates,# 85,TE,14,SD,85,53,62.4,548,10.3,7,73.2,71.1,52.7,38.1,56.6,440,389,88.4,25,5.7,253,57.5,88,20.0,90,20.5,191,3.6,1.41,8.6,27,7,11.7,0,0,,3,1,5,34,93.7
88,Aldrick Robinson,# 19,WR,19,ATL,34,20,58.8,323,16.2,2,73.9,71.0,59.5,75.7,-,174,165,94.8,0,0.0,36,20.7,137,78.7,1,0.6,81,4.1,1.96,13.5,59,2,9.1,2,1,50.0,0,0,1,14,110.3
89,Ted Ginn Jr.,# 19,WR,16,CAR,89,54,60.7,752,13.9,4,69.2,70.9,48.3,90.0,-,461,432,93.7,0,0.0,83,18.0,378,82.0,0,0.0,194,3.6,1.74,13.5,88,7,11.5,5,2,40.0,5,0,5,27,79.4
89,Mike Wallace,# 17,WR,16,BLT,109,72,66.1,"1,017",14.1,4,70.2,70.9,64.9,82.2,-,618,585,94.7,0,0.0,119,19.3,496,80.3,2,0.3,416,5.8,1.74,12.3,95,7,8.9,7,4,57.1,3,1,8,42,96.8
91,Marqise Lee,# 11,WR,16,JAX,101,63,62.4,851,13.5,3,71.9,70.8,66.8,85.8,-,588,550,93.5,0,0.0,59,10.0,528,89.8,1,0.2,351,5.6,1.55,11.7,51,6,8.7,1,0,0.0,5,0,11,44,78.4
92,Dontrelle Inman,# 15,WR,16,SD,89,58,65.2,810,14.0,4,72.3,70.7,70.3,80.6,67.2,612,577,94.3,2,0.3,379,61.9,231,37.7,2,0.3,221,3.8,1.40,11.4,57,4,6.5,2,1,50.0,4,0,3,37,90.6
93,Damiere Byrd,# 18,WR,1,CAR,1,1,100.0,16,16.0,0,71.9,70.3,64.7,65.3,-,6,6,100.0,0,0.0,0,0.0,6,100.0,0,0.0,4,4.0,2.67,12.0,16,0,0.0,0,0,,0,0,0,1,118.8
94,John Brown,# 12,WR,15,ARZ,66,39,59.1,517,13.3,2,71.4,70.2,90.1,53.7,-,426,394,92.5,0,0.0,194,45.5,232,54.5,0,0.0,111,2.8,1.31,14.6,30,1,2.5,9,4,44.4,4,0,2,28,68.8
95,Eric Decker,# 87,WR,3,NYJ,20,9,45.0,194,21.6,2,71.5,70.1,58.9,71.1,-,131,121,92.4,0,0.0,80,61.1,51,38.9,0,0.0,31,3.4,1.60,17.1,35,1,10.0,3,1,33.3,1,0,0,9,92.5
96,Vance McDonald,# 89,TE,11,SF,43,24,55.8,391,16.3,4,68.7,70.0,51.6,75.3,68.8,269,234,87.0,22,8.2,51,19.0,4,1.5,207,77.0,209,8.7,1.67,10.3,75,3,11.1,0,0,,1,0,3,13,107.8
96,Kenny Stills,# 10,WR,17,MIA,80,47,58.8,808,17.2,9,68.8,70.0,70.9,79.1,-,536,514,95.9,0,0.0,214,39.9,322,60.1,0,0.0,191,4.1,1.57,15.4,74,3,6.0,3,0,0.0,5,0,5,35,104.6
98,Gerald Christian,# 87,TE,3,BUF,2,1,50.0,14,14.0,0,73.4,69.7,64.7,61.2,72.9,11,7,63.6,3,27.3,2,18.2,1,9.1,8,72.7,9,9.0,2.00,10.0,14,0,0.0,0,0,,0,0,1,1,72.9
99,Jordan Matthews,# 81,WR,14,PHI,109,73,67.0,804,11.0,3,67.7,69.6,58.6,58.8,-,522,490,93.9,0,0.0,346,66.3,170,32.6,6,1.1,237,3.2,1.64,10.4,54,7,8.8,3,1,33.3,0,1,3,37,97.8
100,Deonte Thompson,# 14,WR,13,CHI,36,22,61.1,249,11.3,2,70.5,69.5,73.5,50.4,-,194,176,90.7,0,0.0,20,10.3,174,89.7,0,0.0,43,2.0,1.41,14.4,24,1,4.3,0,0,,0,0,4,18,100.3
101,Marcedes Lewis,# 89,TE,10,JAX,28,20,71.4,169,8.5,1,66.2,69.1,83.6,74.4,71.3,167,121,72.5,38,22.8,34,20.4,7,4.2,126,75.4,113,5.7,1.40,4.8,37,0,0.0,1,0,0.0,0,0,4,10,98.7
101,Jason Witten,# 82,TE,17,DAL,100,75,75.0,732,9.8,4,68.8,69.1,82.7,50.8,57.4,592,475,80.2,88,14.9,275,46.5,32,5.4,273,46.1,265,3.5,1.54,7.2,35,3,3.8,6,6,100.0,1,1,8,38,104.3
