RANK,PLAYER,#,POS,#G,TEAM,TGT,REC,REC%,YDS,Y/REC,TD,OFF,RECV,DROP,FUM,PBLK,PASS,RECV,RT%,PBLK,PB%,SLOT,SLT%,WIDE,WID%,INL,INL%,YAC,YAC/REC,Y/RR,ADOT,LNG,DRP,DRP%,CTT,CTC,CTC%,INT,FUM,MTF,1ST,RTG
11,A.J. Green,# 18,WR,13,CIN,109,69,63.3,"1,041",15.1,6,84.7,86.8,81.6,23.6,-,380,352,92.6,0,0.0,57,15.0,322,84.7,1,0.3,312,4.5,2.96,13.8,81,4,5.5,0,0,,6,2,10,47,90.0
12,Randall Cobb,# 18,WR,18,GB,145,106,73.1,"1,465",13.8,13,84.6,86.7,64.4,50.0,-,690,647,93.8,0,0.0,602,87.2,62,9.0,0,0.0,669,6.3,2.26,9.3,70,8,7.0,0,0,,2,1,20,80,129.2
13,Tyler Eifert,# 85,TE,1,CIN,3,3,100.0,37,12.3,0,90.3,86.4,70.5,65.8,-,6,6,100.0,0,0.0,2,33.3,0,0.0,4,66.7,10,3.3,6.17,9.0,20,0,0.0,0,0,,0,0,1,2,118.1
14,Jordy Nelson,# 87,WR,18,GB,159,105,66.0,"1,612",15.4,13,86.9,85.5,46.3,85.6,-,686,643,93.7,0,0.0,158,23.0,527,76.8,1,0.1,541,5.2,2.51,12.0,80,10,8.7,0,0,,1,0,14,77,124.0
15,Mike Evans,# 13,WR,15,TB,116,68,58.6,"1,051",15.5,12,84.6,84.0,80.8,81.3,-,544,510,93.8,0,0.0,151,27.8,393,72.2,0,0.0,170,2.5,2.06,15.8,56,4,5.6,0,0,,6,0,8,46,101.6
16,Travis Kelce,# 87,TE,16,KC,81,67,82.7,862,12.9,6,84.7,83.6,74.6,22.8,70.5,431,379,87.9,29,6.7,164,38.1,90,20.9,172,39.9,503,7.5,2.27,6.2,34,4,5.6,0,0,,0,4,17,46,135.7
16,DeAndre Hopkins,# 10,WR,16,HST,120,76,63.3,"1,210",15.9,6,84.0,83.6,84.6,28.6,83.2,576,534,92.7,3,0.5,174,30.2,399,69.3,3,0.5,384,5.1,2.27,13.4,76,3,3.8,0,0,,6,2,7,57,92.7
18,Greg Olsen,# 88,TE,18,CAR,131,91,69.5,"1,103",12.1,6,84.2,83.2,84.3,56.0,72.4,717,594,82.8,83,11.6,340,47.4,93,13.0,211,29.4,396,4.4,1.86,8.8,38,4,4.2,0,0,,3,1,2,60,100.8
19,Michael Campanaro,# 15,WR,5,BLT,13,11,84.6,141,12.8,1,86.3,83.0,78.7,74.7,-,50,48,96.0,0,0.0,37,74.0,13,26.0,0,0.0,56,5.1,2.94,8.2,19,0,0.0,0,0,,0,0,1,7,137.5
20,Steve Johnson,# 13,WR,13,SF,49,35,71.4,435,12.4,3,83.5,82.6,71.7,81.3,-,225,203,90.2,0,0.0,73,32.4,151,67.1,1,0.4,184,5.3,2.14,10.1,32,2,5.4,0,0,,2,0,5,24,102.0
21,T.Y. Hilton,# 13,WR,18,IND,149,93,62.4,"1,557",16.7,7,83.2,82.1,53.9,25.9,-,716,676,94.4,0,0.0,280,39.1,435,60.8,1,0.1,421,4.5,2.30,14.5,73,10,9.7,0,0,,4,3,5,73,102.1
22,Andrew Hawkins,# 16,WR,15,CLV,101,63,62.4,824,13.1,2,83.5,81.9,72.8,81.3,66.3,429,406,94.6,1,0.2,245,57.1,177,41.3,2,0.5,404,6.4,2.03,8.6,65,4,6.0,0,0,,3,0,11,44,82.3
23,Phillip Supernaw,# 84,TE,4,BLT,3,3,100.0,30,10.0,0,69.6,81.4,72.4,66.3,29.2,17,11,64.7,6,35.3,2,11.8,1,5.9,13,76.5,23,7.7,2.73,2.3,29,0,0.0,0,0,,0,0,1,1,108.3
24,Zach Ertz,# 86,TE,16,PHI,86,58,67.4,702,12.1,3,80.9,81.1,76.2,44.7,45.8,444,397,89.4,26,5.9,192,43.2,50,11.3,198,44.6,230,4.0,1.77,10.9,35,2,3.3,0,0,,3,1,4,42,89.4
25,Golden Tate,# 15,WR,17,DET,145,105,72.4,"1,420",13.5,5,80.0,80.5,78.3,61.4,-,709,670,94.5,0,0.0,414,58.4,280,39.5,12,1.7,758,7.2,2.12,8.3,73,6,5.4,0,0,,4,1,20,62,103.2
26,Jeremy Maclin,# 18,WR,16,PHI,140,85,60.7,"1,318",15.5,10,80.3,80.3,90.8,83.0,-,657,622,94.7,0,0.0,138,21.0,513,78.1,1,0.2,511,6.0,2.12,13.9,72,1,1.2,0,0,,7,0,8,56,94.9
27,Jason Witten,# 82,TE,18,DAL,101,75,74.3,837,11.2,5,83.6,79.8,77.2,84.0,81.1,614,510,83.1,70,11.4,335,54.6,7,1.1,261,42.5,286,3.8,1.64,8.9,34,4,5.1,0,0,,2,0,1,56,106.7
28,Anquan Boldin,# 81,WR,16,SF,121,83,68.6,"1,062",12.8,5,79.3,79.2,55.0,84.7,-,592,544,91.9,0,0.0,370,62.5,214,36.1,5,0.8,403,4.9,1.95,9.6,76,10,10.8,0,0,,2,0,12,56,102.7
29,Josh Gordon,# 12,WR,5,CLV,44,24,54.5,303,12.6,0,78.4,78.6,64.3,75.9,-,145,137,94.5,0,0.0,14,9.7,131,90.3,0,0.0,168,7.0,2.21,11.7,32,2,7.7,0,0,,3,0,2,16,47.8
29,Owen Daniels,# 81,TE,17,BLT,88,56,63.6,638,11.4,5,73.8,78.6,68.9,80.1,57.9,565,472,83.5,58,10.3,106,18.8,7,1.2,449,79.5,230,4.1,1.35,8.6,39,5,8.2,0,0,,3,0,4,40,90.1
31,Damian Williams,# 10,WR,1,SL,1,1,100.0,14,14.0,0,88.1,78.3,64.7,61.2,-,1,1,100.0,0,0.0,1,100.0,0,0.0,0,0.0,2,2.0,14.00,12.0,14,0,0.0,0,0,,0,0,0,1,118.8
31,Martellus Bennett,# 83,TE,16,CHI,125,90,72.0,916,10.2,6,79.5,78.3,54.8,83.1,59.4,672,551,82.0,82,12.2,294,43.8,81,12.1,272,40.5,471,5.2,1.66,6.5,37,8,8.2,0,0,,6,0,25,44,88.6
33,Kenny Stills,# 84,WR,15,NO,80,63,78.8,931,14.8,3,78.4,78.2,71.3,56.3,-,474,456,96.2,0,0.0,85,17.9,384,81.0,3,0.6,190,3.0,2.04,12.6,69,4,6.0,0,0,,3,1,3,47,112.0
34,Steve Smith,# 89,WR,18,BLT,139,87,62.6,"1,213",13.9,7,79.0,77.6,62.0,35.3,-,601,555,92.3,0,0.0,99,16.5,501,83.4,1,0.2,400,4.6,2.19,11.7,80,8,8.4,0,0,,3,2,23,51,98.4
34,Julian Edelman,# 11,WR,17,NE,159,118,74.2,"1,253",10.6,5,78.0,77.6,48.8,28.9,73.3,696,647,93.0,2,0.3,288,41.4,400,57.5,5,0.7,568,4.8,1.94,7.7,69,13,9.9,0,0,,2,3,18,67,102.0
36,Jarvis Landry,# 14,WR,16,MIA,105,84,80.0,758,9.0,5,78.0,77.2,90.2,30.0,-,465,432,92.9,0,0.0,361,77.6,89,19.1,2,0.4,451,5.4,1.75,5.0,25,2,2.3,0,0,,4,1,11,48,96.7
37,Eric Decker,# 87,WR,15,NYJ,110,74,67.3,962,13.0,5,78.3,77.0,54.6,83.9,-,476,454,95.4,0,0.0,73,15.3,403,84.7,0,0.0,328,4.4,2.12,11.3,74,8,9.8,0,0,,4,0,3,47,94.6
38,Dwayne Harris,# 17,WR,18,DAL,12,8,66.7,121,15.1,0,75.5,76.9,78.0,66.7,65.5,51,46,90.2,1,2.0,9,17.6,39,76.5,1,2.0,43,5.4,2.63,9.9,56,0,0.0,0,0,,0,0,3,3,99.7
38,Doug Baldwin,# 89,WR,19,SEA,104,76,73.1,972,12.8,5,78.4,76.9,71.6,60.6,66.5,611,583,95.4,3,0.5,362,59.2,243,39.8,6,1.0,394,5.2,1.67,9.5,49,4,5.0,0,0,,2,0,11,50,109.9
40,Ladarius Green,# 89,TE,14,SD,23,19,82.6,226,11.9,0,78.6,76.6,71.1,74.6,74.9,151,123,81.5,18,11.9,77,51.0,13,8.6,56,37.1,119,6.3,1.84,6.8,28,1,5.0,0,0,,0,0,1,12,107.6
40,DeSean Jackson,# 11,WR,15,WAS,87,56,64.4,"1,169",20.9,6,74.9,76.6,68.7,81.0,-,512,479,93.6,0,0.0,140,27.3,369,72.1,0,0.0,476,8.5,2.44,15.1,81,4,6.7,0,0,,3,0,4,35,116.4
42,Adrien Robinson,# 81,TE,9,NYG,7,5,71.4,50,10.0,1,76.9,76.5,46.3,68.0,64.9,24,21,87.5,1,4.2,3,12.5,0,0.0,21,87.5,52,10.4,2.38,3.7,29,1,16.7,0,0,,0,0,2,3,131.0
43,Rueben Randle,# 82,WR,16,NYG,122,71,58.2,938,13.2,3,76.9,76.3,77.0,81.9,-,626,594,94.9,0,0.0,31,5.0,595,95.0,0,0.0,227,3.2,1.58,12.6,49,4,5.3,0,0,,5,0,13,48,73.7
43,Alshon Jeffery,# 17,WR,16,CHI,135,85,63.0,"1,133",13.3,10,76.7,76.3,66.5,57.0,70.2,667,622,93.3,1,0.1,134,20.1,524,78.6,7,1.0,483,5.7,1.82,11.7,74,5,5.6,0,0,,3,0,6,60,105.0
45,Josh Hill,# 89,TE,16,NO,20,14,70.0,176,12.6,5,72.6,76.1,65.3,72.7,73.5,125,77,61.6,41,32.8,8,6.4,14,11.2,84,67.2,95,6.8,2.29,7.2,37,1,6.7,0,0,,0,0,0,9,136.7
46,Vincent Jackson,# 83,WR,16,TB,138,70,50.7,"1,002",14.3,2,75.7,75.1,57.5,48.1,-,621,579,93.2,0,0.0,150,24.2,471,75.8,0,0.0,159,2.3,1.73,15.0,50,7,9.1,0,0,,6,1,6,50,61.3
47,Miles Austin,# 19,WR,12,CLV,67,47,70.1,568,12.1,2,75.3,74.9,64.4,79.2,64.9,330,313,94.8,1,0.3,83,25.2,243,73.6,4,1.2,199,4.2,1.81,9.3,31,4,7.8,0,0,,1,0,1,35,99.6
47,Percy Harvin,# 16,WR,13,NYJ,76,51,67.1,483,9.5,1,75.9,74.9,73.7,29.0,-,317,301,95.0,0,0.0,118,37.2,173,54.6,3,0.9,261,5.1,1.60,7.7,45,3,5.6,0,0,,3,1,8,23,72.4
47,Larry Fitzgerald,# 11,WR,15,ARZ,107,66,61.7,815,12.3,2,77.2,74.9,90.3,49.6,68.7,583,537,92.1,7,1.2,352,60.4,224,38.4,7,1.2,342,5.2,1.52,10.1,80,1,1.5,0,0,,2,1,12,41,83.7
47,Keenan Allen,# 13,WR,14,SD,112,77,68.8,783,10.2,4,76.1,74.9,83.4,58.4,-,527,495,93.9,0,0.0,80,15.2,447,84.8,0,0.0,311,4.0,1.58,8.8,35,4,4.9,0,0,,6,1,12,41,78.1
51,Kenny Britt,# 81,WR,16,SL,81,48,59.3,748,15.6,3,74.6,74.8,71.1,79.5,-,500,465,93.0,0,0.0,57,11.4,442,88.4,1,0.2,167,3.5,1.61,16.3,63,3,5.9,0,0,,5,0,2,33,76.6
52,Troy Niklas,# 87,TE,6,ARZ,3,3,100.0,38,12.7,0,56.0,74.7,70.5,65.8,75.4,24,18,75.0,6,25.0,3,12.5,0,0.0,21,87.5,18,6.0,2.11,6.7,17,0,0.0,0,0,,0,0,0,2,118.8
52,Daniel Fells,# 85,TE,16,NYG,20,16,80.0,188,11.8,4,78.9,74.7,81.7,26.3,64.4,160,129,80.6,23,14.4,38,23.8,9,5.6,98,61.3,87,5.4,1.46,7.9,27,0,0.0,0,0,,0,1,3,13,145.4
52,Martavis Bryant,# 10,WR,11,PIT,57,31,54.4,610,19.7,9,75.1,74.7,49.9,77.7,60.9,256,243,94.9,1,0.4,41,16.0,213,83.2,2,0.8,208,6.7,2.51,18.7,94,4,11.4,0,0,,1,0,1,19,124.3
55,Coby Fleener,# 80,TE,19,IND,97,58,59.8,871,15.0,8,72.1,74.5,48.8,80.4,36.0,639,556,87.0,49,7.7,251,39.3,64,10.0,306,47.9,325,5.6,1.57,11.2,73,7,10.8,0,0,,3,0,3,46,103.9
55,Kelvin Benjamin,# 13,WR,18,CAR,158,84,53.2,"1,116",13.3,11,75.0,74.5,35.8,53.5,-,641,605,94.4,0,0.0,77,12.0,564,88.0,0,0.0,210,2.5,1.84,14.6,51,12,12.5,0,0,,3,1,9,58,91.1
57,Charles Clay,# 42,TE,14,MIA,81,58,71.6,605,10.4,3,77.1,74.3,75.4,80.1,58.3,478,387,81.0,67,14.0,196,41.0,10,2.1,252,52.7,260,4.5,1.56,7.6,41,2,3.3,0,0,,0,0,12,31,105.2
58,Andre Johnson,# 80,WR,15,HST,141,85,60.3,936,11.0,3,75.3,74.2,55.5,24.8,-,517,485,93.8,0,0.0,95,18.4,417,80.7,2,0.4,383,4.5,1.93,9.7,35,9,9.6,0,0,,3,3,6,49,78.2
59,Mike Wallace,# 11,WR,16,MIA,108,67,62.0,862,12.9,10,72.6,74.0,67.5,27.4,-,534,500,93.6,0,0.0,108,20.2,422,79.0,1,0.2,246,3.7,1.72,14.6,50,4,5.6,0,0,,1,1,9,47,114.0
60,Brian Quick,# 83,WR,7,SL,37,25,67.6,375,15.0,3,72.6,73.9,63.4,75.8,-,205,194,94.6,0,0.0,15,7.3,190,92.7,0,0.0,75,3.0,1.93,16.3,51,2,7.4,0,0,,1,0,1,20,116.4
60,Malcom Floyd,# 80,WR,16,SD,86,52,60.5,856,16.5,6,74.6,73.9,87.4,79.6,-,639,597,93.4,0,0.0,123,19.2,516,80.8,0,0.0,137,2.6,1.43,18.1,59,1,1.9,0,0,,3,0,1,39,102.7
62,Stedman Bailey,# 12,WR,14,SL,43,30,69.8,435,14.5,1,74.8,73.5,70.3,81.4,-,294,274,93.2,0,0.0,136,46.3,153,52.0,2,0.7,182,6.1,1.59,12.0,38,3,9.1,0,0,,0,0,8,19,110.1
63,Cooper Helfet,# 84,TE,11,SEA,24,12,50.0,185,15.4,2,71.9,73.4,61.8,80.0,33.4,150,128,85.3,19,12.7,30,20.0,18,12.0,99,66.0,68,5.7,1.45,10.3,36,1,7.7,0,0,,0,0,1,9,103.6
63,Antonio Gates,# 85,TE,16,SD,98,69,70.4,821,11.9,12,72.4,73.4,80.8,47.6,58.9,576,523,90.8,13,2.3,362,62.8,95,16.5,119,20.7,260,3.8,1.57,10.0,34,2,2.8,0,0,,5,1,3,44,114.0
63,Jimmy Graham,# 80,TE,16,NO,121,85,70.2,889,10.5,10,74.7,73.4,51.6,54.8,62.9,576,522,90.6,27,4.7,247,42.9,160,27.8,167,29.0,294,3.5,1.70,8.6,29,8,8.6,0,0,,3,2,7,54,108.5
66,Corey Washington,# 88,WR,8,NYG,7,5,71.4,52,10.4,1,74.1,73.1,73.4,68.0,-,34,32,94.1,0,0.0,0,0.0,34,100.0,0,0.0,13,2.6,1.63,10.7,20,0,0.0,0,0,,0,0,0,4,132.1
67,Jordan Matthews,# 81,WR,16,PHI,98,67,68.4,876,13.1,8,72.2,72.8,67.5,81.0,-,512,485,94.7,0,0.0,474,92.6,33,6.4,3,0.6,399,6.0,1.81,9.4,44,5,6.9,0,0,,1,0,9,42,119.3
68,Dontrelle Inman,# 15,WR,2,SD,16,12,75.0,158,13.2,0,74.7,72.6,61.8,71.9,70.2,88,82,93.2,1,1.1,7,8.0,80,90.9,1,1.1,17,1.4,1.93,12.8,28,1,7.7,0,0,,1,0,1,7,79.7
68,Taylor Gabriel,# 18,WR,16,CLV,71,38,53.5,633,16.7,1,74.7,72.6,56.5,79.4,-,356,333,93.5,0,0.0,80,22.5,273,76.7,1,0.3,289,7.6,1.90,14.2,70,4,9.5,0,0,,2,0,5,26,76.8
70,Jaron Brown,# 13,WR,16,ARZ,33,22,66.7,229,10.4,2,73.9,72.5,52.9,25.9,-,138,127,92.0,0,0.0,71,51.4,66,47.8,1,0.7,59,2.7,1.80,10.3,26,3,12.0,0,0,,2,1,4,14,81.5
71,Zach Miller,# 86,TE,3,SEA,7,6,85.7,76,12.7,0,65.2,72.0,74.6,68.8,73.2,96,69,71.9,25,26.0,26,27.1,3,3.1,65,67.7,34,5.7,1.10,6.7,24,0,0.0,0,0,,0,0,1,3,111.9
72,Brandon Marshall,# 15,WR,13,CHI,101,61,60.4,721,11.8,8,74.8,71.9,60.3,45.8,77.0,515,481,93.4,2,0.4,250,48.5,263,51.1,2,0.4,228,3.7,1.50,12.3,47,6,9.0,0,0,,4,1,10,41,92.1
73,Aaron Dobson,# 17,WR,4,NE,5,3,60.0,38,12.7,0,67.9,71.7,70.5,65.8,-,29,27,93.1,0,0.0,6,20.7,23,79.3,0,0.0,22,7.3,1.41,10.0,16,0,0.0,0,0,,0,0,0,2,83.8
74,Jordan Reed,# 86,TE,11,WAS,65,50,76.9,465,9.3,0,70.2,71.5,79.0,37.1,48.1,284,246,86.6,22,7.7,94,33.1,74,26.1,104,36.6,274,5.5,1.89,4.7,30,2,3.8,0,0,,1,1,10,24,89.6
75,Eddie Royal,# 11,WR,16,SD,86,62,72.1,778,12.5,7,72.4,71.4,58.6,55.8,-,547,516,94.3,0,0.0,472,86.3,72,13.2,1,0.2,366,5.9,1.51,10.4,47,6,8.8,0,0,,2,1,8,39,117.3
75,Brandon LaFell,# 19,WR,19,NE,133,87,65.4,"1,072",12.3,9,72.6,71.4,66.3,56.8,61.6,715,670,93.7,1,0.1,127,17.8,588,82.2,0,0.0,396,4.6,1.60,11.2,56,7,7.4,0,0,,2,1,13,56,106.5
77,Harry Douglas,# 83,WR,12,ATL,72,51,70.8,556,10.9,2,70.1,71.2,80.1,82.6,67.3,418,394,94.3,2,0.5,262,62.7,154,36.8,2,0.5,241,4.7,1.41,8.7,41,2,3.8,0,0,,4,0,4,28,79.4
77,Greg Jennings,# 15,WR,16,MIN,88,59,67.0,742,12.6,6,71.9,71.2,64.7,43.4,-,595,564,94.8,0,0.0,396,66.6,199,33.4,0,0.0,209,3.5,1.32,11.4,38,5,7.8,0,0,,3,1,5,40,101.6
79,Kamar Aiken,# 11,WR,17,BLT,35,26,74.3,290,11.2,4,69.8,71.1,64.3,75.7,18.7,187,172,92.0,2,1.1,66,35.3,117,62.6,4,2.1,77,3.0,1.69,11.8,24,2,7.1,0,0,,0,0,1,16,136.6
80,Dennis Pitta,# 88,TE,3,BLT,20,16,80.0,125,7.8,0,67.9,70.9,68.5,73.8,61.3,106,90,84.9,13,12.3,37,34.9,2,1.9,67,63.2,61,3.8,1.39,5.1,24,1,5.9,0,0,,0,0,1,7,92.7
81,Jared Cook,# 89,TE,16,SL,91,52,57.1,650,12.5,3,72.5,70.8,62.4,80.3,73.2,454,403,88.8,27,5.9,245,54.0,38,8.4,152,33.5,278,5.3,1.61,9.1,59,5,8.8,0,0,,4,0,4,32,72.1
82,Ricardo Lockette,# 83,WR,18,SEA,23,17,73.9,285,16.8,2,69.8,70.7,69.0,74.7,-,133,129,97.0,0,0.0,14,10.5,117,88.0,2,1.5,88,5.2,2.21,12.9,48,1,5.6,0,0,,1,0,1,11,126.2
82,Torrey Smith,# 82,WR,18,BLT,101,54,53.5,857,15.9,12,71.5,70.7,29.4,79.9,-,572,528,92.3,0,0.0,114,19.9,458,80.1,0,0.0,178,3.3,1.62,16.8,53,11,16.9,0,0,,8,0,7,42,88.6
84,Kevin Norwood,# 81,WR,10,SEA,11,9,81.8,102,11.3,0,66.9,70.6,78.0,71.1,-,82,78,95.1,0,0.0,50,61.0,32,39.0,0,0.0,42,4.7,1.31,10.6,31,0,0.0,0,0,,0,0,2,5,105.3
84,Kendall Wright,# 13,WR,14,TEN,86,57,66.3,715,12.5,6,70.8,70.6,89.0,44.5,-,478,455,95.2,0,0.0,356,74.5,119,24.9,0,0.0,376,6.6,1.57,9.1,48,1,1.7,0,0,,2,1,15,34,105.5
86,Griff Whalen,# 17,WR,5,IND,2,2,100.0,23,11.5,0,71.0,70.5,70.5,26.6,-,23,18,78.3,0,0.0,6,26.1,17,73.9,0,0.0,0,0.0,1.28,11.5,18,0,0.0,0,0,,0,0,0,2,114.6
86,Julius Thomas,# 80,TE,14,DEN,67,49,73.1,542,11.1,12,74.7,70.5,57.1,36.4,77.4,486,366,75.3,99,20.4,62,12.8,129,26.5,287,59.1,187,3.8,1.48,7.3,35,4,7.5,0,0,,2,1,2,32,123.9
88,Brandon Williams,# 86,TE,7,CAR,6,4,66.7,44,11.0,0,57.1,70.3,72.1,67.0,22.2,29,24,82.8,4,13.8,7,24.1,8,27.6,10,34.5,8,2.0,1.83,11.0,16,0,0.0,0,0,,1,0,1,4,48.6
88,Cole Beasley,# 11,WR,18,DAL,59,44,74.6,521,11.8,4,70.6,70.3,78.1,24.4,-,369,347,94.0,0,0.0,337,91.3,32,8.7,0,0.0,311,7.1,1.50,6.7,45,1,2.2,0,0,,0,2,11,31,123.6
90,Crockett Gillmore,# 80,TE,16,BLT,15,12,80.0,151,12.6,2,74.7,70.1,48.0,80.0,68.4,198,127,64.1,62,31.3,10,5.1,3,1.5,185,93.4,85,7.1,1.19,6.1,22,2,14.3,0,0,,0,0,0,9,148.2
90,Delanie Walker,# 82,TE,15,TEN,100,63,63.0,890,14.1,4,74.1,70.1,53.1,26.2,72.4,532,481,90.4,24,4.5,299,56.2,72,13.5,153,28.8,414,6.6,1.85,9.8,68,6,8.7,0,0,,7,2,18,35,75.8
92,Lance Kendricks,# 88,TE,16,SL,36,27,75.0,259,9.6,5,71.1,70.0,75.5,75.9,56.6,277,206,74.4,55,19.9,75,27.1,6,2.2,175,63.2,103,3.8,1.26,6.1,23,1,3.6,0,0,,1,0,1,17,122.6
92,Pierre Garcon,# 88,WR,16,WAS,99,68,68.7,752,11.1,3,70.4,70.0,90.3,81.3,-,583,543,93.1,0,0.0,83,14.2,500,85.8,0,0.0,349,5.1,1.38,9.7,70,2,2.9,0,0,,4,0,11,32,84.2
94,Donte Moncrief,# 10,WR,19,IND,57,37,64.9,530,14.3,4,71.2,69.9,72.7,78.6,-,353,330,93.5,0,0.0,84,23.8,269,76.2,0,0.0,224,6.1,1.61,13.6,79,2,5.1,0,0,,2,0,5,19,103.7
95,Jarius Wright,# 17,WR,16,MIN,60,42,70.0,588,14.0,2,70.8,69.8,52.3,79.4,-,382,361,94.5,0,0.0,90,23.6,290,75.9,2,0.5,336,8.0,1.63,10.5,87,5,10.6,0,0,,2,0,5,25,98.5
95,Dwayne Bowe,# 82,WR,15,KC,90,60,66.7,754,12.6,0,71.7,69.8,51.9,46.5,-,509,479,94.1,0,0.0,128,25.1,377,74.1,2,0.4,238,4.0,1.57,9.2,37,7,10.4,0,0,,1,2,6,41,87.9
97,Brenton Bersin,# 11,WR,17,CAR,21,15,71.4,168,11.2,1,70.1,69.4,66.7,84.8,-,117,109,93.2,0,0.0,26,22.2,90,76.9,1,0.9,48,3.2,1.54,10.3,29,1,6.3,0,0,,1,0,1,12,91.0
97,Albert Wilson,# 12,WR,7,KC,25,16,64.0,260,16.3,0,68.4,69.4,52.8,73.3,-,172,161,93.6,0,0.0,23,13.4,149,86.6,0,0.0,120,7.5,1.61,10.3,48,2,11.1,0,0,,1,0,6,12,82.1
97,John Brown,# 12,WR,17,ARZ,99,52,52.5,730,14.0,5,69.3,69.4,73.5,80.2,-,527,487,92.4,0,0.0,222,42.1,304,57.7,0,0.0,196,3.8,1.50,15.2,75,3,5.5,0,0,,2,0,1,32,85.0
100,Roddy White,# 84,WR,14,ATL,122,80,65.6,921,11.5,7,68.5,69.3,47.3,24.1,55.9,620,590,95.2,1,0.2,162,26.1,457,73.7,1,0.2,185,2.3,1.56,10.5,39,10,11.1,0,0,,4,3,0,55,93.6
101,Heath Miller,# 83,TE,17,PIT,98,72,73.5,842,11.7,3,72.6,69.2,62.1,28.0,54.6,730,549,75.2,148,20.3,128,17.5,13,1.8,580,79.5,375,5.2,1.53,7.6,49,7,8.9,0,0,,1,2,2,45,105.1
102,Taylor Thompson,# 84,TE,3,TEN,4,2,50.0,24,12.0,0,64.6,69.1,68.3,64.0,-,19,19,100.0,0,0.0,10,52.6,1,5.3,8,42.1,11,5.5,1.26,15.0,13,1,33.3,0,0,,0,0,0,2,68.8
102,Chase Ford,# 86,TE,11,MIN,30,23,76.7,258,11.2,1,72.1,69.1,62.7,80.5,81.6,240,219,91.3,5,2.1,137,57.1,35,14.6,67,27.9,66,2.9,1.18,8.9,22,2,8.0,0,0,,1,0,5,15,99.0
104,Darren Fells,# 85,TE,9,ARZ,10,6,60.0,72,12.0,1,82.3,69.0,74.6,68.8,78.3,95,64,67.4,28,29.5,0,0.0,0,0.0,93,97.9,20,3.3,1.13,11.0,24,0,0.0,0,0,,0,0,0,5,115.4
104,Marlon Brown,# 14,WR,16,BLT,38,30,78.9,303,10.1,0,71.1,69.0,87.6,76.5,-,286,269,94.1,0,0.0,202,70.6,80,28.0,1,0.3,128,4.3,1.13,9.3,22,0,0.0,0,0,,0,0,4,18,99.9
