RANK,PLAYER,#,POS,#G,TEAM,TGT,REC,REC%,YDS,Y/REC,TD,OFF,RECV,DROP,FUM,PBLK,PASS,RECV,RT%,PBLK,PB%,SLOT,SLT%,WIDE,WID%,INL,INL%,YAC,YAC/REC,Y/RR,ADOT,LNG,DRP,DRP%,CTT,CTC,CTC%,INT,FUM,MTF,1ST,RTG
66,Maurice Harris,# 13,WR,6,WAS,6,4,66.7,62,15.5,1,71.0,70.8,72.1,71.3,-,46,42,91.3,0,0.0,15,32.6,30,65.2,1,2.2,7,1.8,1.48,12.5,36,0,0.0,1,1,100.0,0,0,0,3,140.3
67,Neal Sterling,# 85,TE,9,NYJ,12,6,50.0,82,13.7,0,73.3,70.6,52.1,69.5,25.5,60,56,93.3,1,1.7,24,40.0,13,21.7,22,36.7,43,7.2,1.46,8.4,35,1,14.3,2,1,50.0,1,0,0,5,37.5
67,Sterling Shepard,# 87,WR,11,NYG,83,59,71.1,731,12.4,2,70.7,70.6,69.8,45.8,-,467,439,94.0,0,0.0,389,83.3,73,15.6,2,0.4,303,5.1,1.67,8.9,77,4,6.3,22,14,63.6,0,1,5,36,106.0
69,Odell Beckham Jr.,# 13,WR,4,NYG,41,25,61.0,302,12.1,3,69.2,70.0,29.5,76.5,-,153,144,94.1,0,0.0,19,12.4,134,87.6,0,0.0,71,2.8,2.10,13.0,48,6,19.4,14,9,64.3,1,0,4,15,97.8
70,Eric Ebron,# 85,TE,16,DET,81,53,65.4,574,10.8,4,69.7,69.9,53.5,38.8,70.5,430,401,93.3,3,0.7,181,42.1,55,12.8,194,45.1,263,5.0,1.43,8.3,44,6,10.2,10,6,60.0,1,1,8,30,97.5
71,Bobo Wilson,# 85,WR,3,TB,1,1,100.0,18,18.0,1,63.9,69.4,64.7,68.2,-,6,6,100.0,0,0.0,3,50.0,3,50.0,0,0.0,0,0.0,3.00,20.0,18,0,0.0,1,1,100.0,0,0,0,1,158.3
71,Rhett Ellison,# 85,TE,16,NYG,28,24,85.7,235,9.8,2,74.6,69.4,74.2,75.5,68.4,271,204,75.3,58,21.4,31,11.4,11,4.1,221,81.5,135,5.6,1.15,5.1,27,1,4.0,4,2,50.0,0,0,3,13,125.4
71,Martavis Bryant,# 10,WR,16,PIT,85,52,61.2,681,13.1,4,68.9,69.4,68.2,82.8,-,516,481,93.2,0,0.0,62,12.0,451,87.4,1,0.2,200,3.8,1.42,16.2,51,4,7.1,23,10,43.5,2,0,8,32,92.3
71,Jermaine Kearse,# 10,WR,16,NYJ,96,65,67.7,810,12.5,5,69.7,69.4,80.6,47.3,72.2,567,530,93.5,2,0.4,290,51.1,273,48.1,4,0.7,302,4.6,1.53,9.5,51,3,4.4,25,10,40.0,3,1,4,37,98.0
75,T.Y. Hilton,# 13,WR,16,IND,102,57,55.9,966,16.9,4,68.9,69.2,69.0,25.5,-,585,555,94.9,0,0.0,214,36.6,371,63.4,0,0.0,295,5.2,1.74,13.7,80,4,6.6,24,6,25.0,4,2,2,37,84.8
76,Mike Wallace,# 17,WR,15,BLT,87,52,59.8,748,14.4,4,69.0,69.0,72.5,79.6,-,476,455,95.6,0,0.0,66,13.9,408,85.7,2,0.4,155,3.0,1.64,14.0,66,3,5.5,21,9,42.9,2,0,5,33,93.5
77,Jeremy Maclin,# 18,WR,12,BLT,67,40,59.7,440,11.0,3,69.1,68.9,74.3,78.1,66.2,324,308,95.1,1,0.3,189,58.3,133,41.0,1,0.3,113,2.8,1.43,9.8,48,2,4.8,16,8,50.0,2,0,2,23,81.7
78,Eric Weems,# 14,WR,4,TEN,2,1,50.0,5,5.0,0,61.4,68.8,64.7,72.1,-,5,5,100.0,0,0.0,1,20.0,4,80.0,0,0.0,9,9.0,1.00,-1.0,5,0,0.0,1,0,0.0,0,0,1,0,56.3
79,Kelvin Benjamin,# 13,WR,15,BUF,80,49,61.3,701,14.3,3,69.0,68.7,57.4,79.2,-,425,406,95.5,0,0.0,76,17.9,349,82.1,0,0.0,148,3.0,1.73,11.9,43,5,9.3,29,13,44.8,2,0,3,31,91.7
79,DeVante Parker,# 11,WR,13,MIA,95,57,60.0,670,11.8,1,69.5,68.7,69.2,41.8,-,475,458,96.4,0,0.0,92,19.4,382,80.4,1,0.2,201,3.5,1.46,12.6,36,4,6.6,31,14,45.2,6,1,8,33,58.7
81,Will Fuller V,# 15,WR,10,HST,47,28,59.6,423,15.1,7,67.2,68.6,56.1,80.3,-,322,300,93.2,0,0.0,82,25.5,238,73.9,2,0.6,111,4.0,1.41,16.5,59,3,9.7,8,2,25.0,3,0,0,21,102.2
82,Darren Fells,# 87,TE,16,DET,23,17,73.9,177,10.4,3,69.0,68.5,68.0,74.2,74.8,286,167,58.4,110,38.5,30,10.5,1,0.3,250,87.4,121,7.1,1.06,5.9,23,1,5.6,6,3,50.0,0,0,1,12,135.3
82,Ryan Grant,# 14,WR,16,WAS,63,45,71.4,573,12.7,4,69.2,68.5,69.9,78.9,-,403,392,97.3,0,0.0,141,35.0,256,63.5,5,1.2,240,5.3,1.46,9.9,40,3,6.3,13,8,61.5,3,0,6,29,100.8
82,Vernon Davis,# 85,TE,16,WAS,68,43,63.2,648,15.1,3,61.9,68.5,52.3,23.0,58.0,471,389,82.6,70,14.9,96,20.4,61,13.0,308,65.4,302,7.0,1.67,11.4,69,5,10.4,8,4,50.0,2,2,10,23,96.9
85,Vance McDonald,# 89,TE,11,PIT,37,24,64.9,300,12.5,1,76.8,68.4,33.1,75.5,79.1,194,171,88.1,16,8.2,74,38.1,20,10.3,95,49.0,179,7.5,1.75,6.6,28,5,17.2,7,2,28.6,2,0,5,18,76.4
86,Jack Doyle,# 84,TE,15,IND,102,80,78.4,690,8.6,4,70.8,68.3,74.0,28.6,61.8,538,454,84.4,60,11.2,287,53.3,67,12.5,150,27.9,340,4.3,1.52,5.3,26,4,4.8,22,14,63.6,1,2,7,34,103.8
87,Emanuel Byrd,# 86,TE,1,GB,2,2,100.0,31,15.5,0,67.8,68.2,68.3,64.0,-,8,8,100.0,0,0.0,6,75.0,0,0.0,2,25.0,27,13.5,3.88,2.0,29,0,0.0,0,0,,0,0,0,1,118.8
88,Cody Latimer,# 14,WR,11,DEN,27,19,70.4,287,15.1,2,70.0,68.1,71.5,27.8,-,246,231,93.9,0,0.0,137,55.7,108,43.9,1,0.4,59,3.1,1.24,12.3,32,1,5.0,12,7,58.3,1,0,1,15,114.3
88,Kenny Golladay,# 19,WR,11,DET,48,28,58.3,477,17.0,3,68.0,68.1,56.8,76.6,65.7,318,288,90.6,1,0.3,79,24.8,235,73.9,4,1.3,177,6.3,1.66,15.7,54,3,9.7,14,6,42.9,1,0,4,18,104.3
90,Max McCaffrey,# 13,WR,3,SF,1,1,100.0,4,4.0,0,73.3,68.0,64.7,65.7,-,8,8,100.0,0,0.0,5,62.5,3,37.5,0,0.0,4,4.0,0.50,0.0,4,0,0.0,0,0,,0,0,1,0,83.3
91,George Kittle,# 85,TE,15,SF,61,43,70.5,515,12.0,2,65.8,67.5,60.1,78.5,50.7,427,363,85.0,49,11.5,129,30.2,39,9.1,234,54.8,265,6.2,1.42,7.7,44,4,8.5,10,5,50.0,2,0,8,23,93.3
92,Brenton Bersin,# 11,WR,9,CAR,15,10,66.7,155,15.5,0,68.1,67.4,78.7,71.5,-,113,107,94.7,0,0.0,69,61.1,43,38.1,1,0.9,30,3.0,1.45,13.7,27,0,0.0,5,2,40.0,2,0,0,7,61.1
93,Ryan Hewitt,# 89,TE,13,CIN,2,2,100.0,22,11.0,0,63.0,67.3,68.3,64.0,66.5,32,24,75.0,7,21.9,3,9.4,2,6.3,4,12.5,8,4.0,0.92,7.0,16,0,0.0,0,0,,0,0,0,1,112.5
93,Eric Decker,# 87,WR,18,TEN,94,62,66.0,669,10.8,2,69.4,67.3,58.9,80.9,79.5,519,484,93.3,5,1.0,261,50.3,252,48.6,3,0.6,146,2.4,1.38,10.4,29,6,8.8,19,8,42.1,0,0,1,36,93.8
95,Tyler Lockett,# 16,WR,16,SEA,68,45,66.2,555,12.3,2,67.3,67.2,86.5,90.5,68.1,519,481,92.7,1,0.2,273,52.6,242,46.6,2,0.4,188,4.2,1.15,13.1,74,1,2.2,14,6,42.9,1,0,2,23,94.9
95,Jordy Nelson,# 87,WR,15,GB,84,53,63.1,482,9.1,6,68.6,67.2,80.1,79.6,-,539,506,93.9,0,0.0,157,29.1,380,70.5,2,0.4,138,2.6,0.95,11.1,58,2,3.6,15,2,13.3,6,0,3,38,72.6
97,Emmanuel Sanders,# 10,WR,12,DEN,87,47,54.0,555,11.8,2,68.1,67.1,41.5,79.6,-,436,411,94.3,0,0.0,119,27.3,314,72.0,2,0.5,158,3.4,1.35,11.3,38,5,9.6,30,8,26.7,1,0,4,30,76.6
98,Julius Thomas,# 89,TE,14,MIA,59,41,69.5,388,9.5,3,62.5,66.9,67.4,30.4,74.9,427,316,74.0,98,23.0,71,16.6,109,25.5,243,56.9,153,3.7,1.23,8.3,27,3,6.8,19,10,52.6,2,1,4,19,90.2
99,Sammy Watkins,# 12,WR,16,LA,70,40,57.1,616,15.4,8,69.2,66.8,82.2,78.3,74.7,526,501,95.2,2,0.4,166,31.6,360,68.4,0,0.0,195,4.9,1.23,15.9,67,1,2.4,13,6,46.2,1,0,2,34,118.5
100,Trent Taylor,# 81,WR,15,SF,59,43,72.9,430,10.0,2,68.4,66.6,61.2,32.2,69.6,384,362,94.3,2,0.5,294,76.6,85,22.1,0,0.0,190,4.4,1.19,6.9,33,4,8.5,12,8,66.7,3,0,4,28,83.3
101,Travis Benjamin,# 12,WR,16,LAC,63,34,54.0,567,16.7,4,66.8,66.5,53.7,88.4,-,401,379,94.5,0,0.0,146,36.4,254,63.3,0,0.0,215,6.3,1.50,16.3,62,4,10.5,11,3,27.3,4,0,6,20,79.3
102,Alex Erickson,# 12,WR,14,CIN,16,12,75.0,180,15.0,1,66.6,66.3,79.4,28.8,-,119,115,96.6,0,0.0,87,73.1,30,25.2,0,0.0,33,2.8,1.57,12.1,37,0,0.0,4,3,75.0,1,1,1,9,106.3
