RANK,PLAYER,#,POS,#G,TEAM,TGT,REC,REC%,YDS,Y/REC,TD,OFF,RECV,DROP,FUM,PBLK,PASS,RECV,RT%,PBLK,PB%,SLOT,SLT%,WIDE,WID%,INL,INL%,YAC,YAC/REC,Y/RR,ADOT,LNG,DRP,DRP%,CTT,CTC,CTC%,INT,FUM,MTF,1ST,RTG
23,Fred Davis,# 83,TE,7,WAS,32,24,75.0,325,13.5,0,75.4,82.7,64.3,76.0,58.1,216,165,76.4,42,19.4,54,25.0,8,3.7,128,59.3,140,5.8,1.97,7.8,29,2,7.7,0,0,,2,0,6,17,80.9
24,Zach Miller,# 86,TE,18,SEA,61,50,82.0,586,11.7,4,84.9,82.6,79.8,37.4,66.0,512,376,73.4,110,21.5,97,18.9,23,4.5,386,75.4,215,4.3,1.56,8.1,34,1,2.0,0,0,,0,1,3,29,128.6
25,Golden Tate,# 81,WR,17,SEA,77,55,71.4,826,15.0,8,82.8,82.4,82.1,80.7,-,473,444,93.9,0,0.0,64,13.5,403,85.2,3,0.6,309,5.6,1.86,13.5,51,2,3.5,0,0,,1,1,22,36,135.5
26,Lance Moore,# 16,WR,15,NO,100,65,65.0,"1,041",16.0,6,83.2,82.3,48.9,80.8,-,503,482,95.8,0,0.0,176,35.0,327,65.0,0,0.0,147,2.3,2.16,14.1,51,7,9.7,0,0,,2,0,0,55,111.3
27,Steve Smith,# 89,WR,16,CAR,127,73,57.5,"1,174",16.1,4,80.9,82.1,55.3,51.8,-,559,526,94.1,0,0.0,51,9.1,508,90.9,0,0.0,286,3.9,2.23,13.4,66,8,9.9,0,0,,3,0,10,51,89.2
28,Lee Smith,# 85,TE,16,BUF,4,4,100.0,13,3.3,2,76.5,81.8,72.1,67.0,71.3,97,19,19.6,78,80.4,5,5.2,0,0.0,88,90.7,5,1.3,0.68,3.3,5,0,0.0,0,0,,0,0,0,3,119.8
29,Jacob Tamme,# 84,TE,17,DEN,83,55,66.3,599,10.9,2,80.2,81.4,88.7,80.0,79.2,375,303,80.8,50,13.3,202,53.9,51,13.6,109,29.1,236,4.3,1.98,8.6,36,1,1.8,0,0,,2,0,1,31,85.4
30,Domenik Hixon,# 87,WR,13,NYG,58,39,67.2,567,14.5,2,81.6,81.1,66.3,78.1,-,279,252,90.3,0,0.0,13,4.7,265,95.0,1,0.4,138,3.5,2.25,12.9,41,3,7.1,0,0,,0,0,3,24,110.3
31,Sidney Rice,# 18,WR,18,SEA,85,55,64.7,835,15.2,7,81.6,81.0,61.3,80.6,-,519,484,93.3,0,0.0,189,36.4,329,63.4,1,0.2,165,3.0,1.73,14.2,46,5,8.3,0,0,,1,0,0,42,119.5
32,Antonio Brown,# 84,WR,13,PIT,98,66,67.3,787,11.9,5,79.6,80.8,73.1,27.8,-,453,435,96.0,0,0.0,38,8.4,411,90.7,0,0.0,353,5.3,1.81,10.1,60,4,5.7,0,0,,1,2,7,43,104.4
33,Greg Olsen,# 88,TE,16,CAR,96,69,71.9,843,12.2,5,83.3,80.7,80.0,46.8,65.0,581,463,79.7,92,15.8,322,55.4,58,10.0,124,21.3,246,3.6,1.82,9.8,47,4,5.5,0,0,,2,1,5,42,107.2
34,Donte' Stallworth,# 19,WR,1,NE,2,1,50.0,63,63.0,1,82.7,80.6,64.7,61.2,-,13,11,84.6,0,0.0,2,15.4,11,84.6,0,0.0,32,32.0,5.73,30.5,63,0,0.0,0,0,,0,0,0,1,135.4
34,Danario Alexander,# 84,WR,10,SD,54,37,68.5,658,17.8,7,78.9,80.6,64.1,77.9,-,329,313,95.1,0,0.0,58,17.6,271,82.4,0,0.0,301,8.1,2.10,11.8,80,3,7.5,0,0,,2,0,5,29,134.1
34,Dwayne Bowe,# 82,WR,13,KC,107,59,55.1,801,13.6,3,81.1,80.6,58.4,43.4,80.6,421,399,94.8,3,0.7,16,3.8,403,95.7,0,0.0,241,4.1,2.01,13.1,47,6,9.2,0,0,,5,1,6,45,69.1
34,Wes Welker,# 83,WR,18,NE,191,134,70.2,"1,602",12.0,7,82.1,80.6,31.3,43.8,64.9,754,712,94.4,1,0.1,621,82.4,129,17.1,1,0.1,825,6.2,2.25,7.7,59,19,12.4,0,0,,2,2,8,81,103.3
38,Nate Byham,# 82,TE,11,TB,4,3,75.0,18,6.0,1,89.5,80.0,70.5,65.8,78.3,45,20,44.4,24,53.3,1,2.2,0,0.0,44,97.8,8,2.7,0.90,9.0,10,0,0.0,0,0,,0,0,0,2,122.9
39,Hakeem Nicks,# 88,WR,13,NYG,96,53,55.2,692,13.1,3,80.1,79.3,80.8,79.8,-,424,398,93.9,0,0.0,9,2.1,415,97.9,0,0.0,209,3.9,1.74,12.5,50,2,3.6,0,0,,3,0,2,35,75.5
39,Dennis Pitta,# 88,TE,20,BLT,109,75,68.8,832,11.1,10,78.5,79.3,71.6,81.7,62.1,566,491,86.7,42,7.4,335,59.2,26,4.6,173,30.6,347,4.6,1.69,8.6,61,5,6.3,0,0,,3,0,8,39,110.3
41,Jimmy Graham,# 80,TE,15,NO,131,85,64.9,982,11.6,9,79.2,79.0,29.5,53.1,73.3,566,518,91.5,27,4.8,364,64.3,85,15.0,113,20.0,314,3.7,1.90,8.8,46,15,15.0,0,0,,5,1,7,59,94.4
42,Malcom Floyd,# 80,WR,14,SD,82,56,68.3,814,14.5,5,79.0,78.8,82.0,80.1,-,549,523,95.3,0,0.0,117,21.3,432,78.7,0,0.0,116,2.1,1.56,14.5,39,2,3.4,0,0,,4,0,1,48,100.4
43,Vernon Davis,# 85,TE,19,SF,75,53,70.7,802,15.1,6,81.9,78.0,75.0,80.0,63.4,596,510,85.6,60,10.1,171,28.7,41,6.9,379,63.6,250,4.7,1.57,13.1,53,3,5.4,0,0,,1,0,11,37,126.6
44,Todd Heap,# 86,TE,2,ARZ,12,8,66.7,94,11.8,0,76.3,77.9,77.3,70.6,28.2,52,43,82.7,5,9.6,35,67.3,1,1.9,13,25.0,38,4.8,2.19,8.3,28,0,0.0,0,0,,0,0,1,5,90.3
44,Victor Cruz,# 80,WR,16,NYG,137,86,62.8,"1,092",12.7,10,77.5,77.9,39.8,82.4,68.1,579,536,92.6,1,0.2,407,70.3,172,29.7,0,0.0,340,4.0,2.04,11.0,80,12,12.2,0,0,,6,0,10,53,93.7
44,Steve Johnson,# 13,WR,16,BUF,144,79,54.9,"1,046",13.2,6,78.1,77.9,41.2,50.8,-,568,550,96.8,0,0.0,140,24.6,428,75.4,0,0.0,356,4.5,1.90,10.6,63,11,12.2,0,0,,7,1,10,52,71.7
47,Brandon Myers,# 83,TE,16,OAK,101,79,78.2,806,10.2,4,72.5,77.8,56.5,81.9,65.0,647,478,73.9,142,21.9,155,24.0,9,1.4,442,68.3,292,3.7,1.69,7.1,29,6,7.1,0,0,,3,0,8,41,100.7
48,Dwayne Allen,# 83,TE,17,IND,70,49,70.0,572,11.7,3,85.9,77.6,78.8,39.6,75.2,556,396,71.2,137,24.6,100,18.0,14,2.5,392,70.5,280,5.7,1.44,6.9,40,3,5.8,0,0,,0,1,4,33,108.8
49,Mike Williams,# 19,WR,16,TB,120,63,52.5,996,15.8,9,78.8,77.5,54.9,80.9,-,597,568,95.1,0,0.0,44,7.4,550,92.1,3,0.5,343,5.4,1.75,14.4,65,7,10.0,0,0,,3,0,7,44,95.0
50,Brandon Gibson,# 11,WR,16,SL,75,51,68.0,691,13.5,5,76.9,77.4,60.2,79.7,-,500,474,94.8,0,0.0,42,8.4,457,91.4,1,0.2,111,2.2,1.46,13.2,34,5,8.9,0,0,,2,0,2,43,108.3
50,Brian Hartline,# 82,WR,16,MIA,118,74,62.7,"1,083",14.6,1,77.4,77.4,65.7,50.5,-,554,519,93.7,0,0.0,29,5.2,525,94.8,0,0.0,252,3.4,2.09,13.5,80,5,6.3,0,0,,3,1,2,49,84.8
52,Randall Cobb,# 18,WR,17,GB,110,86,78.2,985,11.5,8,79.2,77.3,46.2,66.8,65.8,516,481,93.2,1,0.2,436,84.5,43,8.3,0,0.0,504,5.9,2.05,7.4,39,11,11.3,0,0,,3,1,16,45,116.9
53,David Ausberry,# 86,TE,16,OAK,11,7,63.6,92,13.1,0,73.8,76.8,75.6,69.5,74.1,62,53,85.5,8,12.9,13,21.0,8,12.9,38,61.3,54,7.7,1.74,4.7,31,0,0.0,0,0,,0,0,3,5,90.0
53,Dez Bryant,# 88,WR,16,DAL,137,92,67.2,"1,382",15.0,12,76.5,76.8,54.0,30.0,49.9,681,650,95.4,0,0.0,13,1.9,668,98.1,0,0.0,468,5.1,2.13,12.1,85,11,10.7,0,0,,2,2,14,55,123.2
55,Jason Avant,# 81,WR,14,PHI,71,53,74.6,648,12.2,0,78.6,76.7,90.5,79.6,70.8,459,440,95.9,2,0.4,402,87.6,56,12.2,1,0.2,173,3.3,1.47,9.7,39,0,0.0,0,0,,2,1,3,32,90.6
56,Damaris Johnson,# 13,WR,13,PHI,28,19,67.9,256,13.5,0,77.7,76.6,84.1,75.7,-,167,160,95.8,0,0.0,32,19.2,133,79.6,0,0.0,105,5.5,1.60,10.1,32,0,0.0,0,0,,0,0,5,14,96.7
57,Brandon Stokley,# 14,WR,16,DEN,63,48,76.2,571,11.9,6,76.2,76.4,79.0,79.2,-,447,416,93.1,0,0.0,420,94.0,26,5.8,1,0.2,156,3.3,1.37,10.3,38,2,4.0,0,0,,3,0,2,32,115.2
58,Torrey Smith,# 82,WR,20,BLT,128,60,46.9,"1,088",18.1,10,75.6,76.3,51.9,81.0,-,705,659,93.5,0,0.0,52,7.4,653,92.6,0,0.0,269,4.5,1.65,19.5,59,7,10.4,0,0,,2,0,4,47,96.1
59,Leonard Pope,# 45,TE,10,PIT,3,3,100.0,9,3.0,2,69.5,76.1,70.5,65.8,72.5,36,14,38.9,20,55.6,0,0.0,0,0.0,36,100.0,7,2.3,0.64,1.7,7,0,0.0,0,0,,0,0,0,2,118.8
60,Trindon Holliday,# 11,WR,2,DEN,2,2,100.0,17,8.5,0,66.0,76.0,68.3,64.0,-,5,5,100.0,0,0.0,0,0.0,0,0.0,0,0.0,17,8.5,3.40,0.0,15,0,0.0,0,0,,0,0,1,1,102.1
61,Jake O'Connell,# 85,TE,3,KC,3,3,100.0,18,6.0,0,70.6,75.9,70.5,65.8,74.1,20,17,85.0,3,15.0,7,35.0,1,5.0,5,25.0,13,4.3,1.06,1.7,11,0,0.0,0,0,,0,0,1,1,91.7
62,Eric Decker,# 87,WR,17,DEN,130,91,70.0,"1,148",12.6,13,76.6,75.8,39.9,55.5,68.1,676,635,93.9,1,0.1,139,20.6,537,79.4,0,0.0,310,3.4,1.81,11.5,55,13,12.5,0,0,,4,0,4,59,117.7
63,DeSean Jackson,# 10,WR,11,PHI,75,46,61.3,709,15.4,2,76.2,75.7,84.8,36.9,-,471,446,94.7,0,0.0,83,17.6,386,82.0,2,0.4,249,5.4,1.59,15.5,77,1,2.1,0,0,,3,1,8,30,84.8
63,Marques Colston,# 12,WR,16,NO,126,83,65.9,"1,154",13.9,10,76.0,75.7,53.2,24.3,-,649,624,96.1,0,0.0,360,55.5,289,44.5,0,0.0,307,3.7,1.85,11.9,60,8,8.8,0,0,,6,3,5,66,101.8
65,Owen Daniels,# 81,TE,17,HST,123,80,65.0,888,11.1,6,74.8,75.5,56.9,82.0,60.4,588,512,87.1,54,9.2,158,26.9,25,4.3,402,68.4,391,4.9,1.73,7.7,39,8,9.1,0,0,,1,0,3,45,99.2
66,Miles Austin,# 19,WR,16,DAL,115,66,57.4,943,14.3,6,76.1,75.4,61.1,45.9,-,601,569,94.7,0,0.0,414,68.9,187,31.1,0,0.0,301,4.6,1.66,12.5,49,6,8.3,0,0,,4,1,6,49,87.0
67,Benjamin Watson,# 82,TE,16,CLV,74,49,66.2,501,10.2,3,73.1,75.3,72.2,36.7,70.3,493,376,76.3,98,19.9,29,5.9,1,0.2,455,92.3,222,4.5,1.33,6.9,27,3,5.8,0,0,,3,1,7,27,82.1
68,Leonard Hankerson,# 85,WR,17,WAS,59,40,67.8,570,14.3,3,75.0,75.1,58.4,78.6,62.3,329,310,94.2,1,0.3,53,16.1,274,83.3,1,0.3,168,4.2,1.84,12.8,68,4,9.1,0,0,,0,0,8,27,115.8
69,Jordan Norwood,# 10,WR,2,CLV,18,13,72.2,137,10.5,0,73.9,75.0,63.5,72.9,-,61,59,96.7,0,0.0,49,80.3,12,19.7,0,0.0,69,5.3,2.32,9.1,27,1,7.1,0,0,,0,0,1,5,94.0
69,Mario Manningham,# 82,WR,12,SF,55,42,76.4,449,10.7,1,78.3,75.0,83.0,25.4,-,261,248,95.0,0,0.0,47,18.0,214,82.0,0,0.0,188,4.5,1.81,9.2,40,1,2.3,0,0,,1,2,9,21,98.2
71,Cecil Shorts,# 84,WR,14,JAX,101,55,54.5,979,17.8,7,75.3,74.9,43.3,41.3,-,456,422,92.5,0,0.0,22,4.8,431,94.5,3,0.7,377,6.9,2.32,12.9,80,9,14.1,0,0,,4,1,4,37,94.5
72,Aaron Hernandez,# 81,TE,12,NE,102,66,64.7,651,9.9,5,73.0,74.6,40.4,81.5,75.1,457,402,88.0,35,7.7,237,51.9,99,21.7,92,20.1,338,5.1,1.62,7.4,40,10,13.2,0,0,,3,0,11,38,86.7
73,Randy Moss,# 84,WR,19,SF,60,35,58.3,546,15.6,3,75.2,74.5,62.1,77.3,-,293,281,95.9,0,0.0,48,16.4,245,83.6,0,0.0,103,2.9,1.94,15.5,55,3,7.9,0,0,,4,1,3,28,77.5
74,Rueben Randle,# 82,WR,14,NYG,32,19,59.4,298,15.7,3,76.1,74.4,57.1,74.1,-,169,156,92.3,0,0.0,10,5.9,159,94.1,0,0.0,73,3.8,1.91,12.8,56,1,5.0,0,0,,0,0,3,13,121.6
75,Brandon Lloyd,# 85,WR,18,NE,149,86,57.7,"1,013",11.8,6,77.0,74.2,61.4,82.7,-,732,691,94.4,0,0.0,66,9.0,666,91.0,0,0.0,197,2.3,1.47,13.0,53,8,8.5,0,0,,2,0,4,57,86.3
76,Kyle Rudolph,# 82,TE,17,MIN,89,56,62.9,535,9.6,9,76.0,73.4,56.1,80.1,73.5,579,460,79.4,98,16.9,186,32.1,23,4.0,302,52.2,293,5.2,1.16,6.4,29,6,9.7,0,0,,3,0,5,36,99.2
77,Jordy Nelson,# 87,WR,14,GB,83,57,68.7,842,14.8,7,75.5,73.2,44.6,80.2,-,484,447,92.4,0,0.0,37,7.6,447,92.4,0,0.0,283,5.0,1.88,13.0,73,8,12.3,0,0,,2,0,4,43,119.7
77,Davone Bess,# 15,WR,13,MIA,96,61,63.5,778,12.8,1,74.4,73.2,46.0,43.8,-,459,433,94.3,0,0.0,321,69.9,135,29.4,0,0.0,266,4.4,1.80,10.1,39,8,11.6,0,0,,3,1,14,38,79.3
79,Martellus Bennett,# 85,TE,16,NYG,88,55,62.5,626,11.4,5,81.3,73.0,56.7,80.2,75.2,556,421,75.7,103,18.5,257,46.2,6,1.1,292,52.5,211,3.8,1.49,10.4,33,6,9.8,0,0,,4,0,5,36,83.8
80,Ryan Broyles,# 84,WR,10,DET,30,22,73.3,310,14.1,2,71.8,72.6,60.7,74.9,-,193,191,99.0,0,0.0,125,64.8,66,34.2,0,0.0,158,7.2,1.62,9.4,40,2,8.3,0,0,,1,0,1,16,114.6
81,Greg Jennings,# 85,WR,10,GB,70,46,65.7,481,10.5,5,72.8,72.0,69.3,78.8,-,377,352,93.4,0,0.0,199,52.8,178,47.2,0,0.0,216,4.7,1.37,10.1,45,2,4.2,0,0,,2,0,11,26,97.4
82,James Jones,# 89,WR,18,GB,103,72,69.9,922,12.8,15,73.2,71.8,76.5,81.6,-,744,690,92.7,0,0.0,51,6.9,693,93.1,0,0.0,262,3.6,1.34,11.4,49,4,5.3,0,0,,2,0,9,50,129.1
83,Santonio Holmes,# 10,WR,4,NYJ,39,20,51.3,272,13.6,1,71.3,71.6,46.4,24.5,-,135,121,89.6,0,0.0,30,22.2,105,77.8,0,0.0,123,6.2,2.25,12.4,38,2,9.1,0,0,,0,1,0,15,82.4
84,Juron Criner,# 84,WR,12,OAK,29,16,55.2,151,9.4,1,72.4,71.0,67.7,23.2,61.6,128,121,94.5,1,0.8,31,24.2,96,75.0,1,0.8,84,5.3,1.25,7.8,17,1,5.9,0,0,,1,1,2,10,66.9
84,Garrett Graham,# 88,TE,17,HST,40,33,82.5,305,9.2,3,76.3,71.0,69.5,77.0,68.6,333,253,76.0,73,21.9,51,15.3,7,2.1,275,82.6,148,4.5,1.21,5.1,30,2,5.7,0,0,,0,0,1,18,123.4
84,Marcedes Lewis,# 89,TE,16,JAX,75,52,69.3,540,10.4,4,78.9,71.0,52.8,79.6,73.0,504,389,77.2,82,16.3,204,40.5,39,7.7,231,45.8,259,5.0,1.39,7.3,26,6,10.3,0,0,,2,0,9,25,96.5
87,Anthony McCoy,# 85,TE,18,SEA,25,18,72.0,291,16.2,3,67.4,70.8,57.1,74.1,55.0,252,200,79.4,41,16.3,45,17.9,35,13.9,165,65.5,142,7.9,1.46,9.4,67,2,10.0,0,0,,3,0,2,13,110.6
88,Ryan Whalen,# 88,WR,7,CIN,12,7,58.3,53,7.6,0,72.7,70.7,75.6,69.5,-,54,54,100.0,0,0.0,30,55.6,24,44.4,0,0.0,13,1.9,0.98,10.0,10,0,0.0,0,0,,2,0,1,3,29.5
89,Jacoby Jones,# 12,WR,20,BLT,59,35,59.3,553,15.8,3,72.5,70.6,63.7,77.8,-,375,352,93.9,0,0.0,24,6.4,351,93.6,0,0.0,143,4.1,1.57,15.0,70,3,7.9,0,0,,1,0,3,19,100.5
90,Plaxico Burress,# 80,WR,3,PIT,7,3,42.9,42,14.0,1,71.5,70.4,70.5,65.8,-,26,22,84.6,0,0.0,1,3.8,25,96.2,0,0.0,5,1.7,1.91,14.9,18,0,0.0,0,0,,1,0,0,3,62.8
91,Chris Givens,# 13,WR,15,SL,77,42,54.5,698,16.6,3,71.4,70.3,52.2,79.0,-,387,367,94.8,0,0.0,60,15.5,325,84.0,2,0.5,286,6.8,1.90,15.5,65,5,10.6,0,0,,1,0,4,25,92.9
92,Doug Baldwin,# 89,WR,16,SEA,53,32,60.4,411,12.8,3,72.6,69.9,61.5,77.1,-,305,286,93.8,0,0.0,215,70.5,83,27.2,5,1.6,99,3.1,1.44,13.8,50,5,13.5,0,0,,3,0,1,20,80.0
93,Jim Dray,# 81,TE,2,ARZ,2,2,100.0,15,7.5,0,73.8,69.8,68.3,64.0,70.4,10,8,80.0,1,10.0,3,30.0,0,0.0,4,40.0,2,1.0,1.88,6.5,12,0,0.0,0,0,,0,0,0,1,97.9
93,Joe Morgan,# 13,WR,14,NO,19,10,52.6,379,37.9,3,76.0,69.8,29.5,72.3,68.8,190,182,95.8,2,1.1,18,9.5,172,90.5,0,0.0,86,8.6,2.08,28.5,80,2,16.7,0,0,,0,0,3,9,137.6
95,Dwayne Harris,# 17,WR,13,DAL,27,17,63.0,222,13.1,1,72.0,69.7,68.7,73.9,-,197,191,97.0,0,0.0,27,13.7,170,86.3,0,0.0,106,6.2,1.16,11.4,36,1,5.6,0,0,,1,0,5,9,85.7
96,Scott Chandler,# 84,TE,15,BUF,70,43,61.4,571,13.3,6,73.2,69.3,53.3,23.3,70.3,467,428,91.6,27,5.8,323,69.2,11,2.4,122,26.1,196,4.6,1.33,9.7,43,5,10.4,0,0,,2,2,0,37,103.9
97,Mike Preston,# 14,WR,4,TEN,7,5,71.4,59,11.8,0,70.8,69.2,73.4,68.0,-,29,29,100.0,0,0.0,5,17.2,24,82.8,0,0.0,9,1.8,2.03,18.1,21,0,0.0,0,0,,0,0,0,3,96.7
97,Clyde Gates,# 19,WR,11,NYJ,33,16,48.5,224,14.0,0,71.2,69.2,67.0,73.8,-,162,151,93.2,0,0.0,9,5.6,153,94.4,0,0.0,18,1.1,1.48,12.4,42,1,5.9,0,0,,2,0,0,12,45.5
99,Josh Cooper,# 88,WR,6,CLV,16,8,50.0,106,13.3,0,69.5,69.1,54.5,70.1,-,61,60,98.4,0,0.0,55,90.2,6,9.8,0,0.0,51,6.4,1.77,7.6,28,1,11.1,0,0,,0,0,0,6,71.4
99,Mohamed Sanu,# 12,WR,8,CIN,24,16,66.7,154,9.6,4,71.7,69.1,82.2,25.5,-,116,111,95.7,0,0.0,75,64.7,39,33.6,1,0.9,79,4.9,1.39,6.9,34,0,0.0,0,0,,0,0,2,10,124.0
101,Santana Moss,# 89,WR,17,WAS,64,44,68.8,592,13.5,8,68.6,69.0,46.8,24.0,-,352,345,98.0,0,0.0,286,81.3,62,17.6,2,0.6,254,5.8,1.72,9.2,77,6,12.0,0,0,,1,2,5,30,131.0
102,Dustin Keller,# 81,TE,8,NYJ,36,28,77.8,317,11.3,2,67.0,68.8,66.8,76.3,70.1,239,213,89.1,14,5.9,137,57.3,11,4.6,87,36.4,94,3.4,1.49,8.5,32,2,6.7,0,0,,2,0,4,18,98.7
102,Dallas Clark,# 44,TE,16,TB,69,47,68.1,435,9.3,4,69.3,68.8,70.6,79.0,57.9,420,381,90.7,23,5.5,234,55.7,19,4.5,161,38.3,112,2.4,1.14,8.0,33,3,6.0,0,0,,5,0,3,24,74.2
104,Larry Fitzgerald,# 11,WR,16,ARZ,148,71,48.0,798,11.2,4,69.4,68.5,69.5,81.4,70.7,705,674,95.6,1,0.1,131,18.6,569,80.7,1,0.1,277,3.9,1.18,10.9,37,5,6.6,0,0,,12,0,9,44,39.8
105,Austin Pettis,# 18,WR,14,SL,46,30,65.2,261,8.7,4,69.1,68.3,78.4,76.8,-,282,270,95.7,0,0.0,168,59.6,113,40.1,1,0.4,88,2.9,0.97,9.8,36,1,3.2,0,0,,2,0,2,16,90.9
