RANK,PLAYER,#,POS,#G,TEAM,TGT,REC,REC%,YDS,Y/REC,TD,OFF,RECV,DROP,FUM,PBLK,PASS,RECV,RT%,PBLK,PB%,SLOT,SLT%,WIDE,WID%,INL,INL%,YAC,YAC/REC,Y/RR,ADOT,LNG,DRP,DRP%,CTT,CTC,CTC%,INT,FUM,MTF,1ST,RTG
14,Benjamin Watson,# 82,TE,17,NO,31,21,67.7,253,12.0,2,87.7,84.0,84.9,80.4,68.2,272,146,53.7,115,42.3,31,11.4,18,6.6,214,78.7,102,4.9,1.73,11.0,32,0,0.0,0,0,,1,0,1,15,100.6
15,Alshon Jeffery,# 17,WR,16,CHI,140,89,63.6,"1,421",16.0,7,86.9,83.9,76.6,27.9,89.4,637,600,94.2,7,1.1,129,20.3,497,78.0,10,1.6,406,4.6,2.37,13.6,80,5,5.3,0,0,,5,3,8,62,99.1
16,Marques Colston,# 12,WR,17,NO,125,88,70.4,"1,103",12.5,6,85.3,83.8,83.1,82.9,-,634,599,94.5,0,0.0,356,56.2,276,43.5,2,0.3,291,3.3,1.84,10.9,35,4,4.3,0,0,,1,0,5,64,110.2
17,Lamaar Thomas,# 81,WR,2,JAX,3,2,66.7,31,15.5,0,88.1,83.3,68.3,64.0,-,5,5,100.0,0,0.0,2,40.0,3,60.0,0,0.0,15,7.5,6.20,10.3,18,0,0.0,0,0,,0,0,0,2,100.7
17,Dez Bryant,# 88,WR,16,DAL,156,93,59.6,"1,249",13.4,13,82.2,83.3,49.6,25.5,-,647,611,94.4,0,0.0,73,11.3,574,88.7,0,0.0,526,5.7,2.04,12.3,79,11,10.6,0,0,,3,3,15,68,104.9
19,Teddy Williams,# 16,WR,3,ARZ,1,1,100.0,51,51.0,0,89.5,83.2,64.7,61.2,-,5,5,100.0,0,0.0,2,40.0,3,60.0,0,0.0,2,2.0,10.20,49.0,51,0,0.0,0,0,,0,0,0,1,118.8
20,Ladarius Green,# 89,TE,18,SD,34,22,64.7,417,19.0,4,84.9,82.9,62.5,75.3,71.0,195,168,86.2,14,7.2,104,53.3,18,9.2,68,34.9,167,7.6,2.48,11.9,60,2,8.3,0,0,,0,0,2,19,146.3
21,Doug Baldwin,# 89,WR,19,SEA,88,63,71.6,980,15.6,6,82.7,82.6,84.4,82.2,-,524,496,94.7,0,0.0,348,66.4,161,30.7,15,2.9,296,4.7,1.98,11.4,52,2,3.1,0,0,,2,0,5,46,121.4
22,Demaryius Thomas,# 88,WR,19,DEN,176,120,68.2,"1,736",14.5,17,84.2,82.2,62.3,42.1,-,821,772,94.0,0,0.0,113,13.8,707,86.1,0,0.0,831,6.9,2.25,10.4,78,10,7.7,0,0,,5,2,14,79,120.4
23,T.Y. Hilton,# 13,WR,18,IND,158,99,62.7,"1,410",14.2,7,82.0,82.0,70.4,87.2,-,659,621,94.2,0,0.0,321,48.7,338,51.3,0,0.0,475,4.8,2.27,12.4,73,7,6.6,0,0,,4,0,12,60,95.7
24,Zach Ertz,# 86,TE,17,PHI,59,39,66.1,491,12.6,5,80.2,81.8,66.5,85.4,76.6,297,259,87.2,21,7.1,111,37.4,55,18.5,125,42.1,175,4.5,1.90,9.8,38,3,7.1,0,0,,0,0,2,27,120.1
25,Jake Ballard,# 86,TE,8,ARZ,9,7,77.8,75,10.7,2,69.9,81.4,75.6,69.5,69.3,54,41,75.9,10,18.5,2,3.7,1,1.9,50,92.6,37,5.3,1.83,7.4,29,0,0.0,0,0,,0,0,0,5,141.0
26,Julius Thomas,# 80,TE,17,DEN,112,83,74.1,976,11.8,12,79.6,81.2,70.1,53.9,73.9,706,537,76.1,138,19.5,169,23.9,76,10.8,450,63.7,472,5.7,1.82,7.6,74,6,6.7,0,0,,1,1,11,50,132.1
26,Pierre Garcon,# 88,WR,16,WAS,174,113,64.9,"1,346",11.9,5,82.2,81.2,58.2,60.9,-,632,613,97.0,0,0.0,119,18.8,513,81.2,0,0.0,675,6.0,2.20,9.3,53,11,8.9,0,0,,8,1,15,60,78.9
28,Steve Smith,# 89,WR,16,CAR,108,68,63.0,819,12.0,5,82.3,81.0,68.4,81.2,-,501,478,95.4,0,0.0,79,15.8,422,84.2,0,0.0,198,2.9,1.71,11.3,44,5,6.8,0,0,,4,0,16,46,86.1
28,Josh Gordon,# 12,WR,14,CLV,149,87,58.4,"1,646",18.9,9,82.7,81.0,40.9,83.1,-,632,614,97.2,0,0.0,77,12.2,555,87.8,0,0.0,633,7.3,2.68,14.3,95,10,10.3,0,0,,2,0,10,64,111.3
30,Julian Edelman,# 11,WR,18,NE,168,121,72.0,"1,229",10.2,7,81.2,80.8,58.2,58.1,68.9,703,662,94.2,3,0.4,351,49.9,346,49.2,5,0.7,545,4.5,1.86,8.5,44,13,9.7,0,0,,1,0,10,62,104.0
31,A.J. Green,# 18,WR,17,CIN,180,101,56.1,"1,460",14.5,11,81.4,80.7,58.9,58.4,-,703,674,95.9,0,0.0,134,19.1,569,80.9,0,0.0,399,4.0,2.17,14.1,82,11,9.8,0,0,,12,1,14,67,75.2
32,Joseph Fauria,# 80,TE,16,DET,30,18,60.0,207,11.5,7,81.0,80.4,69.9,74.1,49.2,196,172,87.8,13,6.6,65,33.2,21,10.7,110,56.1,45,2.5,1.20,12.2,25,1,5.3,0,0,,2,0,1,14,92.6
32,Kendall Wright,# 13,WR,16,TEN,134,94,70.1,"1,079",11.5,2,81.5,80.4,60.5,38.3,-,562,536,95.4,0,0.0,382,68.0,180,32.0,0,0.0,593,6.3,2.01,7.1,45,8,7.8,0,0,,3,2,19,53,89.7
34,Michael Floyd,# 15,WR,16,ARZ,107,65,60.7,"1,041",16.0,5,82.1,80.3,67.2,80.9,48.6,602,567,94.2,4,0.7,134,22.3,464,77.1,4,0.7,276,4.2,1.84,14.7,91,5,7.1,0,0,,7,0,10,48,81.6
34,Greg Olsen,# 88,TE,17,CAR,108,77,71.3,871,11.3,6,79.0,80.3,74.3,84.5,68.5,606,513,84.7,74,12.2,305,50.3,70,11.6,175,28.9,347,4.5,1.70,9.8,35,5,6.1,0,0,,1,0,4,46,109.8
36,Dwayne Allen,# 83,TE,1,IND,2,1,50.0,20,20.0,1,72.2,79.7,64.7,61.2,73.0,15,10,66.7,4,26.7,2,13.3,1,6.7,11,73.3,4,4.0,2.00,16.5,20,0,0.0,0,0,,0,0,1,1,125.0
36,Jerrel Jernigan,# 12,WR,15,NYG,42,29,69.0,329,11.3,2,86.5,79.7,77.3,43.2,68.5,154,147,95.5,1,0.6,96,62.3,55,35.7,0,0.0,137,4.7,2.24,11.2,30,1,3.3,0,0,,1,0,6,16,98.2
38,Julio Jones,# 11,WR,5,ATL,57,41,71.9,580,14.1,2,80.8,79.6,58.7,23.1,-,222,211,95.0,0,0.0,25,11.3,197,88.7,0,0.0,261,6.4,2.75,10.4,81,5,10.9,0,0,,2,2,7,26,101.5
39,Vincent Jackson,# 83,WR,16,TB,156,78,50.0,"1,224",15.7,7,79.1,79.5,31.6,56.0,-,591,551,93.2,0,0.0,222,37.6,366,61.9,3,0.5,330,4.2,2.22,13.3,60,12,13.3,0,0,,10,1,9,60,64.7
40,Golden Tate,# 81,WR,19,SEA,107,72,67.3,959,13.3,5,79.9,79.4,77.4,63.4,-,556,521,93.7,0,0.0,100,18.0,450,80.9,1,0.2,530,7.4,1.84,10.2,80,4,5.3,0,0,,2,1,24,46,103.3
41,Reggie Wayne,# 87,WR,7,IND,57,38,66.7,503,13.2,2,81.0,79.2,58.6,78.4,70.2,274,254,92.7,1,0.4,193,70.4,78,28.5,3,1.1,174,4.6,1.98,10.2,35,4,9.5,0,0,,2,0,6,28,91.5
42,Kellen Winslow,# 81,TE,12,NYJ,43,31,72.1,388,12.5,2,76.2,78.9,88.3,76.8,58.7,228,209,91.7,10,4.4,143,62.7,28,12.3,55,24.1,127,4.1,1.86,8.7,34,0,0.0,0,0,,0,0,3,20,115.3
43,Brad Smith,# 16,WR,5,PHI,2,2,100.0,27,13.5,0,48.3,78.1,68.3,23.6,-,9,8,88.9,0,0.0,4,44.4,4,44.4,0,0.0,22,11.0,3.38,2.5,14,0,0.0,0,0,,0,0,1,2,118.8
44,Cole Beasley,# 11,WR,14,DAL,52,39,75.0,368,9.4,2,77.7,77.9,74.3,45.7,-,210,198,94.3,0,0.0,195,92.9,13,6.2,0,0.0,192,4.9,1.86,4.6,23,1,2.5,0,0,,2,0,5,20,90.9
45,Jermichael Finley,# 88,TE,6,GB,34,25,73.5,300,12.0,3,73.1,77.5,64.3,75.7,28.9,168,152,90.5,8,4.8,54,32.1,26,15.5,86,51.2,238,9.5,1.97,5.6,52,2,7.4,0,0,,1,0,10,13,117.3
46,Randall Cobb,# 18,WR,7,GB,42,33,78.6,484,14.7,4,78.3,77.2,88.7,81.8,-,241,231,95.9,0,0.0,228,94.6,7,2.9,0,0.0,193,5.8,2.10,9.7,48,1,2.9,0,0,,1,0,6,21,136.5
47,Larry Fitzgerald,# 11,WR,16,ARZ,129,82,63.6,954,11.6,10,80.3,77.1,90.7,53.6,-,632,596,94.3,0,0.0,304,48.1,325,51.4,3,0.5,348,4.2,1.60,10.6,75,1,1.2,0,0,,7,1,7,49,89.1
48,Charles Clay,# 42,TE,16,MIA,98,69,70.4,759,11.0,6,76.3,76.9,53.8,86.6,71.2,584,467,80.0,105,18.0,243,41.6,47,8.0,226,38.7,375,5.4,1.63,7.4,67,7,9.2,0,0,,2,0,16,36,104.9
49,Brandon Gibson,# 10,WR,7,MIA,43,30,69.8,326,10.9,3,79.2,76.8,58.1,76.5,-,201,195,97.0,0,0.0,191,95.0,10,5.0,0,0.0,123,4.1,1.67,8.8,46,3,9.1,0,0,,2,0,3,19,95.7
50,Victor Cruz,# 80,WR,14,NYG,118,73,61.9,998,13.7,4,76.9,76.7,71.3,49.6,-,527,500,94.9,0,0.0,359,68.1,163,30.9,3,0.6,263,3.6,2.00,12.1,70,5,6.4,0,0,,4,1,8,45,86.1
51,Brian Hartline,# 82,WR,16,MIA,127,76,59.8,"1,016",13.4,4,77.9,76.4,72.7,51.5,-,636,620,97.5,0,0.0,97,15.3,539,84.7,0,0.0,309,4.1,1.64,10.6,50,5,6.2,0,0,,4,0,6,53,82.7
52,Martellus Bennett,# 83,TE,16,CHI,89,65,73.0,759,11.7,5,75.1,76.0,73.5,46.9,45.0,618,520,84.1,71,11.5,342,55.3,43,7.0,211,34.1,385,5.9,1.46,8.2,43,3,4.4,0,0,,2,1,23,40,107.8
52,Nate Washington,# 85,WR,16,TEN,101,58,57.4,919,15.8,3,77.9,76.0,76.0,80.2,-,584,556,95.2,0,0.0,141,24.1,441,75.5,2,0.3,238,4.1,1.65,13.7,77,4,6.5,0,0,,10,0,4,43,58.2
52,Tony Gonzalez,# 88,TE,16,ATL,115,83,72.2,859,10.3,8,75.5,76.0,82.1,82.7,62.6,709,608,85.8,66,9.3,463,65.3,120,16.9,124,17.5,217,2.6,1.41,8.8,25,4,4.6,0,0,,3,0,6,55,105.7
55,Lance Kendricks,# 88,TE,15,SL,42,32,76.2,258,8.1,4,77.6,75.8,69.5,77.0,78.5,261,182,69.7,67,25.7,52,19.9,7,2.7,166,63.6,112,3.5,1.42,5.3,21,2,5.9,0,0,,2,0,2,16,103.1
56,Saalim Hakim,# 15,WR,1,NYJ,1,0,0.0,0,,0,73.8,75.4,-,65.2,-,2,2,100.0,0,0.0,0,0.0,2,100.0,0,0.0,0,,0.00,38.0,0,0,,0,0,,0,0,0,0,39.6
56,John Carlson,# 89,TE,13,MIN,44,32,72.7,344,10.8,1,78.5,75.4,78.4,44.8,71.3,266,217,81.6,44,16.5,77,28.9,26,9.8,121,45.5,164,5.1,1.59,6.5,30,1,3.0,0,0,,0,0,2,19,102.8
58,Malcom Floyd,# 80,WR,2,SD,11,6,54.5,149,24.8,0,79.3,74.9,49.7,68.8,-,57,53,93.0,0,0.0,10,17.5,47,82.5,0,0.0,20,3.3,2.81,16.2,47,1,14.3,0,0,,0,0,0,5,99.6
59,Jeremy Kerley,# 11,WR,12,NYJ,63,43,68.3,523,12.2,3,73.4,74.8,83.6,83.2,-,337,325,96.4,0,0.0,259,76.9,75,22.3,0,0.0,185,4.3,1.61,9.0,26,1,2.3,0,0,,2,0,3,30,96.2
59,Ted Ginn Jr.,# 19,WR,17,CAR,68,40,58.8,660,16.5,5,75.1,74.8,65.7,90.4,-,391,372,95.1,0,0.0,48,12.3,340,87.0,0,0.0,289,7.2,1.77,14.7,59,3,7.0,0,0,,3,0,7,27,97.7
61,Ricardo Lockette,# 83,WR,10,SEA,8,6,75.0,101,16.8,0,74.2,74.7,74.6,69.8,-,44,43,97.7,0,0.0,10,22.7,34,77.3,0,0.0,19,3.2,2.35,20.1,33,0,0.0,0,0,,1,0,0,4,77.1
62,Denarius Moore,# 17,WR,13,OAK,81,46,56.8,695,15.1,5,73.7,74.2,35.1,78.9,-,388,371,95.6,0,0.0,26,6.7,362,93.3,0,0.0,256,5.6,1.87,10.7,73,5,9.8,0,0,,4,0,4,36,85.2
63,Rod Streater,# 80,WR,16,OAK,94,60,63.8,888,14.8,4,74.4,74.1,65.3,59.2,76.8,518,489,94.4,3,0.6,241,46.5,274,52.9,2,0.4,323,5.4,1.82,11.9,66,4,6.3,0,0,,6,1,1,39,82.2
63,Eric Decker,# 87,WR,19,DEN,152,95,62.5,"1,399",14.7,11,77.2,74.1,65.3,43.8,66.2,810,760,93.8,1,0.1,272,33.6,538,66.4,0,0.0,438,4.6,1.84,11.5,61,9,8.7,0,0,,4,2,8,71,105.7
65,Billy Bajema,# 86,TE,4,BLT,2,2,100.0,18,9.0,0,56.7,73.8,68.3,64.0,75.5,16,9,56.3,7,43.8,1,6.3,0,0.0,14,87.5,9,4.5,2.00,4.5,18,0,0.0,0,0,,0,0,0,1,104.2
66,Steve Johnson,# 13,WR,12,BUF,95,52,54.7,597,11.5,3,73.3,73.7,40.6,40.6,-,411,380,92.5,0,0.0,295,71.8,116,28.2,0,0.0,212,4.1,1.57,9.3,45,8,13.3,0,0,,3,1,6,33,71.3
67,Greg Jennings,# 15,WR,15,MIN,101,68,67.3,804,11.8,4,73.8,73.4,68.2,81.1,-,508,494,97.2,0,0.0,335,65.9,165,32.5,8,1.6,355,5.2,1.63,9.8,70,5,6.8,0,0,,6,0,8,36,79.8
68,Michael Crabtree,# 15,WR,8,SF,58,34,58.6,487,14.3,1,72.7,73.3,61.3,28.4,-,242,225,93.0,0,0.0,51,21.1,191,78.9,0,0.0,200,5.9,2.16,10.4,60,2,5.6,0,0,,2,1,6,23,77.3
69,Owen Daniels,# 81,TE,5,HST,39,24,61.5,252,10.5,3,70.5,73.2,62.7,75.3,61.4,229,206,90.0,12,5.2,69,30.1,13,5.7,142,62.0,86,3.6,1.22,7.0,28,2,7.7,0,0,,4,0,2,18,66.3
69,Wes Welker,# 83,WR,16,DEN,133,91,68.4,937,10.3,11,74.3,73.2,44.8,85.0,-,639,598,93.6,0,0.0,540,84.5,92,14.4,0,0.0,387,4.3,1.57,7.4,33,12,11.7,0,0,,3,0,5,56,106.6
71,Jeff Cumberland,# 87,TE,15,NYJ,39,26,66.7,398,15.3,4,70.2,72.8,56.0,76.0,48.8,336,246,73.2,78,23.2,84,25.0,14,4.2,230,68.5,170,6.5,1.62,10.0,47,3,10.3,0,0,,1,0,4,15,123.7
71,Jason Witten,# 82,TE,16,DAL,109,73,67.0,851,11.7,8,78.2,72.8,61.2,81.8,77.1,662,540,81.6,90,13.6,297,44.9,11,1.7,339,51.2,333,4.6,1.58,8.3,34,6,7.6,0,0,,1,0,6,44,111.1
73,Mychal Rivera,# 81,TE,16,OAK,56,38,67.9,407,10.7,4,68.8,72.6,58.2,81.8,73.5,382,338,88.5,23,6.0,121,31.7,15,3.9,234,61.3,112,2.9,1.20,8.4,37,5,11.6,0,0,,1,0,2,25,105.3
74,Vernon Davis,# 85,TE,18,SF,96,57,59.4,904,15.9,15,72.5,72.4,49.3,40.6,65.8,545,493,90.5,27,5.0,190,34.9,70,12.8,274,50.3,272,4.8,1.83,14.5,64,6,9.5,0,0,,3,1,7,40,117.4
75,Jacob Tamme,# 84,TE,16,DEN,28,24,85.7,217,9.0,2,72.7,72.3,85.7,75.5,78.0,178,163,91.6,7,3.9,114,64.0,30,16.9,31,17.4,103,4.3,1.33,6.6,23,0,0.0,0,0,,0,0,3,17,122.8
76,Andre Holmes,# 18,WR,10,OAK,52,25,48.1,431,17.2,1,74.5,72.2,63.6,75.5,-,261,249,95.4,0,0.0,25,9.6,236,90.4,0,0.0,117,4.7,1.73,14.7,40,2,7.4,0,0,,2,0,0,21,67.1
76,Cordarrelle Patterson,# 84,WR,16,MIN,72,45,62.5,469,10.4,4,80.4,72.2,53.9,87.9,-,298,290,97.3,0,0.0,54,18.1,237,79.5,0,0.0,286,6.4,1.62,8.6,79,5,10.0,0,0,,2,0,9,19,88.3
78,Jarrett Boykin,# 11,WR,15,GB,76,49,64.5,681,13.9,3,73.1,72.0,64.5,79.2,62.4,454,423,93.2,1,0.2,27,5.9,427,94.1,0,0.0,255,5.2,1.61,10.3,52,5,9.3,0,0,,3,0,12,34,89.9
79,Eddie Royal,# 11,WR,17,SD,70,49,70.0,694,14.2,8,74.5,71.7,72.0,82.5,-,509,480,94.3,0,0.0,421,82.7,88,17.3,0,0.0,377,7.7,1.45,10.1,54,4,7.5,0,0,,2,0,12,35,127.9
79,Dwayne Bowe,# 82,WR,16,KC,113,65,57.5,823,12.7,6,74.8,71.7,44.3,80.9,71.6,628,595,94.7,1,0.2,177,28.2,445,70.9,6,1.0,276,4.2,1.38,10.0,63,8,11.0,0,0,,1,0,14,46,94.4
81,Jordan Cameron,# 84,TE,15,CLV,109,80,73.4,917,11.5,7,70.6,71.6,73.4,51.5,58.2,700,622,88.9,57,8.1,395,56.4,54,7.7,219,31.3,250,3.1,1.47,10.2,53,5,5.9,0,0,,5,1,5,47,100.6
82,Riley Cooper,# 14,WR,17,PHI,89,53,59.6,903,17.0,9,71.8,71.5,61.9,82.8,-,595,560,94.1,0,0.0,103,17.3,489,82.2,2,0.3,251,4.7,1.61,14.4,63,5,8.6,0,0,,2,0,5,37,118.3
83,Justin Blackmon,# 14,WR,4,JAX,46,29,63.0,415,14.3,1,71.9,71.4,66.8,76.6,-,163,158,96.9,0,0.0,71,43.6,92,56.4,0,0.0,215,7.4,2.63,8.8,67,2,6.5,0,0,,3,0,2,17,72.3
84,Jermaine Kearse,# 15,WR,18,SEA,49,29,59.2,480,16.6,6,74.2,71.3,67.3,24.2,-,305,285,93.4,0,0.0,107,35.1,194,63.6,4,1.3,88,3.0,1.68,16.7,43,3,9.4,0,0,,2,1,5,20,114.8
84,Jerome Simpson,# 81,WR,16,MIN,96,48,50.0,726,15.1,1,73.5,71.3,56.2,38.9,-,463,447,96.5,0,0.0,64,13.8,398,86.0,1,0.2,182,3.8,1.62,14.4,51,4,7.7,0,0,,6,1,5,35,52.7
86,Brittan Golden,# 10,WR,5,ARZ,10,4,40.0,136,34.0,0,74.0,71.1,72.1,67.0,-,40,36,90.0,0,0.0,9,22.5,31,77.5,0,0.0,75,18.8,3.78,17.4,63,0,0.0,0,0,,0,0,1,3,87.5
87,Stedman Bailey,# 12,WR,10,SL,23,17,73.9,226,13.3,0,70.9,71.0,82.7,74.7,-,125,117,93.6,0,0.0,21,16.8,103,82.4,0,0.0,45,2.6,1.93,10.4,28,1,5.6,0,0,,0,0,2,10,104.6
87,Griff Whalen,# 17,WR,10,IND,49,31,63.3,352,11.4,2,73.1,71.0,69.1,82.8,-,277,265,95.7,0,0.0,142,51.3,135,48.7,0,0.0,146,4.7,1.33,8.8,25,2,6.1,0,0,,0,0,6,20,98.3
87,Jerricho Cotchery,# 89,WR,16,PIT,74,46,62.2,602,13.1,10,74.9,71.0,62.7,79.1,77.1,457,438,95.8,3,0.7,358,78.3,81,17.7,15,3.3,221,4.8,1.37,10.8,36,4,8.0,0,0,,3,0,4,36,110.5
90,Brent Celek,# 87,TE,17,PHI,50,34,68.0,518,15.2,6,78.8,70.8,62.1,28.6,70.7,443,333,75.2,87,19.6,119,26.9,13,2.9,294,66.4,292,8.6,1.56,8.6,42,3,8.1,0,0,,2,1,5,24,124.8
91,Cecil Shorts,# 84,WR,13,JAX,117,66,56.4,777,11.8,3,72.0,70.7,38.6,80.9,-,497,471,94.8,0,0.0,86,17.3,410,82.5,1,0.2,286,4.3,1.65,11.0,59,10,13.2,0,0,,6,0,6,41,63.9
92,David Nelson,# 86,WR,12,NYJ,56,36,64.3,423,11.8,2,71.4,70.6,71.4,77.4,-,305,298,97.7,0,0.0,58,19.0,244,80.0,2,0.7,111,3.1,1.42,11.4,31,2,5.3,0,0,,3,0,2,20,76.7
92,Torrey Smith,# 82,WR,16,BLT,127,65,51.2,"1,128",17.4,4,70.5,70.6,66.8,80.8,-,707,668,94.5,0,0.0,66,9.3,641,90.7,0,0.0,381,5.9,1.69,15.9,74,5,7.1,0,0,,3,1,4,48,82.4
94,Zach Miller,# 86,TE,17,SEA,57,38,66.7,433,11.4,5,73.6,70.1,82.3,85.4,66.2,475,346,72.8,103,21.7,102,21.5,28,5.9,338,71.2,187,4.9,1.25,7.2,60,1,2.6,0,0,,1,0,2,19,111.2
95,Robert Meachem,# 17,WR,17,NO,32,19,59.4,433,22.8,2,73.8,69.9,69.9,74.9,78.4,204,195,95.6,2,1.0,43,21.1,156,76.5,5,2.5,93,4.9,2.22,21.8,60,1,5.0,0,0,,0,0,1,12,124.5
95,Harry Douglas,# 83,WR,16,ATL,126,85,67.5,"1,068",12.6,2,69.8,69.9,50.7,41.6,67.8,681,640,94.0,2,0.3,416,61.1,258,37.9,0,0.0,513,6.0,1.67,8.3,80,9,9.6,0,0,,7,2,15,48,75.8
97,Danny Amendola,# 80,WR,14,NE,88,57,64.8,710,12.5,2,72.7,69.8,37.1,83.1,73.6,458,425,92.8,2,0.4,352,76.9,104,22.7,2,0.4,271,4.8,1.67,8.6,57,9,13.6,0,0,,0,0,3,40,97.3
98,Austin Collie,# 10,WR,9,NE,17,11,64.7,135,12.3,0,71.5,69.7,79.4,71.9,-,116,109,94.0,0,0.0,26,22.4,90,77.6,0,0.0,31,2.8,1.24,11.3,20,0,0.0,0,0,,1,0,0,11,64.6
99,Jacoby Jones,# 12,WR,12,BLT,63,37,58.7,455,12.3,2,69.3,69.6,90.0,88.3,-,377,361,95.8,0,0.0,32,8.5,345,91.5,0,0.0,127,3.4,1.26,15.1,66,1,2.6,0,0,,4,0,3,21,65.2
100,Chase Ford,# 86,TE,9,MIN,15,11,73.3,133,12.1,0,70.6,69.5,44.2,88.5,61.6,84,69,82.1,13,15.5,25,29.8,4,4.8,44,52.4,59,5.4,1.93,9.3,37,2,15.4,0,0,,0,0,1,7,100.1
100,Tim Wright,# 81,TE,16,TB,72,54,75.0,571,10.6,5,66.7,69.5,66.9,79.8,64.4,441,386,87.5,31,7.0,272,61.7,4,0.9,159,36.1,145,2.7,1.48,9.4,36,4,6.9,0,0,,0,0,1,30,120.8
102,Seyi Ajirotutu,# 16,WR,8,SD,4,3,75.0,64,21.3,1,69.7,69.3,70.5,65.8,-,44,43,97.7,0,0.0,8,18.2,36,81.8,0,0.0,10,3.3,1.49,26.3,26,0,0.0,0,0,,0,0,0,3,156.3
102,Kyle Rudolph,# 82,TE,8,MIN,44,30,68.2,313,10.4,3,70.3,69.3,77.8,76.6,87.9,282,231,81.9,46,16.3,97,34.4,20,7.1,114,40.4,120,4.0,1.35,8.5,31,1,3.2,0,0,,2,0,6,12,92.3
102,Emmanuel Sanders,# 88,WR,16,PIT,108,67,62.0,740,11.0,6,71.3,69.3,62.0,53.7,-,556,537,96.6,0,0.0,79,14.2,477,85.8,0,0.0,295,4.4,1.38,11.4,55,5,6.9,0,0,,5,1,15,38,81.6
105,Hakeem Nicks,# 88,WR,15,NYG,98,56,57.1,896,16.0,0,70.1,69.2,36.9,80.0,-,550,526,95.6,0,0.0,37,6.7,513,93.3,0,0.0,274,4.9,1.70,13.9,57,7,11.1,0,0,,7,0,11,38,58.0
