RANK,PLAYER,#,POS,#G,TEAM,TGT,REC,REC%,YDS,Y/REC,TD,OFF,RECV,DROP,FUM,PBLK,PASS,RECV,RT%,PBLK,PB%,SLOT,SLT%,WIDE,WID%,INL,INL%,YAC,YAC/REC,Y/RR,ADOT,LNG,DRP,DRP%,CTT,CTC,CTC%,INT,FUM,MTF,1ST,RTG
41,Stefon Diggs,# 14,WR,17,MIN,99,67,67.7,"1,208",18.0,7,78.3,77.6,69.0,23.9,-,521,484,92.9,0,0.0,84,16.1,436,83.7,0,0.0,344,5.1,2.50,15.6,66,7,9.5,19,10,52.6,5,4,5,45,111.8
42,Hayden Hurst,# 81,TE,17,BLT,44,34,77.3,402,11.8,3,73.1,77.3,89.7,77.4,72.1,259,243,93.8,4,1.5,139,53.7,49,18.9,63,24.3,170,5.0,1.65,9.8,61,1,2.9,6,3,50.0,0,0,2,19,127.3
43,Dan Arnold,# 82,TE,5,ARZ,13,8,61.5,127,15.9,2,71.7,76.8,77.3,70.6,70.2,74,67,90.5,2,2.7,36,48.6,12,16.2,24,32.4,27,3.4,1.90,14.8,37,0,0.0,3,2,66.7,0,0,0,6,133.7
44,Hunter Renfrow,# 13,WR,13,OAK,67,49,73.1,605,12.3,4,75.5,76.5,57.5,81.9,67.0,303,290,95.7,2,0.7,218,71.9,85,28.1,0,0.0,312,6.4,2.09,7.2,65,5,9.3,13,6,46.2,1,0,10,31,114.3
45,Kyle Rudolph,# 82,TE,17,MIN,55,45,81.8,402,8.9,7,71.0,76.4,90.3,79.2,59.3,497,382,76.9,90,18.1,53,10.7,17,3.4,422,84.9,218,4.8,1.05,7.3,32,0,0.0,5,4,80.0,0,0,5,26,136.7
46,Cooper Kupp,# 18,WR,16,LA,132,94,71.2,"1,161",12.4,10,74.6,76.1,89.2,22.6,72.0,619,557,90.0,17,2.7,416,67.2,202,32.6,1,0.2,548,5.8,2.08,7.3,66,3,3.1,12,4,33.3,2,3,8,51,117.0
47,DJ Chark Jr.,# 17,WR,15,JAX,114,73,64.0,"1,008",13.8,8,75.2,75.8,89.8,82.5,-,639,595,93.1,0,0.0,157,24.6,480,75.1,2,0.3,313,4.3,1.69,12.3,69,2,2.7,34,12,35.3,2,0,11,41,108.4
48,Zach Ertz,# 86,TE,16,PHI,132,90,68.2,960,10.7,6,72.7,75.6,78.3,55.5,62.0,635,574,90.4,24,3.8,272,42.8,125,19.7,238,37.5,289,3.2,1.67,9.1,32,5,5.3,26,14,53.8,1,1,6,52,101.2
49,T.Y. Hilton,# 13,WR,10,IND,67,45,67.2,501,11.1,5,75.1,75.4,76.5,78.6,-,298,276,92.6,0,0.0,85,28.5,213,71.5,0,0.0,220,4.9,1.82,10.4,35,2,4.3,13,4,30.8,1,0,3,24,107.9
50,Deebo Samuel,# 19,WR,18,SF,94,67,71.3,929,13.9,3,77.5,75.3,40.3,29.6,75.8,491,450,91.6,3,0.6,127,25.9,350,71.3,4,0.8,563,8.4,2.06,7.9,42,10,13.0,17,7,41.2,3,2,23,40,100.0
51,Alshon Jeffery,# 17,WR,10,PHI,69,43,62.3,490,11.4,4,74.8,75.0,52.3,78.4,-,305,286,93.8,0,0.0,36,11.8,269,88.2,0,0.0,136,3.2,1.71,11.6,38,5,10.4,17,8,47.1,1,0,0,36,96.9
51,Hunter Henry,# 86,TE,12,LAC,74,55,74.3,652,11.9,5,73.2,75.0,75.4,41.2,57.3,433,390,90.1,15,3.5,224,51.7,87,20.1,121,27.9,164,3.0,1.67,10.5,30,3,5.2,16,10,62.5,1,1,0,36,117.6
53,Laquon Treadwell,# 11,WR,14,MIN,16,9,56.3,184,20.4,1,71.3,74.8,77.3,70.6,-,86,83,96.5,0,0.0,25,29.1,61,70.9,0,0.0,58,6.4,2.22,15.6,58,0,0.0,4,1,25.0,1,0,1,8,91.7
53,Calvin Ridley,# 18,WR,13,ATL,91,63,69.2,866,13.7,7,74.9,74.8,78.4,47.0,-,555,511,92.1,0,0.0,65,11.7,488,87.9,0,0.0,141,2.2,1.69,13.9,36,3,4.5,22,11,50.0,2,0,4,47,115.9
55,Mike Williams,# 81,WR,15,LAC,85,49,57.6,"1,001",20.4,2,74.1,74.6,37.7,79.4,64.5,567,525,92.6,1,0.2,206,36.3,361,63.7,0,0.0,200,4.1,1.91,18.3,56,6,10.9,33,18,54.5,8,0,3,41,67.8
55,Marvin Jones Jr.,# 11,WR,13,DET,90,62,68.9,779,12.6,9,72.9,74.6,77.7,80.6,-,546,509,93.2,0,0.0,187,34.2,355,65.0,3,0.5,112,1.8,1.53,13.7,47,3,4.6,31,20,64.5,5,0,6,41,105.7
57,Michael Gallup,# 13,WR,14,DAL,112,66,58.9,"1,107",16.8,6,74.0,74.4,29.1,80.8,-,541,512,94.6,0,0.0,73,13.5,468,86.5,0,0.0,333,5.0,2.16,13.5,62,13,16.5,32,17,53.1,2,0,10,51,102.8
58,Cole Beasley,# 10,WR,16,BUF,105,71,67.6,822,11.6,6,73.8,74.3,64.3,81.4,70.2,540,510,94.4,4,0.7,406,75.2,132,24.4,0,0.0,374,5.3,1.61,7.8,51,6,7.8,9,2,22.2,4,0,4,39,94.2
59,John Brown,# 15,WR,16,BUF,122,76,62.3,"1,110",14.6,6,74.2,74.2,71.3,82.2,-,625,589,94.2,0,0.0,127,20.3,498,79.7,0,0.0,236,3.1,1.88,14.6,53,4,5.0,21,9,42.9,3,0,10,55,98.1
60,Will Fuller V,# 15,WR,12,HST,78,54,69.2,759,14.1,3,75.2,73.9,48.1,39.4,64.5,410,387,94.4,1,0.2,130,31.7,280,68.3,0,0.0,244,4.5,1.96,14.4,54,7,11.5,13,8,61.5,3,1,3,31,97.1
60,Jamison Crowder,# 82,WR,16,NYJ,118,78,66.1,833,10.7,6,73.0,73.9,62.7,82.2,-,567,529,93.3,0,0.0,432,76.2,130,22.9,0,0.0,363,4.7,1.57,8.1,41,7,8.2,18,9,50.0,5,0,10,40,85.9
62,Sterling Shepard,# 87,WR,10,NYG,83,57,68.7,576,10.1,3,75.8,73.8,75.9,81.1,67.1,417,390,93.5,1,0.2,195,46.8,217,52.0,4,1.0,184,3.2,1.48,10.2,36,3,5.0,19,8,42.1,4,0,7,29,80.2
63,Anthony Firkser,# 86,TE,18,TEN,26,17,65.4,249,14.6,3,72.3,73.2,55.6,74.5,30.8,173,156,90.2,8,4.6,102,59.0,31,17.9,36,20.8,71,4.2,1.60,12.0,39,2,10.5,7,3,42.9,1,0,0,12,118.9
63,D.K. Metcalf,# 14,WR,18,SEA,111,69,62.2,"1,119",16.2,8,73.4,73.2,46.6,23.1,-,661,612,92.6,0,0.0,74,11.2,586,88.7,1,0.2,343,5.0,1.83,13.9,54,9,11.5,34,18,52.9,1,3,10,46,116.2
65,Golden Tate,# 15,WR,11,NYG,81,49,60.5,676,13.8,6,74.0,72.7,72.5,84.0,-,453,423,93.4,0,0.0,382,84.3,70,15.5,1,0.2,291,5.9,1.60,10.8,64,3,5.8,37,19,51.4,5,1,6,30,86.2
66,Marquise Brown,# 15,WR,15,BLT,76,53,69.7,710,13.4,7,72.8,72.6,73.0,79.6,-,405,388,95.8,0,0.0,141,34.8,264,65.2,0,0.0,257,4.8,1.83,12.6,83,3,5.4,10,4,40.0,0,0,8,30,129.8
67,Julian Edelman,# 11,WR,17,NE,152,103,67.8,"1,147",11.1,6,71.4,72.4,59.2,39.6,71.4,697,647,92.8,2,0.3,457,65.6,236,33.9,2,0.3,333,3.2,1.77,9.3,44,11,9.6,19,12,63.2,2,3,7,56,97.7
68,Olamide Zaccheaus,# 17,WR,9,ATL,4,3,75.0,115,38.3,1,71.5,72.3,70.5,65.8,-,40,39,97.5,0,0.0,14,35.0,26,65.0,0,0.0,62,20.7,2.95,16.3,93,0,0.0,1,1,100.0,0,0,1,2,156.3
68,Tajae Sharpe,# 19,WR,18,TEN,38,26,68.4,335,12.9,4,72.3,72.3,86.1,75.7,71.3,280,261,93.2,2,0.7,85,30.4,195,69.6,0,0.0,62,2.4,1.28,14.9,47,0,0.0,8,4,50.0,1,0,0,21,120.0
68,Breshad Perriman,# 19,WR,14,TB,65,36,55.4,645,17.9,6,72.8,72.3,80.4,77.9,-,472,449,95.1,0,0.0,113,23.9,359,76.1,0,0.0,129,3.6,1.44,18.8,44,1,2.7,16,7,43.8,4,0,2,29,94.7
71,Adam Humphries,# 10,WR,13,TEN,52,41,78.8,399,9.7,2,71.4,72.2,83.0,86.4,69.4,296,276,93.2,2,0.7,251,84.8,43,14.5,0,0.0,130,3.2,1.45,7.3,30,1,2.4,9,6,66.7,0,0,1,23,111.5
71,Tyler Boyd,# 83,WR,16,CIN,142,90,63.4,"1,046",11.6,5,73.0,72.2,67.1,30.0,65.3,675,634,93.9,1,0.1,435,64.4,238,35.3,2,0.3,358,4.0,1.65,9.6,47,7,7.2,32,14,43.8,6,2,10,51,79.7
73,Larry Fitzgerald,# 11,WR,16,ARZ,104,75,72.1,804,10.7,4,70.3,71.6,90.5,82.0,64.4,619,574,92.7,5,0.8,536,86.6,79,12.8,4,0.6,362,4.8,1.40,8.0,54,0,0.0,25,13,52.0,4,1,6,40,91.2
74,Zach Pascal,# 14,WR,16,IND,69,41,59.4,607,14.8,5,73.7,71.4,74.8,81.4,76.2,449,418,93.1,2,0.4,163,36.3,283,63.0,2,0.4,234,5.7,1.45,12.4,37,2,4.7,19,5,26.3,4,0,4,29,88.3
75,Greg Ward,# 84,WR,7,PHI,44,31,70.5,278,9.0,1,73.1,71.3,68.8,84.1,-,240,228,95.0,0,0.0,147,61.3,92,38.3,0,0.0,113,3.6,1.22,7.6,38,1,3.1,8,3,37.5,0,0,2,20,94.7
76,Chad Beebe,# 12,WR,3,MIN,2,2,100.0,70,35.0,0,66.4,71.1,68.3,79.1,-,23,19,82.6,0,0.0,14,60.9,8,34.8,0,0.0,68,34.0,3.68,1.0,61,0,0.0,0,0,,0,0,0,2,118.8
76,Tommy Sweeney,# 89,TE,6,BUF,10,8,80.0,114,14.3,0,72.6,71.1,56.7,70.6,54.5,69,59,85.5,9,13.0,21,30.4,1,1.4,47,68.1,41,5.1,1.93,10.5,29,1,11.1,1,0,0.0,0,0,1,4,114.2
76,Kendrick Bourne,# 84,WR,19,SF,53,36,67.9,446,12.4,6,69.8,71.1,56.7,77.9,75.9,341,309,90.6,4,1.2,176,51.6,162,47.5,2,0.6,146,4.1,1.44,9.1,30,4,10.0,12,7,58.3,1,0,5,28,123.6
79,Deon Yelder,# 82,TE,5,KC,5,4,80.0,61,15.3,0,68.2,71.0,73.4,16.0,24.5,25,18,72.0,4,16.0,2,8.0,5,20.0,18,72.0,43,10.8,3.39,7.2,24,0,0.0,0,0,,0,0,1,3,117.5
80,Randall Cobb,# 18,WR,15,DAL,79,55,69.6,828,15.1,3,69.9,70.9,29.1,34.2,68.6,499,469,94.0,2,0.4,458,91.8,35,7.0,6,1.2,334,6.1,1.77,10.2,59,9,14.1,11,7,63.6,3,2,10,40,100.6
81,Danny Amendola,# 80,WR,15,DET,94,62,66.0,678,10.9,1,71.5,70.7,66.6,84.9,-,482,450,93.4,0,0.0,371,77.0,104,21.6,1,0.2,223,3.6,1.51,8.8,47,5,7.5,13,5,38.5,2,0,4,36,81.8
82,Corey Davis,# 84,WR,18,TEN,80,49,61.3,669,13.7,3,70.4,70.6,72.4,37.4,68.1,505,470,93.1,1,0.2,136,26.9,365,72.3,4,0.8,239,4.9,1.42,12.9,38,3,5.8,17,10,58.8,1,1,7,37,95.3
83,Darius Slayton,# 86,WR,14,NYG,80,48,60.0,740,15.4,8,70.3,70.5,70.9,81.4,-,503,471,93.6,0,0.0,22,4.4,481,95.6,0,0.0,199,4.1,1.57,14.4,55,3,5.9,25,12,48.0,4,0,5,32,103.1
84,Kenny Stills,# 12,WR,15,HST,64,47,73.4,687,14.6,5,70.4,70.4,70.5,79.1,71.8,490,463,94.5,2,0.4,188,38.4,302,61.6,0,0.0,185,3.9,1.48,11.4,54,3,6.0,14,7,50.0,1,0,0,33,127.5
85,Auden Tate,# 19,WR,12,CIN,78,40,51.3,575,14.4,1,70.5,70.0,51.0,78.1,81.3,437,409,93.6,7,1.6,116,26.5,320,73.2,1,0.2,137,3.4,1.41,12.9,33,5,11.1,27,13,48.1,2,1,5,29,69.1
86,Sammy Watkins,# 14,WR,17,KC,105,66,62.9,961,14.6,4,71.6,69.5,73.1,27.1,80.8,646,585,90.6,5,0.8,343,53.1,297,46.0,6,0.9,385,5.8,1.64,10.5,68,4,5.7,20,8,40.0,0,2,13,42,105.3
87,Pharoh Cooper,# 12,WR,13,ARZ,33,25,75.8,243,9.7,1,70.3,69.4,65.2,89.0,65.6,167,149,89.2,1,0.6,152,91.0,13,7.8,0,0.0,79,3.2,1.63,9.3,28,2,7.4,7,4,57.1,0,0,2,10,106.0
87,Eric Ebron,# 85,TE,11,IND,50,31,62.0,375,12.1,3,71.1,69.4,33.8,76.8,59.4,233,211,90.6,8,3.4,144,61.8,47,20.2,42,18.0,171,5.5,1.78,9.7,48,5,13.9,12,6,50.0,3,0,4,20,80.0
87,Preston Williams,# 18,WR,8,MIA,59,32,54.2,428,13.4,3,67.7,69.4,42.0,40.9,-,288,267,92.7,0,0.0,15,5.2,273,94.8,0,0.0,71,2.2,1.60,14.6,35,3,8.6,21,10,47.6,3,2,0,24,73.3
87,Odell Beckham Jr.,# 13,WR,16,CLV,130,74,56.9,"1,035",14.0,4,68.7,69.4,61.7,53.2,-,628,572,91.1,0,0.0,147,23.4,481,76.6,0,0.0,329,4.4,1.81,13.6,89,7,8.6,30,15,50.0,7,0,6,44,70.5
91,D'haquille Williams,# 82,WR,5,BUF,28,16,57.1,215,13.4,1,69.4,69.2,43.5,73.9,44.9,162,157,96.9,2,1.2,74,45.7,88,54.3,0,0.0,54,3.4,1.37,13.2,41,3,15.8,9,6,66.7,0,0,2,11,93.6
92,Allen Lazard,# 13,WR,17,GB,55,38,69.1,513,13.5,3,69.5,69.1,64.8,78.3,77.2,372,341,91.7,3,0.8,141,37.9,222,59.7,8,2.2,149,3.9,1.50,14.7,43,3,7.3,8,4,50.0,0,0,1,27,116.7
93,Diontae Johnson,# 18,WR,16,PIT,86,59,68.6,680,11.5,5,67.9,68.8,76.6,23.1,-,453,422,93.2,0,0.0,57,12.6,396,87.4,0,0.0,311,5.3,1.61,9.5,45,3,4.8,6,2,33.3,2,3,18,31,101.9
94,Mecole Hardman Jr.,# 17,WR,19,KC,42,30,71.4,567,18.9,6,68.1,68.7,79.4,47.2,-,377,333,88.3,0,0.0,189,50.1,183,48.5,3,0.8,332,11.1,1.70,9.2,83,1,3.2,6,4,66.7,0,0,8,19,153.3
94,Greg Olsen,# 88,TE,14,CAR,81,52,64.2,597,11.5,2,66.9,68.7,87.4,79.8,70.1,521,453,86.9,49,9.4,274,52.6,87,16.7,137,26.3,219,4.2,1.32,9.2,41,1,1.9,15,5,33.3,2,0,1,34,84.2
96,Robbie Chosen,# 11,WR,16,NYJ,92,52,56.5,779,15.0,5,68.7,68.6,75.5,42.4,-,615,569,92.5,0,0.0,120,19.5,495,80.5,0,0.0,183,3.5,1.37,15.8,92,3,5.5,21,10,47.6,3,1,4,35,89.0
97,James Washington,# 13,WR,15,PIT,77,44,57.1,735,16.7,3,69.3,68.5,53.7,32.1,73.1,448,417,93.1,2,0.4,118,26.3,324,72.3,6,1.3,202,4.6,1.76,15.9,79,5,10.2,16,9,56.3,5,1,3,31,75.4
98,Deonte Harty,# 11,WR,12,NO,7,7,100.0,74,10.6,0,68.0,68.2,75.6,69.0,-,40,40,100.0,0,0.0,18,45.0,22,55.0,0,0.0,41,5.9,1.85,4.7,50,0,0.0,0,0,,0,0,2,3,110.7
98,Keelan Cole Sr.,# 84,WR,16,JAX,36,24,66.7,361,15.0,3,66.5,68.2,62.3,77.2,-,275,258,93.8,0,0.0,143,52.0,131,47.6,1,0.4,105,4.4,1.40,12.1,55,1,4.0,6,4,66.7,1,0,0,19,115.6
100,Devin Funchess,# 17,WR,1,IND,5,3,60.0,32,10.7,0,68.9,68.1,70.5,65.8,-,21,21,100.0,0,0.0,1,4.8,20,95.2,0,0.0,6,2.0,1.52,11.2,16,0,0.0,2,2,100.0,0,0,0,2,78.8
101,Demaryius Thomas,# 18,WR,11,NYJ,55,36,65.5,433,12.0,1,65.9,67.9,48.0,78.1,62.4,311,288,92.6,1,0.3,107,34.4,204,65.6,0,0.0,176,4.9,1.50,10.2,47,5,12.2,12,7,58.3,3,0,3,22,72.8
101,Anthony Miller,# 17,WR,16,CHI,81,52,64.2,656,12.6,2,66.0,67.9,66.1,40.7,-,493,467,94.7,0,0.0,383,77.7,98,19.9,11,2.2,225,4.3,1.40,10.2,35,4,7.1,14,5,35.7,2,0,2,34,87.3
