RANK,PLAYER,#,POS,#G,TEAM,TGT,REC,REC%,YDS,Y/REC,TD,OFF,RECV,DROP,FUM,PBLK,PASS,RECV,RT%,PBLK,PB%,SLOT,SLT%,WIDE,WID%,INL,INL%,YAC,YAC/REC,Y/RR,ADOT,LNG,DRP,DRP%,CTT,CTC,CTC%,INT,FUM,MTF,1ST,RTG
18,Jarvis Landry,# 14,WR,16,MIA,155,110,71.0,"1,157",10.5,4,88.0,86.1,76.2,90.6,73.1,597,567,95.0,1,0.2,414,69.3,161,27.0,7,1.2,571,5.2,2.04,7.4,50,7,6.0,0,0,,3,0,26,60,92.9
19,Calvin Johnson,# 81,WR,16,DET,142,88,62.0,"1,214",13.8,9,88.6,86.0,77.4,57.7,-,688,655,95.2,0,0.0,88,12.8,600,87.2,0,0.0,304,3.5,1.85,13.6,57,5,5.4,1,0,0.0,4,1,2,65,98.7
20,Brandon Marshall,# 15,WR,16,NYJ,167,109,65.3,"1,502",13.8,14,85.4,85.8,56.1,26.2,62.4,665,639,96.1,1,0.2,151,22.7,514,77.3,0,0.0,439,4.0,2.35,12.7,69,11,9.2,0,0,,9,3,14,76,99.4
21,Mike Evans,# 13,WR,15,TB,146,74,50.7,"1,206",16.3,3,83.6,85.7,28.9,81.8,-,552,507,91.8,0,0.0,109,19.7,443,80.3,0,0.0,239,3.2,2.38,15.5,68,15,16.9,0,0,,5,1,4,64,71.3
22,Paul Richardson Jr.,# 10,WR,1,SEA,1,1,100.0,40,40.0,0,90.1,84.8,64.7,61.2,-,4,3,75.0,0,0.0,0,0.0,4,100.0,0,0.0,11,11.0,13.33,29.0,40,0,0.0,0,0,,0,0,0,1,118.8
22,Delanie Walker,# 82,TE,15,TEN,130,94,72.3,"1,088",11.6,6,88.0,84.8,79.0,83.2,77.2,524,482,92.0,13,2.5,288,55.0,94,17.9,138,26.3,398,4.2,2.26,9.6,61,5,5.1,0,0,,4,0,16,52,99.8
24,Emmanuel Sanders,# 10,WR,18,DEN,155,92,59.4,"1,365",14.8,6,84.4,84.2,68.1,88.9,-,665,634,95.3,0,0.0,141,21.2,520,78.2,0,0.0,438,4.8,2.15,14.1,75,7,7.1,0,0,,5,1,7,63,87.7
25,Allen Robinson II,# 15,WR,16,JAX,142,80,56.3,"1,400",17.5,14,84.0,83.8,58.6,82.2,-,682,645,94.6,0,0.0,103,15.1,579,84.9,0,0.0,353,4.4,2.17,16.0,90,8,9.1,0,0,,6,0,10,61,105.4
26,J.J. Nelson,# 14,WR,13,ARZ,28,14,50.0,332,23.7,2,82.3,83.0,64.7,79.0,-,128,117,91.4,0,0.0,44,34.4,84,65.6,0,0.0,60,4.3,2.84,23.2,64,1,6.7,0,0,,3,0,1,13,77.4
27,Jimmy Graham,# 88,TE,11,SEA,68,48,70.6,605,12.6,2,79.0,82.9,78.2,79.1,48.5,370,336,90.8,25,6.8,113,30.5,57,15.4,198,53.5,224,4.7,1.80,9.1,45,2,4.0,0,0,,1,0,4,29,101.7
28,Julian Edelman,# 11,WR,11,NE,111,78,70.3,845,10.8,7,83.9,81.9,48.9,60.3,74.8,478,445,93.1,4,0.8,249,52.1,227,47.5,2,0.4,360,4.6,1.90,7.5,59,10,11.4,0,0,,2,1,16,47,105.9
29,Jeremy Maclin,# 19,WR,17,KC,127,92,72.4,"1,140",12.4,8,78.3,80.1,90.9,29.7,-,581,541,93.1,0,0.0,190,32.7,388,66.8,2,0.3,358,3.9,2.11,10.7,61,1,1.1,0,0,,3,2,5,53,111.0
30,Crockett Gillmore,# 80,TE,10,BLT,44,33,75.0,412,12.5,4,75.9,80.0,70.6,77.2,61.1,343,254,74.1,75,21.9,68,19.8,7,2.0,263,76.7,246,7.5,1.62,6.8,46,2,5.7,0,0,,3,0,9,17,105.5
31,Eric Decker,# 87,WR,15,NYJ,126,80,63.5,"1,027",12.8,12,78.0,79.7,58.1,54.8,-,588,567,96.4,0,0.0,402,68.4,178,30.3,8,1.4,222,2.8,1.81,12.4,35,8,9.1,0,0,,2,1,2,60,114.1
32,Zach Ertz,# 86,TE,15,PHI,106,75,70.8,853,11.4,2,82.1,79.6,66.9,51.3,58.2,535,477,89.2,22,4.1,172,32.1,24,4.5,336,62.8,320,4.3,1.79,9.2,60,7,8.5,0,0,,5,1,5,39,81.2
33,Michael Floyd,# 15,WR,17,ARZ,103,58,56.3,912,15.7,8,80.0,79.4,59.0,80.6,71.1,525,488,93.0,2,0.4,155,29.5,370,70.5,0,0.0,248,4.3,1.87,15.9,60,5,7.9,0,0,,4,0,6,46,95.6
34,Stefon Diggs,# 14,WR,14,MIN,83,56,67.5,746,13.3,4,78.4,78.9,81.8,26.6,-,449,423,94.2,0,0.0,73,16.3,375,83.5,1,0.2,306,5.5,1.76,11.1,40,2,3.4,0,0,,3,2,13,34,96.8
34,John Brown,# 12,WR,17,ARZ,115,72,62.6,"1,108",15.4,7,78.7,78.9,64.7,50.8,73.7,632,584,92.4,2,0.3,238,37.7,394,62.3,0,0.0,354,4.9,1.90,15.3,68,6,7.7,0,0,,8,1,7,56,85.7
36,Keenan Allen,# 13,WR,8,SD,86,67,77.9,725,10.8,4,79.2,78.8,69.2,51.6,-,359,335,93.3,0,0.0,64,17.8,294,81.9,1,0.3,249,3.7,2.16,8.0,38,5,6.9,0,0,,2,0,9,34,107.6
36,Gary Barnidge,# 82,TE,16,CLV,119,79,66.4,"1,043",13.2,9,74.6,78.8,62.0,81.9,37.7,681,591,86.8,47,6.9,404,59.3,47,6.9,213,31.3,364,4.6,1.76,10.2,40,7,8.1,0,0,,2,0,7,52,112.1
38,Allen Hurns,# 88,WR,15,JAX,99,64,64.6,"1,031",16.1,10,78.8,78.6,73.6,46.3,70.1,612,578,94.4,2,0.3,229,37.4,376,61.4,6,1.0,346,5.4,1.78,12.7,80,3,4.5,0,0,,4,1,8,48,116.2
39,Brent Celek,# 87,TE,16,PHI,32,27,84.4,398,14.7,3,83.2,78.5,86.5,26.4,57.5,265,215,81.1,38,14.3,46,17.4,12,4.5,203,76.6,179,6.6,1.85,9.2,60,0,0.0,0,0,,2,1,1,21,123.7
40,Austin Seferian-Jenkins,# 87,TE,7,TB,38,21,55.3,338,16.1,4,76.5,78.4,37.3,74.6,76.0,162,143,88.3,8,4.9,94,58.0,25,15.4,43,26.5,101,4.8,2.36,10.9,43,4,16.0,0,0,,0,0,2,18,120.3
41,Kamar Aiken,# 11,WR,16,BLT,121,75,62.0,944,12.6,5,78.5,77.8,77.8,50.4,66.5,621,587,94.5,1,0.2,129,20.8,487,78.4,5,0.8,214,2.9,1.61,12.5,48,4,5.1,0,0,,4,1,8,53,86.2
41,T.Y. Hilton,# 13,WR,16,IND,125,69,55.2,"1,124",16.3,5,78.9,77.8,81.2,82.8,-,654,619,94.6,0,0.0,179,27.4,474,72.5,1,0.2,386,5.6,1.82,13.3,87,3,4.2,0,0,,6,1,5,49,78.9
43,Jack Doyle,# 84,TE,15,IND,14,12,85.7,72,6.0,1,73.7,77.7,81.4,80.1,56.2,153,74,48.4,74,48.4,14,9.2,7,4.6,62,40.5,56,4.7,0.97,1.6,19,0,0.0,0,0,,0,0,2,6,111.9
44,Virgil Green,# 85,TE,19,DEN,17,14,82.4,187,13.4,1,72.8,77.6,81.7,73.3,73.2,214,129,60.3,74,34.6,22,10.3,5,2.3,181,84.6,132,9.4,1.45,4.9,32,0,0.0,0,0,,0,0,3,10,132.1
44,Vincent Jackson,# 83,WR,10,TB,57,33,57.9,543,16.5,3,79.8,77.6,80.4,81.3,-,313,285,91.1,0,0.0,81,25.9,228,72.8,4,1.3,116,3.5,1.91,13.7,36,1,2.9,0,0,,2,0,3,28,92.9
46,Antonio Gates,# 85,TE,11,SD,75,56,74.7,630,11.3,5,77.9,77.5,76.3,80.3,41.7,389,350,90.0,8,2.1,265,68.1,84,21.6,40,10.3,234,4.2,1.80,8.6,40,3,5.1,0,0,,1,0,6,33,116.0
47,Travis Kelce,# 87,TE,18,KC,118,86,72.9,"1,026",11.9,5,73.7,76.9,61.5,29.5,57.0,649,544,83.8,71,10.9,247,38.1,81,12.5,318,49.0,627,7.3,1.89,5.7,48,8,8.5,0,0,,1,2,18,46,109.6
48,Tyler Lockett,# 16,WR,18,SEA,74,55,74.3,774,14.1,7,75.9,76.4,67.1,76.4,-,521,500,96.0,0,0.0,168,32.2,342,65.6,5,1.0,283,5.1,1.55,14.8,49,4,6.8,0,0,,1,0,8,34,133.5
49,Benjamin Watson,# 82,TE,16,NO,102,74,72.5,825,11.1,6,75.1,76.3,60.4,49.6,71.8,629,519,82.5,79,12.6,237,37.7,92,14.6,293,46.6,263,3.6,1.59,9.3,46,7,8.6,0,0,,2,1,1,42,107.7
50,Danny Amendola,# 80,WR,16,NE,91,72,79.1,705,9.8,3,75.2,76.1,83.3,69.1,-,518,489,94.4,0,0.0,442,85.3,74,14.3,1,0.2,288,4.0,1.44,6.7,41,3,4.0,0,0,,1,0,13,34,105.4
51,Michael Crabtree,# 15,WR,16,OAK,143,85,59.4,922,10.8,9,77.2,75.9,59.7,53.1,-,595,565,95.0,0,0.0,168,28.2,427,71.8,0,0.0,281,3.3,1.63,10.2,38,8,8.6,0,0,,2,1,17,45,93.6
52,Golden Tate,# 15,WR,16,DET,121,90,74.4,813,9.0,6,77.4,75.8,78.5,68.4,61.6,679,646,95.1,1,0.1,378,55.7,296,43.6,2,0.3,544,6.0,1.26,5.9,43,6,6.3,0,0,,2,1,30,50,101.7
53,Nick Boyle,# 82,TE,11,BLT,21,18,85.7,153,8.5,0,74.9,75.7,83.2,74.1,76.8,165,117,70.9,43,26.1,29,17.6,7,4.2,128,77.6,100,5.6,1.31,3.5,25,0,0.0,0,0,,0,0,3,10,97.0
54,Demaryius Thomas,# 88,WR,19,DEN,189,112,59.3,"1,364",12.2,6,76.4,75.5,42.4,36.6,-,715,680,95.1,0,0.0,162,22.7,551,77.1,2,0.3,515,4.6,2.01,10.6,72,14,11.1,0,0,,7,2,20,68,76.7
55,Pierre Garcon,# 88,WR,17,WAS,116,77,66.4,847,11.0,6,75.1,75.4,68.5,86.5,-,584,546,93.5,0,0.0,117,20.0,467,80.0,0,0.0,203,2.6,1.55,10.8,39,5,6.1,0,0,,5,0,4,48,87.1
56,Mario Alford,# 15,WR,1,CIN,1,1,100.0,15,15.0,0,79.1,75.3,64.7,61.2,-,2,2,100.0,0,0.0,0,0.0,2,100.0,0,0.0,4,4.0,7.50,11.0,15,0,0.0,0,0,,0,0,0,1,118.8
57,Devin Funchess,# 17,WR,19,CAR,68,36,52.9,546,15.2,6,74.7,75.1,29.2,28.6,-,287,272,94.8,0,0.0,39,13.6,248,86.4,0,0.0,116,3.2,2.01,13.9,52,8,18.2,0,0,,2,1,3,29,96.8
58,Bryan Walters,# 81,WR,11,JAX,39,32,82.1,368,11.5,1,75.2,74.9,78.9,82.9,65.6,258,245,95.0,1,0.4,187,72.5,71,27.5,0,0.0,120,3.8,1.50,8.4,31,1,3.0,0,0,,0,0,1,20,114.5
59,Brenton Bersin,# 11,WR,7,CAR,10,9,90.0,119,13.2,0,78.1,74.8,77.3,22.8,-,44,43,97.7,0,0.0,24,54.5,20,45.5,0,0.0,34,3.8,2.77,10.1,30,0,0.0,0,0,,0,1,1,6,116.2
60,Deonte Thompson,# 14,WR,5,CHI,3,2,66.7,81,40.5,0,69.8,74.7,68.3,77.9,-,25,23,92.0,0,0.0,5,20.0,20,80.0,0,0.0,5,2.5,3.52,35.0,45,0,0.0,0,0,,1,0,0,2,70.1
61,Jerricho Cotchery,# 82,WR,17,CAR,63,46,73.0,541,11.8,3,76.1,74.3,69.9,79.1,64.9,310,298,96.1,1,0.3,261,84.2,42,13.5,4,1.3,220,4.8,1.82,8.5,59,3,6.1,0,0,,1,0,6,29,108.0
62,Marvin Jones Jr.,# 82,WR,17,CIN,99,69,69.7,848,12.3,4,72.9,73.9,81.1,82.0,-,599,560,93.5,0,0.0,80,13.4,519,86.6,0,0.0,305,4.4,1.51,12.7,47,3,4.2,0,0,,4,0,12,35,92.5
63,Scott Simonson,# 80,TE,4,CAR,1,1,100.0,10,10.0,0,70.0,73.7,64.7,61.2,67.7,7,4,57.1,2,28.6,0,0.0,3,42.9,4,57.1,9,9.0,2.50,1.0,10,0,0.0,0,0,,0,0,1,1,108.3
64,DeSean Jackson,# 11,WR,10,WAS,49,32,65.3,545,17.0,4,74.8,73.6,88.7,27.4,-,302,286,94.7,0,0.0,89,29.5,213,70.5,0,0.0,166,5.2,1.91,16.2,77,0,0.0,0,0,,1,0,2,16,121.6
65,Chase Coffman,# 86,TE,3,SEA,12,8,66.7,71,8.9,1,67.9,73.3,76.5,70.1,74.5,64,56,87.5,6,9.4,29,45.3,10,15.6,25,39.1,23,2.9,1.27,6.5,16,0,0.0,0,0,,1,0,0,5,75.3
65,Kenny Britt,# 18,WR,16,SL,70,36,51.4,681,18.9,3,72.6,73.3,47.3,77.6,-,387,365,94.3,0,0.0,28,7.2,359,92.8,0,0.0,116,3.2,1.87,16.6,60,5,12.2,0,0,,4,0,7,29,76.0
65,Willie Snead IV,# 83,WR,15,NO,95,69,72.6,984,14.3,3,74.1,73.3,75.9,29.8,67.8,548,510,93.1,1,0.2,175,31.9,368,67.2,3,0.5,335,4.9,1.93,10.9,63,4,5.5,0,0,,1,2,14,44,111.9
68,Rishard Matthews,# 18,WR,11,MIA,59,43,72.9,662,15.4,4,74.0,73.2,45.4,79.0,-,338,318,94.1,0,0.0,65,19.2,272,80.5,1,0.3,245,5.7,2.08,11.0,53,6,12.2,0,0,,1,0,3,31,125.1
69,Brandin Cooks,# 10,WR,16,NO,126,84,66.7,"1,138",13.5,9,73.1,73.0,85.6,83.7,65.7,674,627,93.0,1,0.1,203,30.1,470,69.7,0,0.0,370,4.4,1.81,12.6,71,3,3.4,1,0,0.0,4,1,4,45,105.9
70,John Phillips,# 83,TE,13,SD,11,10,90.9,69,6.9,1,73.9,72.3,78.7,88.5,68.3,103,80,77.7,19,18.4,59,57.3,7,6.8,35,34.0,24,2.4,0.86,5.1,15,0,0.0,0,0,,0,0,0,6,123.1
71,Marquise Goodwin,# 88,WR,2,BUF,2,2,100.0,24,12.0,0,72.4,71.7,68.3,68.7,-,13,13,100.0,0,0.0,2,15.4,11,84.6,0,0.0,0,0.0,1.85,12.0,14,0,0.0,0,0,,0,0,0,2,116.7
72,Rex Burkhead,# 33,WR,13,CIN,16,11,68.8,99,9.0,1,59.5,71.4,60.6,23.1,73.0,43,42,97.7,1,2.3,22,51.2,14,32.6,0,0.0,38,3.5,2.36,10.4,27,1,8.3,0,0,,0,0,0,4,106.0
73,DeVante Parker,# 11,WR,14,MIA,44,26,59.1,494,19.0,3,72.9,71.3,45.4,75.9,-,312,294,94.2,0,0.0,41,13.1,271,86.9,0,0.0,102,3.9,1.68,15.9,49,4,13.3,0,0,,1,0,7,20,111.4
74,Luke Willson,# 82,TE,15,SEA,31,21,67.7,267,12.7,1,70.1,71.2,71.9,74.8,51.6,264,204,77.3,53,20.1,58,22.0,26,9.8,179,67.8,139,6.6,1.31,8.3,24,1,4.5,0,0,,0,0,6,15,105.2
74,Donte Moncrief,# 10,WR,16,IND,100,64,64.0,733,11.5,6,72.1,71.2,66.7,81.1,-,562,531,94.5,0,0.0,80,14.2,482,85.8,0,0.0,262,4.1,1.38,10.9,33,4,5.9,0,0,,3,0,5,40,93.5
76,Amari Cooper,# 89,WR,16,OAK,123,72,58.5,"1,070",14.9,6,71.2,71.1,27.3,54.3,69.4,608,581,95.6,1,0.2,105,17.3,502,82.6,0,0.0,383,5.3,1.84,10.6,68,18,20.0,0,0,,3,1,14,45,93.2
77,Clive Walford,# 88,TE,16,OAK,49,28,57.1,329,11.8,3,71.7,70.8,56.4,76.1,50.5,256,230,89.8,16,6.3,122,47.7,23,9.0,98,38.3,134,4.8,1.43,9.8,33,3,9.7,0,0,,3,0,5,20,72.6
78,Richard Rodgers,# 82,TE,18,GB,92,65,70.7,566,8.7,8,70.7,70.7,86.0,81.1,61.5,615,501,81.5,61,9.9,364,59.2,53,8.6,123,20.0,246,3.8,1.13,6.8,61,2,3.0,0,0,,1,0,7,31,111.1
79,Craig Stevens,# 88,TE,16,TEN,13,12,92.3,121,10.1,2,88.9,70.6,79.4,71.9,69.8,158,88,55.7,63,39.9,18,11.4,0,0.0,138,87.3,40,3.3,1.38,7.2,27,0,0.0,0,0,,0,0,0,5,145.0
79,Dorial Green-Beckham,# 17,WR,16,TEN,63,32,50.8,549,17.2,4,71.1,70.6,61.9,77.3,66.3,432,406,94.0,1,0.2,41,9.5,390,90.3,1,0.2,147,4.6,1.35,14.1,47,3,8.6,0,0,,3,0,4,30,82.0
81,Anquan Boldin,# 81,WR,14,SF,107,69,64.5,789,11.4,4,72.0,70.5,74.4,48.1,-,521,499,95.8,0,0.0,336,64.5,183,35.1,0,0.0,301,4.4,1.58,8.3,51,4,5.5,0,0,,2,1,9,35,91.2
82,Justin Perillo,# 80,TE,10,GB,13,11,84.6,102,9.3,1,72.0,70.2,78.7,71.5,81.8,79,67,84.8,4,5.1,49,62.0,7,8.9,17,21.5,22,2.0,1.52,7.6,24,0,0.0,0,0,,0,0,0,5,125.0
82,Charles Clay,# 85,TE,13,BUF,75,51,68.0,528,10.4,3,73.2,70.2,60.6,52.0,69.7,442,360,81.4,55,12.4,149,33.7,34,7.7,252,57.0,236,4.6,1.47,7.2,40,5,8.9,0,0,,2,1,16,26,90.3
84,Jeff Janis,# 83,WR,12,GB,20,9,45.0,224,24.9,2,70.4,69.8,58.9,80.2,69.8,111,100,90.1,1,0.9,6,5.4,103,92.8,2,1.8,42,4.7,2.24,24.7,60,1,10.0,0,0,,1,0,0,7,98.8
84,Martavis Bryant,# 10,WR,13,PIT,108,64,59.3,948,14.8,7,72.6,69.8,29.0,49.3,62.4,478,434,90.8,1,0.2,56,11.7,422,88.3,0,0.0,444,6.9,2.18,13.2,88,13,16.9,1,0,0.0,3,1,10,31,98.1
86,Griff Whalen,# 17,WR,12,IND,25,19,76.0,205,10.8,1,70.3,69.7,84.1,19.9,-,120,112,93.3,0,0.0,105,87.5,14,11.7,0,0.0,54,2.8,1.83,8.8,38,0,0.0,0,0,,1,1,0,11,96.3
87,Jamison Crowder,# 80,WR,17,WAS,78,62,79.5,619,10.0,2,69.5,69.4,72.8,89.4,-,527,497,94.3,0,0.0,405,76.9,115,21.8,6,1.1,341,5.5,1.25,6.0,44,4,6.1,0,0,,1,1,3,34,102.9
87,Terrance Williams,# 83,WR,16,DAL,91,52,57.1,840,16.2,3,69.9,69.4,61.3,82.8,-,548,509,92.9,0,0.0,57,10.4,490,89.4,1,0.2,275,5.3,1.65,13.8,42,5,8.8,0,0,,4,0,2,36,80.8
89,Ted Ginn Jr.,# 19,WR,18,CAR,102,50,49.0,865,17.3,10,72.1,69.3,28.3,89.6,-,495,471,95.2,0,0.0,44,8.9,450,90.9,0,0.0,293,5.9,1.84,16.9,74,10,16.7,0,0,,6,0,1,41,86.4
90,Kyle Rudolph,# 82,TE,17,MIN,65,50,76.9,519,10.4,5,71.4,69.2,75.7,79.3,53.8,500,425,85.0,53,10.6,200,40.0,42,8.4,243,48.6,226,4.5,1.22,8.8,47,2,3.8,0,0,,3,0,5,26,105.9
90,Jermaine Kearse,# 15,WR,18,SEA,86,63,73.3,813,12.9,7,71.1,69.2,65.8,55.7,-,592,570,96.3,0,0.0,81,13.7,510,86.1,1,0.2,253,4.0,1.43,12.1,50,5,7.4,0,0,,2,1,7,39,120.0
92,Kendall Wright,# 13,WR,10,TEN,59,36,61.0,408,11.3,3,69.6,69.1,63.4,78.7,-,290,266,91.7,0,0.0,188,64.8,102,35.2,0,0.0,154,4.3,1.53,12.2,52,3,7.7,0,0,,5,0,5,21,63.4
92,James Jones,# 89,WR,18,GB,102,57,55.9,971,17.0,8,69.7,69.1,66.3,44.9,-,800,715,89.4,0,0.0,66,8.3,733,91.6,1,0.1,260,4.6,1.36,15.6,65,5,8.1,0,0,,5,1,4,42,94.0
94,Corey Brown,# 10,WR,17,CAR,66,41,62.1,662,16.1,5,70.0,68.7,59.3,79.5,65.6,536,513,95.7,1,0.2,181,33.8,350,65.3,0,0.0,179,4.4,1.29,14.9,86,4,8.9,0,0,,0,0,4,30,120.9
95,Brandon Coleman,# 16,WR,16,NO,48,30,62.5,454,15.1,2,71.8,68.6,49.9,76.6,-,317,292,92.1,0,0.0,79,24.9,238,75.1,0,0.0,117,3.9,1.55,13.9,31,5,14.3,0,0,,1,0,3,22,98.8
96,Jake Stoneburner,# 86,TE,11,MIA,5,5,100.0,47,9.4,2,65.0,68.5,73.4,68.0,81.7,62,46,74.2,14,22.6,22,35.5,4,6.5,33,53.2,14,2.8,1.02,9.4,13,0,0.0,0,0,,0,0,1,3,145.4
97,Eric Weems,# 14,WR,3,ATL,1,1,100.0,11,11.0,0,71.7,68.4,64.7,86.5,-,7,7,100.0,0,0.0,2,28.6,5,71.4,0,0.0,5,5.0,1.57,6.0,11,0,0.0,0,0,,0,0,0,1,112.5
98,Jacob Tamme,# 83,TE,15,ATL,78,59,75.6,657,11.1,1,66.9,68.2,89.5,80.3,49.0,540,463,85.7,48,8.9,201,37.2,60,11.1,229,42.4,220,3.7,1.42,8.2,41,1,1.7,0,0,,4,0,8,31,83.1
99,Markus Wheaton,# 11,WR,18,PIT,89,51,57.3,802,15.7,5,68.4,68.1,66.1,46.7,-,574,530,92.3,0,0.0,394,68.6,177,30.8,0,0.0,195,3.8,1.51,14.3,72,4,7.3,0,0,,4,1,6,34,87.4
100,Brice Butler,# 19,WR,7,DAL,23,12,52.2,258,21.5,0,68.0,67.8,80.0,72.3,-,174,161,92.5,0,0.0,15,8.6,159,91.4,0,0.0,97,8.1,1.60,14.4,67,2,14.3,0,0,,2,0,1,10,56.1
101,Will Tye,# 45,TE,13,NYG,57,42,73.7,464,11.0,3,67.4,67.6,52.5,30.4,78.5,353,304,86.1,29,8.2,47,13.3,10,2.8,267,75.6,206,4.9,1.53,6.0,45,5,10.6,0,0,,0,1,11,23,114.9
102,Rashad Ross,# 19,WR,13,WAS,14,9,64.3,186,20.7,1,67.8,67.5,56.7,83.7,-,64,62,96.9,0,0.0,10,15.6,54,84.4,0,0.0,61,6.8,3.00,19.2,71,1,10.0,0,0,,0,0,2,5,131.5
102,Travis Benjamin,# 11,WR,16,CLV,116,68,58.6,966,14.2,5,67.0,67.5,57.4,66.8,-,629,587,93.3,0,0.0,71,11.3,557,88.6,0,0.0,324,4.8,1.65,12.7,61,6,8.1,0,0,,3,1,8,39,89.2
104,Randall Cobb,# 18,WR,18,GB,132,82,62.1,867,10.6,7,68.5,67.1,34.7,85.9,33.2,765,683,89.3,3,0.4,646,84.4,74,9.7,3,0.4,465,5.7,1.27,8.1,53,12,12.8,0,0,,0,0,12,46,98.9
