RANK,PLAYER,#,POS,#G,TEAM,TGT,REC,REC%,YDS,Y/REC,TD,OFF,RECV,DROP,FUM,PBLK,PASS,RECV,RT%,PBLK,PB%,SLOT,SLT%,WIDE,WID%,INL,INL%,YAC,YAC/REC,Y/RR,ADOT,LNG,DRP,DRP%,CTT,CTC,CTC%,INT,FUM,MTF,1ST,RTG
62,Chris Godwin,# 14,WR,16,TB,114,81,71.1,"1,072",13.2,8,76.0,75.4,53.7,52.9,68.4,601,568,94.5,2,0.3,395,65.7,197,32.8,9,1.5,403,5.0,1.89,10.5,52,9,10.0,19,12,63.2,1,1,6,53,120.2
66,Marvin Jones Jr.,# 11,WR,16,DET,114,76,66.7,978,12.9,9,73.6,75.3,77.6,81.8,65.6,667,620,93.0,1,0.1,209,31.3,453,67.9,5,0.7,200,2.6,1.58,13.1,43,4,5.0,26,15,57.7,4,0,6,52,105.1
67,T.Y. Hilton,# 13,WR,16,IND,97,58,59.8,794,13.7,5,75.9,75.2,63.9,80.4,-,504,472,93.7,0,0.0,92,18.3,412,81.7,0,0.0,208,3.6,1.68,13.5,50,5,7.9,22,8,36.4,3,0,4,43,90.3
68,Mike Evans,# 13,WR,20,TB,130,81,62.3,"1,210",14.9,15,74.9,75.1,47.1,82.1,-,739,696,94.2,0,0.0,280,37.9,459,62.1,0,0.0,293,3.6,1.74,14.1,50,9,10.0,19,10,52.6,5,0,5,65,115.2
69,Hunter Bryant,# 86,TE,4,DET,3,1,33.3,44,44.0,0,72.1,75.0,64.7,61.2,-,14,12,85.7,0,0.0,2,14.3,2,14.3,10,71.4,12,12.0,3.67,23.7,44,0,0.0,1,1,100.0,0,0,0,1,81.9
69,Hunter Renfrow,# 13,WR,16,LV,75,56,74.7,656,11.7,2,74.8,75.0,82.0,36.3,-,401,374,93.3,0,0.0,255,63.6,146,36.4,0,0.0,348,6.2,1.75,6.6,53,2,3.4,11,4,36.4,0,1,9,32,109.6
71,Jaleel Scott,# 18,WR,1,NYJ,1,1,100.0,16,16.0,0,78.3,74.9,64.7,61.2,-,3,3,100.0,0,0.0,1,33.3,2,66.7,0,0.0,3,3.0,5.33,13.0,16,0,0.0,0,0,,0,0,0,1,118.8
72,Durham Smythe,# 81,TE,15,MIA,29,26,89.7,208,8.0,2,68.7,74.6,74.9,76.2,68.3,220,137,62.3,70,31.8,31,14.1,15,6.8,161,73.2,122,4.7,1.52,4.4,19,1,3.7,0,0,,1,0,1,13,105.2
72,Jordan Akins,# 88,TE,13,HST,49,37,75.5,403,10.9,1,71.8,74.6,81.0,77.8,37.1,321,297,92.5,14,4.4,185,57.6,35,10.9,81,25.2,163,4.4,1.36,8.0,26,1,2.6,11,7,63.6,0,0,4,20,106.1
72,Emmanuel Sanders,# 17,WR,16,NO,93,69,74.2,777,11.3,5,74.4,74.6,74.3,47.7,-,440,423,96.1,0,0.0,145,33.0,295,67.0,0,0.0,188,2.7,1.84,9.3,51,4,5.5,8,5,62.5,2,1,3,36,107.7
72,Marquise Brown,# 15,WR,18,BLT,110,69,62.7,965,14.0,8,74.6,74.6,57.4,81.5,-,544,523,96.1,0,0.0,120,22.1,423,77.8,0,0.0,326,4.7,1.85,14.0,70,7,9.2,11,3,27.3,4,0,8,42,100.0
76,Jordan Thomas,# 83,TE,3,NE,1,1,100.0,3,3.0,1,71.7,73.8,64.7,61.2,-,5,5,100.0,0,0.0,0,0.0,2,40.0,3,60.0,0,0.0,0.60,10.0,3,0,0.0,0,0,,0,0,0,1,118.8
76,Nelson Agholor,# 15,WR,16,LV,82,48,58.5,896,18.7,8,73.8,73.8,31.7,79.5,-,466,439,94.2,0,0.0,155,33.3,309,66.3,1,0.2,242,5.0,2.04,15.7,85,9,15.8,15,8,53.3,3,0,7,37,113.7
78,Troy Fumagalli,# 84,TE,8,DEN,15,8,53.3,80,10.0,1,70.6,73.7,76.5,70.1,60.9,64,49,76.6,11,17.2,9,14.1,3,4.7,46,71.9,60,7.5,1.63,7.9,29,0,0.0,3,1,33.3,3,0,0,6,51.4
78,Odell Beckham Jr.,# 13,WR,7,CLV,43,23,53.5,319,13.9,3,75.3,73.7,73.5,76.5,-,189,178,94.2,0,0.0,28,14.8,161,85.2,0,0.0,44,1.9,1.79,14.1,43,1,4.2,7,3,42.9,1,0,4,17,91.1
78,Russell Gage,# 83,WR,16,ATL,108,72,66.7,786,10.9,4,76.4,73.7,58.0,81.8,68.2,551,517,93.8,2,0.4,372,67.5,176,31.9,0,0.0,285,4.0,1.52,9.2,35,7,8.9,20,9,45.0,1,0,11,50,96.5
81,Parris Campbell,# 15,WR,2,IND,9,6,66.7,71,11.8,0,72.8,73.4,74.6,70.6,-,43,40,93.0,0,0.0,41,95.3,2,4.7,0,0.0,22,3.7,1.78,11.6,21,0,0.0,2,1,50.0,1,0,0,4,50.9
82,Foster Moreau,# 87,TE,16,LV,10,7,70.0,140,20.0,2,67.2,73.3,75.6,69.5,75.3,117,94,80.3,19,16.2,18,15.4,21,17.9,78,66.7,55,7.9,1.49,12.0,47,0,0.0,3,3,100.0,0,0,1,5,152.1
83,Kendrick Bourne,# 84,WR,15,SF,72,49,68.1,667,13.6,2,72.0,72.9,65.4,79.5,80.9,476,448,94.1,2,0.4,220,46.2,253,53.2,3,0.6,218,4.4,1.49,10.0,49,4,7.5,14,7,50.0,2,0,7,35,95.1
84,Rashard Higgins,# 82,WR,14,CLV,61,44,72.1,715,16.3,4,73.4,72.8,68.8,19.2,65.7,377,359,95.2,1,0.3,70,18.6,305,80.9,2,0.5,103,2.3,1.99,14.6,43,3,6.4,13,7,53.8,2,4,1,31,119.2
85,CeeDee Lamb,# 88,WR,16,DAL,109,74,67.9,935,12.6,5,71.6,72.6,48.2,67.2,77.3,541,516,95.4,4,0.7,504,93.2,35,6.5,0,0.0,312,4.2,1.81,10.3,52,9,10.8,17,5,29.4,2,1,6,46,102.0
86,Randall Cobb,# 18,WR,10,HST,47,38,80.9,441,11.6,3,71.6,72.4,81.3,77.9,-,278,268,96.4,0,0.0,213,76.6,64,23.0,0,0.0,169,4.4,1.65,7.3,34,1,2.6,7,4,57.1,0,0,1,20,127.0
87,Riley Ridley,# 88,WR,4,CHI,6,6,100.0,75,12.5,0,75.0,72.3,74.6,68.8,-,39,38,97.4,0,0.0,5,12.8,34,87.2,0,0.0,20,3.3,1.97,9.2,18,0,0.0,0,0,,0,0,1,5,118.8
87,Mike Williams,# 81,WR,15,LAC,81,48,59.3,756,15.8,5,72.7,72.3,71.1,79.3,-,514,485,94.4,0,0.0,120,23.3,394,76.7,0,0.0,154,3.2,1.56,15.8,64,3,5.9,29,14,48.3,2,0,1,35,100.6
89,Robert Woods,# 17,WR,18,LA,135,102,75.6,"1,032",10.1,7,71.4,72.2,76.8,65.1,69.3,674,645,95.7,10,1.5,331,49.1,341,50.6,2,0.3,533,5.2,1.60,6.7,56,7,6.4,16,7,43.8,4,1,8,54,101.8
90,Austin Hooper,# 81,TE,15,CLV,79,55,69.6,497,9.0,5,69.8,72.0,48.6,79.9,63.2,431,353,81.9,62,14.4,109,25.3,35,8.1,281,65.2,181,3.3,1.41,7.6,36,7,11.3,14,10,71.4,1,0,1,32,102.1
91,Courtland Sutton,# 14,WR,1,DEN,6,3,50.0,66,22.0,0,72.9,71.9,36.2,65.8,-,21,20,95.2,0,0.0,3,14.3,17,81.0,1,4.8,6,2.0,3.30,17.5,45,1,25.0,2,0,0.0,1,0,0,2,50.0
92,Braxton Berrios,# 10,WR,15,NYJ,53,37,69.8,394,10.6,3,72.4,71.8,55.3,87.9,-,202,185,91.6,0,0.0,143,70.8,46,22.8,0,0.0,222,6.0,2.13,7.7,43,4,9.8,6,1,16.7,1,0,4,19,102.2
92,Robert Tonyan,# 85,TE,18,GB,66,60,90.9,668,11.1,12,68.6,71.8,90.7,80.3,58.0,494,431,87.2,37,7.5,182,36.8,82,16.6,229,46.4,261,4.4,1.55,8.0,45,0,0.0,3,1,33.3,0,0,0,37,148.4
92,Laviska Shenault Jr.,# 10,WR,14,JAX,77,58,75.3,600,10.3,5,71.5,71.8,75.7,82.7,-,404,388,96.0,0,0.0,111,27.5,277,68.6,4,1.0,300,5.2,1.55,6.6,36,3,4.9,18,13,72.2,0,0,16,33,119.0
95,Collin Johnson,# 19,WR,14,JAX,30,18,60.0,272,15.1,2,73.4,71.7,69.6,74.1,-,180,170,94.4,0,0.0,53,29.4,126,70.0,1,0.6,64,3.6,1.60,13.3,46,1,5.3,8,4,50.0,1,0,2,12,98.2
96,Jaydon Mickens,# 85,WR,4,TB,9,7,77.8,58,8.3,0,73.5,71.3,75.6,89.0,-,42,37,88.1,0,0.0,21,50.0,21,50.0,0,0.0,33,4.7,1.57,5.9,11,0,0.0,0,0,,0,0,0,6,93.5
97,DJ Chark Jr.,# 17,WR,13,JAX,92,53,57.6,706,13.3,5,71.3,71.2,59.5,79.6,-,497,477,96.0,0,0.0,120,24.1,377,75.9,0,0.0,169,3.2,1.48,14.6,73,5,8.6,24,11,45.8,5,0,0,37,77.5
98,Austin Carr,# 80,WR,5,NO,4,3,75.0,27,9.0,1,70.3,71.0,70.5,70.0,65.9,30,25,83.3,1,3.3,14,46.7,16,53.3,0,0.0,10,3.3,1.08,11.5,11,0,0.0,2,1,50.0,0,0,1,3,132.3
98,Auden Tate,# 19,WR,9,CIN,21,14,66.7,150,10.7,0,73.4,71.0,64.7,72.7,68.6,104,93,89.4,7,6.7,44,42.3,55,52.9,2,1.9,55,3.9,1.61,9.6,19,1,6.7,9,4,44.4,0,0,1,9,87.4
98,Jakeem Grant Sr.,# 19,WR,14,MIA,52,36,69.2,373,10.4,1,70.9,71.0,54.4,88.0,-,247,235,95.1,0,0.0,68,27.5,177,71.7,2,0.8,182,5.1,1.59,10.4,30,4,10.0,8,5,62.5,1,0,12,22,88.1
101,Lee Smith,# 85,TE,11,BUF,6,4,66.7,35,8.8,2,74.1,70.9,74.6,68.8,72.2,71,36,50.7,32,45.1,5,7.0,1,1.4,52,73.2,21,5.3,0.97,6.0,27,0,0.0,0,0,,0,0,0,3,121.5
101,Van Jefferson,# 12,WR,16,LA,34,25,73.5,266,10.6,2,69.8,70.9,64.5,76.5,-,188,182,96.8,0,0.0,54,28.7,134,71.3,0,0.0,59,2.4,1.46,10.5,31,2,7.4,5,3,60.0,2,1,2,14,91.1
