RANK,PLAYER,#,POS,#G,TEAM,TGT,REC,REC%,YDS,Y/REC,TD,OFF,RECV,DROP,FUM,PBLK,PASS,RECV,RT%,PBLK,PB%,SLOT,SLT%,WIDE,WID%,INL,INL%,YAC,YAC/REC,Y/RR,ADOT,LNG,DRP,DRP%,CTT,CTC,CTC%,INT,FUM,MTF,1ST,RTG
105,Kevin Brock,# 87,TE,2,BUF,2,2,100.0,27,13.5,0,65.6,67.5,68.3,64.0,-,9,9,100.0,0,0.0,4,44.4,0,0.0,5,55.6,37,18.5,3.00,-5.0,21,0,0.0,0,0,,0,0,0,2,118.8
106,Kris Durham,# 16,WR,3,SEA,4,3,75.0,30,10.0,0,64.3,67.2,70.5,65.8,-,23,21,91.3,0,0.0,2,8.7,21,91.3,0,0.0,3,1.0,1.43,11.5,12,0,0.0,0,0,,1,0,0,2,56.3
106,Brian Hartline,# 82,WR,16,MIA,66,35,53.0,549,15.7,1,67.1,67.2,31.0,77.7,-,453,435,96.0,0,0.0,25,5.5,427,94.3,0,0.0,94,2.7,1.26,15.1,41,7,16.7,0,0,,6,0,0,31,48.1
108,Charles Clay,# 31,TE,14,MIA,24,16,66.7,233,14.6,3,71.1,67.1,40.1,73.3,67.5,183,158,86.3,18,9.8,34,18.6,31,16.9,88,48.1,80,5.0,1.47,11.9,46,3,15.8,0,0,,0,0,1,12,137.7
109,Randall Cobb,# 18,WR,16,GB,34,28,82.4,413,14.8,1,66.4,66.9,57.8,28.3,-,205,186,90.7,0,0.0,126,61.5,78,38.0,0,0.0,216,7.7,2.22,8.2,61,4,12.5,0,0,,1,0,7,16,114.8
110,Earl Bennett,# 80,WR,11,CHI,40,24,60.0,381,15.9,1,67.4,66.8,74.2,26.1,-,272,259,95.2,0,0.0,174,64.0,97,35.7,0,0.0,135,5.6,1.47,12.8,49,1,4.0,0,0,,2,1,5,15,79.3
110,Austin Collie,# 17,WR,16,IND,92,54,58.7,514,9.5,1,67.6,66.8,73.5,79.7,64.5,457,442,96.7,1,0.2,427,93.4,30,6.6,0,0.0,215,4.0,1.16,7.5,27,3,5.3,0,0,,5,0,1,35,55.3
112,Kevin Walter,# 83,WR,17,HST,65,42,64.6,510,12.1,3,69.1,66.6,60.0,78.4,54.5,421,399,94.8,7,1.7,167,39.7,252,59.9,2,0.5,143,3.4,1.28,11.8,41,4,8.7,0,0,,2,0,1,28,91.2
112,Jason Avant,# 81,WR,16,PHI,80,52,65.0,679,13.1,1,67.5,66.6,73.0,24.9,-,487,467,95.9,0,0.0,424,87.1,63,12.9,0,0.0,183,3.5,1.45,10.5,35,3,5.5,0,0,,3,2,3,34,80.2
112,Deion Branch,# 84,WR,18,NE,98,59,60.2,850,14.4,6,68.2,66.6,75.9,80.2,-,655,627,95.7,0,0.0,98,15.0,557,85.0,0,0.0,391,6.6,1.36,10.3,63,3,4.8,0,0,,3,0,5,44,96.0
115,Kellen Davis,# 87,TE,16,CHI,31,18,58.1,206,11.4,5,78.8,66.3,43.8,73.9,68.8,349,215,61.6,119,34.1,55,15.8,7,2.0,254,72.8,68,3.8,0.96,10.3,32,2,10.0,0,0,,3,0,5,13,78.2
116,Marcedes Lewis,# 89,TE,15,JAX,76,39,51.3,460,11.8,0,76.9,66.2,38.0,77.9,74.3,423,336,79.4,69,16.3,119,28.1,19,4.5,283,66.9,163,4.2,1.37,9.1,62,6,13.3,0,0,,3,0,10,22,53.6
117,Jordan Norwood,# 10,WR,14,CLV,33,23,69.7,268,11.7,1,66.7,66.1,73.0,75.1,-,184,168,91.3,0,0.0,66,35.9,118,64.1,0,0.0,71,3.1,1.60,9.5,51,1,4.2,0,0,,0,0,3,15,104.1
117,Chaz Schilens,# 81,WR,15,OAK,34,23,67.6,271,11.8,2,67.7,66.1,62.5,75.3,62.3,241,223,92.5,1,0.4,90,37.3,151,62.7,0,0.0,46,2.0,1.22,12.6,30,2,8.0,0,0,,1,0,0,13,99.0
119,Michael Jenkins,# 84,WR,11,MIN,54,38,70.4,466,12.3,3,66.3,65.9,64.5,29.1,65.7,331,317,95.8,1,0.3,64,19.3,266,80.4,0,0.0,110,2.9,1.47,11.5,72,3,7.3,0,0,,2,2,0,23,99.8
120,Zach Miller,# 86,TE,3,JAX,7,4,57.1,42,10.5,1,68.7,65.8,72.1,67.0,68.8,42,39,92.9,1,2.4,10,23.8,8,19.0,24,57.1,17,4.3,1.08,10.7,14,0,0.0,0,0,,0,0,0,2,114.3
121,James Jones,# 89,WR,17,GB,56,39,69.6,651,16.7,7,65.5,65.4,42.6,29.8,-,375,347,92.5,0,0.0,35,9.3,340,90.7,0,0.0,303,7.8,1.88,11.7,70,6,13.3,0,0,,2,1,6,28,133.3
121,Pierre Garcon,# 85,WR,16,IND,123,70,56.9,947,13.5,6,66.6,65.4,68.6,26.6,-,587,570,97.1,0,0.0,16,2.7,571,97.3,0,0.0,365,5.2,1.66,12.5,87,5,6.7,0,0,,3,2,8,43,87.7
123,Dante Rosario,# 81,TE,16,DEN,12,7,58.3,117,16.7,0,63.8,65.3,75.6,69.5,75.9,119,92,77.3,23,19.3,21,17.6,13,10.9,76,63.9,33,4.7,1.27,12.6,32,0,0.0,0,0,,0,0,0,4,91.3
123,Greg Olsen,# 88,TE,16,CAR,85,45,52.9,540,12.0,5,70.1,65.3,49.3,34.5,65.5,558,452,81.0,75,13.4,242,43.4,38,6.8,190,34.1,206,4.6,1.19,11.1,44,5,10.0,0,0,,2,1,6,28,82.5
123,Damian Williams,# 17,WR,15,TEN,89,45,50.6,592,13.2,5,65.3,65.3,53.9,78.6,-,481,463,96.3,0,0.0,66,13.7,415,86.3,0,0.0,222,4.9,1.28,13.4,54,5,10.0,0,0,,1,0,4,27,86.0
126,Alex Smith,# 81,TE,14,CLV,22,14,63.6,131,9.4,1,68.5,65.1,38.1,73.0,60.2,157,115,73.2,35,22.3,7,4.5,9,5.7,125,79.6,59,4.2,1.14,5.5,20,3,17.6,0,0,,0,0,4,9,95.1
126,Titus Young,# 16,WR,17,DET,89,52,58.4,640,12.3,6,63.4,65.1,47.4,80.2,-,544,521,95.8,0,0.0,33,6.1,511,93.9,0,0.0,146,2.8,1.23,13.7,57,8,13.3,0,0,,2,0,1,36,93.8
128,Danario Alexander,# 84,WR,10,SL,54,26,48.1,431,16.6,2,70.4,64.9,29.5,75.7,-,283,266,94.0,0,0.0,39,13.8,244,86.2,0,0.0,140,5.4,1.62,13.5,68,6,18.8,0,0,,2,0,2,19,72.4
129,Chad Johnson,# 85,WR,17,NE,32,16,50.0,297,18.6,1,64.8,64.8,67.7,73.6,-,265,250,94.3,0,0.0,24,9.1,241,90.9,0,0.0,48,3.0,1.19,18.9,53,1,5.9,0,0,,1,0,0,14,79.8
129,Preston Parker,# 87,WR,16,TB,60,40,66.7,554,13.9,3,63.9,64.8,59.3,78.5,-,407,382,93.9,0,0.0,372,91.4,35,8.6,0,0.0,315,7.9,1.45,6.9,51,4,9.1,0,0,,2,0,6,24,98.9
131,Jason Hill,# 83,WR,10,JAX,53,25,47.2,367,14.7,3,65.1,64.7,45.2,75.9,62.3,281,262,93.2,1,0.4,18,6.4,263,93.6,0,0.0,119,4.8,1.40,12.8,74,4,13.8,0,0,,3,0,5,17,65.5
132,Jerome Simpson,# 89,WR,17,CIN,102,53,52.0,758,14.3,4,64.2,64.2,34.5,79.7,68.1,605,569,94.0,1,0.2,58,9.6,547,90.4,0,0.0,268,5.1,1.33,11.8,84,9,14.5,0,0,,1,0,8,35,85.3
133,David Nelson,# 86,WR,16,BUF,94,61,64.9,658,10.8,5,64.8,64.1,64.9,80.6,24.0,569,532,93.5,3,0.5,508,89.3,57,10.0,0,0.0,210,3.4,1.24,8.9,35,4,6.2,0,0,,7,0,6,32,72.0
134,Patrick Turner,# 88,WR,14,NYJ,15,8,53.3,96,12.0,1,65.6,64.0,56.7,70.6,39.2,108,103,95.4,2,1.9,56,51.9,51,47.2,1,0.9,27,3.4,0.93,13.9,25,1,11.1,0,0,,0,0,1,6,95.4
135,Jacob Tamme,# 84,TE,15,IND,28,19,67.9,177,9.3,1,64.9,63.8,83.2,74.1,55.7,209,185,88.5,22,10.5,29,13.9,1,0.5,162,77.5,89,4.7,0.96,4.9,29,0,0.0,0,0,,0,0,1,10,96.9
135,Hines Ward,# 86,WR,16,PIT,62,46,74.2,381,8.3,2,66.4,63.8,69.3,32.9,68.1,314,299,95.2,1,0.3,217,69.1,96,30.6,1,0.3,194,4.2,1.27,6.2,31,3,6.1,0,0,,1,1,3,21,93.5
137,Jared Cook,# 89,TE,16,TEN,74,49,66.2,759,15.5,3,64.5,63.4,79.6,24.7,79.9,518,480,92.7,19,3.7,392,75.7,57,11.0,46,8.9,306,6.2,1.58,9.1,80,3,5.8,0,0,,1,2,8,35,107.9
138,Ed Dickson,# 84,TE,18,BLT,92,57,62.0,565,9.9,5,66.2,63.3,50.3,80.2,59.2,583,496,85.1,67,11.5,274,47.0,14,2.4,261,44.8,212,3.7,1.14,10.0,25,7,10.9,0,0,,5,0,4,32,74.8
139,Mike Williams,# 19,WR,16,TB,119,65,54.6,777,12.0,3,62.5,63.2,40.0,27.3,-,673,628,93.3,0,0.0,46,6.8,627,93.2,0,0.0,236,3.6,1.24,10.6,42,9,12.2,0,0,,3,2,8,42,72.7
140,Bear Pascoe,# 86,TE,20,NYG,20,17,85.0,175,10.3,1,65.7,63.1,82.2,73.6,65.1,245,181,73.9,56,22.9,38,15.5,15,6.1,124,50.6,118,6.9,0.97,3.4,22,0,0.0,0,0,,0,0,3,10,119.8
141,Todd Heap,# 86,TE,10,ARZ,32,24,75.0,283,11.8,1,71.0,62.8,62.5,75.3,75.3,207,190,91.8,8,3.9,105,50.7,8,3.9,89,43.0,111,4.6,1.49,7.8,28,2,7.7,0,0,,1,0,2,9,98.8
142,Brandon Gibson,# 11,WR,15,SL,65,36,55.4,431,12.0,1,66.0,62.7,29.2,77.9,66.8,393,373,94.9,1,0.3,89,22.6,304,77.4,0,0.0,116,3.2,1.16,11.1,34,8,18.2,0,0,,0,0,4,28,81.0
143,Derek Hagan,# 80,WR,10,BUF,40,24,60.0,252,10.5,1,62.4,62.6,51.6,75.3,74.4,235,219,93.2,2,0.9,121,51.5,114,48.5,0,0.0,43,1.8,1.15,12.2,29,3,11.1,0,0,,2,0,0,15,65.8
144,Kevin Ogletree,# 85,WR,13,DAL,26,15,57.7,173,11.5,0,62.1,62.5,81.7,24.0,-,199,194,97.5,0,0.0,106,53.3,93,46.7,0,0.0,65,4.3,0.89,9.8,33,0,0.0,0,0,,2,1,3,11,45.8
145,Ted Ginn Jr.,# 19,WR,15,SF,32,20,62.5,231,11.6,0,63.6,62.3,42.2,77.4,-,252,238,94.4,0,0.0,60,23.8,192,76.2,0,0.0,50,2.5,0.97,11.1,26,3,13.0,0,0,,1,0,1,12,71.2
146,Donald Driver,# 80,WR,17,GB,57,40,70.2,490,12.3,7,62.3,62.0,29.9,78.1,-,419,395,94.3,0,0.0,267,63.7,152,36.3,0,0.0,142,3.6,1.24,9.9,35,8,16.7,0,0,,0,0,1,23,136.0
147,Danny Amendola,# 16,WR,1,SL,6,5,83.3,45,9.0,0,66.4,61.8,45.8,68.0,-,25,22,88.0,0,0.0,18,72.0,6,24.0,0,0.0,19,3.8,2.05,6.2,18,0,0.0,0,0,,0,0,0,3,97.9
148,Nate Burleson,# 13,WR,17,DET,115,77,67.0,807,10.5,3,62.5,61.7,53.7,58.0,-,710,675,95.1,0,0.0,406,57.2,294,41.4,0,0.0,431,5.6,1.20,6.9,47,9,10.5,0,0,,5,1,16,39,77.7
149,Weslye Saunders,# 82,TE,16,PIT,7,4,57.1,29,7.3,1,77.1,61.5,73.4,68.0,78.1,68,47,69.1,18,26.5,3,4.4,0,0.0,62,91.2,9,2.3,0.62,10.1,14,0,0.0,0,0,,0,0,1,3,106.5
149,Santonio Holmes,# 10,WR,16,NYJ,98,51,52.0,654,12.8,8,61.5,61.5,59.6,25.5,72.0,616,574,93.2,2,0.3,190,30.8,426,69.2,0,0.0,222,4.4,1.14,10.9,38,5,8.9,0,0,,5,2,3,34,79.2
151,John Phillips,# 89,TE,14,DAL,16,15,93.8,101,6.7,1,61.5,61.4,81.1,73.0,43.4,158,106,67.1,50,31.6,5,3.2,12,7.6,63,39.9,93,6.2,0.95,0.7,12,0,0.0,0,0,,0,0,1,4,113.8
151,Logan Paulsen,# 82,TE,16,WAS,18,11,61.1,138,12.5,0,62.6,61.4,78.7,71.5,54.3,179,126,70.4,46,25.7,11,6.1,2,1.1,157,87.7,61,5.5,1.10,10.3,24,0,0.0,0,0,,0,0,1,7,85.0
151,Benjamin Watson,# 82,TE,13,CLV,69,37,53.6,410,11.1,2,63.9,61.4,39.3,77.6,80.4,426,346,81.2,63,14.8,40,9.4,12,2.8,366,85.9,195,5.3,1.18,7.1,34,6,14.0,0,0,,1,0,4,21,75.2
154,Jacoby Jones,# 12,WR,18,HST,58,31,53.4,512,16.5,2,63.7,61.3,49.8,77.7,65.9,432,413,95.6,1,0.2,70,16.2,361,83.6,1,0.2,147,4.7,1.24,15.2,80,3,8.8,0,0,,2,0,5,23,80.5
154,Dallas Clark,# 44,TE,11,IND,63,34,54.0,352,10.4,2,62.3,61.3,29.0,28.2,55.4,359,293,81.6,58,16.2,64,17.8,9,2.5,261,72.7,160,4.7,1.20,6.1,21,8,19.0,0,0,,1,1,4,22,74.3
156,Davone Bess,# 15,WR,16,MIA,79,51,64.6,537,10.5,3,61.1,61.2,58.2,24.9,-,405,390,96.3,0,0.0,329,81.2,76,18.8,0,0.0,225,4.4,1.38,8.0,41,5,8.9,0,0,,2,2,7,27,86.3
157,Stephen Burton,# 11,WR,2,MIN,4,2,50.0,38,19.0,0,60.5,61.1,68.3,64.0,-,32,31,96.9,0,0.0,6,18.8,26,81.3,0,0.0,6,3.0,1.23,16.8,21,0,0.0,0,0,,0,0,0,2,83.3
158,Mike Thomas,# 80,WR,15,JAX,86,44,51.2,415,9.4,1,61.6,61.0,61.5,79.4,-,434,414,95.4,0,0.0,285,65.7,148,34.1,1,0.2,207,4.7,1.00,8.9,47,5,10.2,0,0,,4,1,5,21,49.3
158,Eric Decker,# 87,WR,17,DEN,92,44,47.8,612,13.9,8,63.2,61.0,28.3,35.9,-,508,478,94.1,0,0.0,339,66.7,165,32.5,0,0.0,190,4.3,1.28,15.4,56,10,18.5,0,0,,5,1,4,30,76.0
160,Devin Thomas,# 15,WR,11,NYG,4,3,75.0,37,12.3,0,60.6,60.8,70.5,65.8,-,23,22,95.7,0,0.0,3,13.0,20,87.0,0,0.0,15,5.0,1.68,7.0,14,0,0.0,0,0,,0,0,0,2,103.1
160,Bryant Johnson,# 89,WR,16,HST,10,6,60.0,90,15.0,1,66.0,60.8,74.6,69.8,67.2,87,83,95.4,2,2.3,14,16.1,73,83.9,0,0.0,9,1.5,1.08,16.4,40,0,0.0,0,0,,0,0,1,4,122.9
160,T.J. Houshmandzadeh,# 84,WR,9,OAK,19,11,57.9,146,13.3,1,60.9,60.8,60.2,71.5,-,90,87,96.7,0,0.0,56,62.2,34,37.8,0,0.0,29,2.6,1.68,12.2,40,1,8.3,0,0,,0,0,0,5,99.9
160,Dezmon Briscoe,# 89,WR,16,TB,49,35,71.4,387,11.1,6,61.3,60.8,71.4,77.4,-,396,371,93.7,0,0.0,34,8.6,362,91.4,0,0.0,102,2.9,1.04,9.3,46,2,5.4,0,0,,4,0,1,20,100.1
160,Devin Aromashodu,# 19,WR,16,MIN,78,26,33.3,468,18.0,1,63.3,60.8,37.7,76.1,-,413,399,96.6,0,0.0,29,7.0,382,92.5,2,0.5,119,4.6,1.17,17.4,60,5,16.1,0,0,,6,0,1,21,27.1
165,Zack Pianalto,# 80,TE,10,TB,5,4,80.0,40,10.0,0,63.6,60.7,72.1,67.0,74.2,43,33,76.7,7,16.3,11,25.6,1,2.3,30,69.8,13,3.3,1.21,8.4,15,1,20.0,0,0,,0,0,0,2,100.0
166,Braylon Edwards,# 17,WR,9,SF,32,15,46.9,181,12.1,0,59.7,60.6,51.2,73.0,-,156,149,95.5,0,0.0,14,9.0,142,91.0,0,0.0,48,3.2,1.21,9.7,24,2,11.8,0,0,,1,0,4,9,51.7
166,Arrelious Benn,# 17,WR,14,TB,50,30,60.0,441,14.7,3,61.4,60.6,28.6,78.1,68.1,301,278,92.4,1,0.3,55,18.3,245,81.4,1,0.3,197,6.6,1.59,11.3,65,8,21.1,0,0,,3,0,2,15,83.8
168,Lavelle Hawkins,# 87,WR,16,TEN,74,47,63.5,470,10.0,1,61.7,60.5,71.1,35.3,-,463,449,97.0,0,0.0,129,27.9,334,72.1,0,0.0,202,4.3,1.05,9.0,32,3,6.0,0,0,,3,1,12,23,69.1
168,Early Doucet,# 85,WR,16,ARZ,89,54,60.7,689,12.8,5,59.8,60.5,41.7,39.4,-,461,440,95.4,0,0.0,359,77.9,88,19.1,0,0.0,352,6.5,1.57,7.9,70,8,12.9,0,0,,4,1,5,35,84.9
170,Taylor Price,# 15,WR,5,JAX,5,2,40.0,39,19.5,0,60.8,60.4,68.3,64.0,-,28,25,89.3,0,0.0,1,3.6,27,96.4,0,0.0,8,4.0,1.56,23.0,21,0,0.0,0,0,,0,0,0,2,67.9
171,Greg Salas,# 87,WR,6,SL,35,27,77.1,264,9.8,0,63.1,60.3,46.7,20.3,-,141,137,97.2,0,0.0,124,87.9,15,10.6,0,0.0,230,8.5,1.93,2.9,21,4,12.9,0,0,,0,2,3,11,97.8
172,Ryan Whalen,# 88,WR,4,CIN,6,6,100.0,51,8.5,0,62.1,60.2,74.6,68.8,68.1,64,59,92.2,1,1.6,47,73.4,16,25.0,0,0.0,10,1.7,0.86,6.8,20,0,0.0,0,0,,0,0,0,3,102.1
172,Colin Cloherty,# 83,TE,4,JAX,8,4,50.0,57,14.3,0,67.2,60.2,41.6,67.0,73.3,44,40,90.9,4,9.1,22,50.0,0,0.0,22,50.0,30,7.5,1.43,6.9,21,1,20.0,0,0,,0,0,1,3,73.4
174,Donald Jones,# 19,WR,8,BUF,45,23,51.1,231,10.0,1,59.7,60.1,61.5,75.4,-,241,221,91.7,0,0.0,48,19.9,191,79.3,0,0.0,70,3.0,1.05,12.5,48,2,8.0,0,0,,2,0,4,9,55.0
175,Austin Pettis,# 18,WR,12,SL,46,27,58.7,256,9.5,0,60.3,60.0,55.1,76.2,5.9,248,238,96.0,1,0.4,198,79.8,48,19.4,0,0.0,96,3.6,1.08,7.7,35,3,10.0,0,0,,2,0,2,14,56.1
176,Leonard Pope,# 45,TE,16,KC,31,24,77.4,247,10.3,1,61.2,59.9,32.2,75.3,70.6,283,158,55.8,115,40.6,41,14.5,1,0.4,238,84.1,124,5.2,1.56,5.9,39,5,17.2,0,0,,0,0,1,12,110.6
177,Riley Cooper,# 14,WR,15,PHI,31,16,51.6,315,19.7,1,59.0,59.7,30.0,73.6,-,217,210,96.8,0,0.0,18,8.3,199,91.7,0,0.0,54,3.4,1.50,18.0,58,4,20.0,0,0,,3,0,1,13,58.6
178,Adrian Arrington,# 87,WR,6,NO,9,4,44.4,52,13.0,0,60.1,59.6,72.1,67.0,-,58,56,96.6,0,0.0,32,55.2,26,44.8,0,0.0,2,0.5,0.93,16.6,17,0,0.0,0,0,,1,0,0,3,23.6
179,Jonathan Baldwin,# 89,WR,11,KC,51,21,41.2,254,12.1,1,58.9,59.5,29.0,75.1,71.2,281,265,94.3,7,2.5,90,32.0,191,68.0,0,0.0,42,2.0,0.96,14.3,39,6,22.2,0,0,,2,0,0,13,47.3
180,Virgil Green,# 85,TE,13,DEN,4,3,75.0,24,8.0,0,66.0,59.4,70.5,65.8,74.8,84,38,45.2,43,51.2,4,4.8,4,4.8,73,86.9,11,3.7,0.63,6.5,9,0,0.0,0,0,,0,0,0,2,89.6
181,Matt Willis,# 12,WR,18,DEN,37,19,51.4,285,15.0,1,61.7,59.2,37.3,74.6,-,278,265,95.3,0,0.0,65,23.4,212,76.3,0,0.0,110,5.8,1.08,12.2,42,3,13.6,0,0,,1,0,1,16,74.7
182,Mike Williams,# 17,WR,12,SEA,35,18,51.4,236,13.1,1,59.3,59.1,43.5,73.9,67.5,275,258,93.8,2,0.7,22,8.0,253,92.0,0,0.0,60,3.3,0.91,11.5,55,2,10.0,0,0,,2,0,1,13,58.7
183,David Ausberry,# 86,TE,9,OAK,2,2,100.0,14,7.0,0,54.4,58.7,70.5,67.4,-,40,37,92.5,0,0.0,7,17.5,13,32.5,19,47.5,1,0.5,0.38,6.5,10,0,0.0,0,0,,0,0,0,2,95.8
183,Carlton Mitchell,# 18,WR,6,CLV,4,3,75.0,31,10.3,0,59.0,58.7,36.2,65.8,-,28,27,96.4,0,0.0,2,7.1,26,92.9,0,0.0,3,1.0,1.15,8.8,19,1,25.0,0,0,,0,0,1,2,96.9
183,Travis Beckum,# 47,TE,16,NYG,19,12,63.2,138,11.5,1,63.2,58.7,61.8,71.9,30.4,154,125,81.2,21,13.6,71,46.1,17,11.0,66,42.9,69,5.8,1.10,7.8,67,1,7.7,0,0,,0,0,3,6,102.5
186,Michael Clayton,# 83,WR,2,NYG,1,0,0.0,0,,0,43.9,58.6,-,-,-,2,2,100.0,0,0.0,1,50.0,1,50.0,0,0.0,0,,0.00,12.0,0,0,,0,0,,0,0,0,0,39.6
187,Martellus Bennett,# 80,TE,14,DAL,24,17,70.8,144,8.5,0,77.8,58.5,54.3,73.6,73.8,202,155,76.7,42,20.8,48,23.8,19,9.4,135,66.8,104,6.1,0.93,4.5,15,2,10.5,0,0,,2,0,3,7,51.4
187,Jarett Dillard,# 87,WR,13,JAX,46,29,63.0,292,10.1,1,59.1,58.5,47.8,76.3,-,337,321,95.3,0,0.0,93,27.6,244,72.4,0,0.0,47,1.6,0.91,10.2,25,4,12.1,0,0,,1,0,1,16,79.3
189,Kassim Osgood,# 81,WR,11,JAX,9,5,55.6,42,8.4,0,61.4,58.4,46.3,68.0,62.3,61,56,91.8,1,1.6,18,29.5,42,68.9,1,1.6,19,3.8,0.75,8.6,19,0,0.0,0,0,,0,0,1,2,67.8
189,Chris Cooley,# 47,TE,5,WAS,11,8,72.7,65,8.1,0,58.0,58.4,76.5,71.5,57.6,72,58,80.6,13,18.1,4,5.6,0,0.0,44,61.1,40,5.0,1.12,4.3,17,0,0.0,0,0,,0,0,0,3,87.3
191,Devery Henderson,# 19,WR,18,NO,58,38,65.5,616,16.2,3,61.1,58.3,72.7,78.2,67.8,565,541,95.8,3,0.5,121,21.4,444,78.6,0,0.0,193,5.1,1.14,13.8,79,2,5.0,0,0,,3,1,5,27,96.6
192,Ramses Barden,# 13,WR,8,NYG,19,9,47.4,94,10.4,0,58.7,58.2,57.0,70.6,62.3,106,100,94.3,1,0.9,10,9.4,96,90.6,0,0.0,28,3.1,0.94,10.1,26,1,10.0,0,0,,0,0,0,5,62.2
192,Ben Obomanu,# 87,WR,16,SEA,56,37,66.1,436,11.8,2,59.1,58.2,29.4,77.8,70.4,360,346,96.1,1,0.3,51,14.2,308,85.6,0,0.0,136,3.7,1.26,12.0,55,8,17.8,0,0,,2,0,4,16,86.6
194,Harry Douglas,# 83,WR,17,ATL,62,40,64.5,505,12.6,1,58.4,58.1,54.0,78.9,46.6,501,461,92.0,5,1.0,346,69.1,151,30.1,1,0.2,245,6.1,1.10,10.2,49,5,11.1,0,0,,0,0,1,20,95.2
195,Matthew Slater,# 18,WR,6,NE,4,1,25.0,46,46.0,0,60.7,58.0,28.8,61.2,-,22,22,100.0,0,0.0,3,13.6,19,86.4,0,0.0,4,4.0,2.09,42.3,46,1,50.0,0,0,,1,0,0,1,35.4
195,Greg Camarillo,# 85,WR,12,MIN,23,9,39.1,121,13.4,0,58.4,58.0,56.7,70.6,68.1,162,159,98.1,1,0.6,68,42.0,86,53.1,0,0.0,16,1.8,0.76,11.4,23,1,10.0,0,0,,1,0,0,6,38.5
195,Mohamed Massaquoi,# 11,WR,14,CLV,69,31,44.9,384,12.4,2,57.9,58.0,49.6,76.6,-,434,413,95.2,0,0.0,82,18.9,349,80.4,0,0.0,74,2.4,0.93,11.7,56,4,11.4,0,0,,4,0,0,19,48.2
198,Craig Stevens,# 88,TE,14,TEN,14,9,64.3,166,18.4,1,68.2,57.9,77.3,70.6,71.4,148,114,77.0,30,20.3,34,23.0,9,6.1,99,66.9,79,8.8,1.46,12.1,58,0,0.0,0,0,,0,0,2,6,128.9
199,LaQuan Williams,# 15,WR,7,BLT,12,4,33.3,46,11.5,0,55.4,57.7,72.1,67.0,65.7,101,92,91.1,1,1.0,13,12.9,88,87.1,0,0.0,8,2.0,0.50,10.9,15,0,0.0,0,0,,0,0,1,3,45.8
200,Mark Clayton,# 89,WR,2,SL,4,3,75.0,26,8.7,0,57.1,57.5,36.2,65.8,-,31,29,93.5,0,0.0,24,77.4,7,22.6,0,0.0,4,1.3,0.90,7.3,12,1,25.0,0,0,,0,0,1,1,91.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Dane Sanzenbacher,# 18,WR,14,CHI,53,27,50.9,276,10.2,3,57.5,57.5,28.9,76.4,-,253,241,95.3,0,0.0,203,80.2,44,17.4,0,0.0,60,2.2,1.15,8.2,22,7,20.6,0,0,,0,0,0,16,85.1
200,Legedu Naanee,# 17,WR,15,CAR,74,44,59.5,467,10.6,1,58.1,57.5,69.2,78.9,-,497,470,94.6,0,0.0,312,62.8,185,37.2,0,0.0,176,4.0,0.99,11.9,28,3,6.4,0,0,,4,0,1,20,59.9
200,Greg Little,# 15,WR,16,CLV,113,61,54.0,709,11.6,2,58.7,57.5,28.3,81.0,-,630,597,94.8,0,0.0,369,58.6,257,40.8,1,0.2,247,4.0,1.19,9.8,76,14,18.7,0,0,,3,0,17,35,68.0
204,Niles Paul,# 84,WR,12,WAS,5,2,40.0,25,12.5,0,58.9,57.1,68.3,66.2,64.5,76,74,97.4,1,1.3,34,44.7,41,53.9,1,1.3,2,1.0,0.34,11.8,14,0,0.0,0,0,,0,0,0,2,56.3
204,Lee Evans,# 83,WR,11,BLT,29,8,27.6,143,17.9,0,57.9,57.1,35.3,70.1,-,217,210,96.8,0,0.0,13,6.0,204,94.0,0,0.0,18,2.3,0.68,18.7,32,2,20.0,0,0,,3,0,1,7,8.0
206,Naaman Roosevelt,# 18,WR,10,BUF,26,16,61.5,257,16.1,1,57.6,57.0,53.1,73.3,-,231,218,94.4,0,0.0,166,71.9,65,28.1,0,0.0,131,8.2,1.18,9.3,60,2,11.1,0,0,,2,0,4,11,75.3
207,Nick Miller,# 17,WR,3,SL,1,1,100.0,8,8.0,0,56.7,56.8,64.7,61.2,-,8,8,100.0,0,0.0,6,75.0,2,25.0,0,0.0,11,11.0,1.00,-3.0,8,0,0.0,0,0,,0,0,0,0,100.0
207,Mike Caussin,# 83,TE,5,BUF,6,5,83.3,41,8.2,0,55.7,56.8,73.4,68.0,73.0,37,33,89.2,3,8.1,23,62.2,1,2.7,10,27.0,10,2.0,1.24,5.3,13,0,0.0,0,0,,0,0,0,2,95.1
209,Jeremy Horne,# 11,WR,3,KC,1,0,0.0,0,,0,56.5,56.7,-,61.9,-,3,3,100.0,0,0.0,0,0.0,2,66.7,0,0.0,0,,0.00,-7.0,0,0,,0,0,,0,0,0,0,39.6
210,Andre Roberts,# 12,WR,16,ARZ,91,51,56.0,586,11.5,2,58.9,56.6,51.4,40.2,-,647,614,94.9,0,0.0,138,21.3,509,78.7,0,0.0,236,4.6,0.95,9.3,45,6,10.5,0,0,,7,1,7,29,50.9
