RANK,PLAYER,#,POS,#G,TEAM,TGT,REC,REC%,YDS,Y/REC,TD,OFF,RECV,DROP,FUM,PBLK,PASS,RECV,RT%,PBLK,PB%,SLOT,SLT%,WIDE,WID%,INL,INL%,YAC,YAC/REC,Y/RR,ADOT,LNG,DRP,DRP%,CTT,CTC,CTC%,INT,FUM,MTF,1ST,RTG
11,Kenny Britt,# 18,WR,3,TEN,25,17,68.0,289,17.0,3,89.5,88.1,82.2,23.2,-,96,93,96.9,0,0.0,17,17.7,79,82.3,0,0.0,137,8.1,3.11,13.8,80,0,0.0,0,0,,1,1,5,14,129.8
12,Percy Harvin,# 12,WR,16,MIN,118,87,73.7,975,11.2,6,86.5,87.9,65.9,68.3,74.9,406,390,96.1,3,0.7,254,62.6,109,26.8,0,0.0,580,6.7,2.50,5.9,52,7,7.4,0,0,,5,2,10,47,97.2
13,Wes Welker,# 83,WR,19,NE,193,141,73.1,"1,737",12.3,10,89.2,87.8,49.7,86.3,65.9,753,718,95.4,1,0.1,543,72.1,205,27.2,0,0.0,799,5.7,2.42,7.5,99,15,9.6,0,0,,1,0,12,86,115.6
14,Antonio Brown,# 84,WR,17,PIT,127,74,58.3,"1,178",15.9,2,88.8,87.7,65.6,54.1,-,499,468,93.8,0,0.0,82,16.4,417,83.6,0,0.0,372,5.0,2.52,13.2,79,6,7.5,0,0,,3,1,3,61,84.7
15,Andre Johnson,# 80,WR,9,HST,73,46,63.0,693,15.1,3,87.2,87.0,56.3,79.2,-,233,224,96.1,0,0.0,33,14.2,198,85.0,0,0.0,169,3.7,3.09,14.4,50,5,9.8,0,0,,4,0,1,34,85.0
16,Tony Gonzalez,# 88,TE,17,ATL,119,84,70.6,919,10.9,7,87.6,86.8,86.9,82.7,77.2,647,538,83.2,75,11.6,298,46.1,47,7.3,302,46.7,253,3.0,1.71,9.3,30,3,3.4,0,0,,4,0,6,57,98.7
17,Jordy Nelson,# 87,WR,17,GB,100,71,71.0,"1,302",18.3,15,86.7,85.8,74.8,81.3,-,505,473,93.7,0,0.0,44,8.7,461,91.3,0,0.0,436,6.1,2.75,12.8,93,3,4.1,0,0,,1,0,11,50,148.8
18,Owen Daniels,# 81,TE,17,HST,86,58,67.4,732,12.6,3,80.2,84.7,82.4,80.2,42.3,496,456,91.9,24,4.8,90,18.1,26,5.2,364,73.4,308,5.3,1.61,8.6,34,2,3.3,0,0,,1,0,3,44,100.5
19,Jeremy Shockey,# 80,TE,15,CAR,59,37,62.7,455,12.3,4,85.0,84.5,81.8,22.4,56.6,279,210,75.3,56,20.1,46,16.5,28,10.0,192,68.8,187,5.1,2.17,9.7,29,1,2.6,0,0,,1,2,3,24,102.0
20,Dwayne Bowe,# 82,WR,16,KC,130,81,62.3,"1,159",14.3,5,84.3,84.4,48.8,52.9,71.9,528,502,95.1,3,0.6,38,7.2,489,92.6,0,0.0,344,4.2,2.31,12.2,52,10,11.0,0,0,,5,1,13,58,87.9
21,Aaron Hernandez,# 81,TE,17,NE,134,98,73.1,"1,098",11.2,9,81.7,83.9,71.8,39.2,60.0,632,595,94.1,11,1.7,265,41.9,169,26.7,142,22.5,626,6.4,1.85,7.1,46,8,7.5,0,0,,1,1,28,58,116.4
22,Deon Butler,# 11,WR,5,SEA,7,6,85.7,51,8.5,0,82.5,83.4,75.6,69.5,-,27,26,96.3,0,0.0,6,22.2,21,77.8,0,0.0,11,1.8,1.96,8.6,15,0,0.0,0,0,,0,0,2,3,97.0
23,Steve Smith,# 89,WR,16,CAR,127,79,62.2,"1,394",17.6,7,83.3,83.2,68.5,44.0,65.7,620,589,95.0,1,0.2,51,8.2,569,91.8,0,0.0,471,6.0,2.37,14.3,77,6,7.1,0,0,,6,3,15,54,98.3
24,Brandon Lloyd,# 83,WR,15,SL,144,70,48.6,966,13.8,5,82.4,83.1,58.9,59.4,-,512,482,94.1,0,0.0,44,8.6,468,91.4,0,0.0,146,2.1,2.00,15.2,44,7,9.1,0,0,,7,1,1,46,61.9
25,Victor Cruz,# 80,WR,20,NYG,151,103,68.2,"1,805",17.5,10,82.1,82.3,40.5,33.7,-,701,670,95.6,0,0.0,494,70.5,207,29.5,0,0.0,657,6.4,2.69,12.7,99,13,11.2,0,0,,3,1,16,76,122.5
26,Heath Miller,# 83,TE,17,PIT,81,56,69.1,691,12.3,2,88.2,81.5,59.7,42.5,70.5,615,490,79.7,97,15.8,80,13.0,13,2.1,475,77.2,311,5.6,1.41,7.8,39,5,8.2,0,0,,5,1,5,38,77.8
27,Roddy White,# 84,WR,17,ATL,186,105,56.5,"1,348",12.8,8,80.9,81.0,35.6,84.1,70.7,700,656,93.7,1,0.1,95,13.6,601,85.9,0,0.0,366,3.5,2.05,11.6,43,16,13.2,0,0,,7,0,8,79,78.0
28,Dennis Pitta,# 88,TE,18,BLT,64,47,73.4,475,10.1,4,76.8,80.7,90.4,79.0,67.6,381,325,85.3,37,9.7,191,50.1,20,5.2,125,32.8,203,4.3,1.46,7.3,39,0,0.0,0,0,,0,0,1,33,115.0
28,Fred Davis,# 83,TE,12,WAS,84,59,70.2,796,13.5,3,77.7,80.7,77.1,43.0,71.7,493,411,83.4,60,12.2,144,29.2,12,2.4,322,65.3,364,6.2,1.94,9.0,42,3,4.8,0,0,,6,1,10,39,82.2
30,Doug Baldwin,# 15,WR,16,SEA,85,51,60.0,792,15.5,4,80.3,80.4,52.3,79.6,65.9,368,354,96.2,1,0.3,319,86.7,46,12.5,0,0.0,316,6.2,2.24,11.3,55,7,12.1,0,0,,1,0,3,40,101.7
31,Antonio Gates,# 85,TE,13,SD,87,64,73.6,778,12.2,7,79.6,80.3,90.2,80.9,39.4,513,477,93.0,5,1.0,333,64.9,49,9.6,130,25.3,280,4.4,1.63,9.3,38,1,1.5,0,0,,4,0,1,45,108.3
32,Brent Celek,# 87,TE,16,PHI,94,62,66.0,811,13.1,5,79.5,80.1,58.7,80.5,68.1,594,426,71.7,150,25.3,67,11.3,25,4.2,482,81.1,498,8.0,1.90,7.1,73,6,8.8,0,0,,5,0,10,35,88.6
33,Dez Bryant,# 88,WR,15,DAL,100,63,63.0,928,14.7,9,80.4,79.6,90.0,45.4,-,538,518,96.3,0,0.0,22,4.1,516,95.9,0,0.0,311,4.9,1.79,12.7,50,1,1.6,0,0,,3,1,12,49,110.8
34,Vernon Davis,# 85,TE,18,SF,105,77,73.3,"1,084",14.1,10,81.1,78.8,69.7,24.1,51.1,621,516,83.1,78,12.6,132,21.3,33,5.3,446,71.8,454,5.9,2.10,10.3,73,5,6.1,0,0,,0,3,12,40,138.0
35,Greg Jennings,# 85,WR,14,GB,103,71,68.9,989,13.9,9,77.9,78.4,70.2,81.5,-,522,488,93.5,0,0.0,273,52.3,249,47.7,0,0.0,317,4.5,2.03,11.7,79,5,6.6,0,0,,2,0,6,46,120.6
36,Lance Moore,# 16,WR,14,NO,72,52,72.2,627,12.1,8,79.0,78.2,73.9,79.8,-,336,319,94.9,0,0.0,138,41.1,197,58.6,0,0.0,157,3.0,1.97,10.7,47,3,5.5,0,0,,0,0,0,35,135.6
37,Brandon Banks,# 16,WR,2,WAS,1,1,100.0,10,10.0,0,96.4,78.1,64.7,66.2,-,2,1,50.0,0,0.0,2,100.0,0,0.0,0,0.0,13,13.0,10.00,-3.0,10,0,0.0,0,0,,0,0,0,1,108.3
38,Scott Chandler,# 84,TE,14,BUF,43,38,88.4,389,10.2,6,74.8,77.9,90.0,41.7,44.6,287,240,83.6,36,12.5,163,56.8,9,3.1,110,38.3,161,4.2,1.62,6.6,31,0,0.0,0,0,,0,1,2,26,143.9
39,Darrius Heyward-Bey,# 85,WR,15,OAK,106,64,60.4,975,15.2,4,77.9,77.6,47.3,46.3,-,462,431,93.3,0,0.0,23,5.0,439,95.0,0,0.0,301,4.7,2.26,14.6,58,6,8.6,0,0,,4,1,8,45,87.6
40,Brandon Marshall,# 19,WR,16,MIA,138,81,58.7,"1,214",15.0,6,77.1,77.5,29.2,53.0,-,534,512,95.9,0,0.0,114,21.3,420,78.7,0,0.0,311,3.8,2.37,13.1,65,14,14.7,0,0,,3,1,9,54,93.1
41,Evan Moore,# 89,TE,16,CLV,47,34,72.3,324,9.5,4,73.0,77.3,79.4,77.1,58.2,244,216,88.5,21,8.6,42,17.2,52,21.3,147,60.2,88,2.6,1.50,9.4,33,1,2.9,0,0,,3,0,0,19,92.9
42,Mike Wallace,# 17,WR,17,PIT,122,75,61.5,"1,219",16.3,8,78.4,77.2,71.0,82.4,-,630,599,95.1,0,0.0,86,13.7,544,86.3,0,0.0,505,6.7,2.04,13.3,95,5,6.3,0,0,,4,0,14,56,103.1
43,Andrew Hawkins,# 16,WR,14,CIN,35,24,68.6,271,11.3,0,80.2,76.9,85.3,76.8,-,162,155,95.7,0,0.0,145,89.5,16,9.9,0,0.0,162,6.8,1.75,6.0,26,0,0.0,0,0,,1,0,3,12,79.6
43,Tony Scheffler,# 85,TE,16,DET,44,27,61.4,354,13.1,6,76.3,76.9,49.1,27.5,75.2,234,213,91.0,8,3.4,154,65.8,27,11.5,49,20.9,69,2.6,1.66,11.5,36,4,12.9,0,0,,1,0,1,21,116.9
45,Jason Witten,# 82,TE,16,DAL,114,79,69.3,942,11.9,5,78.7,76.6,84.1,51.9,72.1,640,560,87.5,61,9.5,151,23.6,10,1.6,448,70.0,365,4.6,1.68,8.0,64,4,4.8,0,0,,3,1,11,47,97.9
46,Demaryius Thomas,# 88,WR,13,DEN,81,42,51.9,848,20.2,5,75.9,76.5,40.3,78.6,-,332,315,94.9,0,0.0,37,11.1,294,88.6,0,0.0,276,6.6,2.69,15.3,80,6,12.5,0,0,,1,0,5,32,104.3
47,Steve Johnson,# 13,WR,16,BUF,132,76,57.6,"1,004",13.2,7,76.0,76.3,64.0,81.8,-,585,550,94.0,0,0.0,100,17.1,485,82.9,0,0.0,330,4.3,1.83,10.4,55,5,6.2,0,0,,7,0,6,46,77.3
48,Reggie Wayne,# 87,WR,16,IND,121,75,62.0,960,12.8,4,76.3,76.2,88.2,81.6,-,594,577,97.1,0,0.0,73,12.3,521,87.7,0,0.0,289,3.9,1.66,11.7,56,2,2.6,0,0,,4,0,5,50,84.0
49,Kris Wilson,# 87,TE,7,BLT,2,1,50.0,1,1.0,1,68.7,76.1,64.7,61.2,69.5,8,5,62.5,2,25.0,0,0.0,0,0.0,8,100.0,0,0.0,0.20,9.5,1,0,0.0,0,0,,0,0,0,1,95.8
50,Nate Washington,# 85,WR,16,TEN,118,74,62.7,"1,023",13.8,7,76.7,76.0,77.4,82.0,-,581,558,96.0,0,0.0,377,64.9,204,35.1,0,0.0,355,4.8,1.83,11.4,57,5,6.3,0,0,,5,0,4,47,92.6
51,Garrett Graham,# 88,TE,4,HST,1,1,100.0,24,24.0,0,69.9,75.9,64.7,61.2,69.1,9,7,77.8,2,22.2,0,0.0,0,0.0,9,100.0,6,6.0,3.43,18.0,24,0,0.0,0,0,,0,0,0,1,118.8
52,Jermaine Gresham,# 84,TE,15,CIN,91,61,67.0,642,10.5,6,73.9,75.4,59.6,44.4,63.8,561,441,78.6,98,17.5,116,20.7,33,5.9,405,72.2,228,3.7,1.46,8.2,31,6,9.0,0,0,,1,1,8,33,104.7
53,Jabar Gaffney,# 10,WR,16,WAS,110,68,61.8,947,13.9,5,76.0,75.3,87.3,48.5,65.7,599,567,94.7,1,0.2,103,17.2,496,82.8,0,0.0,210,3.1,1.67,13.6,45,2,2.9,0,0,,5,1,2,50,85.7
54,Joel Dreessen,# 85,TE,18,HST,37,28,75.7,353,12.6,6,87.3,74.9,66.0,76.1,77.9,360,232,64.4,116,32.2,28,7.8,2,0.6,323,89.7,170,6.1,1.52,7.6,56,1,3.4,0,0,,0,0,1,17,144.5
54,Johnny Knox,# 13,WR,14,CHI,64,37,57.8,729,19.7,2,75.9,74.9,63.4,28.9,-,334,321,96.1,0,0.0,51,15.3,283,84.7,0,0.0,161,4.4,2.27,15.2,81,3,7.5,0,0,,2,1,4,32,95.1
56,Golden Tate,# 81,WR,16,SEA,54,35,64.8,382,10.9,3,74.6,74.8,89.3,78.4,-,301,287,95.3,0,0.0,130,43.2,168,55.8,1,0.3,153,4.4,1.33,11.8,33,0,0.0,0,0,,2,1,13,16,88.7
57,Randy McMichael,# 81,TE,16,SD,37,30,81.1,271,9.0,0,80.3,74.7,58.0,76.5,77.1,385,222,57.7,151,39.2,38,9.9,14,3.6,235,61.0,194,6.5,1.22,3.5,30,3,9.1,0,0,,0,0,10,12,97.2
58,Laurent Robinson,# 81,WR,14,DAL,81,54,66.7,858,15.9,11,75.7,74.6,53.5,79.7,68.1,411,399,97.1,1,0.2,44,10.7,367,89.3,0,0.0,268,5.0,2.15,12.3,74,7,11.5,0,0,,2,0,1,36,131.1
59,Jacoby Ford,# 12,WR,8,OAK,32,19,59.4,283,14.9,1,72.8,74.5,69.6,25.5,-,121,115,95.0,0,0.0,51,42.1,68,56.2,0,0.0,148,7.8,2.46,9.2,41,1,5.0,0,0,,4,2,3,14,59.2
59,A.J. Green,# 18,WR,16,CIN,123,70,56.9,"1,104",15.8,7,72.0,74.5,64.0,81.9,-,581,544,93.6,0,0.0,82,14.1,499,85.9,0,0.0,297,4.2,2.03,14.3,58,5,6.7,0,0,,7,0,2,45,82.2
61,Jeremy Maclin,# 18,WR,13,PHI,94,63,67.0,859,13.6,5,75.4,74.0,51.1,45.5,60.9,483,459,95.0,1,0.2,69,14.3,413,85.5,0,0.0,278,4.4,1.87,11.8,59,6,8.7,0,0,,2,1,1,44,104.9
62,Vincent Jackson,# 83,WR,16,SD,110,60,54.5,"1,106",18.4,9,75.9,73.8,51.8,80.8,-,607,574,94.6,0,0.0,144,23.7,463,76.3,0,0.0,217,3.6,1.93,18.3,58,8,11.8,0,0,,9,0,5,55,82.6
62,Michael Crabtree,# 15,WR,17,SF,118,76,64.4,888,11.7,4,75.7,73.8,46.1,82.1,-,511,487,95.3,0,0.0,197,38.6,313,61.3,1,0.2,392,5.2,1.82,8.9,52,10,11.6,0,0,,2,0,14,40,91.3
64,Leonard Hankerson,# 85,WR,4,WAS,20,13,65.0,163,12.5,0,74.4,73.7,80.6,72.7,-,95,91,95.8,0,0.0,14,14.7,81,85.3,0,0.0,40,3.1,1.79,12.2,23,0,0.0,0,0,,2,0,0,8,50.6
65,Anthony Fasano,# 80,TE,15,MIA,45,32,71.1,451,14.1,5,80.3,73.6,79.1,77.0,72.6,502,381,75.9,104,20.7,61,12.2,20,4.0,416,82.9,109,3.4,1.18,11.4,35,1,3.0,0,0,,1,0,2,25,130.9
66,Denarius Moore,# 17,WR,13,OAK,73,33,45.2,618,18.7,5,76.7,73.5,79.1,78.6,64.5,358,333,93.0,1,0.3,67,18.7,290,81.0,0,0.0,133,4.0,1.86,18.5,78,2,5.7,0,0,,7,0,1,26,58.3
67,Kevin Boss,# 87,TE,13,OAK,36,27,75.0,333,12.3,2,70.1,73.4,75.7,75.9,49.9,303,226,74.6,61,20.1,35,11.6,3,1.0,258,85.1,98,3.6,1.47,9.1,28,1,3.6,0,0,,2,0,3,17,98.5
68,Donald Lee,# 86,TE,10,CIN,14,12,85.7,151,12.6,0,70.7,73.1,79.4,71.9,65.0,131,93,71.0,32,24.4,14,10.7,4,3.1,104,79.4,96,8.0,1.62,5.6,36,0,0.0,0,0,,0,0,2,6,111.6
69,Josh Morgan,# 84,WR,5,SF,19,15,78.9,220,14.7,1,72.3,72.9,81.1,73.0,-,144,135,93.8,0,0.0,48,33.3,96,66.7,0,0.0,99,6.6,1.63,8.2,30,0,0.0,0,0,,1,0,0,12,110.5
69,Anquan Boldin,# 81,WR,16,BLT,117,67,57.3,"1,061",15.8,4,73.6,72.9,40.0,47.6,-,623,593,95.2,0,0.0,293,47.0,330,53.0,0,0.0,315,4.7,1.79,12.2,56,9,11.8,0,0,,2,1,3,51,91.9
71,Emmanuel Sanders,# 88,WR,12,PIT,48,28,58.3,369,13.2,2,73.0,72.8,66.0,76.3,66.1,272,258,94.9,1,0.4,179,65.8,93,34.2,0,0.0,185,6.6,1.43,12.5,32,2,6.7,0,0,,3,0,3,21,70.6
72,Jake Ballard,# 85,TE,18,NYG,69,43,62.3,647,15.0,4,77.5,72.4,32.1,78.5,68.6,602,430,71.4,151,25.1,113,18.8,9,1.5,462,76.7,195,4.5,1.50,11.3,41,8,15.7,0,0,,1,0,4,33,106.4
73,Miles Austin,# 19,WR,10,DAL,72,43,59.7,579,13.5,7,71.8,72.1,60.7,33.3,-,363,351,96.7,0,0.0,253,69.7,110,30.3,0,0.0,201,4.7,1.65,10.9,53,4,8.5,0,0,,0,0,2,31,117.8
74,Plaxico Burress,# 17,WR,16,NYJ,90,45,50.0,612,13.6,8,71.3,71.9,69.8,78.9,-,547,515,94.1,0,0.0,39,7.1,508,92.9,0,0.0,157,3.5,1.19,13.6,30,3,6.3,0,0,,2,0,1,39,92.5
75,Joshua Cribbs,# 16,WR,16,CLV,63,41,65.1,518,12.6,4,73.2,71.8,52.5,79.9,70.4,375,351,93.6,1,0.3,49,13.1,323,86.1,1,0.3,229,5.6,1.48,9.8,45,5,10.9,0,0,,0,0,10,27,111.7
76,Dustin Keller,# 81,TE,16,NYJ,109,65,59.6,815,12.5,5,68.7,70.8,78.4,44.9,66.7,535,455,85.0,46,8.6,211,39.4,28,5.2,266,49.7,320,4.9,1.79,9.0,41,3,4.4,0,0,,2,1,10,39,90.6
77,Sidney Rice,# 18,WR,9,SEA,56,32,57.1,484,15.1,2,68.1,70.7,50.8,28.5,68.1,289,276,95.5,1,0.3,46,15.9,243,84.1,0,0.0,129,4.0,1.75,17.1,52,3,8.6,0,0,,2,0,1,19,82.7
78,Allen Reisner,# 89,TE,4,MIN,1,1,100.0,5,5.0,0,78.2,70.2,64.7,61.2,-,10,10,100.0,0,0.0,1,10.0,1,10.0,7,70.0,1,1.0,0.50,4.0,5,0,0.0,0,0,,0,0,0,1,87.5
79,Clay Harbor,# 82,TE,16,PHI,19,13,68.4,163,12.5,1,69.8,69.8,64.4,72.7,63.1,162,113,69.8,44,27.2,25,15.4,11,6.8,116,71.6,47,3.6,1.44,9.2,27,1,7.1,0,0,,1,0,2,8,90.5
80,Brandon Myers,# 83,TE,16,OAK,24,16,66.7,151,9.4,0,68.6,69.7,67.7,73.6,57.5,189,131,69.3,49,25.9,17,9.0,2,1.1,158,83.6,68,4.3,1.15,5.7,24,1,5.9,0,0,,0,0,1,8,83.9
80,Steve Breaston,# 15,WR,16,KC,96,61,63.5,785,12.9,2,70.4,69.7,77.8,80.7,-,506,485,95.8,0,0.0,230,45.5,275,54.3,1,0.2,327,5.4,1.62,10.2,43,3,4.7,0,0,,5,0,13,39,74.3
80,Jermichael Finley,# 88,TE,17,GB,99,59,59.6,804,13.6,8,67.0,69.7,28.2,80.4,74.9,616,536,87.0,40,6.5,159,25.8,142,23.1,298,48.4,251,4.3,1.50,12.0,41,14,19.2,0,0,,3,0,4,46,99.9
83,Santana Moss,# 89,WR,12,WAS,90,46,51.1,584,12.7,4,70.2,69.5,49.3,79.0,-,413,390,94.4,0,0.0,211,51.1,202,48.9,0,0.0,202,4.4,1.50,11.1,49,7,13.2,0,0,,7,0,4,35,54.1
84,Roy Williams,# 11,WR,15,CHI,60,37,61.7,507,13.7,2,70.9,69.4,31.6,77.6,-,339,325,95.9,0,0.0,52,15.3,287,84.7,0,0.0,113,3.1,1.56,12.9,25,7,15.9,0,0,,5,0,3,29,65.1
85,Kellen Winslow,# 82,TE,16,TB,114,75,65.8,772,10.3,2,67.4,69.2,74.6,28.6,79.3,609,538,88.3,29,4.8,182,29.9,34,5.6,390,64.0,250,3.3,1.43,8.5,37,5,6.3,0,0,,9,2,3,42,58.1
86,Rashied Davis,# 82,WR,10,DET,5,4,80.0,63,15.8,0,71.3,69.1,72.1,67.0,-,44,42,95.5,0,0.0,20,45.5,24,54.5,0,0.0,36,9.0,1.50,6.0,22,0,0.0,0,0,,1,0,1,4,79.2
86,DeSean Jackson,# 10,WR,15,PHI,95,58,61.1,961,16.6,4,70.3,69.1,38.4,81.3,-,566,544,96.1,0,0.0,97,17.1,467,82.5,1,0.2,251,4.3,1.77,15.7,62,8,12.1,0,0,,7,0,1,39,78.4
88,Julio Jones,# 11,WR,14,ATL,99,61,61.6,"1,023",16.8,8,71.0,68.9,37.0,47.1,-,528,499,94.5,0,0.0,40,7.6,485,91.9,0,0.0,455,7.5,2.05,12.9,80,8,11.6,0,0,,2,1,13,36,115.0
89,Domenik Hixon,# 87,WR,2,NYG,5,4,80.0,50,12.5,1,71.9,68.8,72.1,67.0,-,26,25,96.2,0,0.0,22,84.6,4,15.4,0,0.0,6,1.5,2.00,11.0,22,0,0.0,0,0,,0,0,0,3,147.9
89,Robert Meachem,# 17,WR,18,NO,72,47,65.3,748,15.9,7,71.3,68.8,56.7,79.9,-,533,509,95.5,0,0.0,116,21.8,417,78.2,0,0.0,149,3.2,1.47,15.4,67,5,9.6,0,0,,3,0,2,32,114.8
91,Vincent Brown,# 86,WR,14,SD,38,19,50.0,329,17.3,2,69.5,68.6,57.1,74.1,-,236,225,95.3,0,0.0,36,15.3,199,84.3,0,0.0,91,4.8,1.46,16.5,31,2,9.5,0,0,,1,0,3,17,86.4
92,Terrance Copper,# 10,WR,11,KC,12,8,66.7,114,14.3,0,71.5,68.5,76.5,70.1,-,48,48,100.0,0,0.0,11,22.9,36,75.0,1,2.1,40,5.0,2.38,10.8,43,0,0.0,0,0,,0,0,0,6,97.2
93,Jerricho Cotchery,# 89,WR,13,PIT,29,17,58.6,268,15.8,3,72.6,68.4,56.9,74.5,-,226,217,96.0,0,0.0,166,73.5,60,26.5,0,0.0,67,3.9,1.24,12.1,36,2,10.5,0,0,,0,0,3,14,123.9
93,Donte' Stallworth,# 19,WR,11,WAS,32,22,68.8,309,14.0,2,68.2,68.4,60.3,75.6,65.7,231,214,92.6,1,0.4,65,28.1,166,71.9,0,0.0,110,5.0,1.44,12.0,51,1,4.3,0,0,,1,0,3,16,107.4
95,Chastin West,# 17,WR,12,JAX,24,13,54.2,163,12.5,2,67.2,68.2,80.6,72.7,-,134,131,97.8,0,0.0,8,6.0,126,94.0,0,0.0,53,4.1,1.24,10.4,23,0,0.0,0,0,,0,0,2,9,103.3
95,Brandon LaFell,# 11,WR,16,CAR,56,36,64.3,613,17.0,3,68.1,68.2,71.7,77.4,39.9,467,443,94.9,1,0.2,121,25.9,344,73.7,1,0.2,214,5.9,1.38,13.7,91,2,5.3,0,0,,2,0,3,23,104.2
95,Mario Manningham,# 82,WR,16,NYG,94,52,55.3,712,13.7,7,68.6,68.2,52.3,79.5,62.3,527,502,95.3,1,0.2,36,6.8,491,93.2,0,0.0,135,2.6,1.42,16.1,47,6,10.3,0,0,,5,0,1,35,82.4
98,Visanthe Shiancoe,# 81,TE,16,MIN,65,36,55.4,409,11.4,3,69.4,68.1,48.3,77.7,79.1,451,377,83.6,61,13.5,57,12.6,18,4.0,347,76.9,148,4.1,1.08,8.7,37,5,12.2,0,0,,1,0,1,26,83.4
99,Kyle Rudolph,# 82,TE,15,MIN,33,26,78.8,249,9.6,3,78.3,67.9,75.5,75.9,80.5,279,240,86.0,30,10.8,45,16.1,26,9.3,174,62.4,103,4.0,1.04,7.0,41,1,3.7,0,0,,0,0,1,14,128.4
99,Jeremy Kerley,# 11,WR,13,NYJ,44,29,65.9,314,10.8,1,69.9,67.9,58.1,77.9,65.7,242,223,92.1,1,0.4,182,75.2,58,24.0,0,0.0,109,3.8,1.41,10.5,38,2,6.5,0,0,,2,0,3,19,75.4
101,Matt Spaeth,# 89,TE,15,CHI,10,7,70.0,50,7.1,2,78.0,67.7,75.6,69.5,66.9,160,66,41.3,91,56.9,13,8.1,5,3.1,132,82.5,21,3.0,0.76,7.0,13,0,0.0,0,0,,1,0,0,4,81.3
101,Kyle Williams,# 10,WR,15,SF,35,22,62.9,253,11.5,3,70.2,67.7,61.3,75.8,69.1,232,221,95.3,2,0.9,66,28.4,166,71.6,0,0.0,103,4.7,1.14,9.8,56,2,8.3,0,0,,0,0,2,15,113.2
101,Torrey Smith,# 82,WR,18,BLT,99,54,54.5,932,17.3,8,68.7,67.7,40.8,41.7,66.4,623,590,94.7,1,0.2,46,7.4,577,92.6,0,0.0,271,5.0,1.58,19.6,74,8,12.9,0,0,,1,1,3,37,109.5
101,Brandon Pettigrew,# 87,TE,17,DET,122,87,71.3,826,9.5,5,69.8,67.7,60.8,82.6,75.7,757,596,78.7,133,17.6,54,7.1,6,0.8,659,87.1,362,4.2,1.39,6.6,27,8,8.4,0,0,,3,0,5,38,93.1
