RANK,PLAYER,#,POS,#G,TEAM,TGT,REC,REC%,YDS,Y/REC,TD,OFF,RECV,DROP,FUM,PBLK,PASS,RECV,RT%,PBLK,PB%,SLOT,SLT%,WIDE,WID%,INL,INL%,YAC,YAC/REC,Y/RR,ADOT,LNG,DRP,DRP%,CTT,CTC,CTC%,INT,FUM,MTF,1ST,RTG
11,George Kittle,# 85,TE,18,SF,90,70,77.8,929,13.3,11,84.7,87.8,88.1,49.7,42.7,590,517,87.6,45,7.6,178,30.2,65,11.0,337,57.1,444,6.3,1.80,8.0,54,2,2.8,16,9,56.3,2,1,11,43,140.0
12,CeeDee Lamb,# 88,WR,19,DAL,167,121,72.5,"1,544",12.8,10,86.2,87.0,78.9,86.0,-,678,646,95.3,0,0.0,425,62.7,245,36.1,2,0.3,555,4.6,2.39,10.3,46,7,5.5,30,14,46.7,5,0,16,75,108.5
13,Laviska Shenault Jr.,# 15,WR,12,CAR,32,27,84.4,272,10.1,1,85.0,86.5,75.5,78.5,-,97,94,96.9,0,0.0,50,51.5,38,39.2,8,8.2,335,12.4,2.89,-0.8,67,1,3.6,2,1,50.0,0,0,15,10,112.5
14,Garrett Wilson,# 17,WR,17,NYJ,139,83,59.7,"1,103",13.3,4,82.7,85.9,90.1,28.2,35.6,615,595,96.7,2,0.3,222,36.1,385,62.6,8,1.3,389,4.7,1.85,11.0,60,2,2.4,39,14,35.9,1,1,22,56,91.5
15,Drake London,# 05,WR,17,ATL,114,72,63.2,866,12.0,4,83.2,85.3,88.0,23.3,-,439,419,95.4,0,0.0,95,21.6,344,78.4,0,0.0,231,3.2,2.07,11.2,40,2,2.7,26,14,53.8,3,3,8,47,87.1
16,Ja'Marr Chase,# 01,WR,15,CIN,155,107,69.0,"1,266",11.8,11,83.9,85.2,79.1,37.9,-,692,644,93.1,0,0.0,164,23.7,523,75.6,1,0.1,509,4.8,1.97,9.8,60,6,5.3,32,12,37.5,4,2,18,69,106.5
17,Tyler Mabry,# 85,TE,2,SEA,1,1,100.0,7,7.0,1,80.9,84.6,64.7,61.2,65.8,3,2,66.7,1,33.3,0,0.0,1,33.3,1,33.3,2,2.0,3.50,5.0,7,0,0.0,0,0,,0,0,0,1,135.4
17,Chigoziem Okonkwo,# 85,TE,17,TEN,45,32,71.1,450,14.1,3,75.4,84.6,61.2,77.6,67.6,194,172,88.7,14,7.2,67,34.5,27,13.9,85,43.8,250,7.8,2.62,8.0,48,3,8.6,8,5,62.5,0,0,7,22,125.2
19,Keenan Allen,# 13,WR,11,LAC,94,72,76.6,813,11.3,4,84.4,84.4,91.0,48.0,72.2,418,403,96.4,3,0.7,270,64.6,144,34.4,0,0.0,287,4.0,2.02,8.9,46,0,0.0,12,5,41.7,2,1,1,43,107.3
20,Amari Cooper,# 02,WR,17,CLV,126,78,61.9,"1,160",14.9,9,81.2,83.6,67.4,82.1,-,603,562,93.2,0,0.0,150,24.9,452,75.0,0,0.0,296,3.8,2.06,13.3,55,6,7.1,27,15,55.6,3,0,7,61,105.9
21,Dallas Goedert,# 88,TE,15,PHI,85,71,83.5,843,11.9,4,78.2,83.5,87.7,50.3,57.0,516,470,91.1,22,4.3,230,44.6,54,10.5,227,44.0,484,6.8,1.79,5.9,31,2,2.7,14,9,64.3,0,1,7,47,123.7
21,Jaylen Waddle,# 17,WR,18,MIA,121,78,64.5,"1,400",17.9,8,82.6,83.5,51.1,53.1,65.7,605,569,94.0,1,0.2,155,25.6,443,73.2,0,0.0,526,6.7,2.46,12.7,84,9,10.3,22,5,22.7,2,1,7,61,119.2
23,Kendall Blanton,# 86,TE,4,LA,2,2,100.0,35,17.5,0,70.1,83.4,68.3,64.0,75.5,13,9,69.2,4,30.8,1,7.7,2,15.4,10,76.9,23,11.5,3.89,6.0,28,0,0.0,0,0,,0,0,0,1,118.8
24,Terry McLaurin,# 17,WR,17,WAS,115,77,67.0,"1,191",15.5,5,79.9,83.0,82.8,52.7,-,621,583,93.9,0,0.0,130,20.9,490,78.9,0,0.0,396,5.1,2.04,13.1,52,3,3.8,26,17,65.4,2,0,11,56,108.3
25,Chris Olave,# 12,WR,15,NO,114,72,63.2,"1,044",14.5,4,82.5,82.9,81.9,27.4,-,450,431,95.8,0,0.0,152,33.8,297,66.0,1,0.2,219,3.0,2.42,14.9,53,3,4.0,24,8,33.3,5,2,2,48,86.3
26,Luke Farrell,# 89,TE,12,JAX,4,4,100.0,40,10.0,0,70.6,82.6,72.1,67.0,78.7,27,16,59.3,10,37.0,4,14.8,2,7.4,21,77.8,38,9.5,2.50,0.5,15,0,0.0,0,0,,0,0,1,3,108.3
27,Donald Parham Jr.,# 89,TE,7,LAC,17,14,82.4,153,10.9,1,76.6,82.2,81.1,73.0,35.4,100,79,79.0,16,16.0,32,32.0,20,20.0,47,47.0,45,3.2,1.94,10.2,24,0,0.0,1,0,0.0,0,0,0,6,123.8
28,Deebo Samuel,# 19,WR,16,SF,106,69,65.1,843,12.2,3,74.1,81.6,68.4,26.7,78.7,484,456,94.2,5,1.0,131,27.1,291,60.1,2,0.4,659,9.6,1.85,5.1,74,5,6.8,15,4,26.7,3,0,36,32,87.1
29,Daylen Baldwin,# 17,WR,1,CLV,2,2,100.0,25,12.5,0,83.3,81.2,68.3,64.0,-,5,5,100.0,0,0.0,1,20.0,4,80.0,0,0.0,0,0.0,5.00,12.5,15,0,0.0,1,1,100.0,0,0,0,2,118.8
30,DeVonta Smith,# 06,WR,20,PHI,154,110,71.4,"1,393",12.7,8,80.4,81.1,79.8,84.7,-,736,697,94.7,0,0.0,184,25.0,552,75.0,0,0.0,561,5.1,2.00,10.2,45,6,5.2,31,13,41.9,1,1,15,64,113.9
31,MyCole Pruitt,# 85,TE,13,ATL,21,16,76.2,150,9.4,4,75.9,80.9,67.0,73.3,75.8,135,77,57.0,51,37.8,17,12.6,6,4.4,103,76.3,82,5.1,1.95,5.4,29,1,5.9,2,1,50.0,0,0,0,10,134.9
32,Brandon Aiyuk,# 11,WR,20,SF,121,84,69.4,"1,124",13.4,8,78.7,79.5,70.7,54.5,-,654,618,94.5,0,0.0,161,24.6,493,75.4,0,0.0,397,4.7,1.82,11.1,54,6,6.7,23,9,39.1,1,1,16,53,117.2
33,Mark Andrews,# 89,TE,16,BLT,119,78,65.5,920,11.8,5,80.7,79.4,78.6,53.2,67.1,491,466,94.9,1,0.2,318,64.8,106,21.6,67,13.6,284,3.6,1.97,10.2,36,4,4.9,19,10,52.6,4,1,3,51,88.9
34,Mike Williams,# 81,WR,13,LAC,90,63,70.0,895,14.2,4,78.9,79.3,90.0,80.6,-,481,464,96.5,0,0.0,72,15.0,409,85.0,0,0.0,321,5.1,1.93,12.7,55,1,1.6,26,15,57.7,2,0,4,39,107.4
35,Tee Higgins,# 85,WR,19,CIN,125,87,69.6,"1,177",13.5,8,78.4,78.8,81.8,82.7,22.3,692,655,94.7,0,0.0,123,17.8,567,81.9,2,0.3,310,3.6,1.80,12.0,59,4,4.4,33,19,57.6,3,0,9,54,110.6
36,David Njoku,# 85,TE,14,CLV,79,58,73.4,628,10.8,4,73.7,78.7,70.2,43.5,76.3,481,405,84.2,44,9.1,172,35.8,54,11.2,251,52.2,341,5.9,1.55,7.8,38,4,6.5,13,7,53.8,2,1,6,36,102.7
36,D.K. Metcalf,# 14,WR,18,SEA,152,100,65.8,"1,184",11.8,8,77.7,78.7,81.4,32.2,-,653,614,94.0,0,0.0,108,16.5,545,83.5,0,0.0,276,2.8,1.93,12.2,54,5,4.8,47,24,51.1,4,2,7,54,95.9
38,Rashid Shaheed,# 89,WR,12,NO,34,28,82.4,488,17.4,2,80.8,78.6,86.9,89.8,-,193,188,97.4,0,0.0,50,25.9,142,73.6,0,0.0,174,6.2,2.60,11.6,68,0,0.0,1,0,0.0,0,1,0,18,138.4
39,Pat Freiermuth,# 88,TE,16,PIT,96,63,65.6,732,11.6,2,75.5,78.3,78.8,80.8,72.3,495,435,87.9,30,6.1,180,36.4,26,5.3,288,58.2,289,4.6,1.68,8.4,57,3,4.5,24,10,41.7,4,0,11,37,78.1
40,Jerry Jeudy,# 10,WR,15,DEN,100,68,68.0,986,14.5,6,78.4,77.9,62.8,81.5,-,479,452,94.4,0,0.0,259,54.1,220,45.9,0,0.0,417,6.1,2.18,12.1,67,6,8.1,11,3,27.3,2,0,5,42,111.5
41,Christian Watson,# 09,WR,14,GB,65,41,63.1,611,14.9,7,77.1,77.8,50.7,80.1,-,282,270,95.7,0,0.0,89,31.6,189,67.0,3,1.1,264,6.4,2.26,14.3,63,5,10.9,12,9,75.0,1,0,4,28,123.3
42,Tyler Lockett,# 16,WR,17,SEA,117,90,76.9,"1,072",11.9,9,77.9,77.7,87.7,33.7,65.3,604,568,94.0,1,0.2,252,41.7,343,56.8,5,0.8,280,3.1,1.89,11.1,40,3,3.2,14,5,35.7,6,1,5,53,108.6
43,Connor Heyward,# 83,TE,14,PIT,15,12,80.0,151,12.6,1,74.1,77.6,62.1,73.0,31.6,90,81,90.0,4,4.4,33,36.7,5,5.6,52,57.8,64,5.3,1.86,7.3,45,1,7.7,3,3,100.0,1,0,1,6,103.1
44,Michael Thomas,# 13,WR,3,NO,22,16,72.7,171,10.7,3,77.3,77.4,68.7,73.9,-,109,104,95.4,0,0.0,22,20.2,87,79.8,0,0.0,25,1.6,1.64,10.5,21,1,5.9,10,8,80.0,0,0,0,13,134.7
45,Chris Godwin,# 14,WR,16,TB,150,114,76.0,"1,108",9.7,3,75.7,76.8,85.9,38.7,73.9,682,640,93.8,2,0.3,498,73.0,182,26.7,1,0.1,578,5.1,1.73,5.7,44,5,4.2,28,16,57.1,1,2,11,58,100.1
46,Kyle Pitts,# 08,TE,10,ATL,56,28,50.0,356,12.7,2,73.3,76.6,76.7,76.3,70.9,238,211,88.7,15,6.3,106,44.5,66,27.7,61,25.6,133,4.8,1.69,13.7,33,1,3.4,12,3,25.0,1,0,3,20,74.7
47,KhaDarel Hodge,# 12,WR,16,ATL,19,13,68.4,202,15.5,1,77.0,76.4,64.4,72.7,-,83,79,95.2,0,0.0,16,19.3,67,80.7,0,0.0,61,4.7,2.56,12.9,39,1,7.1,5,2,40.0,0,0,2,7,120.9
47,Kadarius Toney,# 19,WR,12,KC,28,23,82.1,221,9.6,3,78.0,76.4,63.2,47.2,-,110,103,93.6,0,0.0,42,38.2,62,56.4,2,1.8,154,6.7,2.15,3.5,38,2,8.0,2,1,50.0,0,0,7,12,135.3
47,T.J. Hockenson,# 87,TE,18,MIN,133,96,72.2,"1,043",10.9,6,73.2,76.4,75.5,83.4,52.8,709,604,85.2,71,10.0,250,35.3,117,16.5,342,48.2,489,5.1,1.73,7.8,81,6,5.9,33,19,57.6,4,1,10,49,97.4
50,James Mitchell,# 82,TE,13,DET,11,11,100.0,113,10.3,1,66.9,76.3,78.7,71.5,82.7,91,75,82.4,14,15.4,15,16.5,23,25.3,51,56.0,62,5.6,1.51,5.2,22,0,0.0,0,0,,0,0,1,7,139.8
51,DJ Moore,# 02,WR,17,CAR,109,63,57.8,888,14.1,7,73.9,76.2,77.9,82.1,-,540,510,94.4,0,0.0,149,27.6,386,71.5,4,0.7,191,3.0,1.74,14.0,62,3,4.5,23,13,56.5,5,0,9,44,86.5
52,Isaiah Hodgins,# 18,WR,12,NYG,56,46,82.1,500,10.9,5,76.9,76.1,90.4,36.0,-,355,338,95.2,0,0.0,63,17.7,292,82.3,0,0.0,131,2.8,1.48,9.2,32,0,0.0,11,7,63.6,1,1,4,28,126.2
53,Jacob Harris,# 87,WR,2,LA,1,1,100.0,6,6.0,0,73.7,75.9,64.7,61.2,-,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,3,3.0,3.00,3.0,6,0,0.0,0,0,,0,0,0,1,91.7
54,Jakobi Meyers,# 16,WR,14,NE,93,67,72.0,804,12.0,6,75.6,75.8,90.3,48.3,-,453,423,93.4,0,0.0,315,69.5,134,29.6,0,0.0,242,3.6,1.90,10.2,48,1,1.5,23,13,56.5,0,1,2,38,119.6
55,Mike Evans,# 13,WR,16,TB,133,83,62.4,"1,207",14.5,6,74.2,75.7,75.1,82.4,-,729,688,94.4,0,0.0,189,25.9,540,74.1,0,0.0,244,2.9,1.75,14.1,63,4,4.6,28,18,64.3,7,0,7,58,85.0
56,Christian Kirk,# 13,WR,19,JAX,150,99,66.0,"1,238",12.5,10,72.9,75.3,65.9,85.2,62.3,744,707,95.0,1,0.1,562,75.5,174,23.4,2,0.3,431,4.4,1.75,9.6,49,9,8.3,23,8,34.8,5,1,8,62,99.8
57,DeSean Jackson,# 15,WR,7,BLT,17,9,52.9,153,17.0,0,76.1,75.2,78.0,71.1,-,81,75,92.6,0,0.0,20,24.7,61,75.3,0,0.0,23,2.6,2.04,17.9,62,0,0.0,5,1,20.0,1,0,0,5,59.2
57,Jake Ferguson,# 87,TE,18,DAL,23,20,87.0,208,10.4,2,66.1,75.2,84.5,74.9,56.8,169,116,68.6,47,27.8,28,16.6,12,7.1,126,74.6,154,7.7,1.79,3.0,34,0,0.0,1,1,100.0,0,0,4,9,133.3
59,Austin Hooper,# 81,TE,17,TEN,56,41,73.2,444,10.8,2,68.8,74.6,83.5,78.7,24.2,352,320,90.9,14,4.0,186,52.8,47,13.4,119,33.8,134,3.3,1.39,8.5,24,1,2.4,15,9,60.0,0,0,4,28,108.0
60,Darren Waller,# 83,TE,9,LV,42,28,66.7,388,13.9,3,72.4,74.5,66.6,76.3,36.0,265,246,92.8,5,1.9,164,61.9,53,20.0,46,17.4,77,2.8,1.58,14.0,34,2,6.7,7,3,42.9,2,0,0,18,100.1
61,Jordan Akins,# 88,TE,15,HST,49,37,75.5,495,13.4,5,72.4,74.3,81.8,29.3,61.3,326,303,92.9,10,3.1,131,40.2,39,12.0,156,47.9,270,7.3,1.63,8.5,46,1,2.6,8,5,62.5,2,1,6,23,124.1
62,DeVante Parker,# 01,WR,13,NE,47,31,66.0,539,17.4,3,74.1,74.0,88.0,76.6,48.8,339,316,93.2,1,0.3,29,8.6,310,91.4,0,0.0,105,3.4,1.71,16.8,43,0,0.0,19,10,52.6,4,0,2,25,90.6
62,Jahan Dotson,# 01,WR,12,WAS,56,35,62.5,523,14.9,7,70.5,74.0,63.4,78.0,-,403,376,93.3,0,0.0,106,26.3,297,73.7,0,0.0,144,4.1,1.39,15.4,61,3,7.9,18,11,61.1,4,0,2,26,102.9
64,Treylon Burks,# 16,WR,11,TEN,53,33,62.3,444,13.5,2,74.1,73.9,79.6,78.1,-,265,254,95.8,0,0.0,55,20.8,209,78.9,1,0.4,177,5.4,1.75,12.4,51,1,2.9,12,7,58.3,4,0,4,19,70.0
64,Allen Lazard,# 13,WR,15,GB,98,60,61.2,788,13.1,6,69.0,73.9,69.7,80.8,69.8,517,488,94.4,1,0.2,195,37.7,303,58.6,19,3.7,266,4.4,1.61,12.9,47,4,6.3,23,9,39.1,5,0,3,45,85.8
66,DeAndre Hopkins,# 10,WR,9,ARZ,93,64,68.8,717,11.2,3,72.9,73.6,90.1,25.5,-,388,362,93.3,0,0.0,106,27.3,282,72.7,0,0.0,177,2.8,1.98,10.7,33,1,1.5,21,11,52.4,4,2,5,35,84.4
67,River Cracraft,# 85,WR,12,MIA,14,9,64.3,102,11.3,2,75.1,73.5,78.0,72.0,-,92,89,96.7,0,0.0,30,32.6,61,66.3,0,0.0,25,2.8,1.15,9.3,22,0,0.0,3,1,33.3,1,0,0,8,95.8
68,Gerald Everett,# 07,TE,17,LAC,89,64,71.9,664,10.4,5,70.6,73.4,66.1,80.8,76.5,520,473,91.0,36,6.9,204,39.2,76,14.6,236,45.4,413,6.5,1.40,6.0,26,5,7.2,14,8,57.1,2,0,18,34,102.5
69,Kalif Raymond,# 11,WR,17,DET,62,47,75.8,616,13.1,0,72.1,72.7,90.3,40.8,72.0,346,322,93.1,2,0.6,159,46.0,181,52.3,2,0.6,227,4.8,1.91,10.0,56,0,0.0,7,3,42.9,0,1,2,24,106.7
69,Richie James,# 80,WR,17,NYG,82,68,82.9,651,9.6,4,72.0,72.7,80.4,29.0,68.1,428,404,94.4,2,0.5,362,84.6,64,15.0,1,0.2,232,3.4,1.61,6.6,33,3,4.2,12,7,58.3,0,0,2,34,116.0
71,Jonnu Smith,# 81,TE,14,NE,37,27,73.0,245,9.1,0,52.9,72.1,86.5,25.6,71.2,210,171,81.4,29,13.8,58,27.6,19,9.0,125,59.5,202,7.5,1.43,3.4,53,0,0.0,8,3,37.5,1,0,11,9,79.2
71,JuJu Smith-Schuster,# 09,WR,19,KC,109,88,80.7,"1,022",11.6,3,70.1,72.1,86.8,24.7,71.3,641,608,94.9,2,0.3,270,42.1,371,57.9,0,0.0,487,5.5,1.68,7.1,53,3,3.3,15,7,46.7,3,3,9,54,103.4
73,Nico Collins,# 12,WR,10,HST,64,37,57.8,481,13.0,2,72.4,72.0,90.0,77.6,-,305,286,93.8,0,0.0,30,9.8,275,90.2,0,0.0,144,3.9,1.68,12.8,58,0,0.0,16,12,75.0,1,0,3,21,85.5
74,Brandin Cooks,# 13,WR,13,HST,88,56,63.6,699,12.5,3,72.3,71.9,57.2,80.6,-,450,427,94.9,0,0.0,111,24.7,337,74.9,1,0.2,198,3.5,1.64,11.9,44,6,9.7,18,10,55.6,4,0,1,29,80.6
75,Jeff Smith,# 16,WR,11,NYJ,12,8,66.7,134,16.8,0,70.2,71.3,76.5,70.1,-,76,75,98.7,0,0.0,19,25.0,54,71.1,2,2.6,41,5.1,1.79,13.1,50,0,0.0,2,0,0.0,1,0,0,5,69.4
75,Randall Cobb,# 18,WR,13,GB,48,34,70.8,417,12.3,1,70.1,71.3,70.1,79.1,36.3,261,249,95.4,1,0.4,209,80.1,49,18.8,0,0.0,182,5.4,1.67,10.2,40,2,5.6,8,2,25.0,1,1,4,19,95.6
77,Wan'Dale Robinson,# 17,WR,6,NYG,30,23,76.7,227,9.9,1,72.0,70.9,50.6,75.8,-,140,129,92.1,0,0.0,113,80.7,27,19.3,0,0.0,127,5.5,1.76,6.1,19,2,8.0,8,4,50.0,0,0,3,13,108.6
78,Will Dissly,# 89,TE,15,SEA,38,34,89.5,349,10.3,3,70.8,70.8,70.1,77.5,65.6,313,254,81.2,45,14.4,65,20.8,27,8.6,201,64.2,186,5.5,1.37,5.3,38,2,5.6,3,2,66.7,0,0,4,20,131.3
79,Tyler Boyd,# 83,WR,19,CIN,87,64,73.6,851,13.3,5,70.2,70.4,90.1,81.3,54.6,692,645,93.2,4,0.6,586,84.7,103,14.9,3,0.4,260,4.1,1.32,10.2,60,1,1.5,18,12,66.7,5,0,3,46,99.4
80,Michael Pittman Jr.,# 11,WR,16,IND,139,99,71.2,925,9.3,4,70.6,70.3,81.4,34.3,-,674,642,95.3,0,0.0,183,27.2,490,72.7,1,0.1,343,3.5,1.44,7.7,28,5,4.8,30,15,50.0,3,2,5,51,89.8
81,Cole Beasley,# 11,WR,6,BUF,16,11,68.8,103,9.4,1,71.2,70.2,60.2,71.5,-,74,69,93.2,0,0.0,63,85.1,11,14.9,0,0.0,62,5.6,1.49,6.3,29,1,8.3,1,0,0.0,2,0,1,6,67.4
81,Tutu Atwell,# 15,WR,13,LA,35,18,51.4,298,16.6,1,70.1,70.2,68.7,77.0,-,186,178,95.7,0,0.0,101,54.3,83,44.6,1,0.5,66,3.7,1.67,17.9,62,1,5.3,7,4,57.1,1,0,2,11,78.0
81,Curtis Samuel,# 10,WR,17,WAS,87,64,73.6,655,10.2,4,70.5,70.2,79.6,61.0,69.2,546,511,93.6,1,0.2,389,71.2,138,25.3,1,0.2,293,4.6,1.28,6.9,49,3,4.5,18,8,44.4,2,0,7,36,100.5
84,Diontae Johnson,# 18,WR,17,PIT,141,86,61.0,882,10.3,0,69.6,69.9,57.6,57.4,-,659,614,93.2,0,0.0,86,13.1,573,86.9,0,0.0,243,2.8,1.44,10.7,37,8,8.5,22,8,36.4,6,1,15,45,61.2
85,Charlie Kolar,# 88,TE,1,BLT,6,4,66.7,49,12.3,0,74.8,69.7,72.1,67.0,-,28,27,96.4,0,0.0,23,82.1,2,7.1,3,10.7,23,5.8,1.81,8.0,15,0,0.0,2,1,50.0,0,0,0,3,91.7
85,Foster Moreau,# 87,TE,15,LV,49,33,67.3,420,12.7,2,61.1,69.7,70.1,77.1,72.0,424,343,80.9,63,14.9,186,43.9,62,14.6,168,39.6,241,7.3,1.22,8.1,33,2,5.7,11,4,36.4,2,1,3,24,90.5
85,Courtland Sutton,# 14,WR,15,DEN,106,64,60.4,829,13.0,2,69.3,69.7,60.7,81.0,-,576,537,93.2,0,0.0,65,11.3,510,88.5,1,0.2,134,2.1,1.54,13.3,51,6,8.6,33,14,42.4,4,0,3,38,75.6
88,Ashton Dulin,# 16,WR,12,IND,20,15,75.0,207,13.8,1,71.6,69.6,81.1,73.9,67.1,131,121,92.4,1,0.8,59,45.0,69,52.7,3,2.3,35,2.3,1.71,13.3,39,0,0.0,8,6,75.0,2,0,1,12,84.8
88,Ray-Ray McCloud III,# 03,WR,19,SF,21,14,66.7,243,17.4,1,68.9,69.6,53.1,53.1,62.4,185,172,93.0,1,0.5,84,45.4,100,54.1,0,0.0,95,6.8,1.41,13.2,42,2,12.5,3,2,66.7,0,0,0,10,121.7
88,DJ Chark Jr.,# 04,WR,11,DET,51,30,58.8,502,16.7,3,69.6,69.6,57.8,76.5,-,351,341,97.2,0,0.0,89,25.4,262,74.6,0,0.0,138,4.6,1.47,15.9,51,3,9.1,16,8,50.0,1,0,3,24,103.6
88,Marquise Brown,# 02,WR,12,ARZ,103,67,65.0,709,10.6,3,69.2,69.6,79.5,47.7,-,523,492,94.1,0,0.0,183,35.0,338,64.6,0,0.0,244,3.6,1.44,11.7,47,3,4.3,17,11,64.7,7,1,3,32,66.4
92,George Pickens,# 14,WR,17,PIT,84,52,61.9,801,15.4,4,68.8,69.3,67.8,80.6,-,619,580,93.7,0,0.0,81,13.1,536,86.6,2,0.3,110,2.1,1.38,15.6,42,4,7.1,28,19,67.9,0,0,7,38,109.3
93,Adam Trautman,# 82,TE,15,NO,22,18,81.8,207,11.5,1,66.7,69.2,83.2,74.1,71.9,203,139,68.5,59,29.1,33,16.3,21,10.3,148,72.9,122,6.8,1.49,5.4,22,0,0.0,3,1,33.3,0,0,1,9,121.0
94,Tre'Quan Smith,# 10,WR,14,NO,26,19,73.1,278,14.6,1,69.0,69.1,70.5,74.4,66.2,190,178,93.7,1,0.5,118,62.1,71,37.4,1,0.5,62,3.3,1.56,13.0,48,1,5.0,6,4,66.7,2,0,3,14,88.3
95,T.Y. Hilton,# 16,WR,5,DAL,15,10,66.7,159,15.9,0,69.6,69.0,29.5,71.1,-,83,79,95.2,0,0.0,37,44.6,46,55.4,0,0.0,47,4.7,2.01,16.7,52,3,23.1,5,2,40.0,0,0,1,7,101.8
96,Darnell Mooney,# 11,WR,12,CHI,58,40,69.0,493,12.3,2,69.2,68.9,82.2,78.2,68.2,337,312,92.6,2,0.6,204,60.5,128,38.0,0,0.0,170,4.3,1.58,12.6,56,1,2.4,6,5,83.3,2,0,3,20,92.1
97,Jauan Jennings,# 15,WR,19,SF,60,39,65.0,483,12.4,1,68.1,68.6,52.8,29.6,57.0,373,351,94.1,3,0.8,202,54.2,171,45.8,0,0.0,185,4.7,1.38,9.7,44,4,9.3,6,3,50.0,3,1,6,27,74.5
98,Dyami Brown,# 02,WR,15,WAS,12,5,41.7,143,28.6,2,65.8,68.3,73.4,69.1,-,90,87,96.7,0,0.0,27,30.0,63,70.0,0,0.0,31,6.2,1.64,27.3,75,0,0.0,2,1,50.0,0,0,1,5,126.0
98,Evan Engram,# 17,TE,19,JAX,114,85,74.6,890,10.5,5,67.6,68.3,76.2,82.8,59.4,673,614,91.2,30,4.5,280,41.6,157,23.3,229,34.0,573,6.7,1.45,6.1,36,4,4.5,18,7,38.9,2,0,13,42,104.1
100,Jalen Reagor,# 05,WR,14,MIN,13,8,61.5,104,13.0,1,68.2,68.2,76.5,23.4,-,55,53,96.4,0,0.0,21,38.2,33,60.0,0,0.0,27,3.4,1.96,13.6,38,0,0.0,1,0,0.0,2,0,0,5,72.8
100,Noah Fant,# 87,TE,18,SEA,65,51,78.5,497,9.7,4,64.5,68.2,90.5,79.6,54.9,441,370,83.9,41,9.3,182,41.3,63,14.3,177,40.1,237,4.6,1.34,6.9,51,0,0.0,6,0,0.0,0,0,1,25,119.0
102,Khalil Shakir,# 10,WR,16,BUF,23,15,65.2,252,16.8,1,65.6,68.0,52.8,77.6,52.8,181,171,94.5,0,0.0,111,61.3,70,38.7,0,0.0,84,5.6,1.47,14.6,31,2,11.8,3,2,66.7,0,0,0,11,116.6
