RANK,PLAYER,#,POS,#G,TEAM,TGT,REC,REC%,YDS,Y/REC,TD,OFF,RECV,DROP,FUM,PBLK,PASS,RECV,RT%,PBLK,PB%,SLOT,SLT%,WIDE,WID%,INL,INL%,YAC,YAC/REC,Y/RR,ADOT,LNG,DRP,DRP%,CTT,CTC,CTC%,INT,FUM,MTF,1ST,RTG
96,Keke Coutee,# 16,WR,7,HST,52,39,75.0,397,10.2,2,68.0,68.8,64.8,78.5,62.4,230,217,94.3,1,0.4,167,72.6,60,26.1,0,0.0,262,6.7,1.83,5.0,40,3,7.1,4,1,25.0,2,0,2,19,93.2
97,Greg Olsen,# 88,TE,9,CAR,39,27,69.2,291,10.8,4,65.8,68.6,75.5,75.9,63.2,280,246,87.9,23,8.2,159,56.8,49,17.5,66,23.6,89,3.3,1.18,8.9,23,1,3.6,7,6,85.7,1,0,0,18,114.4
98,Taywan Taylor,# 13,WR,13,TEN,55,37,67.3,466,12.6,1,70.0,68.4,48.1,29.3,-,268,249,92.9,0,0.0,46,17.2,221,82.5,0,0.0,175,4.7,1.87,13.6,55,5,11.9,8,3,37.5,1,1,5,19,91.9
99,Jake Butt,# 80,TE,3,DEN,11,8,72.7,85,10.6,0,67.1,68.3,76.5,70.1,50.6,60,51,85.0,5,8.3,19,31.7,11,18.3,25,41.7,42,5.3,1.67,7.0,22,0,0.0,1,0,0.0,2,0,1,4,55.3
99,Bruce Ellington,# 12,WR,7,DET,42,31,73.8,224,7.2,1,68.3,68.3,60.9,78.6,-,189,175,92.6,0,0.0,116,61.4,72,38.1,0,0.0,110,3.5,1.28,4.9,23,3,8.8,5,0,0.0,0,0,1,14,93.8
101,DeVante Parker,# 11,WR,11,MIA,43,24,55.8,309,12.9,1,69.2,68.2,74.2,75.5,65.5,245,226,92.2,1,0.4,49,20.0,196,80.0,0,0.0,97,4.0,1.37,13.5,46,1,4.0,10,3,30.0,1,0,3,14,76.6
101,Rashard Higgins,# 81,WR,13,CLV,51,39,76.5,572,14.7,4,68.1,68.2,65.5,22.5,-,344,318,92.4,0,0.0,101,29.4,242,70.3,1,0.3,152,3.9,1.80,12.0,40,3,7.1,9,4,44.4,2,2,2,27,122.3
103,Devin Funchess,# 17,WR,14,CAR,77,44,57.1,549,12.5,4,68.4,68.0,47.5,78.8,-,429,406,94.6,0,0.0,88,20.5,340,79.3,1,0.2,79,1.8,1.35,13.3,27,6,12.0,16,6,37.5,4,0,2,35,75.1
104,Matt Flanagan,# 88,TE,3,WAS,1,1,100.0,14,14.0,0,73.7,67.9,64.7,61.2,79.5,24,15,62.5,9,37.5,0,0.0,2,8.3,13,54.2,8,8.0,0.93,6.0,14,0,0.0,0,0,,0,0,1,1,118.8
104,Dan Arnold,# 85,TE,11,NO,21,12,57.1,150,12.5,1,68.0,67.9,61.8,20.9,62.4,110,106,96.4,1,0.9,58,52.7,33,30.0,18,16.4,28,2.3,1.42,11.7,25,2,14.3,8,4,50.0,1,1,0,9,75.5
106,Tre'Quan Smith,# 10,WR,17,NO,47,30,63.8,452,15.1,5,67.9,67.7,67.3,76.7,66.1,380,358,94.2,1,0.3,118,31.1,261,68.7,1,0.3,113,3.8,1.26,13.0,62,2,6.3,11,7,63.6,1,0,3,24,121.9
107,Brandon Zylstra,# 15,WR,7,MIN,2,1,50.0,23,23.0,0,71.0,67.4,64.7,72.8,-,9,9,100.0,0,0.0,8,88.9,1,11.1,0,0.0,8,8.0,2.56,26.0,23,0,0.0,1,0,0.0,0,0,0,1,91.7
108,Austin Hooper,# 81,TE,16,ATL,86,71,82.6,660,9.3,4,67.8,67.1,87.3,81.4,71.2,579,492,85.0,57,9.8,214,37.0,83,14.3,269,46.5,231,3.3,1.34,7.0,36,2,2.7,17,11,64.7,1,0,7,30,109.3
109,Hayden Hurst,# 81,TE,13,BLT,22,13,59.1,163,12.5,1,65.7,67.0,80.0,72.9,52.9,141,129,91.5,4,2.8,49,34.8,16,11.3,74,52.5,73,5.6,1.26,7.4,32,0,0.0,6,2,33.3,0,0,2,8,97.3
110,Willie Snead IV,# 83,WR,17,BLT,97,65,67.0,701,10.8,1,67.5,66.9,63.3,81.6,66.2,509,472,92.7,1,0.2,427,83.9,75,14.7,6,1.2,303,4.7,1.49,9.0,29,5,7.1,10,6,60.0,3,0,14,39,78.6
111,Maxx Williams,# 87,TE,13,BLT,17,17,100.0,151,8.9,1,69.9,66.8,82.2,74.8,71.3,147,88,59.9,53,36.1,21,14.3,7,4.8,81,55.1,106,6.2,1.72,2.6,25,0,0.0,1,1,100.0,0,0,1,7,123.3
112,Ed Dickson,# 84,TE,11,SEA,18,16,88.9,185,11.6,3,62.6,66.7,82.4,73.5,51.2,216,159,73.6,47,21.8,87,40.3,34,15.7,90,41.7,100,6.3,1.16,6.5,42,0,0.0,2,2,100.0,0,0,3,8,149.1
112,Jack Doyle,# 84,TE,6,IND,32,26,81.3,245,9.4,2,72.5,66.7,74.9,26.2,74.4,183,159,86.9,16,8.7,77,42.1,16,8.7,85,46.4,115,4.4,1.54,5.6,20,0,0.0,4,3,75.0,1,1,0,14,106.4
114,Darvin Kidsy,# 84,WR,1,WAS,2,1,50.0,8,8.0,0,67.5,66.5,64.7,61.2,-,9,9,100.0,0,0.0,4,44.4,5,55.6,0,0.0,2,2.0,0.89,9.5,8,0,0.0,0,0,,0,0,0,1,60.4
114,Josh Reynolds,# 83,WR,19,LA,67,37,55.2,523,14.1,5,67.4,66.5,64.3,78.9,79.8,470,418,88.9,25,5.3,137,29.1,329,70.0,3,0.6,167,4.5,1.25,13.3,33,3,7.5,13,4,30.8,4,0,6,29,80.6
116,Isaiah McKenzie,# 19,WR,8,BUF,29,18,62.1,179,9.9,0,67.0,66.4,70.5,51.3,-,159,144,90.6,0,0.0,122,76.7,37,23.3,0,0.0,73,4.1,1.24,8.1,23,1,5.3,7,2,28.6,1,0,5,10,65.2
116,Tyrell Williams,# 16,WR,18,LAC,74,48,64.9,756,15.8,5,65.9,66.4,63.9,24.4,67.9,570,528,92.6,2,0.4,244,42.8,325,57.0,1,0.2,226,4.7,1.43,13.5,75,3,5.9,21,12,57.1,5,2,2,32,93.1
118,Tyler Higbee,# 89,TE,19,LA,36,30,83.3,347,11.6,3,70.0,66.3,68.1,27.5,64.3,445,269,60.4,164,36.9,37,8.3,65,14.6,339,76.2,191,6.4,1.29,6.6,36,2,6.3,4,2,50.0,0,1,4,20,134.6
118,Ted Ginn Jr.,# 19,WR,7,NO,42,23,54.8,311,13.5,2,65.8,66.3,52.7,28.0,-,212,198,93.4,0,0.0,79,37.3,133,62.7,0,0.0,56,2.4,1.57,17.0,43,3,11.5,5,1,20.0,2,2,1,14,74.6
118,Kenny Stills,# 10,WR,15,MIA,60,37,61.7,553,14.9,6,64.4,66.3,64.1,79.0,-,467,435,93.1,0,0.0,167,35.8,299,64.0,0,0.0,135,3.6,1.27,16.9,75,3,7.5,11,8,72.7,2,0,2,27,111.3
121,Sterling Shepard,# 87,WR,16,NYG,102,66,64.7,872,13.2,4,67.3,66.2,49.8,81.4,42.3,627,600,95.7,1,0.2,368,58.7,254,40.5,5,0.8,316,4.8,1.45,10.7,58,8,10.8,23,9,39.1,2,0,6,47,96.5
122,Jordan Matthews,# 80,WR,16,PHI,28,21,75.0,337,16.0,3,66.9,66.1,72.1,74.9,62.4,244,227,93.0,1,0.4,50,20.5,193,79.1,1,0.4,85,4.0,1.48,11.7,56,1,4.5,3,2,66.7,0,0,2,15,150.4
122,Danny Amendola,# 80,WR,15,MIA,75,59,78.7,575,9.7,1,66.6,66.1,82.8,56.6,61.4,445,415,93.3,1,0.2,354,79.6,87,19.6,2,0.4,229,3.9,1.39,7.3,39,2,3.3,10,6,60.0,3,0,2,27,86.4
124,Allen Hurns,# 17,WR,17,DAL,34,21,61.8,309,14.7,2,65.5,66.0,71.3,25.1,65.7,271,253,93.4,1,0.4,46,17.0,220,81.2,4,1.5,87,4.1,1.22,14.3,49,1,4.5,8,6,75.0,0,1,4,12,111.0
125,Quincy Enunwa,# 81,WR,11,NYJ,62,38,61.3,449,11.8,1,68.0,65.9,49.3,22.5,67.6,337,321,95.3,2,0.6,161,47.8,174,51.6,1,0.3,284,7.5,1.40,8.2,42,6,13.6,7,2,28.6,2,2,9,22,75.3
125,Kyle Rudolph,# 82,TE,16,MIN,76,64,84.2,634,9.9,4,63.6,65.9,90.1,81.1,57.4,651,546,83.9,73,11.2,298,45.8,56,8.6,293,45.0,245,3.8,1.16,7.3,44,1,1.5,13,7,53.8,1,0,4,32,113.5
127,Tommylee Lewis,# 11,WR,7,NO,4,3,75.0,60,20.0,1,60.5,65.6,70.5,25.9,-,43,41,95.3,0,0.0,14,32.6,28,65.1,0,0.0,-1,-0.3,1.46,17.5,28,0,0.0,0,0,,0,0,0,3,156.3
128,Kendrick Bourne,# 84,WR,16,SF,60,42,70.0,487,11.6,4,66.6,65.5,52.6,45.4,72.9,398,366,92.0,2,0.5,101,25.4,292,73.4,4,1.0,152,3.6,1.33,9.2,33,5,10.6,14,5,35.7,2,1,5,30,102.6
129,Gehrig Dieter,# 12,WR,6,KC,4,2,50.0,33,16.5,0,66.0,65.4,68.3,64.0,-,22,22,100.0,0,0.0,15,68.2,7,31.8,0,0.0,19,9.5,1.50,15.3,22,1,33.3,0,0,,0,0,0,2,78.1
129,Deonte Thompson,# 10,WR,13,BUF,30,17,56.7,161,9.5,0,68.8,65.4,55.9,76.9,-,142,136,95.8,0,0.0,38,26.8,104,73.2,0,0.0,36,2.1,1.18,12.4,15,2,10.5,7,4,57.1,2,0,0,10,43.9
131,Blake Jarwin,# 89,TE,18,DAL,40,32,80.0,339,10.6,3,66.8,65.3,60.5,77.0,55.0,311,274,88.1,17,5.5,170,54.7,12,3.9,119,38.3,139,4.3,1.24,7.9,39,3,8.6,8,5,62.5,2,0,3,19,106.1
131,David Njoku,# 85,TE,16,CLV,83,56,67.5,639,11.4,4,66.3,65.3,42.3,79.9,51.7,589,498,84.6,53,9.0,118,20.0,48,8.1,420,71.3,315,5.6,1.28,9.0,66,8,12.5,21,12,57.1,3,0,10,27,91.4
133,River Cracraft,# 11,WR,6,DEN,2,1,50.0,44,44.0,0,68.2,65.2,64.7,29.1,-,20,19,95.0,0,0.0,12,60.0,7,35.0,1,5.0,1,1.0,2.32,36.0,44,0,0.0,1,1,100.0,0,0,0,1,95.8
133,Brandon LaFell,# 19,WR,6,OAK,16,12,75.0,135,11.3,2,64.5,65.2,79.4,72.5,65.8,135,131,97.0,1,0.7,44,32.6,91,67.4,0,0.0,54,4.5,1.03,8.8,24,0,0.0,4,2,50.0,0,0,1,9,139.3
133,Phillip Dorsett,# 13,WR,19,NE,50,37,74.0,360,9.7,5,65.9,65.2,72.0,78.5,-,314,296,94.3,0,0.0,60,19.1,253,80.6,0,0.0,107,2.9,1.22,12.7,29,2,5.1,4,2,50.0,3,0,6,22,102.1
136,Keith Kirkwood,# 18,WR,9,NO,23,15,65.2,217,14.5,3,63.9,65.1,65.6,73.0,65.7,176,165,93.8,1,0.6,123,69.9,47,26.7,6,3.4,48,3.2,1.32,13.5,42,1,6.3,9,5,55.6,1,0,2,11,117.2
136,John Brown,# 13,WR,17,BLT,94,44,46.8,729,16.6,5,64.5,65.1,39.7,79.2,-,544,509,93.6,0,0.0,126,23.2,416,76.5,2,0.4,175,4.0,1.43,16.7,71,7,13.7,21,5,23.8,2,0,1,28,82.3
138,Jordan Franks,# 88,TE,5,CIN,3,2,66.7,37,18.5,0,64.4,64.7,68.3,64.0,-,11,9,81.8,0,0.0,1,9.1,4,36.4,5,45.5,14,7.0,4.11,15.0,32,0,0.0,0,0,,1,0,0,1,69.4
139,Nick Vannett,# 81,TE,16,SEA,41,30,73.2,274,9.1,3,63.0,64.6,77.8,27.5,48.4,290,237,81.7,39,13.4,102,35.2,43,14.8,141,48.6,142,4.7,1.16,6.3,32,1,3.2,5,2,40.0,0,1,1,17,115.3
140,Brandon Powell,# 10,WR,5,DET,17,11,64.7,129,11.7,0,63.0,64.5,78.7,75.8,-,68,66,97.1,0,0.0,46,67.6,22,32.4,0,0.0,117,10.6,1.95,3.0,41,0,0.0,3,0,0.0,0,0,2,6,87.6
141,Ross Dwelley,# 82,TE,4,SF,2,2,100.0,14,7.0,0,61.6,64.4,68.3,64.0,70.3,17,14,82.4,2,11.8,5,29.4,0,0.0,11,64.7,1,0.5,1.00,6.5,8,0,0.0,0,0,,0,0,0,0,95.8
141,Logan Paulsen,# 82,TE,15,ATL,9,9,100.0,91,10.1,1,62.0,64.4,77.3,70.6,70.9,172,87,50.6,82,47.7,7,4.1,2,1.2,154,89.5,60,6.7,1.05,3.7,19,0,0.0,0,0,,0,0,0,6,145.8
141,David Moore,# 83,WR,17,SEA,50,26,52.0,445,17.1,5,64.5,64.4,64.3,21.7,-,355,331,93.2,0,0.0,18,5.1,337,94.9,0,0.0,89,3.4,1.34,16.9,54,2,7.1,17,7,41.2,2,2,2,18,99.2
141,Trey Burton,# 80,TE,16,CHI,73,54,74.0,569,10.5,6,69.4,64.4,75.3,41.9,65.7,558,490,87.8,31,5.6,233,41.8,129,23.1,187,33.5,189,3.5,1.16,8.4,47,3,5.3,8,3,37.5,2,1,1,29,112.2
145,Cameron Batson,# 17,WR,10,TEN,11,8,72.7,82,10.3,0,62.3,64.1,77.3,74.5,-,115,109,94.8,0,0.0,27,23.5,88,76.5,0,0.0,55,6.9,0.75,6.7,26,0,0.0,0,0,,1,0,1,6,55.9
145,Paul Richardson Jr.,# 10,WR,7,WAS,33,20,60.6,262,13.1,2,64.7,64.1,83.6,74.8,-,254,237,93.3,0,0.0,77,30.3,175,68.9,0,0.0,52,2.6,1.11,13.1,46,0,0.0,8,1,12.5,0,0,2,12,105.9
147,Kevin White,# 11,WR,9,CHI,8,4,50.0,92,23.0,0,63.4,63.9,73.4,68.0,-,78,70,89.7,0,0.0,11,14.1,67,85.9,0,0.0,4,1.0,1.31,23.1,54,0,0.0,5,3,60.0,0,0,0,3,91.7
148,Chad Beebe,# 12,WR,3,MIN,4,4,100.0,39,9.8,0,64.2,63.8,72.1,67.0,-,41,37,90.2,0,0.0,32,78.0,8,19.5,0,0.0,13,3.3,1.05,6.5,18,0,0.0,0,0,,0,0,0,3,107.3
148,Equanimeous St. Brown,# 19,WR,11,GB,34,21,61.8,328,15.6,0,64.3,63.8,84.1,75.0,-,265,251,94.7,0,0.0,73,27.5,189,71.3,3,1.1,116,5.5,1.31,14.4,54,0,0.0,3,0,0.0,0,0,1,13,93.8
148,Marquise Goodwin,# 11,WR,11,SF,41,23,56.1,395,17.2,4,62.7,63.8,73.5,20.1,-,264,249,94.3,0,0.0,59,22.3,203,76.9,1,0.4,130,5.7,1.59,14.3,67,1,4.2,8,3,37.5,4,1,2,19,81.9
151,Jehu Chesson,# 16,WR,2,WAS,2,1,50.0,7,7.0,0,58.0,63.4,64.7,67.2,-,3,3,100.0,0,0.0,0,0.0,2,66.7,0,0.0,1,1.0,2.33,10.5,7,0,0.0,1,0,0.0,0,0,0,1,58.3
151,Nelson Agholor,# 13,WR,18,PHI,98,68,69.4,774,11.4,4,64.7,63.4,75.7,51.4,66.2,703,665,94.6,1,0.1,384,54.6,308,43.8,7,1.0,359,5.3,1.16,10.3,83,4,5.6,14,5,35.7,2,1,12,31,97.9
153,Eli Rogers,# 17,WR,3,PIT,13,12,92.3,79,6.6,0,61.6,63.3,80.0,22.0,-,84,77,91.7,0,0.0,73,86.9,10,11.9,0,0.0,40,3.3,1.03,4.5,17,0,0.0,3,3,100.0,0,1,1,4,92.0
153,Russell Shepard,# 81,WR,10,NYG,18,10,55.6,188,18.8,2,61.5,63.3,58.5,71.1,-,134,132,98.5,0,0.0,42,31.3,92,68.7,0,0.0,15,1.5,1.42,17.6,49,1,9.1,3,2,66.7,2,0,0,7,89.4
155,Josh Doctson,# 18,WR,15,WAS,75,44,58.7,532,12.1,2,63.3,63.2,69.8,78.9,-,548,512,93.4,0,0.0,112,20.4,436,79.6,0,0.0,127,2.9,1.04,15.4,32,3,6.4,26,13,50.0,5,0,5,31,61.6
156,DeAndre Carter,# 14,WR,12,HST,24,22,91.7,216,9.8,0,63.6,63.1,84.5,25.9,-,180,175,97.2,0,0.0,118,65.6,61,33.9,0,0.0,162,7.4,1.23,2.7,50,0,0.0,1,1,100.0,0,1,1,10,104.2
156,Antonio Callaway,# 11,WR,16,CLV,78,43,55.1,586,13.6,5,64.0,63.1,40.6,46.8,-,533,490,91.9,0,0.0,67,12.6,465,87.2,1,0.2,233,5.4,1.20,14.5,71,6,12.2,13,5,38.5,5,1,3,27,74.0
158,Jarius Wright,# 13,WR,16,CAR,57,43,75.4,447,10.4,1,63.7,63.0,68.3,19.5,-,409,387,94.6,0,0.0,357,87.3,49,12.0,2,0.5,205,4.8,1.16,5.8,33,3,6.5,8,5,62.5,2,3,6,25,88.9
159,Chester Rogers,# 80,WR,17,IND,82,62,75.6,561,9.0,2,63.1,62.9,36.4,90.1,-,479,455,95.0,0,0.0,434,90.6,41,8.6,1,0.2,282,4.5,1.23,6.7,34,9,12.7,13,6,46.2,1,0,5,33,96.6
160,Scott Simonson,# 82,TE,15,NYG,13,9,69.2,86,9.6,1,57.1,62.8,77.3,71.6,44.2,131,95,72.5,33,25.2,15,11.5,8,6.1,106,80.9,33,3.7,0.91,5.1,24,0,0.0,5,1,20.0,1,0,0,6,80.9
161,Austin Seferian-Jenkins,# 88,TE,5,JAX,17,11,64.7,90,8.2,1,69.1,62.7,62.1,71.9,63.2,140,118,84.3,20,14.3,27,19.3,8,5.7,103,73.6,30,2.7,0.76,6.7,21,1,8.3,5,1,20.0,1,0,0,6,73.2
161,Jaron Brown,# 18,WR,17,SEA,18,14,77.8,166,11.9,5,65.1,62.7,80.6,72.7,77.5,182,164,90.1,5,2.7,67,36.8,112,61.5,1,0.5,47,3.4,1.01,14.7,45,0,0.0,2,2,100.0,1,0,0,9,121.5
163,Courtland Sutton,# 14,WR,16,DEN,79,42,53.2,704,16.8,4,64.0,62.6,29.4,78.6,-,574,532,92.7,0,0.0,93,16.2,481,83.8,0,0.0,167,4.0,1.32,15.6,42,9,17.6,22,9,40.9,3,0,6,30,84.6
164,Ryan Switzer,# 10,WR,16,PIT,44,36,81.8,253,7.0,1,63.0,62.4,72.0,90.3,-,260,242,93.1,0,0.0,190,73.1,49,18.8,0,0.0,136,3.8,1.05,3.4,24,2,5.3,7,4,57.1,0,0,2,15,98.2
164,Donte Moncrief,# 10,WR,16,JAX,85,48,56.5,668,13.9,3,62.3,62.4,64.4,50.9,-,567,546,96.3,0,0.0,41,7.2,526,92.8,0,0.0,233,4.9,1.22,13.5,80,4,7.7,22,5,22.7,1,1,4,28,88.8
166,Jesse James,# 81,TE,16,PIT,39,30,76.9,423,14.1,2,65.2,62.3,67.3,76.5,75.8,343,285,83.1,37,10.8,73,21.3,11,3.2,255,74.3,184,6.1,1.48,7.9,51,2,6.3,5,3,60.0,1,0,0,17,117.8
166,Randall Cobb,# 18,WR,9,GB,57,38,66.7,383,10.1,2,60.2,62.3,56.7,42.6,-,360,339,94.2,0,0.0,317,88.1,33,9.2,8,2.2,240,6.3,1.13,8.0,75,4,9.5,4,2,50.0,0,1,5,18,97.3
168,Geronimo Allison,# 81,WR,5,GB,28,20,71.4,303,15.2,2,61.4,62.2,46.6,24.5,-,179,170,95.0,0,0.0,20,11.2,159,88.8,0,0.0,113,5.7,1.78,13.3,64,3,13.0,3,2,66.7,0,1,1,11,130.5
168,Michael Gallup,# 13,WR,18,DAL,81,41,50.6,644,15.7,3,62.7,62.2,51.8,78.3,-,529,487,92.1,0,0.0,63,11.9,466,88.1,0,0.0,197,4.8,1.32,14.2,49,3,6.8,23,7,30.4,2,0,3,26,79.4
170,Pierre Garcon,# 15,WR,8,SF,41,24,58.5,286,11.9,1,64.3,62.1,41.9,75.3,66.2,240,226,94.2,1,0.4,58,24.2,181,75.4,1,0.4,99,4.1,1.27,9.5,25,4,14.3,12,5,41.7,1,0,2,14,77.9
170,Marquez Valdes-Scantling,# 83,WR,16,GB,67,38,56.7,581,15.3,2,60.4,62.1,56.2,78.5,68.0,507,476,93.9,2,0.4,236,46.5,267,52.7,4,0.8,217,5.7,1.22,13.8,60,4,9.5,13,4,30.8,0,0,5,23,95.4
172,Martavis Bryant,# 12,WR,8,OAK,26,19,73.1,266,14.0,0,63.7,62.0,58.1,25.4,-,153,145,94.8,0,0.0,19,12.4,134,87.6,0,0.0,132,6.9,1.83,12.0,47,2,9.5,6,3,50.0,2,1,5,10,73.6
172,Michael Crabtree,# 15,WR,17,BLT,102,56,54.9,645,11.5,5,63.3,62.0,29.4,80.0,-,574,534,93.0,0,0.0,75,13.1,498,86.8,1,0.2,137,2.4,1.21,11.3,31,11,16.4,17,7,41.2,2,0,7,37,82.4
174,John Phillips,# 82,TE,8,ARZ,3,3,100.0,38,12.7,0,63.1,61.9,70.5,65.8,69.3,51,31,60.8,17,33.3,10,19.6,2,3.9,39,76.5,8,2.7,1.23,10.0,24,0,0.0,0,0,,0,0,0,1,118.8
174,Demarcus Robinson,# 11,WR,18,KC,31,23,74.2,315,13.7,4,60.2,61.9,61.5,75.7,-,277,258,93.1,0,0.0,54,19.5,221,79.8,1,0.4,114,5.0,1.22,12.6,89,2,8.0,3,1,33.3,1,0,4,13,132.4
176,Marcus Kemp,# 19,WR,7,KC,1,1,100.0,7,7.0,0,61.7,61.8,64.7,61.2,-,15,12,80.0,0,0.0,6,40.0,9,60.0,0,0.0,8,8.0,0.58,-1.0,7,0,0.0,0,0,,0,0,1,0,95.8
176,Seth Roberts,# 10,WR,15,OAK,60,45,75.0,494,11.0,2,62.1,61.8,54.5,79.4,70.9,401,375,93.5,3,0.7,305,76.1,70,17.5,26,6.5,226,5.0,1.32,8.8,44,3,6.3,10,6,60.0,0,0,6,24,110.0
178,Anthony Miller,# 17,WR,15,CHI,59,36,61.0,457,12.7,7,60.6,61.7,55.9,81.2,-,419,395,94.3,0,0.0,285,68.0,124,29.6,9,2.1,181,5.0,1.16,11.9,55,4,10.0,9,5,55.6,1,0,2,21,117.7
178,Jermaine Kearse,# 10,WR,14,NYJ,72,37,51.4,371,10.0,1,62.7,61.7,72.2,77.6,47.5,404,386,95.5,4,1.0,315,78.0,89,22.0,0,0.0,123,3.3,0.96,9.5,29,2,5.1,16,2,12.5,3,0,2,20,53.6
180,Tajae Sharpe,# 19,WR,16,TEN,46,26,56.5,316,12.2,2,61.7,61.6,64.3,76.0,67.6,351,328,93.4,2,0.6,172,49.0,179,51.0,0,0.0,80,3.1,0.96,11.9,28,2,7.1,9,4,44.4,3,0,1,22,65.1
181,Tyrone Swoopes,# 46,TE,1,SEA,1,1,100.0,23,23.0,0,65.8,61.5,64.7,61.2,68.3,16,12,75.0,2,12.5,9,56.3,2,12.5,5,31.3,13,13.0,1.92,10.0,23,0,0.0,0,0,,0,0,0,1,118.8
181,Allen Lazard,# 13,WR,1,GB,1,1,100.0,7,7.0,0,62.4,61.5,64.7,61.2,-,1,1,100.0,0,0.0,0,0.0,1,100.0,0,0.0,2,2.0,7.00,5.0,7,0,0.0,0,0,,0,0,0,0,95.8
181,A.J. Derby,# 85,TE,4,MIA,5,3,60.0,48,16.0,1,60.3,61.5,70.5,65.8,78.9,73,56,76.7,13,17.8,9,12.3,12,16.4,51,69.9,8,2.7,0.86,9.2,19,0,0.0,2,1,50.0,0,0,1,3,131.7
184,Marcus Johnson,# 16,WR,5,IND,8,6,75.0,102,17.0,1,61.1,61.4,49.2,70.9,-,67,65,97.0,0,0.0,14,20.9,53,79.1,0,0.0,27,4.5,1.57,13.9,34,1,14.3,1,1,100.0,0,0,1,5,156.3
184,Travis Benjamin,# 12,WR,14,LAC,28,15,53.6,197,13.1,1,61.3,61.4,51.2,80.5,-,219,206,94.1,0,0.0,96,43.8,123,56.2,0,0.0,87,5.8,0.96,18.3,46,2,11.8,4,2,50.0,2,0,3,9,58.2
184,Aldrick Robinson,# 17,WR,14,MIN,32,17,53.1,231,13.6,5,61.8,61.4,54.3,74.2,-,187,175,93.6,0,0.0,49,26.2,138,73.8,0,0.0,40,2.4,1.32,19.3,40,2,10.5,6,2,33.3,1,0,1,12,103.0
184,Jamison Crowder,# 80,WR,9,WAS,44,29,65.9,388,13.4,2,60.9,61.4,58.8,79.8,-,290,266,91.7,0,0.0,222,76.6,66,22.8,1,0.3,212,7.3,1.46,9.9,79,3,9.4,8,3,37.5,1,0,2,15,99.4
188,Torrey Smith,# 11,WR,11,CAR,28,17,60.7,190,11.2,2,58.4,61.3,55.9,73.9,-,222,207,93.2,0,0.0,62,27.9,160,72.1,0,0.0,46,2.7,0.92,14.9,35,2,10.5,6,3,50.0,0,0,2,12,104.8
189,Terrance Williams,# 83,WR,3,DAL,2,2,100.0,18,9.0,0,62.8,61.1,68.3,64.0,-,19,18,94.7,0,0.0,2,10.5,16,84.2,1,5.3,7,3.5,1.00,5.5,12,0,0.0,0,0,,0,0,0,1,104.2
189,Jawill Davis,# 80,WR,5,NYG,8,4,50.0,40,10.0,0,61.9,61.1,72.1,81.9,-,40,39,97.5,0,0.0,14,35.0,26,65.0,0,0.0,4,1.0,1.03,17.3,22,0,0.0,0,0,,0,0,1,3,64.6
191,Derrick Willies,# 84,WR,3,CLV,5,3,60.0,61,20.3,0,61.5,60.9,70.5,13.9,-,20,20,100.0,0,0.0,7,35.0,13,65.0,0,0.0,33,11.0,3.05,11.8,39,0,0.0,1,1,100.0,0,1,0,2,102.9
191,Seth DeValve,# 87,TE,10,CLV,7,5,71.4,74,14.8,1,61.8,60.9,73.4,68.0,77.6,55,47,85.5,5,9.1,7,12.7,4,7.3,36,65.5,17,3.4,1.57,12.7,26,0,0.0,2,0,0.0,1,0,0,3,105.7
193,Garrett Griffin,# 45,TE,2,NO,2,2,100.0,12,6.0,1,61.5,60.8,68.3,64.0,81.0,26,17,65.4,9,34.6,4,15.4,6,23.1,16,61.5,11,5.5,0.71,1.0,7,0,0.0,0,0,,0,0,0,1,131.3
193,Matt Lengel,# 89,TE,10,CIN,7,3,42.9,17,5.7,1,63.6,60.8,72.1,67.0,72.8,50,32,64.0,14,28.0,4,8.0,3,6.0,43,86.0,6,2.0,0.53,5.9,9,0,0.0,1,0,0.0,0,0,0,2,89.9
195,J.J. Jones,# 84,WR,2,NYJ,1,1,100.0,3,3.0,0,52.4,60.7,64.7,22.3,-,2,2,100.0,0,0.0,1,50.0,1,50.0,0,0.0,1,1.0,1.50,2.0,3,0,0.0,0,0,,0,0,0,0,79.2
195,Johnny Mundt,# 82,TE,6,LA,1,1,100.0,5,5.0,0,77.2,60.7,64.7,61.2,70.3,7,2,28.6,5,71.4,1,14.3,0,0.0,3,42.9,5,5.0,2.50,0.0,5,0,0.0,0,0,,0,0,0,0,87.5
195,Brice Butler,# 14,WR,8,MIA,10,6,60.0,60,10.0,1,56.9,60.7,75.6,69.5,-,77,72,93.5,0,0.0,22,28.6,55,71.4,0,0.0,2,0.3,0.83,13.5,23,0,0.0,2,1,50.0,0,0,1,4,110.4
195,Jordan Leggett,# 86,TE,15,NYJ,22,14,63.6,114,8.1,1,65.7,60.7,64.4,72.7,63.8,175,139,79.4,30,17.1,59,33.7,35,20.0,77,44.0,49,3.5,0.82,6.9,16,1,6.7,3,1,33.3,0,0,0,7,91.9
199,Ben Braunecker,# 84,TE,14,CHI,7,5,71.4,57,11.4,0,61.1,60.6,74.6,68.8,70.8,67,52,77.6,8,11.9,23,34.3,17,25.4,21,31.3,12,2.4,1.10,12.1,20,0,0.0,3,2,66.7,1,0,0,2,56.0
