RANK,PLAYER,#,POS,#G,TEAM,TGT,REC,REC%,YDS,Y/REC,TD,OFF,RECV,DROP,FUM,PBLK,PASS,RECV,RT%,PBLK,PB%,SLOT,SLT%,WIDE,WID%,INL,INL%,YAC,YAC/REC,Y/RR,ADOT,LNG,DRP,DRP%,CTT,CTC,CTC%,INT,FUM,MTF,1ST,RTG
11,Puka Nacua,# 17,WR,18,LA,163,114,69.9,"1,667",14.6,7,90.2,89.3,51.7,44.2,72.0,659,607,92.1,9,1.4,200,30.3,458,69.5,0,0.0,731,6.4,2.75,9.4,80,13,10.2,30,15,50.0,3,1,16,74,109.6
12,Travis Kelce,# 87,TE,19,KC,155,125,80.6,"1,339",10.7,8,82.6,87.8,76.7,63.6,77.9,726,662,91.2,23,3.2,363,50.0,167,23.0,189,26.0,621,5.0,2.02,7.0,53,8,6.0,17,7,41.2,3,1,20,69,111.8
13,Keenan Allen,# 13,WR,13,LAC,145,108,74.5,"1,243",11.5,7,86.3,87.4,79.0,35.7,77.5,561,527,93.9,3,0.5,331,59.0,226,40.3,0,0.0,395,3.7,2.36,9.9,42,6,5.3,20,10,50.0,2,2,7,56,110.2
14,Deebo Samuel,# 19,WR,18,SF,109,73,67.0,"1,038",14.2,7,85.4,87.0,76.9,64.7,65.9,489,459,93.9,5,1.0,164,33.5,296,60.5,0,0.0,632,8.7,2.26,7.5,54,4,5.2,19,7,36.8,3,1,32,40,107.5
15,Ja'Marr Chase,# 01,WR,16,CIN,140,100,71.4,"1,216",12.2,7,85.3,86.7,85.7,58.8,-,631,600,95.1,0,0.0,148,23.5,479,75.9,0,0.0,553,5.5,2.03,9.1,76,4,3.8,25,11,44.0,2,1,15,63,108.5
16,Rashee Rice,# 04,WR,20,KC,131,105,80.2,"1,200",11.4,8,84.9,86.1,90.2,23.6,71.7,579,542,93.6,4,0.7,288,49.7,286,49.4,3,0.5,853,8.1,2.21,5.0,67,3,2.8,7,1,14.3,1,3,16,59,122.0
17,George Kittle,# 85,TE,19,SF,101,73,72.3,"1,132",15.5,7,87.7,85.2,54.4,81.7,70.6,640,568,88.8,45,7.0,180,28.1,56,8.8,395,61.7,531,7.3,1.99,9.9,66,7,8.8,16,6,37.5,2,0,15,46,123.9
18,Tank Dell,# 03,WR,11,HST,74,47,63.5,709,15.1,7,83.4,83.3,64.5,85.5,-,338,320,94.7,0,0.0,97,28.7,237,70.1,0,0.0,145,3.1,2.22,14.4,68,4,7.8,10,6,60.0,2,0,3,33,115.2
19,Mike Evans,# 13,WR,19,TB,146,90,61.6,"1,450",16.1,14,81.5,83.0,62.4,82.9,-,663,622,93.8,0,0.0,195,29.4,468,70.6,0,0.0,371,4.1,2.33,15.1,75,8,8.2,33,18,54.5,4,0,6,61,115.4
20,Chris Olave,# 12,WR,16,NO,138,87,63.0,"1,123",12.9,5,82.5,82.9,71.2,82.7,-,562,542,96.4,0,0.0,221,39.3,336,59.8,0,0.0,355,4.1,2.07,13.9,51,6,6.5,25,10,40.0,3,0,4,57,91.5
21,Bo Melton,# 80,WR,7,GB,26,18,69.2,244,13.6,2,83.4,82.6,69.6,75.3,-,96,91,94.8,0,0.0,32,33.3,61,63.5,1,1.0,38,2.1,2.68,13.6,37,1,5.3,6,3,50.0,0,0,1,14,124.5
22,T.J. Hockenson,# 87,TE,15,MIN,124,95,76.6,960,10.1,5,78.8,82.4,79.7,56.6,65.6,563,508,90.2,26,4.6,215,38.2,68,12.1,280,49.7,342,3.6,1.89,7.6,29,5,5.0,25,8,32.0,1,1,7,48,108.3
23,D.K. Metcalf,# 14,WR,16,SEA,112,66,58.9,"1,114",16.9,8,80.0,82.3,56.0,81.0,-,585,545,93.2,0,0.0,94,16.1,491,83.9,0,0.0,370,5.6,2.04,14.1,73,6,8.3,31,9,29.0,4,0,14,52,101.6
23,DeAndre Hopkins,# 10,WR,17,TEN,133,75,56.4,"1,057",14.1,7,81.0,82.3,77.4,82.1,62.3,543,505,93.0,1,0.2,110,20.3,429,79.0,0,0.0,238,3.2,2.09,14.8,61,4,5.1,22,5,22.7,6,0,5,48,80.9
25,Sam LaPorta,# 87,TE,20,DET,144,107,74.3,"1,065",10.0,11,77.0,81.8,74.6,84.3,59.9,689,601,87.2,63,9.1,177,25.7,182,26.4,324,47.0,449,4.2,1.77,7.2,48,7,6.1,22,14,63.6,3,0,13,59,111.6
26,Trey McBride,# 85,TE,17,ARZ,105,81,77.1,825,10.2,3,76.3,80.5,78.8,51.5,55.1,455,406,89.2,19,4.2,236,51.9,29,6.4,183,40.2,430,5.3,2.03,6.2,38,4,4.7,15,11,73.3,4,1,12,42,92.8
27,Michael Pittman Jr.,# 11,WR,16,IND,150,109,72.7,"1,152",10.6,4,77.7,80.0,89.2,60.4,75.1,606,565,93.2,3,0.5,155,25.6,439,72.4,12,2.0,518,4.8,2.04,8.1,75,5,4.4,28,15,53.6,6,1,5,53,86.9
27,Davante Adams,# 17,WR,17,LV,171,103,60.2,"1,144",11.1,8,79.1,80.0,67.6,83.6,-,605,582,96.2,0,0.0,102,16.9,496,82.0,0,0.0,337,3.3,1.97,11.1,46,9,8.0,34,12,35.3,6,0,8,59,81.1
29,Amari Cooper,# 02,WR,16,CLV,127,76,59.8,"1,309",17.2,5,79.9,79.6,55.4,50.0,68.1,629,592,94.1,1,0.2,136,21.6,491,78.1,0,0.0,279,3.7,2.21,14.1,75,5,6.2,30,16,53.3,6,2,5,54,88.3
30,Mark Andrews,# 89,TE,11,BLT,62,47,75.8,559,11.9,6,78.8,79.5,55.3,79.1,71.0,316,290,91.8,7,2.2,253,80.1,28,8.9,33,10.4,218,4.6,1.93,8.2,38,4,7.8,7,3,42.9,0,0,7,27,135.1
31,Diontae Johnson,# 18,WR,14,PIT,92,55,59.8,765,13.9,6,77.9,79.1,81.6,41.5,-,433,403,93.1,0,0.0,97,22.4,336,77.6,0,0.0,285,5.2,1.90,12.7,71,2,3.5,18,6,33.3,2,1,7,42,99.2
32,Stefon Diggs,# 14,WR,19,BUF,175,117,66.9,"1,256",10.7,8,79.1,79.0,77.7,39.4,-,704,665,94.5,0,0.0,251,35.7,444,63.1,0,0.0,460,3.9,1.89,10.6,55,8,6.4,31,13,41.9,4,3,14,63,93.4
33,Drake London,# 05,WR,16,ATL,106,69,65.1,905,13.1,2,78.9,78.9,74.8,81.4,-,511,485,94.9,0,0.0,134,26.2,377,73.8,0,0.0,195,2.8,1.87,11.7,45,3,4.2,33,17,51.5,4,0,4,45,82.5
34,Chris Godwin,# 14,WR,19,TB,135,91,67.4,"1,109",12.2,3,77.5,77.9,83.9,83.5,73.3,687,640,93.2,2,0.3,257,37.4,423,61.6,6,0.9,413,4.5,1.73,10.3,47,4,4.2,27,16,59.3,3,0,6,57,90.6
35,Cole Kmet,# 85,TE,17,CHI,88,73,83.0,719,9.8,6,73.7,77.7,90.4,50.9,64.3,508,425,83.7,65,12.8,242,47.6,51,10.0,210,41.3,294,4.0,1.69,7.0,53,1,1.4,9,4,44.4,3,1,7,36,109.2
36,Tyler Lockett,# 16,WR,17,SEA,117,79,67.5,894,11.3,5,78.1,77.6,74.6,82.3,-,597,556,93.1,0,0.0,210,35.2,384,64.3,1,0.2,221,2.8,1.61,12.0,37,4,4.8,22,8,36.4,4,0,2,47,90.2
37,DeVonta Smith,# 06,WR,17,PHI,124,89,71.8,"1,214",13.6,7,75.4,77.1,76.7,55.3,-,668,636,95.2,0,0.0,208,31.1,456,68.3,0,0.0,335,3.8,1.91,12.6,63,5,5.3,28,11,39.3,3,1,8,53,111.4
38,Dontayvion Wicks,# 13,WR,17,GB,61,41,67.2,605,14.8,5,77.8,77.0,74.3,23.0,-,328,312,95.1,0,0.0,117,35.7,208,63.4,3,0.9,218,5.3,1.94,10.7,35,2,4.7,7,3,42.9,1,3,7,30,119.9
38,Odell Beckham Jr.,# 03,WR,16,BLT,69,39,56.5,599,15.4,3,75.4,77.0,82.6,29.7,-,361,332,92.0,0,0.0,47,13.0,314,87.0,0,0.0,162,4.2,1.80,15.0,51,1,2.5,11,5,45.5,1,1,3,29,93.8
40,Josh Whyle,# 81,TE,11,TEN,15,9,60.0,94,10.4,1,62.0,76.9,56.7,70.6,79.0,83,58,69.9,23,27.7,33,39.8,1,1.2,41,49.4,40,4.4,1.62,9.8,24,1,10.0,2,2,100.0,1,0,1,8,72.6
40,Khalil Shakir,# 10,WR,19,BUF,56,49,87.5,686,14.0,4,76.7,76.9,86.6,82.9,69.9,413,393,95.2,3,0.7,317,76.8,92,22.3,4,1.0,341,7.0,1.75,7.4,81,1,2.0,5,3,60.0,0,0,5,32,141.5
42,MyCole Pruitt,# 85,TE,17,ATL,11,9,81.8,110,12.2,1,59.4,76.7,77.3,19.2,64.2,154,63,40.9,86,55.8,15,9.7,4,2.6,130,84.4,52,5.8,1.75,7.5,22,0,0.0,0,0,,0,1,1,6,138.6
43,Jake Ferguson,# 87,TE,18,DAL,108,81,75.0,854,10.5,8,74.5,76.6,74.1,82.2,73.1,647,573,88.6,34,5.3,290,44.8,65,10.0,283,43.7,454,5.6,1.49,6.3,40,5,5.8,26,12,46.2,1,0,18,47,118.4
44,Pharaoh Brown,# 86,TE,17,NE,15,13,86.7,208,16.0,1,73.3,76.5,80.6,21.9,60.1,157,114,72.6,40,25.5,14,8.9,8,5.1,131,83.4,121,9.3,1.82,6.9,58,0,0.0,5,3,60.0,0,1,4,8,141.0
45,Kalif Raymond,# 11,WR,17,DET,43,35,81.4,489,14.0,1,75.4,75.8,79.9,89.7,28.2,247,236,95.5,1,0.4,121,49.0,121,49.0,2,0.8,214,6.1,2.07,8.8,41,1,2.8,2,0,0.0,0,0,3,20,121.8
46,Demario Douglas,# 81,WR,14,NE,76,49,64.5,561,11.4,0,74.4,75.6,79.7,57.6,-,337,330,97.9,0,0.0,228,67.7,106,31.5,0,0.0,343,7.0,1.70,8.0,42,2,3.9,11,4,36.4,3,1,11,26,70.1
47,Adam Thielen,# 19,WR,17,CAR,136,103,75.7,"1,014",9.8,4,72.7,75.3,86.7,33.0,46.5,683,637,93.3,5,0.7,472,69.1,205,30.0,0,0.0,350,3.4,1.59,8.0,32,4,3.7,12,6,50.0,1,2,3,56,103.0
48,Courtland Sutton,# 14,WR,16,DEN,87,59,67.8,777,13.2,10,75.6,75.2,52.3,21.7,80.7,506,468,92.5,3,0.6,110,21.7,391,77.3,5,1.0,166,2.8,1.66,13.0,46,7,10.6,21,12,57.1,2,3,3,37,124.5
48,Zay Flowers,# 04,WR,18,BLT,116,86,74.1,"1,014",11.8,6,76.3,75.2,65.6,57.7,-,626,588,93.9,0,0.0,194,31.0,432,69.0,0,0.0,444,5.2,1.72,9.1,75,7,7.5,11,6,54.5,1,1,21,48,113.9
50,David Moore,# 19,WR,9,TB,10,8,80.0,171,21.4,2,72.9,75.0,76.5,71.1,52.8,76,72,94.7,1,1.3,29,38.2,46,60.5,1,1.3,104,13.0,2.38,8.8,52,0,0.0,0,0,,1,0,3,6,118.8
51,Brevin Jordan,# 09,TE,15,HST,21,18,85.7,295,16.4,3,69.9,74.8,68.7,73.9,61.9,190,156,82.1,27,14.2,47,24.7,18,9.5,119,62.6,205,11.4,1.89,5.4,76,1,5.3,0,0,,0,0,2,14,158.3
52,Cole Fotheringham,# 85,TE,2,LV,1,1,100.0,6,6.0,0,55.5,74.7,64.7,61.2,12.9,8,6,75.0,2,25.0,2,25.0,0,0.0,6,75.0,6,6.0,1.00,0.0,6,0,0.0,0,0,,0,0,1,0,91.7
52,George Pickens,# 14,WR,18,PIT,114,68,59.6,"1,190",17.5,5,74.1,74.7,86.4,20.4,-,617,581,94.2,0,0.0,101,16.4,516,83.6,0,0.0,416,6.1,2.05,13.6,86,3,4.2,25,8,32.0,4,4,7,44,95.3
54,Terry McLaurin,# 17,WR,17,WAS,128,79,61.7,"1,002",12.7,4,75.1,74.5,84.3,82.1,-,676,643,95.1,0,0.0,103,15.2,572,84.6,1,0.1,356,4.5,1.56,12.2,48,4,4.8,26,13,50.0,4,0,7,47,83.5
55,Jayden Reed,# 11,WR,18,GB,97,68,70.1,828,12.2,8,73.3,74.4,81.1,88.6,62.4,447,424,94.9,1,0.2,336,75.2,105,23.5,3,0.7,366,5.4,1.95,10.0,59,3,4.2,12,3,25.0,1,0,6,33,119.3
56,Romeo Doubs,# 87,WR,19,GB,105,69,65.7,908,13.2,9,73.6,74.0,74.5,47.6,-,587,555,94.5,0,0.0,92,15.7,495,84.3,0,0.0,216,3.1,1.64,12.9,46,4,5.5,28,15,53.6,3,1,3,49,109.5
57,Noah Brown,# 85,WR,11,HST,55,33,60.0,567,17.2,2,73.0,73.6,39.3,77.6,66.9,328,297,90.5,1,0.3,129,39.3,198,60.4,1,0.3,222,6.7,1.91,12.7,75,5,13.2,8,2,25.0,0,0,2,24,107.2
58,Mike Williams,# 81,WR,3,LAC,25,19,76.0,249,13.1,1,74.6,73.5,83.2,74.5,-,113,107,94.7,0,0.0,32,28.3,80,70.8,1,0.9,105,5.5,2.33,12.4,49,0,0.0,7,5,71.4,0,0,4,9,120.3
58,Garrett Wilson,# 17,WR,17,NYJ,163,95,58.3,"1,042",11.0,3,72.9,73.5,64.1,32.1,-,712,674,94.7,0,0.0,222,31.2,490,68.8,0,0.0,319,3.4,1.55,10.6,68,6,5.9,37,11,29.7,6,2,17,47,68.1
60,Evan Engram,# 17,TE,17,JAX,140,114,81.4,963,8.4,4,71.6,73.2,81.0,27.2,61.8,678,617,91.0,22,3.2,367,54.1,134,19.8,174,25.7,528,4.6,1.56,5.0,34,6,5.0,12,8,66.7,3,3,15,47,95.9
61,Darren Waller,# 12,TE,12,NYG,72,52,72.2,552,10.6,1,69.4,73.1,86.9,79.5,57.6,396,355,89.6,21,5.3,206,52.0,85,21.5,103,26.0,217,4.2,1.55,7.9,29,1,1.9,16,7,43.8,2,0,3,25,87.3
62,Davis Allen,# 87,TE,12,LA,13,12,92.3,123,10.3,1,64.7,72.8,63.2,72.3,75.5,109,85,78.0,17,15.6,14,12.8,12,11.0,83,76.1,94,7.8,1.45,2.5,22,1,7.7,0,0,,0,0,4,7,131.7
63,Christian Kirk,# 13,WR,12,JAX,80,57,71.3,787,13.8,3,71.1,72.7,68.2,26.7,75.7,408,380,93.1,1,0.2,291,71.3,114,27.9,0,0.0,251,4.4,2.07,10.7,57,4,6.6,7,2,28.6,2,2,6,34,104.5
63,Kyle Pitts,# 08,TE,17,ATL,86,53,61.6,667,12.6,3,68.1,72.7,80.7,79.7,77.6,496,466,94.0,10,2.0,290,58.5,131,26.4,74,14.9,132,2.5,1.43,12.0,39,2,3.6,21,8,38.1,3,0,2,35,82.8
65,Dalton Schultz,# 86,TE,17,HST,93,65,69.9,715,11.0,6,71.5,72.6,60.6,45.4,61.1,551,473,85.8,49,8.9,175,31.8,63,11.4,288,52.3,261,4.0,1.51,8.7,37,6,8.5,11,4,36.4,2,1,13,38,104.9
66,Johnny Mundt,# 86,TE,16,MIN,23,17,73.9,172,10.1,1,70.8,72.5,69.9,74.1,56.1,131,115,87.8,10,7.6,33,25.2,14,10.7,84,64.1,95,5.6,1.50,5.4,32,1,5.6,4,1,25.0,1,0,2,8,91.2
66,Tanner Hudson,# 87,TE,12,CIN,49,39,79.6,352,9.0,1,73.0,72.5,81.8,78.0,52.2,242,225,93.0,2,0.8,121,50.0,54,22.3,64,26.4,146,3.7,1.56,5.5,26,1,2.5,6,3,50.0,1,0,5,21,94.9
68,Jauan Jennings,# 15,WR,16,SF,42,29,69.0,376,13.0,2,74.1,72.4,76.7,76.8,73.0,326,303,92.9,3,0.9,188,57.7,138,42.3,0,0.0,130,4.5,1.24,10.4,31,1,3.3,8,4,50.0,1,0,6,20,102.9
69,Hunter Henry,# 85,TE,14,NE,62,42,67.7,419,10.0,6,69.3,72.2,75.8,31.2,74.8,414,370,89.4,26,6.3,199,48.1,34,8.2,180,43.5,76,1.8,1.13,9.4,24,2,4.5,17,10,58.8,2,1,1,29,105.5
69,Calvin Ridley,# 00,WR,17,JAX,132,76,57.6,"1,016",13.4,8,71.4,72.2,62.1,54.8,-,688,647,94.0,0,0.0,128,18.6,560,81.4,0,0.0,202,2.7,1.57,13.9,59,7,8.4,22,8,36.4,4,1,4,49,89.7
71,Kyle Philips,# 18,WR,9,TEN,22,15,68.2,181,12.1,0,72.8,71.9,65.6,76.3,-,118,111,94.1,0,0.0,93,78.8,24,20.3,1,0.8,87,5.8,1.63,8.8,29,1,6.3,1,0,0.0,0,0,3,9,93.2
72,Jakobi Meyers,# 16,WR,16,LV,106,71,67.0,807,11.4,8,69.9,71.8,75.3,82.1,71.8,561,531,94.7,2,0.4,157,28.0,403,71.8,0,0.0,243,3.4,1.52,9.8,33,4,5.3,21,11,52.4,4,0,8,46,99.1
73,Greg Dortch,# 83,WR,13,ARZ,38,24,63.2,280,11.7,2,68.2,71.2,85.7,88.8,-,258,245,95.0,0,0.0,73,28.3,184,71.3,0,0.0,153,6.4,1.14,9.6,38,0,0.0,8,2,25.0,0,0,7,14,103.0
74,Cooper Kupp,# 10,WR,13,LA,100,64,64.0,764,11.9,5,71.5,71.1,61.3,81.1,69.5,464,432,93.1,3,0.6,287,61.9,174,37.5,0,0.0,336,5.3,1.77,8.6,62,5,7.2,11,5,45.5,3,0,11,35,91.4
75,Josh Downs,# 01,WR,17,IND,94,68,72.3,771,11.3,2,70.3,71.0,87.4,84.6,-,514,483,94.0,0,0.0,418,81.3,91,17.7,1,0.2,374,5.5,1.60,7.4,59,2,2.9,11,5,45.5,1,0,8,30,99.2
76,Tee Higgins,# 05,WR,12,CIN,74,42,56.8,656,15.6,5,72.1,70.9,45.9,78.5,65.7,419,396,94.5,1,0.2,73,17.4,345,82.3,1,0.2,235,5.6,1.66,13.1,80,6,12.5,23,8,34.8,1,0,4,33,103.2
77,Jamison Crowder,# 83,WR,12,WAS,20,16,80.0,159,9.9,1,70.5,70.8,66.7,58.8,-,96,91,94.8,0,0.0,84,87.5,11,11.5,0,0.0,82,5.1,1.75,6.5,26,1,5.9,2,2,100.0,0,0,2,8,116.5
78,Jake Bobo,# 19,WR,17,SEA,24,19,79.2,196,10.3,2,73.5,70.7,71.5,75.5,59.8,160,150,93.8,2,1.3,54,33.8,101,63.1,1,0.6,88,4.6,1.31,7.3,31,1,5.0,7,5,71.4,1,0,1,9,111.1
79,Brycen Hopkins,# 88,TE,15,LA,7,5,71.4,78,15.6,0,68.0,70.5,73.4,68.0,56.7,58,52,89.7,4,6.9,16,27.6,9,15.5,32,55.2,33,6.6,1.50,8.4,29,0,0.0,0,0,,0,0,1,3,108.0
79,Dalton Kincaid,# 86,TE,18,BUF,101,81,80.2,777,9.6,3,68.8,70.5,79.1,51.8,44.3,551,516,93.6,6,1.1,334,60.6,102,18.5,107,19.4,352,4.3,1.51,7.0,51,4,4.7,9,5,55.6,3,1,9,34,96.2
79,David Njoku,# 85,TE,17,CLV,131,88,67.2,975,11.1,6,68.2,70.5,52.8,29.4,67.5,651,558,85.7,57,8.8,225,34.6,66,10.1,356,54.7,625,7.1,1.75,5.4,45,9,9.3,24,11,45.8,4,2,22,39,91.6
82,Elijah Higgins,# 84,TE,11,ARZ,17,14,82.4,163,11.6,1,63.6,70.4,64.4,72.7,68.4,100,91,91.0,1,1.0,51,51.0,12,12.0,36,36.0,71,5.1,1.79,7.4,26,1,6.7,1,1,100.0,0,0,0,9,126.2
82,Curtis Samuel,# 04,WR,16,WAS,85,62,72.9,613,9.9,4,69.7,70.4,71.3,81.7,75.0,430,402,93.5,3,0.7,302,70.2,114,26.5,4,0.9,265,4.3,1.52,7.1,37,4,6.1,18,9,50.0,4,0,6,26,89.0
84,Christian Watson,# 09,WR,11,GB,56,30,53.6,442,14.7,5,68.2,70.3,67.3,77.5,65.5,316,298,94.3,1,0.3,108,34.2,201,63.6,7,2.2,122,4.1,1.48,16.2,77,2,6.3,18,6,33.3,6,0,2,21,69.8
85,KaVontae Turpin,# 09,WR,16,DAL,18,12,66.7,127,10.6,3,67.7,69.8,31.0,62.1,66.2,102,96,94.1,1,1.0,76,74.5,22,21.6,0,0.0,39,3.3,1.32,9.3,34,3,20.0,3,2,66.7,0,0,3,9,126.6
85,Brandin Cooks,# 03,WR,17,DAL,89,60,67.4,704,11.7,8,68.7,69.8,83.5,57.3,-,635,594,93.5,0,0.0,228,35.9,407,64.1,0,0.0,134,2.2,1.19,13.5,37,1,1.6,18,9,50.0,5,1,3,42,97.8
87,Deonte Harty,# 11,WR,18,BUF,23,17,73.9,187,11.0,1,68.9,69.7,82.2,62.8,-,136,127,93.4,0,0.0,72,52.9,58,42.6,0,0.0,110,6.5,1.47,9.9,43,0,0.0,2,1,50.0,2,0,4,10,75.8
87,Kendrick Bourne,# 84,WR,8,NE,55,37,67.3,406,11.0,4,67.2,69.7,90.0,29.3,-,247,235,95.1,0,0.0,75,30.4,172,69.6,0,0.0,208,5.6,1.73,10.5,36,0,0.0,4,0,0.0,4,1,5,15,82.8
87,Jordan Addison,# 03,WR,17,MIN,104,70,67.3,911,13.0,10,68.6,69.7,80.3,81.4,-,642,606,94.4,0,0.0,185,28.8,454,70.7,0,0.0,267,3.8,1.50,12.5,62,3,4.1,22,9,40.9,7,0,5,38,98.7
90,Luke Musgrave,# 88,TE,13,GB,52,40,76.9,418,10.5,2,68.1,69.6,82.2,78.3,45.7,334,296,88.6,25,7.5,131,39.2,28,8.4,174,52.1,205,5.1,1.41,7.4,38,1,2.4,5,2,40.0,0,0,2,19,112.5
91,Rashid Shaheed,# 22,WR,15,NO,71,46,64.8,719,15.6,5,69.0,69.4,77.0,71.6,-,446,431,96.6,0,0.0,210,47.1,233,52.2,0,0.0,155,3.4,1.67,14.6,58,2,4.2,9,5,55.6,3,0,4,27,104.1
92,Demarcus Robinson,# 15,WR,14,LA,45,29,64.4,415,14.3,4,70.0,69.2,87.3,20.7,-,271,259,95.6,0,0.0,65,24.0,206,76.0,0,0.0,93,3.2,1.60,14.1,37,0,0.0,7,6,85.7,1,2,3,23,114.6
92,Josh Reynolds,# 08,WR,20,DET,75,48,64.0,740,15.4,6,70.1,69.2,56.7,35.3,61.6,608,580,95.4,1,0.2,212,34.9,396,65.1,0,0.0,221,4.6,1.28,11.7,33,5,9.4,14,8,57.1,1,1,11,39,117.6
94,Byron Pringle,# 03,WR,16,WAS,21,14,66.7,161,11.5,0,67.9,69.0,80.6,26.3,61.6,112,104,92.9,1,0.9,56,50.0,55,49.1,1,0.9,34,2.4,1.55,13.3,26,0,0.0,3,2,66.7,1,0,0,7,69.7
95,Isaiah Likely,# 80,TE,19,BLT,43,34,79.1,461,13.6,6,65.6,68.9,54.6,77.8,40.5,367,341,92.9,7,1.9,193,52.6,22,6.0,150,40.9,246,7.2,1.35,7.4,54,4,10.5,5,5,100.0,1,0,12,18,141.2
96,Tyler Johnson,# 16,WR,1,LA,3,2,66.7,8,4.0,1,63.0,68.8,68.3,64.0,-,16,13,81.3,0,0.0,4,25.0,12,75.0,0,0.0,1,0.5,0.62,8.0,8,0,0.0,1,1,100.0,0,0,0,1,109.7
96,Pat Freiermuth,# 88,TE,13,PIT,50,37,74.0,384,10.4,2,65.8,68.8,90.0,29.1,77.5,340,306,90.0,16,4.7,169,49.7,28,8.2,143,42.1,186,5.0,1.25,7.4,33,0,0.0,7,4,57.1,1,1,5,20,100.8
98,John FitzPatrick,# 87,TE,2,ATL,1,1,100.0,12,12.0,0,63.7,68.7,64.7,61.2,-,7,6,85.7,0,0.0,4,57.1,1,14.3,2,28.6,10,10.0,2.00,2.0,12,0,0.0,0,0,,0,0,0,1,116.7
98,Michael Wilson,# 14,WR,13,ARZ,59,38,64.4,565,14.9,3,68.3,68.7,81.9,77.9,68.1,444,415,93.5,1,0.2,115,25.9,329,74.1,0,0.0,143,3.8,1.36,14.1,69,1,2.6,17,8,47.1,2,0,6,29,98.5
98,Gabe Davis,# 13,WR,17,BUF,78,45,57.7,746,16.6,7,67.9,68.7,63.6,36.2,65.3,598,555,92.8,7,1.2,100,16.7,493,82.4,3,0.5,179,4.0,1.34,15.6,57,4,8.2,14,7,50.0,6,1,7,34,87.9
101,Luke Farrell,# 89,TE,17,JAX,15,13,86.7,155,11.9,0,58.1,68.4,80.6,72.7,67.6,168,114,67.9,50,29.8,32,19.0,3,1.8,129,76.8,97,7.5,1.36,4.8,42,0,0.0,1,0,0.0,0,0,3,5,109.7
102,Steven Sims,# 82,WR,3,HST,3,3,100.0,25,8.3,0,54.3,68.3,70.5,79.5,-,9,9,100.0,0,0.0,0,0.0,9,100.0,0,0.0,30,10.0,2.78,-1.7,23,0,0.0,0,0,,0,0,0,1,101.4
